product,quantity,revenue,gross_margin_amount,row_count,active_months,estimated_contract_rows,net_income_clean,revenue_clean,rank,gross_margin_rate,revenue_share,cumulative_revenue_share,abc_class,method,status
SPECIAL PAPER A4 CREAM,4.0,136.0,0.0,1,1,0,0.0,0.0,153,0.0,3e-06,0.999975,C,ABC/Pareto using total_trade_price revenue,draft
GUEDEL AIRWAY #5 (ORMED),2.0,130.0,40.0,1,1,0,40.0,130.0,154,0.307692,3e-06,0.999979,C,ABC/Pareto using total_trade_price revenue,draft
PAPER CLIP VINYL 33MM 100'S 40GRAMS JOY,10.0,129.5,0.0,1,1,0,0.0,0.0,155,0.0,3e-06,0.999982,C,ABC/Pareto using total_trade_price revenue,draft
PAPER CLIP VINYL PLASTIC COATED 50MM (PRIME),5.0,117.5,32.5,1,1,0,32.5,117.5,156,0.276596,3e-06,0.999985,C,ABC/Pareto using total_trade_price revenue,draft
TAPE TRANSPARENT 1'' (ARMAK),8.0,112.0,64.0,1,1,0,64.0,112.0,157,0.571429,3e-06,0.999987,C,ABC/Pareto using total_trade_price revenue,draft
TAPE DISPENSER HEAVY DUTY,1.0,110.0,90.0,1,1,0,90.0,110.0,158,0.818182,3e-06,0.99999,C,ABC/Pareto using total_trade_price revenue,draft
CARTOLINA PAPER WHITE,20.0,100.0,60.0,1,1,0,60.0,100.0,159,0.6,2e-06,0.999992,C,ABC/Pareto using total_trade_price revenue,draft
TAPE TRANSPARENT WITH 24MM,3.0,69.0,0.0,1,1,0,0.0,69.0,160,0.0,2e-06,0.999994,C,ABC/Pareto using total_trade_price revenue,draft
TAPE DISPENSER TABLE TOP (JOY),1.0,64.0,61.0,1,1,0,61.0,64.0,161,0.953125,2e-06,0.999996,C,ABC/Pareto using total_trade_price revenue,draft
PAPER CLIP VINYL PLASTIC COATED 33MM (PRIME),5.0,62.5,0.0,1,1,0,0.0,0.0,162,0.0,2e-06,0.999997,C,ABC/Pareto using total_trade_price revenue,draft
FILTER PAPER 24X24,2.0,48.0,0.0,1,1,0,0.0,0.0,163,0.0,1e-06,0.999998,C,ABC/Pareto using total_trade_price revenue,draft
PACKAGING TAPE 2'' (LUCKY),3.0,45.0,45.0,1,1,0,0.0,0.0,164,0.0,1e-06,1.0,C,ABC/Pareto using total_trade_price revenue,draft
PAPER CLIP 50MM (WELLS),2.0,37.0,23.0,1,1,0,23.0,37.0,165,0.621622,1e-06,1.0,C,ABC/Pareto using total_trade_price revenue,draft
TAPE MASKING 1 (POLYTAPE),2.0,28.0,28.0,1,1,0,0.0,0.0,166,0.0,1e-06,1.000001,C,ABC/Pareto using total_trade_price revenue,draft
TAPE PACKAGING 2 (ARMAK),2.0,28.0,28.0,1,1,0,0.0,0.0,167,0.0,1e-06,1.000002,C,ABC/Pareto using total_trade_price revenue,draft
VINYL PAPER CLIPS,1.0,24.0,6.0,1,1,0,6.0,24.0,168,0.25,1e-06,1.000002,C,ABC/Pareto using total_trade_price revenue,draft
PAPER CLIP 33MM (WELLS),2.0,15.0,9.0,1,1,0,9.0,15.0,169,0.6,0.0,1.000003,C,ABC/Pareto using total_trade_price revenue,draft
"DR#0154,0155,0156 TERMS",1.0,0.0,0.0,1,1,0,0.0,0.0,170,0.0,0.0,1.000003,C,ABC/Pareto using total_trade_price revenue,draft
DR#0157 SI 0181,1.0,0.0,0.0,1,1,0,0.0,0.0,171,0.0,0.0,1.000003,C,ABC/Pareto using total_trade_price revenue,draft
FOLDER LONG,2.0,0.0,0.0,1,1,0,0.0,0.0,172,0.0,0.0,1.000003,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADE #22 SURGITECH,13.0,0.0,0.0,3,2,0,0.0,0.0,173,0.0,0.0,1.000003,C,ABC/Pareto using total_trade_price revenue,draft
ZOEY PUNCHER HEAVY DUTY #468,3.0,0.0,0.0,1,1,0,0.0,0.0,174,0.0,0.0,1.000003,C,ABC/Pareto using total_trade_price revenue,draft
"SIGN PEN BLACK,LIQUID/GEL INL 0.5MM NEEDLE TIP MYGEL",30.0,0.0,0.0,1,1,0,0.0,0.0,175,0.0,0.0,1.000003,C,ABC/Pareto using total_trade_price revenue,draft
ABDOPEN,-1.0,-112.0,0.0,1,1,0,0.0,0.0,176,0.0,-3e-06,1.0,C,ABC/Pareto using total_trade_price revenue,draft
