product,quantity,revenue,gross_margin_amount,row_count,active_months,estimated_contract_rows,net_income_clean,revenue_clean,rank,gross_margin_rate,revenue_share,cumulative_revenue_share,abc_class,method,status
MONOWEL 1G IV,12600.0,5780546.0,2331189.0,11,6,0,2331189.0,5780545.999999999,1,0.403282,0.032393,0.032393,A,ABC/Pareto using total_trade_price revenue,draft
EVAPROST 250MCG/ML,842.0,3010150.0,2080402.0,145,40,0,536002.0,1233375.0,2,0.434582,0.016869,0.049262,A,ABC/Pareto using total_trade_price revenue,draft
JUBI -R 100MG,750.0,2375000.0,1950000.0,5,3,0,1475000.0,1900000.0,3,0.776316,0.013309,0.062571,A,ABC/Pareto using total_trade_price revenue,draft
SPEEDA 2.5IU/0.5ML,425.0,2004500.0,970810.0,5,5,0,970810.0,2004500.0,4,0.484315,0.011233,0.073804,A,ABC/Pareto using total_trade_price revenue,draft
ANTITET 1500IU/0.7ML,1448.6587,1996262.33,1736911.19,20,6,6,183411.19,403449.86000000004,5,0.454607,0.011187,0.084991,A,ABC/Pareto using total_trade_price revenue,draft
"QMC 787,170",9.4518,1928778.38,978044.01,28,10,27,907464.2999999999,1769725.4900000002,6,0.512771,0.010809,0.0958,A,ABC/Pareto using total_trade_price revenue,draft
HAIXONE WITH DILUENT 1G,53617.6411,1927043.99,1550649.85,41,10,16,1485870.79,1750024.62,7,0.849057,0.010799,0.106598,A,ABC/Pareto using total_trade_price revenue,draft
AMCETAM 150MG/ML 2ML,1946.5726,1822822.4,692699.32,34,17,11,511209.22000000003,1468601.1799999997,8,0.348093,0.010215,0.116813,A,ABC/Pareto using total_trade_price revenue,draft
VOLUMETRIC SOLUTION INFUSION SET 150ML (POLYVOL),7202.1033,1766344.57,870285.59,21,4,9,640784.1600000001,1456054.39,9,0.440083,0.009898,0.126712,A,ABC/Pareto using total_trade_price revenue,draft
ENOXAGET-40 40MG/0.4ML,2145.8843,1764259.31,1477024.19,16,8,6,1461475.8500000003,1737113.3199999998,10,0.841324,0.009887,0.136598,A,ABC/Pareto using total_trade_price revenue,draft
ZINACARE 750MG W/ DILUENT,42103.0028,1664252.03,1027683.26,29,8,10,1012083.26,1158259.01,11,0.873797,0.009326,0.145925,A,ABC/Pareto using total_trade_price revenue,draft
BUPIRIGHT 5MG/ML 0.5% IN 8% 4ML,7933.9602,1657118.96,1493254.7,55,29,5,260298.7,424162.96,12,0.613676,0.009286,0.155211,A,ABC/Pareto using total_trade_price revenue,draft
PROFUREX 750MG,8260.0,1577212.66,1508359.34,11,10,0,626093.34,694946.66,13,0.900923,0.008839,0.164049,A,ABC/Pareto using total_trade_price revenue,draft
CAMERA WITH SD CARD AND LENS EOS RP RF24-105MM PRO (CANON),9.5592,1512918.42,802026.81,28,10,27,730550.5100000001,1351845.05,14,0.54041,0.008478,0.172528,A,ABC/Pareto using total_trade_price revenue,draft
MARKER BLACK (PILOT),39.2035,1460249.09,753230.75,39,15,36,203292.46,451641.03,15,0.45012,0.008183,0.180711,A,ABC/Pareto using total_trade_price revenue,draft
SHARJVAX 1500 I.U. / 0.7ML,1539.0,1400460.0,687610.0,31,17,0,659880.0,1271150.0,16,0.51912,0.007848,0.188559,A,ABC/Pareto using total_trade_price revenue,draft
ALBUMINAR-20 20% 50ML,1000.0,1400000.0,1297000.0,1,1,0,1297000.0,1400000.0,17,0.926429,0.007845,0.196404,A,ABC/Pareto using total_trade_price revenue,draft
EVAPROST 250MCG/ML IV,286.7425,1384996.44,749192.51,51,24,8,469124.25999999995,1104928.1900000002,18,0.424574,0.007761,0.204165,A,ABC/Pareto using total_trade_price revenue,draft
BUPIRIGHT AMPULE,7232.22,1350753.02,1321873.06,180,32,2,2093.06,5836.67,19,0.358605,0.007569,0.211735,A,ABC/Pareto using total_trade_price revenue,draft
CORPILYN 500MG,25775.2144,1327486.35,739424.57,50,15,19,466680.92000000004,848262.6699999998,20,0.550161,0.007439,0.219174,A,ABC/Pareto using total_trade_price revenue,draft
MICROPORE 1X10 2.5CMX9.1M (3M),629.9329,1305308.98,633355.59,42,10,14,614295.7699999999,1071433.7300000002,21,0.57334,0.007315,0.226489,A,ABC/Pareto using total_trade_price revenue,draft
TRIVASC 35MG MR,2643.7639,1186466.49,1133441.52,258,42,1,138934.02,207034.89,22,0.671066,0.006649,0.233138,A,ABC/Pareto using total_trade_price revenue,draft
TROYNOXA-60 60MG/0.6ML,2770.0,1119080.0,1119080.0,4,4,0,0.0,0.0,23,0.0,0.006271,0.239409,A,ABC/Pareto using total_trade_price revenue,draft
MAXIFER 20MG/ML,1156.0,1107514.94,1120868.38,54,32,0,0.0,0.0,24,0.0,0.006206,0.245615,A,ABC/Pareto using total_trade_price revenue,draft
EVAPROST 125MCG/ML,562.0,1052064.0,836976.0,114,40,0,73200.0,138528.0,25,0.528413,0.005896,0.251511,A,ABC/Pareto using total_trade_price revenue,draft
AIRCON SPLIT TYPE 2HP INVERTER (CARRIER),9.8191,1038090.56,516216.57,37,14,36,452539.72999999986,882151.09,26,0.512996,0.005817,0.257328,A,ABC/Pareto using total_trade_price revenue,draft
MONOWEL 1G,2274.0,1016643.01,817471.87,11,8,0,817471.8699999999,975681.01,27,0.837847,0.005697,0.263025,A,ABC/Pareto using total_trade_price revenue,draft
KN95 FACEMASK (PIECE),8553.0,995624.0,7624.0,12,6,0,0.0,0.0,28,0.0,0.005579,0.268605,A,ABC/Pareto using total_trade_price revenue,draft
REFRIGERATOR 22CU.FT TWO DOOR UPRIGHT CHILLER (FUJIDENZO),6.0409,992580.73,324102.27,33,11,32,323143.88,661665.9,29,0.488379,0.005562,0.274167,A,ABC/Pareto using total_trade_price revenue,draft
VAXIGRIP TETRA INFLUENZA VACCINE,1408.0,985600.0,901624.95,3,2,0,411624.95,495600.0,30,0.830559,0.005523,0.27969,A,ABC/Pareto using total_trade_price revenue,draft
PPE SET,2510.0,978900.0,750100.0,3,3,0,457600.0,686400.0,31,0.666667,0.005486,0.285176,A,ABC/Pareto using total_trade_price revenue,draft
HYCLENS SKIN CLEANSER (60ML),8511.0,965147.4,883159.2,16,13,0,0.0,0.0,32,0.0,0.005409,0.290584,A,ABC/Pareto using total_trade_price revenue,draft
ZEFXON 40MG,3200.0,933176.32,773703.68,16,11,0,773703.6799999998,933176.3200000001,33,0.829108,0.005229,0.295814,A,ABC/Pareto using total_trade_price revenue,draft
LACTAMOX 500MG/125MG,551.6227,922131.88,780659.15,150,25,7,104303.16,191648.38,34,0.544242,0.005168,0.300981,A,ABC/Pareto using total_trade_price revenue,draft
MATERNITY PADS 8S (MAXIFREE),14258.3609,902195.94,470307.14,17,7,2,431471.20000000007,863360.0,35,0.499758,0.005056,0.306037,A,ABC/Pareto using total_trade_price revenue,draft
DOLO JAGA 500MG/50MG/100MG/100MCG,1457.0,896055.0,848472.2,342,42,0,152704.25,193725.0,36,0.788253,0.005021,0.311058,A,ABC/Pareto using total_trade_price revenue,draft
HYCLENS WOUND SPRAY (60ML),7704.0,883340.64,857511.94,248,41,0,101329.23999999996,104684.57999999996,37,0.967948,0.00495,0.316008,A,ABC/Pareto using total_trade_price revenue,draft
ENDOPROST 250MCG/ML,646.0,855950.0,746050.0,9,5,0,722200.0,832100.0,38,0.867925,0.004797,0.320805,A,ABC/Pareto using total_trade_price revenue,draft
ANTITET 1500IU,902.5,847707.5,425147.5,20,16,0,287040.0,709600.0,39,0.40451,0.00475,0.325556,A,ABC/Pareto using total_trade_price revenue,draft
SORBIFER 310MG,1105.0,826887.64,685112.36,42,30,0,685112.3600000005,826887.6399999995,40,0.828543,0.004634,0.330189,A,ABC/Pareto using total_trade_price revenue,draft
EXECORE 500MG TAB,5223.8073,824545.65,507635.12,44,24,4,298790.07,387754.37,41,0.770565,0.004621,0.33481,A,ABC/Pareto using total_trade_price revenue,draft
LACTAMOX 500MG/125MG TAB,718.1,822998.6828,839792.3228,232,46,0,33249.5,40278.5,42,0.82549,0.004612,0.339422,A,ABC/Pareto using total_trade_price revenue,draft
"MICROPORE 1"" - 1530-1 - 3M",1750.2532,818407.15,567561.13,72,31,1,437016.13,660237.15,43,0.661908,0.004586,0.344008,A,ABC/Pareto using total_trade_price revenue,draft
LUPINSULIN 30:70,1821.0,816272.0,534359.53,20,14,0,523279.53,713888.0,44,0.732999,0.004574,0.348582,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA WITH WINGS LUER LOCK G18 1.5X38MM (CATHULA),166.8096,809036.84,538193.43,13,7,3,535993.43,806836.84,45,0.664315,0.004534,0.353116,A,ABC/Pareto using total_trade_price revenue,draft
INK CARTRIDGE TRI COLOR (HP680),22.5481,807946.28,343807.68,35,14,32,342519.58,800718.4000000001,46,0.427765,0.004528,0.357644,A,ABC/Pareto using total_trade_price revenue,draft
GIOZOLE 40MG W/ DILUENT,14611.3786,793896.45,341656.95,21,8,9,328026.95000000007,716699.35,47,0.457691,0.004449,0.362093,A,ABC/Pareto using total_trade_price revenue,draft
HYCLENS WOUND SPRAY 2% 60ML,3749.9113,784464.68,626735.9,184,31,7,153484.80000000002,299747.58,48,0.512047,0.004396,0.366489,A,ABC/Pareto using total_trade_price revenue,draft
CORPILYN 250MG,15221.1768,784126.53,361678.48,19,7,6,182082.48000000004,587128.8200000001,49,0.310124,0.004394,0.370883,A,ABC/Pareto using total_trade_price revenue,draft
HYDROCORTIBAS 100MG VIAL,1471.7105,778264.33,275237.33,21,8,9,248660.53999999998,585036.58,50,0.425034,0.004361,0.375244,A,ABC/Pareto using total_trade_price revenue,draft
HYCLENS WOUND SPRAY 60ML.,5672.0,777926.08,759063.96,47,10,0,59588.770000000004,78450.89000000001,51,0.759568,0.004359,0.379604,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA WITH WINGS & INJECTION VALVE G20 1.1X32MM (CATHULA),187.9205,775103.51,377031.18,12,7,5,358346.82,756419.1500000001,52,0.473741,0.004344,0.383947,A,ABC/Pareto using total_trade_price revenue,draft
ANTIZOAL 5MG/ML (500MG/100ML) 100ML,25892.7204,771851.51,464495.89,106,31,12,290902.55,463880.50999999995,53,0.627107,0.004325,0.388273,A,ABC/Pareto using total_trade_price revenue,draft
BREAD,2178.2803,759599.61,411586.13,28,10,27,375842.5500000001,679050.68,54,0.553482,0.004257,0.392529,A,ABC/Pareto using total_trade_price revenue,draft
PROHAB 10MG/ML 20ML,500.0,750000.0,750000.0,1,1,0,0.0,0.0,55,0.0,0.004203,0.396732,A,ABC/Pareto using total_trade_price revenue,draft
"HEPA B 10MCG/0.5ML MULTIDOSE, PEDIATRIC",4.0,750000.0,649400.0,2,1,0,649400.0,750000.0,56,0.865867,0.004203,0.400935,A,ABC/Pareto using total_trade_price revenue,draft
EUROXONE 1G,10249.0,748177.0,755063.0,93,37,0,170.0,730.0,57,0.232877,0.004193,0.405128,A,ABC/Pareto using total_trade_price revenue,draft
CANCARE IV CANNULA G24,700.0,714000.0,0.0,2,1,0,0.0,0.0,58,0.0,0.004001,0.409129,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA WITH INJECTION PORT LUER LOCK G24 0.7X19MM (CATHULA),158.2241,712506.04,355531.35,21,10,10,326271.56,683246.2499999999,59,0.477531,0.003993,0.413122,A,ABC/Pareto using total_trade_price revenue,draft
CIMEX 500MG,640.0,704000.0,704000.0,29,21,0,0.0,0.0,60,0.0,0.003945,0.417067,A,ABC/Pareto using total_trade_price revenue,draft
MINERAL WATER 330ML (NATURE SPRING),2178.0724,703080.02,371414.11,28,10,27,337406.48000000004,626443.09,61,0.538607,0.00394,0.421007,A,ABC/Pareto using total_trade_price revenue,draft
NOTEBOOK SPIRAL 80 LEAVES,53.1187,702708.12,564515.9,25,9,24,147220.71000000005,285412.93,62,0.515817,0.003938,0.424945,A,ABC/Pareto using total_trade_price revenue,draft
LOMOH-60 60MG/0.6ML,1750.0,691250.0,691250.0,4,2,0,0.0,0.0,63,0.0,0.003874,0.428818,A,ABC/Pareto using total_trade_price revenue,draft
PPE LAB.,1200.0,690000.0,629400.0,2,2,0,329400.0,390000.0,64,0.844615,0.003867,0.432685,A,ABC/Pareto using total_trade_price revenue,draft
EPOGEN 4000IU/0.4ML,1905.0,685800.0,441102.75,5,1,0,441102.75,685800.0,65,0.643194,0.003843,0.436528,A,ABC/Pareto using total_trade_price revenue,draft
MODULAR TENT 79X17X79,150.0,675000.0,675000.0,1,1,0,0.0,0.0,66,0.0,0.003783,0.440311,A,ABC/Pareto using total_trade_price revenue,draft
DOCOR 250MG VIAL,834.0,666720.0,338820.0,6,6,0,338820.0,666720.0,67,0.508189,0.003736,0.444047,A,ABC/Pareto using total_trade_price revenue,draft
ABHAY-TOX 40IU/0.5ML VIAL,828.0796,646465.35,281024.99,24,7,5,248534.99,531806.3999999999,68,0.467341,0.003623,0.44767,A,ABC/Pareto using total_trade_price revenue,draft
KOVENT SF 25MCG/250MCG MDI,1955.2885,642590.46,357902.89,15,11,2,346802.89,631490.46,69,0.549182,0.003601,0.451271,A,ABC/Pareto using total_trade_price revenue,draft
ALCOHOL ETHYL 70% - ALCORADE,1912.0,630960.0,628260.0,11,6,0,3900.0,6600.0,70,0.590909,0.003536,0.454807,A,ABC/Pareto using total_trade_price revenue,draft
EVAPROST 125MCG/0.5ML,287.5312,599333.94,386407.33,54,25,3,205607.34,411045.95,71,0.500205,0.003359,0.458165,A,ABC/Pareto using total_trade_price revenue,draft
OPREX 40MG IV,2981.6073,588035.79,585641.85,32,18,3,7219.69,9613.63,72,0.750985,0.003295,0.46146,A,ABC/Pareto using total_trade_price revenue,draft
ZEFTACARE 1G IV,12930.1912,571075.93,208431.43,19,9,1,190435.5,553080.0,73,0.344318,0.0032,0.464661,A,ABC/Pareto using total_trade_price revenue,draft
NUTRIBOARD WITHOUT BAG,103.439,570435.43,182851.1,29,12,28,182851.1,467823.66000000015,74,0.390855,0.003197,0.467857,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA WITH WINGS LUER LOCK G22 .8X25MM (CATHULA),133.0796,563482.5,286091.84,13,9,5,286091.84,563482.5,75,0.507721,0.003158,0.471015,A,ABC/Pareto using total_trade_price revenue,draft
"GENVAC-B 10MCG/0.5ML MONODOSE, PEDIATRIC",28.6,559990.0,364990.0,5,3,0,0.0,0.0,76,0.0,0.003138,0.474153,A,ABC/Pareto using total_trade_price revenue,draft
FACE MASK,5733.0,555357.74,296338.89,52,22,0,23632.23,30747.77,77,0.768584,0.003112,0.477265,A,ABC/Pareto using total_trade_price revenue,draft
AZCORE 500MG TAB,348.8102,534287.82,192138.87,28,19,5,94214.04,218555.16,78,0.431077,0.002994,0.480259,A,ABC/Pareto using total_trade_price revenue,draft
MORNEM 500MG,3300.0,528000.0,325700.0,6,3,0,229700.0,432000.0,79,0.531713,0.002959,0.483218,A,ABC/Pareto using total_trade_price revenue,draft
SITIXON 1G,16581.0,527404.6,526270.6,59,31,0,9760.0,15120.0,80,0.645503,0.002956,0.486174,A,ABC/Pareto using total_trade_price revenue,draft
CANCARE IV CANNULA G22,500.5,510510.0,510.0,2,2,0,0.0,0.0,81,0.0,0.002861,0.489035,A,ABC/Pareto using total_trade_price revenue,draft
BUPIRIGHT 1'S VIALS,2391.0,499719.0,499719.0,56,11,0,0.0,0.0,82,0.0,0.0028,0.491835,A,ABC/Pareto using total_trade_price revenue,draft
LOMOH-40 40MG/0.4ML,1550.0,496000.0,464566.0,4,3,0,464566.0,496000.0,83,0.936625,0.00278,0.494614,A,ABC/Pareto using total_trade_price revenue,draft
SPASBASCINE,2447.0,463135.25,396668.31,40,22,0,12900.0,25300.0,84,0.509881,0.002595,0.49721,A,ABC/Pareto using total_trade_price revenue,draft
"SAMSUNG UHD 50"" TV",17.0,459000.0,456025.0,1,1,0,456025.0,459000.0,85,0.993519,0.002572,0.499782,A,ABC/Pareto using total_trade_price revenue,draft
ANTIZOAL 5MG/ML,25738.0,456541.84,435752.81,155,42,0,3075.0,3175.0,86,0.968504,0.002558,0.50234,A,ABC/Pareto using total_trade_price revenue,draft
BATHROOM TISSUE 2PLY 12'S (FEMME),115.638,448453.26,238293.13,56,25,35,177642.4,355174.33000000013,87,0.500156,0.002513,0.504853,A,ABC/Pareto using total_trade_price revenue,draft
ISOLATION GOWN STERILE (GDR),3600.0,432000.0,431557.47,3,2,0,179557.47,180000.0,88,0.997541,0.002421,0.507274,A,ABC/Pareto using total_trade_price revenue,draft
MAXXIVIT PLUS,787.03,426443.36,294914.69,109,26,0,172994.71,301445.25,89,0.573884,0.00239,0.509664,A,ABC/Pareto using total_trade_price revenue,draft
MICROSCOT 20MG 5G,1471.1735,425520.66,285592.17,18,7,8,228188.21000000002,320037.6,90,0.713004,0.002385,0.512049,A,ABC/Pareto using total_trade_price revenue,draft
PPE COVER ALL SET,2013.0,422730.0,422730.0,3,2,0,0.0,0.0,91,0.0,0.002369,0.514418,A,ABC/Pareto using total_trade_price revenue,draft
FLUARIX TETRA SH2021,700.0,420000.0,420000.0,1,1,0,0.0,0.0,92,0.0,0.002354,0.516771,A,ABC/Pareto using total_trade_price revenue,draft
ATROPINE,50.5,417130.0,245.0,3,2,0,245.0,4130.0,93,0.059322,0.002338,0.519109,A,ABC/Pareto using total_trade_price revenue,draft
KZIDINE 35MG,679.2533,410724.93,277734.93,56,20,1,119334.93,252324.93,94,0.472941,0.002302,0.52141,A,ABC/Pareto using total_trade_price revenue,draft
LYSOL PROFESSIONAL DISINFECTANT LIQUID 5L,150.0,409090.5,88909.5,1,1,0,88909.5,409090.5,95,0.217335,0.002292,0.523703,A,ABC/Pareto using total_trade_price revenue,draft
VESSEL COMPARATOR,203.0,406000.0,253710.0,3,3,0,253710.0,406000.0,96,0.624901,0.002275,0.525978,A,ABC/Pareto using total_trade_price revenue,draft
JAGA 300MG/100MG/100MCG,761.56,403626.8,389966.9,219,43,0,8377.5,13250.0,97,0.632264,0.002262,0.52824,A,ABC/Pareto using total_trade_price revenue,draft
SYVIR 400,200.0,400000.0,400000.0,1,1,0,0.0,0.0,98,0.0,0.002242,0.530481,A,ABC/Pareto using total_trade_price revenue,draft
GLOVES BLUE VINYL/NITRILE BLEND (MEDIUM),1534.0,389795.0,377325.0,28,9,0,25915.0,38385.0,99,0.675134,0.002184,0.532666,A,ABC/Pareto using total_trade_price revenue,draft
ISORANE 100% V/V 100ML,227.0,389500.0,241850.0,51,24,0,26900.0,69100.0,100,0.389291,0.002183,0.534849,A,ABC/Pareto using total_trade_price revenue,draft
AEROX 500MG,3885.0,387575.0,320259.0,13,5,0,30984.0,88800.0,101,0.348919,0.002172,0.53702,A,ABC/Pareto using total_trade_price revenue,draft
DOLO-JAGA 500MG/50MG/100MG/100MCG,539.7273,386727.57,355777.78,148,26,4,24292.78,55242.56999999999,102,0.439747,0.002167,0.539188,A,ABC/Pareto using total_trade_price revenue,draft
PPE - COLORED (GDR),1500.0,375000.0,375000.0,1,1,0,0.0,0.0,103,0.0,0.002101,0.541289,A,ABC/Pareto using total_trade_price revenue,draft
CEFUSAPH,3722.19,371203.98,332245.5,77,30,0,92781.5,117091.75,104,0.792383,0.00208,0.543369,A,ABC/Pareto using total_trade_price revenue,draft
LAZICARE 10MG/ML (20MG/2ML) 2ML,3186.4642,370611.67,209502.31,19,9,3,206422.31,367531.67,105,0.561645,0.002077,0.545446,A,ABC/Pareto using total_trade_price revenue,draft
RANICLAV 625MG,2494.94,366309.9,334477.59,55,26,0,115007.63999999998,130905.86000000002,106,0.878552,0.002053,0.547499,A,ABC/Pareto using total_trade_price revenue,draft
ENHAMOX 500MG/125MG,265.2891,363886.72,359561.5,71,11,3,24308.02,28633.24,107,0.848944,0.002039,0.549538,A,ABC/Pareto using total_trade_price revenue,draft
UNDERPADS ANTIBACTERIAL X-LARGE (HEXACARE),3460.0,363418.98,363418.98,6,2,0,0.0,0.0,108,0.0,0.002037,0.551575,A,ABC/Pareto using total_trade_price revenue,draft
OMCARE 40MG WITH DILUENT,8050.8469,363268.39,155698.91,14,5,7,147448.90999999997,320151.1699999999,109,0.46056,0.002036,0.55361,A,ABC/Pareto using total_trade_price revenue,draft
ISOLATION GOWN,3852.0,360760.0,356500.0,9,5,0,22000.0,26260.0,110,0.837776,0.002022,0.555632,A,ABC/Pareto using total_trade_price revenue,draft
TRIZEF 100MG,255.0,359168.8,318568.8,64,32,0,0.0,0.0,111,0.0,0.002013,0.557645,A,ABC/Pareto using total_trade_price revenue,draft
SII-TO-VAC 0.5ML,650.0,357500.0,140750.0,2,2,0,140750.0,357500.0,112,0.393706,0.002003,0.559648,A,ABC/Pareto using total_trade_price revenue,draft
CUROXIM 750MG WITH DILUENT,13200.0,356400.0,294360.0,12,4,0,294360.0,356400.0,113,0.825926,0.001997,0.561645,A,ABC/Pareto using total_trade_price revenue,draft
RAINCOAT WITH PRINT,1000.0,350000.0,350000.0,1,1,0,0.0,0.0,114,0.0,0.001961,0.563607,A,ABC/Pareto using total_trade_price revenue,draft
CORSIN-300 150MG/ML (300MG/2ML) 2ML,6660.0,347620.0,245204.8,13,7,0,216864.80000000002,319280.0,115,0.679231,0.001948,0.565555,A,ABC/Pareto using total_trade_price revenue,draft
CHROMOGENIC ENZYME SUBSTRATE TEST (COLIKAT RAPID),12.0,345600.0,138790.0,4,3,0,138790.0,345600.0,116,0.401591,0.001937,0.567491,A,ABC/Pareto using total_trade_price revenue,draft
BICARBISAPH 84MG/ML,60.0,340600.0,56250.0,3,3,0,56250.0,346250.0,117,0.162455,0.001909,0.5694,A,ABC/Pareto using total_trade_price revenue,draft
SANOMAX - FA,603.0,337680.0,205899.34,97,32,0,172859.34000000017,313040.0,118,0.552196,0.001892,0.571292,A,ABC/Pareto using total_trade_price revenue,draft
HIVENT PLUS,1015.38,335072.21,274068.11,36,13,0,5250.0,19800.0,119,0.265152,0.001878,0.57317,A,ABC/Pareto using total_trade_price revenue,draft
NEBULIZER KIT ADULT (SURGITECH),2000.1717,334773.18,98220.0,6,5,1,98220.0,334773.18,120,0.293393,0.001876,0.575046,A,ABC/Pareto using total_trade_price revenue,draft
ARCH FILE LONG 3INCHES,501.6363,333772.77,159890.49,28,10,27,146225.71,302978.89,121,0.482627,0.00187,0.576917,A,ABC/Pareto using total_trade_price revenue,draft
MERAZOL-40 40MG,1651.0,330200.0,275106.0,7,6,0,270906.0,326000.0,122,0.831,0.00185,0.578767,A,ABC/Pareto using total_trade_price revenue,draft
D5W 250ML (EUROMED),3000.0,330000.0,0.0,1,1,0,0.0,0.0,123,0.0,0.001849,0.580616,A,ABC/Pareto using total_trade_price revenue,draft
ENOX 6000 ANTI-XA IU/0.6ML (KULANIMA HAZIR ENJEKTOR) STERIL - ENOKSAPARIN SODIUM,800.0,328000.0,195160.0,4,3,0,51660.0,184500.0,124,0.28,0.001838,0.582454,A,ABC/Pareto using total_trade_price revenue,draft
XYNETRIX CHEWABLE TABLET,750.0,326179.23,211850.71,126,26,0,145900.72,260229.24,125,0.560662,0.001828,0.584282,A,ABC/Pareto using total_trade_price revenue,draft
K-LYTE 600MG TABLET,290.0,324800.0,44950.0,4,1,0,44950.0,324800.0,126,0.138393,0.00182,0.586102,A,ABC/Pareto using total_trade_price revenue,draft
DISPOSABLE DIAPER ADULT XL (HEXACARE),1554.0,315546.26,58029.74,7,5,0,58029.74,315546.26,127,0.183902,0.001768,0.587871,A,ABC/Pareto using total_trade_price revenue,draft
ZINACARE 750MG WITH DILUENT,11495.3692,315104.81,299613.99,16,10,2,55783.99,71274.81,128,0.782661,0.001766,0.589636,A,ABC/Pareto using total_trade_price revenue,draft
PHYTOBAS 10MG/ML IV,1031.9967,307873.53,251761.97,67,23,6,79749.53,113174.65,129,0.704659,0.001725,0.591362,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA WITHOUT INJECTION PORT LUER LOCK G26 0.6X19MM (CATHULA),88.5188,307702.91,147281.46,8,5,2,147281.46000000002,307702.91000000003,130,0.478648,0.001724,0.593086,A,ABC/Pareto using total_trade_price revenue,draft
FLUCYSTEINE 200MG 30'S,318.8311,306014.77,234109.07,13,6,3,82903.48999999999,154809.19,131,0.53552,0.001715,0.594801,A,ABC/Pareto using total_trade_price revenue,draft
DANOXIME 750MG,9745.0,297222.5,297832.5,18,13,0,0.0,0.0,132,0.0,0.001666,0.596466,A,ABC/Pareto using total_trade_price revenue,draft
HEPABIG 100I.U/0.5ML IV,100.0,290000.0,104850.0,3,1,0,104850.0,145000.0,133,0.723103,0.001625,0.598092,A,ABC/Pareto using total_trade_price revenue,draft
GLOVES BLUE VINYL/NITRILE BLEND (LARGE),1130.0,287760.0,282850.0,12,7,0,13090.0,18000.0,134,0.727222,0.001613,0.599704,A,ABC/Pareto using total_trade_price revenue,draft
HYTRIX 100MG,1345.0,287050.0,208286.0,23,12,0,164836.0,243600.0,135,0.676667,0.001609,0.601313,A,ABC/Pareto using total_trade_price revenue,draft
LOSAAR 100MG,1136.0,286723.6,286243.6,17,10,0,1020.0,1500.0,136,0.68,0.001607,0.602919,A,ABC/Pareto using total_trade_price revenue,draft
EPIX BY 10'S,1487.0,286349.6,266754.6,102,35,0,46315.0,65910.0,137,0.702701,0.001605,0.604524,A,ABC/Pareto using total_trade_price revenue,draft
CIUMADE,629.0,283050.0,155649.61,108,30,0,130449.6100000002,255600.0,138,0.510366,0.001586,0.60611,A,ABC/Pareto using total_trade_price revenue,draft
GYNE-TOCIN 10IU/ML,3540.0,280119.64,256745.22,83,39,0,3078.79,5123.21,139,0.600949,0.00157,0.60768,A,ABC/Pareto using total_trade_price revenue,draft
IM70 PATIENT MONITOR W/ CAPNOGRAPH,1.0,280000.0,170000.0,1,1,0,170000.0,280000.0,140,0.607143,0.001569,0.609249,A,ABC/Pareto using total_trade_price revenue,draft
MYGEL BLACK,75.9865,277604.37,56787.56,21,15,16,19108.370000000003,83537.4,141,0.22874,0.001556,0.610805,A,ABC/Pareto using total_trade_price revenue,draft
GLOVES BLUE VINYL/NITRILE BLEND (SMALL),1090.0,276900.0,272895.0,13,7,0,13495.0,17500.0,142,0.771143,0.001552,0.612357,A,ABC/Pareto using total_trade_price revenue,draft
OLXARIN 6000IU/0.6ML 60MG/0.6ML,355.0,276900.0,276900.0,2,1,0,0.0,0.0,143,0.0,0.001552,0.613908,A,ABC/Pareto using total_trade_price revenue,draft
AIRCONDITION SPLIT TYPE INVERTER 2HP (CARRIER),5.0,276500.0,276500.0,1,1,0,0.0,0.0,144,0.0,0.001549,0.615458,A,ABC/Pareto using total_trade_price revenue,draft
STAPLER STANDARD TYPE (JOY),13.8974,275390.78,144698.68,33,18,30,139728.91,258619.39,145,0.540288,0.001543,0.617001,A,ABC/Pareto using total_trade_price revenue,draft
CARDOWIN 1MG,1187.0,272747.84,282027.84,31,19,0,1700.0,2800.0,146,0.607143,0.001528,0.618529,A,ABC/Pareto using total_trade_price revenue,draft
PPE WHITE W/ BLUE STRIPES - M/L/XL,705.0,272100.0,260000.0,2,2,0,0.0,0.0,147,0.0,0.001525,0.620054,A,ABC/Pareto using total_trade_price revenue,draft
MERAZOL 40MG,935.43,267660.5,274976.25,84,36,0,19906.25,32350.5,148,0.615331,0.0015,0.621554,A,ABC/Pareto using total_trade_price revenue,draft
ENOX 4000 ANTI-XA IU/0.4ML (KULANIMA HAZIR ENJEKTOR) STERIL - ENOKSAPARIN SODIUM,840.0,260400.0,260400.0,4,4,0,0.0,0.0,149,0.0,0.001459,0.623013,A,ABC/Pareto using total_trade_price revenue,draft
DEXAMAX 4MG,1520.2,258520.4,213830.0,37,21,0,6225.0,21300.0,150,0.292254,0.001449,0.624462,A,ABC/Pareto using total_trade_price revenue,draft
TRIVASC 35MG,589.0,257687.5,254424.5,49,11,0,2424.5,5687.5,151,0.426286,0.001444,0.625906,A,ABC/Pareto using total_trade_price revenue,draft
