territory,period,prior_period,quantity,revenue,gross_margin_amount,prior_quantity,prior_revenue,quantity_yoy_growth,revenue_yoy_growth,is_2025_partial,is_partial_period
Batangas,2024-06,2023-06,546.0,137895.56,135656.56,1319.2,186709.73,-0.586113,-0.261444,False,False
Marinduque,2024-06,2023-06,154.0,20498.88,20466.96,86.0,27401.92,0.790698,-0.251918,False,False
Quezon,2024-06,2023-06,337.0,80591.9,60944.4,-500.47,452461.25,-1.673367,-0.821881,False,False
Batangas,2024-07,2023-07,319.0,81521.49,81151.49,567.0,123885.92,-0.43739,-0.341963,False,False
Marinduque,2024-07,2023-07,36.0,8885.92,7275.92,75.0,10415.52,-0.52,-0.146858,False,False
Quezon,2024-07,2023-07,527.0,81235.1,61431.1,425.0,75100.49,0.24,0.081685,False,False
Batangas,2024-08,2023-08,403.0,101713.7,100587.2,270.0,78096.56,0.492593,0.302409,False,False
Marinduque,2024-08,2023-08,65.0,24980.84,24980.84,,,,,False,False
Quezon,2024-08,2023-08,435.5,78340.0,73273.0,504.0,124522.88,-0.135913,-0.370879,False,False
Batangas,2024-09,2023-09,122.0,35901.0,35749.5,234.0,129582.32,-0.478632,-0.722948,False,False
Marinduque,2024-09,2023-09,268.0,66372.75,65122.75,131.0,48195.96,1.045802,0.377143,False,False
Quezon,2024-09,2023-09,445.0,92717.77,74093.61,415.0,153522.24,0.072289,-0.396063,False,False
Batangas,2024-10,2023-10,676.0,92861.39,92815.39,538.8,127118.27,0.25464,-0.269488,False,False
Marinduque,2024-10,2023-10,50.0,9250.0,9250.0,,,,,False,False
Quezon,2024-10,2023-10,280.5,57107.83,48684.67,624.0,166131.51,-0.550481,-0.656249,False,False
Batangas,2024-11,2023-11,228.0,64497.6,64401.6,560.8,122256.36,-0.593438,-0.47244,False,False
Quezon,2024-11,2023-11,564.0,95410.9,91200.9,718.0,160380.3,-0.214485,-0.405096,False,False
Batangas,2024-12,2023-12,158.0,58482.99,58282.99,413.0,100389.28,-0.617433,-0.417438,False,False
Quezon,2024-12,2023-12,340.0,80896.0,69456.0,404.0,123729.66,-0.158416,-0.346187,False,False
Batangas,2025-01,2024-01,286.0,97025.42,97025.42,421.0,123892.5,-0.320665,-0.216858,True,False
Quezon,2025-01,2024-01,752.0,197141.12,178190.02,842.0,140842.76,-0.106888,0.399725,True,False
Batangas,2025-02,2024-02,413.0,132665.76,122843.76,362.57,100978.68,0.13909,0.3138,True,False
Marinduque,2025-02,2024-02,162.0,46226.76,45326.76,10.0,3250.0,15.2,13.223618,True,False
Quezon,2025-02,2024-02,386.0,75013.72,66363.72,496.0,107797.0,-0.221774,-0.304121,True,False
Batangas,2025-03,2024-03,358.0,96562.55,96030.05,355.0,91845.62,0.008451,0.051357,True,False
Marinduque,2025-03,2024-03,39.0,6133.1,6133.1,101.0,30202.76,-0.613861,-0.796936,True,False
Quezon,2025-03,2024-03,516.0,74835.05,57792.05,443.0,76069.8,0.164786,-0.016232,True,False
Batangas,2025-04,2024-04,373.0,104124.45,104124.45,519.0,119325.92,-0.28131,-0.127395,True,False
Marinduque,2025-04,2024-04,4.0,2290.0,2290.0,31.0,15430.0,-0.870968,-0.851588,True,False
Quezon,2025-04,2024-04,534.0,107766.43,84321.73,270.0,51737.5,0.977778,1.082946,True,False
Batangas,2025-05,2024-05,170.0,51821.26,51591.26,473.0,98646.96,-0.640592,-0.47468,True,False
Marinduque,2025-05,2024-05,69.0,12674.0,12674.0,65.0,23575.0,0.061538,-0.462397,True,False
Quezon,2025-05,2024-05,459.0,112821.94,103461.94,441.0,97306.9,0.040816,0.159444,True,False
Batangas,2025-06,2024-06,700.97,164005.03,143870.79,546.0,137895.56,0.283828,0.189342,True,False
Marinduque,2025-06,2024-06,140.0,21096.0,21096.0,154.0,20498.88,-0.090909,0.029129,True,False
Quezon,2025-06,2024-06,426.0,64691.24,57511.24,337.0,80591.9,0.264095,-0.197298,True,False
Batangas,2025-07,2024-07,255.0,68764.34,68764.34,319.0,81521.49,-0.200627,-0.156488,True,True
Marinduque,2025-07,2024-07,176.0,694045.52,354775.92,36.0,8885.92,3.888889,77.106208,True,True
Quezon,2025-07,2024-07,561.0,147407.81,135602.71,527.0,81235.1,0.064516,0.814583,True,True
Batangas,2025-08,2024-08,303.0,98169.62,98169.62,403.0,101713.7,-0.248139,-0.034844,True,True
Marinduque,2025-08,2024-08,34.0,21005.0,18439.0,65.0,24980.84,-0.476923,-0.159156,True,True
Quezon,2025-08,2024-08,411.0,96874.35,84015.35,435.5,78340.0,-0.056257,0.236589,True,True
Batangas,2025-09,2024-09,292.0,84126.41,83656.41,122.0,35901.0,1.393443,1.343289,True,True
Quezon,2025-09,2024-09,709.5,113003.59,95686.19,445.0,92717.77,0.594382,0.218791,True,True
Batangas,2025-10,2024-10,312.0,86019.92,83425.92,676.0,92861.39,-0.538462,-0.073674,True,True
Marinduque,2025-10,2024-10,50.0,182738.24,107729.24,50.0,9250.0,0.0,18.755485,True,True
Quezon,2025-10,2024-10,745.0,147648.18,125630.48,280.5,57107.83,1.655971,1.585428,True,True
Batangas,2025-11,2024-11,285.0,68414.76,68414.76,228.0,64497.6,0.25,0.060733,True,True
Quezon,2025-11,2024-11,339.0,60406.64,49119.64,564.0,95410.9,-0.398936,-0.366879,True,True
Batangas,2025-12,2024-12,215.0,66145.92,65158.92,158.0,58482.99,0.360759,0.131028,True,True
Quezon,2025-12,2024-12,518.5,92358.46,77377.46,340.0,80896.0,0.525,0.141694,True,True
