product,quantity,revenue,gross_margin_amount,row_count,active_months,estimated_contract_rows,net_income_clean,revenue_clean,rank,gross_margin_rate,revenue_share,cumulative_revenue_share,abc_class,method,status
MUPIROW 20MG,500.0,24000.0,24000.0,1,1,0,0.0,0.0,790,0.0,0.000148,0.923114,B,ABC/Pareto using total_trade_price revenue,draft
GLOVES SMALL NITRILE NONSTERILE (INDOPLAS),120.0,24000.0,5640.0,1,1,0,5640.0,24000.0,791,0.235,0.000148,0.923261,B,ABC/Pareto using total_trade_price revenue,draft
NASOGASTRIC TUBE FR 16 (PARTNERS),150.0,24000.0,24000.0,1,1,0,0.0,0.0,792,0.0,0.000148,0.923409,B,ABC/Pareto using total_trade_price revenue,draft
NASOGASTRIC TUBE FR 18 (PARTNERS),150.0,24000.0,24000.0,1,1,0,0.0,0.0,793,0.0,0.000148,0.923557,B,ABC/Pareto using total_trade_price revenue,draft
TROVIPRI 80MG,75.0,24000.0,13535.0,7,4,0,10335.0,20800.0,794,0.496875,0.000148,0.923704,B,ABC/Pareto using total_trade_price revenue,draft
ASICLAV 625MG,198.0,23958.34,23958.34,3,3,0,0.0,0.0,795,0.0,0.000147,0.923851,B,ABC/Pareto using total_trade_price revenue,draft
JAGAPLEX,60.5,23897.5,23897.5,15,7,0,0.0,0.0,796,0.0,0.000147,0.923998,B,ABC/Pareto using total_trade_price revenue,draft
AMBIMOX 500MG,152.0,23858.0,15932.0,6,5,0,12982.0,20908.0,797,0.620911,0.000147,0.924145,B,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA 18G - HEXACARE,34.0,23800.0,23800.0,3,2,0,0.0,0.0,798,0.0,0.000146,0.924291,B,ABC/Pareto using total_trade_price revenue,draft
TRANEXSAPH 500MG,65.0,23725.0,22787.5,16,10,0,6362.5,7300.0,799,0.871575,0.000146,0.924437,B,ABC/Pareto using total_trade_price revenue,draft
NYSECODE 50MG,43.0,23650.0,22000.0,8,4,0,0.0,0.0,800,0.0,0.000145,0.924582,B,ABC/Pareto using total_trade_price revenue,draft
AMPICARE 500MG/250MG,84.0,23520.0,23520.0,6,4,0,0.0,0.0,801,0.0,0.000145,0.924727,B,ABC/Pareto using total_trade_price revenue,draft
HAEMOREX 500MG CAP,54.5,23435.0,23135.0,20,13,0,1850.0,2150.0,802,0.860465,0.000144,0.924871,B,ABC/Pareto using total_trade_price revenue,draft
ROST-20 20MGTAB,36.0,23366.0,0.0,4,3,0,0.0,0.0,803,0.0,0.000144,0.925015,B,ABC/Pareto using total_trade_price revenue,draft
ATREX 1MG/ML,102.5,23270.0,17625.0,25,17,0,3975.0,9620.0,804,0.413202,0.000143,0.925158,B,ABC/Pareto using total_trade_price revenue,draft
BLOOD CONNECTING YELLOW TOP,39.0,23218.0,14158.0,4,4,0,690.0,2250.0,805,0.306667,0.000143,0.9253,B,ABC/Pareto using total_trade_price revenue,draft
STERILE LATEX SURGICAL GLOVES 8.0 INDOPLAS,29.0,23200.0,4000.0,2,2,0,0.0,0.0,806,0.0,0.000143,0.925443,B,ABC/Pareto using total_trade_price revenue,draft
MEOXICLAV-DS 457MG/5ML 70ML,148.0,23181.0,21053.75,8,5,0,18570.75,20698.0,807,0.897224,0.000142,0.925586,B,ABC/Pareto using total_trade_price revenue,draft
OPTRYL EYE OINTMENT,240.0,23139.0,22614.0,11,10,0,4225.0,4750.0,808,0.889474,0.000142,0.925728,B,ABC/Pareto using total_trade_price revenue,draft
PURIFIED WATER (DISTILLED WATER),192.0,23040.0,0.0,1,1,0,0.0,0.0,809,0.0,0.000142,0.925869,B,ABC/Pareto using total_trade_price revenue,draft
INFUSION SET MACRO DROP 20DROPS/ML UNIMEX,1150.0,23000.0,20750.0,2,2,0,750.0,3000.0,810,0.25,0.000141,0.926011,B,ABC/Pareto using total_trade_price revenue,draft
ISOPROPHYL ALCOHOL 70% GALLON (ALCORADE),100.0,23000.0,23000.0,1,1,0,0.0,0.0,811,0.0,0.000141,0.926152,B,ABC/Pareto using total_trade_price revenue,draft
ETHYL ALCOHOL 70% GALLON (ALCORADE),100.0,23000.0,17000.0,1,1,0,17000.0,23000.0,812,0.73913,0.000141,0.926294,B,ABC/Pareto using total_trade_price revenue,draft
ACCEDIAZINE 10MG/G (1% W/W) 25G,365.0,22995.0,22995.0,1,1,0,0.0,0.0,813,0.0,0.000141,0.926435,B,ABC/Pareto using total_trade_price revenue,draft
SANIX 200MG,163.33,22951.63,22951.63,14,9,0,0.0,0.0,814,0.0,0.000141,0.926576,B,ABC/Pareto using total_trade_price revenue,draft
XRAY FILM 11X14 (FUJI),7.0,22932.0,3468.0,3,1,0,3468.0,22932.0,815,0.15123,0.000141,0.926717,B,ABC/Pareto using total_trade_price revenue,draft
VOXOLL 30MG TAB,136.0,22848.0,23184.0,43,22,0,0.0,0.0,816,0.0,0.00014,0.926857,B,ABC/Pareto using total_trade_price revenue,draft
UNISOL-M,59.0,22715.0,22715.0,6,4,0,0.0,0.0,817,0.0,0.00014,0.926997,B,ABC/Pareto using total_trade_price revenue,draft
TRANSPORE 1 INCH 3M 1527-1,30.0,22500.0,13750.0,4,4,0,13750.0,18750.0,818,0.733333,0.000138,0.927135,B,ABC/Pareto using total_trade_price revenue,draft
SURGICAL GLOVES STERILE 7.5,30.0,22500.0,18000.0,1,1,0,18000.0,22500.0,819,0.8,0.000138,0.927274,B,ABC/Pareto using total_trade_price revenue,draft
SURGICAL GLOVES STERILE 8,30.0,22500.0,32340.0,3,3,0,32340.0,45000.0,820,0.718667,0.000138,0.927412,B,ABC/Pareto using total_trade_price revenue,draft
ERZIN 500MG TAB,50.0,22500.0,22500.0,1,1,0,0.0,0.0,821,0.0,0.000138,0.92755,B,ABC/Pareto using total_trade_price revenue,draft
GIAN ZINC 120ML SYR,264.0,22440.0,21667.5,27,21,0,672.5,1615.0,822,0.416409,0.000138,0.927688,B,ABC/Pareto using total_trade_price revenue,draft
FACE MASK EARLOOP,460.0,22300.0,21750.0,6,5,0,0.0,550.0,823,0.0,0.000137,0.927825,B,ABC/Pareto using total_trade_price revenue,draft
ERGON 125MCG,158.15,22279.6995,22519.6995,54,24,0,0.0,0.0,824,0.0,0.000137,0.927962,B,ABC/Pareto using total_trade_price revenue,draft
MULTILEM 100MG-DROPS,1232.0,22246.0,15891.0,6,6,0,13695.0,20050.0,825,0.683042,0.000137,0.928099,B,ABC/Pareto using total_trade_price revenue,draft
MANNITOL 500ML,120.0,22200.0,6744.0,2,2,0,6744.0,22200.0,826,0.303784,0.000136,0.928235,B,ABC/Pareto using total_trade_price revenue,draft
DISPOSABLE DIAPER ADULT PANTS MEDIUM (SURE-GUARD),120.0,22200.0,840.0,1,1,0,840.0,22200.0,827,0.037838,0.000136,0.928372,B,ABC/Pareto using total_trade_price revenue,draft
ENOXAGET-60 60MG/0.6ML,30.0,22200.0,16650.0,2,1,0,16650.0,22200.0,828,0.75,0.000136,0.928508,B,ABC/Pareto using total_trade_price revenue,draft
HBSAG - RIGHT SIGN,330.0,22176.0,10473.0,2,2,0,10473.0,22176.0,829,0.472267,0.000136,0.928645,B,ABC/Pareto using total_trade_price revenue,draft
METRICIDE,17.0,22100.0,19700.0,4,3,0,13200.0,15600.0,830,0.846154,0.000136,0.928781,B,ABC/Pareto using total_trade_price revenue,draft
SQCEF 250MG,235.0,22080.0,21777.0,6,6,0,7497.0,7800.0,831,0.961154,0.000136,0.928916,B,ABC/Pareto using total_trade_price revenue,draft
FACE SHIELD,2760.0,22080.0,21700.0,6,5,0,100.0,480.0,832,0.208333,0.000136,0.929052,B,ABC/Pareto using total_trade_price revenue,draft
ALCOHOL 70% ETHYL BESTLAB,45.0,22038.75,2846.25,2,2,0,2846.25,22038.75,833,0.129148,0.000135,0.929187,B,ABC/Pareto using total_trade_price revenue,draft
OXAN 500MG,120.0,22000.0,22000.0,3,3,0,0.0,0.0,834,0.0,0.000135,0.929323,B,ABC/Pareto using total_trade_price revenue,draft
PLETAXOL 50MG,100.0,22000.0,11000.0,2,2,0,0.0,0.0,835,0.0,0.000135,0.929458,B,ABC/Pareto using total_trade_price revenue,draft
MEDICAL BED 2 CRANKS,2.0,22000.0,20000.0,1,1,0,20000.0,22000.0,836,0.909091,0.000135,0.929593,B,ABC/Pareto using total_trade_price revenue,draft
CIPROGYL 2MG/ML (200MG/100ML) 100ML,1000.0,22000.0,14620.0,1,1,0,14620.0,22000.0,837,0.664545,0.000135,0.929728,B,ABC/Pareto using total_trade_price revenue,draft
MULTI-GROW VITAMIN DROPS,314.0,21980.0,4900.0,5,2,0,1400.0,2100.0,838,0.666667,0.000135,0.929864,B,ABC/Pareto using total_trade_price revenue,draft
IRBIN 150MG TAB,96.0,21888.0,21888.0,7,6,0,0.0,0.0,839,0.0,0.000135,0.929998,B,ABC/Pareto using total_trade_price revenue,draft
INSTRUMENT TRAY WITH COVER STAINLESS STEEL 10X8X2.5 (OLTEN),17.0,21845.0,17700.0,2,2,0,17700.0,19275.0,840,0.918288,0.000134,0.930132,B,ABC/Pareto using total_trade_price revenue,draft
AMBIDOL 50MG/ML (100MG/2ML),324.0,21825.0,26054.0,53,25,0,5322.0,8438.0,841,0.630718,0.000134,0.930267,B,ABC/Pareto using total_trade_price revenue,draft
ERGOMET 200 MCG/ML,104.0,21762.0,17662.0,5,5,0,0.0,0.0,842,0.0,0.000134,0.9304,B,ABC/Pareto using total_trade_price revenue,draft
SAPHIXIME 200MG,116.66,21699.98,21699.98,8,6,0,0.0,0.0,843,0.0,0.000133,0.930534,B,ABC/Pareto using total_trade_price revenue,draft
BETASOL 10% SOLUTION ANTISEPTIC,36.0,21680.0,20480.0,4,3,0,12400.0,13600.0,844,0.911765,0.000133,0.930667,B,ABC/Pareto using total_trade_price revenue,draft
DOPAN 200MG/5ML,98.0,21616.0,19146.0,13,9,0,0.0,0.0,845,0.0,0.000133,0.9308,B,ABC/Pareto using total_trade_price revenue,draft
PLASTIC TABLE FOLDED,12.0,21600.0,21380.0,2,2,0,3380.0,3600.0,846,0.938889,0.000133,0.930933,B,ABC/Pareto using total_trade_price revenue,draft
VOLUMETRIC SET 150ML POLYMED,200.0,21600.0,8800.0,1,1,0,8800.0,21600.0,847,0.407407,0.000133,0.931065,B,ABC/Pareto using total_trade_price revenue,draft
NOVAC PLUS 1G/500MG,480.0,21600.0,8822.4,3,3,0,8822.4,21600.0,848,0.408444,0.000133,0.931198,B,ABC/Pareto using total_trade_price revenue,draft
AMBIMOX 500MG CAP,137.0,21589.0,18859.0,6,6,0,2060.0,3140.0,849,0.656051,0.000133,0.931331,B,ABC/Pareto using total_trade_price revenue,draft
ARTAL-H 50MG/12.5MG,142.0,21558.27,20723.27,30,16,0,75.91,151.82,850,0.5,0.000133,0.931463,B,ABC/Pareto using total_trade_price revenue,draft
DUVAGEN 10MG,59.0,21535.0,19895.04,8,4,0,8580.04,10220.0,851,0.839534,0.000132,0.931596,B,ABC/Pareto using total_trade_price revenue,draft
XELIC 400MG,34.0,21250.0,21250.0,1,1,0,0.0,0.0,852,0.0,0.000131,0.931726,B,ABC/Pareto using total_trade_price revenue,draft
ANIN 50,250.0,21250.0,21250.0,1,1,0,0.0,0.0,853,0.0,0.000131,0.931857,B,ABC/Pareto using total_trade_price revenue,draft
EMICOX 200MG,107.0,21186.0,18666.0,7,4,0,2430.0,2970.0,854,0.818182,0.00013,0.931987,B,ABC/Pareto using total_trade_price revenue,draft
METZENBAUM CURVE SIZE 7'' (OLTEN),50.0,21150.0,21150.0,1,1,0,0.0,0.0,855,0.0,0.00013,0.932117,B,ABC/Pareto using total_trade_price revenue,draft
ACCU-CHECK INSTANT 100STRIPS,13.5,21060.0,20930.0,3,3,0,650.0,780.0,856,0.833333,0.000129,0.932247,B,ABC/Pareto using total_trade_price revenue,draft
CAPILLARY TUBE,32.0,21000.0,8900.0,5,4,0,2900.0,3000.0,857,0.966667,0.000129,0.932376,B,ABC/Pareto using total_trade_price revenue,draft
ACTIVATED GLUTARALDEHYDE AIDEX 5L.(AIDEX),14.0,21000.0,11460.0,6,5,0,6960.0,25500.0,858,0.272941,0.000129,0.932505,B,ABC/Pareto using total_trade_price revenue,draft
CANON PRINTER,3.0,20985.0,20985.0,1,1,0,0.0,0.0,859,0.0,0.000129,0.932634,B,ABC/Pareto using total_trade_price revenue,draft
ATOVAS 80MG,94.0,20981.74,16517.54,7,6,0,0.0,0.0,860,0.0,0.000129,0.932763,B,ABC/Pareto using total_trade_price revenue,draft
ADULT DIAPER MEDIUM-SURE GUARD,130.0,20800.0,6170.0,2,2,0,6170.0,20800.0,861,0.296635,0.000128,0.932891,B,ABC/Pareto using total_trade_price revenue,draft
VALERI 1MG/G (0.1% W/W) 10G,650.0,20800.0,20800.0,2,1,0,0.0,0.0,862,0.0,0.000128,0.933019,B,ABC/Pareto using total_trade_price revenue,draft
LACTAMOX 125MG/31.25MG/5ML,166.0,20736.66,21321.27,18,12,0,2436.48,3803.52,863,0.640586,0.000127,0.933146,B,ABC/Pareto using total_trade_price revenue,draft
FLEXIMA APDL PIGTAIL CATHETER FR10,5.0,20700.0,20500.0,1,1,0,20500.0,20700.0,864,0.990338,0.000127,0.933273,B,ABC/Pareto using total_trade_price revenue,draft
FLEXIMA APDL PIGTAIL CATHETER FR12,5.0,20700.0,20500.0,1,1,0,20500.0,20700.0,865,0.990338,0.000127,0.933401,B,ABC/Pareto using total_trade_price revenue,draft
RUCEF 500MG,20.0,20600.0,5150.0,2,2,0,0.0,0.0,866,0.0,0.000127,0.933527,B,ABC/Pareto using total_trade_price revenue,draft
GAUZE PAD STERILE 4''X8''X8PLY 28X24 MESH (PARTNERS),158.0,20540.0,19790.0,2,2,0,18750.0,19500.0,867,0.961538,0.000126,0.933653,B,ABC/Pareto using total_trade_price revenue,draft
GLYCINORM 80MG TAB,179.22,20509.58,14149.58,13,10,0,0.0,0.0,868,0.0,0.000126,0.93378,B,ABC/Pareto using total_trade_price revenue,draft
DISPOSABLE SYRINGE 5CC - SUREGUARD,82.0,20500.0,20500.0,2,2,0,0.0,0.0,869,0.0,0.000126,0.933906,B,ABC/Pareto using total_trade_price revenue,draft
VITAMIN B1+B6+B12 FIRSTMED,240.0,20400.0,18530.0,15,9,0,0.0,0.0,870,0.0,0.000125,0.934031,B,ABC/Pareto using total_trade_price revenue,draft
SAPHLOR-100,130.0,20400.0,20160.0,6,5,0,1280.0,1520.0,871,0.842105,0.000125,0.934156,B,ABC/Pareto using total_trade_price revenue,draft
PARA500,326.0,20398.0,19753.0,22,9,0,3905.0,4760.0,872,0.820378,0.000125,0.934282,B,ABC/Pareto using total_trade_price revenue,draft
HIZON,21.0,20370.0,1940.0,4,3,0,0.0,0.0,873,0.0,0.000125,0.934407,B,ABC/Pareto using total_trade_price revenue,draft
DUOTRAM 325MG/37.5MG,39.0,20280.0,22360.0,10,9,0,0.0,0.0,874,0.0,0.000125,0.934532,B,ABC/Pareto using total_trade_price revenue,draft
BABY OIL 50ML (JOHNSON),424.0,20203.28,7436.72,15,11,0,7436.719999999999,20203.28,875,0.368095,0.000124,0.934656,B,ABC/Pareto using total_trade_price revenue,draft
ANIFER 190MG,263.79,20133.72,20133.72,14,10,0,0.0,0.0,876,0.0,0.000124,0.93478,B,ABC/Pareto using total_trade_price revenue,draft
MALUNGGAY CAPSULE,50.0,20000.0,12500.0,1,1,0,12500.0,20000.0,877,0.625,0.000123,0.934903,B,ABC/Pareto using total_trade_price revenue,draft
IV CANNULALUER LOCK G26 0.6X19MM (BD),5.0,20000.0,20000.0,2,1,0,0.0,0.0,878,0.0,0.000123,0.935025,B,ABC/Pareto using total_trade_price revenue,draft
HEMAQUICK STAIN - MEDIC,5.0,19906.0,10876.0,4,4,0,2290.0,4200.0,879,0.545238,0.000122,0.935148,B,ABC/Pareto using total_trade_price revenue,draft
KODAK MEDICAL X-RAY FILM ( GEN PURPOSE GREEN ) 11X14IN,6.0,19800.0,5610.0,1,1,0,5610.0,19800.0,880,0.283333,0.000122,0.93527,B,ABC/Pareto using total_trade_price revenue,draft
SAPHCLAZIDE 60 GLICLAZIDE TABLET,40.0,19800.0,19800.0,1,1,0,0.0,0.0,881,0.0,0.000122,0.935391,B,ABC/Pareto using total_trade_price revenue,draft
TORVASTATIN 20MG,200.0,19600.0,9800.0,2,2,0,0.0,0.0,882,0.0,0.00012,0.935512,B,ABC/Pareto using total_trade_price revenue,draft
MIXCLAV 250MG/62.5MG 5ML,200.0,19600.0,19600.0,1,1,0,0.0,0.0,883,0.0,0.00012,0.935632,B,ABC/Pareto using total_trade_price revenue,draft
DISPOSABLE SYRINGE/TUBERCULIN 1CC 25GX5/8 (TERUMO),20.0,19600.0,3800.0,1,1,0,3800.0,19600.0,884,0.193878,0.00012,0.935753,B,ABC/Pareto using total_trade_price revenue,draft
SYRINGE 5CC SURESHOT,100.0,19500.0,19500.0,1,1,0,0.0,0.0,885,0.0,0.00012,0.935873,B,ABC/Pareto using total_trade_price revenue,draft
CONDOM NATURAL 3'S (TRUST),1000.0,19497.0,19497.0,1,1,0,0.0,0.0,886,0.0,0.00012,0.935992,B,ABC/Pareto using total_trade_price revenue,draft
NYESECOD 50MG,28.0,19460.0,19460.0,3,2,0,0.0,0.0,887,0.0,0.00012,0.936112,B,ABC/Pareto using total_trade_price revenue,draft
FUROXIDE 10MG/2ML,299.0,19385.0,19065.0,26,14,0,265.0,1105.0,888,0.239819,0.000119,0.936231,B,ABC/Pareto using total_trade_price revenue,draft
URINE BAG ADULT 2000ML PARTNERS,875.0,19250.0,6570.0,5,5,0,6570.0,19250.0,889,0.341299,0.000118,0.93635,B,ABC/Pareto using total_trade_price revenue,draft
CADAVER BAG,50.0,19250.0,19250.0,1,1,0,0.0,0.0,890,0.0,0.000118,0.936468,B,ABC/Pareto using total_trade_price revenue,draft
CINNABLOC 75MG,362.0,19220.0,12710.0,38,23,0,0.0,0.0,891,0.0,0.000118,0.936586,B,ABC/Pareto using total_trade_price revenue,draft
FERGLOBIN FA 60MG/400MCG,59.0,19175.0,18592.04,14,13,0,10467.04,11375.0,892,0.920179,0.000118,0.936704,B,ABC/Pareto using total_trade_price revenue,draft
DIGITAL THERMOMETER (SURGITECH),295.0,19175.0,12595.0,7,5,0,12270.0,18850.0,893,0.650928,0.000118,0.936822,B,ABC/Pareto using total_trade_price revenue,draft
MULTI-GROW 30ML,272.0,19040.0,18956.0,11,11,0,1596.0,1680.0,894,0.95,0.000117,0.936939,B,ABC/Pareto using total_trade_price revenue,draft
EMZART 80,72.0,19008.0,19272.0,15,6,0,0.0,0.0,895,0.0,0.000117,0.937056,B,ABC/Pareto using total_trade_price revenue,draft
ECG MACHINE EDAN SINGLE CHANNEL,1.0,19000.0,19000.0,1,1,0,0.0,0.0,896,0.0,0.000117,0.937172,B,ABC/Pareto using total_trade_price revenue,draft
LUBRICATING JELLY 3G (ORMED),20.0,19000.0,19000.0,1,1,0,0.0,0.0,897,0.0,0.000117,0.937289,B,ABC/Pareto using total_trade_price revenue,draft
TOOTHBRUSH KIDDIE COLGATE,1400.0,18970.0,18970.0,2,2,0,0.0,0.0,898,0.0,0.000117,0.937406,B,ABC/Pareto using total_trade_price revenue,draft
MAYO SCISSOR STRAIGHT SIZE 7'' (OLTEN),40.0,18920.0,14190.0,3,2,0,0.0,0.0,899,0.0,0.000116,0.937522,B,ABC/Pareto using total_trade_price revenue,draft
INSULIN SYRINGE SIMPLEX,42.0,18900.0,18900.0,1,1,0,0.0,0.0,900,0.0,0.000116,0.937638,B,ABC/Pareto using total_trade_price revenue,draft
EUROZYLLIN 1G,900.0,18900.0,7722.0,2,1,0,7722.0,18900.0,901,0.408571,0.000116,0.937754,B,ABC/Pareto using total_trade_price revenue,draft
CO-AXIAL NEEDLE G17 X 9.6CM (CURWAY),2.0,18880.0,18700.0,1,1,0,18700.0,18880.0,902,0.990466,0.000116,0.937871,B,ABC/Pareto using total_trade_price revenue,draft
LUBRICATING JELLY 150G,143.0,18780.0,2780.0,4,4,0,1100.0,17100.0,903,0.064327,0.000115,0.937986,B,ABC/Pareto using total_trade_price revenue,draft
ROSVA 10-10MG,75.0,18750.0,18750.0,14,8,0,0.0,0.0,904,0.0,0.000115,0.938101,B,ABC/Pareto using total_trade_price revenue,draft
ASTHAVERT-250 25MCG/250MCG,72.0,18720.0,16992.0,2,1,0,16992.0,18720.0,905,0.907692,0.000115,0.938216,B,ABC/Pareto using total_trade_price revenue,draft
B-LACT,170.0,18700.0,18700.0,3,2,0,13200.0,13200.0,906,1.0,0.000115,0.938331,B,ABC/Pareto using total_trade_price revenue,draft
CIXTOR-Z MAX 500MG/10MG/1000IU,42.0,18690.0,18329.9,17,13,0,84.9,445.0,907,0.190787,0.000115,0.938446,B,ABC/Pareto using total_trade_price revenue,draft
TORVASTATIN 40MG,120.0,18600.0,18600.0,4,2,0,0.0,0.0,908,0.0,0.000114,0.93856,B,ABC/Pareto using total_trade_price revenue,draft
DEVELOPER SHARP AR 5618,2.0,18580.0,8970.0,2,2,0,8970.0,9290.0,909,0.965554,0.000114,0.938675,B,ABC/Pareto using total_trade_price revenue,draft
KOXIB 200MG CAP,20.0,18500.0,18500.0,4,4,0,0.0,0.0,910,0.0,0.000114,0.938788,B,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA 26G - HEXACARE,23.0,18400.0,18400.0,3,2,0,0.0,0.0,911,0.0,0.000113,0.938902,B,ABC/Pareto using total_trade_price revenue,draft
HISTARIL 1MG/50MG/5ML SYR,635.0,18237.2,17120.5,40,22,0,0.0,0.0,912,0.0,0.000112,0.939014,B,ABC/Pareto using total_trade_price revenue,draft
SAPHLECOX 400,40.5,18225.0,17928.75,4,4,0,153.75,450.0,913,0.341667,0.000112,0.939126,B,ABC/Pareto using total_trade_price revenue,draft
NURAMINE FORTE 100MG/100MG/1MG SOL FOR I.V,185.3,18159.4,18159.4,4,4,0,0.0,0.0,914,0.0,0.000112,0.939237,B,ABC/Pareto using total_trade_price revenue,draft
"YANKAUER W/ CONNECTING TUBE 1/4"" X 2.0M",139.0,18070.0,16770.0,6,6,0,16770.0,16770.0,915,1.0,0.000111,0.939348,B,ABC/Pareto using total_trade_price revenue,draft
DIADIPINE 5MG,328.0,18040.0,18040.0,1,1,0,0.0,0.0,916,0.0,0.000111,0.939459,B,ABC/Pareto using total_trade_price revenue,draft
D5LR 1000ML,300.0,18000.0,18000.0,1,1,0,0.0,0.0,917,0.0,0.000111,0.93957,B,ABC/Pareto using total_trade_price revenue,draft
KODAK MEDICAL X-RAY FILM 10X12,6.0,18000.0,2148.0,1,1,0,2148.0,18000.0,918,0.119333,0.000111,0.939681,B,ABC/Pareto using total_trade_price revenue,draft
SURRMED MEDICAL REGULATOR OXYGEN,20.0,18000.0,13400.0,1,1,0,13400.0,18000.0,919,0.744444,0.000111,0.939791,B,ABC/Pareto using total_trade_price revenue,draft
NON VENTED MASK SMALL (EASEFIT),4.0,18000.0,10700.0,3,3,0,10700.0,18000.0,920,0.594444,0.000111,0.939902,B,ABC/Pareto using total_trade_price revenue,draft
ARMY NAVY 8''X1/2''X1/4'',20.0,17960.0,14352.0,2,1,0,14352.0,14368.0,921,0.998886,0.00011,0.940012,B,ABC/Pareto using total_trade_price revenue,draft
CLODIN 75MCG,46.0,17948.0,14960.5,7,6,0,9932.5,12920.0,922,0.768769,0.00011,0.940123,B,ABC/Pareto using total_trade_price revenue,draft
HYPHEN 50MG,215.0,17928.92,78156.2,39,21,0,0.0,0.0,923,0.0,0.00011,0.940233,B,ABC/Pareto using total_trade_price revenue,draft
KETOROBAS 30MG/ML,97.0,17890.0,15602.0,10,9,0,4172.0,6460.0,924,0.64582,0.00011,0.940343,B,ABC/Pareto using total_trade_price revenue,draft
ALVICA INTENSE 70ML,76.0,17860.0,17860.0,7,7,0,9870.0,9870.0,925,1.0,0.00011,0.940453,B,ABC/Pareto using total_trade_price revenue,draft
RESPINAL 500MG,42.0,17850.0,15300.0,12,10,0,0.0,0.0,926,0.0,0.00011,0.940562,B,ABC/Pareto using total_trade_price revenue,draft
FEROLEM 150MG,944.0,17836.0,11376.0,8,6,0,10286.0,16746.0,927,0.614236,0.00011,0.940672,B,ABC/Pareto using total_trade_price revenue,draft
BUFEN 200MG/5ML,372.0,17670.0,16006.6,25,18,0,569.1,1520.0,928,0.374408,0.000109,0.940781,B,ABC/Pareto using total_trade_price revenue,draft
FACEMASK BLUE,294.0,17640.0,11340.0,10,4,0,0.0,0.0,929,0.0,0.000108,0.940889,B,ABC/Pareto using total_trade_price revenue,draft
FR 16 FOLEY BALLOON CATHETER SILKY GOLD (RIBBEL STERILE),440.0,17600.0,17600.0,2,2,0,0.0,0.0,930,0.0,0.000108,0.940997,B,ABC/Pareto using total_trade_price revenue,draft
"IV CANNULA G.24 WINGED G24 X 1/4"" - B BRAUN",8.0,17600.0,17600.0,1,1,0,0.0,0.0,931,0.0,0.000108,0.941105,B,ABC/Pareto using total_trade_price revenue,draft
SANITREX MATERNITY PAD,200.0,17600.0,2800.0,1,1,0,2800.0,17600.0,932,0.159091,0.000108,0.941214,B,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA 24G - HEXACARE,22.0,17600.0,17600.0,3,2,0,0.0,0.0,933,0.0,0.000108,0.941322,B,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA 22G - HEXACARE,25.0,17500.0,17500.0,3,2,0,0.0,0.0,934,0.0,0.000108,0.941429,B,ABC/Pareto using total_trade_price revenue,draft
SAPHIXIME 400MG,100.0,17500.0,600.0,1,1,0,600.0,17500.0,935,0.034286,0.000108,0.941537,B,ABC/Pareto using total_trade_price revenue,draft
MIROCID 5G,333.0,17430.0,10060.0,9,5,0,1680.0,1950.0,936,0.861538,0.000107,0.941644,B,ABC/Pareto using total_trade_price revenue,draft
STABUFOST 40MG,40.0,17400.0,17400.0,2,2,0,0.0,0.0,937,0.0,0.000107,0.941751,B,ABC/Pareto using total_trade_price revenue,draft
"XYLODENT 20MG/ML (2%)/1: 100,000 1.8ML",20.0,17400.0,12208.0,4,3,0,12208.0,17400.0,938,0.701609,0.000107,0.941858,B,ABC/Pareto using total_trade_price revenue,draft
LPG GAS REFILL,12.0,17378.0,6082.0,1,1,0,6082.0,17378.0,939,0.349983,0.000107,0.941965,B,ABC/Pareto using total_trade_price revenue,draft
BATTERY AA,181.0,17376.0,10443.0,4,3,0,8523.0,15456.0,940,0.551436,0.000107,0.942072,B,ABC/Pareto using total_trade_price revenue,draft
STRAIGHT KELLY 7'',40.0,17240.0,0.0,2,1,0,0.0,0.0,941,0.0,0.000106,0.942178,B,ABC/Pareto using total_trade_price revenue,draft
DISPOSABLE SYRINGE WITHOUT NEEDLE 50CC/ML (TERUMO),28.0,17200.0,12420.0,5,4,0,9220.0,14000.0,942,0.658571,0.000106,0.942283,B,ABC/Pareto using total_trade_price revenue,draft
OFPLEMED 300MG SYRUP 60ML,652.0,17059.0,17059.0,12,8,0,0.0,0.0,943,0.0,0.000105,0.942388,B,ABC/Pareto using total_trade_price revenue,draft
ALCOHOL ISOPROPHYL 70% - ANGEL,42.0,17010.0,13510.0,2,2,0,13510.0,17010.0,944,0.794239,0.000105,0.942493,B,ABC/Pareto using total_trade_price revenue,draft
GLOVES 7.5 ( STERILE / POWDERED) - DR. CARE,20.0,17000.0,17000.0,1,1,0,0.0,0.0,945,0.0,0.000105,0.942597,B,ABC/Pareto using total_trade_price revenue,draft
REFRIGERATOR THERMOMETER,68.0,17000.0,10266.5,2,2,0,10016.5,16750.0,946,0.598,0.000105,0.942702,B,ABC/Pareto using total_trade_price revenue,draft
GANG CHAIR 5 SEATER,2.0,17000.0,17000.0,1,1,0,0.0,0.0,947,0.0,0.000105,0.942806,B,ABC/Pareto using total_trade_price revenue,draft
