period,area,product,row_count,estimated_contract_rows,estimated_date_rows,unique_products,unique_dr_numbers,net_income_clean,revenue_clean,quantity,total_trade_price,net_income,net_cost,discount,total_cost,gross_margin_rate
2024-09,Pagbilao,REFRIGERATOR 22CU.FT TWO DOOR UPRIGHT CHILLER (FUJIDENZO),1,1,0,1,1,4595.45,6751.35,0.1599,6751.35,4595.45,11346.8,0.0,11346.8,0.680671
2024-09,Pagbilao,SCOTCH TAPE 1'',2,2,0,1,2,16542.09,31919.31,0.2926,31919.31,16542.09,48461.4,0.0,48461.4,0.518247
2024-09,Pagbilao,STAPLE WIRE #35,1,1,0,1,1,4712.93,9680.47,0.2152,9680.47,4712.93,14393.4,0.0,14393.4,0.486849
2024-09,Pagbilao,T SHIRT WITH PRINT,1,1,0,1,1,1597.33,5434.45,0.3737,5434.45,1597.33,7031.78,0.0,7031.78,0.293927
2024-09,QMC,AMBIDOL 50MG/ML (100MG/2ML) 2ML,1,1,0,1,1,0.0,0.0,0.2186,42918.71,0.0,17972.5,0.0,17972.5,0.0
2024-09,QMC,ANTIZOAL 5MG/ML (500MG/100ML) 100ML,1,1,0,1,1,9719.24,10716.27,0.3173,10716.27,9719.24,20435.52,0.0,20435.52,0.906961
2024-09,QMC,BABY WASH 100ML (JOHNSON),1,1,0,1,1,3411.22,3761.15,0.1114,3761.15,3411.22,7172.38,0.0,7172.38,0.906962
2024-09,QMC,CETHERGO 200MCG/ML IV,1,1,0,1,1,0.0,0.0,0.1129,22175.23,0.0,9286.02,0.0,9286.02,0.0
2024-09,QMC,DOLO-JAGA 500MG/50MG/100MG/100MCG,2,2,0,1,2,6366.8,7019.92,0.4393,52457.59,6366.8,32414.04,0.0,32414.04,0.906962
2024-09,QMC,EPIX 1MG/ML IV,1,1,0,1,1,2845.01,3136.86,0.0929,3136.86,2845.01,5981.87,0.0,5981.87,0.906961
2024-09,QMC,EUROXONE 1G IV,1,1,0,1,1,0.0,0.0,0.139,27295.44,0.0,11430.15,0.0,11430.15,0.0
2024-09,QMC,LACTAMOX 500MG/125MG,2,2,0,1,2,8286.73,9136.8,0.5687,67676.75,8286.73,41937.52,0.0,41937.52,0.906962
2024-10,Pagbilao,AIRCON SPLIT TYPE 2HP INVERTER (CARRIER),1,1,0,1,1,5958.57,8753.94,0.1753,8753.94,5958.57,14712.51,0.0,14712.51,0.680673
2024-10,Pagbilao,BALLPEN FINEPOINT,5,5,0,1,5,11458.029999999999,16833.399999999998,0.7053,16833.4,11458.03,28291.46,0.0,28291.46,0.680672
2024-10,Pagbilao,BATHROOM TISSUE 2PLY 12'S (FEMME),2,2,0,1,2,253.09,1084.7,0.3602,11011.39,253.09,5539.39,0.0,5539.39,0.233327
2024-10,Pagbilao,BOND PAPER A4 (HARDCOPY),3,3,0,1,3,1757.75,3399.71,0.6053,14781.28,1757.75,9974.86,0.0,9974.86,0.517029
2024-10,Pagbilao,BOND PAPER LONG (HARDCOPY),1,1,0,1,1,5702.23,11519.65,0.2304,11519.65,5702.23,17221.88,0.0,17221.88,0.495
2024-10,Pagbilao,CLEAR BOOK LEGAL/LONG,2,2,0,1,2,4504.34,7452.15,0.4237,7452.15,4504.34,11956.48,0.0,11956.48,0.604435
2024-10,Pagbilao,CORRECTION TAPE 20MM,4,4,0,1,4,5972.21,8773.99,0.8867,23851.19,12322.4,42707.66,0.0,42707.66,0.680672
2024-10,Pagbilao,CORRECTION TAPE JOY,3,3,0,1,3,6078.26,13046.310000000001,0.6987,18221.56,11253.51,38216.74,0.0,38216.74,0.465899
2024-10,Pagbilao,ELECTRICAL WIRE #14,3,3,0,1,3,2862.46,4205.34,0.4185,7815.39,6472.51,20385.73,0.0,20385.73,0.680673
2024-10,Pagbilao,FOLDER ORDINARY WHITE LONG 100'S,3,3,0,1,3,298.2,1277.99,0.5775,19238.11,298.2,9781.71,0.0,9781.71,0.233335
2024-10,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,2,2,0,1,2,13465.06,20796.530000000002,0.632,20796.53,13465.06,34261.58,0.0,34261.58,0.647467
2024-10,Pagbilao,HARD COPY SUB#20 A4,1,1,0,1,1,2087.38,3066.64,0.2735,3066.64,2087.38,5154.01,0.0,5154.01,0.680673
2024-10,Pagbilao,HBW BLACK BALLPEN,3,3,0,1,3,4804.43,7675.96,0.5063,7675.96,4804.43,12480.39,0.0,12480.39,0.625906
2024-10,Pagbilao,INK CARTRIDGE TRI COLOR (HP680),1,1,0,1,1,219.96,942.68,0.1571,942.68,219.96,1162.64,0.0,1162.64,0.233335
2024-10,Pagbilao,INK EPSON #003 BLACK,2,2,0,1,2,6004.23,8821.029999999999,0.3605,8821.03,6004.23,14825.26,0.0,14825.26,0.680672
2024-10,Pagbilao,INK EPSON #003 CYAN,2,2,0,1,2,1404.88,2063.96,0.3267,7899.83,1404.88,6501.31,0.0,6501.31,0.680672
2024-10,Pagbilao,INK EPSON #003 MAGENTA,2,2,0,1,2,3367.07,4946.68,0.3077,4946.68,3367.07,8313.74,0.0,8313.74,0.680673
2024-10,Pagbilao,INK EPSON #003 YELLOW,2,2,0,1,2,6513.97,9569.91,0.3886,20465.37,6513.97,20695.52,0.0,20695.52,0.680672
2024-10,Pagbilao,MASKING TAPE 1INCH,1,1,0,1,1,0.0,0.0,0.1482,3408.69,3408.69,12575.1,0.0,12575.1,0.0
2024-10,Pagbilao,MYGEL BLACK,2,2,0,1,2,8168.0,13888.64,0.278,13888.64,8168.0,22056.64,0.0,22056.64,0.588107
2024-10,Pagbilao,NUTRIBOARD WITHOUT BAG,1,1,0,1,1,0.0,0.0,0.0997,4078.74,0.0,2119.43,0.0,2119.43,0.0
2024-10,Pagbilao,RECORD BOOK 500PAGES (VALIANT),2,2,0,1,2,9120.59,16996.78,0.4351,16996.78,9120.59,26117.39,0.0,26117.39,0.536607
2024-10,Pagbilao,REFRIGERATOR 22CU.FT TWO DOOR UPRIGHT CHILLER (FUJIDENZO),1,1,0,1,1,557.28,818.72,0.139,818.72,557.28,1376.01,0.0,1376.01,0.680672
2024-10,Pagbilao,SCOTCH TAPE 1'',1,1,0,1,1,959.1,1840.23,0.1285,1840.23,959.1,2799.33,0.0,2799.33,0.521185
2024-10,Pagbilao,STAPLE WIRE #35,2,2,0,1,2,0.0,0.0,0.4003,15888.48,4455.82,21277.13,0.0,21277.13,0.0
2024-10,Pagbilao,STAPLER STANDARD TYPE (JOY),2,2,0,1,2,4864.11,8993.539999999999,0.2366,8993.54,4864.11,13857.65,0.0,13857.65,0.540845
2024-10,Pagbilao,T SHIRT WITH PRINT,5,5,0,1,5,20190.73,29662.94,1.9639,45670.84,20190.73,58171.8,0.0,58171.8,0.680672
2024-10,Pagbilao,TRASH BAG - BLACK - MEDIUM,1,1,0,1,1,1019.86,1956.79,0.1366,1956.79,1019.86,2976.65,0.0,2976.65,0.52119
2024-10,QMC,AMBIDOL 50MG/ML (100MG/2ML) 2ML,2,2,0,1,2,56069.86,126157.76,0.3773,126157.76,56069.86,182227.62,0.0,182227.62,0.444442
2024-10,QMC,ANTIZOAL 5MG/ML (500MG/100ML) 100ML,2,2,0,1,2,36603.04,82706.95,0.654,82706.95,36603.04,119309.99,0.0,119309.99,0.442563
2024-10,QMC,DEXAMAX 4MG/ML (8MG/2ML) 2ML,2,2,0,1,2,21345.6,47703.899999999994,0.3794,47703.9,21345.6,69049.5,0.0,69049.5,0.44746
2024-10,QMC,DIFLOSID 25MG/ML 3ML,1,1,0,1,1,50703.69,128321.29,0.2247,128321.29,50703.69,179024.98,0.0,179024.98,0.395131
2024-10,QMC,DOLO-JAGA 500MG/50MG/100MG/100MCG,3,3,0,1,3,68486.38,166535.66999999998,0.6096,166535.67,68486.38,235022.06,0.0,235022.06,0.411242
2024-10,QMC,EUROXONE 1G IV,2,2,0,1,2,36978.2,83201.37,0.2489,83201.37,36978.2,120179.56,0.0,120179.56,0.444442
2024-10,QMC,LACTAMOX 500MG/125MG,1,1,0,1,1,57985.48,146750.1,0.2569,146750.1,57985.48,204735.58,0.0,204735.58,0.395131
2024-10,QMC,LIFERZIN 1G IV,1,1,0,1,1,5048.49,18210.72,0.1158,18210.72,5048.49,23259.21,0.0,23259.21,0.277226
2024-10,QMC,PHYTOMEN 10MG/ML IV,1,1,0,1,1,5814.06,20972.24,0.1334,20972.24,5814.06,26786.3,0.0,26786.3,0.277226
2024-11,Pagbilao,AIRCON SPLIT TYPE 2HP INVERTER (CARRIER),3,3,0,1,3,16122.28,24680.149999999998,0.5333,24680.15,16122.28,40802.42,0.0,40802.42,0.653249
2024-11,Pagbilao,BALLPEN FINEPOINT,2,2,0,1,2,9594.47,14095.59,0.2937,14095.59,9594.47,23690.07,0.0,23690.07,0.680672
2024-11,Pagbilao,BATHROOM TISSUE 2PLY 12'S (FEMME),3,3,0,1,3,29896.21,55687.47,0.5054,77589.6,29896.21,88058.1,0.0,88058.1,0.536857
2024-11,Pagbilao,BOND PAPER A4 (HARDCOPY),3,3,0,1,3,3122.46,5722.81,0.5579,30835.15,3122.46,11682.37,0.0,11682.37,0.545617
2024-11,Pagbilao,BOND PAPER LONG (HARDCOPY),1,1,0,1,1,1114.22,2209.23,0.1601,2209.23,1114.22,3323.44,0.0,3323.44,0.504348
2024-11,Pagbilao,CLEAR BOOK LEGAL/LONG,3,3,0,1,3,22303.47,32766.84,0.7731,32766.84,22303.47,55070.31,0.0,55070.31,0.680672
2024-11,Pagbilao,CORRECTION TAPE 20MM,7,7,0,1,7,64497.98,113196.60999999999,1.6509,113196.61,64497.98,177694.6,0.0,177694.6,0.569787
2024-11,Pagbilao,CORRECTION TAPE JOY,2,2,0,1,2,8083.61,11875.92,0.4161,11875.92,8083.61,19959.53,0.0,19959.53,0.680672
2024-11,Pagbilao,ELECTRICAL WIRE #14,5,5,0,1,5,14311.969999999998,25168.55,0.7428,25168.55,14311.97,39480.51,0.0,39480.51,0.568645
2024-11,Pagbilao,FOLDER ORDINARY WHITE LONG 100'S,5,5,0,1,5,36633.88,66106.81,0.8989,66106.81,36633.88,102740.7,0.0,102740.7,0.554162
2024-11,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,4,4,0,1,4,17629.379999999997,32467.800000000003,1.0519,32467.8,17629.38,50097.17,0.0,50097.17,0.54298
2024-11,Pagbilao,HARD COPY SUB#20 A4,3,3,0,1,3,3087.48,3932.3599999999997,0.6912,39650.81,3087.48,11055.18,0.0,11055.18,0.785147
2024-11,Pagbilao,HBW BLACK BALLPEN,1,1,0,1,1,6124.57,12963.04,0.1879,12963.04,6124.57,19087.61,0.0,19087.61,0.472464
2024-11,Pagbilao,INK CARTRIDGE TRI COLOR (HP680),1,1,0,1,1,1379.4,1704.88,0.1148,1704.88,1379.4,3084.28,0.0,3084.28,0.809089
2024-11,Pagbilao,INK EPSON #003 BLACK,3,3,0,1,3,1896.4,2786.07,0.6473,2786.07,1896.4,4682.47,0.0,4682.47,0.680672
2024-11,Pagbilao,INK EPSON #003 CYAN,3,3,0,1,3,12395.609999999999,18242.29,0.4743,18242.29,12395.61,30637.89,0.0,30637.89,0.679499
2024-11,Pagbilao,INK EPSON #003 MAGENTA,1,1,0,1,1,2205.24,4326.81,0.2118,4326.81,2205.24,6532.06,0.0,6532.06,0.509669
2024-11,Pagbilao,MARKER BLACK (PILOT),3,3,0,1,3,6209.98,12582.99,0.4515,12582.99,6209.98,18792.97,0.0,18792.97,0.493522
2024-11,Pagbilao,MASKING TAPE 1INCH,4,4,0,1,4,27563.97,49662.93000000001,0.5448,49662.93,27563.97,77226.9,0.0,77226.9,0.555021
2024-11,Pagbilao,MYGEL BLACK,2,2,0,1,2,914.1500000000001,1686.9900000000002,0.2236,1686.99,914.15,2601.14,0.0,2601.14,0.541882
2024-11,Pagbilao,NUTRIBOARD WITHOUT BAG,2,2,0,1,2,815.73,1220.42,0.1928,18022.37,815.73,3934.38,0.0,3934.38,0.668401
2024-11,Pagbilao,RECORD BOOK 500PAGES (VALIANT),5,5,0,1,5,7409.2,11575.199999999999,1.0356,11575.2,7409.2,18984.4,0.0,18984.4,0.640093
2024-11,Pagbilao,REFRIGERATOR 22CU.FT TWO DOOR UPRIGHT CHILLER (FUJIDENZO),1,1,0,1,1,1058.68,1555.35,0.1399,1555.35,1058.68,2614.03,0.0,2614.03,0.68067
2024-11,Pagbilao,SCOTCH TAPE 1'',1,1,0,1,1,423.27,640.24,0.1069,640.24,423.27,1063.51,0.0,1063.51,0.661111
2024-11,Pagbilao,STAPLE WIRE #35,1,1,0,1,1,6135.31,12985.79,0.1882,12985.79,6135.31,19121.11,0.0,19121.11,0.472463
2024-11,Pagbilao,STAPLER STANDARD TYPE (JOY),1,1,0,1,1,1443.34,2120.47,0.1013,2120.47,1443.34,3563.81,0.0,3563.81,0.68067
2024-11,Pagbilao,T SHIRT WITH PRINT,7,7,0,1,7,23765.98,35253.060000000005,2.6865,101195.43,23765.98,66468.96,0.0,66468.96,0.674154
2024-11,Pagbilao,TRASH BAG - BLACK - MEDIUM,3,3,0,1,3,32689.210000000003,57221.880000000005,0.4176,57221.88,32689.21,89911.08,0.0,89911.08,0.571271
2024-12,Pagbilao,BALLPEN FINEPOINT,3,3,0,1,3,1042.39,1321.16,0.4672,414481.65,1042.39,129728.77,0.0,129728.77,0.788996
2024-12,Pagbilao,BATHROOM TISSUE 2PLY 12'S (FEMME),2,2,0,1,2,0.0,0.0,0.3509,470156.52,0.0,152914.54,0.0,152914.54,0.0
2024-12,Pagbilao,BOND PAPER A4 (HARDCOPY),4,4,0,1,4,9208.54,70769.32,0.6679,76290.27,13181.23,93529.78,0.0,93529.78,0.130121
2024-12,Pagbilao,BOND PAPER LONG (HARDCOPY),3,3,0,1,3,116848.90000000001,231159.6,0.6558,294171.12,116848.9,358569.73,0.0,358569.73,0.50549
2024-12,Pagbilao,CLEAR BOOK LEGAL/LONG,3,3,0,1,3,80838.03,313242.0,0.7168,985773.98,80838.03,603133.7,0.0,603133.7,0.258069
2024-12,Pagbilao,CORRECTION TAPE 20MM,4,4,0,1,4,5931.99,8714.9,1.0526,86631.23,9974.06,58912.39,0.0,58912.39,0.680672
2024-12,Pagbilao,CORRECTION TAPE JOY,3,3,0,1,3,604.9,2261.38,0.6136,1227958.87,647309.75,1483028.33,0.0,1483028.33,0.267492
2024-12,Pagbilao,ELECTRICAL WIRE #14,3,3,0,1,3,48204.96,187891.90000000002,0.4143,188567.11,48880.17,237461.99,0.0,237461.99,0.256557
2024-12,Pagbilao,FOLDER ORDINARY WHITE LONG 100'S,7,7,0,1,7,19622.13,36130.41,1.3553,137144.51,20802.93,91027.99,0.0,91027.99,0.543092
2024-12,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,3,3,0,1,3,29385.7,54312.39,0.8764,967373.7,942447.01,1919386.11,0.0,1919386.11,0.54105
2024-12,Pagbilao,HARD COPY SUB#20 A4,4,4,0,1,4,227233.02999999997,612255.0,0.8813,616271.12,231249.15,851465.18,0.0,851465.18,0.371141
2024-12,Pagbilao,HBW BLACK BALLPEN,3,3,0,1,3,59814.78,231778.28,0.5351,286290.87,59814.78,300729.8,0.0,300729.8,0.258069
2024-12,Pagbilao,INK CARTRIDGE TRI COLOR (HP680),5,5,0,1,5,77457.25,153138.2,0.6128,156451.97,79597.47,237717.81,0.0,237717.81,0.5058
2024-12,Pagbilao,INK EPSON #003 CYAN,5,5,0,1,5,400.04,916.28,0.9112,65201.95,4203.06,23456.47,0.0,23456.47,0.436591
2024-12,Pagbilao,INK EPSON #003 MAGENTA,9,9,0,1,9,115208.39,224293.47999999998,1.5002,275588.76,117102.65,366625.63,0.0,366625.63,0.51365
2024-12,Pagbilao,INK EPSON #003 YELLOW,2,2,0,1,2,801.74,1177.86,0.3391,2660.0,801.74,2913.71,0.0,2913.71,0.680675
2024-12,Pagbilao,MARKER BLACK (PILOT),4,4,0,1,4,8930.03,64975.38,0.5862,72637.6,8930.03,75156.77,0.0,75156.77,0.137437
2024-12,Pagbilao,MASKING TAPE 1INCH,1,1,0,1,1,421.07,1578.19,0.1207,1578.19,421.07,1999.26,0.0,1999.26,0.266806
2024-12,Pagbilao,MYGEL BLACK,5,5,0,1,5,9832.800000000001,19396.77,0.6808,87658.17,10410.81,51418.72,0.0,51418.72,0.50693
2024-12,Pagbilao,NUTRIBOARD WITHOUT BAG,1,1,0,1,1,6161.17,47349.75,0.1141,47349.75,6161.17,53510.93,0.0,53510.93,0.13012
2024-12,Pagbilao,RECORD BOOK 500PAGES (VALIANT),4,4,0,1,4,6186.429999999999,10649.93,0.8445,747280.38,742816.88,1497826.77,0.0,1497826.77,0.580889
2024-12,Pagbilao,REFRIGERATOR 22CU.FT TWO DOOR UPRIGHT CHILLER (FUJIDENZO),1,1,0,1,1,0.0,0.0,0.1481,466652.65,466652.65,938194.05,0.0,938194.05,0.0
2024-12,Pagbilao,SCOTCH TAPE 1'',4,4,0,1,4,7338.56,50672.93,0.4779,439808.44,395390.2,838863.18,0.0,838863.18,0.144822
2024-12,Pagbilao,STAPLER STANDARD TYPE (JOY),2,2,0,1,2,9706.74,19720.56,0.243,19720.56,9706.74,29427.3,0.0,29427.3,0.492214
2024-12,Pagbilao,T SHIRT WITH PRINT,9,9,0,1,9,448399.47000000003,1325491.3900000001,3.684,1334753.02,453595.52,1791769.61,0.0,1791769.61,0.338289
2024-12,Pagbilao,TRASH BAG - BLACK - MEDIUM,1,1,0,1,1,0.0,0.0,0.1502,369430.4,0.0,114835.83,0.0,114835.83,0.0
2024-12,QMC,AIRCON SPLIT TYPE 2HP INVERTER (CARRIER),1,1,0,1,1,2475.98,3152.1,0.1876,3152.1,2475.98,5628.08,0.0,5628.08,0.785502
2024-12,QMC,CLEAR BOOK LEGAL/LONG,1,1,0,1,1,9043.82,15401.54,0.2513,15401.54,9043.82,24445.36,0.0,24445.36,0.587202
2024-12,QMC,HARD COPY SUB#20 A4,2,2,0,1,2,13513.93,21285.12,0.5685,21285.12,13513.93,34799.04,0.0,34799.04,0.6349
2024-12,QMC,INK EPSON #003 CYAN,1,1,0,1,1,6388.66,10879.82,0.1775,10879.82,6388.66,17268.48,0.0,17268.48,0.587203
2024-12,QMC,INK EPSON #003 YELLOW,1,1,0,1,1,6388.65,10879.82,0.1775,10879.82,6388.65,17268.48,0.0,17268.48,0.587202
2024-12,QMC,MARKER BLACK (PILOT),1,1,0,1,1,2457.37,3128.41,0.1862,3128.41,2457.37,5585.79,0.0,5585.79,0.785501
2024-12,QMC,NOTEBOOK SPIRAL 80 LEAVES,1,1,0,1,1,1862.67,2371.31,0.1411,2371.31,1862.67,4233.98,0.0,4233.98,0.785503
2024-12,QMC,REFRIGERATOR 22CU.FT TWO DOOR UPRIGHT CHILLER (FUJIDENZO),1,1,0,1,1,2380.32,3030.32,0.1804,3030.32,2380.32,5410.63,0.0,5410.63,0.785501
2024-12,QMC,SCOTCH TAPE 1'',1,1,0,1,1,4671.92,7956.24,0.1298,7956.24,4671.92,12628.16,0.0,12628.16,0.587202
2025-01,Pagbilao,BALLPEN FINEPOINT,1,1,0,1,1,0.0,0.0,0.1644,695097.82,695097.82,1901143.37,0.0,1901143.37,0.0
2025-01,Pagbilao,BOND PAPER LONG (HARDCOPY),1,1,0,1,1,0.0,0.0,0.2329,984925.46,984925.46,2693843.15,0.0,2693843.15,0.0
2025-01,Pagbilao,CORRECTION TAPE 20MM,1,1,0,1,1,149205.17,294975.41,0.2147,294975.41,149205.17,444180.58,0.0,444180.58,0.505822
2025-01,Pagbilao,ELECTRICAL WIRE #14,1,1,0,1,1,0.0,0.0,0.1635,691558.98,691558.98,1891464.39,0.0,1891464.39,0.0
2025-01,Pagbilao,HBW BLACK BALLPEN,1,1,0,1,1,0.0,0.0,0.2015,852079.67,852079.67,2330500.22,0.0,2330500.22,0.0
2025-01,Pagbilao,INK EPSON #003 BLACK,2,2,0,1,2,123351.54,243863.32,0.4153,1249550.83,1129039.05,3117843.73,0.0,3117843.73,0.505822
2025-01,Pagbilao,MASKING TAPE 1INCH,1,1,0,1,1,80090.95,158338.07,0.1152,158338.07,80090.95,238429.02,0.0,238429.02,0.505822
2025-01,Pagbilao,NOTEBOOK SPIRAL 80 LEAVES,1,1,0,1,1,68662.14,135743.58,0.0988,135743.58,68662.14,204405.72,0.0,204405.72,0.505822
2025-01,Pagbilao,T SHIRT WITH PRINT,1,1,0,1,1,273690.2,541079.62,0.3938,541079.62,273690.2,814769.82,0.0,814769.82,0.505822
2025-02,Pagbilao,BOND PAPER LONG (HARDCOPY),1,1,0,1,1,0.0,0.0,0.2319,49474.76,0.0,24352.13,0.0,24352.13,0.0
2025-02,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,1,1,0,1,1,0.0,0.0,0.2846,745378.42,0.0,217612.04,0.0,217612.04,0.0
2025-02,Pagbilao,HARD COPY SUB#20 A4,2,2,0,1,2,10896.57,83742.19,0.4475,727379.46,10896.57,282547.64,0.0,282547.64,0.13012
2025-02,Pagbilao,HBW BLACK BALLPEN,1,1,0,1,1,0.0,0.0,0.1733,453748.94,0.0,132471.28,0.0,132471.28,0.0
2025-02,Pagbilao,INK CARTRIDGE TRI COLOR (HP680),1,1,0,1,1,0.0,0.0,0.131,342999.26,0.0,100138.08,0.0,100138.08,0.0
2025-02,Pagbilao,INK EPSON #003 BLACK,1,1,0,1,1,0.0,0.0,0.2368,50517.68,0.0,24865.47,0.0,24865.47,0.0
2025-02,Pagbilao,INK EPSON #003 YELLOW,1,1,0,1,1,0.0,0.0,0.1654,433192.07,0.0,126469.73,0.0,126469.73,0.0
2025-02,Pagbilao,NOTEBOOK SPIRAL 80 LEAVES,1,1,0,1,1,0.0,0.0,0.1318,28120.06,0.0,13841.07,0.0,13841.07,0.0
2025-02,Pagbilao,NUTRIBOARD WITHOUT BAG,2,2,0,1,2,5125.75,39392.32,0.2288,67952.0,5125.75,58575.51,0.0,58575.51,0.130121
2025-02,Pagbilao,RECORD BOOK 500PAGES (VALIANT),2,2,0,1,2,10165.43,78123.22,0.4538,134763.04,10165.43,116167.53,0.0,116167.53,0.13012
2025-02,Pagbilao,STAPLE WIRE #35,1,1,0,1,1,7695.31,59139.85,0.1425,59139.85,7695.31,66835.15,0.0,66835.15,0.130121
2025-02,Pagbilao,T SHIRT WITH PRINT,1,1,0,1,1,20116.94,154602.42,0.3725,154602.42,20116.94,174719.37,0.0,174719.37,0.13012
2025-03,Gulang Gulang,BENERVA PLUS 500MG/50MG/100MG/100MCG,1,1,0,1,1,1364.51,5031.47,0.1451,5031.47,1364.51,6395.98,0.0,6395.98,0.271195
2025-03,Gulang Gulang,JAGA 300MG/100MG/100MCG CAP,1,1,0,1,1,3147.84,11607.24,0.3347,11607.24,3147.84,14755.08,0.0,14755.08,0.271196
2025-03,Gulang Gulang,PHYTOBAS 10MG/ML IV,1,1,0,1,1,1377.86,5080.66,0.1465,5080.66,1377.86,6458.51,0.0,6458.51,0.271197
2025-03,Gulang Gulang,SOLVAPRINE 10MG TAB,1,1,0,1,1,1537.97,5671.05,0.1635,5671.05,1537.97,7209.02,0.0,7209.02,0.271197
2025-03,Gulang Gulang,VOXOLL 15MG/5ML,1,1,0,1,1,1975.82,7285.58,0.2101,7285.58,1975.82,9261.41,0.0,9261.41,0.271196
2025-03,QMC,ARCH FILE LONG 3INCHES,1,1,0,1,1,8791.4,16951.28,0.0606,16951.28,8791.4,25742.68,0.0,25742.68,0.518628
2025-03,QMC,BREAD,1,1,0,1,1,22996.04,44340.23,0.1585,44340.23,22996.04,67336.27,0.0,67336.27,0.518627
2025-03,QMC,CAMERA WITH SD CARD AND LENS EOS RP RF24-105MM PRO (CANON),1,1,0,1,1,45985.09,88666.97,0.317,88666.97,45985.09,134652.07,0.0,134652.07,0.518627
2025-03,QMC,MINERAL WATER 330ML (NATURE SPRING),1,1,0,1,1,21879.2,42186.77,0.1508,42186.77,21879.2,64065.97,0.0,64065.97,0.518627
2025-03,QMC,"QMC 787,170",1,1,0,1,1,45408.27,87554.75,0.313,87554.75,45408.27,132963.01,0.0,132963.01,0.518627
2025-04,PESO Provincial,AMCETAM 150MG/ML 2ML,1,1,0,1,1,128307.74,246861.09,0.391,246861.09,128307.74,375168.82,0.0,375168.82,0.519757
2025-04,PESO Provincial,AZCORE 500MG TAB,1,1,0,1,1,34381.59,66149.37,0.1048,66149.37,34381.59,100530.96,0.0,100530.96,0.519757
2025-04,PESO Provincial,BOND PAPER LONG (HARDCOPY),1,1,0,1,1,6083.59,11542.39,0.1739,11542.39,6083.59,17625.98,0.0,17625.98,0.527065
2025-04,PESO Provincial,CORRECTION TAPE 20MM,1,1,0,1,1,7513.78,14255.91,0.2148,14255.91,7513.78,21769.7,0.0,21769.7,0.527064
2025-04,PESO Provincial,CORRECTION TAPE JOY,1,1,0,1,1,0.0,0.0,0.1682,2194.19,0.0,1651.76,0.0,1651.76,0.0
2025-04,PESO Provincial,ENOXAGET-40 40MG/0.4ML,1,1,0,1,1,51100.83,98316.81,0.1557,98316.81,51100.83,149417.64,0.0,149417.64,0.519757
2025-04,PESO Provincial,EPICARE 1MG/ML IV,1,1,0,1,1,62026.06,119336.69,0.189,119336.69,62026.06,181362.76,0.0,181362.76,0.519757
2025-04,PESO Provincial,HARD COPY SUB#20 (8 1/2X13) LONG,1,1,0,1,1,8645.64,16403.38,0.2472,16403.38,8645.64,25049.01,0.0,25049.01,0.527065
2025-04,PESO Provincial,HARD COPY SUB#20 A4,1,1,0,1,1,7465.54,14164.38,0.2134,14164.38,7465.54,21629.92,0.0,21629.92,0.527064
2025-04,PESO Provincial,HBW BLACK BALLPEN,1,1,0,1,1,0.0,0.0,0.1446,1885.85,0.0,1419.65,0.0,1419.65,0.0
2025-04,PESO Provincial,INK EPSON #003 BLACK,1,1,0,1,1,0.0,0.0,0.1706,2225.81,0.0,1675.56,0.0,1675.56,0.0
2025-04,PESO Provincial,INK EPSON #003 MAGENTA,1,1,0,1,1,0.0,0.0,0.138,1800.41,0.0,1355.33,0.0,1355.33,0.0
2025-04,PESO Provincial,IV CANNULA WITH WINGS & INJECTION VALVE G20 1.1X32MM (CATHULA),1,1,0,1,1,52298.58,100621.24,0.1594,100621.24,52298.58,152919.82,0.0,152919.82,0.519757
2025-04,PESO Provincial,STAPLE WIRE #35,1,1,0,1,1,5272.28,10003.11,0.1507,10003.11,5272.28,15275.39,0.0,15275.39,0.527064
2025-04,PESO Provincial,T SHIRT WITH PRINT,1,1,0,1,1,0.0,0.0,0.3786,4938.59,0.0,3717.7,0.0,3717.7,0.0
2025-04,Pagbilao,BALLPEN FINEPOINT,1,1,0,1,1,463.57,891.9,0.1373,891.9,463.57,1355.47,0.0,1355.47,0.519756
2025-04,Pagbilao,NUTRIBOARD WITHOUT BAG,1,1,0,1,1,379.18,729.52,0.1123,729.52,379.18,1108.7,0.0,1108.7,0.519766
2025-04,Pagbilao,REFRIGERATOR 22CU.FT TWO DOOR UPRIGHT CHILLER (FUJIDENZO),1,1,0,1,1,477.09,917.92,0.1413,917.92,477.09,1395.01,0.0,1395.01,0.519751
2025-04,Pagbilao,STAPLE WIRE #35,1,1,0,1,1,569.26,1095.25,0.1686,1095.25,569.26,1664.51,0.0,1664.51,0.519753
2025-04,Pagbilao,T SHIRT WITH PRINT,1,1,0,1,1,1488.15,2863.16,0.4406,2863.16,1488.15,4351.31,0.0,4351.31,0.519758
2025-04,QMC,ARCH FILE LONG 3INCHES,1,1,0,1,1,0.0,0.0,0.0606,4991.75,0.0,1753.31,0.0,1753.31,0.0
2025-04,QMC,BREAD,1,1,0,1,1,0.0,0.0,0.1585,13057.14,0.0,4586.21,0.0,4586.21,0.0
