date_delivered,year,month,day,dr_number,area,product,quantity,unit_cost,total_cost,discount,net_cost,trade_price_unit,total_trade_price,net_income,margin_pct,quality_status,quality_notes,allocation_status,estimated,original_area,original_product,allocation_method,allocation_confidence,allocation_profile_level,allocation_weight,allocation_child_number,allocation_child_count,embedded_area_amount,allocated_embedded_area_amount,source_workbook,source_sheet,source_row_number,source_hash,business_hash,parent_source_hash,parent_business_hash,input_stage,standardization_applied,duplicate,allocation_profile_rows,allocation_profile_products,sales_acceptance_status,sales_rejection_reason,original_date_delivered,date_is_estimated,date_estimation_method,nearest_dated_source_row_number,date_source_row_distance
2024-01-02,2024,01,02,DR-24773,Batangas,ANTIZOAL 5MG/ML (500MG/100ML) 100ML,20,34,680,0,680,16,320,360,0.53,valid,,,,,,,,,,,,,,2024s.csv,2024-01-02,956,bf1d13a119ea8fd1923506ed9fbe08c3f566325cf869f60eb084f4b5188b2d6f,7870aa83154226adcfe7e8c2518337cb0bc8eb2e0de706f360ba3f9a26541fa9,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-02,false,source_date_delivered,,
2024-01-02,2024,01,02,DR-24773,Batangas,AZCORE 500MG TAB,4,570,2280,0,2280,285,1140,1140,0.5,valid,,,,,,,,,,,,,,2024s.csv,2024-01-02,955,0bb7bd69f1e542f0a379c7d3d9fe3c09d7baea9bbf52eed1cdc360fa565dddbf,2c6878d12d243389728734d40dafeb690d1dc7ecb04e6c189bb49144c3da5f6e,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-02,false,source_date_delivered,,
2024-01-02,2024,01,02,DR-24772,Batangas,FENTIN 50MG/ML 2ML,2,1980,3960,0,3960,825,1650,2310,0.58,valid,,,,,,,,,,,,,,2024s.csv,2024-01-02,957,a94d450de15b9e97f6d2814e45a62ff1fa7470ae527e3ac325429ed31e2fdf65,1c65bfd3967bc5b7ebf56f91685b1dcb584fdcc3b538395bd1c95bbce1e004bb,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-02,false,source_date_delivered,,
2024-01-02,2024,01,02,DR-24772,Batangas,GOUTSAPH 500MCG,2,220,440,0,440,130,260,180,0.41,valid,,,,,,,,,,,,,,2024s.csv,2024-01-02,960,a1864ee029d3b05846c8bafce31db6a421de9556cf1c34f132d7c496704d4a37,524466e011cdf79335589bca434cc3348ce96608c5c347979732ca6bfaa26cb8,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-02,false,source_date_delivered,,
2024-01-02,2024,01,02,DR-24772,Batangas,HYTRIX 100MG,8,700,5600,0,5600,250,2000,3600,0.64,valid,,,,,,,,,,,,,,2024s.csv,2024-01-02,958,3b4a705f731d5c4d7997b315a3386c3d683383bcb0d55889f4564e810fb774bf,946e8c2d332d7508f571cddda31f0f1e0854037e5d5888157cf858270b5fd775,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-02,false,source_date_delivered,,
2024-01-02,2024,01,02,DR-24772,Batangas,RESPI-SAPH 250MCG/ML (500MCG/2ML) 2ML,0.57,2047.5,1170,0,1170,460,262.86,907.14,0.78,valid,,,,,,,,,,,,,,2024s.csv,2024-01-02,959,689032f7ff46aee6e507da77394955f4cd65b2e39221525c77b8ea2d599b8103,54c357c97a41b5be4afdcfbd9fb39fd797801fdf5b33d9fa31484509d8867633,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-02,false,source_date_delivered,,
2024-01-02,2024,01,02,DR-24773,Batangas,SPASBASCINE 20MG/ML,4,420,1680,0,1680,230,920,760,0.45,valid,,,,,,,,,,,,,,2024s.csv,2024-01-02,954,f6d50d76d15518b2c763ed5130b87041dfc58737b057a82e39c8b8af5d30432d,9ef01b7c92b23710dec96f82f5dadad190382c8f0408be04b405d197fb977f90,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-02,false,source_date_delivered,,
2024-01-02,2024,01,02,PULLOUT2211,Quezon,RUCEF 500MG,15,3760,56400,0,56400,1030,15450,71850,1.27,valid,,,,,,,,,,,,,,2024s.csv,2024-01-02,459,2837f418bab1430249be17ae78357234d60b397b66ec975f504bf67b2fad424d,053b43ac3ac650f55d6ff4605855910d2534258d4e09be55eb8c8d241f32cfe5,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-02,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-024137,Admin,BENERVA PLUS 500MG/50MG/100MG/100MCG,2,1708,3416,0,3416,615,1230,2186,0.64,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,80,e2c1fe6b900bf0f4780f02e80dc1bbae718a97bcf6950a6fac5e86fa84828d2c,f309c8dfcca8bdd5582c4f8f74d8e03333f7edf7569c7d019f2894b3b4a1dfe6,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-024137,Admin,CIUMADE TAB,7,678.57,4749.99,0,4749.99,450,3150,1599.99,0.34,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,76,14ddf592717f4a67249c073de26c23e3fdb026b20afaba98650cb8b5708529b1,3c4b31036ab55c449a88dbd2124c6eeec726640603759da719eef0634a223c2f,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-024137,Admin,ENCLOXIL 500MG,7,1392.86,9750.02,0,9750.02,780,5460,4290.02,0.44,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,79,ebf505a12dd737987f42154d0cd8ef0083351199d47a7b8324b3f00b7e5f7e73,3cc00f69bb8186c3da573c6d245e10e4d7d2a33fa6dfc23d3f903b18d32dd718,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-024137,Admin,HAEMOREX 500MG CAP,2,1500,3000,0,3000,430,860,2140,0.71,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,81,a6cb999891c6fce925861acfdd2a3ebd0f329cdc7caa4f4210a93142e4e8eeeb,14a770cc0ffc71d260037e15f96baf9de49511dc9cf20b1cca0718aba844c217,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-024137,Admin,MUCOLIFAR 500MG,2,3500,7000,0,7000,1100,2200,4800,0.69,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,82,3c20d43a147e3b62f73d989bdd6055d5a2961772e703fdb35a0626e9ef4a8f18,4e0556e9c956668f5c0210169f30f6ff672097e5e520361b14ab55c18c36da00,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-024137,Admin,SANOMAX - FA,7,857.14,5999.98,0,5999.98,560,3920,2079.98,0.35,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,77,df3ef3c86bea58432f1762228d32a7ea61528c7dba1377fe1df9d72b16a6afa9,cdd1ba2598558cf206b103f62aafcedc821cfd610600d59497b2b1d830063b15,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-024137,Admin,SOLVAPRINE 10MG,7,671.43,4700.01,0,4700.01,150,1050,3650.01,0.78,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,78,335a788439c3217e34bfc0f43fc255766c7a89989981ba09ce59f11d3df66b0f,51b0b9be76c9ea316d843f7b6c9622019a7da30263e3fbb6618b2427ef930566,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-24801,Batangas,DISPOSABLE DIAPER ADULT LARGE (HEXACARE),1,370,370,0,370,194,194,176,0.48,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,1043,58c66c19fdf22b547184a595668eff0b2b457ee332b9bbc522b45a492c9b8816,0ce256e6f6c54c8918e1b9f437998bfdb896c9b39eeab57aaf818bbbeb053037,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-24801,Batangas,DISPOSABLE DIAPER ADULT MEDIUM (HEXACARE),1,370,370,0,370,172,172,198,0.54,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,1044,f2852bf95ed1a5ade7c5ba9cbd15b4031454f48c2bb637faf164e828d9614688,27d348c8058143f84c78e1a28be9640ec94cc9467869ca703e42f7488f3b0a2a,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-24801,Batangas,DISPOSABLE DIAPER ADULT XL (HEXACARE),2,370,740,0,740,211,422,318,0.43,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,1042,7bf40af0e93a52244f094cdf0ed85a055f0ec3e0b493a06999a4186562b944f7,05563d425eab94b64642083ad4d641d1c0cfde5212d4ae7080785c34ac307906,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-24802,Batangas,OPREX 40MG IV,6,500,3000,0,3000,222,1332,1668,0.56,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,1045,3da494ec3c75e11f329cc4fa33ca5291362e19d7b1d0a15ad6cb23226f5e3502,130c3ca6ac25411922eccc8c184f1f1e692fa58c006633e9d7e10e4ef7432a8f,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-24802,Batangas,RANVAST 20MG,4,300,1200,0,1200,243,972,228,0.19,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,1047,eacde2dc2acdaa61066b2334a4502e6d8c6e8ed03ac30854a5b4b8cb48ad8fc7,3a647e0c7fa40c6bec110b60ca8b1f4b76a1de11d4ec2d6fffc575e36215f75a,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-24802,Batangas,RAXIDINE 25MG/ML 2ML,4,145,580,0,580,90,360,220,0.38,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,1046,cf844ff3ad0adb019017c9666ea512edd14dc0045947655df1cff6425922fd38,711d47af9863ae9642d4b978b1cabd28b96248faa6e0b105fdc0831bd284f755,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-24801,Batangas,UNDERPADS ANTIBACTERIAL LARGE (HEXACARE),2,170,340,0,340,100,200,140,0.41,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,1041,e7db041f557e8bce7733556e507b301448f9c56e74e87645a9982b333432965b,64734d959978c563fe0f21d38b6e17944b5d7cc5abc6b7ebe87e3268a31f69eb,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-24803,Batangas,VOXOLL 15MG/5ML,6,40,240,0,240,33,198,42,0.18,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,1048,efd6450251ee4c815d7e9633dc9d33a5cfba39445c75ab485eb551e676d3bd37,05ac99c1251d5c7c58119a5c7f16c0fdf4ad0e3cb230f30acd469d99a0fbb245,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-MS02480,Hospital,BRICALIN 500MCG/ML AMP,0.2,9000,1800,0,1800,5376,1075.2,724.8,0.4,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,1742,6756d69513ed831cf61c6e6addeea30f56eb2deceb099ece906aa3f6fcab9c93,0dc3ad0987aaba8d37da8b7b094408324e35b898a2825f2f135fb0b9b10a47cd,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-MS02479,Hospital,PHYTOMEN 10MG/ML IV,10,900,9000,0,9000,163,1630,7370,0.82,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,1740,182effdf070e7dad7ac94c2752c2ed5343d17358c57ab1c638ea14f35d614bc7,714b95a3ec19ebf2b3b16abfef861e4e1e8a79adeacadab4539298fabf01b23d,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-24851,Marinduque,AFENAX 100MG TAB,5,2100,10500,0,10500,595,2975,7525,0.72,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,479,3905379cd663371e2566d89f09e1adaf84eed24dfa860c4cadae631d3246b577,213400495a4d7d68266723aea7f522fd5616b02cc07debf6778eaee158ec8516,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-24853,Marinduque,ALVICA INTENSE 70ML,10,552.94,5529.4,0,5529.4,235,2350,3179.4,0.57,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,483,39ea2de643947ce36548e4175303404a5363c60a0280aca2f84f712e3c347eeb,936c36846245e7852d68e6a564acddc12013040c5c5d85d94d3bbf0db4297430,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-24853,Marinduque,CINNABLOC 25MG TAB,10,700,7000,0,7000,200,2000,5000,0.71,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,482,f40aa04d628f99eafe9c63aaa3ded9c4c248dfbaa9c7889e2011384f0fe1ffb4,469efe9f202f2a8b150d5d19603261a7dce60f8b26fef75b193a922884c08809,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-24853,Marinduque,HISTARIL 100MG/2MG,10,900,9000,0,9000,300,3000,6000,0.67,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,481,c2dc6879aaf577e593fc983388afeed7aa0a38d7e47621be0fc53ef8ebc1e2b0,db299c0ae9ef38cc92e66a3a055c09c7395c35ee5174e088b5967aa1bc899802,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-03,2024,01,03,DR-24852,Marinduque,HYCLENS WOUND SPRAY 2% 60ML,36,280,10080,0,10080,114.66,4127.76,5952.24,0.59,valid,,,,,,,,,,,,,,2024s.csv,2024-01-03,480,b12d4b2274d29710cb3816d7560228f52447d1c1be57a231b8f9c17bbc60bd7d,ead2cdf21b06d1df6ff8131a56f4baaf5862fd7ca50b46ba8c87a767c51e3c19,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-03,false,source_date_delivered,,
2024-01-04,2024,01,04,DR-24836,Batangas,AMCETAM 150MG/ML 2ML,10,242.5,2425,0,2425,42,420,2005,0.83,valid,,,,,,,,,,,,,,2024s.csv,2024-01-04,1090,2e5951825529db75ee08b554990de05625df451d0e2b4f25db66593a03d5c141,e65b93beca10c5961499cf8e01741818a5a19754c8cfdc94315c32c93bfefde7,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-04,false,source_date_delivered,,
2024-01-04,2024,01,04,DR-24836,Batangas,TAZACIN 4G/500MG IV,40,325,13000,0,13000,123,4920,8080,0.62,valid,,,,,,,,,,,,,,2024s.csv,2024-01-04,1089,4bd3a503897c14d9d8abade82f7e7e849251020263439c8b4c45096961725b56,5c4b38853c550c796c59badf5cfcfd714485a1d1e0f8b309767fba36e86bd19f,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-04,false,source_date_delivered,,
2024-01-04,2024,01,04,DR-24879,Quezon,TRIVASC 35MG,10,1350,13500,4725,8775,437.5,4375,4400,0.33,valid,,,,,,,,,,,,,,2024s.csv,2024-01-04,501,1621eb04cc33d67876a463af3dfb2c9ae9b4e9e4b790e41ce7d93154d9d4dbf5,e8453333aeaf9cdfdfe699d19ab336dbb2cb3198774c0bd09e9cb9af05c4c0c9,,,raw_tabular,"[""dr_number: standardized identifier format""]",false,,,accepted_clean_sales,,2024-01-04,false,source_date_delivered,,
2024-01-07,2024,01,07,DR-25087,Batangas,AMBIDOL 50MG/ML (100MG/2ML) 2ML,4,250,1000,0,1000,62,248,752,0.75,valid,,,,,,,,,,,,,,2024s.csv,2024-01-07,1306,3bd651c45ddfcfd69f653818b7a7f349df01f73a31764a76eaff9413e24db838,ee60f7746613798491915cffeced3670037d563ff96160f33b45e5c6957d41ee,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-07,false,source_date_delivered,,
2024-01-07,2024,01,07,DR-25087,Batangas,ANTIZOAL 5MG/ML (500MG/100ML) 100ML,30,60,1800,0,1800,16,480,1320,0.73,valid,,,,,,,,,,,,,,2024s.csv,2024-01-07,1308,b0de10ce678452e401d9bfc7f9bf229bc26d057d1c6b0febbb2939a5dd580d41,7fbe8fd3e9a3230f0f797ccd5018cf9d3f351951e8cf95c66a76382e56db1e30,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-07,false,source_date_delivered,,
2024-01-07,2024,01,07,DR-25088,Batangas,CORSIN-600 150MG/ML (600MG/4ML) 4ML,20,157.5,3150,0,3150,85,1700,1450,0.46,valid,,,,,,,,,,,,,,2024s.csv,2024-01-07,1310,0dde41734e1133b3e434f3d7e0c5b85e50025936407522909d57f960ff54b378,bf52e072d68be45772858f4a242eaadc3552370b2fa8f5af94a6e75de59d8f6b,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-07,false,source_date_delivered,,
2024-01-07,2024,01,07,DR-25088,Batangas,EROXIME 750MG IV,6,600,3600,0,3600,190,1140,2460,0.68,valid,,,,,,,,,,,,,,2024s.csv,2024-01-07,1311,697a3a28316885323a8e994729e32cc1e97e50c1965697b335c59481b8f96504,d93226896c6ef9b6c7bbdea2b58cc6acd31e1a083770316b2016d878885780f8,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-07,false,source_date_delivered,,
2024-01-07,2024,01,07,DR-25087,Batangas,HYCORT 250MG VIAL,4,1900,7600,0,7600,640,2560,5040,0.66,valid,,,,,,,,,,,,,,2024s.csv,2024-01-07,1309,814309cb8a91eafe164c572783af0f35de3c074f877631b038e606e889007baa,4f93bb301ae717e5bfac21502f040fa7227f5822da0f1ead842e8532c9ad7d2d,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-07,false,source_date_delivered,,
2024-01-07,2024,01,07,DR-25088,Batangas,MUPIROW 20MG/G (2%) 5G,10,70,700,0,700,33,330,370,0.53,valid,,,,,,,,,,,,,,2024s.csv,2024-01-07,1312,68f9fbb03731871770af7d99e9960612c147ffb717d258a4009745a68052c25a,e63eaf39e48063f976fcc6cd15bec6dce989247976f9af6894536c565c35574f,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-07,false,source_date_delivered,,
2024-01-07,2024,01,07,DR-25087,Batangas,RAXIDINE 25MG/ML 2ML,4,370,1480,0,1480,90,360,1120,0.76,valid,,,,,,,,,,,,,,2024s.csv,2024-01-07,1307,f8a6969e46978d7594b36804595080c48f3661ff7c596223199c580df49cfbd2,ea6e1fd8677de036708cea4172f4bb5dd5033859616804cdf3e0ba3e77e41e13,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-07,false,source_date_delivered,,
2024-01-07,2024,01,07,DR-25106,Quezon,ALL SILICONE STOMACH TUBE FR16 (ORMED),25,200,5000,0,5000,201,5025,25,-0.01,valid,,,,,,,,,,,,,,2024s.csv,2024-01-07,624,b9c6c721db45ad0ef0f2937904c24655402e049dbf645fe4db7fc060400811a1,8c6a2526bb610142ad9d65000cabd10dced01409ee6b19e0f292de9527497a30,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-07,false,source_date_delivered,,
2024-01-08,2024,01,08,DR-024793,Admin,APCELAC 500MG HERBAL FOOD SUPPLEMENT,7,655,4585,0,4585,400,2800,1785,0.39,valid,,,,,,,,,,,,,,2024s.csv,2024-01-08,226,0a3ee7dd2a2554ed45401c35cd33f2af78847d073a199f4d6695b0dbbe70e96c,afa9954df43d8b49d7b4b6d313cc44deb82d6a4bb136dfea1be20f5eed35f1c2,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-08,false,source_date_delivered,,
2024-01-08,2024,01,08,DR-024793,Admin,CIXTOR-Z 500MG,14,630,8820,0,8820,210,2940,5880,0.67,valid,,,,,,,,,,,,,,2024s.csv,2024-01-08,230,66745540cec284ba26a534203b7b0dc1c8b137af5ec42d85621c551cb5fcc96a,1f03c657df45479a703c04602dcc808b5f2c2ef8de92aee48f99cd223de89ad7,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-08,false,source_date_delivered,,
2024-01-08,2024,01,08,DR-024793,Admin,FERGLOBIN 250MG CAP,7,517.86,3625.02,0,3625.02,325,2275,1350.02,0.37,valid,,,,,,,,,,,,,,2024s.csv,2024-01-08,225,021c8ebf1e8c251ae25c9e78b79c0ed14be5ae2eaab7a9214d1116d265b4d85e,1b2a93f034515ae1d55242d8088cbe909a6b2bd54d1ce4e9a4d5b02bdacbf19e,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-08,false,source_date_delivered,,
2024-01-08,2024,01,08,DR-024793,Admin,HAEMOREX 500MG CAP,3,1500,4500,0,4500,430,1290,3210,0.71,valid,,,,,,,,,,,,,,2024s.csv,2024-01-08,231,42d72e466425b5ef58a403ba22610e9cae29d1948416fcce22bb5be3b9a76fb4,fba79b6bca29507eb6c45ff0a6b66333b7b4fd7521bbcf07cb5720c83ce0f9bd,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-08,false,source_date_delivered,,
2024-01-08,2024,01,08,DR-024793,Admin,LACTAMOX 500MG/125MG TAB,3,2800,8400,0,8400,1173.6,3520.8,4879.2,0.58,valid,,,,,,,,,,,,,,2024s.csv,2024-01-08,232,a53d641369b138ac48cedd8db0b6434554f66db3b49d269901b2224fac19cfd7,4186a96243dcd19736dc18b35eb48479bc2e3b3362dbf0b5d0bbe7b0516c09c8,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-08,false,source_date_delivered,,
2024-01-08,2024,01,08,DR-024793,Admin,MERGOT 125MCG,7,2000,14000,0,14000,680,4760,9240,0.66,valid,,,,,,,,,,,,,,2024s.csv,2024-01-08,228,037d2fada5f2fca4a9867a5e1589f823b14c1da14959005c36ae3e2b977e0b53,fb3099562a03de09d87e76ee4ca010cd019291865fab02b721804771b3ed1016,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-08,false,source_date_delivered,,
2024-01-08,2024,01,08,DR-024793,Admin,NOVAROSE 1000MG/992MG,7,1000,7000,0,7000,128,896,6104,0.87,valid,,,,,,,,,,,,,,2024s.csv,2024-01-08,227,8fe0f6d4d83be3b27884347e05b88131c2f4c6a9a56d27a57a3dd762112277cd,e1c2f3c2df904fe88e2e5c23fefc96f2be810bf55364f2cfe1f5c45d7fb07722,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-08,false,source_date_delivered,,
2024-01-08,2024,01,08,DR-024793,Admin,SOLVAPRINE 10MG TAB,7,671.43,4700.01,0,4700.01,150,1050,3650.01,0.78,valid,,,,,,,,,,,,,,2024s.csv,2024-01-08,229,985940eb20b80e5176db6a4317fe37031b302053ba054d6c2407704783948b53,589b8081d4a08fb2d82af047517358074cfa1438fe3c215eb8ea9efde11f5cca,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-08,false,source_date_delivered,,
2024-01-08,2024,01,08,DR-25158,Batangas,CENDALEX 500MG,6,1100,6600,330,6270,287.5,1725,4545,0.69,valid,,,,,,,,,,,,,,2024s.csv,2024-01-08,1368,3f7fd546dc41a1c6962b9aab0ee0d7c51bc9ed4eba109d4b3f7e0d1afc7cf9c0,f41c37d0786623b118526f847c3d303bc68ebfcf70f01f41fd5731fa328a88e6,,,raw_tabular,"[""dr_number: standardized identifier format""]",false,,,accepted_clean_sales,,2024-01-08,false,source_date_delivered,,
2024-01-08,2024,01,08,DR-25161,Batangas,CIUMADE TAB,3,990,2970,0,2970,450,1350,1620,0.55,valid,,,,,,,,,,,,,,2024s.csv,2024-01-08,1375,bb3b64b48d8920fa84d31e55164cb93f28c89594ece88add908877dfe8eebd87,efc06dbeae9209bf6fde0d0820f6d2b13d96d8dbf440d5b97e0c4a27a386b83a,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-08,false,source_date_delivered,,
2024-01-08,2024,01,08,DR-25161,Batangas,DOLO-JAGA 500MG/50MG/100MG/100MCG,3,1800,5400,0,5400,615,1845,3555,0.66,valid,,,,,,,,,,,,,,2024s.csv,2024-01-08,1373,617984917071a9824a1b800495ea3d6eba2d91fb5dbcf7328bb263cdf311f061,56597552d01fe059bb4f09501f1ce27153988798a944aa26d6e38a012df63c24,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-01-08,false,source_date_delivered,,
