date_delivered,year,month,day,dr_number,area,product,quantity,unit_cost,total_cost,discount,net_cost,trade_price_unit,total_trade_price,net_income,margin_pct,quality_status,quality_notes,allocation_status,estimated,original_area,original_product,allocation_method,allocation_confidence,allocation_profile_level,allocation_weight,allocation_child_number,allocation_child_count,embedded_area_amount,allocated_embedded_area_amount,source_workbook,source_sheet,source_row_number,source_hash,business_hash,parent_source_hash,parent_business_hash,input_stage,standardization_applied,duplicate,allocation_profile_rows,allocation_profile_products,sales_acceptance_status,sales_rejection_reason,original_date_delivered,date_is_estimated,date_estimation_method,nearest_dated_source_row_number,date_source_row_distance
2024-05-28,2024,05,28,DR-RT0632,Pagbilao,BOND PAPER LONG (HARDCOPY),0.195034,63150.06614231364,12316.41,0,12316.41,35299.02478542203,6884.51,5431.9,0.4410294883005681,valid,,estimated_backward_allocation,true,Government,"PAGBILAO # 63,225.00",prior_comparable_product_mix_value_frequency_blend,medium,same_area_same_channel_prior_3y,0.1950342877437929,3,5,63225,12331.04,2024s.csv,2024-05-28,2626,9d28bcbbb69c86b62b36b249819b48631c7c3c2b77bd3bd99905ee1f55f05b1a,610e95d06d8df95977549d43353a1235dc045fa71d696ff5dbca40d5619c5baf,769cf8c70936cde88619599b3ac2b3d5ccc04f9bcbb0a38ff9a70b6461c18833,884834ab735e27110d8258088dc45f613e5a45527de03e7f5e28f7839d736951,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0"",""area summary \""PAGBILAO # 63,225.00\"" backward-allocated without changing additive totals""]",false,638,404,accepted_clean_sales,,2024-05-28,false,source_date_delivered,,
2024-05-28,2024,05,28,DR-RT0632,Pagbilao,CLEAR BOOK LEGAL/LONG,0.223255,63150.07502631519,14098.57,0,14098.57,35299.05265279613,7880.69,6217.88,0.44102912564891333,valid,,estimated_backward_allocation,true,Government,"PAGBILAO # 63,225.00",prior_comparable_product_mix_value_frequency_blend,medium,same_area_same_channel_prior_3y,0.2232552152389599,4,5,63225,14115.31,2024s.csv,2024-05-28,2626,729f5b4138dfb2cd192740cebbde81066cc2c3e353931eecf9f34224d75f7796,db2a94ee4063ec53891b512e4dce2ee8cbccac534c6cd4d78614d1ae46706f1d,769cf8c70936cde88619599b3ac2b3d5ccc04f9bcbb0a38ff9a70b6461c18833,884834ab735e27110d8258088dc45f613e5a45527de03e7f5e28f7839d736951,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0"",""area summary \""PAGBILAO # 63,225.00\"" backward-allocated without changing additive totals""]",false,638,404,accepted_clean_sales,,2024-05-28,false,source_date_delivered,,
2024-05-28,2024,05,28,DR-RT0632,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,0.265638,63150.0011293565,16775.04,0,16775.04,35299.01595404272,9376.76,7398.28,0.4410290526878028,valid,,estimated_backward_allocation,true,Government,"PAGBILAO # 63,225.00",prior_comparable_product_mix_value_frequency_blend,medium,same_area_same_channel_prior_3y,0.26563799418659656,5,5,63225,16794.96,2024s.csv,2024-05-28,2626,5a91ee1805aeb7f48bb476dbbfc0cbf963b5c6e30ef28e3af458a8edd51dcd80,b61aefc472fdbff7c392e667f2ae6867d5d12aaf54956ad5bf74d858170b5d71,769cf8c70936cde88619599b3ac2b3d5ccc04f9bcbb0a38ff9a70b6461c18833,884834ab735e27110d8258088dc45f613e5a45527de03e7f5e28f7839d736951,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0"",""area summary \""PAGBILAO # 63,225.00\"" backward-allocated without changing additive totals""]",false,638,404,accepted_clean_sales,,2024-05-28,false,source_date_delivered,,
2024-05-28,2024,05,28,DR-RT0632,Pagbilao,HBW BLACK BALLPEN,0.161674,63149.733414154405,10209.67,0,10209.67,35298.87304081052,5706.91,4502.77,0.4410299255509728,valid,,estimated_backward_allocation,true,Government,"PAGBILAO # 63,225.00",prior_comparable_product_mix_value_frequency_blend,medium,same_area_same_channel_prior_3y,0.16167335694421422,1,5,63225,10221.8,2024s.csv,2024-05-28,2626,ebc0b3b5d24e77dfc498285a75a0e774f66a4c4e07bdb4c5479ce68f5fd53e1d,699b3810ca173570386b6612973370b774e4b75420bfb6b36e7c5ab05e5ab781,769cf8c70936cde88619599b3ac2b3d5ccc04f9bcbb0a38ff9a70b6461c18833,884834ab735e27110d8258088dc45f613e5a45527de03e7f5e28f7839d736951,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0"",""area summary \""PAGBILAO # 63,225.00\"" backward-allocated without changing additive totals""]",false,638,404,accepted_clean_sales,,2024-05-28,false,source_date_delivered,,
2024-05-28,2024,05,28,DR-RT0632,Pagbilao,INK EPSON #003 CYAN,0.154399,63150.085168945385,9750.31,0,9750.31,35298.99805050551,5450.13,4300.17,0.44102905446083257,valid,,estimated_backward_allocation,true,Government,"PAGBILAO # 63,225.00",prior_comparable_product_mix_value_frequency_blend,medium,same_area_same_channel_prior_3y,0.15439914588643638,2,5,63225,9761.89,2024s.csv,2024-05-28,2626,cf8a80231e9454dda2aa9713f5d9181410e5e50881c7ee42930563f194ce7827,8923f0267edf9589b24485d119f47d93d7393ef804f6dc72eb8da1b871409df9,769cf8c70936cde88619599b3ac2b3d5ccc04f9bcbb0a38ff9a70b6461c18833,884834ab735e27110d8258088dc45f613e5a45527de03e7f5e28f7839d736951,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0"",""area summary \""PAGBILAO # 63,225.00\"" backward-allocated without changing additive totals""]",false,638,404,accepted_clean_sales,,2024-05-28,false,source_date_delivered,,
2024-05-29,2024,05,29,DR-024785,Admin,APCELAC 500MG HERBAL FOOD SUPPLEMENT,7,655,4585,0,4585,400,2800,1785,0.39,valid,,,,,,,,,,,,,,2024s.csv,2024-05-29,164,fb3b597553adfb2fad1e2eb1e1c30249f8ca7626bb90c82b7f03212d57399c7a,688421c01725423a0baab6f2cfe7f6e49bccd5b73075b1567359d5ac8b5f1451,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-05-29,false,source_date_delivered,,
2024-05-29,2024,05,29,DR-24918,Admin,CIUMADE,7,678.57,4749.99,0,4749.99,450,3150,1599.99,0.34,valid,,,,,,,,,,,,,,2024s.csv,2024-05-29,160,54a04433e0c18e97d1437368df9f3816c868c6b2d0eba89f948ee2b050027286,c4607f24a9d3ee4d84c17e652e41c52a13d18978e53878cbc80bf8ac7e9715fc,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-05-29,false,source_date_delivered,,
2024-05-29,2024,05,29,DR-024785,Admin,FERGLOBIN FA 60MG/400MCG,7,642.86,4500.02,0,4500.02,325,2275,2225.02,0.49,valid,,,,,,,,,,,,,,2024s.csv,2024-05-29,163,6c1a260308c08ce0f1aa287f211654d74441291eda4f5baf0fe2b838534ce732,ea6347de1cd3a080d87552bb9a77a33a9d677697452b69cb012dbebf8c50f34c,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-05-29,false,source_date_delivered,,
2024-05-29,2024,05,29,DR-024785,Admin,RUCEF,7,2485.71,17399.97,0,17399.97,1160,8120,9279.97,0.53,valid,,,,,,,,,,,,,,2024s.csv,2024-05-29,165,dcfe1369abbff1a7d2d53f28e1393e4161cf6b9927ccf11b75f5d4e759dccb35,d63d8a3705b82aabfb888b9a892444b503b2690f549df4ebc80530739a270ba7,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-05-29,false,source_date_delivered,,
2024-05-29,2024,05,29,DR-24918,Admin,SANOMAX - FA,7,857.14,5999.98,0,5999.98,560,3920,2079.98,0.35,valid,,,,,,,,,,,,,,2024s.csv,2024-05-29,161,64f5116b36079b96895b927b127719f64abd2606c26d25b7f0d02c5879444bee,89307608a1c0ba5932e0602dd014d89e0a4d6012df2e87783a48d20a2ccd7ce3,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-05-29,false,source_date_delivered,,
2024-05-29,2024,05,29,DR-024785,Admin,SOLVAPRINE 10MG TAB,7,671.43,4700.01,0,4700.01,150,1050,3650.01,0.78,valid,,,,,,,,,,,,,,2024s.csv,2024-05-29,162,e23879dfcea3583b4d20a5d3f37b7666207ca9a561781a7a7c58f7fa32feff1f,90cd93b0e947e9d06835d09d4671bffea903aa62e720796564ab084475270ccc,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-05-29,false,source_date_delivered,,
2024-05-29,2024,05,29,DR-25034,Quezon,JAGA 300MG/100MG/100MCG CAP,2,1540,3080,924,2156,530,1060,1096,0.36,valid,,,,,,,,,,,,,,2024s.csv,2024-05-29,581,0a66f4a855b9966d09c8de1b39fe72eda7389ebe5aa7961e6e47c5236ce46d3e,2c2b6e5bb77321f13e1c9dab03a6c3a293149ccbb3ad6e4e58f5ab9c1f404d52,,,raw_tabular,"[""dr_number: standardized identifier format""]",false,,,accepted_clean_sales,,2024-05-29,false,source_date_delivered,,
2024-05-29,2024,05,29,DR-25034,Quezon,VOXOLL 30MG,1,800,800,240,560,168,168,392,0.49,valid,,,,,,,,,,,,,,2024s.csv,2024-05-29,582,9683c66d802d38f2c337b825dc648491a09495bbd646edaa2db0cbab16a6db4f,ee1db22cff4c6596bb24815eec5c999ff460d09f680d462c642c732b4a7a95b0,,,raw_tabular,"[""dr_number: standardized identifier format""]",false,,,accepted_clean_sales,,2024-05-29,false,source_date_delivered,,
2024-05-30,2024,05,30,DR-25035,Quezon,FERGLOBIN 250MG CAP,10,750,7500,2250,5250,325,3250,2000,0.27,valid,,,,,,,,,,,,,,2024s.csv,2024-05-30,583,29e0986272d4cabb94d43f4662354f5eb0ad10d47884512e5ac44722c4ba4ebb,23c59a50b8144e77206083a0ddabd9207223e65a2112b87a0be3d30b033a4aaf,,,raw_tabular,"[""dr_number: standardized identifier format""]",false,,,accepted_clean_sales,,2024-05-30,false,source_date_delivered,,
2024-05-31,2024,05,31,DR-MS02599,Hospital,ANTIZOAL 5MG/ML (500MG/100ML) 100ML,100,120,12000,0,12000,16,1600,10400,0.87,valid,,,,,,,,,,,,,,2024s.csv,2024-05-31,2127,ea48dfa88558f2e12453fa01a7128efb1576da71a6c217b8846100f42c0bdae0,0eaaa87384f194b73d89f89f84ebeea8771867292df77ee6c85ee3391770e966,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-05-31,false,source_date_delivered,,
2024-05-31,2024,05,31,DR-MS02601,Hospital,AZCORE 500MG TAB,5,3825,19125,0,19125,285,1425,17700,0.93,valid,,,,,,,,,,,,,,2024s.csv,2024-05-31,2024,a1074c0d98585bbf076fbc66bf4e96618a23f5f58ce8da46ca49fee8ada20915,c29b0ecbb1bba65a005f7c7ece770c1d66b4b391ab5259d99a15a56aecbc13aa,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-05-31,false,source_date_delivered,,
2024-05-31,2024,05,31,DR-MS02601,Hospital,CEFTRIABBAS 1G,70,880,61600,0,61600,220,15400,46200,0.75,valid,,,,,,,,,,,,,,2024s.csv,2024-05-31,2022,3d1c19a97d2197050dc28838d408c2547e3e893455c6ff610bde4ebb736ff1a3,ff04986183e770828f26cfae77733c880a562b9e16ad5b3ea6cffc971694140d,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-05-31,false,source_date_delivered,,
2024-05-31,2024,05,31,DR-MS02601,Hospital,CORPILYN 500MG,100,109,10900,0,10900,13.5,1350,9550,0.88,valid,,,,,,,,,,,,,,2024s.csv,2024-05-31,2026,b374c35ac650a42c8939aa0ef48aa72e20486f8b625cc1f122071bf04e506b61,83f4cce691cd5fccc4bf62aed87ba5dcdca0c2bf6aaf02efaf9ce414f8f865e2,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-05-31,false,source_date_delivered,,
2024-05-31,2024,05,31,DR-MS02601,Hospital,ROSEMIDE 10MG/ML (20MG/2ML) 2ML,5,383,1915,0,1915,58,290,1625,0.85,valid,,,,,,,,,,,,,,2024s.csv,2024-05-31,2025,9c54a2812a077c6c38c5a955c84b82370867526ae40e69e6a9c8f8df48602ac2,b0769c5f5ce8398cf07a7d63ed8de8fd936504d6cd4222a1d8c84ef2d226ca35,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-05-31,false,source_date_delivered,,
2024-05-31,2024,05,31,DR-MS02601,Hospital,TAZACIN 4G/500MG IV,20,1197,23940,0,23940,123,2460,21480,0.9,valid,,,,,,,,,,,,,,2024s.csv,2024-05-31,2023,23ac5bd7410d186a7ad6c4eb96d10abf1ae4c7d9b2e53edfac9c664d93a05a3c,9eab7feffaee833815bb5a603badd674fad65ac1a0947b823f2458316ee23716,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-05-31,false,source_date_delivered,,
2024-05-31,2024,05,31,DR-25025,Quezon,DOLO-JAGA 500MG/50MG/100MG/100MCG,2,2000,4000,0,4000,615,1230,2770,0.69,valid,,,,,,,,,,,,,,2024s.csv,2024-05-31,566,92d61cf4baf55e88c3727d1b9424363210b0589e8b15233e05c77671a4c97bc2,72d6ab5fad2f4176ecf436a683bda4de2aa42589ac9007867e1607c279819be7,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-05-31,false,source_date_delivered,,
2024-05-31,2024,05,31,DR-25033,Quezon,DOLO-JAGA 500MG/50MG/100MG/100MCG,2,2000,4000,0,4000,615,1230,2770,0.69,valid,,,,,,,,,,,,,,2024s.csv,2024-05-31,580,dc41fa18ebdd565a044cde51423babd98c77154565829c36df20aca61f552723,4b616112d732c215fdb021bf5e745bdcd3dcd04de73a58a0f4702e18b1c92616,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-05-31,false,source_date_delivered,,
2024-05-31,2024,05,31,DR-25025,Quezon,TRIDEN 160MG TAB,1,1980,1980,0,1980,720,720,1260,0.64,valid,,,,,,,,,,,,,,2024s.csv,2024-05-31,565,4e3d308b9af6ed555dd44fe5df1831202148b0ddb2c66c4f351fa4a69601a4cc,9e0efac3f594550154bbd705b1b07f2db3c439e6c7f6de4eab78baa443b91c62,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-05-31,false,source_date_delivered,,
2024-05-31,2024,05,31,DR-25033,Quezon,TRIDEN 160MG TAB,1,1980,1980,0,1980,720,720,1260,0.64,valid,,,,,,,,,,,,,,2024s.csv,2024-05-31,579,6a87e2fe00176814da5bcaa7b30737ca9afc0617eb08fe2bbd36c6c6986dea8f,411e3e7be85bcba12f368a35eabf863979b603d051e5c48f9915d4914fa27495,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-05-31,false,source_date_delivered,,
2024-06-02,2024,06,02,DR-24777,Batangas,BENERVA FORTE 300MG/100MG/100MCG,1,1500,1500,0,1500,525,525,975,0.65,valid,,,,,,,,,,,,,,2024s.csv,2024-06-02,968,02159582e3150b2876ae8b621497a7d8bf5c85dba655b8b00a0df5f7890260df,2dba030b01912c47bb1b3976d95ecfa526eda7c76b2f0e258d5f9965da7bf31c,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-02,false,source_date_delivered,,
2024-06-02,2024,06,02,DR-24778,Batangas,DOLO-JAGA 500MG/50MG/100MG/100MCG,5,1800,9000,0,9000,615,3075,5925,0.66,valid,,,,,,,,,,,,,,2024s.csv,2024-06-02,965,dec3c49d9628e294fcb304f3feee86ff23f6a6817de3b75f85ce9ceed243cfb7,375e97cadd25203cb913b969c7e5f18e96eead97345cc7ab3736dfdb63ac3f13,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-02,false,source_date_delivered,,
2024-06-02,2024,06,02,DR-24779,Batangas,EMLOR PLUS 5MG/50MG,10,590,5900,0,5900,216,2160,3740,0.63,valid,,,,,,,,,,,,,,2024s.csv,2024-06-02,963,71864647ace7d3a9ec54dca097e102bd27be8e23d03e0a01548b6c72594cf382,a3c78e3590bb776b79a15d78434ae2c313a34ec3971e69ddaeb16c7bf3e0bedf,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-02,false,source_date_delivered,,
2024-06-02,2024,06,02,DR-24779,Batangas,EMZART-80 80MG,5,950,4750,0,4750,264,1320,3430,0.72,valid,,,,,,,,,,,,,,2024s.csv,2024-06-02,962,348127975e38ecabd2c2ab5a299a1530d174ed621f06d34e2307c3950deb5c27,b9d6d7b3e5df99004b7d715274e51cacc92095e4854b76ec0261134c4bc5cfe0,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-02,false,source_date_delivered,,
2024-06-02,2024,06,02,DR-24778,Batangas,JAGA 300MG/100MG/100MCG CAP,5,1590,7950,0,7950,530,2650,5300,0.67,valid,,,,,,,,,,,,,,2024s.csv,2024-06-02,966,a5991238d44eedb424250fc158bf74ce78a0135701901ec58c95f18d91c022e3,806c1b7547f724fd98b1809834193347ed43de8fede4d0f4e2659a7518a50cd5,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-02,false,source_date_delivered,,
2024-06-02,2024,06,02,DR-24776,Batangas,KIDDIREL 120ML,10,180,1800,0,1800,68,680,1120,0.62,valid,,,,,,,,,,,,,,2024s.csv,2024-06-02,971,1e499c7642c8145b7d123dbedb9962df60a4aa674eea832a1236168d5f48fc1e,65fbde27314f14116e0ce61038429b0be20262d6877f9df4cd0250fb89546092,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-02,false,source_date_delivered,,
2024-06-02,2024,06,02,DR-24776,Batangas,LACTAMOX 250MG/62.5MG/5ML 60ML,24,360,8640,0,8640,129.7,3112.8,5527.2,0.64,valid,,,,,,,,,,,,,,2024s.csv,2024-06-02,970,5e7e638a6fbb99f8578ea11e8064a6a8d5f49520592875d3d8101b5682f96a6c,2d7e94b8cf6e528b2137c9eb379d42b4eac54d3d592fe2bb594d0198c73b5a23,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-02,false,source_date_delivered,,
2024-06-02,2024,06,02,DR-24776,Batangas,LACTAMOX 500MG/125MG,2,3600,7200,0,7200,1115,2230,4970,0.69,valid,,,,,,,,,,,,,,2024s.csv,2024-06-02,969,69858dad873e16c8c30a7917a5056bcca3c9e256f54c86eabfc6b89ea111b0a6,0e94ecbd9b0353db41972d5a2546b39c6bd91d0127cdb58a4c28f322f55d5f52,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-02,false,source_date_delivered,,
2024-06-02,2024,06,02,DR-24779,Batangas,TRIDEN 160MG TAB,3,2560,7680,0,7680,720,2160,5520,0.72,valid,,,,,,,,,,,,,,2024s.csv,2024-06-02,964,8c4e0bd144844768c564a7dd657270616cbd6180e36e25946a4ec164c8ef9dac,910a134afe8243fdd90aad6a0d9499096cf4ca2b4e640cbccc4e63bcf1262e33,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-02,false,source_date_delivered,,
2024-06-02,2024,06,02,DR-24780,Batangas,TRIZEF 200MG TAB,2,9375,18750,0,18750,1600,3200,15550,0.83,valid,,,,,,,,,,,,,,2024s.csv,2024-06-02,961,fe37236b53b19cf4bceaa474daf487a6a26a30a8e7fa1bba1a9c05177e617f1f,2d21aceca7466d572a65592032ad06cd2d191c55ba3d6ff207d93a9e08d74b5f,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-02,false,source_date_delivered,,
2024-06-02,2024,06,02,DR-24778,Batangas,VOXOLL 30MG,5,715,3575,0,3575,168,840,2735,0.77,valid,,,,,,,,,,,,,,2024s.csv,2024-06-02,967,50c9a3111488a2b20e508de9734d83d317eb1501d39d973155413f57364b2515,c003f5e7ef03e2bf846af021eaf6157f74baca692b71115e97fb9fb7f8d1370c,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-02,false,source_date_delivered,,
2024-06-02,2024,06,02,DR-MS02454,Hospital,RAXIDINE 25MG/ML 2ML,10,1300,13000,0,13000,90,900,12100,0.93,valid,,,,,,,,,,,,,,2024s.csv,2024-06-02,1688,df29381a52b3dca56aad826e26feaf5235550a0091bbcad4edd873c96bbc6d6f,668aa4d2a3d088234a62d8a3ec5c2f6fb59987be085c58b4b1ee676e9e22e64c,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-02,false,source_date_delivered,,
2024-06-03,2024,06,03,DR-24806,Batangas,ARTAL-H 50MG/12.5MG TAB,1,3000,3000,0,3000,115,115,2885,0.96,valid,,,,,,,,,,,,,,2024s.csv,2024-06-03,1053,4610932d5c99bfe35cfabdc1ae26ac58bf1ebfc480d47142990c25de89781448,17c59d1b92b626ea2344f6272b0d20e043cb57577816a41a6935c028b38bf963,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-03,false,source_date_delivered,,
2024-06-03,2024,06,03,DR-24807,Batangas,DOLO-JAGA 500MG/50MG/100MG/100MCG,5,1800,9000,0,9000,615,3075,5925,0.66,valid,,,,,,,,,,,,,,2024s.csv,2024-06-03,1049,ae37fad5ca9a8540aa047bd1c35b69441df6c6db9397ad6b8beb0141793895e5,6f4882927f4cccdd36714efe393c353e0cbc83776a3bcdc35ac2b8b65689b04c,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-03,false,source_date_delivered,,
2024-06-03,2024,06,03,DR-24807,Batangas,EMLOR PLUS 5MG/50MG,6,590,3540,0,3540,216,1296,2244,0.63,valid,,,,,,,,,,,,,,2024s.csv,2024-06-03,1051,119978b36b1bd2e9c17ef5886dcb479782fdae56cf238f8b1c35df7bf1bfabc3,cedfad0db1c97e3020fd4fa801f44d3c6dca7f602621fae87de18f4581dd93fb,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-03,false,source_date_delivered,,
2024-06-03,2024,06,03,DR-24805,Batangas,JAGA 300MG/100MG/100MCG CAP,2,1590,3180,0,3180,530,1060,2120,0.67,valid,,,,,,,,,,,,,,2024s.csv,2024-06-03,1052,0d1a59bf66e67ed292c681dd7ba88613a3d14a9a2e37a35131bcdaee6933d616,01db5f24ef91ad1f9e20dbdc96922026e1d8f95d65802b90a01d89b6c5728fb9,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-03,false,source_date_delivered,,
2024-06-03,2024,06,03,DR-24807,Batangas,TRIDEN 160MG TAB,2,2560,5120,0,5120,720,1440,3680,0.72,valid,,,,,,,,,,,,,,2024s.csv,2024-06-03,1050,110e871589c5ca659f472fee3cf3db5eb77490150d35d26cde8631d5f302e46b,6634a841800faf303f010bf70146e95d0c52640fa71b23f4c36c74068c054bad,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-03,false,source_date_delivered,,
2024-06-03,2024,06,03,DR-MS02486,Hospital,ATREX 1MG/ML IV,5,900,4500,0,4500,210,1050,3450,0.77,valid,,,,,,,,,,,,,,2024s.csv,2024-06-03,1744,4842b40567ef045ce9162b97562654e6f75614d3aeadf0f5af492d19ecf19e34,d40992df44994d4a5e875252e6b2b885367649d43ab988be835c708182272732,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-03,false,source_date_delivered,,
2024-06-03,2024,06,03,DR-24858,Quezon,JAGA 300MG/100MG/100MCG CAP,1,1540,1540,462,1078,530,530,548,0.36,valid,,,,,,,,,,,,,,2024s.csv,2024-06-03,491,f7ff26b98bce20cce0400d751ef52b293ca69c83fa425725b7928b6c0c58c9ce,f3d79c5988f63f566852206daa96c23afea407c2b4705e5687a932f95c1e6f47,,,raw_tabular,"[""dr_number: standardized identifier format""]",false,,,accepted_clean_sales,,2024-06-03,false,source_date_delivered,,
2024-06-03,2024,06,03,DR-24858,Quezon,VOXOLL 15MG/5ML,24,80,1920,576,1344,33,792,552,0.29,valid,,,,,,,,,,,,,,2024s.csv,2024-06-03,489,88f4189651ef3ace45fedf78539be8a2f93fad37b5a16621d9a02a3a911b2cf5,86a2c82fd6bae3b461b8e8e5bfd626794bbc08898c9368243e19143595bfb60a,,,raw_tabular,"[""dr_number: standardized identifier format""]",false,,,accepted_clean_sales,,2024-06-03,false,source_date_delivered,,
2024-06-03,2024,06,03,DR-24858,Quezon,VOXOLL 30MG,3,800,2400,720,1680,168,504,1176,0.49,valid,,,,,,,,,,,,,,2024s.csv,2024-06-03,490,514936dc925cac586e04d1d5420722392c3d7f1dd333c11a42ea9b81c2a293fe,c50686da69a38b97b6fc82e25ba99a20c8790e15b9232886ffc38e753c6d458b,,,raw_tabular,"[""dr_number: standardized identifier format""]",false,,,accepted_clean_sales,,2024-06-03,false,source_date_delivered,,
2024-06-04,2024,06,04,DR-MS02531,Hospital,RAXIDINE 25MG/ML 2ML,12,1300,15600,0,15600,90,1080,14520,0.93,valid,,,,,,,,,,,,,,2024s.csv,2024-06-04,1829,a615243398906dfa755aa474fc64c69cca33792d2cdfebccff8c2acfb11896f8,5c79de37a2354c9c30faddcfb5d7b3898a3b1d2e92f72c599851d1480b4e59e8,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-04,false,source_date_delivered,,
2024-06-05,2024,06,05,DR-024782,Admin,ANEROCIN 300MG,2,3800,7600,0,7600,979,1958,5642,0.74,valid,,,,,,,,,,,,,,2024s.csv,2024-06-05,129,50f472e6bfb32c5160023fa912c2147cb0b69629858d27c26aeb575fb3e8d44d,6f1b8afbf5ab9628ceaadf65201c45fa8369a557f1bf3267458e31620ff5607a,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-05,false,source_date_delivered,,
2024-06-05,2024,06,05,DR-024782,Admin,APCELAC 500MG,7,655,4585,0,4585,400,2800,1785,0.39,valid,,,,,,,,,,,,,,2024s.csv,2024-06-05,123,3385121f27194001302f1f10a33e54349756aa53ea9e8f8dd57d230fade0828b,58bba69282eab99d46395fc3173d5e987a03ae7d46909e06644bd17a558f2954,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,accepted_clean_sales,,2024-06-05,false,source_date_delivered,,
