period,area,product,row_count,estimated_contract_rows,estimated_date_rows,unique_products,unique_dr_numbers,quantity,total_trade_price,net_income,net_cost,discount,total_cost,gross_margin_rate
2024-10,Pagbilao,BOND PAPER LEGAL 80GSM (DOUBLE A),1,1,0,1,1,0.1181,708.69,165.36,874.06,0.0,874.06,0.233332
2024-10,Pagbilao,BP APPARATUS ANEROID SPHYGMOMANOMETER (BAXTEL),1,1,0,1,1,0.1209,2687.76,1829.49,4517.25,0.0,4517.25,0.680675
2024-10,Pagbilao,CLEAR BOOK LEGAL/LONG,4,4,0,1,4,0.8697,19961.51,12573.25,18448.9,0.0,18448.9,0.629875
2024-10,Pagbilao,CORRECTION TAPE 20MM,2,2,0,1,2,0.5637,37311.98,39599.05,76911.03,0.0,76911.03,1.061296
2024-10,Pagbilao,CORRECTION TAPE JOY,1,1,0,1,1,0.1582,21671.01,10514.03,11156.98,0.0,11156.98,0.485166
2024-10,Pagbilao,ELECTRICAL WIRE #14,2,2,0,1,2,0.2893,15213.62,8167.43,14396.11,0.0,14396.11,0.53685
2024-10,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,5,5,0,1,5,1.2298,67304.04,38371.5,75984.05,0.0,75984.05,0.570122
2024-10,Pagbilao,HARD COPY SUB#20 A4,5,5,0,1,5,1.1312,66384.08,53770.57,94516.08,0.0,94516.08,0.809992
2024-10,Pagbilao,HBW BLACK BALLPEN,2,2,0,1,2,0.3434,11827.2,8050.44,19877.64,0.0,19877.64,0.680672
2024-10,Pagbilao,INK EPSON #003 BLACK,4,4,0,1,4,0.8368,20559.36,11566.21,32125.57,0.0,32125.57,0.562576
2024-10,Pagbilao,INK EPSON #003 MAGENTA,1,1,0,1,1,0.1219,2606.45,2420.51,5026.95,0.0,5026.95,0.928662
2024-10,Pagbilao,MASKING TAPE 1INCH,3,3,0,1,3,0.3799,23033.23,22964.1,45997.33,0.0,45997.33,0.996999
2024-10,Pagbilao,MYGEL BLACK,1,1,0,1,1,0.0944,12939.13,6277.62,6661.51,0.0,6661.51,0.485166
2024-10,Pagbilao,RECORD BOOK 500PAGES (VALIANT),1,1,0,1,1,0.223,11149.61,5519.06,16668.66,0.0,16668.66,0.495
2024-10,Pagbilao,REFRIGERATOR 22CU.FT TWO DOOR UPRIGHT CHILLER (FUJIDENZO),2,2,0,1,2,0.2891,18893.37,20845.66,39739.03,0.0,39739.03,1.103332
2024-10,Pagbilao,SCOTCH TAPE 1'',2,2,0,1,2,0.2447,11045.02,6453.49,12392.32,0.0,12392.32,0.58429
2024-10,Pagbilao,STAPLE WIRE #35,1,1,0,1,1,0.1717,7025.48,3374.86,3650.63,0.0,3650.63,0.480374
2024-10,Pagbilao,T SHIRT WITH PRINT,6,6,0,1,6,2.2048,113404.9,64309.13,92429.76,0.0,92429.76,0.567075
2024-10,Pagbilao,TRASH BAG - BLACK - MEDIUM,3,3,0,1,3,0.363,14249.47,7999.31,9859.26,0.0,9859.26,0.561376
2024-10,QMC,AMBIDOL 50MG/ML (100MG/2ML) 2ML,1,1,0,1,1,0.1967,6617.25,2415.71,9032.96,0.0,9032.96,0.365063
2024-10,QMC,ANTIZOAL 5MG/ML,2,2,0,1,2,0.3266,33366.47,9679.99,43046.47,0.0,43046.47,0.290111
2024-10,QMC,ANTIZOAL 5MG/ML (500MG/100ML) 100ML,3,3,0,1,3,1.1165,146432.18,61432.2,132035.15,0.0,132035.15,0.419527
2024-10,QMC,BUPIRIGHT 5MG/ML 0.5% IN 8% 4ML,1,1,0,1,1,0.1802,6061.93,2212.98,8274.91,0.0,8274.91,0.365062
2024-10,QMC,CETHERGO 200MCG/ML IV,1,1,0,1,1,0.1108,17413.17,4827.39,22240.56,0.0,22240.56,0.277226
2024-10,QMC,DEXAMAX 4MG/ML (8MG/2ML) 2ML,1,1,0,1,1,0.2555,145942.8,57666.49,203609.29,0.0,203609.29,0.395131
2024-10,QMC,DOLO-JAGA 500MG/50MG/100MG/100MCG,1,1,0,1,1,0.2863,163507.39,64606.81,228114.19,0.0,228114.19,0.395131
2024-10,QMC,EVAPROST 125MCG/ML,1,1,0,1,1,0.0979,19226.7,11175.39,8051.31,0.0,8051.31,0.581243
2024-10,QMC,EVAPROST 250MCG/ML IV,1,1,0,1,1,0.1687,33121.66,19251.74,13869.92,0.0,13869.92,0.581243
2024-10,QMC,GYNE-TOCIN 10IU/ML IV,2,2,0,1,2,0.1916,70496.12,26111.7,96607.82,0.0,96607.82,0.370399
2024-10,QMC,LACTAMOX 500MG/125MG,1,1,0,1,1,0.2677,52573.07,30557.74,22015.32,0.0,22015.32,0.581243
2024-10,QMC,PHYTOBAS 10MG/ML IV,4,4,0,1,4,0.6174,158497.44,64210.11,192232.53,0.0,192232.53,0.405118
2024-10,QMC,RAXIDINE 25MG/ML 2ML,1,1,0,1,1,0.184,105084.82,41522.25,146607.07,0.0,146607.07,0.395131
2024-11,Pagbilao,AIRCON SPLIT TYPE 2HP INVERTER (CARRIER),4,4,0,1,4,0.6731,65009.53,36620.85,101630.37,0.0,101630.37,0.563315
2024-11,Pagbilao,AMBILIN 500,1,1,0,1,1,0.2055,12263.87,6247.63,18511.5,0.0,18511.5,0.509434
2024-11,Pagbilao,BALLPEN FINEPOINT,1,1,0,1,1,0.1627,2684.2,1844.78,4528.98,0.0,4528.98,0.687274
2024-11,Pagbilao,BATHROOM TISSUE 2PLY 12'S (FEMME),1,1,0,1,1,0.1522,911.78,602.78,1514.56,0.0,1514.56,0.661102
2024-11,Pagbilao,BOND PAPER A4 (HARDCOPY),2,2,0,1,2,0.4251,15928.57,8157.1,24085.68,0.0,24085.68,0.512105
2024-11,Pagbilao,BOND PAPER LEGAL 80GSM (DOUBLE A),2,2,0,1,2,0.28,9299.37,6306.41,15605.78,0.0,15605.78,0.678155
2024-11,Pagbilao,BOND PAPER LONG (HARDCOPY),2,2,0,1,2,0.4639,71663.25,38973.04,110636.3,0.0,110636.3,0.543836
2024-11,Pagbilao,BP APPARATUS ANEROID SPHYGMOMANOMETER (BAXTEL),3,3,0,1,3,0.3684,12841.18,8915.17,21756.35,0.0,21756.35,0.694264
2024-11,Pagbilao,CLEAR BOOK LEGAL/LONG,6,6,0,1,6,1.5849,49223.32,34504.38,83727.7,0.0,83727.7,0.700976
2024-11,Pagbilao,CORRECTION TAPE 20MM,3,3,0,1,3,0.7282,21472.94,14116.93,35589.88,0.0,35589.88,0.657429
2024-11,Pagbilao,CORRECTION TAPE JOY,2,2,0,1,2,0.4605,70492.97,38549.64,109042.63,0.0,109042.63,0.546858
2024-11,Pagbilao,ELECTRICAL WIRE #14,1,1,0,1,1,0.151,425.73,289.78,715.5,0.0,715.5,0.680666
2024-11,Pagbilao,FACEMASK BLUE,1,1,0,1,1,0.1281,7646.25,3895.26,11541.5,0.0,11541.5,0.509434
2024-11,Pagbilao,FOLDER ORDINARY WHITE LONG 100'S,3,3,0,1,3,0.6153,22192.6,15868.22,38060.81,0.0,38060.81,0.715023
2024-11,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,3,3,0,1,3,0.8319,15387.7,10439.75,25827.44,0.0,25827.44,0.678448
2024-11,Pagbilao,HARD COPY SUB#20 A4,1,1,0,1,1,0.3144,4204.51,2810.32,7014.83,0.0,7014.83,0.668406
2024-11,Pagbilao,HBW BLACK BALLPEN,2,2,0,1,2,0.3828,15026.07,10616.69,25642.76,0.0,25642.76,0.706551
2024-11,Pagbilao,INK CARTRIDGE TRI COLOR (HP680),1,1,0,1,1,0.0972,1341.26,676.46,2017.72,0.0,2017.72,0.504347
2024-11,Pagbilao,INK EPSON #003 CYAN,2,2,0,1,2,0.3524,6461.45,3842.42,10303.87,0.0,10303.87,0.594668
2024-11,Pagbilao,INK EPSON #003 MAGENTA,2,2,0,1,2,0.3221,12118.96,5906.98,18025.94,0.0,18025.94,0.487416
2024-11,Pagbilao,INK EPSON #003 YELLOW,1,1,0,1,1,0.2034,10955.03,7456.78,18411.81,0.0,18411.81,0.680672
2024-11,Pagbilao,MARKER BLACK (PILOT),1,1,0,1,1,0.151,904.23,597.79,1502.03,0.0,1502.03,0.661104
2024-11,Pagbilao,MASKING TAPE 1INCH,3,3,0,1,3,0.4357,49130.59,26766.9,75897.49,0.0,75897.49,0.544811
2024-11,Pagbilao,MECLOP 5MG\ML,1,1,0,1,1,0.1501,8960.01,4564.53,13524.55,0.0,13524.55,0.509434
2024-11,Pagbilao,"MICROPORE 1"" - 1530-1 - 3M",1,1,0,1,1,0.2759,16468.62,8389.68,24858.3,0.0,24858.3,0.509434
2024-11,Pagbilao,MYGEL BLACK,2,2,0,1,2,0.2455,11879.69,6613.55,18493.23,0.0,18493.23,0.556711
2024-11,Pagbilao,RECORD BOOK 500PAGES (VALIANT),1,1,0,1,1,0.2267,639.35,435.19,1074.54,0.0,1074.54,0.680676
2024-11,Pagbilao,REFRIGERATOR 22CU.FT TWO DOOR UPRIGHT CHILLER (FUJIDENZO),1,1,0,1,1,0.1789,9635.97,6558.94,16194.9,0.0,16194.9,0.680673
2024-11,Pagbilao,SCOTCH TAPE 1'',4,4,0,1,4,0.5425,6096.56,3972.27,10068.83,0.0,10068.83,0.651559
2024-11,Pagbilao,SHARJVAX 1500 I.U. / 0.7ML,1,1,0,1,1,0.2404,14352.5,7311.65,21664.15,0.0,21664.15,0.509434
2024-11,Pagbilao,STAPLE WIRE #35,3,3,0,1,3,0.5228,61400.73,33316.95,94717.68,0.0,94717.68,0.542615
2024-11,Pagbilao,STAPLER STANDARD TYPE (JOY),2,2,0,1,2,0.2643,3455.26,2616.14,6071.41,0.0,6071.41,0.757147
2024-11,Pagbilao,T SHIRT WITH PRINT,4,4,0,1,4,1.5771,44131.7,21780.0,65911.68,0.0,65911.68,0.493523
2024-11,Pagbilao,TRASH BAG - BLACK - MEDIUM,2,2,0,1,2,0.286,10717.04,5488.25,16205.3,0.0,16205.3,0.512105
2024-12,Pagbilao,AIRCON SPLIT TYPE 2HP INVERTER (CARRIER),3,3,0,1,3,0.415,64803.8,13381.12,78184.91,0.0,78184.91,0.206487
2024-12,Pagbilao,BALLPEN FINEPOINT,7,7,0,1,7,1.1504,806766.34,692816.47,1413392.49,0.0,1413392.49,0.858757
2024-12,Pagbilao,BATHROOM TISSUE 2PLY 12'S (FEMME),5,5,0,1,5,0.7941,876039.36,683637.9,1520345.21,0.0,1520345.21,0.780373
2024-12,Pagbilao,BOND PAPER A4 (HARDCOPY),2,2,0,1,2,0.4031,3843.31,1612.81,5456.11,0.0,5456.11,0.419641
2024-12,Pagbilao,BOND PAPER LEGAL 80GSM (DOUBLE A),5,5,0,1,5,0.6065,5345.08,7504.6,11847.16,0.0,11847.16,1.40402
2024-12,Pagbilao,BOND PAPER LONG (HARDCOPY),10,10,0,1,10,2.0217,390633.43,170310.2,548264.93,0.0,548264.93,0.435985
2024-12,Pagbilao,CLEAR BOOK LEGAL/LONG,5,5,0,1,5,1.2172,468568.47,147255.63,555865.34,0.0,555865.34,0.314267
2024-12,Pagbilao,CORRECTION TAPE 20MM,3,3,0,1,3,0.6827,551553.25,381934.79,172355.17,0.0,172355.17,0.692471
2024-12,Pagbilao,CORRECTION TAPE JOY,6,6,0,1,6,1.3068,816695.14,819070.44,1554856.14,0.0,1554856.14,1.002908
2024-12,Pagbilao,ELECTRICAL WIRE #14,4,4,0,1,4,0.6457,439943.57,164444.68,603016.81,0.0,603016.81,0.373786
2024-12,Pagbilao,FOLDER ORDINARY WHITE LONG 100'S,3,3,0,1,3,0.6583,715418.39,720819.29,1436237.68,0.0,1436237.68,1.007549
2024-12,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,8,8,0,1,8,2.2032,510310.85,215803.56,726114.42,0.0,726114.42,0.422886
2024-12,Pagbilao,HARD COPY SUB#20 A4,3,3,0,1,3,0.6757,603187.6,417239.84,221537.5,0.0,221537.5,0.691725
2024-12,Pagbilao,HBW BLACK BALLPEN,3,3,0,1,3,0.5765,37051.6,34152.66,12174.88,0.0,12174.88,0.921759
2024-12,Pagbilao,INK CARTRIDGE TRI COLOR (HP680),3,3,0,1,3,0.3867,210256.47,68755.31,237237.25,0.0,237237.25,0.327007
2024-12,Pagbilao,INK EPSON #003 BLACK,8,8,0,1,8,1.656,176286.72,66098.82,191166.41,0.0,191166.41,0.374951
2024-12,Pagbilao,INK EPSON #003 CYAN,1,1,0,1,1,0.2096,4974.87,3386.25,8361.12,0.0,8361.12,0.680671
2024-12,Pagbilao,INK EPSON #003 MAGENTA,1,1,0,1,1,0.1784,794.83,347.01,1141.85,0.0,1141.85,0.436584
2024-12,Pagbilao,INK EPSON #003 YELLOW,3,3,0,1,3,0.5271,8296.93,9149.36,17446.3,0.0,17446.3,1.10274
2024-12,Pagbilao,MARKER BLACK (PILOT),4,4,0,1,4,0.595,40846.51,35034.38,18214.01,0.0,18214.01,0.857708
2024-12,Pagbilao,MASKING TAPE 1INCH,3,3,0,1,3,0.3937,283910.48,195853.02,88057.47,0.0,88057.47,0.689841
2024-12,Pagbilao,MYGEL BLACK,2,2,0,1,2,0.2781,30594.46,15691.83,16133.89,0.0,16133.89,0.512898
2024-12,Pagbilao,NUTRIBOARD WITHOUT BAG,2,2,0,1,2,0.4707,50712.51,43259.94,18821.29,0.0,18821.29,0.853043
2024-12,Pagbilao,RECORD BOOK 500PAGES (VALIANT),5,5,0,1,5,1.2184,366146.7,202048.67,481254.33,0.0,481254.33,0.551824
2024-12,Pagbilao,REFRIGERATOR 22CU.FT TWO DOOR UPRIGHT CHILLER (FUJIDENZO),2,2,0,1,2,0.3309,548872.94,554221.92,1103094.85,0.0,1103094.85,1.009745
2024-12,Pagbilao,SCOTCH TAPE 1'',4,4,0,1,4,0.5214,49236.49,34748.43,35368.26,0.0,35368.26,0.705745
2024-12,Pagbilao,STAPLE WIRE #35,1,1,0,1,1,0.1697,70413.1,9162.19,79575.28,0.0,79575.28,0.130121
2024-12,Pagbilao,STAPLER STANDARD TYPE (JOY),2,2,0,1,2,0.1994,247378.41,169932.88,78139.19,0.0,78139.19,0.686935
2024-12,Pagbilao,T SHIRT WITH PRINT,8,8,0,1,8,2.9471,1653908.72,884382.1,1141186.94,0.0,1141186.94,0.534722
2024-12,Pagbilao,TRASH BAG - BLACK - MEDIUM,4,4,0,1,4,0.5611,25303.76,14138.4,39442.16,0.0,39442.16,0.558747
2024-12,QMC,BATHROOM TISSUE 2PLY 12'S (FEMME),1,1,0,1,1,0.1303,7987.74,4690.42,12678.16,0.0,12678.16,0.587202
2024-12,QMC,CORRECTION TAPE 20MM,1,1,0,1,1,0.2148,13164.29,7730.1,20894.39,0.0,20894.39,0.587202
2024-12,QMC,CORRECTION TAPE JOY,1,1,0,1,1,0.1673,10254.45,6021.44,16275.89,0.0,16275.89,0.587203
2024-12,QMC,HARD COPY SUB#20 (8 1/2X13) LONG,1,1,0,1,1,0.2984,5013.33,3937.98,8951.31,0.0,8951.31,0.785502
2024-12,QMC,HARD COPY SUB#20 A4,1,1,0,1,1,0.2576,4329.04,3400.46,7729.5,0.0,7729.5,0.7855
2024-12,QMC,INK EPSON #003 CYAN,1,1,0,1,1,0.1373,8413.93,4940.67,13354.6,0.0,13354.6,0.587201
2024-12,QMC,INK EPSON #003 MAGENTA,1,1,0,1,1,0.1734,2913.57,2288.62,5202.19,0.0,5202.19,0.785504
2024-12,QMC,SCOTCH TAPE 1'',1,1,0,1,1,0.1377,2313.2,1817.02,4130.22,0.0,4130.22,0.785501
2024-12,QMC,T SHIRT WITH PRINT,1,1,0,1,1,0.3502,21462.27,12602.69,34064.96,0.0,34064.96,0.587202
2024-12,QMC,TRASH BAG - BLACK - MEDIUM,1,1,0,1,1,0.1329,2232.86,1753.92,3986.78,0.0,3986.78,0.785504
2025-01,Pagbilao,BATHROOM TISSUE 2PLY 12'S (FEMME),1,1,0,1,1,0.1243,525832.85,912358.44,1438191.29,0.0,1438191.29,1.735073
2025-01,Pagbilao,BOND PAPER LONG (HARDCOPY),1,1,0,1,1,0.1655,699902.04,1214381.23,1914283.27,0.0,1914283.27,1.735073
2025-01,Pagbilao,CLEAR BOOK LEGAL/LONG,1,1,0,1,1,0.2652,364415.44,184329.5,548744.93,0.0,548744.93,0.505822
2025-01,Pagbilao,CORRECTION TAPE JOY,1,1,0,1,1,0.2234,306887.53,155230.59,462118.13,0.0,462118.13,0.505822
2025-01,Pagbilao,HARD COPY SUB#20 A4,1,1,0,1,1,0.1946,822976.37,1427924.17,2250900.54,0.0,2250900.54,1.735073
2025-01,Pagbilao,INK CARTRIDGE TRI COLOR (HP680),1,1,0,1,1,0.1359,186661.47,94417.56,281079.03,0.0,281079.03,0.505822
2025-01,Pagbilao,INK EPSON #003 YELLOW,1,1,0,1,1,0.1833,251805.55,127368.89,379174.44,0.0,379174.44,0.505822
2025-01,Pagbilao,RECORD BOOK 500PAGES (VALIANT),1,1,0,1,1,0.1815,767777.33,1332149.82,2099927.15,0.0,2099927.15,1.735073
2025-01,Pagbilao,STAPLE WIRE #35,1,1,0,1,1,0.1923,264230.01,133653.46,397883.47,0.0,397883.47,0.505822
2025-01,Pagbilao,T SHIRT WITH PRINT,1,1,0,1,1,0.3341,1412860.85,2451416.9,3864277.75,0.0,3864277.75,1.735073
2025-02,Pagbilao,AIRCON SPLIT TYPE 2HP INVERTER (CARRIER),1,1,0,1,1,0.1581,65623.96,8539.02,74162.98,0.0,74162.98,0.13012
2025-02,Pagbilao,BOND PAPER A4 (HARDCOPY),1,1,0,1,1,0.1969,81702.76,10631.2,92333.96,0.0,92333.96,0.13012
2025-02,Pagbilao,CLEAR BOOK LEGAL/LONG,1,1,0,1,1,0.2502,103828.51,13510.22,117338.73,0.0,117338.73,0.130121
2025-02,Pagbilao,CORRECTION TAPE 20MM,1,1,0,1,1,0.2206,577697.52,-409039.65,168657.87,0.0,168657.87,-0.708052
2025-02,Pagbilao,CORRECTION TAPE JOY,1,1,0,1,1,0.2282,48678.93,-24718.51,23960.41,0.0,23960.41,-0.507787
2025-02,Pagbilao,HBW BLACK BALLPEN,1,1,0,1,1,0.1811,75150.37,9778.6,84928.97,0.0,84928.97,0.13012
2025-02,Pagbilao,INK CARTRIDGE TRI COLOR (HP680),1,1,0,1,1,0.1045,273710.26,-193800.99,79909.27,0.0,79909.27,-0.708052
2025-02,Pagbilao,INK EPSON #003 BLACK,2,2,0,1,2,0.388,545164.9,-311663.71,233501.19,0.0,233501.19,-0.571687
2025-02,Pagbilao,INK EPSON #003 MAGENTA,1,1,0,1,1,0.141,369234.0,-261436.73,107797.28,0.0,107797.28,-0.708052
2025-02,Pagbilao,INK EPSON #003 YELLOW,1,1,0,1,1,0.1872,39941.74,-20281.89,19659.86,0.0,19659.86,-0.507787
2025-02,Pagbilao,MARKER BLACK (PILOT),1,1,0,1,1,0.1763,37614.46,-19100.12,18514.33,0.0,18514.33,-0.507787
2025-02,Pagbilao,RECORD BOOK 500PAGES (VALIANT),1,1,0,1,1,0.2596,55365.61,-28113.92,27251.69,0.0,27251.69,-0.507787
2025-02,Pagbilao,SCOTCH TAPE 1'',1,1,0,1,1,0.1487,31711.26,-16102.56,15608.71,0.0,15608.71,-0.507787
2025-02,Pagbilao,T SHIRT WITH PRINT,1,1,0,1,1,0.3596,941843.68,-666873.92,274969.75,0.0,274969.75,-0.708052
2025-03,Gulang Gulang,EXECORE 500MG TAB,1,1,0,1,1,0.1807,6265.3,1699.12,7964.42,0.0,7964.42,0.271195
2025-03,Gulang Gulang,HYCLENS WOUND SPRAY (60ML),1,1,0,1,1,0.1508,5228.38,1417.92,6646.3,0.0,6646.3,0.271197
2025-03,Gulang Gulang,SOLVAPRINE 10MG TAB,1,1,0,1,1,0.2183,7570.2,2053.01,9623.21,0.0,9623.21,0.271196
2025-03,Gulang Gulang,TRIVASC 35MG,1,1,0,1,1,0.3416,11846.85,3212.82,15059.67,0.0,15059.67,0.271196
2025-03,Gulang Gulang,ZILTEM 25MG,1,1,0,1,1,0.1086,3765.27,1021.13,4786.4,0.0,4786.4,0.271197
2025-03,QMC,ARCH FILE LONG 3INCHES,1,1,0,1,1,0.0542,15160.72,7862.76,23023.49,0.0,23023.49,0.518627
2025-03,QMC,BREAD,1,1,0,1,1,0.1959,54780.0,28410.39,83190.39,0.0,83190.39,0.518627
2025-03,QMC,CAMERA WITH SD CARD AND LENS EOS RP RF24-105MM PRO (CANON),1,1,0,1,1,0.2836,79309.42,41132.02,120441.43,0.0,120441.43,0.518627
2025-03,QMC,MINERAL WATER 330ML (NATURE SPRING),1,1,0,1,1,0.1863,52109.49,27025.39,79134.88,0.0,79134.88,0.518627
2025-03,QMC,"QMC 787,170",1,1,0,1,1,0.2801,78340.37,40629.44,118969.81,0.0,118969.81,0.518627
2025-04,PESO Provincial,BALLPEN FINEPOINT,1,1,0,1,1,0.1548,2019.69,-499.29,1520.4,0.0,1520.4,-0.247211
2025-04,PESO Provincial,BATHROOM TISSUE 2PLY 12'S (FEMME),1,1,0,1,1,0.1607,10662.7,5619.93,16282.62,0.0,16282.62,0.527064
2025-04,PESO Provincial,BOND PAPER A4 (HARDCOPY),1,1,0,1,1,0.1927,12790.95,6741.65,19532.6,0.0,19532.6,0.527064
2025-04,PESO Provincial,CLEAR BOOK LEGAL/LONG,1,1,0,1,1,0.2449,16254.12,8566.97,24821.09,0.0,24821.09,0.527065
2025-04,PESO Provincial,CORPILYN 250MG,1,1,0,1,1,0.1791,113042.89,58754.82,171797.71,0.0,171797.71,0.519757
2025-04,PESO Provincial,CORPILYN 500MG,1,1,0,1,1,0.132,83350.56,43322.02,126672.57,0.0,126672.57,0.519757
2025-04,PESO Provincial,CORRECTION TAPE 20MM,1,1,0,1,1,0.279,3639.56,-899.75,2739.82,0.0,2739.82,-0.247214
2025-04,PESO Provincial,ENOXAGET-40 40MG/0.4ML,1,1,0,1,1,0.1733,109411.42,56867.33,166278.76,0.0,166278.76,0.519757
2025-04,PESO Provincial,FOLDER ORDINARY WHITE LONG 100'S,1,1,0,1,1,0.1925,12775.5,6733.51,19509.02,0.0,19509.02,0.527064
2025-04,PESO Provincial,HBW BLACK BALLPEN,1,1,0,1,1,0.1868,2436.68,-602.38,1834.3,0.0,1834.3,-0.247213
2025-04,PESO Provincial,INK CARTRIDGE TRI COLOR (HP680),1,1,0,1,1,0.1322,1724.44,-426.3,1298.13,0.0,1298.13,-0.247211
2025-04,PESO Provincial,INK EPSON #003 BLACK,1,1,0,1,1,0.2092,13885.9,7318.77,21204.67,0.0,21204.67,0.527065
2025-04,PESO Provincial,IV CANNULA WITH WINGS LUER LOCK G22 .8X25MM (CATHULA),1,1,0,1,1,0.2668,168447.79,87551.89,255999.68,0.0,255999.68,0.519757
2025-04,PESO Provincial,MICROSCOT 20MG 5G,1,1,0,1,1,0.2488,157032.54,81618.74,238651.28,0.0,238651.28,0.519757
2025-04,PESO Provincial,RECORD BOOK 500PAGES (VALIANT),1,1,0,1,1,0.2472,3224.48,-797.13,2427.35,0.0,2427.35,-0.247212
2025-04,Pagbilao,CLEAR BOOK LEGAL/LONG,1,1,0,1,1,0.1699,1103.71,573.66,1677.37,0.0,1677.37,0.519756
2025-04,Pagbilao,CORRECTION TAPE 20MM,1,1,0,1,1,0.1836,1193.26,620.21,1813.47,0.0,1813.47,0.519761
2025-04,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,1,1,0,1,1,0.202,1312.34,682.1,1994.44,0.0,1994.44,0.519759
2025-04,Pagbilao,INK EPSON #003 BLACK,1,1,0,1,1,0.1451,942.9,490.08,1432.98,0.0,1432.98,0.519758
2025-04,Pagbilao,T SHIRT WITH PRINT,1,1,0,1,1,0.2994,1945.54,1011.2,2956.74,0.0,2956.74,0.519753
2025-05,Gulang Gulang,AMOLTEX 2MG/5ML,1,1,0,1,1,0.155,5014.58,2507.29,7521.87,0.0,7521.87,0.5
2025-05,Gulang Gulang,HYCLENS GARGLE 0.12% 120ML,1,1,0,1,1,0.1468,4747.9,2373.95,7121.85,0.0,7121.85,0.5
2025-05,Gulang Gulang,HYCLENS WOUND SPRAY (60ML),1,1,0,1,1,0.1261,4080.11,2040.06,6120.17,0.0,6120.17,0.500001
2025-05,Gulang Gulang,KZIDINE 35MG,1,1,0,1,1,0.3689,11932.53,5966.26,17898.79,0.0,17898.79,0.5
2025-05,Gulang Gulang,TRIVASC 35MG MR,1,1,0,1,1,0.2032,6574.88,3287.44,9862.32,0.0,9862.32,0.5
2025-05,Pagbilao,ABHAY-TOX 40IU/0.5ML VIAL,1,1,0,1,1,0.2087,248071.24,50615.45,298686.69,0.0,298686.69,0.204036
2025-05,Pagbilao,AIRCON SPLIT TYPE 2HP INVERTER (CARRIER),1,1,0,1,1,0.15,6739.76,3113.62,9853.39,0.0,9853.39,0.461978
2025-05,Pagbilao,AMCETAM 150MG/ML 2ML,2,2,0,1,2,0.6397,870864.45,248745.33,1119609.78,0.0,1119609.78,0.28563
2025-05,Pagbilao,BALLPEN FINEPOINT,1,1,0,1,1,0.1476,876.96,455.8,1332.76,0.0,1332.76,0.51975
2025-05,Pagbilao,BATHROOM TISSUE 2PLY 12'S (FEMME),1,1,0,1,1,0.1471,222561.93,97189.87,319751.8,0.0,319751.8,0.436687
2025-05,Pagbilao,BOND PAPER A4 (HARDCOPY),1,1,0,1,1,0.1765,266984.91,116588.8,383573.72,0.0,383573.72,0.436687
2025-05,Pagbilao,BOND PAPER LEGAL 80GSM (DOUBLE A),1,1,0,1,1,0.1147,681.44,354.18,1035.62,0.0,1035.62,0.519752
2025-05,Pagbilao,BOND PAPER LONG (HARDCOPY),1,1,0,1,1,0.2073,9309.99,4301.02,13611.01,0.0,13611.01,0.461979
2025-05,Pagbilao,CLEAR BOOK LEGAL/LONG,1,1,0,1,1,0.2374,10662.3,4925.76,15588.05,0.0,15588.05,0.461979
2025-05,Pagbilao,CORPILYN 250MG,1,1,0,1,1,0.1359,161538.8,32959.72,194498.52,0.0,194498.52,0.204036
2025-05,Pagbilao,CORRECTION TAPE JOY,1,1,0,1,1,0.2407,701919.12,822482.21,1524401.33,0.0,1524401.33,1.171762
2025-05,Pagbilao,FOLDER ORDINARY WHITE LONG 100'S,1,1,0,1,1,0.1866,8380.41,3871.57,12251.98,0.0,12251.98,0.461979
2025-05,Pagbilao,HAIXONE WITH DILUENT 1G,1,1,0,1,1,0.1054,161247.1,56049.52,217296.62,0.0,217296.62,0.3476
2025-05,Pagbilao,HBW BLACK BALLPEN,2,2,0,1,2,0.3404,246628.68,107787.4,354416.08,0.0,354416.08,0.437043
2025-05,Pagbilao,HYDROCORTIBAS 100MG VIAL,1,1,0,1,1,0.2593,396753.98,137911.75,534665.73,0.0,534665.73,0.3476
2025-05,Pagbilao,INK CARTRIDGE TRI COLOR (HP680),1,1,0,1,1,0.126,748.75,389.17,1137.92,0.0,1137.92,0.51976
2025-05,Pagbilao,IV CANNULA WITH WINGS LUER LOCK G22 .8X25MM (CATHULA),2,2,0,1,2,0.4096,557648.5,159281.34,716929.84,0.0,716929.84,0.28563
2025-05,Pagbilao,MARKER BLACK (PILOT),1,1,0,1,1,0.186,542351.25,635506.63,1177857.88,0.0,1177857.88,1.171762
2025-05,Pagbilao,MASKING TAPE 1INCH,1,1,0,1,1,0.1585,462319.1,541727.99,1004047.09,0.0,1004047.09,1.171762
2025-05,Pagbilao,NEBULIZER KIT ADULT (SURGITECH),1,1,0,1,1,0.1366,162331.71,33121.51,195453.22,0.0,195453.22,0.204036
2025-05,Pagbilao,NUTRIBOARD WITHOUT BAG,2,2,0,1,2,0.4822,777932.95,904577.92,1682510.87,0.0,1682510.87,1.162797
2025-05,Pagbilao,T SHIRT WITH PRINT,2,2,0,1,2,0.829,600617.03,262495.61,863112.64,0.0,863112.64,0.437043
