date_delivered,date_is_estimated,date_estimation_method,original_date_delivered,nearest_dated_source_row_number,date_source_row_distance,year,month,day,dr_number,area,product,quantity,unit_cost,total_cost,discount,net_cost,trade_price_unit,total_trade_price,net_income,margin_pct,quality_status,quality_notes,allocation_status,estimated,original_area,original_product,allocation_method,allocation_confidence,allocation_profile_level,allocation_weight,allocation_child_number,allocation_child_count,embedded_area_amount,allocated_embedded_area_amount,source_workbook,source_sheet,source_row_number,source_hash,business_hash,parent_source_hash,parent_business_hash,input_stage,standardization_applied,duplicate,allocation_profile_rows,allocation_profile_products,date_issue
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,SAPHLOPID 75MG,3,2875,8625,0,8625,118,354,8271,0.96,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3304,df287f6b6f0b37cfeb26fe264b7b5a73897a45144688e9cd9dde83ddd720d1e3,a3551a808c225cf6910898556c057a3fcd175ce9126bd83075759d508330dded,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,GLIMIDE 5MG,5,225,1125,0,1125,23,115,1010,0.9,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3305,d7e9cff3eaed4efc67572ccc1d46e1aca36b70ed13d9a754ffd4bfda31d02c60,7b240686f859b2cb0d5d814945feb8e0fff8a7712eab33c91da06a0ca39ae392,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,ZEBET 80MG,5,1150,5750,0,5750,210,1050,4700,0.82,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3306,77197300c9d44d04676631ea81860a42c58ed6d29d91844a9d6e7b1d79eb2b10,c3f815eca159e85e4c01bb31cf594192f1c89162c36f3e2f9f5e5298433c9438,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,CENTRAMED IRBESARTAN 150MG,2,2565,5130,0,5130,380,760,4370,0.85,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3307,4cda82b390245633b02226a46d08d952fb6c90aa8afda2a2e5e67e3ae4b8676b,d6f85a3e1e90a9c5f57c341b5b39ba9602eceff415910a09f32fd6bfc6e6d462,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,ANGEL-50 50MG,29,700,20300,0,20300,158,4582,15718,0.77,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3308,dcbd533f57768a3df30b90da79cfec337ff69fcb0eb63cd09e2995f4b97a1752,45bdd7dee9f2531ab23a9de6f73587c0c1d5d8d3fd7aaafe469c1ebcfe986eb4,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,LOSAAR 100MG,3,1800,5400,0,5400,250,750,4650,0.86,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3309,40713fa62ec261e3ad18fba95e75a7cea92a6e0e7b408dd3ea285cee127249e4,9eedcc13d5d0dd995e06554a166419b8e4a86c768fc5173d9d2e0a55dc74bdaf,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,PROMETIN,3,600,1800,0,1800,63,189,1611,0.9,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3310,79a767a8cdd6328803978412201296b4e4971c740f5f2d9dca9db280f873694c,2c6f86e0009a29b61a5ec2fbe1e9cda647e6df2b966a2b13f4ad63ba33b6cbd5,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,FORMET 500MG,2,500,1000,0,1000,73,146,854,0.85,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3311,fa941533be76a9bc110445c602a6605045008dcc32b7d95d4efd0819b6c045ed,786edb5b1f4cf46aa1f5713b7d73ce30c8056633a9a30e0acba72c81da66b77d,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,SAPHVAS - 20,7,995,6965,0,6965,78,546,6419,0.92,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3312,57d4433de858e285598751913798c9539aa9f82de57d1db522fb42380ee57702,31ac34469cd54900fb78c72a6bec100e6cc439ec71f5cd5c7741670ddf8460ec,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,TELMISARTAN 40MG,5,1415,7075,0,7075,110,550,6525,0.92,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3313,8420d6c855b8e65821c35ce3d4fb2191bee5cbddba60ef0f8cc994f2a117a465,8b510b6e2749d1520b7c8a13b42887e2c8958e81c2297871a2a9b2788db31de4,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,TRIVASC 35MG MR,4,2455,9820,0,9820,437.5,1750,8070,0.82,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3314,e2e3fa13d431376d454bfe0943721f471180693a3ca9a2526aae32b71cc56b67,007c4c4e117bee046077ee89cb428ef7208f930ba7d4474c22406152ee39d983,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,MULTIVITA,19,1099,20881,0,20881,52,988,19893,0.95,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3315,d5ef06b48a517eb3bffd55462778b2507c29ea0dc352bce69545e147d50610c0,e7ddeda0a5ea817297fe2bb99dad4cceb0567ef953d25de7740e1d3d12178804,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,MULTICAPS,1,1099,1099,0,1099,69,69,1030,0.94,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3316,f21218c414d48eff7dc4575c934f2ae3cc3c57cdb66f4fc1df4c4a7c7ef2c7bb,fa9114067ad2bf2dfaf871a92ed3e5484910f4e9c7ab6c502ce2bf33586d9463,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,MYREVIT-C 500MG,20,900,18000,0,18000,65,1300,16700,0.93,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3317,8dd5dbcaf5bdfef03a1f6f8e5e2aa316aea221451736ea099e0917076a9c7413,12b22a6b15fb40928985187b65dff0a945d87efdffeb82ee33605ab9edeb7ceb,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,NERVESAPH,6,590,3540,0,3540,75,450,3090,0.87,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3318,574e0ef37840c7215ebb0f2d818c1bc99391d765e434037619821f21b86c28b3,5e33dafd0316f134ac72854fc864d56b0d1a8faede6c3c49c36c033fdaf25439,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,MIROCID 5G,7,250,1750,0,1750,65,455,1295,0.74,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3319,fe2cf8dd9752e03175f225f6c0b6ac23490bc4312628976dc2fb9fc32c3c2f7d,d28a464b0374aa32528e29b9c76aa09efb17ce44a81a07e00a80d8fd58cb8a55,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,RANICLAV 625MG,5,4950,24750,0,24750,132,660,24090,0.97,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3320,e1cd6f2f530dfdf210c876c0a2c2331dfdd9bf8ff7b03aeca9847032f2bfe46c,34c1557fd059741d53f6e77e5d2d5fc0007b6cdbed9d980bf867a3043ed2de4d,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,MECID 500MG,5,1449,7245,0,7245,71,355,6890,0.95,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3321,6d08de2394830f7dff53d9d5454f9a22215738f0f70232233f3d717c1e92eb72,a5af78ce632f4aad755d24566533e911eaaebc4a31572562d6e84333ee8569af,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,EXEL 100MG,3,1300,3900,0,3900,220,660,3240,0.83,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3322,6e4e38ef72e6cece4db3750f4ab1023b04263847fd9af98334f2e1e3c6c459c9,9b01d148a5acf1e693ce4259c0a328a3f2d14f1f0f76c1f0e54660ed285701f4,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,AXMEL 250MG/ML SUSP,15,120,1800,0,1800,14.85,222.75,1577.25,0.88,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3323,400c92f59ae762d227f1dbfde8d030167e1c2e03fca695245890078fcf07922c,bc158f391a1a780e6bef3f2783feb6a9f84668969d87bdacbcdee8e8c6865805,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001204,Government,BIOGIC 250MG SUS,10,120,1200,0,1200,11.75,117.5,1082.5,0.9,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3324,66bdc6f88987ef7b3b34491f1be1f6494c2f1a3d49266b85c461c63723c8d5a3,a9131535666fc47af118d131bfbacc1bc1c7bf30179b3b6be00401e1c7fb6d1d,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001221,Government,PPE COVER ALL SET,380,1248,474240,0,474240,210,79800,394440,0.83,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3330,dfcb255bb986c69a9d6b44522fede2732e306217b145b22d0a4c33a0925f4b8d,7cc9dbe1d0fbb08dbb62ea2c7717ecfc62ad78aed798c4a660d6138cafd909da,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001221,Government,LYSOL 510G,24,599,14376,0,14376,500,12000,2376,0.17,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3331,89e7717e4fc5276adb051fbd943afe883cbae8d6984df0a28bf6e623695cbc30,6f2a93d15c1d8fc4fabc40fcb55308687ae0c27dca55f813aaf58858b49fec8a,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-02-28,false,source_date_delivered,2022-02-28,,,2022,02,28,DR-MS001221,Government,LYSOL 340G,16,599,9584,0,9584,380,6080,3504,0.37,valid,,,,,,,,,,,,,,2022s.csv,2022-02-28,3332,9fce79f6b3f355d2c476ba56268f6d8adbf6b89513a39ea31d534c924d719699,9b5028fbc1f28a8407e94aaa72a3970968e6efc5491fdb824cd8ae2619c01b50,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-023190,Admin,TERMAGEN 500MG,5,126,630,0,630,105,525,105,0.17,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,13,dc84ff6d91a45fc7b4ce3eed24ca960699a70f3798ed4e353e692705a12736c1,f9611bdfe1f33a64a1b536a86942cffd501b59e00b18e5aed270b58a078d2e0b,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-023191,Admin,TEMPAID 500MG,10,126,1260,0,1260,75,750,510,0.4,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,14,a4a7ed73eda9bcf828e334fe00b738f155833d1b20da7d61050242681a3e869e,15611207e57794fddd223cf5a1921aa1d98e3b33efc80e8b4442e1fc3b91fe1c,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-023463,Quezon,TRIVASC 35MG MR,10,1350,13500,4725,8775,437.5,4375,4400,0.33,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,1229,02925da5a3f6b8fef92e30818d20ebd7241a6d8405e3d4380f5299ee969818b2,b35c80a27ad41a999d5c0b5672d54680438e840605bf5c1ea604915c6316ad01,,,raw_tabular,"[""dr_number: standardized identifier format""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-023464,Quezon,TRIVASC 35MG MR,10,1350,13500,4725,8775,437.5,4375,4400,0.33,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,1230,b47d08179afc3031f7cfb363def55774460d970193ca89de12085efa18a5c826,169b62fee0cda9fc8e11f66ef808f241897d8a1b862deaa6d5417b6605b67507,,,raw_tabular,"[""dr_number: standardized identifier format""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-023465,Quezon,HYCLENS GARGLE (120ML),1,280,280,28,252,88,88,164,0.59,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,1231,f906443dbbbda82a37e8fc4d9b7cddc26f30bb549bd9df16712cafcce8e04820,a787cda89ff0cd09d1cdcfd9aa08a08f1434b8ff63e6725e32306bd7e6311565,,,raw_tabular,"[""dr_number: standardized identifier format""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-023471,Quezon,VOXOLL 15MG/5ML SYR,20,75,1500,450,1050,30,600,450,0.3,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,1232,29f9b6c4ad356b6c4b1614526d886e9ce0511eeb1a7f98112aad64da7bd4d8a2,d7f8d4c239fdaedefc93cd344ad6a3b943faa8129f2d0e72a6982b0808c55d61,,,raw_tabular,"[""dr_number: standardized identifier format""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-023471,Quezon,CENDALEX 100MG/ML DROPS,20,115,2300,690,1610,32.8,656,954,0.41,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,1233,0e2ba25ce87482104bbf45f24f8f39503c9fe7ac3bae2cf78f6e81c48bccd287,c6dbe6599e17a1ebadd95dca32d063d9f017aec67f9b0ec74b4760fc4481e422,,,raw_tabular,"[""dr_number: standardized identifier format""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-023466,Quezon,HYCLENS WOUND SPRAY (60ML),6,280,1680,168,1512,114.66,687.96,824.04,0.49,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,1234,8eb050d2e4c4fcef792d544243a49abaea10359dc01429e2ef08c4ba61eb5db5,6ab17587a02316ffc5d9f27d5b947cdb0c2471b30bfdc44e726dd0ea475894bf,,,raw_tabular,"[""dr_number: standardized identifier format""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-023467,Quezon,FOLACID 5MG,2,650,1300,390,910,236.25,472.5,437.5,0.34,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,1235,75666e8fd83cc000295d89ae7a557d904612a53f7791932a6472e81cc2e4b375,cc8ec186672e619de3048c019bd89f82279300f1694495c0289eb70a60c3db1b,,,raw_tabular,"[""dr_number: standardized identifier format""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-023467,Quezon,HYCLENS WOUND SPRAY (60ML),5,280,1400,140,1260,114.66,573.3,686.7,0.49,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,1236,eced689f5ef3eaf88e483848323bc5ab1e2f4a742f23b125c2a73dc0a4756e45,22ad062678a3ba46854d2f870bb9d8452540fc395d35ccf85223a3abadf06966,,,raw_tabular,"[""dr_number: standardized identifier format""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,AMINOSOL 25MG/ML,2,580,1160,0,1160,173,346,814,0.7,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,2982,92bbac8eb130ce6e9dd64582ef06852857fcf827fda9a9771119c7518c237342,18557cd83132d6d023e79cd27ed7f13a4fab3834a363e8ac6445cd2f7cf81c12,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,MULTIVITA,1,1100,1100,0,1100,52,52,1048,0.95,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,2983,b42e10bbd09202508efabcac3c27635e6dbe0ca2cf2dc20ede4b69ad3b1a1014,3c223280a058150beb900b258211012c83f7eaff929656cee9aabf287dd70a54,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,PARASAPH 500MG,5,350,1750,0,1750,200,1000,750,0.43,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,2984,eab15b4dbe425f5074fc6b558e3bd7c2d8212f928f348f1c4e1c9a9a3cb25cfc,168241a7fcec32bb14043a2f136a5d5ae9ddc84597fb99c8ac69f60dd02d2d59,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,DIACYSTEINE 600MG,8,380,3040,0,3040,187,1496,1544,0.51,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,2985,7081937e695fe0fcc51f9ba8e7fe9c4144f55b872b807d1476891c24f170c308,f75b6352400983837b87242d629c6279620e1a26d7898fffbf44f1a9a8b6322f,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,HYOSAPH 10MG TAB,1,800,800,0,800,260,260,540,0.68,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,2986,d5a923a2e4f3207aa1b720ae92114216c03ae254114592d4e38738186602fbb0,4c61eda50ceb8e59dd521bc45367a4f3a9b33adc610f1cbab7ee664d4c42122e,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,ENOCEE 500MG,5,500,2500,0,2500,55.44,277.2,2222.8,0.89,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,2987,e3adfdcd0b1a11a258752c435cfcdddaecbe1cab442b2b2df63ff35055d59787,ac6f6a5b13640247b125b760d8a3aa5350f97fec0d75822ca3b8705818a9417e,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,VITCEE 100MG,10,73,730,0,730,14,140,590,0.81,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,2988,d77305fd4a60182d5d6cabc93cf26478ad43991f6f2cf871af9e2c42aad35870,4974a909e025c2c5ae232fdb9deaa5e3c68b83663aa6b31e42451c976bb80b57,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,VITCEE ASCORBIC ACID 100MG DROPS,30,58,1740,0,1740,15,450,1290,0.74,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,2989,dbdbd2575b9e688b55d2296b03b9f54d45832a558fd5c44b94a2ef54d6ed2da9,bdc67b0f88d3b8bd2716d203e192a22078487082ad35bc0b95b03b0d586cd675,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,ATREX 1MG/ML,1,480,480,0,480,130,130,350,0.73,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,2990,0e4e6b3921de51e26461cf8a9aad90843446bd81f50fed82fa81c6abb26c8ca8,220d1e739fca7fcfb35bbd7bea4c54153e7cfd8d18bdae432ecc46972b03f377,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,EXEL 500MG CAP,3,350,1050,0,1050,230,690,360,0.34,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,2991,b8098b3dd72ac4bf784438b306fa56e31bd86dd6b89fc3998dafb1ac351d2f68,5c8df27ad093e47e19f62dfae1452796af5bd04fc7898620b38c528628dcc035,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,INFAMIX 500MG,5,1450,7250,0,7250,55,275,6975,0.96,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,2992,6a6358d9087b738b63fb1faeb49045f55cac3394864c301566c66382e11b3049,5d3829662bd949010b7f10e9c2880818ced21c5ac387eccc792db0f01a1eedea,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,DIXIN 250MCG TAB,1,600,600,0,600,250,250,350,0.58,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,2993,4758354ab79ae0733d8cb4de255d9a03f026e8f75949cc8b42e9c535bb5f636e,266730075f663458c542196cd502be953c8645bf7f45d4f7e8868c284b01978d,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,MUPIDERM,10,250,2500,0,2500,80,800,1700,0.68,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,2994,940de28bed27831e6bb32c567dfc23dfd3e591ae07a5d233eb3dca146a5b59b7,4a4c25f13e16b2e929074f361729ab009f5c045e955dac9953f301de6d614232,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,MULTILEM 100MG-DROPS,20,68,1360,0,1360,18,360,1000,0.74,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,2995,64247418cce769f3e01449d73b79e32b8ee98272ff0b701afebfa04aa73524cb,7e4711be382478abefb48299911520b4c151a0af22523bc30ee9698aec0a998b,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,FEROLEM 75MG,10,35,350,0,350,16,160,190,0.54,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,2996,8fb2b5cb438dc576d262fdcae38f99c705257865e105c1359f2d155b30d1d053,3e94315d071438fb1c247c2681e0b91f4dd7657f764f06642fd101219226b905,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,FEROLEM 150MG,10,49,490,0,490,18,180,310,0.63,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,2997,76640e51b6c431d8f962cfd181624a192b572a8d3e548fa7c50a31bd6988177c,c1e8f37344fda905cd5658512889fabcaf2e49add521d14509ff714256f3382f,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,SAPHLECOX 200MG,3,2500,7500,0,7500,135,405,7095,0.95,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,2998,57788913a1de8d4b2a019fa16abd46c02c1e1483a4ed2e35eb76e06908c23968,b449467397488958d7fff4f3809e3b9d22a20c05e14a58c5e5e4b3fb00d77388,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,SILVERDEX 10MG,10,185,1850,0,1850,54,540,1310,0.71,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,2999,b3f50dada3afeef614a2ff4491fdc1575261a07e584577e6fa11055a7c53c2df,4f7d9e3a91a190d55aec5ae15f47ff613648dd7c5ed2971ba92fa1267fa34c2f,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,VITACORE 100MG,2,900,1800,0,1800,109,218,1582,0.88,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,3000,543b472ee5c8622b8ab31f5f2b89b6f50851175c42ce6782f0b725b94322e20b,9fad054ec764cab0b355c73ad6bf78aadfb1c72d25c97ad3b014031376ed46a2,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,VN2 2/5ML 60ML,10,70,700,0,700,8.5,85,615,0.88,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,3001,5e5dde7018fc6513154ecaf3ad8ba0b8b2bb780002161564bc8ff5ddfd3b4e14,1ac00b16903aa22838943d2148c1a1eea37d234b9a1e9df5c7449150afbb2eb0,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,PRESONE 10MG,1,250,250,0,250,75,75,175,0.7,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,3002,3b00a4a3b6a18500ff9f45cf2750e10ca6ff5f6e761bca6de0dd60d08b9556e3,66d493d667eb25fef5491c4577fab0fa9b7af7eb3cb258879d8b4f1057072655,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
2022-03-01,false,source_date_delivered,2022-03-01,,,2022,03,01,DR-MS001094,Government,KETOROBAS 30MG,2,1200,2400,0,2400,190,380,2020,0.84,valid,,,,,,,,,,,,,,2022s.csv,2022-03-01,3003,8175bfd83efdab1543bdbf64beee4f820236e3a1aa8052047dddd428763f6cab,ff49f7dbc23ecbcc466485728c6a4c215c6fa3e6af5c8ddb2051160c489eb4a8,,,raw_tabular,"[""dr_number: standardized identifier format"",""discount: blank converted to 0""]",false,,,
