MEDSHIELD PHARMA CORP,,,,,,,,,,,,
SALES SUMMARY REPORT,,,,,,,,,,,,
AS OF DECEMBER 2022,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Area,DR Number,Date Delivered,Product, Qty , CP , Total CP , Disc , Net CP , TP/UNIT , TOTAL TP , Net Income ,%
Admin,DR 024701,17/01/2022,MOLNUPIRAVIR 400MG, 10.00 , 300.00 ," 3,000.00 ", -   ," 3,000.00 ", 180.00 ," 1,800.00 "," 1,200.00 ",40%
Admin,DR 023313,17/01/2022,PARA500, 5.00 , 150.00 , 750.00 , -   , 750.00 , 70.00 , 350.00 , 400.00 ,53%
Admin,DR 023196,31/01/2022,PARA500, 10.00 , 110.00 ," 1,100.00 ", -   ," 1,100.00 ", 70.00 , 700.00 , 400.00 ,36%
Admin,DR 023193,31/01/2022,PARA500, 10.00 , 140.00 ," 1,400.00 ", -   ," 1,400.00 ", 70.00 , 700.00 , 700.00 ,50%
Admin,DR 023194,31/01/2022,PARA500, 30.00 , 140.00 ," 4,200.00 ", -   ," 4,200.00 ", 70.00 ," 2,100.00 "," 2,100.00 ",50%
Admin,DR MS 001134,10/01/2022,PARA500, 3.00 , 150.00 , 450.00 , -   , 450.00 , 70.00 , 210.00 , 240.00 ,53%
Admin,DR MS 001134,10/01/2022,MULTIVIT PLUS, 3.00 , 150.00 , 450.00 , -   , 450.00 , 62.00 , 186.00 , 264.00 ,59%
Admin,DR MS 001127,31/01/2022,PARASAPH 500MG, 10.00 , 61.50 , 615.00 , -   , 615.00 , 200.00 ," 2,000.00 "," (1,385.00)",-225%
Admin,DR MS 001129,31/01/2022,PARA500, 5.00 , 110.00 , 550.00 , -   , 550.00 , 70.00 , 350.00 , 200.00 ,36%
Admin,DR MS 001129,31/01/2022,MECID 500MG, 5.00 , 120.00 , 600.00 , -   , 600.00 , 71.00 , 355.00 , 245.00 ,41%
Admin,DR MS 001129,31/01/2022,OFPLEMED 600mg, 1.00 , 300.00 , 300.00 , -   , 300.00 , 195.00 , 195.00 , 105.00 ,35%
Admin,DR MS 001129,31/01/2022,AMBIMOX 500MG, 1.00 , 170.00 , 170.00 , -   , 170.00 , 118.00 , 118.00 , 52.00 ,31%
Admin,DR 023333,11/02/2022,MAYOR 40mg, 1.00 , 420.00 , 420.00 , -   , 420.00 , 280.00 , 280.00 , 140.00 ,33%
Admin,DR 023333,11/02/2022,UNISOL - M, 1.00 , 577.50 , 577.50 , -   , 577.50 , 385.00 , 385.00 , 192.50 ,33%
Admin,DR 023333,11/02/2022,MAXXIVIT PLUS, 1.00 , 840.00 , 840.00 , -   , 840.00 , 560.00 , 560.00 , 280.00 ,33%
Admin,DR 023333,11/02/2022,CLOVAS 75MG, 0.63 , 517.50 , 326.03 , -   , 326.03 , 345.00 , 217.35 , 108.68 ,33%
Admin,DR 023332,11/02/2022,SYRINGE WITH NEEDLE 21GX1 5CC/ML TERUMO, 1.00 , 13.50 , 13.50 , -   , 13.50 , 9.00 , 9.00 , 4.50 ,33%
Admin,DR 023332,11/02/2022,MERAZOL 40MG, 1.03 , 375.00 , 386.25 , -   , 386.25 , 350.00 , 360.50 , 25.75 ,7%
Admin,DR 023332,11/02/2022,DISPOSABLE SYRINGE - 5CC PRIME, 0.10 ," 4,050.00 ", 405.00 , -   , 405.00 , 270.00 , 27.00 , 378.00 ,93%
Admin,DR 023332,11/02/2022,CEFUSAPH, 1.00 , 168.00 , 168.00 , -   , 168.00 , 78.00 , 78.00 , 90.00 ,54%
Admin,DR 023332,11/02/2022,DISPOSABLE SYRINGE W/ NEEDLE 3CC - INDOPLAS, 0.10 ," 4,500.00 ", 450.00 , -   , 450.00 , 300.00 , 30.00 , 420.00 ,93%
Admin,DR 023332,11/02/2022,DISPOSABLE SYRINGE LUER LOCK 10ML 21Gx1 1/4 CARDINAL CARE, 13.00 , 9.75 , 126.75 , -   , 126.75 , 6.50 , 84.50 , 42.25 ,33%
Admin,DR 023328,07/02/2022,FOLACID 5MG, 7.00 , 327.60 ," 2,293.20 ", -   ," 2,293.20 ", 236.25 ," 1,653.75 ", 639.45 ,28%
Admin,DR 023328,07/02/2022,SOLVAPRINE 10MG, 7.00 ," 1,342.85 "," 9,399.95 ", -   ," 9,399.95 ", 150.00 ," 1,050.00 "," 8,349.95 ",89%
Admin,DR 023328,07/02/2022,BENERVA FORTE CAP, 3.00 ," 1,708.00 "," 5,124.00 ", -   ," 5,124.00 ", 525.00 ," 1,575.00 "," 3,549.00 ",69%
Admin,DR 023328,07/02/2022,HYCLENS OB WASH ANTISEPTIC, 20.00 , 152.50 ," 3,050.00 ", -   ," 3,050.00 ", 138.60 ," 2,772.00 ", 278.00 ,9%
Admin,DR 023329,07/02/2022,BIOGESIC 500MG, 60.00 , 4.00 , 240.00 , -   , 240.00 , 3.50 , 210.00 , 30.00 ,13%
Admin,DR 023312,07/02/2022,DIACYSTEINE 600mg, 4.00 , 320.00 ," 1,280.00 ", -   ," 1,280.00 ", 187.00 , 748.00 , 532.00 ,42%
Admin,DR 023312,07/02/2022,MOLNUPIRAVIR 400MG, 10.00 , 280.00 ," 2,800.00 ", -   ," 2,800.00 ", 180.00 ," 1,800.00 "," 1,000.00 ",36%
Admin,DR 023312,07/02/2022,OFPLEMED 300MG SYRUP 60ML, 2.00 , 220.00 , 440.00 , -   , 440.00 , 24.00 , 48.00 , 392.00 ,89%
Admin,DR 023312,07/02/2022,COVID SALIVA TEST, 1.00 ," 5,500.00 "," 5,500.00 ", -   ," 5,500.00 "," 5,500.00 "," 5,500.00 ", -   ,0%
Admin,DR 023330,07/02/2022,AFENAX 100MG, 1.00 ," 1,900.00 "," 1,900.00 ", -   ," 1,900.00 ", 595.00 , 595.00 ," 1,305.00 ",69%
Admin,DR 023326,14/02/2022,FACE MASK, 6.00 , 150.00 , 900.00 , -   , 900.00 , 60.00 , 360.00 , 540.00 ,60%
Admin,DR 023326,14/02/2022,KN95 FACEMASK (PIECE), 3.00 , 140.00 , 420.00 , -   , 420.00 , 8.00 , 24.00 , 396.00 ,94%
Admin,DR 023326,14/02/2022,CIXTOR-Z 500mg, 3.00 , 630.00 ," 1,890.00 ", -   ," 1,890.00 ", 210.00 , 630.00 ," 1,260.00 ",67%
Admin,DR 023326,14/02/2022,AZITHROM, 6.00 , 110.25 , 661.50 , -   , 661.50 , 45.00 , 270.00 , 391.50 ,59%
Admin,DR 023326,14/02/2022,DIACYSTEINE 600mg, 2.00 , 458.00 , 916.00 , -   , 916.00 , 187.00 , 374.00 , 542.00 ,59%
Admin,DR MS 001124,14/02/2022,RIBER 500 MG TABLET, 1.00 , -   , -   , -   , -   , 90.00 , 90.00 , (90.00),#DIV/0!
Admin,DR 023337,15/02/2022,HIVENT EM 1MG/ML, 3.00 , 265.00 , 795.00 , -   , 795.00 , 265.00 , 795.00 , -   ,0%
Admin,DR 023337,15/02/2022,LODIPEX - 5MG, 3.00 , 76.00 , 228.00 , -   , 228.00 , 38.00 , 114.00 , 114.00 ,50%
Admin,DR 023337,15/02/2022,PARASAPH 500MG, 2.00 , 61.50 , 123.00 , -   , 123.00 , 200.00 , 400.00 , (277.00),-225%
Admin,DR 023337,15/02/2022,INHIBITA 40MG, 1.00 , 180.00 , 180.00 , -   , 180.00 , 90.00 , 90.00 , 90.00 ,50%
Admin,DR 023339,14/02/2022,MAXXIVIT PLUS, 7.00 , 857.14 ," 6,000.00 ", -   ," 6,000.00 ", 560.00 ," 3,920.00 "," 2,080.00 ",35%
Admin,DR 023339,14/02/2022,XYNETRIX CHEWABLE TABLET, 7.00 , 678.57 ," 4,750.00 ", -   ," 4,750.00 ", 450.00 ," 3,150.00 "," 1,600.00 ",34%
Admin,DR 023339,14/02/2022,EVENING PRIMEROSE OIL 1000mg, 7.00 ," 1,000.00 "," 7,000.00 ", -   ," 7,000.00 ", 357.00 ," 2,499.00 "," 4,501.00 ",64%
Admin,DR 023339,14/02/2022,APCELAC 500MG HERBAL FOOD SUPPLEMENT, 7.00 , 655.00 ," 4,585.00 ", -   ," 4,585.00 ", 400.00 ," 2,800.00 "," 1,785.00 ",39%
Admin,DR 023339,14/02/2022,SOLVAPRINE 10MG, 14.00 , 671.43 ," 9,400.00 ", -   ," 9,400.00 ", 150.00 ," 2,100.00 "," 7,300.00 ",78%
Admin,DR 023339,14/02/2022,CIXTOR-Z 500mg, 14.00 , 630.00 ," 8,820.00 ", -   ," 8,820.00 ", 210.00 ," 2,940.00 "," 5,880.00 ",67%
Admin,DR 023339,14/02/2022,GLOVES BLUE VINYL/NITRILE BLEND (MEDIUM), 3.00 , 450.00 ," 1,350.00 ", -   ," 1,350.00 ", 250.00 , 750.00 , 600.00 ,44%
Admin,DR 023336,14/02/2022,ATOVAS 20MG, 1.00 , 216.00 , 216.00 , -   , 216.00 , 180.00 , 180.00 , 36.00 ,17%
Admin,DR 023336,14/02/2022,TRIVASC 35MG MR, 1.00 , 525.00 , 525.00 , -   , 525.00 , 437.50 , 437.50 , 87.50 ,17%
Admin,DR 023340,15/02/2022,LOSARTRIXX 50mg, 1.00 , 205.00 , 205.00 , -   , 205.00 , 95.00 , 95.00 , 110.00 ,54%
Admin,DR 023340,15/02/2022,DISPOSABLE SYRINGE LUER LOCK 10ML 21Gx1 1/4 CARDINAL CARE, 5.00 , 6.50 , 32.50 , -   , 32.50 , 6.50 , 32.50 , -   ,0%
Admin,DR 023340,15/02/2022,DISPOSABLE SYRINGE W/ NEEDLE 3CC - INDOPLAS, 0.05 , 300.00 , 15.00 , -   , 15.00 , 300.00 , 15.00 , -   ,0%
Admin,DR 023340,15/02/2022,SYRINGE WITH NEEDLE 21GX1 5CC/ML TERUMO, 1.00 , 9.00 , 9.00 , -   , 9.00 , 9.00 , 9.00 , -   ,0%
Admin,DR 023340,15/02/2022,SYRINGE WITH NEEDLE 23GX1 5CC/ML TERUMO, 4.00 , 9.00 , 36.00 , -   , 36.00 , 1.00 , 4.00 , 32.00 ,89%
Admin,DR 023340,15/02/2022,FACE MASK, 11.00 , 100.00 ," 1,100.00 ", -   ," 1,100.00 ", 60.00 , 660.00 , 440.00 ,40%
Admin,DR 023340,15/02/2022,KIDDIREL ORAL DROPS, 12.00 , 40.00 , 480.00 , -   , 480.00 , 41.00 , 492.00 , (12.00),-3%
Admin,DR 023335,14/02/2022,N95 FACE MASK PARTICULATE RESPIRATOR SURGICAL MASK (3M), 0.10 , 640.00 , 64.00 , -   , 64.00 , 300.00 , 30.00 , 34.00 ,53%
Admin,DR 023334,14/02/2022,MAXXIVIT PLUS, 7.00 , 857.14 ," 5,999.98 ", -   ," 5,999.98 ", 560.00 ," 3,920.00 "," 2,079.98 ",35%
Admin,DR 023334,14/02/2022,XYNETRIX CHEWABLE TABLET, 7.00 , 678.57 ," 4,749.99 ", -   ," 4,749.99 ", 450.00 ," 3,150.00 "," 1,599.99 ",34%
Admin,DR 023334,14/02/2022,FERGLOBIN 250MG, 7.00 , 517.85 ," 3,624.95 ", -   ," 3,624.95 ", 325.00 ," 2,275.00 "," 1,349.95 ",37%
Admin,DR 023334,14/02/2022,CIXTOR-Z 500mg, 14.00 , 450.00 ," 6,300.00 ", -   ," 6,300.00 ", 210.00 ," 2,940.00 "," 3,360.00 ",53%
Admin,ARV2022-0115,16/02/2022,CIXTOR-Z 500mg, 1.00 , 315.00 , 315.00 , -   , 315.00 , 210.00 , 210.00 , 105.00 ,33%
Admin,ARV2022-0115,16/02/2022,PARA500, 2.00 , 105.00 , 210.00 , -   , 210.00 , 70.00 , 140.00 , 70.00 ,33%
Admin,ARV2022-0115,16/02/2022,CIXTOR-Z 500mg, 2.00 , 315.00 , 630.00 , -   , 630.00 , 210.00 , 420.00 , 210.00 ,33%
Admin,ARV2022-0115,16/02/2022,IVERMECTIN15MG DR ZENS, 2.00 ," 3,200.00 "," 6,400.00 ", -   ," 6,400.00 "," 2,430.00 "," 4,860.00 "," 1,540.00 ",24%
Admin,ARV2022-0115,16/02/2022,INSULIN SYRINGE 1ML BD 6MM, 1.00 ," 1,950.00 "," 1,950.00 ", -   ," 1,950.00 "," 1,300.00 "," 1,300.00 ", 650.00 ,33%
Admin,ARV2022-0115,16/02/2022,ATOVAS 20MG, 1.00 , 270.00 , 270.00 , -   , 270.00 , 180.00 , 180.00 , 90.00 ,33%
Admin,ARV2022-0115,16/02/2022,ARTAL-H 50MG/12.5MG, 1.00 , 227.73 , 227.73 , -   , 227.73 , 151.82 , 151.82 , 75.91 ,33%
Admin,ARV2022-0115,16/02/2022,CLOVAS 75MG, 1.00 , 517.30 , 517.30 , -   , 517.30 , 345.00 , 345.00 , 172.30 ,33%
Admin,ARV2022-0115,16/02/2022,TERMAGEN 500MG, 2.00 , 157.50 , 315.00 , -   , 315.00 , 105.00 , 210.00 , 105.00 ,33%
Admin,ARV2022-0115,16/02/2022,DIGITAL THERMOMETER - SURGITECH, 1.00 , 120.00 , 120.00 , -   , 120.00 , 70.00 , 70.00 , 50.00 ,42%
Admin,ARV2022-0115,16/02/2022,OFPLEMED 600mg, 1.00 , 313.50 , 313.50 , -   , 313.50 , 195.00 , 195.00 , 118.50 ,38%
Admin,ARV2022-0115,16/02/2022,LUCAZT 10MG, 1.00 , 367.50 , 367.50 , -   , 367.50 , 308.00 , 308.00 , 59.50 ,16%
Admin,ARV2022-0115,16/02/2022,PARASAPH 500MG, 1.00 , 63.00 , 63.00 , -   , 63.00 , 200.00 , 200.00 , (137.00),-217%
Admin,ARV2022-0115,16/02/2022,HYCLENS WOUND SPRAY (60ML), 1.00 , 180.00 , 180.00 , -   , 180.00 , 114.66 , 114.66 , 65.34 ,36%
Admin,ARV2022-0115,16/02/2022,ALCOHOL - ALCOPLUS ETHYL ALCOHOL, 1.00 , 95.00 , 95.00 , -   , 95.00 , 95.00 , 95.00 , -   ,0%
Admin,ARV2022-0115,16/02/2022,ALCOHOL - ALCOPLUS ETHYL ALCOHOL, 1.00 , 95.00 , 95.00 , -   , 95.00 , 95.00 , 95.00 , -   ,0%
Admin,ARV2022-0115,16/02/2022,HYCLENS WOUND SPRAY (60ML), 1.00 , 180.00 , 180.00 , -   , 180.00 , 114.66 , 114.66 , 65.34 ,36%
Admin,ARV2022-0115,16/02/2022,PARASAPH 500MG, 1.00 , 63.00 , 63.00 , -   , 63.00 , 200.00 , 200.00 , (137.00),-217%
Admin,ARV2022-0115,16/02/2022,IRBIN 150mg, 2.00 , 310.91 , 621.82 , -   , 621.82 , 228.00 , 456.00 , 165.82 ,27%
Admin,ARV2022-0115,16/02/2022,ATORSAPH - 10MG, 1.00 , 187.50 , 187.50 , -   , 187.50 , 25.00 , 25.00 , 162.50 ,87%
Admin,ARV2022-0115,16/02/2022,LODIPEX - 10MG, 1.00 , 90.00 , 90.00 , -   , 90.00 , 60.00 , 60.00 , 30.00 ,33%
Admin,ARV2022-0115,16/02/2022,FENOGEN 200MG, 1.00 , 495.00 , 495.00 , -   , 495.00 , 330.00 , 330.00 , 165.00 ,33%
Admin,ARV2022-0115,16/02/2022,MYMET 500mg, 1.00 , 82.50 , 82.50 , -   , 82.50 , 55.00 , 55.00 , 27.50 ,33%
Admin,ARV2022-0115,16/02/2022,RIBER 500 MG TABLET, 1.00 , 135.00 , 135.00 , -   , 135.00 , 90.00 , 90.00 , 45.00 ,33%
Admin,ARV2022-0115,16/02/2022,TERMAGEN 500MG, 2.00 , 157.50 , 315.00 , -   , 315.00 , 105.00 , 210.00 , 105.00 ,33%
Admin,ARV2022-0115,16/02/2022,ALCOHOL - ALCOPLUS ETHYL ALCOHOL, 1.00 , 95.00 , 95.00 , -   , 95.00 , 95.00 , 95.00 , -   ,0%
Admin,ARV2022-0115,16/02/2022,FACE MASK, 2.00 , 50.00 , 100.00 , -   , 100.00 , 60.00 , 120.00 , (20.00),-20%
Admin,ARV2022-0115,16/02/2022,RIBER 500 MG TABLET, 1.00 , 135.00 , 135.00 , -   , 135.00 , 90.00 , 90.00 , 45.00 ,33%
Admin,ARV2022-0115,16/02/2022,BIOGIC 250MG SUS, 2.00 , 18.00 , 36.00 , -   , 36.00 , 11.75 , 23.50 , 12.50 ,35%
Admin,ARV2022-0115,16/02/2022,ALCOLUXX ALCOHOL - GALLON, 1.00 , 330.00 , 330.00 , -   , 330.00 , 330.00 , 330.00 , -   ,0%
Admin,ARV2022-0115,16/02/2022,DIACYSTEINE 600mg, 1.00 , 280.50 , 280.50 , -   , 280.50 , 187.00 , 187.00 , 93.50 ,33%
Admin,ARV2022-0115,16/02/2022,RAPID-C PLUS, 1.00 , 170.00 , 170.00 , -   , 170.00 , 170.00 , 170.00 , -   ,0%
Admin,ARV2022-0115,16/02/2022,ANGEL-50 50MG, 1.00 , 217.50 , 217.50 , -   , 217.50 , 158.00 , 158.00 , 59.50 ,27%
Admin,ARV2022-0115,16/02/2022,INHIBITA 40MG, 1.00 , 135.00 , 135.00 , -   , 135.00 , 90.00 , 90.00 , 45.00 ,33%
Admin,ARV2022-0115,16/02/2022,PARA500, 1.00 , 105.00 , 105.00 , -   , 105.00 , 70.00 , 70.00 , 35.00 ,33%
Admin,ARV2022-0115,16/02/2022,ZETIFEN 125MG/5ML SYR, 2.00 , 52.50 , 105.00 , -   , 105.00 , 35.00 , 70.00 , 35.00 ,33%
Admin,ARV2022-0115,16/02/2022,RAPID-C PLUS, 2.00 , 255.00 , 510.00 , -   , 510.00 , 170.00 , 340.00 , 170.00 ,33%
Admin,ARV2022-0115,16/02/2022,IRBIN 150mg, 2.00 , 310.91 , 621.82 , -   , 621.82 , 228.00 , 456.00 , 165.82 ,27%
Admin,ARV2022-0115,16/02/2022,ANGEL-50 50MG, 2.00 , 217.50 , 435.00 , -   , 435.00 , 158.00 , 316.00 , 119.00 ,27%
Admin,ARV2022-0115,16/02/2022,MAYOR 40mg, 1.00 , 420.00 , 420.00 , -   , 420.00 , 280.00 , 280.00 , 140.00 ,33%
Admin,ARV2022-0115,16/02/2022,AZCORE 500mg, 0.20 , 682.50 , 136.50 , -   , 136.50 , 305.00 , 61.00 , 75.50 ,55%
Admin,ARV2022-0115,16/02/2022,IVERMECTIN15MG DR ZENS, 0.20 ," 3,645.00 ", 729.00 , -   , 729.00 ," 2,430.00 ", 486.00 , 243.00 ,33%
Admin,ARV2022-0115,16/02/2022,RAPID-C PLUS, 1.00 , 170.00 , 170.00 , -   , 170.00 , 170.00 , 170.00 , -   ,0%
Admin,ARV2022-0115,16/02/2022,CIXTOR-Z 500mg, 1.00 , 315.00 , 315.00 , -   , 315.00 , 210.00 , 210.00 , 105.00 ,33%
Admin,ARV2022-0115,16/02/2022,MEGYXAN 500MG CAP, 1.00 , 103.50 , 103.50 , -   , 103.50 , 69.00 , 69.00 , 34.50 ,33%
Admin,ARV2022-0115,16/02/2022,TERMAGEN 500MG, 1.00 , 157.50 , 157.50 , -   , 157.50 , 105.00 , 105.00 , 52.50 ,33%
Admin,ARV2022-0115,16/02/2022,FERN-D 120's, 1.00 , 800.00 , 800.00 , -   , 800.00 , 680.00 , 680.00 , 120.00 ,15%
Admin,ARV2022-0115,16/02/2022,AXMEL 500MG, 1.00 , 193.50 , 193.50 , -   , 193.50 , 129.00 , 129.00 , 64.50 ,33%
Admin,ARV2022-0115,16/02/2022,TERMAGEN 500MG, 3.00 , 157.50 , 472.50 , -   , 472.50 , 105.00 , 315.00 , 157.50 ,33%
