canonical_sku,region,period,quantity,source_rows,observation_status,in_evaluation_window
DOLO JAGA 500MG/50MG/100MG/100MCG,CALABARZON,2025-04,14.0,4,observed,True
DOLO JAGA 500MG/50MG/100MG/100MCG,CALABARZON,2025-05,2.0,1,observed,True
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2018-04,2.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2018-05,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2018-06,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2018-07,1.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2018-08,5.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2018-09,3.0,2,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2018-10,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2018-11,5.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2018-12,5.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2019-01,5.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2019-02,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2019-03,10.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2019-04,5.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2019-05,7.0,3,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2019-06,8.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2019-07,5.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2019-08,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2019-09,13.0,3,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2019-10,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2019-11,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2019-12,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2020-01,20.0,3,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2020-02,6.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2020-03,4.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2020-04,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2020-05,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2020-06,7.0,2,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2020-07,18.0,4,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2020-08,12.0,2,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2020-09,8.0,2,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2020-10,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2020-11,31.0,3,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2020-12,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2021-01,23.0,3,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2021-02,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2021-03,10.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2021-04,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2021-05,20.0,2,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2021-06,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2021-07,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2021-08,10.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2021-09,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2021-10,20.0,3,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2021-11,15.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2021-12,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2022-01,10.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2022-02,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2022-03,10.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2022-04,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2022-05,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2022-06,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2022-07,25.0,3,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2022-08,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2022-09,20.0,2,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2022-10,17.0,3,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2022-11,10.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2022-12,2.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2023-01,5.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2023-02,3.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2023-03,6.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2023-04,12.0,2,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2023-05,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2023-06,10.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2023-07,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2023-08,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2023-09,30.0,3,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2023-10,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2023-11,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2023-12,12.0,2,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2024-01,20.0,3,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2024-02,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2024-03,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2024-04,10.0,2,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2024-05,9.0,2,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2024-06,4.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2024-07,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2024-08,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2024-09,8.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2024-10,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2024-11,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2024-12,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2025-01,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2025-02,14.0,2,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2025-03,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2025-04,2.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2025-05,8.0,2,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2025-06,1.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2025-07,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2025-08,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2025-09,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,MIMAROPA,2025-10,0.3707,2,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2017-02,20.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2017-03,10.0,2,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2017-04,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2017-05,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2017-06,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2017-07,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2017-08,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2017-09,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2017-10,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2017-11,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2017-12,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2018-01,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2018-02,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2018-03,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2018-04,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2018-05,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2018-06,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2018-07,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2018-08,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2018-09,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2018-10,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2018-11,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2018-12,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2019-01,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2019-02,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2019-03,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2019-04,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2019-05,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2019-06,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2019-07,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2019-08,1.0,1,observed,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2019-09,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2019-10,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2019-11,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2019-12,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2020-01,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2020-02,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2020-03,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2020-04,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2020-05,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2020-06,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2020-07,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2020-08,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2020-09,,0,missing_unknown,False
DOLO JAGA 500MG/50MG/100MG/100MCG,Other National,2020-10,1.0,1,observed,False
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2023-04,12.0,1,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2023-05,30.0,1,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2023-06,78.0,3,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2023-07,259.0,9,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2023-08,53.0,5,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2023-09,172.0,9,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2023-10,120.0,5,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2023-11,134.0,5,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2023-12,13.0,3,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2024-01,124.0,7,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2024-02,22.0,2,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2024-03,70.0,2,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2024-04,92.0,5,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2024-05,152.0,6,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2024-06,140.0,7,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2024-07,27.0,2,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2024-08,155.0,5,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2024-09,176.0,8,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2024-10,146.0,7,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2024-11,62.0,3,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2024-12,112.0,3,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2025-01,94.0,4,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2025-02,148.0,5,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2025-03,107.0,5,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2025-04,70.0,4,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2025-05,164.0,8,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2025-06,215.0,8,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2025-07,162.0,8,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2025-08,97.0,6,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2025-09,54.0,5,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2025-10,99.4263,6,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2025-11,165.0,5,observed,True
HYCLENS WOUND SPRAY 2% 60ML,All Study Regions,2025-12,47.0,4,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2023-04,12.0,1,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2023-05,30.0,1,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2023-06,78.0,3,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2023-07,187.0,7,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2023-08,53.0,5,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2023-09,116.0,7,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2023-10,120.0,5,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2023-11,134.0,5,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2023-12,3.0,1,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2024-01,64.0,4,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2024-02,22.0,2,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2024-03,70.0,2,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2024-04,92.0,5,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2024-05,152.0,6,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2024-06,72.0,4,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2024-07,15.0,1,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2024-08,155.0,5,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2024-09,38.0,3,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2024-10,146.0,7,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2024-11,62.0,3,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2024-12,112.0,3,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2025-01,94.0,4,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2025-02,112.0,4,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2025-03,72.0,4,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2025-04,70.0,4,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2025-05,164.0,8,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2025-06,115.0,6,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2025-07,120.0,6,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2025-08,97.0,6,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2025-09,54.0,5,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2025-10,85.0,4,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2025-11,165.0,5,observed,True
HYCLENS WOUND SPRAY 2% 60ML,CALABARZON,2025-12,47.0,4,observed,True
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2023-07,72.0,2,observed,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2023-08,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2023-09,56.0,2,observed,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2023-10,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2023-11,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2023-12,10.0,2,observed,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2024-01,60.0,3,observed,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2024-02,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2024-03,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2024-04,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2024-05,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2024-06,68.0,3,observed,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2024-07,12.0,1,observed,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2024-08,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2024-09,138.0,5,observed,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2024-10,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2024-11,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2024-12,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2025-01,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2025-02,36.0,1,observed,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2025-03,35.0,1,observed,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2025-04,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2025-05,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2025-06,100.0,2,observed,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2025-07,42.0,2,observed,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2025-08,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2025-09,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,MIMAROPA,2025-10,14.4263,2,observed,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2023-09,72.0,1,observed,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2023-10,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2023-11,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2023-12,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2024-01,8.0,1,observed,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2024-02,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2024-03,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2024-04,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2024-05,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2024-06,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2024-07,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2024-08,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2024-09,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2024-10,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2024-11,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2024-12,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2025-01,,0,missing_unknown,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2025-02,10.0,1,observed,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2025-03,20.0,2,observed,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2025-04,2.0,1,observed,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2025-05,10.0,1,observed,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2025-06,10.0,1,observed,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2025-07,10.0,1,observed,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2025-08,10.0,1,observed,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2025-09,15.0,1,observed,False
HYCLENS WOUND SPRAY 2% 60ML,Other National,2025-10,10.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2021-01,1144.0,7,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2021-02,726.0,2,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2021-03,44.0,2,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2021-04,41.0,5,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2021-05,7.0,2,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2021-06,28.0,4,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2021-07,585.0,12,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2021-08,814.0,7,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2021-09,42.0,4,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2021-10,114.0,7,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2021-11,185.0,8,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2021-12,26.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2022-01,45.0,4,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2022-02,36.0,2,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2022-03,635.0,7,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2022-04,54.0,4,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2022-05,25.0,3,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2022-06,216.0,16,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2022-07,158.0,8,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2022-08,147.0,15,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2022-09,163.0,12,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2022-10,280.0,13,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2022-11,36.0,6,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2022-12,123.0,5,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2023-01,101.0,7,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2023-02,179.0,9,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2023-03,82.0,5,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2023-04,171.0,11,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2023-05,93.0,5,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2023-06,578.0,13,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2023-07,10.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2023-08,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2023-09,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2023-10,120.0,4,observed,False
HYCLENS WOUND SPRAY 60ML,All Study Regions,2023-11,12.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Bicol,2022-12,5.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2021-01,1092.0,3,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2021-02,726.0,2,observed,False
