product,quantity,revenue,gross_margin_amount,row_count,active_months,estimated_contract_rows,rank,gross_margin_rate,revenue_share,cumulative_revenue_share,abc_class,method,status
TRANSPORE 1X10 2.5CMX9.1M (3M),69.0,75925.0,22795.0,7,6,0,789,0.30023,0.000154,0.908844,B,ABC/Pareto using Net CP (net_cost) revenue,draft
DULAX 3.35MG,468.0,75856.8,75421.8,39,16,0,790,0.994266,0.000153,0.908998,B,ABC/Pareto using Net CP (net_cost) revenue,draft
DUPHASTON,42.4,75500.0,64016.0,3,3,0,791,0.847894,0.000153,0.90915,B,ABC/Pareto using Net CP (net_cost) revenue,draft
IV WRIST SPLINT PEDIA MEDIUM (INDOPLAS),825.0,75490.0,34240.0,2,2,0,792,0.45357,0.000153,0.909303,B,ABC/Pareto using Net CP (net_cost) revenue,draft
DOORMAT,95.191,75407.87,36057.68,3,3,1,793,0.478169,0.000152,0.909455,B,ABC/Pareto using Net CP (net_cost) revenue,draft
BETZIDINE 35MG,133.34,75401.89,51401.29,2,2,0,794,0.681698,0.000152,0.909608,B,ABC/Pareto using Net CP (net_cost) revenue,draft
CARESEF 750MG WITH DILUENT,1340.0,75132.0,28232.0,3,3,0,795,0.375765,0.000152,0.90976,B,ABC/Pareto using Net CP (net_cost) revenue,draft
MALUNGGAY CAPSULE,115.0,75075.0,25500.0,3,3,0,796,0.33966,0.000152,0.909911,B,ABC/Pareto using Net CP (net_cost) revenue,draft
OXYGEN TANK 25LBS,5.0,75000.0,47500.0,1,1,0,797,0.633333,0.000152,0.910063,B,ABC/Pareto using Net CP (net_cost) revenue,draft
BLOOD COLLECTION BAGS 450ML SINGLE,30.0,74990.0,118110.0,2,2,0,798,1.57501,0.000152,0.910215,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ALCOHOL ETHYL 70% - ALCORADE 500ML,576.0,74880.0,37440.0,1,1,0,799,0.5,0.000151,0.910366,B,ABC/Pareto using Net CP (net_cost) revenue,draft
MIXCLAV 250MG/62.5MG 5ML,200.0,74800.0,55200.0,1,1,0,800,0.737968,0.000151,0.910517,B,ABC/Pareto using Net CP (net_cost) revenue,draft
TRIANGULAR BANDAGE,658.0,74770.0,66670.0,5,5,0,801,0.891668,0.000151,0.910669,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ANIN 50,250.0,74500.0,53250.0,1,1,0,802,0.714765,0.000151,0.910819,B,ABC/Pareto using Net CP (net_cost) revenue,draft
COTENACE 50MG,280.0,74425.0,47825.0,3,3,0,803,0.642593,0.00015,0.91097,B,ABC/Pareto using Net CP (net_cost) revenue,draft
SUSTACHLOR 125MG/5ML,751.78,74271.37,66535.29,43,27,0,804,0.89584,0.00015,0.91112,B,ABC/Pareto using Net CP (net_cost) revenue,draft
IV INFUSION SET (ADULT) 20ML DROPS - ORMED,1700.0,73999.98,45099.98,1,1,0,805,0.609459,0.00015,0.911269,B,ABC/Pareto using Net CP (net_cost) revenue,draft
IV INFUSION SET (PEDIA) 60ML DROPS - ORMED,1700.0,73999.98,36599.98,1,1,0,806,0.494594,0.00015,0.911419,B,ABC/Pareto using Net CP (net_cost) revenue,draft
RAHMACIN 250MG,85.0,73990.0,53230.0,4,4,0,807,0.719422,0.00015,0.911569,B,ABC/Pareto using Net CP (net_cost) revenue,draft
PREVENA,51.89,73908.0,68671.42,9,5,0,808,0.929147,0.000149,0.911718,B,ABC/Pareto using Net CP (net_cost) revenue,draft
LEAFLETS,5000.0,73750.0,49500.0,1,1,0,809,0.671186,0.000149,0.911867,B,ABC/Pareto using Net CP (net_cost) revenue,draft
AROFLO 250,103.0,73542.0,31518.0,2,1,0,810,0.428571,0.000149,0.912016,B,ABC/Pareto using Net CP (net_cost) revenue,draft
DISPOSABLE SYRINGE 3CC 23GX1 (TERUMO),74.0,73230.0,35430.0,4,4,0,811,0.483818,0.000148,0.912164,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ALLUJEN 300MG,44.99,72969.0,69833.25,4,3,0,812,0.957026,0.000148,0.912312,B,ABC/Pareto using Net CP (net_cost) revenue,draft
INSTRUMENT TRAY WITH COVER 12X10X2.5,23.0,72680.0,36294.0,2,2,0,813,0.499367,0.000147,0.912459,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ROVASU20,101.0,72501.0,40080.0,9,6,0,814,0.55282,0.000147,0.912605,B,ABC/Pareto using Net CP (net_cost) revenue,draft
PRIMENOFAST 200MG,101.84,72352.0,95866.8,6,5,0,815,1.325006,0.000146,0.912751,B,ABC/Pareto using Net CP (net_cost) revenue,draft
CO-AMOXISAPH 125 MG/31.25MG PER 5ML,206.0,72309.0,58301.0,3,3,0,816,0.806276,0.000146,0.912898,B,ABC/Pareto using Net CP (net_cost) revenue,draft
KETERO 30MG,472.0,72000.0,237960.0,9,5,0,817,3.305,0.000146,0.913043,B,ABC/Pareto using Net CP (net_cost) revenue,draft
IMPEXUR 750MG,60.0,72000.0,62700.0,1,1,0,818,0.870833,0.000146,0.913189,B,ABC/Pareto using Net CP (net_cost) revenue,draft
KETOPAIN 30MG,120.0,72000.0,64260.0,1,1,0,819,0.8925,0.000146,0.913334,B,ABC/Pareto using Net CP (net_cost) revenue,draft
FORTIS VITAMIN BCOMPLEX 100MG/5MG/50MCG,260.0,72000.0,69195.0,4,4,0,820,0.961042,0.000146,0.91348,B,ABC/Pareto using Net CP (net_cost) revenue,draft
STABUFOST 40MG,40.0,72000.0,54600.0,2,2,0,821,0.758333,0.000146,0.913626,B,ABC/Pareto using Net CP (net_cost) revenue,draft
INSTRUMENT TRAY WITH COVER STAINLESS STEEL 12X8X2.5 (OLTEN),25.0,71795.0,35870.0,2,1,0,822,0.499617,0.000145,0.913771,B,ABC/Pareto using Net CP (net_cost) revenue,draft
CINNABLOC 75MG,772.16,71621.0,92430.6,87,53,0,823,1.290552,0.000145,0.913916,B,ABC/Pareto using Net CP (net_cost) revenue,draft
GAUZE ROLL 28X24,91.0,71100.0,43820.0,4,3,0,824,0.616315,0.000144,0.914059,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ATOVAS 80MG,155.08,71062.0,86205.85,17,15,0,825,1.213108,0.000144,0.914203,B,ABC/Pareto using Net CP (net_cost) revenue,draft
AGLIC MR- 30MG,36.0,70950.0,68640.0,5,4,0,826,0.967442,0.000143,0.914346,B,ABC/Pareto using Net CP (net_cost) revenue,draft
GENTAM 40MG/ML (80MG/2ML) 2ML,453.1154,70918.34,50006.58,24,12,1,827,0.705129,0.000143,0.91449,B,ABC/Pareto using Net CP (net_cost) revenue,draft
HAEMOREX 500MG,39.0,70877.0,57142.0,13,10,0,828,0.806214,0.000143,0.914633,B,ABC/Pareto using Net CP (net_cost) revenue,draft
SPIRODEN 25MG,79.0,70770.0,58590.0,8,4,0,829,0.827893,0.000143,0.914776,B,ABC/Pareto using Net CP (net_cost) revenue,draft
QUADMAX 150MG/75MG/400MG/275MG,60.0,70500.0,17104.8,1,1,0,830,0.242621,0.000143,0.914919,B,ABC/Pareto using Net CP (net_cost) revenue,draft
LAMINATING MACHINE,11.0,70400.0,20900.0,1,1,0,831,0.296875,0.000142,0.915061,B,ABC/Pareto using Net CP (net_cost) revenue,draft
EMICOX 200MG CAP,184.1199,70228.45,23543.24,12,6,1,832,0.335238,0.000142,0.915203,B,ABC/Pareto using Net CP (net_cost) revenue,draft
RETACONAZOL 20MG/G (2% W/W) 15G,600.0,70200.0,45300.0,1,1,0,833,0.645299,0.000142,0.915345,B,ABC/Pareto using Net CP (net_cost) revenue,draft
VITAMIN B1+B6+B12 FIRSTMED,244.0,70042.0,53722.0,15,10,0,834,0.766997,0.000142,0.915487,B,ABC/Pareto using Net CP (net_cost) revenue,draft
MORNEM 1G,100.0,70000.0,54000.0,1,1,0,835,0.771429,0.000142,0.915628,B,ABC/Pareto using Net CP (net_cost) revenue,draft
T-SHIRT BC,201.0,69948.0,40803.0,1,1,0,836,0.583333,0.000141,0.91577,B,ABC/Pareto using Net CP (net_cost) revenue,draft
PILLOW CASE AND BEDDINGS,200.0,69800.0,36800.0,1,1,0,837,0.527221,0.000141,0.915911,B,ABC/Pareto using Net CP (net_cost) revenue,draft
NON BREATHING OXYGEN MASK WITH RESERVOIR,500.0,69500.0,5500.0,1,1,0,838,0.079137,0.000141,0.916051,B,ABC/Pareto using Net CP (net_cost) revenue,draft
CIXTOR-Z MAX 500MG/10MG/1000IU,42.0,69389.9,50699.9,17,14,0,839,0.730652,0.00014,0.916192,B,ABC/Pareto using Net CP (net_cost) revenue,draft
MICROSCOT 20MG 15G,610.0,69275.0,14375.0,3,3,0,840,0.207506,0.00014,0.916332,B,ABC/Pareto using Net CP (net_cost) revenue,draft
EVEROSE 1000MG CAP,156.2,69265.49,18547.29,16,7,0,841,0.267771,0.00014,0.916472,B,ABC/Pareto using Net CP (net_cost) revenue,draft
SURGICAL GLOVES 6.5 INDOPLAS,50.0,69250.0,31750.0,1,1,0,842,0.458484,0.00014,0.916612,B,ABC/Pareto using Net CP (net_cost) revenue,draft
TOILET BRUSH,12.1781,69130.72,14624.83,2,2,1,843,0.211553,0.00014,0.916752,B,ABC/Pareto using Net CP (net_cost) revenue,draft
BAG VALVE MASK ADULT,10.0,69000.0,46000.0,1,1,0,844,0.666667,0.00014,0.916891,B,ABC/Pareto using Net CP (net_cost) revenue,draft
BAG VALVE MASK PEDIA,10.0,69000.0,46000.0,1,1,0,845,0.666667,0.00014,0.917031,B,ABC/Pareto using Net CP (net_cost) revenue,draft
RANZOLE 40MG,48.0,68978.75,69508.75,14,10,0,846,1.007684,0.000139,0.91717,B,ABC/Pareto using Net CP (net_cost) revenue,draft
GLOVES 6.5 PROTEXIS,50.0,68976.0,46476.0,3,3,0,847,0.6738,0.000139,0.91731,B,ABC/Pareto using Net CP (net_cost) revenue,draft
MYOMIDE 20MG/ML,202.0,68840.0,43590.0,3,3,0,848,0.633207,0.000139,0.917449,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ZINLUM 60ML,761.0,68626.5,53406.5,7,5,0,849,0.77822,0.000139,0.917588,B,ABC/Pareto using Net CP (net_cost) revenue,draft
STERILE LATEX SURGICAL GLOVES 7.5 INDOPLAS,45.0,68380.0,33730.0,3,2,0,850,0.493273,0.000138,0.917726,B,ABC/Pareto using Net CP (net_cost) revenue,draft
LYSOL 1GALLON,16.0,68340.0,34521.84,3,2,0,851,0.505148,0.000138,0.917864,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ACRESIL 300MG,84.88,68048.94,39752.49,10,7,0,852,0.584175,0.000138,0.918002,B,ABC/Pareto using Net CP (net_cost) revenue,draft
DUOGESIC 325MG/37.5MG TAB,48.0,67885.92,63085.92,8,8,0,853,0.929293,0.000137,0.918139,B,ABC/Pareto using Net CP (net_cost) revenue,draft
STERILLIUM,26.0,67600.0,29800.0,3,3,0,854,0.440828,0.000137,0.918276,B,ABC/Pareto using Net CP (net_cost) revenue,draft
MAYOR 40MG,51.0,67490.0,53770.0,12,8,0,855,0.796711,0.000136,0.918412,B,ABC/Pareto using Net CP (net_cost) revenue,draft
LEPIXA 500-500MG,12.0,67438.5,56398.5,8,7,0,856,0.836295,0.000136,0.918548,B,ABC/Pareto using Net CP (net_cost) revenue,draft
TROPIN 1MG/ML IM/IV/SC,78.5,67240.0,50755.0,14,6,0,857,0.754833,0.000136,0.918684,B,ABC/Pareto using Net CP (net_cost) revenue,draft
TOOTHBRUSH KIDDIE COLGATE,1400.3227,67206.35,41477.72,4,3,2,858,0.61717,0.000136,0.91882,B,ABC/Pareto using Net CP (net_cost) revenue,draft
IV CANNULA 18G - HEXACARE,34.0,67048.0,43248.0,3,2,0,859,0.64503,0.000136,0.918956,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ORALIME 100MG,100.0,66960.0,59960.0,1,1,0,860,0.89546,0.000135,0.919091,B,ABC/Pareto using Net CP (net_cost) revenue,draft
DISPOSABLE INFUSION SET ADULT 20MACRODROPS/ML (HEXACARE),1850.2475,66771.62,44049.91,9,5,2,861,0.65971,0.000135,0.919226,B,ABC/Pareto using Net CP (net_cost) revenue,draft
CLINDANOVA 300MG CAP,91.0,66492.0,32822.0,8,4,0,862,0.493623,0.000134,0.919361,B,ABC/Pareto using Net CP (net_cost) revenue,draft
BAAMCILLIN-250 250MG,250.0981,66406.14,36779.85,5,3,1,863,0.553862,0.000134,0.919495,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ROZTIN 20MG,154.0,66306.73,44261.53,8,7,0,864,0.667527,0.000134,0.919629,B,ABC/Pareto using Net CP (net_cost) revenue,draft
SUCTION BOTTLES 3 LITERS,2.0,66000.0,22000.0,1,1,0,865,0.333333,0.000133,0.919762,B,ABC/Pareto using Net CP (net_cost) revenue,draft
BP APPARATUS STAND TYPE JAPAN,4.0,65800.0,19800.0,1,1,0,866,0.300912,0.000133,0.919895,B,ABC/Pareto using Net CP (net_cost) revenue,draft
"LAPTOP TMP2 214-530-554U 1, FDH (1920X1080)-ACER",1.0,65800.0,22300.0,1,1,0,867,0.338906,0.000133,0.920028,B,ABC/Pareto using Net CP (net_cost) revenue,draft
PULSE OXIMETER PROBE ADULT FOR EDAN IM70,5.0,65700.0,18700.0,5,5,0,868,0.284627,0.000133,0.920161,B,ABC/Pareto using Net CP (net_cost) revenue,draft
OFPLEMED 300MG TABLET,201.0,65641.5,48996.0,14,12,0,869,0.746418,0.000133,0.920294,B,ABC/Pareto using Net CP (net_cost) revenue,draft
AMOLTEX 2MG/5ML,902.155,65629.87,55166.79,27,21,1,870,0.840574,0.000133,0.920427,B,ABC/Pareto using Net CP (net_cost) revenue,draft
NERVAPLEX 500MG,161.05,65359.0,160591.45,65,18,0,871,2.457067,0.000132,0.920559,B,ABC/Pareto using Net CP (net_cost) revenue,draft
APREZOBAS 20MG/ML,35.0,65145.0,58670.0,7,6,0,872,0.900606,0.000132,0.920691,B,ABC/Pareto using Net CP (net_cost) revenue,draft
LOSMAC 50MG,50.0,65000.0,57500.0,1,1,0,873,0.884615,0.000131,0.920822,B,ABC/Pareto using Net CP (net_cost) revenue,draft
JAGAPLEX,196.5,64975.0,96042.4,39,14,0,874,1.478144,0.000131,0.920953,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ZEBET 80MG,71.0,64973.2,49477.2,13,12,0,875,0.761502,0.000131,0.921085,B,ABC/Pareto using Net CP (net_cost) revenue,draft
IV CANNULA 26G - HEXACARE,23.0,64791.0,46391.0,3,2,0,876,0.71601,0.000131,0.921216,B,ABC/Pareto using Net CP (net_cost) revenue,draft
"YANKAUER W/ CONNECTING TUBE 1/4"" X 2.0M",375.0,64740.0,39965.0,14,13,0,877,0.617315,0.000131,0.921347,B,ABC/Pareto using Net CP (net_cost) revenue,draft
MURIATIC ACID,120.2002,64649.15,23488.58,3,3,1,878,0.363324,0.000131,0.921477,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ANEPTIL 500MG/5ML (I.M/I.V),98.0,64343.43,58218.43,1,1,0,879,0.904808,0.00013,0.921608,B,ABC/Pareto using Net CP (net_cost) revenue,draft
BISACODEN 10MG,22.8,64312.5,26350.5,6,2,0,880,0.409726,0.00013,0.921738,B,ABC/Pareto using Net CP (net_cost) revenue,draft
SYRINGE WITH NEEDLE TERRUMO - 1CC/ML,48.0,64120.0,31280.0,3,2,0,881,0.487835,0.00013,0.921867,B,ABC/Pareto using Net CP (net_cost) revenue,draft
DUOTRAM 325MG/37.5MG,47.0,64020.0,43740.0,10,9,0,882,0.683224,0.000129,0.921997,B,ABC/Pareto using Net CP (net_cost) revenue,draft
REPAIR FOR IM70 MONITOR,1.0,64000.0,14100.0,1,1,0,883,0.220312,0.000129,0.922126,B,ABC/Pareto using Net CP (net_cost) revenue,draft
OPTHALMOSCOPE - WELCH ALLYN,1.0,63856.0,48856.0,1,1,0,884,0.765096,0.000129,0.922255,B,ABC/Pareto using Net CP (net_cost) revenue,draft
GLOVES S7.5 LATEX STERILE (INDOPLAS),62.0,63736.0,14136.0,2,1,0,885,0.22179,0.000129,0.922384,B,ABC/Pareto using Net CP (net_cost) revenue,draft
METZENBAUM CURVE SIZE 7'' (OLTEN),50.0,63700.0,42550.0,1,1,0,886,0.667975,0.000129,0.922513,B,ABC/Pareto using Net CP (net_cost) revenue,draft
BIOPHEN 1M,348.1,63624.55,47757.0,7,5,0,887,0.750606,0.000129,0.922642,B,ABC/Pareto using Net CP (net_cost) revenue,draft
SQCEF 250MG,235.0,63546.5,41466.5,6,6,0,888,0.652538,0.000128,0.92277,B,ABC/Pareto using Net CP (net_cost) revenue,draft
LOSARTRIXX 100MG,50.0,63450.0,52950.0,3,3,0,889,0.834515,0.000128,0.922898,B,ABC/Pareto using Net CP (net_cost) revenue,draft
DUVAGEN 10MG,59.0,63150.01,41615.01,8,4,0,890,0.658987,0.000128,0.923026,B,ABC/Pareto using Net CP (net_cost) revenue,draft
DINOSED 250MCG/ML (500MCG/2ML),33.33,63000.0,49000.0,1,1,0,891,0.777778,0.000127,0.923153,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ERGOMET 200 MCG/ML,104.0,62995.0,46053.0,5,5,0,892,0.731058,0.000127,0.923281,B,ABC/Pareto using Net CP (net_cost) revenue,draft
HYOSUR 20MG/ML,185.0,62900.0,30155.0,6,4,0,893,0.479412,0.000127,0.923408,B,ABC/Pareto using Net CP (net_cost) revenue,draft
EVAPORATIVE AIR COOLER - IWATA JET 1200B POG62680,1.0,62850.0,23850.0,1,1,0,894,0.379475,0.000127,0.923535,B,ABC/Pareto using Net CP (net_cost) revenue,draft
NYSECODE 50MG,43.0,62429.0,42079.0,8,4,0,895,0.67403,0.000126,0.923661,B,ABC/Pareto using Net CP (net_cost) revenue,draft
METO 10MG,19.5,62095.0,57505.0,5,5,0,896,0.926081,0.000126,0.923787,B,ABC/Pareto using Net CP (net_cost) revenue,draft
IRONOVA 100MG/5ML/AMPULE,70.0,61950.0,53200.0,1,1,0,897,0.858757,0.000125,0.923912,B,ABC/Pareto using Net CP (net_cost) revenue,draft
FACESHIELD - GARTERIZED (HENG-DE),2320.0,61800.0,34000.0,3,3,0,898,0.550162,0.000125,0.924037,B,ABC/Pareto using Net CP (net_cost) revenue,draft
EGG SHELL MATTRESS (URATEX),41.0,61700.0,28701.97,8,5,0,899,0.465186,0.000125,0.924162,B,ABC/Pareto using Net CP (net_cost) revenue,draft
CANCARE IV CANNULA G22,500.5,61650.0,451140.0,2,2,0,900,7.317762,0.000125,0.924286,B,ABC/Pareto using Net CP (net_cost) revenue,draft
PERISPA 50MG,70.0,61427.0,10607.0,6,4,0,901,0.172677,0.000124,0.924411,B,ABC/Pareto using Net CP (net_cost) revenue,draft
SYRINGE 10CC G23X1 PRIME,55.0,61355.0,51205.0,4,3,0,902,0.834569,0.000124,0.924535,B,ABC/Pareto using Net CP (net_cost) revenue,draft
CENDALEX 100MG/ML,837.0,61299.0,67026.2,51,32,0,903,1.093431,0.000124,0.924659,B,ABC/Pareto using Net CP (net_cost) revenue,draft
BETASOL 7.5MG/ML POVIDONE IODINE,42.0,61268.0,31568.0,4,4,0,904,0.515244,0.000124,0.924783,B,ABC/Pareto using Net CP (net_cost) revenue,draft
SAPHARIN 20MG/ML,158.0,61253.51,36921.51,17,7,0,905,0.602766,0.000124,0.924906,B,ABC/Pareto using Net CP (net_cost) revenue,draft
CEFTRINOVA 1G,380.0,61200.0,54740.0,4,4,0,906,0.894444,0.000124,0.92503,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ZINCBOS 60ML,880.0,60821.2,45217.2,8,6,0,907,0.743445,0.000123,0.925153,B,ABC/Pareto using Net CP (net_cost) revenue,draft
IV INFUSION SET ADULT (PRIME),1900.0,60700.0,19600.0,3,2,0,908,0.3229,0.000123,0.925276,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ARNIS FLOOR MAT PUZZLE,29.0,60610.0,25679.5,1,1,0,909,0.423684,0.000123,0.925398,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ALVICA INTENSE 70ML,76.0866,60501.84,28452.05,8,7,1,910,0.470268,0.000122,0.925521,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ANESTIN 20MG/ML,125.0,60430.0,49400.0,10,6,0,911,0.817475,0.000122,0.925643,B,ABC/Pareto using Net CP (net_cost) revenue,draft
SAPHCLAZIDE 60 GLICLAZIDE TABLET,40.0,60400.0,40600.0,1,1,0,912,0.672185,0.000122,0.925765,B,ABC/Pareto using Net CP (net_cost) revenue,draft
CEFUROX 250MG/5ML 50ML,408.0,60339.12,16275.12,3,2,0,913,0.269728,0.000122,0.925887,B,ABC/Pareto using Net CP (net_cost) revenue,draft
OXYGEN TANK 15LBS,5.0,60000.0,44000.0,1,1,0,914,0.733333,0.000121,0.926008,B,ABC/Pareto using Net CP (net_cost) revenue,draft
BACTIGRAS,500.0,60000.0,19500.0,1,1,0,915,0.325,0.000121,0.92613,B,ABC/Pareto using Net CP (net_cost) revenue,draft
IV CATHETER G.22 B.BRAUN,10.0,60000.0,60000.0,1,1,0,916,1.0,0.000121,0.926251,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ADULT CPR MANNEQUIN,2.0,60000.0,21000.0,1,1,0,917,0.35,0.000121,0.926372,B,ABC/Pareto using Net CP (net_cost) revenue,draft
INFANT CPR MANNEQUIN,2.0,60000.0,18000.0,1,1,0,918,0.3,0.000121,0.926494,B,ABC/Pareto using Net CP (net_cost) revenue,draft
GLOVES (M) - LATEX SURE GUARD,55.0,59960.0,48360.0,6,5,0,919,0.806538,0.000121,0.926615,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ERZIN 500MG TAB,50.0,59950.0,37450.0,1,1,0,920,0.624687,0.000121,0.926736,B,ABC/Pareto using Net CP (net_cost) revenue,draft
STERILE GLOVES 6.5 - GLOMED,40.0,59920.0,29520.0,1,1,0,921,0.492657,0.000121,0.926857,B,ABC/Pareto using Net CP (net_cost) revenue,draft
BLOOD PRESSURE W/WHEELS / ROLL BY - BAXTEL SPHYGMOMANOMETER,24.0,59900.0,133402.0,3,3,0,922,2.227078,0.000121,0.926978,B,ABC/Pareto using Net CP (net_cost) revenue,draft
AIRCON SPLIT TYPE 1.5HP INVERTER (LG),1.0,59900.0,22902.0,1,1,0,923,0.382337,0.000121,0.927099,B,ABC/Pareto using Net CP (net_cost) revenue,draft
CENDALEX 250MG/5ML SUS,401.0,59898.2,43304.75,31,16,0,924,0.722972,0.000121,0.927221,B,ABC/Pareto using Net CP (net_cost) revenue,draft
LAPTOP LENOVO S145-141WL,1.0,59850.0,30600.0,1,1,0,925,0.511278,0.000121,0.927342,B,ABC/Pareto using Net CP (net_cost) revenue,draft
LUBRICATING JELLY - SURGITECH 150G,186.0,59830.0,32510.0,6,5,0,926,0.543373,0.000121,0.927463,B,ABC/Pareto using Net CP (net_cost) revenue,draft
LUBRICATING JELLY 3G (ORMED),20.0,59700.0,40700.0,1,1,0,927,0.681742,0.000121,0.927583,B,ABC/Pareto using Net CP (net_cost) revenue,draft
LIQUID DETERGENT POWER CLEAN,3.198,59690.76,20199.52,2,2,1,928,0.338403,0.000121,0.927704,B,ABC/Pareto using Net CP (net_cost) revenue,draft
FOLEY CATHETER 2WAY FR16 30ML (PARTNERS),1052.0,59600.0,19624.0,16,12,0,929,0.329262,0.000121,0.927825,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ISOLATION GOWN QUANTUM,752.0,59408.0,22560.0,1,1,0,930,0.379747,0.00012,0.927945,B,ABC/Pareto using Net CP (net_cost) revenue,draft
IV CANNULA G24 - CAN CARE / BOX,12.0,59400.0,35100.0,4,4,0,931,0.590909,0.00012,0.928065,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ELCILIN,195.0,59395.0,21760.0,7,4,0,932,0.366361,0.00012,0.928185,B,ABC/Pareto using Net CP (net_cost) revenue,draft
MICROPORE 0.5X10 1.25CMX9.1M (3M),65.0,59381.0,23631.0,5,5,0,933,0.397956,0.00012,0.928305,B,ABC/Pareto using Net CP (net_cost) revenue,draft
EMZART 80,78.0,59334.0,41382.0,15,7,0,934,0.697442,0.00012,0.928425,B,ABC/Pareto using Net CP (net_cost) revenue,draft
IV CANNULA 18G - CAREPLUS,30.0,59160.0,29160.0,1,1,0,935,0.492901,0.00012,0.928544,B,ABC/Pareto using Net CP (net_cost) revenue,draft
IV CANNULA G20 - CATHULA,319.5,59065.1,568265.1,10,6,0,936,9.620996,0.000119,0.928664,B,ABC/Pareto using Net CP (net_cost) revenue,draft
SAPHIXIME-200 200MG,246.67,58849.5,-4777.16,8,6,0,937,-0.081176,0.000119,0.928783,B,ABC/Pareto using Net CP (net_cost) revenue,draft
INOX 100MG,30.0,58800.0,18870.0,1,1,0,938,0.320918,0.000119,0.928902,B,ABC/Pareto using Net CP (net_cost) revenue,draft
GLOVES (SML) HCD,202.0,58600.0,27900.0,2,2,0,939,0.476109,0.000118,0.92902,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ZYOM 40MG,300.0,58200.0,47700.0,2,2,0,940,0.819588,0.000118,0.929138,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ROCIEM 10MG/ML (50MG/5ML) IV,10.0,58000.0,19000.0,1,1,0,941,0.327586,0.000117,0.929255,B,ABC/Pareto using Net CP (net_cost) revenue,draft
LACTATED RINGERS SOLUTION EUROMED,840.0,57960.0,8960.02,3,2,0,942,0.15459,0.000117,0.929372,B,ABC/Pareto using Net CP (net_cost) revenue,draft
ENOCEE 500MG TAB,201.0,57900.0,47572.56,3,3,0,943,0.821633,0.000117,0.92949,B,ABC/Pareto using Net CP (net_cost) revenue,draft
AZITHROM,220.33,57803.0,51488.0,16,13,0,944,0.89075,0.000117,0.929606,B,ABC/Pareto using Net CP (net_cost) revenue,draft
FACE SHIELD 150PHP,385.0,57750.0,48125.0,1,1,0,945,0.833333,0.000117,0.929723,B,ABC/Pareto using Net CP (net_cost) revenue,draft
NEBULIZER MASK ADULT,350.0,57750.0,42000.0,1,1,0,946,0.727273,0.000117,0.92984,B,ABC/Pareto using Net CP (net_cost) revenue,draft
GLOVES (MD) HCD,200.0,57600.0,27600.0,1,1,0,947,0.479167,0.000116,0.929956,B,ABC/Pareto using Net CP (net_cost) revenue,draft
CLARITHROMED 125MG,300.0,57500.0,33450.0,3,3,0,948,0.581739,0.000116,0.930073,B,ABC/Pareto using Net CP (net_cost) revenue,draft
BECOME PLEX,117.0,57220.0,42478.0,7,7,0,949,0.742363,0.000116,0.930188,B,ABC/Pareto using Net CP (net_cost) revenue,draft
LATEX FOLEY BALLOON CATHETER SILICONE COATED 2 WAY FR.16 - SIMPLEX,745.0,57115.0,27315.0,2,2,0,950,0.478246,0.000115,0.930304,B,ABC/Pareto using Net CP (net_cost) revenue,draft
OFLOBIZ 3MG/ML (0.3%) 5ML,200.0,57000.0,17600.0,1,1,0,951,0.308772,0.000115,0.930419,B,ABC/Pareto using Net CP (net_cost) revenue,draft
FACEMASK BLUE,294.1281,56759.5,43773.26,11,5,1,952,0.771206,0.000115,0.930534,B,ABC/Pareto using Net CP (net_cost) revenue,draft
CO-AMOXICARE 500MG/125MG,110.0,56657.0,35909.64,7,5,0,953,0.633808,0.000115,0.930648,B,ABC/Pareto using Net CP (net_cost) revenue,draft
VOXOLL 15MG/5ML SYR,1594.0,56579.6,84012.41,142,43,0,954,1.484853,0.000114,0.930763,B,ABC/Pareto using Net CP (net_cost) revenue,draft
TRIZEF 200MG,6.0,56500.0,46900.0,5,2,0,955,0.830088,0.000114,0.930877,B,ABC/Pareto using Net CP (net_cost) revenue,draft
PARA500,332.0,56481.5,35663.5,22,10,0,956,0.631419,0.000114,0.930991,B,ABC/Pareto using Net CP (net_cost) revenue,draft
