MEDSHIELD PHARMA CORP,,,,,,,,,,,,,,,,,,,
SALES SUMMARY REPORT,,,,,,,,,,,,,,,,,,,
AS OF DECEMBER 2018,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
DRNumber,DRDate,SalesRep,Product,Qty,CP/UNIT,TOTAL CP,Discount,NET CP,TP/UNIT,Total TP,Net Income,,,,,,,,
17792,2018-10-16,Admin,ATOVAS 20mg,1,342.5,342.5,0,342.5,202,202,140.5,,,,,,,,
17792,2018-10-16,Admin,EUROXONE 1g,1,190,190,0,190,73,73,117,,,,,,,,
17792,2018-10-16,Admin,NITROFIX SR 30mg,1,920,920,0,920,500,500,420,,,,,,,,
17792,2018-10-16,Admin,OMCARE 40mg,0.2,782.6,156.52,0,156.52,450,90,66.52000000000001,,,,,,,,
17792,2018-10-16,Admin,TRIVASC 35mg MR,1,787.5,787.5,0,787.5,445,445,342.5,,,,,,,,
17792,2018-10-16,Admin,CLOVAS 75MG,1,675,675,0,675,384,384,291,,,,,,,,
17792,2018-10-16,Admin,SYRINGE 3CC,1,345,345,0,345,230,230,115,,,,,,,,
17792,2018-10-16,Admin,AEROVENT 1mg/ml,0.166666,580,96.66628,0,96.66628,275,45.83315,50.83313,,,,,,,,
17792,2018-10-16,Admin,Gloves (Non Sterile),2,149.5,299,0,299,130,260,39,,,,,,,,
17792,2018-10-16,Admin,Adult Diaper (L),1,300,300,0,300,200,200,100,,,,,,,,
17792,2018-10-16,Admin,Suction Catheter,8,15,120,0,120,10,80,40,,,,,,,,
17843,2018-07-24,Admin,CIFROX 500mg,1,1750,1750,0,1750,450,450,1300,,,,,,,,
17843,2018-07-24,Admin,HISTARIL 1mg/50mg/5ml,6,88,528,0,528,24.47,146.82,381.18,,,,,,,,
17843,2018-07-24,Admin,FORTIPLEX,1,1000,1000,0,1000,270,270,730,,,,,,,,
17843,2018-07-24,Admin,LACTAMOX 250mg/62.5mg/5ml,2,250,500,0,500,130,260,240,,,,,,,,
17843,2018-07-24,Admin,EUROXIME 250mg/5ml,3,380,1140,0,1140,139,417,723,,,,,,,,
17859A,2018-10-18,Admin,APROCARE 150mg,24,870,20880,0,20880,219,5256,15624,,,,,,,,
17860,2018-07-02,Admin,KLOPIDO 75mg,3,975,2925,0,2925,384,1152,1773,,,,,,,,
17860,2018-07-02,Admin,ATOVAS 20mg,20,650,13000,0,13000,202,4040,8960,,,,,,,,
17860,2018-07-02,Admin,APROCARE 150mg,20,870,17400,0,17400,219,4380,13020,,,,,,,,
17860A,2018-10-19,Admin,ATOVAS 20mg,10,750,7500,0,7500,202,2020,5480,,,,,,,,
17870A,2018-10-23,Admin,ATOVAS 20mg,10,750,7500,0,7500,202,2020,5480,,,,,,,,
17890,2018-07-25,Admin,APROCARE 150mg,11,870,9570,0,9570,219,2409,7161,,,,,,,,
17890,2018-07-25,Admin,ATOVAS 20mg,20,650,13000,0,13000,202,4040,8960,,,,,,,,
17954,2018-07-04,Admin,CIFROX 500mg,2,1750,3500,1050,2450,450,900,1550,,,,,,,,
17954,2018-07-04,Admin,ERGON 125mcg,2,2000,4000,1200,2800,128,256,2544,,,,,,,,
17954,2018-07-04,Admin,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,2,1708,3416,1024.8,2391.2,488,976,1415.1999999999998,,,,,,,,
17954,2018-07-04,Admin,ZAFEX 500mg,2,3000,6000,1800,4200,1450,2900,1300,,,,,,,,
17954,2018-07-04,Admin,VONWELT/GENERIC TRANEXAMIC ACID,2,2100,4200,1260,2940,330,660,2280,,,,,,,,
17955,2018-07-04,Admin,HAV C 500mg,7,135.714285714,949.999999998,0,949.999999998,35,245,704.999999998,,,,,,,,
17959,2018-07-06,Admin,DUOTRAM 325MG,2,1980,3960,1188,2772,275,550,2222,,,,,,,,
17959,2018-07-06,Admin,ENCLOXIL 500mg,2,1500,3000,900,2100,540,1080,1020,,,,,,,,
17959,2018-07-06,Admin,CORSTAPH 500mg,1,1500,1500,450,1050,435,435,615,,,,,,,,
17959,2018-07-06,Admin,NITROFURANTOIN 100mg,3,1000,3000,900,2100,175,525,1575,,,,,,,,
17960,2018-07-06,Admin,Floxa 200,2,3000,6000,900,5100,195,390,4710,,,,,,,,
17960,2018-07-06,Admin,XYNETIN 1500mg/200iu,7,678.5721214,4750.0048498,0,4750.0048498,310,2170,2580.0048497999996,,,,,,,,
17960,2018-07-06,Admin,MAXXIVIT PLUS,7,857.14345,6000.004150000001,0,6000.004150000001,420,2940,3060.0041500000007,,,,,,,,
17961,2018-07-06,Admin,ELBOW GLOVES,1,300,300,0,300,150,150,150,,,,,,,,
17968,2018-07-11,Admin,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,2,1708,3416,1024.8,2391.2,488,976,1415.1999999999998,,,,,,,,
17968,2018-07-11,Admin,CIFROX 500mg,2,1750,3500,1050,2450,450,900,1550,,,,,,,,
17979,2018-07-11,Admin,MAXXIVIT PLUS,7,857.142857142,5999.999999994,0,5999.999999994,420,2940,3059.999999994,,,,,,,,
17979,2018-07-11,Admin,FOCID 5mg,7,464.285714285,3249.999999995,0,3249.999999995,188,1316,1933.999999995,,,,,,,,
17979,2018-07-11,Admin,XYNETIN 1500mg/200iu,7,678.571428571,4749.999999997,0,4749.999999997,310,2170,2579.9999999969996,,,,,,,,
17988,2018-07-16,Admin,XYNETIN 1500mg/200iu,7,678.571428571,4749.999999997,0,4749.999999997,310,2170,2579.9999999969996,,,,,,,,
17988,2018-07-16,Admin,MAXXIVIT PLUS,7,857.1428757142,6000.0001299994,0,6000.0001299994,420,2940,3060.0001299994,,,,,,,,
17989,2018-07-16,Admin,ANEROCIN 300mg ,2,3800,7600,2280,5320,890,1780,3540,,,,,,,,
17989,2018-07-16,Admin,ZAFEX 500mg,2,3000,6000,1800,4200,1450,2900,1300,,,,,,,,
17989,2018-07-16,Admin,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,2,1708,3416,1024.8,2391.2,488,976,1415.1999999999998,,,,,,,,
17989,2018-07-16,Admin,LACTAMOX 500mg/125mg,2,2800,5600,1680,3920,1174,2348,1572,,,,,,,,
17997,2018-07-21,Admin,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,2,1708,3416,1024.8,2391.2,488,976,1415.1999999999998,,,,,,,,
17997,2018-07-21,Admin,CLOXANE 500mg,2,1500,3000,900,2100,165,330,1770,,,,,,,,
17997,2018-07-21,Admin,DUOTRAM 325mg,2,1980,3960,1188,2772,275,550,2222,,,,,,,,
17997,2018-07-21,Admin,NITROFURANTOIN 100mg,2,1000,2000,600,1400,175,350,1050,,,,,,,,
17998,2018-07-21,Admin,FERGLOBIN 250mg,7,517.857142857,3624.999999999,0,3624.999999999,215,1505,2119.999999999,,,,,,,,
17999,2018-07-21,Admin,Gloves (Non Sterile),2,260,520,0,520,130,260,260,,,,,,,,
18016,2018-08-02,Admin,LACTAMOX 500mg/125mg,0.35,410.9,143.81499999999997,0,143.81499999999997,1174,410.9,-267.08500000000004,,,,,,,,
18051A,2018-10-16,Admin,MAXXIVIT PLUS,1,882,882,0,882,420,420,462,,,,,,,,
18051A,2018-10-16,Admin,Digital Thermometer,1,75,75,0,75,50,50,25,,,,,,,,
18051A,2018-10-16,Admin,FOCID 5mg,1,393.75,393.75,0,393.75,188,188,205.75,,,,,,,,
18053A,2018-10-16,Admin,JAGA 300mg/100mg/100mcg,1,795,795,0,795,345,345,450,,,,,,,,
18053A,2018-10-16,Admin,AMETRIS 500mg,0.21,255,53.55,0,53.55,170,35.699999999999996,17.85,,,,,,,,
18053A,2018-10-16,Admin,Digital Thermometer,1,75,75,0,75,50,50,25,,,,,,,,
18053A,2018-10-16,Admin,Hyclens OB 1% Antiseptic,1,277.2,277.2,0,277.2,139,139,138.2,,,,,,,,
18054A,2018-10-16,Admin,Digital Thermometer,1,75,75,0,75,50,50,25,,,,,,,,
18054A,2018-10-16,Admin,CAPTOR 25mg,1,142.5,142.5,0,142.5,77,77,65.5,,,,,,,,
18054A,2018-10-16,Admin,PROCARV 6.25mg,2,547.5,1095,0,1095,365,730,365,,,,,,,,
18054A,2018-10-16,Admin,LIPIVASC 40mg,1,431.25,431.25,0,431.25,288,288,143.25,,,,,,,,
18054A,2018-10-16,Admin,APROCARE 150mg,6,328.5,1971,0,1971,219,1314,657,,,,,,,,
18054A,2018-10-16,Admin,PROCARV 6.25mg,1,547.5,547.5,0,547.5,365,365,182.5,,,,,,,,
18054A,2018-10-16,Admin,AMLOPURE 10mg,1,135,135,0,135,90,90,45,,,,,,,,
18054A,2018-10-16,Admin,NITROFURANTOIN 100mg,0.22,263,57.86,0,57.86,175,38.5,19.36,,,,,,,,
18054A,2018-10-16,Admin,ATOVAS 20mg,1,324.02,324.02,0,324.02,202,202,122.01999999999998,,,,,,,,
18054A,2018-10-16,Admin,JAGA 300mg/100mg/100mcg,1,795,795,0,795,345,345,450,,,,,,,,
18054A,2018-10-16,Admin,FORTIPLEX,2,517.5,1035,0,1035,270,540,495,,,,,,,,
18054A,2018-10-16,Admin,AMBIMOX 500mg,1,165,165,0,165,110,110,55,,,,,,,,
18055A,2018-10-16,Admin,CEPROTRON 500mg,0.28,622.5,174.3,0,174.3,415,116.20000000000002,58.099999999999994,,,,,,,,
18055A,2018-10-16,Admin,Glucose Strip,1,975,975,0,975,650,650,325,,,,,,,,
18055A,2018-10-16,Admin,CEVIT 500mg,1,81,81,0,81,54,54,27,,,,,,,,
18055A,2018-10-16,Admin,COSMOX 457mg,1,277.5,277.5,0,277.5,185,185,92.5,,,,,,,,
18056A,2018-10-16,Admin,VOXOLL 15mg/5ml,2,34.5,69,0,69,23,46,23,,,,,,,,
18056A,2018-10-16,Admin,COSMOX 457mg,1,277.5,277.5,0,277.5,185,185,92.5,,,,,,,,
18056A,2018-10-16,Admin,CORVI PLUS 1mg/50mg,2,58.5,117,0,117,39,78,39,,,,,,,,
18057,2018-10-16,Admin,FERGLOBIN 250mg,1,451.5,451.5,0,451.5,215,215,236.5,,,,,,,,
18058,2018-07-25,Admin,NITROFURANTOIN 100mg,2,1000,2000,600,1400,175,350,1050,,,,,,,,
18058,2018-07-25,Admin,DOPALINK 250mg,2,1950,3900,1170,2730,520,1040,1690,,,,,,,,
18058,2018-07-25,Admin,XYNETIN 1500mg/200iu,5,950,4750,1425,3325,310,1550,1775,,,,,,,,
18058A,2018-10-16,Admin,APROCARE 150mg,1,328.5,328.5,0,328.5,219,219,109.5,,,,,,,,
18059,2018-07-25,Admin,MAXXIVIT PLUS,7,857.142857142,5999.999999994,0,5999.999999994,420,2940,3059.999999994,,,,,,,,
18059,2018-07-25,Admin,VONWELT/GENERIC TRANEXAMIC ACID,2,2100,4200,0,4200,330,660,3540,,,,,,,,
18059A,2018-10-18,Admin,TOSYLAM 750mg,2,2750,5500,0,5500,980,1960,3540,,,,,,,,
18059A,2018-10-18,Admin,FOCID 5mg,7,464.2857142875,3250.0000000125,0,3250.0000000125,188,1316,1934.0000000125,,,,,,,,
18059A,2018-10-18,Admin,Isoprine 10mg,7,671.428571428,4699.999999996,0,4699.999999996,235,1645,3054.999999996,,,,,,,,
18060A,2018-10-19,Admin,AEROVENT 1mg/ml,1,405,405,0,405,275,275,130,,,,,,,,
18060A,2018-10-19,Admin,ATOVAS 20mg,3,327.0166666,981.0499998,0,981.0499998,202,606,375.0499998,,,,,,,,
18061A,2018-10-20,Admin,XYNETIN 1500mg/200iu,7,678.571428571,4749.999999997,0,4749.999999997,310,2170,2579.9999999969996,,,,,,,,
18061A,2018-10-20,Admin,PHILCLOX 500mg,7,1071.42857142,7499.999999940001,0,7499.999999940001,182,1274,6225.999999940001,,,,,,,,
18061A,2018-10-20,Admin,FERGLOBIN 250mg,7,517.857142857,3624.999999999,0,3624.999999999,215,1505,2119.999999999,,,,,,,,
18061A,2018-10-20,Admin,MAXXIVIT PLUS,7,857.142857142,5999.999999994,0,5999.999999994,420,2940,3059.999999994,,,,,,,,
18062,2018-07-27,Admin,HYPANTO-40,1,220,220,0,220,90,90,130,,,,,,,,
18062,2018-07-27,Admin,OMEBLOC-20 20mg,1,224,224,0,224,93,93,131,,,,,,,,
18062,2018-07-27,Admin,"Micropore 1"" / 1/2""",2,700,1400,0,1400,380,760,640,,,,,,,,
18062,2018-07-27,Admin,KEEF 250,3,196,588,0,588,112,336,252,,,,,,,,
18062,2018-07-27,Admin,PARTEN 50mg,2,230,460,0,460,115,230,230,,,,,,,,
18062,2018-07-27,Admin,Tumabaron,1,252,252,0,252,126,126,126,,,,,,,,
18062,2018-07-27,Admin,SALRESP,2,908,1816,0,1816,405,810,1006,,,,,,,,
18062A,2018-10-20,Admin,DUOTRAM 325mg,2,1980,3960,1188,2772,275,550,2222,,,,,,,,
18062A,2018-10-20,Admin,ERGON 125mcg,2,2000,4000,1200,2800,128,256,2544,,,,,,,,
18063,2018-07-28,Admin,MAXXIVIT PLUS,7,857.142857142,5999.999999994,0,5999.999999994,420,2940,3059.999999994,,,,,,,,
18063,2018-07-28,Admin,FOCID 5mg,7,1500,10500,0,10500,188,1316,9184,,,,,,,,
18064,2018-07-28,Admin,Gloves (Non Sterile),2,390,780,0,780,130,260,520,,,,,,,,
18064A,2018-10-20,Admin,GOTRAM,1,67.5,67.5,0,67.5,45,45,22.5,,,,,,,,
18064A,2018-10-20,Admin,Ultra Fine Insulin Syringe 0.5ml,4,1050,4200,0,4200,700,2800,1400,,,,,,,,
18064A,2018-10-20,Admin,Accu Check Glucose Strips,9,1245,11205,0,11205,850,7650,3555,,,,,,,,
18064A,2018-10-20,Admin,CEVIT 500mg,1,81,81,0,81,54,54,27,,,,,,,,
18064A,2018-10-20,Admin,BLOOD GLUCOSE STRIP,1,1275,1275,0,1275,850,850,425,,,,,,,,
18064A,2018-10-20,Admin,MYREVIT-B,3,123,369,0,369,82,246,123,,,,,,,,
18064A,2018-10-20,Admin,CLONIN 150mcg,1,466.5,466.5,0,466.5,300,300,166.5,,,,,,,,
18064A,2018-10-20,Admin,ZELECTA 400mg,1,607.5,607.5,0,607.5,405,405,202.5,,,,,,,,
18064A,2018-10-20,Admin,ROSADOC 10mg,1,315,315,0,315,225,225,90,,,,,,,,
18064A,2018-10-20,Admin,JAGA 300mg/100mg/100mcg,1,795,795,0,795,345,345,450,,,,,,,,
18064A,2018-10-20,Admin,Uright Blood Glucose Machine,1,3000,3000,0,3000,2000,2000,1000,,,,,,,,
18065,2018-07-28,Admin,DUOTRAM 325mg,2,1980,3960,1188,2772,275,550,2222,,,,,,,,
18065,2018-07-28,Admin,ERGON 125mcg,2,2000,4000,1200,2800,128,256,2544,,,,,,,,
18065,2018-07-28,Admin,CEPROTRON 500mg,2,1750,3500,1050,2450,415,830,1620,,,,,,,,
18065A,2018-10-20,Admin,Insulin Syringe G30x1/2cc / G30x1cc,0.76,1050,798,0,798,850,646,152,,,,,,,,
18065A,2018-10-20,Admin,Accu Check Glucose Strips,6,1245,7470,0,7470,850,5100,2370,,,,,,,,
18065A,2018-10-20,Admin,Insuline Syringe SIMPLEX,2,600,1200,0,1200,400,800,400,,,,,,,,
18065A,2018-10-20,Admin,TRIVASC 35mg MR,1,735,735,0,735,445,445,290,,,,,,,,
18065A,2018-10-20,Admin,PARTEN 50mg,3,172.5,517.5,0,517.5,115,345,172.5,,,,,,,,
18065A,2018-10-20,Admin,APROCARE 150mg,2,328.5,657,0,657,219,438,219,,,,,,,,
18065A,2018-10-20,Admin,ZELECTA 200mg,0.16666666,337.5,56.24999775,0,56.24999775,225,37.4999985,18.749999250000002,,,,,,,,
18065A,2018-10-20,Admin,ZITRIN PLUS 120ml,40,90,3600,0,3600,60,2400,1200,,,,,,,,
18065A,2018-10-20,Admin,BLOOD GLUCOSE STRIP,1,1275,1275,0,1275,850,850,425,,,,,,,,
18065A,2018-10-20,Admin,PROVIT CEE 100mg/5ml,12,79.58,954.96,0,954.96,41,492,462.96000000000004,,,,,,,,
18065A,2018-10-20,Admin,QUIFLOX 500mg,0.33,954.54,314.9982,0,314.9982,630,207.9,107.09819999999999,,,,,,,,
18065A,2018-10-20,Admin,DIUCARE 25mg,3,169.5,508.5,0,508.5,113,339,169.5,,,,,,,,
18066,2018-07-28,Admin,CALCIUM CARBONATE,6,950,5700,1710,3990,68,408,3582,,,,,,,,
18066A,2018-10-20,Admin,JAGA 300mg/100mg/100mcg,1,795,795,0,795,345,345,450,,,,,,,,
18066A,2018-10-20,Admin,ZIONEL 100mg,1,180,180,0,180,200,200,-20,,,,,,,,
18066A,2018-10-20,Admin,Calcigard 10mg,1,322.5,322.5,0,322.5,215,215,107.5,,,,,,,,
18066A,2018-10-20,Admin,APROCARE 150mg,2,328.5,657,0,657,219,438,219,,,,,,,,
18066A,2018-10-20,Admin,Insuline Syringe SIMPLEX,4,600,2400,0,2400,400,1600,800,,,,,,,,
18066A,2018-10-20,Admin,Accu Check Glucose Strips,20,1245,24900,0,24900,850,17000,7900,,,,,,,,
18066A,2018-10-20,Admin,PARTEN 50mg,2,232.97,465.94,0,465.94,115,230,235.94,,,,,,,,
18066A,2018-10-20,Admin,BLOOD GLUCOSE STRIP,1,1275,1275,0,1275,850,850,425,,,,,,,,
18066A,2018-10-20,Admin,SPLENDAMET 500mg,2,172.5,345,0,345,128,256,89,,,,,,,,
18072A,2018-10-27,Admin,Isoprine 10mg,7,671.428571428,4699.999999996,0,4699.999999996,235,1645,3054.999999996,,,,,,,,
18072A,2018-10-27,Admin,XYNETIN 1500mg/200iu,7,678.571428571,4749.999999997,0,4749.999999997,310,2170,2579.9999999969996,,,,,,,,
18072A,2018-10-27,Admin,MAXXIVIT PLUS,7,857.142857142,5999.999999994,0,5999.999999994,420,2940,3059.999999994,,,,,,,,
18072A,2018-10-27,Admin,CEVIT 500mg,7,135.714285714,949.999999998,0,949.999999998,54,378,571.999999998,,,,,,,,
18073A,2018-10-27,Admin,DUOTRAM 325mg,2,1980,3960,1188,2772,275,550,2222,,,,,,,,
18073A,2018-10-27,Admin,ZAFEX 500mg,2,3000,6000,1800,4200,1450,2900,1300,,,,,,,,
18073A,2018-10-27,Admin,ERGON 125mcg,2,2000,4000,1200,2800,128,256,2544,,,,,,,,
18073A,2018-10-27,Admin,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,2,1708,3416,1024.8,2391.2,488,976,1415.1999999999998,,,,,,,,
18073A,2018-10-27,Admin,COMOX 625mg,3,2800,8400,2520,5880,1174,3522,2358,,,,,,,,
18073A,2018-10-27,Admin,ANEROCIN 300mg ,1,3800,3800,1140,2660,890,890,1770,,,,,,,,
18073A,2018-10-27,Admin,CEPROTRON 500mg,2,1750,3500,1050,2450,415,830,1620,,,,,,,,
18075A,2018-10-27,Admin,Gloves (Non Sterile),2,390,780,0,780,130,260,520,,,,,,,,
18077A,2018-10-29,Admin,BROXIL-M 15mg/5ml,10,44.21,442.1,0,442.1,23,230,212.10000000000002,,,,,,,,
18077A,2018-10-29,Admin,Gloves (Non Sterile),2,195,390,0,390,130,260,130,,,,,,,,
18077A,2018-10-29,Admin,ANGEL-50 50mg,1,135,135,0,135,90,90,45,,,,,,,,
18077A,2018-10-29,Admin,Syringe 5cc,1,360,360,0,360,480,480,-120,,,,,,,,
18077A,2018-10-29,Admin,CORVI PLUS 1mg/50mg,10,58.5,585,0,585,39,390,195,,,,,,,,
18077A,2018-10-29,Admin,ORNEXIN 325mg/10mg/5mg,10,64.5,645,0,645,43,430,215,,,,,,,,
18077A,2018-10-29,Admin,AMETRIS 125mg,10,60,600,0,600,35,350,250,,,,,,,,
18077A,2018-10-29,Admin,LEXI B FORTE 300mg/100mg/100mcg,1,485.5,485.5,0,485.5,323,323,162.5,,,,,,,,
18077A,2018-10-29,Admin,AMLOPURE 10mg,1,135,135,0,135,90,90,45,,,,,,,,
18077A,2018-10-29,Admin,JAGA 300mg/100mg/100mcg,1,795,795,0,795,345,345,450,,,,,,,,
18077A,2018-10-29,Admin,SYRINGE 3CC,1,345,345,0,345,230,230,115,,,,,,,,
18078,2018-08-03,Admin,D-cal,7,225,1575,0,1575,225,1575,0,,,,,,,,
18079,2018-08-03,Admin,FERGLOBIN 250mg,7,517.857142857,3624.999999999,0,3624.999999999,215,1505,2119.999999999,,,,,,,,
18080,2018-08-03,Admin,ENCLOXIL 500mg,3,1500,4500,1350,3150,540,1620,1530,,,,,,,,
18080,2018-08-03,Admin,NITROFURANTOIN 100mg,2,1000,2000,600,1400,175,350,1050,,,,,,,,
18081A,2018-11-05,Admin,VONWELT/GENERIC TRANEXAMIC ACID,2,2100,4200,0,4200,330,660,3540,,,,,,,,
18081A,2018-11-05,Admin,FOCID 5mg,7,464.285714285,3249.999999995,0,3249.999999995,188,1316,1933.999999995,,,,,,,,
18081A,2018-11-05,Admin,MAXXIVIT PLUS,7,857.142857142,5999.999999994,0,5999.999999994,420,2940,3059.999999994,,,,,,,,
18081A,2018-11-05,Admin,XYNETIN 1500mg/200iu,7,678.571428571,4749.999999997,0,4749.999999997,310,2170,2579.9999999969996,,,,,,,,
18081A,2018-11-05,Admin,Isoprine 10mg,14,671.428571428,9399.999999992,0,9399.999999992,235,3290,6109.999999992,,,,,,,,
18082,2018-08-04,Admin,D-cal,20,225,4500,0,4500,225,4500,0,,,,,,,,
18082A,2018-11-05,Admin,NITROFURANTOIN 100mg,2,1000,2000,600,1400,175,350,1050,,,,,,,,
18082A,2018-11-05,Admin,DOPACARE 250mg,2,1950,3900,1170,2730,590,1180,1550,,,,,,,,
18082A,2018-11-05,Admin,BROXIL-M 30mg,2,670,1340,402,938,210,420,518,,,,,,,,
18083,2018-08-04,Admin,AZECLO 100mg,1,1900,1900,570,1330,595,595,735,,,,,,,,
18083,2018-08-04,Admin,DOLSAPH 325mg/37.5mg,2,1980,3960,1188,2772,275,550,2222,,,,,,,,
18086,2018-10-31,Admin,C-ZETT 600mg,1,255,255,0,255,170,170,85,,,,,,,,
18086,2018-10-31,Admin,HAV C 500mg,1,93,93,0,93,35,35,58,,,,,,,,
18086,2018-10-31,Admin,GIAN ZINC 120ml,7,112.5,787.5,0,787.5,75,525,262.5,,,,,,,,
18086,2018-10-31,Admin,ANGEL-50 50mg,1,135,135,0,135,90,90,45,,,,,,,,
18086,2018-10-31,Admin,FERGLOBIN 250mg,1,322.5,322.5,0,322.5,215,215,107.5,,,,,,,,
18086,2018-10-31,Admin,HIVENT 1mg/2.5ml,2,450,900,0,900,300,600,300,,,,,,,,
18086,2018-10-31,Admin,CLAXIC 250mg/62.5mg/5ml,7,194.63,1362.4099999999999,0,1362.4099999999999,130,910,452.40999999999985,,,,,,,,
18086,2018-10-31,Admin,Rost 10mg,1,630,630,0,630,420,420,210,,,,,,,,
18086,2018-10-31,Admin,Lodipex,1,43.5,43.5,0,43.5,29,29,14.5,,,,,,,,
18086,2018-10-31,Admin,ANEROCIN 300mg ,1,1335,1335,0,1335,890,890,445,,,,,,,,
18087A,2018-10-31,Admin,FOCID 5mg,1,281.25,281.25,0,281.25,188,188,93.25,,,,,,,,
18087A,2018-10-31,Admin,AMOLTEX 2mg/5ml,2,30.75,61.5,0,61.5,20,40,21.5,,,,,,,,
18088,2018-08-07,Admin,Gloves (Non Sterile),2,390,780,0,780,130,260,520,,,,,,,,
18088A,2018-10-31,Admin,SOLUNATE 84mg/ml (8.4%),0.02,7125,142.5,0,142.5,4500,90,52.5,,,,,,,,
18088A,2018-10-31,Admin,BRODIX Plus,4,666.75,2667,0,2667,253,1012,1655,,,,,,,,
18088A,2018-10-31,Admin,HIVENT 1mg/2.5ml,2,450,900,0,900,300,600,300,,,,,,,,
18088A,2018-10-31,Admin,METMIC 500mg,1,227.5,227.5,0,227.5,228,228,-0.5,,,,,,,,
18088A,2018-10-31,Admin,Essprin Pedia 20ML,1,430,430,0,430,245.1,245.1,184.9,,,,,,,,
18088A,2018-10-31,Admin,AMLOTEC 5mg,1,49.5,49.5,0,49.5,20,20,29.5,,,,,,,,
18089,2018-08-07,Admin,MAXXIVIT PLUS,7,857.142857142,5999.999999994,0,5999.999999994,420,2940,3059.999999994,,,,,,,,
18089,2018-08-07,Admin,XYNETIN 1500mg/200iu,7,678.571428571,4749.999999997,0,4749.999999997,310,2170,2579.9999999969996,,,,,,,,
18090,2018-08-07,Admin,HAV C 500mg,2,190,380,114,266,35,70,196,,,,,,,,
18090,2018-08-07,Admin,AMETRIS 500mg,2,680,1360,408,952,170,340,612,,,,,,,,
18090,2018-08-07,Admin,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,2,1708,3416,1024.8,2391.2,488,976,1415.1999999999998,,,,,,,,
18090A,2018-10-31,Admin,Hyclens 0.2% Wound Spray,1,229.32,229.32,0,229.32,115,115,114.32,,,,,,,,
18091,2018-08-07,Admin,CEPROTRON 500mg,2,1750,3500,1050,2450,415,830,1620,,,,,,,,
18091a,2018-10-31,Admin,HYCLENS 4% SKIN CLEASER 1L,1,1102.5,1102.5,0,1102.5,552.25,552.25,550.25,,,,,,,,
18092,2018-10-31,Admin,PARTEN 50mg,1,172.5,172.5,0,172.5,115,115,57.5,,,,,,,,
18092,2018-10-31,Admin,KLOPIDO 75mg,1,576,576,0,576,384,384,192,,,,,,,,
18092,2018-10-31,Admin,SPLENDAMET 500mg,1,232.97,232.97,0,232.97,128,128,104.97,,,,,,,,
18092,2018-10-31,Admin,CAPSUGEN FORTE,1,903.62,903.62,0,903.62,310,310,593.62,,,,,,,,
18092,2018-10-31,Admin,JAGA 300mg/100mg/100mcg,1,795,795,0,795,345,345,450,,,,,,,,
18099A,2018-11-16,Admin,APROCARE 150mg,2,328.5,657,0,657,219,438,219,,,,,,,,
18099A,2018-11-16,Admin,AMOLTEX 2mg,1,127.5,127.5,0,127.5,85,85,42.5,,,,,,,,
18099A,2018-11-16,Admin,PARTEN 50mg,2,172.5,345,0,345,115,230,115,,,,,,,,
18099A,2018-11-16,Admin,PHILVASC 10MG,2,147,294,0,294,98,196,98,,,,,,,,
18099A,2018-11-16,Admin,AMLOTEC 5mg,1,49.5,49.5,0,49.5,33,33,16.5,,,,,,,,
18099A,2018-11-16,Admin,DUOTRAM 325mg,2,412.5,825,0,825,275,550,275,,,,,,,,
18099A,2018-11-16,Admin,ARTAL-H 50mg/12.5mg,1,297,297,0,297,198,198,99,,,,,,,,
18100A,2018-11-19,Admin,AMLOTEC 5mg,2,49.5,99,0,99,33,66,33,,,,,,,,
18100A,2018-11-19,Admin,MULTI GROW 30ml,4,82.5,330,0,330,55,220,110,,,,,,,,
18207,2018-08-03,Admin,APROCARE 150mg,5,870,4350,0,4350,219,1095,3255,,,,,,,,
18208,2018-08-06,Admin,APROCARE 150mg,40,870,34800,0,34800,219,8760,26040,,,,,,,,
18208,2018-08-06,Admin,PROCARV 6.25mg,6,1200,7200,0,7200,365,2190,5010,,,,,,,,
18221,2018-08-10,Admin,TRIVASC 35mg MR,15,1425,21375,0,21375,445,6675,14700,,,,,,,,
18221,2018-08-10,Admin,PROCARV 6.25mg,0.5,1200,600,0,600,365,182.5,417.5,,,,,,,,
15983,2018-03-01,Quezon,APROCARE 150mg,11,682,7502,0,7502,219,2409,5093,,,,,,,,
15983,2018-03-01,Quezon,ATOVAS 20mg,11,682,7502,0,7502,202,2222,5280,,,,,,,,
15988,2018-03-05,Quezon,PROCARV 6.25mg,11,1000,11000,0,11000,365,4015,6985,,,,,,,,
15988,2018-03-05,Quezon,XYNETIN 1500mg/200iu,11,864,9504,0,9504,310,3410,6094,,,,,,,,
15989,2018-03-05,Quezon,SUPMAC 500mg,10,285,2850,0,2850,34,340,2510,,,,,,,,
15990,2018-03-05,Quezon,TRIVASC 35mg MR,9,1425,12825,0,12825,445,4005,8820,,,,,,,,
