MEDSHIELD PHARMA CORP,,,,,,,,,,,,
SALES SUMMARY REPORT,,,,,,,,,,,,
AS OF DECEMBER 2019,,,,,,,,,,,,
,,,,,,,,,,,,
DRNumber,DRDate,AREA,Product,Qty,ContractPrice,TOTAL CP,Discount,TotalCP,TransferPrice,Total TP,Net Income,
18666,2018-12-28,Admin,FOCID 5mg,7,464.285714285,3249.999999995,0,3249.999999995,,,3249.999999995,
18666,2018-12-28,Admin,MAXXIVIT PLUS,7,657.14257142,4599.99799994,0,4599.99799994,440,3080,1519.9979999400002,
18667,2019-01-28,Admin,CEPROTRON 500mg,3,1750,5250,0,5250,500,1500,3750,
18667,2019-01-28,Admin,COMOX 625mg,2,2800,5600,0,5600,1173.6,2347.2,3252.8,
18667,2019-01-28,Admin,ERGON 125mcg,3,2000,6000,1800,4200,90.66600000000001,271.99800000000005,3928.002,
18668,2019-01-28,Admin,HAV C 500mg,7,135.714285714,949.999999998,0,949.999999998,60,420,529.999999998,
18669 / SI 2073,2018-12-28,Supplies,Jackson Pratt 100ml,15,1450,21750,0,21750,900,13500,8250,
18670 / SI 2074 2075,2018-12-28,Hospital,EVAPROST 125mcg/ml,2,3960,7920,0,7920,1872,3744,4176,
18670 / SI 2074 2075,2018-12-28,Hospital,ERGON 125mcg,3,2000,6000,0,6000,90.66600000000001,271.99800000000005,5728.002,
18670 / SI 2074 2075,2018-12-28,Hospital,CEPROTRON 500mg,3,1750,5250,0,5250,500,1500,3750,
18670 / SI 2074 2075,2018-12-28,Hospital,EVAPROST 250mcg/ml,1,7920,7920,0,7920,3575,3575,4345,
18670 / SI 2074 2075,2018-12-28,Hospital,UNIDOL 50mg/ml,1,6000,6000,0,6000,1300,1300,4700,
18670 / SI 2074 2075,2018-12-28,Hospital,DIFLOSID 75mg/3ml,5,750,3750,0,3750,142.25,711.25,3038.75,
18670 / SI 2074 2075,2018-12-28,Hospital,Ranirex 25mg/ml,5,800,4000,0,4000,40,200,3800,
18670 / SI 2074 2075,2018-12-28,Hospital,LACTAMOX 500mg/125mg TAB,5,2800,14000,0,14000,1173.2,5866,8134,
18670 / SI 2074 2075,2018-12-28,Hospital,EUROXONE 1g,30,480,14400,0,14400,73,2190,12210,
18670 / SI 2074 2075,2018-12-28,Hospital,CEFZIME 750mg,4,3000,12000,0,12000,765,3060,8940,
18671 / SI 2074 2075,2018-12-28,Hospital,ANTIZOAL 5mg/ml,10,80,800,0,800,14.966666666666667,149.66666666666666,650.3333333333334,
18671 / SI 2074 2075,2018-12-28,Hospital,MAXIFER 20mg/ml,2,2450,4900,0,4900,951.382,1902.764,2997.236,
18671 / SI 2074 2075,2018-12-28,Hospital,SODAMPEN 1g IM/IV,30,128,3840,0,3840,43,1290,2550,
18675 / SI 2076,2019-01-02,Hospital,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,5,1550,7750,0,7750,244,1220,6530,
18682,2019-01-05,Admin,VONWELT TRANEXAMIC ACID,2,2100,4200,0,4200,320,640,3560,
18682,2019-01-05,Admin,MAXXIVIT PLUS,7,857.142857142,5999.999999994,0,5999.999999994,440,3080,2919.999999994,
18682,2019-01-05,Admin,XYNETIN 1500mg/200iu,7,678.571428571,4749.999999997,0,4749.999999997,310,2170,2579.9999999969996,
18682,2019-01-05,Admin,Isoprine 10mg,14,671.428571428,9399.999999992,0,9399.999999992,215,3010,6389.999999992,
18682,2019-01-05,Admin,FERGLOBIN 250mg,7,517.857142857,3624.999999999,0,3624.999999999,215,1505,2119.999999999,
18683,2019-01-05,Admin,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,2,1708,3416,1024.8,2391.2,244,488,1903.1999999999998,
18684,2019-01-05,Admin,CORSTAPH 500mg,2,1500,3000,900,2100,435,870,1230,
18691,2019-01-09,Hospital,DOPAMET 250MG TAB,50,720,36000,0,36000,201.5,10075,25925,
18692,2019-01-09,Hospital,SODAMPEN 1g IM/IV,403,128,51584,0,51584,43,17329,34255,
18692,2019-01-09,Hospital,MAXIFER 20mg/ml,120,2450,294000,0,294000,951.382,114165.84,179834.16,
18692,2019-01-09,Hospital,DOPAMET 250MG TAB,42,720,30240,0,30240,201.5,8463,21777,
18692,2019-01-09,Hospital,EVAPROST 250mcg/ml,30,9600,288000,0,288000,3575,107250,180750,
18692,2019-01-09,Hospital,BACTIV 625mg,100,529.2,52920.00000000001,0,52920.00000000001,291.06,29106,23814.000000000007,
18692,2019-01-09,Hospital,PROFUREX 750mg ,1000,377.44,377440,0,377440,198.6952,198695.2,178744.8,
18693,2019-01-09,Hospital,BACTIV 625mg,100,529.2,52920.00000000001,0,52920.00000000001,291.06,29106,23814.000000000007,
18694,2019-01-09,Hospital,MONOWEL 1g,300,834.12,250236,0,250236,426.00333333333333,127801,122435,
18694,2019-01-09,Hospital,DOPAMET 250MG TAB,25,720,18000,0,18000,201.5,5037.5,12962.5,
18696,2019-01-05,Admin,DIFLOSID 75mg/3ml,3,750,2250,0,2250,142.25,426.75,1823.25,
18697,2019-01-12,Admin,MAXXIVIT PLUS,7,857.142857142,5999.999999994,0,5999.999999994,440,3080,2919.999999994,
18697,2019-01-12,Admin,XYNETIN 1500mg/200iu,7,678.571428571,4749.999999997,0,4749.999999997,310,2170,2579.9999999969996,
18697,2019-01-12,Admin,FERGLOBIN 250mg,7,517.857142857,3624.999999999,0,3624.999999999,215,1505,2119.999999999,
18697,2019-01-12,Admin,Isoprine 10mg,14,671.428571428,9399.999999992,0,9399.999999992,215,3010,6389.999999992,
18698,2019-01-12,Admin,FOCID 5mg,2,650,1300,390,910,,,910,
18699,2019-01-14,Admin,CLOVAS 75MG,10,975,9750,0,9750,403.2,4032,5718,
18699,2019-01-14,Admin,APROCARE 150mg,20,870,17400,0,17400,219,4380,13020,
18700 / 2099,2019-01-14,Quezon,APROCARE 150mg,30,870,26100,0,26100,219,6570,19530,
18701,2019-01-09,BICOL,INTRAPLEM 100mg/5ml,9,95,855,0,855,30.76,276.84000000000003,578.16,
18701,2019-01-09,BICOL,ZETIFEN 100mg/ml DROPS,12,90,1080,0,1080,29.18,350.15999999999997,729.84,
18701,2019-01-09,BICOL,ZETIFEN 250mg/5ml SYR,12,120,1440,0,1440,35.114999999999995,421.37999999999994,1018.6200000000001,
18701,2019-01-09,BICOL,CENDALEX 250mg/5ml,12,190,2280,0,2280,59.7,716.4000000000001,1563.6,
18701,2019-01-09,BICOL,ZETIFEN 125mg/5ml SYR,12,105,1260,0,1260,32.9,394.79999999999995,865.2,
18701,2019-01-09,BICOL,CENDALEX 100mg/ml,12,120,1440,0,1440,31,372,1068,
18701,2019-01-09,BICOL,CENDALEX 125mg/5ml,12,130,1560,0,1560,35,420,1140,
18702,2019-01-09,BICOL,BUTADIL 2mg/5ml,36,75,2700,0,2700,25.134999999999998,904.8599999999999,1795.14,
18703,2019-01-11,BICOL,MONILIASOL 125mg/5ml,12,75,900,270,630,37.025,444.29999999999995,185.70000000000005,
18704,2019-01-11,BICOL,CENDALEX 500mg,4,1250,5000,1500,3500,211.65,846.6,2653.4,
18704,2019-01-11,BICOL,FORTIPLEX,2,1200,2400,720,1680,395,790,890,
18704,2019-01-11,BICOL,Philvasc 5MG,1,1260,1260,378,882,33,33,849,
18704,2019-01-11,BICOL,ZETIFEN 500MG,1,300,300,90,210,104.16,104.16,105.84,
18705,2019-01-11,BICOL,FORTIPLEX,20,1200,24000,7200,16800,395,7900,8900,
18706,2019-01-17,BICOL,INTRAPLEM 100mg/5ml,12,80,960,0,960,30.76,369.12,590.88,
18707,2019-01-17,BICOL,CINNABLOC 25mg,1,525,525,0,525,133,133,392,
18707,2019-01-17,BICOL,ZAFEX 250mg/5ml,6,450,2700,0,2700,,,2700,
18707,2019-01-17,BICOL,LACTAMOX 500mg/125mg TAB,1,3000,3000,0,3000,1173.2,1173.2,1826.8,
18707,2019-01-17,BICOL,ZAFEX 250mg/5ml,2,3625,7250,0,7250,,,7250,
18707,2019-01-17,BICOL,FORTIPLEX,3,1200,3600,0,3600,395,1185,2415,
18708,2019-01-17,BICOL,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,2,1750,3500,1050,2450,244,488,1962,
18709,2019-01-18,BICOL,BERCEF 50mg/ml DROPS,12,175,2100,630,1470,42,504,966,
18709,2019-01-18,BICOL,MONILIASOL 125mg/5ml,8,75,600,180,420,37.025,296.2,123.80000000000001,
18710,2019-01-18,BICOL,BROADMETZ 250mg/5ml,36,130,4680,1404,3276,39.88,1435.68,1840.32,
18710,2019-01-18,BICOL,BROADMETZ 100mg/ml,36,99.75,3591,1077.3,2513.7,31.12,1120.32,1393.3799999999999,
18711,2019-01-22,BICOL,GIAN ZINC 30ml,12,165,1980,594,1386,60,720,666,
18712,2019-01-23,BICOL,BUTADIL 2mg/5ml,36,75,2700,0,2700,25.134999999999998,904.8599999999999,1795.14,
18713,2019-01-28,BICOL,ZETIFEN 500MG,2,300,600,0,600,104.16,208.32,391.68,
18713,2019-01-28,BICOL,INTRAPLEM 500mg,2,1200,2400,0,2400,280,560,1840,
18713,2019-01-28,BICOL,FLUIFORT-M 100mg/5ml,12,95,1140,0,1140,,,1140,
18713,2019-01-28,BICOL,CENDALEX 250mg/5ml,12,190,2280,0,2280,59.7,716.4000000000001,1563.6,
18715,2019-01-23,BICOL,RESPINAL 500mg,2,2000,4000,0,4000,426.56,853.12,3146.88,
18715,2019-01-23,BICOL,ZETIFEN 500MG,3,300,900,0,900,104.16,312.48,587.52,
18716,2019-01-23,BICOL,ZELEX 200mg,2,2800,5600,0,5600,750,1500,4100,
18717,2019-01-23,BICOL,ZAFEX 250mg/5ml,8,450,3600,1080,2520,,,2520,
18718,2019-01-26,BICOL,FORTIPLEX,1,1200,1200,360,840,395,395,445,
18718,2019-01-26,BICOL,CENDALEX 500mg,2,1250,2500,750,1750,211.65,423.3,1326.7,
18718,2019-01-26,BICOL,INTRAPLEM 500mg,2,1200,2400,720,1680,280,560,1120,
18719,2019-02-04,BICOL,EUROXIME 250mg/5ml,12,450,5400,1620,3780,139.45,1673.3999999999999,2106.6000000000004,
18720,2019-02-05,BICOL,SUSTACHLOR 125mg/5ml,12,91,1092,327.6,764.4,46.79,561.48,202.91999999999996,
18721,2019-02-25,BICOL,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,1,1750,1750,0,1750,244,244,1506,
18722,2019-02-08,BICOL,VONWELT TRANEXAMIC ACID,1,2500,2500,750,1750,320,320,1430,
18723,2019-02-09,BICOL,ZETIFEN 500MG,2,300,600,0,600,104.16,208.32,391.68,
18723,2019-02-09,BICOL,CENDALEX 500mg,2,1250,2500,0,2500,211.65,423.3,2076.7,
18723,2019-02-09,BICOL,INTRAPLEM 50mg/ml - Drops,10,80,800,0,800,29.95,299.5,500.5,
18723,2019-02-09,BICOL,INTRAPLEM 100mg/5ml,1,1200,1200,0,1200,30.76,30.76,1169.24,
18723,2019-02-09,BICOL,ZETIFEN 125mg/5ml SYR,12,105,1260,0,1260,32.9,394.79999999999995,865.2,
18723,2019-02-09,BICOL,CENDALEX 250mg/5ml,12,190,2280,0,2280,59.7,716.4000000000001,1563.6,
18724,2019-02-09,BICOL,FORTIPLEX,1,1200,1200,360,840,395,395,445,
18724,2019-02-09,BICOL,ZETIFEN 500MG,2,300,600,180,420,104.16,208.32,211.68,
18724,2019-02-09,BICOL,INTRAPLEM 500mg,2,1200,2400,720,1680,280,560,1120,
18724,2019-02-09,BICOL,CENDALEX 500mg,4,1250,5000,1500,3500,211.65,846.6,2653.4,
18725,2019-02-11,BICOL,VITAFER OB,2,1000,2000,0,2000,155,310,1690,
18725,2019-02-11,BICOL,FORTIPLEX,2,1200,2400,0,2400,395,790,1610,
18726,2019-02-11,BICOL,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,2,1750,3500,1050,2450,244,488,1962,
18727,2019-02-14,Cam Sur,CENDALEX 100mg/ml,12,120,1440,0,1440,31,372,1068,
18727,2019-02-14,Cam Sur,HISTARIL 1mg/50mg/5ml SYR,12,118,1416,0,1416,24.47,293.64,1122.3600000000001,
18727,2019-02-14,Cam Sur,INTRAPLEM 100mg/5ml,12,95,1140,0,1140,30.76,369.12,770.88,
18728,2019-02-14,BICOL,MONILIASOL 125mg/5ml,24,75,1800,0,1800,37.025,888.5999999999999,911.4000000000001,
18728,2019-02-14,BICOL,MONILIASOL 500mg,2,800,1600,0,1600,240,480,1120,
18728,2019-02-14,BICOL,ZETIFEN 250mg/5ml SYR,12,120,1440,0,1440,35.114999999999995,421.37999999999994,1018.6200000000001,
18728,2019-02-14,BICOL,ZETIFEN 125mg/5ml SYR,12,105,1260,0,1260,32.9,394.79999999999995,865.2,
18729,2019-02-16,BICOL,BROADMETZ 250mg/5ml,11,130,1430,429,1001,39.88,438.68,562.3199999999999,
18729,2019-02-16,BICOL,Cixtor-Z 120ml,24,175,4200,1260,2940,,,2940,
18730,2019-02-15,BICOL,INTRAPLEM 50mg/ml - Drops,6,80,480,0,480,29.95,179.7,300.3,
18730,2019-02-15,BICOL,SUSTACHLOR 500mg,1,1600,1600,0,1600,447.5,447.5,1152.5,
18730,2019-02-15,BICOL,INTRAPLEM 500mg,1,1200,1200,0,1200,280,280,920,
18730,2019-02-15,BICOL,ZETIFEN 500MG,1,300,300,0,300,104.16,104.16,195.84,
18730,2019-02-15,BICOL,ZETIFEN 250mg/5ml SYR,6,120,720,0,720,35.114999999999995,210.68999999999997,509.31000000000006,
18730,2019-02-15,BICOL,ZETIFEN 125mg/5ml SYR,6,105,630,0,630,32.9,197.39999999999998,432.6,
18730,2019-02-15,BICOL,INTRAPLEM 100mg/5ml,6,95,570,0,570,30.76,184.56,385.44,
18730,2019-02-15,BICOL,CENDALEX 250mg/5ml,6,190,1140,0,1140,59.7,358.20000000000005,781.8,
18730,2019-02-15,BICOL,CENDALEX 100mg/ml,6,120,720,0,720,31,186,534,
18730,2019-02-15,BICOL,CENDALEX 125mg/5ml,6,130,780,0,780,35,210,570,
18730,2019-02-15,BICOL,ZETIFEN 100mg/ml DROPS,6,90,540,0,540,29.18,175.07999999999998,364.92,
18730,2019-02-15,BICOL,CENDALEX 500mg,1,1250,1250,0,1250,211.65,211.65,1038.35,
18731,2019-02-16,Cam Sur,GIAN ZINC 30ml,12,165,1980,594,1386,60,720,666,
18732,2019-02-22,BICOL,SOLVASC 5MG,1,1260,1260,378,882,383.93,383.93,498.07,
18733,2019-02-22,Cam Sur,CEPROTRON 500mg,2,1835,3670,0,3670,500,1000,2670,
18734,2019-02-22,BICOL,BROADMETZ 100mg/ml,34,99.75,3391.5,1017.45,2374.05,31.12,1058.08,1315.9700000000003,
18735,2019-02-23,BICOL,EUROXIME 250mg/5ml,12,450,5400,1620,3780,139.45,1673.3999999999999,2106.6000000000004,
18736,2019-02-22,Cam Norte,SUSTACHLOR 125mg/5ml,34,91,3094,928.2,2165.8,46.79,1590.86,574.9400000000003,
18737,2019-02-23,BICOL,EUROXIME 250mg/5ml,12,450,5400,1620,3780,139.45,1673.3999999999999,2106.6000000000004,
18738,2019-02-27,BICOL,FORTIPLEX,10,1200,12000,3600,8400,395,3950,4450,
18739,2019-02-28,Cam Sur,INTRAPLEM 500mg,1,1200,1200,0,1200,280,280,920,
18740,2019-02-28,Cam Sur,Respinal 250mg/5ml,12,190,2280,0,2280,53.08,636.96,1643.04,
18741,2019-02-28,Cam Sur,BROADMETZ 250mg/5ml,24,130,3120,936,2184,39.88,957.1200000000001,1226.8799999999999,
18741,2019-02-28,Cam Sur,Cixtor-Z 120ml,12,175,2100,630,1470,,,1470,
18742,2019-03-02,Cam Sur,CENDALEX 500mg,2,1250,2500,0,2500,211.65,423.3,2076.7,
18743,2019-03-02,Cam Sur,FORTIPLEX,2,1200,2400,720,1680,395,790,890,
18744,2019-03-07,Cam Norte,SUSTACHLOR 125mg/5ml,40,91,3640,1092,2548,46.79,1871.6,676.4000000000001,
18745,2019-03-14,Cam Sur,CENDALEX 250mg/5ml,12,190,2280,0,2280,59.7,716.4000000000001,1563.6,
18746,2019-03-14,Cam Sur,BUTADIL 2mg/5ml,36,75,2700,0,2700,25.134999999999998,904.8599999999999,1795.14,
18747,2019-03-16,Cam Sur,CENDALEX 500mg,2,1250,2500,750,1750,211.65,423.3,1326.7,
18748,2019-03-23,BICOL,ZETIFEN 500MG,1,300,300,60,240,104.16,104.16,135.84,
18748,2019-03-23,BICOL,FORTIPLEX,1,1200,1200,360,840,395,395,445,
18749,2019-04-01,BICOL,CENDALEX 500mg,1,1250,1250,375,875,211.65,211.65,663.35,
18749,2019-04-01,BICOL,INTRAPLEM 500mg,1,1200,1200,360,840,280,280,560,
18750,2019-04-06,BICOL,BROADMETZ 250mg/5ml,24,130,3120,936,2184,39.88,957.1200000000001,1226.8799999999999,
18751,2019-07-06,Cam Norte,DOLO JAGA 500mg/50mg/100mg/100mcg,2,1600,3200,0,3200,615,1230,1970,
18751,2019-07-06,Cam Norte,METMIC 500mg,2,750,1500,0,1500,227.5,455,1045,
18751,2019-07-06,Cam Norte,JAGAPLEX TAB,2,1185,2370,0,2370,263.3333333333333,526.6666666666666,1843.3333333333335,
18752,2019-03-06,Cam Norte,HISTARIL 1mg/50mg/5ml SYR,6,80,480,0,480,24.47,146.82,333.18,
18752,2019-03-06,Cam Norte,ALGICAP 50mg/5ml SUS,6,80,480,0,480,24.61,147.66,332.34000000000003,
18752,2019-03-06,Cam Norte,VONWELT TRANEXAMIC ACID,3,1500,4500,0,4500,320,960,3540,
18752,2019-03-06,Cam Norte,DOLO JAGA 500mg/50mg/100mg/100mcg,1,1600,1600,0,1600,615,615,985,
18752,2019-03-06,Cam Norte,RESPINAL 500mg,4,1500,6000,0,6000,426.56,1706.24,4293.76,
18753,2019-04-01,Cam Norte,EUROXONE 1g,10,380,3800,0,3800,73,730,3070,
18754,2019-04-01,Cam Norte,BUPIRIGHT 1's VIALS,11,706.818181,7774.999991,0,7774.999991,184,2024,5750.999991,
18755,2019-04-01,Cam Norte,DIFLOSID 75mg/3ml,5,1200,6000,0,6000,142.25,711.25,5288.75,
18756,2019-04-01,Cam Norte,LEIVICLOX 250mg Sus,30,181.333333,5439.99999,0,5439.99999,65,1950,3489.9999900000003,
18757,2019-04-01,Cam Norte,LEIVICLOX 250mg Sus,10,272,2720,0,2720,65,650,2070,
18760,2019-04-01,Cam Norte,BUPIRIGHT 1's VIALS,14,464.2857,6499.9998000000005,0,6499.9998000000005,184,2576,3923.9998000000005,
18761,2019-04-01,Cam Norte,SOLUNATE 84mg/ml (8.4%),0.2,12000,2400,0,2400,5319,1063.8,1336.2,
18762,2019-04-01,Cam Norte,EVAPROST 125mcg/ml,1,2880,2880,0,2880,1872,1872,1008,
18763,2019-03-19,Cam Norte,EVAPROST 250mcg/ml,2,5500,11000,0,11000,3575,7150,3850,
18764,2019-04-01,BICOL,SPEEDA,40,6497.5,259900,0,259900,840,33600,226300,
18765,2019-04-01,Cam Norte,SOLUNATE 84mg/ml (8.4%),1,12500,12500,0,12500,5319,5319,7181,
18766,2019-04-01,Cam Norte,Traman 50mg/ml,3,1200,3600,0,3600,220,660,2940,
18767,2019-04-01,Cam Norte,BUPIRIGHT 1's VIALS,20,775,15500,0,15500,184,3680,11820,
18768,2019-04-01,Cam Norte,DIFLOSID 75mg/3ml,7,1200,8400,0,8400,142.25,995.75,7404.25,
18769,2019-04-01,Cam Norte,HEMOBAS 500MG/5ML,1,3500,3500,0,3500,,,3500,
18770,2019-04-01,Cam Norte,ENCLOXIL 500mg,2,1800,3600,0,3600,,,3600,
18770,2019-04-01,Cam Norte,ALGICAP 50mg/5ml SUS,4,80,320,0,320,24.61,98.44,221.56,
18770,2019-04-01,Cam Norte,CINNABLOC 25mg,2,500,1000,0,1000,133,266,734,
18770,2019-04-01,Cam Norte,HISTARIL 2mg/100mg CAP,3,800,2400,0,2400,225,675,1725,
18770,2019-04-01,Cam Norte,RESPINAL 500mg,2,1500,3000,0,3000,426.56,853.12,2146.88,
18770,2019-04-01,Cam Norte,METMIC 500mg,4,750,3000,0,3000,227.5,910,2090,
18770,2019-04-01,Cam Norte,ALGICAP 500mg CAP,2,800,1600,0,1600,227.5,455,1145,
18770,2019-04-01,Cam Norte,BROXIL-M 30mg,2,670,1340,0,1340,210,420,920,
18770,2019-04-01,Cam Norte,RESPINAL 125mg/5ml,12,120,1440,0,1440,40.26,483.12,956.88,
18770,2019-04-01,Cam Norte,DOLO JAGA 500mg/50mg/100mg/100mcg,1,1600,1600,0,1600,615,615,985,
18770,2019-04-01,Cam Norte,JAGA 300MG/100MG/100MCG,2,1200,2400,0,2400,530,1060,1340,
18770,2019-04-01,Cam Norte,TRANEXT 500mg,1,1500,1500,0,1500,,,1500,
18771,2019-04-01,Cam Norte,DOLO JAGA 500mg/50mg/100mg/100mcg,1,1600,1600,0,1600,615,615,985,
18771,2019-04-01,Cam Norte,JAGAPLEX TAB,4,1185,4740,0,4740,263.3333333333333,1053.3333333333333,3686.666666666667,
18772,2019-04-01,Cam Norte,ISORANE 100% V/V 100ml,2,3000,6000,0,6000,1250,2500,3500,
18773,2019-04-01,Cam Norte,SOLUNATE 84mg/ml (8.4%),0.2,12000,2400,0,2400,5319,1063.8,1336.2,
18774,2019-04-01,Cam Norte,CINNABLOC 25mg,3,500,1500,0,1500,133,399,1101,
18774,2019-04-01,Cam Norte,BERCEF 250mg/5ml SUS,6,450,2700,0,2700,148,888,1812,
18774,2019-04-01,Cam Norte,VICOLAX 100mg/2mg TAB,2,800,1600,0,1600,225,450,1150,
18774,2019-04-01,Cam Norte,JAGA 300MG/100MG/100MCG,2,1200,2400,0,2400,530,1060,1340,
18774,2019-04-01,Cam Norte,ZAFEX 500mg,2,3000,6000,0,6000,1000,2000,4000,
18775,2019-04-01,Cam Norte,HYPRO 10mg/20ml,20,825,16500,0,16500,185,3700,12800,
18776,2019-04-01,Cam Norte,OSTEO-PRO 750mg/10iu/10mg,1,1450,1450,0,1450,449.81,449.81,1000.19,
18776,2019-04-01,Cam Norte,METMIC 500mg,2,750,1500,0,1500,227.5,455,1045,
18777,2019-04-01,Cam Norte,EUROXONE 1g,11,345.4545454545,3799.9999999995002,0,3799.9999999995002,73,803,2996.9999999995002,
18778,2019-04-10,Cam Norte,RESPINAL 500mg,3,1500,4500,0,4500,426.56,1279.68,3220.3199999999997,
18778,2019-04-10,Cam Norte,JAGAPLEX TAB,4,1185,4740,0,4740,263.3333333333333,1053.3333333333333,3686.666666666667,
18778,2019-04-10,Cam Norte,BROADMETZ 500mg,3,1070,3210,0,3210,319,957,2253,
18779,2019-04-10,Cam Norte,HISTARIL 1mg/50mg/5ml SYR,12,80,960,0,960,24.47,293.64,666.36,
18779,2019-04-10,Cam Norte,DOLO JAGA 500mg/50mg/100mg/100mcg,1,1600,1600,0,1600,615,615,985,
18779,2019-04-10,Cam Norte,ALGICAP 50mg/5ml SUS,6,80,480,0,480,24.61,147.66,332.34000000000003,
18779,2019-04-10,Cam Norte,BROADMETZ 500mg,1,1070,1070,0,1070,319,319,751,
18779,2019-04-10,Cam Norte,TRANEXT 500mg,3,1500,4500,0,4500,,,4500,
18779,2019-04-10,Cam Norte,ZETIFEN 100mg/ml DROPS,12,58,696,0,696,29.18,350.15999999999997,345.84000000000003,
18780,2019-04-10,Cam Norte,TRIVASC 35mg MR,2,1425,2850,0,2850,490,980,1870,
18781,2019-04-11,Cam Norte,EUROXONE 1g,10,380,3800,0,3800,73,730,3070,
18783,2019-04-12,Cam Norte,EUROXONE 1g,15,380,5700,0,5700,73,1095,4605,
18784,2019-04-13,Cam Norte,ISORANE 100% V/V 100ml,2,3000,6000,0,6000,1250,2500,3500,
18785,2019-04-13,Cam Norte,ISORANE 100% V/V 100ml,2,3000,6000,0,6000,1250,2500,3500,
18786,2019-04-13,Cam Norte,BUPIRIGHT 1's VIALS,10,650,6500,0,6500,184,1840,4660,
18787,2019-04-13,Cam Norte,SOLUNATE 84mg/ml (8.4%),0.2,12000,2400,0,2400,5319,1063.8,1336.2,
18788,2019-04-13,Cam Norte,EUROXIME 250mg/5ml,6,400,2400,0,2400,139.45,836.6999999999999,1563.3000000000002,
18789,2019-04-13,Cam Norte,EVAPROST 250mcg/ml,2,5500,11000,0,11000,3575,7150,3850,
18790,2019-04-15,Cam Norte,EUROXONE 1g,11,345.454545454,3799.999999994,0,3799.999999994,73,803,2996.999999994,
18791,2019-04-15,Cam Norte,EUROXONE 1g,15,350,5250,0,5250,73,1095,4155,
18793,2019-04-20,Cam Norte,JAGAPLEX TAB,3,1185,3555,0,3555,263.3333333333333,790,2765,
18794,2019-04-24,Cam Norte,TRIVASC 35mg MR,2,1425,2850,0,2850,490,980,1870,
18794,2019-04-24,Cam Norte,ENCLOXIL 500mg,2,1800,3600,0,3600,,,3600,
18795,2019-05-04,Cam Norte,BUPIRIGHT 5mg/ml,2.8,2321.42857142,6499.999999975999,0,6499.999999975999,,,6499.999999975999,
18796,2019-05-04,Cam Norte,EUROXONE 1g,11,345.454545,3799.999995,0,3799.999995,73,803,2996.999995,
18797,2019-05-06,Cam Norte,RESPINAL 500mg,8,1500,12000,0,12000,426.56,3412.48,8587.52,
18797,2019-05-06,Cam Norte,ALGICAP 500mg CAP,2,800,1600,0,1600,227.5,455,1145,
18798,2019-05-04,Cam Norte,EVAPROST 250mcg/ml,2,5500,11000,0,11000,3575,7150,3850,
18799,2019-05-08,Cam Norte,SOLUNATE 84mg/ml (8.4%),0.3,12000,3600,0,3600,5319,1595.7,2004.3,
18800,2019-05-08,Cam Norte,SOLUNATE 84mg/ml (8.4%),0.3,12000,3600,0,3600,5319,1595.7,2004.3,
18801,2019-01-26,Cam Sur,MULTI GROW 120ml,10,240,2400,0,2400,80,800,1600,
18801,2019-01-26,Cam Sur,LACTAMOX 500mg/125mg TAB,1,2880,2880,0,2880,1173.2,1173.2,1706.8,
18801,2019-01-26,Cam Sur,BERCEF 250mg/5ml SUS,6,400,2400,0,2400,148,888,1512,
18801,2019-01-26,Cam Sur,LACTAMOX 125mg/31.25mg/5ml,10,310,3100,0,3100,102.64999999999999,1026.5,2073.5,
18801,2019-01-26,Cam Sur,HISTARIL 1mg/50mg/5ml SYR,8,88,704,0,704,24.47,195.76,508.24,
18802,2019-01-17,Cam Sur,MONILIASOL 125mg/5ml,12,75,900,0,900,37.025,444.29999999999995,455.70000000000005,
18802,2019-01-17,Cam Sur,ENERGEL SOFTGEL,2,1950,3900,0,3900,565.13,1130.26,2769.74,
18802,2019-01-17,Cam Sur,GIAN ZINC 120ml,10,175,1750,0,1750,75,750,1000,
18803,2019-01-17,Cam Sur,ENERGEL SOFTGEL,1,1770,1770,0,1770,565.13,565.13,1204.87,
18803,2019-01-17,Cam Sur,MONILIASOL 500mg,1,750,750,0,750,240,240,510,
18804,2019-01-17,Cam Sur,ZITHROBBAS,1,260,260,0,260,,,260,
18805,2019-01-23,Cam Sur,JAGAPLEX SYR 120ml,6,116.6666,699.9996,0,699.9996,53.85,323.1,376.89959999999996,
18806,2019-01-23,Cam Sur,TERMAGEN 500mg,1,550,550,0,550,104.58,104.58,445.42,
18806,2019-01-23,Cam Sur,PROPHALAN,2,850,1700,0,1700,365,730,970,
18806,2019-01-23,Cam Sur,CORSTAPH 500mg,2,1800,3600,0,3600,435,870,2730,
18807,2019-01-23,Cam Sur,HISTARIL 1mg/50mg/5ml SYR,22,88,1936,0,1936,24.47,538.3399999999999,1397.66,
18808,2019-01-23,Cam Sur,ZETIFEN 250mg/5ml SYR,19,95,1805,0,1805,35.114999999999995,667.185,1137.815,
18809,2019-01-23,Cam Sur,METMIC 500mg,2,550,1100,0,1100,227.5,455,645,
18810,2019-01-23,Cam Sur,CEPROTRON 500mg,2,1750,3500,0,3500,500,1000,2500,
