MEDSHIELD PHARMA CORP,,,,,,,,,,,
SALES SUMMARY REPORT,,,,,,,,,,,
AS OF DECEMBER 2020,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Area,DR Number,Date Delivered,Product,Qty,CP,Total CP,Disc,Net CP,TP/UNIT,TOTAL TP,Net Income
Marinduque,22129,2020-08-24,DOLO JAGA 500MG/50MG/100MG/100MCG,11,2000,22000,6600,15400,615,6765,8635
Marinduque,22129,2020-08-24,JAGA 300MG/100MG/100MCG,11,1540,16940,5082,11858,530,5830,6028
Marinduque,22130,2020-08-24,MONILIASOL 500MG,5,780,3900,0,3900,240,1200,2700
Marinduque,22130,2020-08-24,CINNABLOC 25MG,5,500,2500,0,2500,133,665,1835
Marinduque,22130,2020-08-24,VOXOLL 30MG TAB,2,650,1300,0,1300,167,334,966
Marinduque,22130,2020-08-24,MONILIASOL 125MG/5ML,24,125,3000,0,3000,36.76,882.3,2117.7
Marinduque,22130,2020-08-24,SPASMOCIN 20MG/1ML AMP,24,175,4200,0,4200,19,456,3744
Marinduque,22130,2020-08-24,HEMOSTAP 500mg,1,770,770,0,770,371.67,371.67,398.33
Marinduque,22131,2020-08-24,VICOLAX 50MG/1MG/5ML SYR,12,58.67,704,0,704,36.78,441.36,262.64
Marinduque,22132,2020-08-24,VITACORE 100MG,5,900,4500,0,4500,200,1000,3500
Marinduque,22132,2020-08-24,DALAMYCIN 150 MG,3,7100,21300,0,21300,1007.5,3022.5,18277.5
Marinduque,22132,2020-08-24,DOLO JAGA 500MG/50MG/100MG/100MCG,1,2000,2000,0,2000,615,615,1385
Marinduque,22132,2020-08-24,JAGA 300MG/100MG/100MCG,1,1540,1540,0,1540,530,530,1010
Marinduque,22110,2020-08-03,DOLO JAGA 500MG/50MG/100MG/100MCG,4,2000,8000,2400,5600,615,2460,3140
Marinduque,22110,2020-08-03,JAGA 300MG/100MG/100MCG,4,1540,6160,1848,4312,530,2120,2192
Marinduque,22109,2020-08-03,ANEROCIN 300MG,2,3800,7600,0,7600,919.67,1839.33,5760.67
Marinduque,22109,2020-08-03,MONILIASOL 125MG/5ML,2,780,1560,0,1560,36.76,73.53,1486.47
Marinduque,21847,2020-07-18,DOLO JAGA 500MG/50MG/100MG/100MCG,10,2000,20000,0,20000,615,6150,13850
Marinduque,21847,2020-07-18,JAGA 300MG/100MG/100MCG,5,1600,8000,0,8000,530,2650,5350
Marinduque,21847,2020-07-18,TRIZINE SYRUP,50,310,15500,0,15500,195,9750,5750
Marinduque,21847,2020-07-18,SUSTACHLOR 125MG/5ML,30,150,4500,0,4500,46.79,1403.7,3096.3
Marinduque,21847,2020-07-18,HYCLENS WOUND SPRAY 60ML.,24,270,6480,0,6480,137.15,3291.65,3188.35
Marinduque,21847,2020-07-18,BENERVA FORTE,1,1600,1600,0,1600,525,525,1075
Marinduque,21848,2020-07-18,TOSYLAM 750MG TAB,2,4115,8230,0,8230,1265,2530,5700
Marinduque,21848,2020-07-18,DOLO JAGA 500MG/50MG/100MG/100MCG,3,2000,6000,0,6000,615,1845,4155
Marinduque,21848,2020-07-18,JAGA 300MG/100MG/100MCG,3,1600,4800,0,4800,530,1590,3210
Marinduque,21848,2020-07-18,TRIZINE SYRUP,24,310,7440,0,7440,195,4680,2760
Marinduque,21849,2020-07-18,BENERVA FORTE,10,1540,15400,4620,10780,525,5250,5530
Marinduque,21850,2020-07-18,HYCLENS GARGLE 120ML,12,152.94,1835.28,183.53,1651.75,88,1056,595.75
Marinduque,22101,2020-07-18,MULTI GROW 30ML DROPS,22,180,3960,1188,2772,63,1386,1386
Marinduque,22102,2020-07-18,PARADOX TAB,3,750,2250,675,1575,230,690,885
Marinduque,22102,2020-07-18,FERGLOBIN 250MG,1,725,725,217.5,507.5,257.5,257.5,250
Marinduque,22102,2020-07-18,FOLACID 5MG,1,615,615,184.5,430.5,196.88,196.88,233.62
Marinduque,22102,2020-07-18,ANEROCIN 300MG,1,3800,3800,1140,2660,919.67,919.67,1740.33
Marinduque,22102,2020-07-18,JAGA 300MG/100MG/100MCG,1,1600,1600,480,1120,530,530,590
Marinduque,21813,2020-06-20,TRIZINE SYRUP,15,305,4575,0,4575,195,2925,1650
Marinduque,21813,2020-06-20,PARADOX TAB,10,750,7500,0,7500,230,2300,5200
Marinduque,21814,2020-06-20,TRIZINE SYRUP,15,305,4575,0,4575,195,2925,1650
Marinduque,21814,2020-06-20,TOSYLAM 750MG TAB,3,4115,12345,0,12345,1265,3795,8550
Marinduque,21814,2020-06-20,JAGA 300MG/100MG/100MCG,3,1540,4620,0,4620,530,1590,3030
Marinduque,21814,2020-06-20,DOLO JAGA 500MG/50MG/100MG/100MCG,4,2000,8000,0,8000,615,2460,5540
Marinduque,21814,2020-06-20,MULTI GROW 120ML,12,240,2880,0,2880,83.33,1000,1880
Marinduque,21814,2020-06-20,GIAN ZINC 120ML SYR,12,180,2160,0,2160,80.83,970,1190
Marinduque,21814,2020-06-20,GIAN ZINC 30ML DROPS,12,155,1860,0,1860,61.67,740,1120
Marinduque,21815,2020-06-20,BENERVA FORTE,2,1540,3080,616,2464,525,1050,1414
Marinduque,21815,2020-06-20,BENERVA PLUS TAB,2,2000,4000,800,3200,550,1100,2100
Marinduque,21816,2020-06-20,SUSTACHLOR 125MG/5ML,24,150,3600,0,3600,46.79,1122.96,2477.04
Marinduque,21817,2020-06-20,SUSTACHLOR 125MG/5ML,12,150,1800,0,1800,46.79,561.48,1238.52
Marinduque,21817,2020-06-20,CEPROTRON 500MG,4,1750,7000,0,7000,533.33,2133.33,4866.67
Marinduque,21817,2020-06-20,DOLO JAGA 500MG/50MG/100MG/100MCG,3,2000,6000,0,6000,615,1845,4155
Marinduque,21820,2020-06-20,BENERVA FORTE,10,1540,15400,4620,10780,525,5250,5530
Marinduque,21821,2020-06-20,HYCLENS 0.12% GARGLE 60ML,12,152.94,1835.28,183.53,1651.75,65,780,871.75
Marinduque,21821,2020-06-20,TEGUTECT DIGLUCONATE W/70% ALCOHOL 1GL,12,329.41,3952.92,395.29,3557.63,2345,28140,-24582.37
Marinduque,21500,2020-03-07,SUSTACHLOR 500MG,2,900,1800,540,1260,447.5,895,365
Marinduque,21500,2020-03-07,HISTARIL 2MG/100MG CAP,2,880,1760,528,1232,225,450,782
Marinduque,21500,2020-03-07,VOXOLL 30MG TAB,1,650,650,195,455,167,167,288
Marinduque,21500,2020-03-07,DOLO JAGA 500MG/50MG/100MG/100MCG,1,2000,2000,600,1400,615,615,785
Marinduque,21499,2020-03-07,TOSYLAM 750MG TAB,1,3900,3900,780,3120,1265,1265,1855
Marinduque,21499,2020-03-07,INTRAPLEM 100MG/5ML,6,100,600,120,480,30.76,184.56,295.44
Marinduque,21498,2020-03-07,BERCEF 50MG/ML DROPS,30,175,5250,0,5250,42,1260,3990
Marinduque,21498,2020-03-07,BERCEF 250MG/5ML SUS,30,450,13500,0,13500,148,4440,9060
Marinduque,21497,2020-03-07,BUFEN 200MG/ML,10,113,1130,0,1130,35,350,780
Marinduque,21497,2020-03-07,ZUDEM 200MG,1,5200,5200,0,5200,1600,1600,3600
Marinduque,21497,2020-03-07,MONILIASOL 125MG/5ML,12,125,1500,0,1500,36.76,441.15,1058.85
Marinduque,21497,2020-03-07,GIAN ZINC 30ML DROPS,12,155,1860,0,1860,61.67,740,1120
Marinduque,21497,2020-03-07,ANEROCIN 300MG,2,3800,7600,0,7600,919.67,1839.33,5760.67
Marinduque,21497,2020-03-07,HYCLENS WOUND SPRAY 60ML.,12,270,3240,0,3240,137.15,1645.82,1594.18
Marinduque,21496,2020-03-07,DOLO JAGA 500MG/50MG/100MG/100MCG,4,2000,8000,0,8000,615,2460,5540
Marinduque,21496,2020-03-07,ZUDEM 200MG,3,5200,15600,0,15600,1600,4800,10800
Marinduque,21500,2020-03-07,INTRAPLEM 100MG/5ML,16,100,1600,480,1120,30.76,492.16,627.8399999999999
Marinduque,21500,2020-03-07,FLUIFORT-M 50MG,20,88,1760,528,1232,28.98,579.67,652.33
Marinduque,21465,2020-02-15,HYCLENS 0.12% GARGLE 60ML,12,152.94,1835.28,183.53,1651.75,65,780,871.75
Marinduque,21465,2020-02-15,HYCLENS SKIN CLEASER 1L,1,1297.06,1297.06,129.71,1167.35,551.25,551.25,616.0999999999999
Marinduque,21466,2020-02-15,BENERVA FORTE,10,1540,15400,4620,10780,525,5250,5530
Marinduque,21463,2020-02-15,HISTARIL 1MG/50MG/5ML SYR,24,200,4800,0,4800,24.47,587.28,4212.72
Marinduque,21463,2020-02-15,BUFEN 200MG/ML,24,113,2712,0,2712,35,840,1872
Marinduque,21463,2020-02-15,JAGA 300MG/100MG/100MCG,2,1540,3080,0,3080,530,1060,2020
Marinduque,21467,2020-02-15,TOSYLAM 750MG TAB,4,4115,16460,0,16460,1265,5060,11400
Marinduque,21464,2020-02-15,INTRAPLEM 50MG/ML - DROPS,22,88,1936,0,1936,29.95,658.9,1277.1
Marinduque,21468,2020-02-15,INTRAPLEM 100MG/5ML,50,100,5000,0,5000,30.76,1538,3462
Marinduque,21468,2020-02-15,INTRAPLEM 50MG/ML - DROPS,50,88,4400,0,4400,29.95,1497.5,2902.5
Marinduque,21470,2020-02-15,DOLO JAGA 500MG/50MG/100MG/100MCG,6,2000,12000,3600,8400,615,3690,4710
Marinduque,21471,2020-02-15,HISTARIL 2MG/100MG CAP,3,800,2400,0,2400,225,675,1725
Marinduque,21471,2020-02-15,ANEROCIN 300MG,3,3800,11400,0,11400,919.67,2759,8641
Marinduque,21471,2020-02-15,CINNABLOC 75MG,10,160,1600,0,1600,40,400,1200
Marinduque,21471,2020-02-15,ZETIFEN 250MG/5ML SYR,24,115,2760,0,2760,35.12,842.76,1917.24
Marinduque,21471,2020-02-15,SPASCLOMIN 10MG/5ML,24,155,3720,0,3720,45,1080,2640
Marinduque,21100,2020-01-31,ANEROCIN 300MG,1,3000,3000,0,3000,919.67,919.67,2080.33
Marinduque,21100,2020-01-31,MONILIASOL 125MG/5ML,24,125,3000,0,3000,36.76,882.3,2117.7
Marinduque,21100,2020-01-31,BUFEN 200MG/ML,12,115,1380,0,1380,35,420,960
Marinduque,21100,2020-01-31,DOLO JAGA 500MG/50MG/100MG/100MCG,9,2000,18000,0,18000,615,5535,12465
Marinduque,21250,2020-01-31,ZETIFEN 100MG/ML DROPS,12,95,1140,0,1140,29.45,353.44,786.56
Marinduque,21250,2020-01-31,SUSTACHLOR 125MG/5ML,12,150,1800,0,1800,46.79,561.48,1238.52
Marinduque,21250,2020-01-31,BUFEN 200MG/ML,12,99,1188,0,1188,35,420,768
Marinduque,21250,2020-01-31,TRIZINE SYRUP,12,305,3660,0,3660,195,2340,1320
Marinduque,21250,2020-01-31,GIAN ZINC 30ML DROPS,6,155,930,0,930,61.67,370,560
Marinduque,21249,2020-01-31,MULTI GROW 120ML,12,240,2880,0,2880,83.33,1000,1880
Marinduque,21249,2020-01-31,MULTI GROW 30ML DROPS,12,180,2160,0,2160,63,756,1404
Marinduque,21249,2020-01-31,GIAN ZINC 120ML SYR,12,195,2340,0,2340,80.83,970,1370
Marinduque,21098,2020-01-31,INTRAPLEM 100MG/5ML,50,100,5000,0,5000,30.76,1538,3462
Marinduque,21098,2020-01-31,INTRAPLEM 50MG/ML - DROPS,50,88,4400,0,4400,29.95,1497.5,2902.5
Marinduque,21098,2020-01-31,DOLO JAGA 500MG/50MG/100MG/100MCG,1,2000,2000,0,2000,615,615,1385
Marinduque,21232,2020-01-18,MONILIASOL 125MG/5ML,24,125,3000,0,3000,36.76,882.3,2117.7
Marinduque,21232,2020-01-18,ZETIFEN 100MG/ML DROPS,12,95,1140,0,1140,29.45,353.44,786.56
Marinduque,21232,2020-01-18,MONILIASOL 500MG,3,780,2340,0,2340,240,720,1620
Marinduque,21232,2020-01-18,CEPROTRON 500MG,2,1750,3500,0,3500,533.33,1066.67,2433.33
Marinduque,21231,2020-01-18,MULTI GROW 120ML,24,240,5760,0,5760,83.33,2000,3760
Marinduque,21231,2020-01-18,MULTI GROW 30ML DROPS,24,180,4320,0,4320,63,1512,2808
Marinduque,21234,2020-01-18,DOLO JAGA 500MG/50MG/100MG/100MCG,10,2000,20000,6000,14000,615,6150,7850
Marinduque,21237,2020-01-18,JAGA 300MG/100MG/100MCG,10,1540,15400,4620,10780,530,5300,5480
Marinduque,21237,2020-01-18,CINNABLOC 25MG,3,500,1500,450,1050,133,399,651
Marinduque,21236,2020-01-18,MONILIASOL 500MG,5,780,3900,0,3900,240,1200,2700
Marinduque,21236,2020-01-18,MONILIASOL 125MG/5ML,24,125,3000,0,3000,36.76,882.3,2117.7
Marinduque,21236,2020-01-18,ZETIFEN 250MG/5ML SYR,24,115,2760,0,2760,35.12,842.76,1917.24
Marinduque,21236,2020-01-18,ZETIFEN 100MG/ML DROPS,24,90,2160,0,2160,29.45,706.88,1453.12
Marinduque,21236,2020-01-18,HISTARIL 2MG/100MG CAP,5,800,4000,0,4000,225,1125,2875
Marinduque,21236,2020-01-18,CINNABLOC 25MG,10,500,5000,0,5000,133,1330,3670
Marinduque,21236,2020-01-18,SPASCLOMIN 10MG/5ML,24,155,3720,0,3720,45,1080,2640
Marinduque,21236,2020-01-18,VOXOLL 15MG/5ML SYR,20,75,1500,0,1500,23,460,1040
Marinduque,21236,2020-01-18,VOXOLL 30MG TAB,1,650,650,0,650,167,167,483
Marinduque,21235,2020-01-18,SPASCLOMIN 10MG/5ML,12,155,1860,0,1860,45,540,1320
Marinduque,21235,2020-01-18,HISTARIL 2MG/100MG CAP,5,800,4000,0,4000,225,1125,2875
Marinduque,21237,2020-01-18,VONWELT TRANEXAMIC ACID,2,660,1320,0,1320,320,640,680
Marinduque,21233,2020-01-18,BENERVA FORTE,10,1540,15400,4620,10780,525,5250,5530
Marinduque,21232,2020-01-18,TRIZINE SYRUP,30,305,9150,0,9150,195,5850,3300
Marinduque,21232,2020-01-18,MULTI GROW 30ML DROPS,24,180,4320,0,4320,63,1512,2808
Marinduque,21232,2020-01-18,BUFEN 200MG/ML,24,113,2712,0,2712,35,840,1872
Marinduque,21235,2020-01-18,HYCLENS WOUND SPRAY 60ML.,6,270,1620,0,1620,137.15,822.91,797.09
Marinduque,21235,2020-01-18,ANEROCIN 300MG,1,3000,3000,0,3000,919.67,919.67,2080.33
Marinduque,21235,2020-01-18,CINNABLOC 75MG,5,160,800,0,800,40,200,600
Marinduque,21235,2020-01-18,VONWELT Hyoscine Methbro,5,800,4000,0,4000,295,1475,2525
Mindoro,22328,2020-11-13,CENDALEX 100MG/ML DROPS,70,57.5,4025,0,4025,23.25,1627.5,2397.5
Mindoro,22328,2020-11-13,HISTARIL 1MG/50MG/5ML SYR,144,40,5760,0,5760,24.47,3523.68,2236.32
Mindoro,21892,2020-08-24,CENDALEX 100MG/ML DROPS,70,57.5,4025,0,4025,23.25,1627.5,2397.5
Mindoro,21892,2020-08-24,ZELEX 200MG,4,1400,5600,0,5600,750,3000,2600
Mindoro,21536,2020-03-14,AMOLTEX 2MG TAB,288,35,10080,0,10080,85,24480,-14400
Mindoro,21536,2020-03-14,ZELEX 200MG,2,1400,2800,0,2800,750,1500,1300
Mindoro,21432,2020-02-15,VOXOLL 30MG TAB,15,325,4875,0,4875,167,2505,2370
Mindoro,21432,2020-02-15,CENDALEX 100MG/ML DROPS,50,57.5,2875,0,2875,23.25,1162.5,1712.5
Mindoro,21432,2020-02-15,HISTARIL 1MG/50MG/5ML SYR,100,40,4000,0,4000,24.47,2447,1553
Personal,21197,2020-03-14,ROSULIP 20MG,1,288.25,288.25,0,288.25,260,260,28.25
Personal,21197,2020-03-14,MONTESUR 10MG,1,163,163,0,163,95,95,68
Personal,21197,2020-03-14,SALRESP,2.11,787.5,1665,0,1665,448.89,949.08,715.92
Personal,21197,2020-03-14,LACTAMOX 250MG/62.5MG/5ML,4,185.5,742,0,742,129.7,518.8,223.20000000000005
Personal,21197,2020-03-14,HISTARIL 1MG/50MG/5ML SYR,2,35,70,0,70,24.47,48.94,21.060000000000002
Personal,21199,2020-03-14,FACE MASK N95 PARTICULATE RESPIRATOR,2,140,280,0,280,145,290,-10
Personal,21549,2020-03-14,ANGEL-50 50MG,4,169,676,0,676,117.2,468.8,207.2
Personal,21549,2020-03-14,VONWELT TRANEXAMIC ACID,1,416,416,0,416,320,320,96
Personal,21549,2020-03-14,CLODIN 75MG TAB,1,780,780,0,780,470,470,310
Personal,21549,2020-03-14,DIGITAL THERMOMETER - SURGITECH,1,65,65,0,65,55,55,10
Personal,21549,2020-03-14,SOLVAPRINE 10MG,0.5,190,95,0,95,146.8,73.4,21.599999999999994
Personal,21549,2020-03-14,CATAMED 75MCG TAB,1,845,845,0,845,463,463,382
Personal,21549,2020-03-14,MICROSCOT 20mg,1,91,91,0,91,68.92,68.92,22.08
Personal,21550,2020-03-14,FERGLOBIN 250MG,0.5,300,150,0,150,257.5,128.75,21.25
Personal,21550,2020-03-14,SAPHORMIN 500MG,1,65,65,0,65,53.43,53.43,11.57
Personal,21200,2020-03-14,ANGEL-50 50MG,2,169,338,0,338,117.2,234.4,103.6
Personal,21200,2020-03-14,CLOVAS 75MG,1,576.5,576.5,0,576.5,403.2,403.2,173.3
Personal,21200,2020-03-14,FACE MASK N95 PARTICULATE RESPIRATOR,3,157.5,472.5,0,472.5,145,435,37.5
Personal,21200,2020-03-14,TRIVASC 35MG MR,1,701,701,0,701,490,490,211
Personal,21200,2020-03-14,SOLVASC 5MG,1,550,550,0,550,383.95,383.95,166.05
Personal,21198,2020-03-14,ERGON 125MCG,0.06,250,15,0,15,138.04,8.28,6.720000000000001
Personal,21198,2020-03-14,ALGICAP 500MG CAP,0.1,350,35,0,35,227.5,22.75,12.25
Personal,21198,2020-03-14,SAPHZINE 10MG,0.01,75,0.75,0,0.75,49,0.49,0.26
Personal,21198,2020-03-14,ANGEL-50 50MG,1,169,169,0,169,117.2,117.2,51.8
Personal,21193,2020-03-14,FACE MASK,1,75,75,0,75,514.44,514.44,-439.44000000000005
Personal,21851,2020-03-14,PHILVASC 5MG,1,50,50,0,50,33,33,17
Personal,21851,2020-03-14,HAV C 500MG,1,90,90,0,90,122.5,122.5,-32.5
Personal,21851,2020-03-14,ARTAL-H 50MG/12.5MG,3,240,720,0,720,105.95,317.85,402.15
Personal,21851,2020-03-14,JAGA 300MG/100MG/100MCG,1,760,760,0,760,530,530,230
Personal,21196,2020-03-14,FACE MASK NONE WOVE EARLOOP OF 3 PLY BLUE -SURGITECH,5,75,375,0,375,45,225,150
Personal,21196,2020-03-14,FACE MASK,5,75,375,0,375,514.44,2572.22,-2197.22
Personal,21196,2020-03-14,FOLACID 5MG,1,281.5,281.5,0,281.5,196.88,196.88,84.62
Personal,21195,2020-03-14,PARASAPH 500MG,5,53,265,0,265,38.75,193.75,71.25
Personal,21195,2020-03-14,ASCOPHIL 500MG,5,93,465,0,465,58,290,175
Personal,21195,2020-03-14,ALLUJEN 100MG TAB,1,107.25,107.25,0,107.25,75,75,32.25
Personal,21195,2020-03-14,SUSTACHLOR 125MG/5ML,3,68,204,0,204,46.79,140.37,63.629999999999995
Personal,21540,2020-03-14,MYREVIT-C 500MG,6,85,510,0,510,58,348,162
Pharma,22057,2020-08-21,APREZAL 20MG/ML AMP,4,3900,15600,0,15600,1231.31,4925.25,10674.75
Pharma,MS00613,2020-08-21,AGLOTAC 25MG/ML (50MG/2ML),15,650,9750,0,9750,58.07,871,8879
Pharma,22052,2020-08-14,APREZAL 20MG/ML AMP,3,3900,11700,0,11700,1231.31,3693.94,8006.0599999999995
Pharma,21882,2020-07-18,AGLOTAC 25MG/ML (50MG/2ML),15,650,9750,0,9750,58.07,871,8879
Pharma,20599,2020-06-20,APREZAL 20MG/ML AMP,3,3900,11700,0,11700,1231.31,3693.94,8006.0599999999995
Pharma,21861,2020-03-28,AGLOTAC 25MG/ML (50MG/2ML),30,650,19500,0,19500,58.07,1742,17758
Pharma,20595,2020-03-28,HYLAZINE 20MG,10,3900,39000,0,39000,275,2750,36250
Pharma,20593,2020-03-07,HYDRA ZL 20MG/ML,3,3900,11700,0,11700,150,450,11250
Pharma,20589,2020-02-08,SOLUNATE 84MG/ML (8.4%),2,14500,29000,0,29000,5203.57,10407.14,18592.86
Pharma,20589,2020-02-08,APREZAL 20MG/ML AMP,7,3900,27300,0,27300,1231.31,8619.19,18680.809999999998
Pharma,20587,2020-01-31,APREZAL 20MG/ML AMP,3,3900,11700,0,11700,1231.31,3693.94,8006.0599999999995
Pharma,20576,2020-01-11,SOLUNATE 84MG/ML (8.4%),3,14500,43500,0,43500,5203.57,15610.71,27889.29
Pharma,20576,2020-01-11,APREZAL 20MG/ML AMP,8,3900,31200,0,31200,1231.31,9850.51,21349.489999999998
Quezon,22550,2020-12-28,PHYTOMEN 10MG/ML,30,780,23400,0,23400,183,5490,17910
Quezon,22550,2020-12-28,EPIX BY 10'S,20,780,15600,0,15600,211.7,4234,11366
Quezon,22548,2020-12-20,TRIVASC 35MG MR,10,1350,13500,4725,8775,490,4900,3875
Quezon,22547,2020-12-20,MAXXIVIT PLUS,10,1400,14000,0,14000,517.33,5173.33,8826.67
Quezon,22539,2020-12-16,FOLACID 5MG,3,615,1845,553.5,1291.5,196.88,590.64,700.86
Quezon,22538,2020-12-16,TRIVASC 35MG MR,10,1350,13500,4725,8775,490,4900,3875
Quezon,22537,2020-12-16,BUFEN 200MG/ML,15,113.75,1706.25,0,1706.25,35,525,1181.25
Quezon,22541,2020-12-16,FOLACID 5MG,5,615,3075,0,3075,196.88,984.4,2090.6
Quezon,22541,2020-12-16,SOLVAPRINE 10MG,5,1100,5500,0,5500,146.8,734,4766
Quezon,22540,2020-12-16,PHYTOMEN 10MG/ML,30,780,23400,0,23400,183,5490,17910
Quezon,22540,2020-12-16,ERGON 125MCG,2,1000,2000,0,2000,138.04,276.08,1723.92
Quezon,22540,2020-12-16,EPIX BY 10'S,20,780,15600,0,15600,211.7,4234,11366
Quezon,22546,2020-12-16,PARADOX TAB,4,750,3000,0,3000,230,920,2080
Quezon,22545,2020-12-16,DOLO JAGA 500MG/50MG/100MG/100MCG,3,2000,6000,0,6000,615,1845,4155
Quezon,22545,2020-12-16,TOSYLAM 750MG TAB,2,3800,7600,0,7600,1265,2530,5070
Quezon,22545,2020-12-16,FERGLOBIN 250MG,3,615,1845,0,1845,257.5,772.5,1072.5
Quezon,22544,2020-12-16,VOXOLL 30MG TAB,2,650,1300,0,1300,167,334,966
Quezon,22544,2020-12-16,DOLO JAGA 500MG/50MG/100MG/100MCG,5,2000,10000,0,10000,615,3075,6925
Quezon,22544,2020-12-16,TRIVASC 35MG MR,7,1350,9450,0,9450,490,3430,6020
Quezon,22544,2020-12-16,CINNABLOC 75MG,10,160,1600,0,1600,40,400,1200
Quezon,22543,2020-12-16,HYCLENS WOUND SPRAY 60ML.,36,269.79,9712.44,0,9712.44,137.15,4937.47,4774.97
Quezon,22542,2020-12-16,HYCLENS WOUND SPRAY 60ML.,26,249.04,6474.96,0,6474.96,137.15,3565.95,2909.01
Quezon,22549,2020-12-16,TRIVASC 35MG MR,10,1350,13500,4725,8775,490,4900,3875
Quezon,22536,2020-12-03,XYNETRIX CHEWABLE TABLET,1,1200,1200,360,840,410.42,410.42,429.58
Quezon,22535,2020-12-03,PARADOX TAB,10,750,7500,0,7500,230,2300,5200
Quezon,22534,2020-12-03,BENERVA FORTE,10,1200,12000,0,12000,525,5250,6750
Quezon,22534,2020-12-03,JAGA 300MG/100MG/100MCG,6,1078,6468,0,6468,530,3180,3288
Quezon,22533,2020-12-03,TRIVASC 35MG MR,10,1350,13500,4725,8775,490,4900,3875
Quezon,22532,2020-12-03,FERGLOBIN 250MG,5,725,3625,1087.5,2537.5,257.5,1287.5,1250
Quezon,22532,2020-12-03,XYNETRIX CHEWABLE TABLET,5,1200,6000,1800,4200,410.42,2052.08,2147.92
Quezon,22531,2020-12-03,FOLACID 5MG,3,615,1845,553.5,1291.5,196.88,590.64,700.86
Quezon,22530,2020-12-03,FOLACID 5MG,1,615,615,184.5,430.5,196.88,196.88,233.62
Quezon,22529,2020-12-03,FOLACID 5MG,4,615,2460,738,1722,196.88,787.52,934.48
Quezon,22522,2020-11-28,ATOVAS 20MG,13,692.31,9000,0,9000,183.46,2385,6615
Quezon,22522,2020-11-28,XYNETRIX CHEWABLE TABLET,13,1107.69,14400,0,14400,410.42,5335.42,9064.58
Quezon,22521,2020-11-28,CENDALEX 100MG/ML DROPS,15,115,1725,0,1725,23.25,348.75,1376.25
Quezon,22520,2020-11-28,DOLO JAGA 500MG/50MG/100MG/100MCG,1,2000,2000,600,1400,615,615,785
Quezon,22520,2020-11-28,SOLVAPRINE 10MG,2,1100,2200,660,1540,146.8,293.6,1246.4
Quezon,22520,2020-11-28,METMIC 500MG,1,770,770,231,539,227.5,227.5,311.5
Quezon,22523,2020-11-28,TRIVASC 35MG MR,10,1350,13500,4725,8775,490,4900,3875
Quezon,22519,2020-11-28,JAGA 300MG/100MG/100MCG,1,1540,1540,462,1078,530,530,548
Quezon,22519,2020-11-28,VOXOLL 30MG TAB,1,650,650,195,455,167,167,288
Quezon,22518,2020-11-21,FOLACID 5MG,2,615,1230,369,861,196.88,393.76,467.24
Quezon,22518,2020-11-21,JAGA 300MG/100MG/100MCG,1,1540,1540,462,1078,530,530,548
Quezon,22517,2020-11-21,FOLACID 5MG,2,615,1230,369,861,196.88,393.76,467.24
Quezon,22513,2020-11-21,TRIVASC 35MG MR,10,1350,13500,4725,8775,490,4900,3875
Quezon,22510,2020-11-21,DOLO JAGA 500MG/50MG/100MG/100MCG,2,2000,4000,0,4000,615,1230,2770
Quezon,22509,2020-11-21,MULTI GROW 120ML,15,240,3600,1080,2520,83.33,1250,1270
Quezon,22509,2020-11-21,MULTI GROW 30ML DROPS,15,185,2775,832.5,1942.5,63,945,997.5
Quezon,22511,2020-11-21,MULTI GROW OB PLUS,5,1450,7250,0,7250,487.5,2437.5,4812.5
Quezon,22511,2020-11-21,XYNETRIX CHEWABLE TABLET,5,1200,6000,0,6000,410.42,2052.08,3947.92
Quezon,PULL 2413,2020-11-16,LACTAMOX 500MG/125MG TAB,-8,3815,-30520,0,-30520,1173.5,-9388,-21132
Quezon,22508,2020-11-13,XYNETRIX CHEWABLE TABLET,1,1200,1200,360,840,410.42,410.42,429.58
Quezon,22508,2020-11-13,FERGLOBIN FA 60MG/400MCG,1,1100,1100,330,770,273.89,273.89,496.11
Quezon,22507,2020-11-13,MULTI GROW OB PLUS,1,1450,1450,435,1015,487.5,487.5,527.5
Quezon,22506,2020-11-13,TRIVASC 35MG MR,10,1350,13500,4725,8775,490,4900,3875
Quezon,22504,2020-11-07,EVEROSE 1000MG CAP,14,342.86,4800,0,4800,381,5334,-534
Quezon,22503,2020-11-07,EVEROSE 1000MG CAP,8,200,1600,0,1600,381,3048,-1448
Quezon,22501,2020-11-07,ATOVAS 20MG,13,692.31,9000,0,9000,183.46,2385,6615
Quezon,22505,2020-11-07,LACTAMOX 500MG/125MG TAB,2,3815,7630,2289,5341,1173.5,2347,2994
Quezon,22397,2020-11-07,ERGON 125MCG,2,1000,2000,0,2000,138.04,276.08,1723.92
Quezon,22399,2020-11-07,TRIVASC 35MG MR,10,1350,13500,4725,8775,490,4900,3875
Quezon,22502,2020-11-07,BENERVA PLUS TAB,10,1200,12000,0,12000,550,5500,6500
Quezon,22502,2020-11-07,JAGA 300MG/100MG/100MCG,6,1078,6468,0,6468,530,3180,3288
Quezon,22400,2020-11-07,TRIVASC 35MG MR,15,1350,20250,0,20250,490,7350,12900
Quezon,22400,2020-11-07,FERGLOBIN 250MG,5,725,3625,0,3625,257.5,1287.5,2337.5
