MEDSHIELD PHARMA CORP,,,,,,,,,,,
SALES SUMMARY REPORT,,,,,,,,,,,
AS OF DECEMBER 2020,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Area,DR Number,Date Delivered,Product,Qty,CP,Total CP,Disc,Net CP,TP/UNIT,TOTAL TP,Net Income
Cam Norte,21112,2020-01-18,JAGA 300MG/100MG/100MCG,1,1400,1400,0,1400,530,530,870
Cam Norte,21112,2020-01-18,CINNABLOC 25MG,3,500,1500,0,1500,133,399,1101
Cam Norte,21108,2020-01-18,JAGAPLEX TAB,4,1185,4740,0,4740,345.63,1382.5,3357.5
Cam Norte,21109,2020-01-18,EVAPROST 250MCG/ML,5,5760,28800,0,28800,3575,17875,10925
Cam Norte,21110,2020-01-18,EVAPROST 125MCG/ML,0.5,3200,1600,0,1600,1872,936,664
Cam Sur,14084,2020-12-20,METMIC 500MG,2,550,1100,0,1100,227.5,455,645
Cam Sur,14084,2020-12-20,ZELEX 200MG,1,3250,3250,0,3250,750,750,2500
Cam Sur,14084,2020-12-20,AZICARE 500MG TAB,1,2100,2100,0,2100,523.33,523.33,1576.67
Cam Sur,14084,2020-12-20,CEFUSAPH,2,595,1190,0,1190,156.92,313.83,876.1700000000001
Cam Sur,14084,2020-12-20,EUROXONE 1G,10,400,4000,0,4000,73,730,3270
Cam Sur,14085,2020-12-20,CONSILOSE 3.35G/5ML,7,595,4165,0,4165,99,693,3472
Cam Sur,14085,2020-12-20,AXIMEED 200mg,1,2000,2000,0,2000,493,493,1507
Cam Sur,14085,2020-12-20,DANOXIME 750MG,10,250,2500,0,2500,30.5,305,2195
Cam Sur,14083,2020-12-20,HISTARIL 1MG/50MG/5ML SYR,12,88,1056,0,1056,24.47,293.64,762.36
Cam Sur,14083,2020-12-20,COZOLE 200MG/40MG/5ML,12,108,1296,0,1296,32.4,388.8,907.2
Cam Sur,14083,2020-12-20,CEPROTRON 500MG,1,1750,1750,0,1750,533.33,533.33,1216.67
Cam Sur,14083,2020-12-20,ANEROCIN 300MG,1,3900,3900,0,3900,919.67,919.67,2980.33
Cam Sur,14083,2020-12-20,HISTARIL 2MG/100MG CAP,2,800,1600,0,1600,225,450,1150
Cam Sur,14083,2020-12-20,CENDALEX 500MG CAP,1,900,900,0,900,211.65,211.65,688.35
Cam Sur,14082,2020-12-04,DOLO JAGA 500MG/50MG/100MG/100MCG,10,1100,11000,0,11000,615,6150,4850
Cam Sur,PULL 2320,2020-10-30,NERVAPLEX 500MG,-1.46,1650,-2409,0,-2409,615,-897.9,-1511.1
Cam Sur,PULL 2320,2020-10-30,BERCEF 250MG/5ML SUS,-4,350,-1400,0,-1400,148,-592,-808
Cam Sur,PULL 2320,2020-10-30,LACTAMOX 125MG/31.25MG/5ML,-7,245,-1715,0,-1715,93.63,-655.43,-1059.5700000000002
Cam Sur,PULL 2320,2020-10-30,MULTI GROW 30ML DROPS,-4,180,-720,0,-720,63,-252,-468
Cam Sur,PULL 2320,2020-10-30,HISTARIL 1MG/50MG/5ML SYR,-7,88,-616,0,-616,24.47,-171.29,-444.71000000000004
Cam Sur,PULL 2319,2020-10-30,ZETIFEN 250MG/5ML SYR,-8,120,-960,0,-960,35.12,-280.92,-679.0799999999999
Cam Sur,PULL 2319,2020-10-30,ZETIFEN 125MG/5ML SYR,-4,105,-420,0,-420,33.95,-135.8,-284.2
Cam Sur,PULL 2319,2020-10-30,ZETIFEN 100MG/ML DROPS,-5,90,-450,0,-450,29.45,-147.27,-302.73
Cam Sur,PULL 2319,2020-10-30,LACTAMOX 125MG/31.25MG/5ML,-4,250,-1000,0,-1000,93.63,-374.53,-625.47
Cam Sur,PULL 2319,2020-10-30,LACTAMOX 500MG/125MG TAB,-0.65,2700,-1755,0,-1755,1173.5,-762.78,-992.22
Cam Sur,PULL 2318,2020-10-30,CEFUSAPH,-4,595,-2380,0,-2380,156.92,-627.67,-1752.33
Cam Sur,PULL 2318,2020-10-30,CEEPRAZOL 20MG,-3,3300,-9900,0,-9900,590,-1770,-8130
Cam Sur,PULL 2318,2020-10-30,ZEGECEF 250MG/5ML SUS,-12,400,-4800,0,-4800,139.45,-1673.4,-3126.6
Cam Sur,PULL 1924,2020-10-30,BICOTEX,-1.4,600,-840,0,-840,125,-175,-665
Cam Sur,PULL 1924,2020-10-30,INHIBITA 40MG,-1,1120,-1120,0,-1120,89.05,-89.05,-1030.95
Cam Sur,PULL 1924,2020-10-30,AMOLTEX 2MG TAB,-1,550,-550,0,-550,85,-85,-465
Cam Sur,PULL 2316,2020-10-30,BICOTEX,-2,600,-1200,0,-1200,125,-250,-950
Cam Sur,PULL 2316,2020-10-30,KLARITHIX 500MG TAB,-1.13,1260,-1428,0,-1428,225,-255,-1173
Cam Sur,PULL 2316,2020-10-30,BROADMETZ 500MG,-25,98,-2450,0,-2450,319,-7975,5525
Cam Sur,PULL 2316,2020-10-30,ZETIFEN 250MG/5ML SYR,-8,98,-784,0,-784,35.12,-280.92,-503.08
Cam Sur,PULL 2316,2020-10-30,CEFZIME 750MG,-1,4000,-4000,0,-4000,780,-780,-3220
Cam Sur,PULL 2316,2020-10-30,BROADMETZ 125MG/5ML,-12,78,-936,0,-936,36,-432,-504
Cam Sur,PULL 2316,2020-10-30,MULTI GROW 120ML,-11,250,-2750,0,-2750,83.33,-916.67,-1833.33
Cam Sur,PULL 2316,2020-10-30,LEIVICLOX 250MG SUS,-7,282,-1974,0,-1974,68,-476,-1498
Cam Sur,PULL 2316,2020-10-30,BERCEF 50MG/ML DROPS,-3,175,-525,0,-525,42,-126,-399
Cam Sur,PULL 2316,2020-10-30,NERVAPLEX 500MG,-25,1800,-45000,0,-45000,615,-15375,-29625
Cam Sur,PULL 2317,2020-10-30,SUSTACHLOR 125MG/5ML,-1,120,-120,0,-120,46.79,-46.79,-73.21000000000001
Cam Sur,PULL 2317,2020-10-30,BERCEF 250MG/5ML SUS,-20,400,-8000,0,-8000,148,-2960,-5040
Cam Sur,PULL 2317,2020-10-30,XELOR 125MG/5ML SUS,-1,175,-175,0,-175,89.54,-89.54,-85.46
Cam Sur,21346,2020-10-30,CEPROTRON 500MG,5,1750,8750,0,8750,533.33,2666.67,6083.33
Cam Sur,21346,2020-10-30,MONILIASOL 500MG,2,750,1500,0,1500,240,480,1020
Cam Sur,21346,2020-10-30,BROADMETZ 500MG,2,1050,2100,0,2100,319,638,1462
Cam Sur,21346,2020-10-30,MONILIASOL 125MG/5ML,10,80,800,0,800,36.76,367.63,432.37
Cam Sur,21347,2020-10-30,HISTARIL 1MG/50MG/5ML SYR,2,800,1600,0,1600,24.47,48.94,1551.06
Cam Sur,14081,2020-10-26,DOLO JAGA 500MG/50MG/100MG/100MCG,10,1100,11000,0,11000,615,6150,4850
Cam Sur,21339,2020-10-26,DOLO JAGA 500MG/50MG/100MG/100MCG,5,1100,5500,0,5500,615,3075,2425
Cam Sur,21340,2020-10-26,DOLO JAGA 500MG/50MG/100MG/100MCG,12,1100,13200,0,13200,615,7380,5820
Cam Sur,21341,2020-10-26,HISTARIL 1MG/50MG/5ML SYR,10,88,880,0,880,24.47,244.7,635.3
Cam Sur,21341,2020-10-26,MONILIASOL 125MG/5ML,10,75,750,0,750,36.76,367.63,382.37
Cam Sur,21341,2020-10-26,COZOLE 200MG/40MG/5ML,10,108,1080,0,1080,32.4,324,756
Cam Sur,21341,2020-10-26,SOLVASC 5MG,2,750,1500,0,1500,383.95,767.89,732.11
Cam Sur,21341,2020-10-26,FLUCYSTEINE 200MG,1,405,405,0,405,85,85,320
Cam Sur,21341,2020-10-26,PLENACYL 600MG,1,720,720,0,720,90,90,630
Cam Sur,21342,2020-10-26,HISTARIL 1MG/50MG/5ML SYR,10,88,880,0,880,24.47,244.7,635.3
Cam Sur,21343,2020-10-26,DOLO JAGA 500MG/50MG/100MG/100MCG,3,1800,5400,1620,3780,615,1845,1935
Cam Sur,21344,2020-10-26,EPIX BY 10'S,1,990,990,0,990,211.7,211.7,778.3
Cam Sur,21345,2020-10-26,HISTARIL 1MG/50MG/5ML SYR,7,88,616,0,616,24.47,171.29,444.71000000000004
Cam Sur,21338,2020-08-21,LACTAMOX 500MG/125MG TAB,5,3000,15000,0,15000,1173.5,5867.5,9132.5
Cam Sur,21338,2020-08-21,MONILIASOL 125MG/5ML,12,80,960,0,960,36.76,441.15,518.85
Cam Sur,21338,2020-08-21,ANGEL-50 50MG,2,500,1000,0,1000,117.2,234.4,765.6
Cam Sur,21338,2020-08-21,CLOVAS 75MG,2,975,1950,0,1950,403.2,806.4,1143.6
Cam Sur,21338,2020-08-21,AMLOTEC 5MG,1,540,540,0,540,18,18,522
Cam Sur,14079,2020-08-21,SAPHLOPID 75MG,1,2200,2200,0,2200,133.33,133.33,2066.67
Cam Sur,14079,2020-08-21,ANEROCIN 300MG,1,3900,3900,0,3900,919.67,919.67,2980.33
Cam Sur,14078,2020-08-21,LACTAMOX 250MG/62.5MG/5ML,10,450,4500,0,4500,129.7,1297,3203
Cam Sur,14078,2020-08-21,RANIREX 25MG/ML,1,780,780,0,780,31.5,31.5,748.5
Cam Sur,14078,2020-08-21,METMIC 500MG,4,550,2200,0,2200,227.5,910,1290
Cam Sur,14078,2020-08-21,MONILIASOL 500MG,2,800,1600,0,1600,240,480,1120
Cam Sur,14078,2020-08-21,DOLO JAGA 500MG/50MG/100MG/100MCG,2,1600,3200,0,3200,615,1230,1970
Cam Sur,14078,2020-08-21,ZELEX 200MG,1,3250,3250,0,3250,750,750,2500
Cam Sur,14077,2020-08-21,CENDALEX 250MG/5ML SUS,10,125,1250,0,1250,59.57,595.67,654.33
Cam Sur,14077,2020-08-21,CENDALEX 125MG/5ML SUS,10,98,980,0,980,35,350,630
Cam Sur,14077,2020-08-21,MONILIASOL 125MG/5ML,10,80,800,0,800,36.76,367.63,432.37
Cam Sur,14077,2020-08-21,COZOLE 200MG/40MG/5ML,10,80,800,0,800,32.4,324,476
Cam Sur,14077,2020-08-21,HISTARIL 1MG/50MG/5ML SYR,10,80,800,0,800,24.47,244.7,555.3
Cam Sur,14077,2020-08-21,LACTAMOX 125MG/31.25MG/5ML,10,310,3100,0,3100,93.63,936.33,2163.67
Cam Sur,14075,2020-07-25,DOLO JAGA 500MG/50MG/100MG/100MCG,16,1100,17600,0,17600,615,9840,7760
Cam Sur,21337,2020-07-25,DOLO JAGA 500MG/50MG/100MG/100MCG,18,1100,19800,0,19800,615,11070,8730
Cam Sur,21336,2020-03-14,DOLO JAGA 500MG/50MG/100MG/100MCG,5,1100,5500,0,5500,615,3075,2425
Cam Sur,21335,2020-03-14,DOLO JAGA 500MG/50MG/100MG/100MCG,10,1100,11000,0,11000,615,6150,4850
Cam Sur,21334,2020-03-14,DOLO JAGA 500MG/50MG/100MG/100MCG,10,1100,11000,0,11000,615,6150,4850
Cam Sur,21333,2020-03-14,ATOVAS 20MG,2,975,1950,0,1950,183.46,366.92,1583.08
Cam Sur,21332,2020-03-14,MONILIASOL 125MG/5ML,10,75,750,0,750,36.76,367.63,382.37
Cam Sur,21332,2020-03-14,CENDALEX 250MG/5ML SUS,12,125,1500,0,1500,59.57,714.8,785.2
Cam Sur,21332,2020-03-14,COZOLE 200MG/40MG/5ML,10,108,1080,0,1080,32.4,324,756
Cam Sur,21332,2020-03-14,SOLVASC 5MG,2,750,1500,0,1500,383.95,767.89,732.11
Cam Sur,21332,2020-03-14,ANGEL-50 50MG,2,500,1000,0,1000,117.2,234.4,765.6
Cam Sur,21332,2020-03-14,BUTADIL 2MG/5ML,15,85,1275,0,1275,25.14,377.03,897.97
Cam Sur,PULL2304,2020-03-14,LACTAMOX 125MG/31.25MG/5ML,-15,310,-4650,0,-4650,93.63,-1404.5,-3245.5
Cam Sur,PULL2304,2020-03-14,LACTAMOX 125MG/31.25MG/5ML,-15,450,-6750,0,-6750,93.63,-1404.5,-5345.5
Cam Sur,PULL2304,2020-03-14,LACTAMOX 500MG/125MG TAB,-3.42,3000,-10249.98,0,-10249.98,1173.5,-4009.45,-6240.53
Cam Sur,PULL2304,2020-03-14,HISTARIL 1MG/50MG/5ML SYR,-18,88,-1584,0,-1584,24.47,-440.46,-1143.54
Cam Sur,PULL2304,2020-03-14,HISTARIL 2MG/100MG CAP,-2.42,800,-1936,0,-1936,225,-544.5,-1391.5
Cam Sur,PULL2304,2020-03-14,COZOLE 200MG/40MG/5ML,-5,98,-490,0,-490,32.4,-162,-328
Cam Sur,PULL2304,2020-03-14,ZETIFEN 250MG/5ML SYR,-8,98,-784,0,-784,35.12,-280.92,-503.08
Cam Sur,PULL2304,2020-03-14,ZETIFEN 125MG/5ML SYR,-3,98,-294,0,-294,33.95,-101.85,-192.15
Cam Sur,PULL2304,2020-03-14,MONILIASOL 500MG,-0.59,750,-442.5,0,-442.5,240,-141.6,-300.9
Cam Sur,PULL2304,2020-03-14,DOLO JAGA 500MG/50MG/100MG/100MCG,-2.33,18,-41.94,0,-41.94,615,-1432.95,1391.01
Cam Sur,PULL2311,2020-03-14,SURITRAM,-2.54,1980,-5029.2,0,-5029.2,135,-342.9,-4686.3
Cam Sur,PULL2311,2020-03-14,CEFZOX 1G VIAL W/ DILUENT,-200,35,-7000,0,-7000,22.5,-4500,-2500
Cam Sur,PULL2308,2020-03-14,XELOR 125MG/5ML SUS,-30,175,-5250,0,-5250,89.54,-2686.2,-2563.8
Cam Sur,PULL2308,2020-03-14,AMOLTEX 2MG TAB,-1.78,550,-979,0,-979,85,-151.3,-827.7
Cam Sur,PULL2308,2020-03-14,CENDALEX 100MG/ML DROPS,-22,88,-1936,0,-1936,23.25,-511.5,-1424.5
Cam Sur,PULL2308,2020-03-14,CAPSUGEN FORTE,-0.75,1600,-1200,0,-1200,,,-1200
Cam Sur,PULL2308,2020-03-14,RANIREX 25MG/ML,-1,780,-780,0,-780,31.5,-31.5,-748.5
Cam Sur,PULL2308,2020-03-14,PHYTOMET 10MG,-0.6,800,-480,0,-480,164.64,-98.78,-381.22
Cam Sur,PULL2308,2020-03-14,FEVERCARE 300MG/2ML,-5,485,-2425,0,-2425,39.8,-199,-2226
Cam Sur,PULL2308,2020-03-14,SPASMOSON 10MG,-1.4,1200,-1680,0,-1680,155.82,-218.15,-1461.85
Cam Sur,PULL2308,2020-03-14,BICOTEX,-3.4,600,-2040,0,-2040,125,-425,-1615
Cam Sur,PULL2308,2020-03-14,DULAX 3.35MG,-2,285,-570,0,-570,98,-196,-374
Cam Sur,PULL2306,2020-03-14,LEIVICLOX 250MG SUS,-7,282,-1974,0,-1974,68,-476,-1498
Cam Sur,PULL2306,2020-03-14,MONILIASOL 125MG/5ML,-17,75,-1275,0,-1275,36.76,-624.96,-650.04
Cam Sur,PULL2306,2020-03-14,ZETIFEN 100MG/ML DROPS,-25,68,-1700,0,-1700,29.45,-736.33,-963.67
Cam Sur,PULL2306,2020-03-14,ENERGEL SOFTGEL,-1.28,1950,-2502.49,0,-2502.49,565.13,-725.25,-1777.2399999999998
Cam Sur,PULL2306,2020-03-14,INTRAPLEM 100MG/5ML,-8,68,-544,0,-544,30.76,-246.08,-297.91999999999996
Cam Sur,PULL2306,2020-03-14,BERCEF 250MG/5ML SUS,-11,175,-1925,0,-1925,148,-1628,-297
Cam Sur,PULL2306,2020-03-14,LOZAK 100MG TAB,-1.36,850,-1156,0,-1156,,,-1156
Cam Sur,PULL2306,2020-03-14,ANEROCIN 300MG,-0.7,3900,-2730,0,-2730,919.67,-643.77,-2086.23
Cam Sur,PULL2306,2020-03-14,GIAN ZINC 120ML SYR,-10,175,-1750,0,-1750,80.83,-808.33,-941.67
Cam Sur,PULL2303,2020-03-14,LACTAMOX 250MG/62.5MG/5ML,-1,450,-450,0,-450,129.7,-129.7,-320.3
Cam Sur,PULL2303,2020-03-14,BERCEF 50MG/ML DROPS,-1,175,-175,0,-175,42,-42,-133
Cam Sur,PULL2307,2020-03-14,GIAN ZINC 30ML DROPS,-3,125,-375,0,-375,61.67,-185,-190
Cam Sur,PULL2307,2020-03-14,CINNABLOC 75MG,-0.16,50,-8,0,-8,40,-6.4,-1.5999999999999996
Cam Sur,PULL2307,2020-03-14,PROPHALAN,-0.2,850,-170,0,-170,365,-73,-97
Cam Sur,PULL2307,2020-03-14,CORSTAPH 500MG,-2.89,1800,-5202,0,-5202,435,-1257.15,-3944.85
Cam Sur,PULL2307,2020-03-14,NERVAPLEX 500MG,-0.36,1800,-648,0,-648,615,-221.4,-426.6
Cam Sur,PULL2307,2020-03-14,ORNEXIN 325MG/10MG/5MG,-3,135,-405,0,-405,53.05,-159.15,-245.85
Cam Sur,PULL2307,2020-03-14,CEPROTRON 500MG,-1.64,1750,-2870,0,-2870,533.33,-874.67,-1995.33
Cam Sur,PULL2307,2020-03-14,SUSTACHLOR 125MG/5ML,-9,120,-1080,0,-1080,46.79,-421.11,-658.89
Cam Sur,PULL2307,2020-03-14,MULTI GROW OB PLUS,-0.99,1050,-1039.5,0,-1039.5,487.5,-482.63,-556.87
Cam Sur,PULL2307,2020-03-14,BERCEF 250MG/5ML SUS,-25,400,-10000,0,-10000,148,-3700,-6300
Cam Sur,PULL2301,2020-03-14,LACTAMOX 250MG/62.5MG/5ML,-4,450,-1800,0,-1800,129.7,-518.8,-1281.2
Cam Sur,PULL2301,2020-03-14,ZETIFEN 250MG/5ML SYR,-5,98,-490,0,-490,35.12,-175.58,-314.41999999999996
Cam Sur,PULL2301,2020-03-14,ZETIFEN 125MG/5ML SYR,-7,88,-616,0,-616,33.95,-237.65,-378.35
Cam Sur,PULL2301,2020-03-14,MONILIASOL 500MG,-0.82,750,-615,0,-615,240,-196.8,-418.2
Cam Sur,PULL2301,2020-03-14,ENERGEL SOFTGEL,-0.78,1950,-1527.49,0,-1527.49,565.13,-442.68,-1084.81
Cam Sur,PULL2301,2020-03-14,LACTAMOX 500MG/125MG TAB,-0.23,3000,-699.99,0,-699.99,1173.5,-273.81,-426.18
Cam Sur,PULL2305,2020-03-14,FORTIPLEX,-0.11,1050,-115.5,0,-115.5,395,-43.45,-72.05
Cam Sur,PULL2305,2020-03-14,CEFZIME 750MG,-1.5,4000,-6000,0,-6000,780,-1170,-4830
Cam Sur,PULL2305,2020-03-14,EUROGYL 5MG/ML (500MG/100ML),-6,120,-720,0,-720,23,-138,-582
Cam Sur,PULL2305,2020-03-14,BROADMETZ 125MG/5ML,-11,78,-858,0,-858,36,-396,-462
Cam Sur,PULL2305,2020-03-14,MULTI GROW 120ML,-12,250,-3000,0,-3000,83.33,-1000,-2000
Cam Sur,PULL2305,2020-03-14,JAGA 300MG/100MG/100MCG,-2.98,1600,-4768,0,-4768,530,-1579.4,-3188.6
Cam Sur,PULL2305,2020-03-14,CENDALEX 125MG/5ML SUS,-15,100,-1500,0,-1500,35,-525,-975
Cam Sur,PULL2305,2020-03-14,CENDALEX 250MG/5ML SUS,-1,125,-125,0,-125,59.57,-59.57,-65.43
Cam Sur,PULL2305,2020-03-14,CENDALEX 500MG CAP,-0.9,900,-810,0,-810,211.65,-190.49,-619.51
Cam Sur,PULL2305,2020-03-14,CENDALEX 100MG/ML DROPS,-22,88,-1936,0,-1936,23.25,-511.5,-1424.5
Cam Sur,PULL2312,2020-03-14,MONILIASOL 500MG,-0.53,750,-397.5,0,-397.5,240,-127.2,-270.3
Cam Sur,PULL2312,2020-03-14,BROADMETZ 500MG,-0.69,1050,-724.5,0,-724.5,319,-220.11,-504.39
Cam Sur,PULL2313,2020-03-14,LACTAMOX 250MG/62.5MG/5ML,-19,450,-8550,0,-8550,129.7,-2464.3,-6085.7
Cam Sur,PULL2313,2020-03-14,LACTAMOX 125MG/31.25MG/5ML,-16,300,-4800,0,-4800,93.63,-1498.13,-3301.87
Cam Sur,PULL2313,2020-03-14,ZETIFEN 250MG/5ML SYR,-4,98,-392,0,-392,35.12,-140.46,-251.54
Cam Sur,PULL2313,2020-03-14,CEFZIME 750MG,-0.2,4000,-800,0,-800,780,-156,-644
Cam Sur,PULL2313,2020-03-14,ZETIFEN 100MG/ML DROPS,-7,68,-476,0,-476,29.45,-206.17,-269.83000000000004
Cam Sur,PULL2309,2020-03-14,BROADMETZ 100MG/ML,-18,60,-1080,0,-1080,31.06,-559.08,-520.92
Cam Sur,PULL2309,2020-03-14,KLARITHIX 500MG TAB,-1.13,1260,-1428,0,-1428,225,-255,-1173
Cam Sur,PULL2309,2020-03-14,STEEROMETZ 5MG,-0.88,400,-352,0,-352,104.5,-91.96,-260.04
Cam Sur,PULL2309,2020-03-14,VOXOLL 15MG/5ML SYR,-8,95,-760,0,-760,23,-184,-576
Cam Sur,PULL2309,2020-03-14,COUXIN 30MG,-11,65,-715,0,-715,12.5,-137.5,-577.5
Cam Sur,PULL2309,2020-03-14,INHIBITA 40MG,-1.7,1120,-1904,0,-1904,89.05,-151.39,-1752.6100000000001
Cam Sur,PULL2309,2020-03-14,ZETIFEN 500MG,-1.76,550,-968,0,-968,104.58,-184.06,-783.94
Cam Sur,PULL2309,2020-03-14,CEFUSAPH,-11.9,595,-7080.5,0,-7080.5,156.92,-1867.31,-5213.1900000000005
Cam Sur,PULL2309,2020-03-14,METSIL 10MG,-9.8,500,-4900,0,-4900,35,-343,-4557
Cam Sur,PULL2309,2020-03-14,CLOVAS 75MG,-0.97,975,-942.5,0,-942.5,403.2,-389.76,-552.74
Cam Sur,PULL2310,2020-03-14,METREX 10MG,-1,500,-500,0,-500,35,-35,-465
Cam Sur,PULL2310,2020-03-14,MEDRIZINE 2.5MG/ML Drops,-10,112,-1120,0,-1120,22.65,-226.5,-893.5
Cam Sur,PULL2310,2020-03-14,CEEPRAZOL 20MG,-4.5,3300,-14850,0,-14850,590,-2655,-12195
Cam Sur,PULL2310,2020-03-14,ANGEL-50 50MG,-0.28,400,-112,0,-112,117.2,-32.82,-79.18
Cam Sur,PULL2310,2020-03-14,INTRAPLEM 500MG,-1,1800,-1800,0,-1800,280,-280,-1520
Cam Sur,PULL2310,2020-03-14,SOLVASC 5MG,-1.03,750,-772.5,0,-772.5,383.95,-395.47,-377.03
Cam Sur,PULL2310,2020-03-14,CLOMEP 75MG TAB,-0.8,1350,-1080,0,-1080,112,-89.6,-990.4
Cam Sur,PULL2310,2020-03-14,ZEGECEF 250MG/5ML SUS,-19,400,-7600,0,-7600,139.45,-2649.55,-4950.45
Cam Sur,PULL2310,2020-03-14,GLOVEDOL 6.25MG,-8.3,585,-4855.5,0,-4855.5,83.5,-693.05,-4162.45
Cam Sur,PULL2310,2020-03-14,SUSTACHLOR 125MG/5ML,-1.78,650,-1157,0,-1157,46.79,-83.29,-1073.71
Cam Sur,21329,2020-03-07,EUROXONE 1G,10,400,4000,0,4000,73,730,3270
Cam Sur,21330,2020-03-07,LACTAMOX 500MG/125MG TAB,5,2880,14400,4320,10080,1173.5,5867.5,4212.5
Cam Sur,21331,2020-03-07,SUSTACHLOR 125MG/5ML,2,955,1910,0,1910,46.79,93.58,1816.42
Cam Sur,21324,2020-02-29,DOLO JAGA 500MG/50MG/100MG/100MCG,4,1250,5000,0,5000,615,2460,2540
Cam Sur,21326,2020-02-29,DOLO JAGA 500MG/50MG/100MG/100MCG,2,1800,3600,1080,2520,615,1230,1290
Cam Sur,21328,2020-02-29,DOLO JAGA 500MG/50MG/100MG/100MCG,2,1100,2200,0,2200,615,1230,970
Cam Sur,21311,2020-02-15,LACTAMOX 125MG/31.25MG/5ML,15,310,4650,0,4650,93.63,1404.5,3245.5
Cam Sur,21311,2020-02-15,LACTAMOX 250MG/62.5MG/5ML,15,450,6750,0,6750,129.7,1945.5,4804.5
Cam Sur,21311,2020-02-15,LACTAMOX 500MG/125MG TAB,3.42,3000,10250,0,10250,1173.5,4009.46,6240.54
Cam Sur,21311,2020-02-15,HISTARIL 1MG/50MG/5ML SYR,18,88,1584,0,1584,24.47,440.46,1143.54
Cam Sur,21311,2020-02-15,HISTARIL 2MG/100MG CAP,2.42,800,1936,0,1936,225,544.5,1391.5
Cam Sur,21311,2020-02-15,COZOLE 200MG/40MG/5ML,5,108,540,0,540,32.4,162,378
Cam Sur,21311,2020-02-15,ZETIFEN 250MG/5ML SYR,8,98,784,0,784,35.12,280.92,503.08
Cam Sur,21311,2020-02-15,MONILIASOL 500MG,0.59,800,472,0,472,240,141.6,330.4
Cam Sur,21311,2020-02-15,DOLO JAGA 500MG/50MG/100MG/100MCG,2.33,1800,4194,0,4194,615,1432.95,2761.05
Cam Sur,21311,2020-02-15,CEFZIME 750MG,1.5,4000,6000,0,6000,780,1170,4830
Cam Sur,21311,2020-02-15,EUROGYL 5MG/ML (500MG/100ML),6,120,720,0,720,23,138,582
Cam Sur,21311,2020-02-15,BROADMETZ 125MG/5ML,11,78,858,0,858,36,396,462
Cam Sur,21312,2020-02-15,MULTI GROW 120ML,12,250,3000,0,3000,83.33,1000,2000
Cam Sur,21312,2020-02-15,JAGA 300MG/100MG/100MCG,0.98,1600,1568,0,1568,530,519.4,1048.6
Cam Sur,21312,2020-02-15,CENDALEX 125MG/5ML SUS,15,98,1470,0,1470,35,525,945
Cam Sur,21312,2020-02-15,CENDALEX 250MG/5ML SUS,1,125,125,0,125,59.57,59.57,65.43
Cam Sur,21312,2020-02-15,CENDALEX 500MG CAP,0.9,900,810,0,810,211.65,190.49,619.51
Cam Sur,21312,2020-02-15,CENDALEX 100MG/ML DROPS,22,88,1936,0,1936,23.25,511.5,1424.5
Cam Sur,21312,2020-02-15,LEIVICLOX 250MG SUS,7,282,1974,0,1974,68,476,1498
Cam Sur,21312,2020-02-15,MONILIASOL 125MG/5ML,17,80,1360,0,1360,36.76,624.96,735.04
Cam Sur,21312,2020-02-15,ZETIFEN 100MG/ML DROPS,25,68,1700,0,1700,29.45,736.33,963.67
Cam Sur,21312,2020-02-15,ENERGEL SOFTGEL,1.28,1950,2502.5,0,2502.5,565.13,725.25,1777.25
Cam Sur,21312,2020-02-15,BERCEF 50MG/ML DROPS,11,175,1925,0,1925,42,462,1463
Cam Sur,21313,2020-02-15,CINNABLOC 25MG,0.16,500,80,0,80,133,21.28,58.72
Cam Sur,21313,2020-02-15,CORSTAPH 500MG,2.89,1800,5202,0,5202,435,1257.15,3944.85
Cam Sur,21313,2020-02-15,NERVAPLEX 500MG,0.36,1800,648,0,648,615,221.4,426.6
Cam Sur,21313,2020-02-15,ORNEXIN 325MG/10MG/5MG,3,135,405,0,405,53.05,159.15,245.85
Cam Sur,21313,2020-02-15,CEPROTRON 500MG,1.64,1750,2870,0,2870,533.33,874.67,1995.33
Cam Sur,21313,2020-02-15,SUSTACHLOR 125MG/5ML,9,120,1080,0,1080,46.79,421.11,658.89
Cam Sur,21313,2020-02-15,BERCEF 250MG/5ML SUS,25,400,10000,0,10000,148,3700,6300
Cam Sur,21313,2020-02-15,XELOR 125MG/5ML SUS,30,175,5250,0,5250,89.54,2686.2,2563.8
Cam Sur,21313,2020-02-15,AMOLTEX 2MG TAB,1.78,550,979,0,979,85,151.3,827.7
Cam Sur,21313,2020-02-15,CENDALEX 100MG/ML DROPS,22,75,1650,0,1650,23.25,511.5,1138.5
Cam Sur,21313,2020-02-15,RANIREX 25MG/ML,10,78,780,0,780,31.5,315,465
Cam Sur,21314,2020-02-15,PHYTOMET 10MG,0.6,800,480,0,480,164.64,98.78,381.22
Cam Sur,21314,2020-02-15,FEVERCARE 300MG/2ML,5,485,2425,0,2425,39.8,199,2226
Cam Sur,21314,2020-02-15,BICOTEX,3.4,600,2040,0,2040,125,425,1615
Cam Sur,21314,2020-02-15,DULAX 3.35MG,2,285,570,0,570,98,196,374
Cam Sur,21314,2020-02-15,BROADMETZ 100MG/ML,18,60,1080,0,1080,31.06,559.08,520.92
Cam Sur,21314,2020-02-15,KLARITHIX 500MG TAB,1.13,1260,1428,0,1428,225,255,1173
