MEDSHIELD PHARMA CORP,,,,,,,,,,,,
SALES SUMMARY REPORT,,,,,,,,,,,,
AS OF DECEMBER 2017,,,,,,,,,,,,
,,,,,,,,,,,,
DR,DATE,AREA,PRODUCT,GROSS SALES,UNIT PRICE,GROSS,DISCOUNT,,QTY,TP,TOTAL,NET INCOME
,,,,,,,%,AMOUNT,,,,
13688,2017-07-11,CAM NORTE,#REF!,1,750,750,,0,1,227.5,227.5,522.5
13689,2017-07-11,CAM NORTE,#REF!,1,1070,1070,,0,1,319,319,751
13690,2017-07-11,CAM NORTE,#REF!,1,650,650,,0,1,184.09,184.09,465.90999999999997
13691,2017-07-11,CAM NORTE,#REF!,1,500,500,,0,1,133,133,367
13692,2017-07-11,CAM NORTE,#REF!,1,1900,1900,,0,1,595,595,1305
13693,2017-07-11,CAM NORTE,#REF!,1,3000,3000,,0,1,1450,1450,1550
13694,2017-07-11,CAM NORTE,#REF!,1,500,500,,0,1,158,158,342
13695,2017-07-12,CAM NORTE,#REF!,1,,0,,0,2,250,500,-500
13695,2017-07-12,CAM NORTE,#REF!,1,,0,,0,1,595,595,-595
13696,2017-07-11,CAM NORTE,#REF!,1,3000,3000,,0,1,1450,1450,1550
13697,2017-07-11,CAM NORTE,#REF!,1,1800,1800,,0,1,550,550,1250
13698,2017-07-11,CAM NORTE,#REF!,1,1000,1000,,0,1,155,155,845
13699,2017-07-14,CAM NORTE,#REF!,1,1800,1800,,0,1,540,540,1260
13700,2017-07-15,CAM NORTE,#REF!,1,3000,3000,,0,1,1450,1450,1550
13710,2017-07-04,BATANGAS,#REF!,12,150,1800,,0,12,55,660,1140
13711,2017-07-04,BATANGAS,#REF!,12,90,1080,,0,12,31,372,708
13712,2017-07-04,BATANGAS,#REF!,16,150,2400,,0,16,48.65,778.4,1621.6
13713,2017-07-04,BATANGAS,#REF!,12,80,960,,0,12,26.93,323.15999999999997,636.84
13714,2017-07-04,BATANGAS,#REF!,10,80,800,,0,10,24.47,244.7,555.3
13715,2017-07-14,BATANGAS,#REF!,9,72,648,0.1,64.8,9,23,207,376.20000000000005
13716,2017-07-14,BATANGAS,#REF!,2,1026,2052,0.1,205.20000000000002,2,207.27,414.54,1432.26
13717,2017-07-14,BATANGAS,#REF!,3,900,2700,0.1,270,3,300,900,1530
13718,2017-07-14,BATANGAS,#REF!,5,72,360,0.1,36,5,24.47,122.35,201.65
13719,2017-07-14,BATANGAS,#REF!,2,3200,6400,0.1,640,2,920,1840,3920
13720,2017-07-14,BATANGAS,#REF!,2,960,1920,0.1,192,2,225,450,1278
13721,2017-07-14,BATANGAS,#REF!,6,264,1584,0.1,158.4,6,80.14,480.84000000000003,944.7599999999999
13722,2017-07-14,BATANGAS,#REF!,2,3500,7000,0.1,700,2,650,1300,5000
13723,2017-07-04,BATANGAS,#REF!,1,915,915,,0,1,310,310,605
13724,2017-07-04,BATANGAS,#REF!,2,3000,6000,,0,2,1450,2900,3100
13725,2017-07-04,BATANGAS,#REF!,1,550,550,,0,1,120.47,120.47,429.53
13726,2017-07-04,BATANGAS,#REF!,1,1600,1600,,0,1,415,415,1185
13728,2017-07-04,BATANGAS,#REF!,6,28.7,172.2,,0,6,28.7,172.2,0
13729,2017-07-04,BATANGAS,#REF!,4,990,3960,,0,4,300,1200,2760
13729,2017-07-04,BATANGAS,#REF!,4,1925,7700,,0,4,415,1660,6040
13730,2017-07-04,BATANGAS,#REF!,3,2600,7800,,0,3,650,1950,5850
13731,2017-07-04,BATANGAS,#REF!,2,700,1400,,0,2,218.46,436.92,963.0799999999999
13731,2017-07-04,BATANGAS,#REF!,3,1980,5940,,0,3,650,1950,3990
13731,2017-07-04,BATANGAS,#REF!,4,550,2200,,0,4,120.47,481.88,1718.12
13732,2017-07-04,BATANGAS,#REF!,2,4200,8400,,0,2,1235,2470,5930
13733,2017-07-04,BATANGAS,#REF!,2,5600,11200,,0,2,120,240,10960
13734,2017-07-04,BATANGAS,#REF!,10,86,860,,0,10,26,260,600
13734,2017-07-04,BATANGAS,#REF!,12,77,924,,0,12,24.5,294,630
13735,2017-07-04,BATANGAS,#REF!,12,250,3000,,0,12,80.14,961.6800000000001,2038.32
13736,2017-07-04,BATANGAS,#REF!,12,135,1620,,0,12,44,528,1092
13737,2017-07-04,BATANGAS,#REF!,12,125,1500,,0,12,44,528,972
13738,2017-07-12,BATANGAS,#REF!,4,1300,5200,,0,4,200,800,4400
13739,2017-07-12,BATANGAS,#REF!,3,1020,3060,,0,3,260,780,2280
13740,2017-07-12,BATANGAS,#REF!,4,84,336,,0,4,24.5,98,238
13740,2017-07-12,BATANGAS,#REF!,6,160,960,,0,6,47,282,678
13741,2017-07-12,BATANGAS,#REF!,11,186,2046,,0,11,48.5,533.5,1512.5
13742,2017-07-12,BATANGAS,#REF!,20,180,3600,,0,20,48,960,2640
13743,2017-07-12,BATANGAS,#REF!,17,72,1224,,0,17,23,391,833
13744,2017-07-12,BATANGAS,#REF!,3,3360,10080,,0,3,1173,3519,6561
13745,2017-07-12,BATANGAS,#REF!,3,3360,10080,,0,3,1173,3519,6561
13746,2017-07-12,BATANGAS,#REF!,2,1098,2196,,0,2,345,690,1506
13747,2017-07-12,BATANGAS,#REF!,2,1098,2196,,0,2,345,690,1506
13748,2017-07-12,BATANGAS,#REF!,12,150,1800,,0,12,55,660,1140
13748,2017-07-12,BATANGAS,#REF!,12,95,1140,,0,12,31,372,768
13749,2017-07-12,BATANGAS,#REF!,5,4200,21000,,0,5,1235,6175,14825
13750,2017-07-14,BATANGAS,#REF!,2700,240,648000,,0,2700,75,202500,445500
13751,2017-07-04,LAGUNA,#REF!,2,3200,6400,,0,2,75,150,6250
13752,2017-07-04,LAGUNA,#REF!,4,650,2600,,0,4,184.09,736.36,1863.6399999999999
13753,2017-07-04,LAGUNA,#REF!,10,120,1200,,0,10,22,220,980
13754,2017-07-04,LAGUNA,#REF!,4,500,2000,,0,4,184.09,736.36,1263.6399999999999
13755,2017-07-04,LAGUNA,#REF!,4,850,3400,,0,4,260,1040,2360
13756,2017-07-04,LAGUNA,#REF!,1,3000,3000,,0,1,1450,1450,1550
13759,2017-07-11,LAGUNA,#REF!,3,2500,7500,,0,3,650,1950,5550
13759,2017-07-11,LAGUNA,#REF!,19,279.99,5319.81,,0,19,81,1539,3780.8100000000004
13759,2017-07-11,LAGUNA,#REF!,2,8800,17600,,0,2,950,1900,15700
13759,2017-07-11,LAGUNA,#REF!,1,2500,2500,,0,1,186,186,2314
13759,2017-07-11,LAGUNA,#REF!,100,264,26400,,0,100,73,7300,19100
13759,2017-07-11,LAGUNA,#REF!,3,975,2925,,0,3,384,1152,1773
13759,2017-07-11,LAGUNA,#REF!,500,42,21000,,0,500,8.5,4250,16750
13759,2017-07-11,LAGUNA,#REF!,20,1200,24000,,0,20,130,2600,21400
13759,2017-07-11,LAGUNA,#REF!,10,2600,26000,,0,10,850,8500,17500
13759,2017-07-11,LAGUNA,#REF!,10,1000,10000,,0,10,240,2400,7600
13759,2017-07-11,LAGUNA,#REF!,10,2500,25000,,0,10,150,1500,23500
13760,2017-07-12,LAGUNA,#REF!,2,2900,5800,,0,2,650,1300,4500
13761,2017-07-12,LAGUNA,#REF!,30,294,8820,,0,30,73,2190,6630
13762,2017-07-13,LAGUNA,#REF!,2,1800,3600,,0,2,540,1080,2520
13764,2017-07-13,LAGUNA,#REF!,10,120,1200,,0,10,24.67,246.70000000000002,953.3
13765,2017-07-13,LAGUNA,#REF!,10,320,3200,,0,10,73,730,2470
13766,2017-07-13,LAGUNA,#REF!,12,310,3720,,0,12,129.7,1556.3999999999999,2163.6000000000004
13767,2017-07-14,LAGUNA,#REF!,50,46,2300,,0,50,13,650,1650
13767,2017-07-14,LAGUNA,#REF!,150,264,39600,,0,150,73,10950,28650
13767,2017-07-14,LAGUNA,#REF!,5,975,4875,,0,5,384,1920,2955
13767,2017-07-14,LAGUNA,#REF!,60,67.5,4050,,0,60,6,360,3690
13767,2017-07-14,laguna,#REF!,20,640,12800,,0,20,110,2200,10600
13768,2017-07-14,LAGUNA,#REF!,20,640,12800,,0,20,110,2200,10600
13769,2017-07-14,LAGUNA,#REF!,60,190,11400,,0,60,73,4380,7020
13770,2017-07-21,LAGUNA,#REF!,60,190,11400,,0,60,73,4380,7020
13770,2017-07-21,LAGUNA,#REF!,2,2100,4200,,0,2,1450,2900,1300
13770,2017-07-21,LAGUNA,#REF!,2,1225,2450,,0,2,415,830,1620
13771,2017-07-17,LAGUMA,#REF!,10,350,3500,,0,10,60,600,2900
13772,2017-07-14,LAGUNA,#REF!,2,2100,4200,,0,2,650,1300,2900
13773,2017-07-14,LAGUNA,#REF!,1,1280,1280,,0,1,450,450,830
13775,2017-07-20,LAGUNA,#REF!,150,264,39600,,0,150,73,10950,28650
13775,2017-07-20,LAGUNA,#REF!,2,1428,2856,,0,2,445,890,1966
13775,2017-07-20,LAGUNA,#REF!,30,95,2850,,0,30,30,900,1950
13775,2017-07-20,LAGUNA,#REF!,10,60,600,,0,10,45,450,150
13775,2017-07-20,LAGUNA,#REF!,80,67.5,5400,,0,80,45,3600,1800
13776,2017-07-25,LAGUNA,#REF!,1,2000,2000,,0,1,500,500,1500
13777,2017-07-25,LAGUNA,#REF!,1,1400,1400,,0,1,900,900,500
13778,2017-07-30,LAGUNA,#REF!,60,190,11400,,0,60,73,4380,7020
13778,2017-07-30,LAGUNA,#REF!,2,2100,4200,,0,2,1450,2900,1300
13779,2017-07-26,LAGUNA,#REF!,10,600,6000,,0,10,170,1700,4300
13779,2017-07-26,LAGUNA,#REF!,2,3000,6000,,0,2,725,1450,4550
13779,2017-07-26,LAGUNA,#REF!,90,264,23760,,0,90,73,6570,17190
13779,2017-07-26,LAGUNA,#REF!,2,1750,3500,,0,2,312,624,2876
13780,2017-07-25,LAGUNA,#REF!,4,870,3480,,0,4,219,876,2604
13781,2017-07-25,LAGUNA,#REF!,6,310,1860,,0,6,129.7,778.1999999999999,1081.8000000000002
13781,2017-07-25,LAGUNA,#REF!,1,2790,2790,,0,1,1173.6,1173.6,1616.4
13782,2017-07-25,LAGUNA,#REF!,12,200,2400,,0,12,129.7,1556.3999999999999,843.6000000000001
13783,2017-07-25,LAGUNA,#REF!,2,1800,3600,,0,2,540,1080,2520
13783,2017-06-21,LAGUNA,#REF!,2,2500,5000,,0,2,650,1300,3700
13783,2017-06-21,LAGUNA,#REF!,10,880,8800,,0,10,25,250,8550
13783,2017-06-21,LAGUNA,#REF!,5,975,4875,,0,5,384,1920,2955
13783,2017-06-21,LAGUNA,#REF!,5,960,4800,,0,5,240,1200,3600
13783,2017-06-21,LAGUNA,#REF!,10,420,4200,,0,10,,0,4200
13783,2017-06-21,LAGUNA,#REF!,12,320,3840,,0,12,,0,3840
13783,2017-06-21,LAGUNA, ,30,580,17400,,0,30,293.37,8801.1,8598.9
13783,2017-06-21,LAGUNA,#REF!,10,350,3500,,0,10,60,600,2900
13783,2017-06-21,LAGUNA,#REF!,60,67.5,4050,,0,60,45,2700,1350
13801,2017-06-30,CAM SUR,#REF!,10,500,5000,,0,10,155,1550,3450
13802,2017-06-30,CAM SUR,#REF!,10,450,4500,,0,10,190,1900,2600
13803,2017-07-04,CAM SUR,#REF!,10,88,880,,0,10,24.47,244.7,635.3
13804,2017-07-04,CAM SUR,#REF!,20,75,1500,,0,20,26.25,525,975
13805,2017-07-04,CAM SUR,#REF!,2,750,1500,,0,2,240,480,1020
13806,2017-07-04,CAM SUR,#REF!,12,94,1128,,0,12,23.45,281.4,846.6
13807,2017-07-04,CAM SUR,#REF!,6,80,480,,0,6,21,126,354
13808,2017-07-04,CAM SUR,#REF!,12,190,2280,,0,12,75.6,907.1999999999999,1372.8000000000002
13809,2017-07-04,CAM SUR,#REF!,1,2700,2700,,0,1,1173.6,1173.6,1526.4
13810,2017-07-04,CAM SUR,#REF!,8,310,2480,,0,8,129.7,1037.6,1442.4
13811,2017-07-04,CAM SUR,#REF!,19,88,1672,,0,19,24.47,464.92999999999995,1207.0700000000002
13812,2017-07-04,CAM SUR,#REF!,8,175,1400,,0,8,75.6,604.8,795.2
13813,2017-07-05,CAM SUR,#REF!,2,1200,2400,,0,2,345,690,1710
13814,2017-07-05,CAM SUR,#REF!,1,800,800,,0,1,24.47,24.47,775.53
13815,2017-07-05,CAM SUR,#REF!,10,190,1900,,0,10,75.6,756,1144
13816,2017-07-15,CAM SUR,#REF!,1,1300,1300,,0,2,345,690,610
13817,2017-07-15,CAM SUR,#REF!,10,88,880,0.35,308,10,24.47,244.7,327.3
13818,2017-07-06,CAM SUR,#REF!,12,175,2100,,0,12,42,504,1596
13818,2017-07-06,CAM SUR,#REF!,12,400,4800,,0,12,148,1776,3024
13818,2017-07-06,CAM SUR,#REF!,2,900,1800,,0,2,300,600,1200
13819,2017-07-12,CAM SUR,#REF!,1,1300,1300,,0,2,345,690,610
13819,2017-07-12,CAM SUR,#REF!,20,95,1900,,0,20,75.6,1512,388
13820,2017-07-12,CAM SUR,#REF!,40,490,19600,,0,40,55,2200,17400
13821,2017-07-13,CAM SUR,#REF!,2,2700,5400,,0,2,1173.6,2347.2,3052.8
13822,2017-07-13,CAM SUR,#REF!,2,1600,3200,,0,2,480.9,961.8,2238.2
13823,2017-07-13,CAM SUR,#REF!,10,88,880,,0,10,24.47,244.7,635.3
13824,2017-07-13,CAM SUR,#REF!,10,310,3100,,0,10,129.7,1297,1803
13825,2017-07-13,CAM SUR,#REF!,2,1200,2400,,0,2,345,690,1710
13826,2017-07-13,cam sur,#REF!,2,1450,2900,,0,2,450,900,2000
13827,2017-07-13,cam sur,#REF!,2,850,1700,,0,2,260,520,1180
13828,2017-07-13,cam sur,#REF!,2,500,1000,,0,2,133,266,734
13829,2017-07-13,cam sur,#REF!,2,2700,5400,,0,2,1173.6,2347.2,3052.8
13830,2017-07-13,cam sur,#REF!,2,1750,3500,,0,2,450,900,2600
13831,2017-07-13,CAM SUR,#REF!,10,88,880,,0,10,24.47,244.7,635.3
13832,2017-07-13,CAM SUR,#REF!,1,885,885,,0,1,265,265,620
13833,2017-07-13,CAM SUR,#REF!,6,310,1860,,0,6,,0,1860
13834,2017-07-15,CAM SUR,#REF!,1,2700,2700,,0,1,1173.6,1173.6,1526.4
13834,2017-07-15,CAM SUR,#REF!,54,45,2430,,0,54,19.56,1056.24,1373.76
13835,2017-07-17,CAM SUR,#REF!,6,88,528,,0,6,24.47,146.82,381.18
13835,2017-07-17,CAM SUR,#REF!,6,190,1140,,0,6,75.6,453.59999999999997,686.4000000000001
13835,2017-07-17,CAM SUR,#REF!,6,310,1860,,0,6,129.7,778.1999999999999,1081.8000000000002
13835,2017-07-17,CAM SUR,#REF!,1,800,800,,0,1,225,225,575
13836,2017-07-17,CAM SUR,#REF!,7,88,616,,0,7,24.47,171.29,444.71000000000004
13836,2017-07-17,CAM SUR,#REF!,1,800,800,,0,1,225,225,575
13837,2017-07-17,CAM SUR,#REF!,2,1600,3200,,0,3,480.9,1442.6999999999998,1757.3000000000002
13838,2017-07-18,CAM SUR,#REF!,12,190,2280,,0,12,75.6,907.1999999999999,1372.8000000000002
13839,2017-07-18,CAM SUR,#REF!,2,800,1600,,0,2,225,450,1150
13840,2017-07-18,CAM SUR,#REF!,2,1200,2400,,0,2,345,690,1710
13841,2017-07-22,CAM SUR,#REF!,1,3000,3000,,0,1,1450,1450,1550
13841,2017-07-22,CAM SUR,#REF!,2,750,1500,,0,2,240,480,1020
13842,2017-07-22,CAM SUR,#REF!,1,1600,1600,,0,1,480.9,480.9,1119.1
13842,2017-07-22,CAM SUR,#REF!,1,2700,2700,,0,1,1173.6,1173.6,1526.4
13842,2017-07-22,CAM SUR,#REF!,15,310,4650,,0,15,129.7,1945.4999999999998,2704.5
13843,2017-07-25,CAM SUR,#REF!,12,175,2100,,0,12,42,504,1596
13843,2017-07-25,CAM SUR,#REF!,6,88,528,,0,6,24.47,146.82,381.18
13843,2017-07-25,CAM SUR,#REF!,12,240,2880,,0,12,75,900,1980
13843,2017-07-25,CAM SUR,#REF!,1,2700,2700,,0,1,1173.6,1173.6,1526.4
13844,2017-07-25,CAM SUR,#REF!,1,1200,1200,,0,1,345,345,855
13844,2017-07-25,CAM SUR,#REF!,3,1050,3150,,0,3,270,810,2340
13844,2017-07-25,CAM SUR,#REF!,4,1600,6400,,0,4,458,1832,4568
13845,2017-07-26,CAM SUR,#REF!,18,95,1710,,0,18,75.6,1360.8,349.20000000000005
13845,2017-07-26,CAM SUR,#REF!,1,1300,1300,,0,1,345,345,955
13846,2017-07-26,CAM SUR,#REF!,2,1600,3200,,0,2,458,916,2284
13847,2017-07-26,CAM SUR,#REF!,1,800,800,,0,1,225,225,575
13848,2017-07-26,CAM SUR,#REF!,1,1200,1200,,0,1,345,345,855
13849,2017-07-27,CAM SUR,#REF!,12,94,1128,,0,12,23.45,281.4,846.6
13850,2017-07-27,CAM SUR,#REF!,12,85,1020,,0,12,23.45,281.4,738.6
13851,2017-07-27,CAM SUR,#REF!,2,2700,5400,,0,2,1173.6,2347.2,3052.8
13852,2017-07-27,CAM SUR,#REF!,1,3000,3000,,0,1,1450,1450,1550
13853,2017-07-27,CAM SUR,#REF!,2,1600,3200,,0,2,458,916,2284
13854,2017-07-27,CAM SUR,#REF!,2,750,1500,,0,2,227.5,455,1045
13855,2017-07-27,CAM SUR,#REF!,1,750,750,,0,1,240,240,510
13857,2017-07-27,CAM SUR,#REF!,1,750,750,,0,1,240,240,510
13858,2017-07-27,CAM SUR,#REF!,1,885,885,,0,1,155,155,730
13859,2017-07-27,CAM SUR,#REF!,10,310,3100,,0,10,129.7,1297,1803
13860,2017-07-27,CAM SUR,#REF!,20,78,1560,,0,20,26.25,525,1035
13861,2017-07-27,CAM SUR,#REF!,12,310,3720,,0,12,129.7,1556.3999999999999,2163.6000000000004
13862,2017-07-27,CAM SUR,#REF!,1,2700,2700,,0,1,1173.6,1173.6,1526.4
13863,2017-07-27,CAM SUR,#REF!,2,975,1950,,0,2,384,768,1182
13864,2017-07-27,CAM SUR,#REF!,1,885,885,,0,1,270,270,615
13865,2017-07-27,CAM SUR,#REF!,10,78,780,,0,10,26.25,262.5,517.5
13866,2017-07-27,CAM SUR,#REF!,10,88,880,,0,10,24.47,244.7,635.3
13867,2017-07-27,cam sur,#REF!,10,78,780,,0,10,26.25,262.5,517.5
13901,2017-07-19,BATANGAS,#REF!,12,160,1920,0.1,192,12,47,564,1164
13902,2017-07-19,BATANGAS,#REF!,3,3360,10080,0.1,1008,3,1173.6,3520.7999999999997,5551.200000000001
13903,2017-07-19,BATANGAS,#REF!,2,180,360,0.1,36,2,48,96,228
13903,2017-07-19,BATANGAS,#REF!,6,96,576,0.1,57.6,6,25,150,368.4
13904,2017-07-19,BATANGAS,#REF!,10,80,800,0.1,80,10,23.45,234.5,485.5
13905,2017-07-19,BATANGAS,#REF!,4,1600,6400,,0,4,415,1660,4740
13906,2017-07-19,BATANGAS,#REF!,4,144,576,,0,4,38,152,424
13907,2017-07-19,BATANGAS,#REF!,4,2530,10120,,0,4,750,3000,7120
13908,2017-07-19,BATANGAS,#REF!,5,550,2750,,0,5,128,640,2110
13908,2017-07-19,BATANGAS,#REF!,2,770,1540,,0,2,218.46,436.92,1103.08
13908,2017-07-19,BATANGAS,#REF!,10,176,1760,,0,10,40,400,1360
13909,2017-07-19,BATANGAS,#REF!,4,825,3300,,0,4,230,920,2380
13909,2017-07-19,BATANGAS,#REF!,4,550,2200,,0,4,168,672,1528
13910,2017-07-19,BATANGAS,#REF!,12,187,2244,,0,12,75,900,1344
13910,2017-07-19,BATANGAS,#REF!,5,146,730,,0,5,55,275,455
13910,2017-07-19,BATANGAS,#REF!,10,132,1320,,0,10,38,380,940
13910,2017-07-19,BATANGAS,#REF!,20,154,3080,,0,20,42,840,2240
13911,2017-07-20,BATANGAS,#REF!,10,3000,30000,,0,10,750,7500,22500
13912,2017-07-25,BATANGAS,#REF!,6,300,1800,,0,6,129.7,778.1999999999999,1021.8000000000001
13912,2017-07-25,BATANGAS,#REF!,10,180,1800,,0,10,75.6,756,1044
13913,2017-07-25,BATANGAS,#REF!,4,1600,6400,,0,4,480.9,1923.6,4476.4
13914,2017-07-27,BATANGAS,#REF!,21,60,1260,,0,21,23,483,777
13915,2017-07-27,BATANGAS,#REF!,18,150,2700,,0,18,55,990,1710
13916,2017-07-27,BATANGAS,#REF!,13,100,1300,,0,13,26.93,350.09,949.9100000000001
13917,2017-07-27,BATANGAS,#REF!,18,300,5400,,0,18,75.6,1360.8,4039.2
13918,2017-07-27,BATANGAS,#REF!,16,365,5840,,0,16,148,2368,3472
13919,2017-07-27,BATANGAS,#REF!,24,80,1920,,0,24,24.47,587.28,1332.72
13920,2017-07-27,BATANGAS,#REF!,2,900,1800,0.1,180,2,300,600,1020
13921,2017-07-27,BATANGAS,#REF!,10,180,1800,0.1,180,10,48,480,1140
13922,2017-07-27,BATANGAS,#REF!,11,350,3850,,0,11,148,1628,2222
13923,2017-07-27,BATANGAS,#REF!,8,84,672,,0,8,26.25,210,462
13924,2017-07-27,BATANGAS,#REF!,11,80,880,,0,11,23.45,257.95,622.05
13925,2017-07-27,BATANGAS,#REF!,10,160,1600,,0,10,47,470,1130
13926,2017-07-27,BATANGAS,#REF!,26,180,4680,,0,26,48,1248,3432
13927,2017-07-27,BATANGAS,#REF!,8,72,576,,0,8,23,184,392
13928,2017-07-27,BATANGAS,#REF!,3,3360,10080,,0,3,1173.6,3520.7999999999997,6559.200000000001
13929,2017-07-27,BATANGAS,#REF!,2,3360,6720,,0,2,1173.6,2347.2,4372.8
13930,2017-07-27,BATANGAS,#REF!,0.9,216,194.4,,0,0.9,56,50.4,144
13930,2017-07-27,BATANGAS,#REF!,0.78,780,608.4,,0,0.78,168,131.04,477.36
13930,2017-07-27,BATANGAS,#REF!,0.92,1098,1010.1600000000001,,0,0.92,345,317.40000000000003,692.76
13930,2017-07-27,BATANGAS,#REF!,0.4,600,240,,0,0.4,158,63.2,176.8
13930,2017-07-27,BATANGAS,#REF!,0.86,2300,1978,,0,0.86,595,511.7,1466.3
13930,2017-07-27,BATANGAS,#REF!,0.79,1080,853.2,,0,0.79,240,189.60000000000002,663.6
13930,2017-07-27,BATANGAS,#REF!,0.29,5600,1624,,0,0.29,1173.6,340.34399999999994,1283.656
13930,2017-07-27,BATANGAS,#REF!,0.38,1078,409.64,,0,0.38,240,91.2,318.44
13931,2017-07-27,BATANGAS,#REF!,1,1026,1026,,0,1,122,122,904
13933,2017-07-28,BATANGAS,#REF!,250,200,50000,,0,250,52.5,13125,36875
13933,2017-07-28,BATANGAS,#REF!,300,44,13200,,0,300,9.5,2850,10350
14003,2017-07-20,MARINDUQUE,#REF!,60,175,10500,,0,60,75,4500,6000
14003,2017-07-20,MARINDUQUE,#REF!,10,750,7500,,0,10,184.09,1840.9,5659.1
14003,2017-07-20,MARINDUQUE,#REF!,10,450,4500,,0,10,113,1130,3370
14004,2017-07-20,MARINDUQUE,#REF!,30,112,3360,,0,30,35,1050,2310
14004,2017-07-20,MARINDUQUE,#REF!,10,750,7500,,0,10,184.09,1840.9,5659.1
14005,2017-07-20,MARINDUQUE,#REF!,10,1050,10500,,0,10,384,3840,6660
14006,2017-07-20,MARINDUQUE,#REF!,12,118,1416,,0,12,39,468,948
14006,2017-07-20,MARINDUQUE,#REF!,30,155,4650,,0,30,55,1650,3000
14006,2017-07-20,MARINDUQUE,#REF!,2,2600,5200,,0,2,650,1300,3900
14010,2017-07-20,QUEZON,#REF!,30,1100,33000,,0,30,365,10950,22050
14011,2017-07-20,QUEZON,#REF!,5,1100,5500,,0,5,365,1825,3675
14012,2017-07-20,QUEZON,#REF!,5,1750,8750,,0,7,550,3850,4900
14012,2017-07-20,QUEZON,#REF!,5,1200,6000,,0,7,420,2940,3060
14012,2017-07-20,QUEZON,#REF!,5,950,4750,,0,7,310,2170,2580
14015,2017-07-27,QUEZON,#REF!,2,650,1300,0.3,390,2,168,336,574
14017,2017-07-27,QUEZON,#REF!,5,1200,6000,,0,5,420,2100,3900
14017,2017-07-27,QUEZON,#REF!,5,950,4750,,0,5,310,1550,3200
14017,2017-07-27,QUEZON,#REF!,5,650,3250,,0,5,187.5,937.5,2312.5
14017,2017-07-27,QUEZON,#REF!,10,1100,11000,,0,10,146.8,1468,9532
14019,2017-07-27,HOSPITAL,#REF!,1,750,750,,0,1,184.09,184.09,565.91
14019,2017-07-27,HOSPITAL,#REF!,1,870,870,,0,1,182.5,182.5,687.5
14019,2017-07-27,HOSPITAL,#REF!,1,1900,1900,,0,1,595,595,1305
14019,2017-07-27,HOSPITAL,#REF!,2,930,1860,,0,2,384,768,1092
14019,2017-07-27,HOSPITAL,#REF!,4,2800,11200,,0,4,1173.6,4694.4,6505.6
14019,2017-07-27,HOSPITAL,#REF!,2,1500,3000,,0,2,458,916,2084
14019,2017-07-27,HOSPITAL,#REF!,1,6000,6000,,0,1,25,25,5975
14019,2017-07-27,HOSPITAL,#REF!,5,3000,15000,,0,5,750,3750,11250
14019,2017-07-27,HOSPITAL,#REF!,2,1750,3500,,0,2,415,830,2670
14019,2017-07-27,HOSPITAL,#REF!,5,1280,6400,,0,5,450,2250,4150
14019,2017-07-27,HOSPITAL,#REF!,2,3960,7920,,0,2,1872,3744,4176
14023,2017-07-06,HOSPITAL,#REF!,10,30,300,,0,10,30,300,0
14023,2017-07-06,HOSPITAL,#REF!,1,590,590,,0,1,590,590,0
14023,2017-07-06,HOSPITAL,#REF!,3,85,255,,0,3,85,255,0
14023,2017-07-06,HOSPITAL,#REF!,10,26.95,269.5,,0,10,26.95,269.5,0
14101,1901-12-25,SUPPLIES,#REF!,,,0,,0,0,,0,0
14102,,SUPPLIES,#REF!,,,0,,0,0,,0,0
14103,2017-07-01,SUPPLIES,#REF!,,,0,,0,0,,0,0
14104,2017-07-01,SUPPLIES,#REF!,,,0,,0,0,,0,0
14105,2017-07-01,SUPPLIES,#REF!,,,0,,0,0,,0,0
14106,2017-08-01,SUPPLIES,#REF!,,,0,,0,0,,0,0
14107,2017-08-03,SUPPLIES,#REF!,,,0,,0,0,,0,0
19792,2017-07-30,GOVERNMENT,#REF!,,,0,,0,0,,0,0
19793,2017-07-30,GOVERNMENT,#REF!,,,0,,0,0,,0,0
19796,2017-07-27,ADMIN,#REF!,1,650,650,0.3,195,1,,0,455
9795,2017-08-02,ADMIN,#REF!,5,3000,15000,,0,7,1450,10150,4850
9795,2017-08-02,ADMIN,#REF!,5,725,3625,,0,7,215,1505,2120
9795,2017-08-02,ADMIN,#REF!,5,1200,6000,,0,7,420,2940,3060
9795,2017-08-02,ADMIN,#REF!,5,950,4750,,0,7,310,2170,2580
9797,2017-08-02,GOVERNMENT,#REF!,,,0,,0,0,,0,0
9798,2017-08-02,GOVERNMENT,#REF!,,,0,,0,0,,0,0
9799,2017-08-03,QUEZON,#REF!,10,750,7500,,0,11,219,2409,5091
9799,2017-08-03,QUEZON,#REF!,10,750,7500,,0,11,184.09,2024.99,5475.01
9799,2017-08-03,QUEZON,#REF!,10,1100,11000,,0,10,384,3840,7160
9799,2017-08-03,QUEZON,#REF!,5,950,4750,,0,5,287.5,1437.5,3312.5
10094,2017-08-25,QUEZON,#REF!,10,750,7500,,0,11,184.09,2024.99,5475.01
10094,2017-08-25,QUEZON,#REF!,10,1100,11000,,0,11,384,4224,6776
10094,2017-08-25,QUEZON,#REF!,10,750,7500,,0,11,219,2409,5091
10094,2017-08-25,QUEZON,#REF!,10,950,9500,,0,11,287.5,3162.5,6337.5
10094,2017-08-25,QUEZON,#REF!,5,1100,5500,,0,5,365,1825,3675
10096,2017-08-25,QUEZON,#REF!,10,480,4800,,0,10,128,1280,3520
