MEDSHIELD PHARMA CORP,,,,,,,,,,,,
SALES SUMMARY REPORT,,,,,,,,,,,,
AS OF DECEMBER 2017,,,,,,,,,,,,
,,,,,,,,,,,,
DR,DATE,AREA,PRODUCT,GROSS SALES,UNIT PRICE,GROSS,DISCOUNT,,QTY,TP,TOTAL,NET INCOME
,,,,,,,%,AMOUNT,,,,
12212,2017-01-31,CAM NORTE,EUROXIME 500MG,1,3000,3000,,0,1,1450,1450,1550
12213,2017-02-03,CAM NORTE,NOZAL 5MG,3,850,2550,,0,3,260,780,1770
12213,2017-02-03,CAM NORTE,ALTOSAR 50mg/12.5mg,3,500,1500,,0,3,158,474,1026
12213,2017-02-03,CAM NORTE,ATOVAS 20MG,2,650,1300,,0,2,202.5,405,895
12213,2017-02-03,CAM NORTE,CINNABLOC 25MG,1,500,500,,0,1,133,133,367
12213,2017-02-03,CAM NORTE,EUROXIME 500MG,1,3000,3000,,0,1,1450,1450,1550
12214,2017-02-03,CAM NORTE,EUROXONE,30,380,11400,,0,33,73,2409,8991
12215,2017-02-03,CAM NORTE,SODAMPEN 1g IM/IV,30,128,3840,,0,33,45,1485,2355
12216,2017-02-03,CAM NORTE,KLOPIDO,3,976,2928,,0,3,307,921,2007
12217,2017-02-03,CAM NORTE,ATOVAS 20MG,3,650,1950,,0,3,202.5,607.5,1342.5
12218,2017-02-03,CAM NORTE,FLUIFORT-M 250mg/5ml,72,99,7128,,0,72,31.25,2250,4878
12218,2017-02-03,CAM NORTE,ZETIFEN 125mg/5ml,35,68,2380,,0,35,21,735,1645
12219,2017-02-07,CAM NORTE,METMIC 500MG,6,750,4500,,0,6,227.5,1365,3135
12219,2017-02-07,CAM NORTE,HEMOTRAN 500MG,1,2100,2100,,0,1,685,685,1415
12220,2017-02-07,CAM NORTE,FEXIL 500MG,1,1800,1800,,0,1,535,535,1265
12221,2017-02-19,CAM NORTE,EUROXONE,20,380,7600,,0,22,73,1606,5994
12222,2017-02-19,CAM NORTE,QUALRAN 25mg/2ml,10,80,800,,0,11,10,110,690
12223,2017-02-19,CAM NORTE,SODAMPEN 1g IM/IV,40,128,5120,,0,43,45,1935,3185
12224,2017-02-07,CAM NORTE,METMIC 500MG,2,750,1500,,0,2,227.5,455,1045
12224,2017-02-07,CAM NORTE,HEMOTRAN 500MG,5,2100,10500,,0,5,685,3425,7075
12225,2017-02-07,CAM NORTE,EUROXIME 250mg/5ml,3,440,1320,,0,3,,0,1320
12225,2017-02-07,CAM NORTE,CLAVIC 125mg/31.25mg/5ml,6,190,1140,,0,6,,0,1140
12225,2017-02-07,CAM NORTE,VICOLAX TAB,6,80,480,,0,6,,0,480
12225,2017-02-07,CAM NORTE,EUROXIME 500mg,1,3000,3000,,0,1,,0,3000
12225,2017-02-07,CAM NORTE,FEXIL 500MG,1,1800,1800,,0,1,,0,1800
12226,2017-02-07,CAM NORTE,HISTARIL 100mg/2mg,2,800,1600,,0,2,225,450,1150
12226,2017-02-07,CAM NORTE,HISTARIL 50mg/1mg/5ml,26,88,2288,,0,26,24.47,636.22,1651.78
12227,2017-02-14,CAM NORTE,KLOPIDO,1,975,975,,0,1,307,307,668
12227,2017-02-14,CAM NORTE,ATOVAS 20MG,2,660,1320,,0,2,202.5,405,915
12227,2017-02-14,CAM NORTE,APROCARE 150mg,2,750,1500,,0,2,219,438,1062
12227,2017-02-14,CAM NORTE,CINNABLOC 25MG,1,500,500,,0,1,133,133,367
12227,2017-02-14,CAM NORTE,VITAIR,1,1200,1200,,0,1,351,351,849
12227,2017-02-14,CAM NORTE,NOZAL 5MG,1,850,850,,0,1,260,260,590
12227,2017-02-14,CAM NORTE,FEXIL 500MG,1,1800,1800,,0,1,535,535,1265
12228,2017-02-14,CAM NORTE,ALGICAP 50mg/5ml,3,80,240,,0,3,24,72,168
12228,2017-02-14,CAM NORTE,BROADMETZ 125mg/5ml,2,79,158,,0,2,23.8,47.6,110.4
12228,2017-02-14,CAM NORTE,RESPINAL 250mg/5ml,4,170,680,,0,4,48,192,488
12228,2017-02-14,CAM NORTE,RESPINAL 125mg/5ml,4,120,480,,0,4,35,140,340
12228,2017-02-14,CAM NORTE,SNEEZ 6.25mg/2ml/ml Drops,6,120,720,,0,6,38,228,492
12228,2017-02-14,CAM NORTE,SNEEZ 12.5mg,6,135,810,,0,6,42,252,558
12228,2017-02-14,CAM NORTE,BROADMETZ 500MG,1,1070,1070,,0,1,319,319,751
12228,2017-02-14,CAM NORTE,ALTOSAR 50mg/12.5mg,1,500,500,,0,1,158,158,342
12228,2017-02-14,CAM NORTE,KLOPIDO,1,975,975,,0,1,307,307,668
12229,2017-02-16,CAM NORTE,MULTI GROW DROPS,10,175,1750,,0,10,48,480,1270
12230,2017-02-16,CAM NORTE,OSTEO-PRO 750mg/10iu/10mg,1,1165,1165,,0,1,333,333,832
12231,2017-02-16,CAM NORTE,DOLO-JAGA 500mg/50mg/100mg/100mcg,1,1600,1600,,0,1,480.9,480.9,1119.1
12232,2017-02-21,CAM NORTE,METMIC 500MG,4,1800,7200,,0,4,535,2140,5060
12232,2017-02-21,CAM NORTE,HEMOTRAN 500MG,4,750,3000,,0,4,227.5,910,2090
12233,2017-02-21,CAM NORTE,APROCARE 150mg,1,870,870,,0,1,219,219,651
12233,2017-02-21,CAM NORTE,ALTOSAR 50mg/12.5mg,1,500,500,,0,1,158,158,342
12233,2017-02-21,CAM NORTE,ATOVAS 20MG,1,650,650,,0,1,202.5,202.5,447.5
12233,2017-02-21,CAM NORTE,CINNABLOC 25MG,1,500,500,,0,1,133,133,367
12251,2017-01-31,BATANGAS,PUROXEL 40MG,5,1300,6500,,0,5,200,1000,5500
12252,2017-01-31,BATANGAS,LACTAMOX 625MG,2,3360,6720,,0,2,1173.6,2347.2,4372.8
12253,2017-01-31,BATANGAS,VOXOLL 30MG,2,780,1560,,0,2,168,336,1224
12254,2017-01-31,BATANGAS,TRIVASC 35mg MR,2,1335,2670,,0,2,445,890,1780
12255,2017-01-31,BATANGAS,QUIFLOX 500MG,3,1800,5400,,0,3,630,1890,3510
12256,2017-02-03,BATANGAS,PUROXEL 40MG,4,1300,5200,,0,4,200,800,4400
12257,2017-02-03,BATANGAS,XITHROM 150MG,1,5000,5000,,0,1,1235,1235,3765
12258,2017-02-03,BATANGAS,XITHROM 150MG,1,5000,5000,,0,1,1235,1235,3765
12259,2017-02-03,BATANGAS,NUTRI Z 120ml,8,225,1800,,0,8,67,536,1264
12260,2017-02-03,BATANGAS,AZECLO 100MG,1,2375,2375,,0,1,595,595,1780
12261,2017-02-03,BATANGAS,LACTAMOX 625MG,1,3375,3375,,0,1,1173.6,1173.6,2201.4
12262,2017-02-03,BATANGAS,LACTAMOX 625MG,1,3375,3375,,0,1,1173.6,1173.6,2201.4
12263,2017-02-03,BATANGAS,JAGA 300mg/100mg/100mcg,1,1144,1144,,0,1,345,345,799
12264,2017-02-03,BATANGAS,JAGA 300mg/100mg/100mcg,1,1144,1144,,0,1,345,345,799
12265,2017-02-03,BATANGAS,JAGAPLEX,1,1069,1069,,0,1,270,270,799
12266,2017-02-03,BATANGAS,JAGAPLEX,1,1069,1069,,0,1,270,270,799
12267,2017-02-03,BATANGAS,JAGA 300mg/100mg/100mcg,5,915,4575,,0,5,345,1725,2850
12267,2017-02-03,BATANGAS,RENOKET,1,2800,2800,,0,1,1450,1450,1350
12267,2017-02-03,BATANGAS,KLOPIDO,2,950,1900,,0,2,307,614,1286
12267,2017-02-03,BATANGAS,LIPIVASC,2,950,1900,,0,2,287.5,575,1325
12268,2017-02-06,BATANGAS,QUIFLOX 500MG,2,1800,3600,,0,2,630,1260,2340
12268,2017-02-06,BATANGAS,CINNABLOC 75MG,1,500,500,,0,1,133,133,367
12269,2017-02-06,BATANGAS,LACTAMOX 312.5mg/5ml,6,300,1800,,0,6,129.7,778.1999999999999,1021.8000000000001
12269,2017-02-06,BATANGAS,LACTAMOX 156.25mg/5ml,6,180,1080,,0,6,129.7,778.1999999999999,301.80000000000007
12269,2017-02-06,BATANGAS,LACTAMOX 625MG,1,2700,2700,,0,1,1173.6,1173.6,1526.4
12269,2017-02-06,BATANGAS,BERCEF 50mg Drops,6,150,900,,0,6,42,252,648
12269,2017-02-06,BATANGAS,INTRAPLEM 100mg/5ml,10,100,1000,,0,10,26.93,269.3,730.7
12269,2017-02-06,BATANGAS,INTRAPLEM 50mg/ml Drops,10,80,800,,0,10,22.75,227.5,572.5
12269,2017-02-06,BATANGAS,QUIFLOX 500MG,1,1800,1800,,0,1,630,630,1170
12269,2017-02-06,BATANGAS,NUTRI Z 120ml,3,180,540,,0,3,67,201,339
12269,2017-02-06,BATANGAS,NOZAL 5MG,1,850,850,,0,1,260,260,590
12270,2017-02-06,BATANGAS,HISTARIL 50mg/1mg/5ml,16,80,1280,,0,16,24.47,391.52,888.48
12271,2017-02-06,BATANGAS,INTRAPLEM 50mg/ml Drops,8,80,640,,0,8,22.75,182,458
12272,2017-02-06,BATANGAS,VOXOLL 15mg/5ml,14,60,840,,0,14,23,322,518
12273,2017-02-07,BATANGAS,LACTAMOX 625MG,3,3360,10080,,0,3,1173.6,3520.7999999999997,6559.200000000001
12274,2017-02-07,BATANGAS,ALTOSAR 50mg/12.5mg,10,600,6000,,0,10,158,1580,4420
12275,2017-02-07,BATANGAS,VICEPHRIN 250mg/5ml,7,180,1260,,0,7,48,336,924
12276,2017-02-07,BATANGAS,SNEEZ 6.25mg/2ml/ml Drops,10,144,1440,,0,10,38,380,1060
12277,2017-02-07,BATANGAS,PUROXEL 40MG,8,1300,10400,,0,8,200,1600,8800
12278,2017-02-07,BATANGAS,Astymin 120ml,2,3500,7000,,0,2,650,1300,5700
12279,2017-02-07,BATANGAS,VICEPHRIN 250mg/5ml,10,96,960,,0,10,25,250,710
12280,2017-02-07,BATANGAS,HISTARIL 50mg/1mg/5ml,8,96,768,,0,8,24.47,195.76,572.24
12281,2017-02-07,BATANGAS,Astymin 120ml,5,2600,13000,,0,5,650,3250,9750
12282,2017-02-07,BATANGAS,XITHROM 150MG,4,4200,16800,,0,4,1235,4940,11860
12283,2017-02-07,BATANGAS,AZECLO 100MG,2,1980,3960,,0,2,595,1190,2770
12284,2017-02-07,BATANGAS,SNEEZ 12.5mg,10,154,1540,,0,10,42,420,1120
12284,2017-02-07,BATANGAS,SNEEZ 6.25mg/2ml/ml Drops,6,132,792,,0,6,38,228,564
12284,2017-02-07,BATANGAS,GIAN ZINC 120ML,6,187,1122,,0,6,75,450,672
12285,2017-02-07,BATANGAS,LACTAMOX 625MG,1,3360,3360,,0,1,1173.6,1173.6,2186.4
12286,2017-02-07,BATANGAS,LACTAMOX 625MG,1,3360,3360,,0,1,1173.6,1173.6,2186.4
12287,2017-02-07,BATANGAS,ALTOSAR 50mg/12.5mg,5,600,3000,,0,5,158,790,2210
12288,2017-02-07,BATANGAS,ZEGECEF 250mg/5ml,6,400,2400,,0,6,139.45,836.6999999999999,1563.3000000000002
12289,2017-02-07,BATANGAS,QUIFLOX 500MG,2,1800,3600,,0,2,630,1260,2340
12290,2017-02-07,BATANGAS,QUIFLOX 500MG,1,1800,1800,,0,1,630,630,1170
12291,2017-02-07,BATANGAS,TRIVASC 35mg MR,3,1335,4005,,0,3,445,1335,2670
12292,2017-02-07,BATANGAS,CLAVIC 125mg/31.25mg/5ml,10,190,1900,,0,10,75.6,756,1144
12293,2017-02-07,BATANGAS,PUROXEL 40MG,3,1300,3900,,0,3,200,600,3300
12294,2017-02-14,BATANGAS,XITHROM 150mg,4,4200,16800,,0,4,1235,4940,11860
12295,2017-02-14,BATANGAS,LACTAMOX 625MG,2,2970,5940,,0,2,1173.6,2347.2,3592.8
12295,2017-02-14,BATANGAS,AZECLO 100MG,2,1980,3960,,0,2,595,1190,2770
12296,2017-02-14,BATANGAS,LEXI B FORTE 300mg/100mg/100ug,3,990,2970,,0,3,323,969,2001
12296,2017-02-14,BATANGAS,SPLENDAMET,3,480,1440,,0,3,128,384,1056
12297,2017-02-14,BATANGAS,ZYNERVA 1G,3,3300,9900,,0,3,1560,4680,5220
12297,2017-02-14,BATANGAS,NERVCARE 1g,2,3300,6600,,0,2,1560,3120,3480
12298,2017-02-14,BATANGAS,INTRAPLEM 100mg/5ml,20,100,2000,,0,20,26.93,538.6,1461.4
12299,2017-02-03,BATANGAS,GIAN ZINC 120ML,12,212,2544,,0,12,75,900,1644
12301,2017-01-26,ADMIN,VISTREP 500MG,2,1020,2040,,0,2,319,638,1402
12301,2017-01-26,ADMIN,ALTOSAR 50mg/12.5mg,30,25,750,,0,30,7.9,237,513
12302,2017-01-21,ADMIN,#REF!,,,0,0.5,0,0,,0,0
12303,2017-02-03,ADMIN,BROXIL M 30MG,2,670,1340,,0,2,240,480,860
12303,2017-02-03,ADMIN,HEMOTRAN 500MG,2,2100,4200,,0,2,685,1370,2830
12303,2017-02-03,ADMIN,DOPACARE 250MG,2,1950,3900,,0,2,590,1180,2720
12303,2017-02-03,ADMIN,NERVAPLEX,2,1500,3000,,0,2,480.9,961.8,2038.2
12303,2017-02-03,ADMIN,NITROFURANTOIN,10,1000,10000,0.3,3000,10,173,1730,5270
12304,2017-02-03,ADMIN,CEPROTRON 500MG,5,1750,8750,,0,7,415,2905,5845
12304,2017-02-03,ADMIN,HAVC 500MG,5,125,625,,0,7,35,245,380
12304,2017-02-03,ADMIN,ERGOTEC 125mg,5,2000,10000,,0,7,500,3500,6500
12304,2017-02-03,ADMIN,FERGLOBIN 250MG,5,725,3625,,0,7,215,1505,2120
12304,2017-02-03,ADMIN,CORSTAPH 500MG,5,1500,7500,,0,7,435,3045,4455
12304,2017-02-03,ADMIN,MAXXI-VIT PLUS,5,1200,6000,,0,7,420,2940,3060
12304,2017-02-03,ADMIN,XYNETIN 1500MG,5,950,4750,,0,7,310,2170,2580
12305,2017-02-03,ADMIN,#REF!,,,0,,0,0,,0,0
12306,2017-02-09,ADMIN,ANEROCIN 300MG,2,3800,7600,,0,2,890,1780,5820
12306,2017-02-09,ADMIN,HEMOTRAN 500MG,3,2100,6300,,0,3,685,2055,4245
12307,2017-02-09,ADMIN,OB-DILAN 10mg,10,1100,11000,,0,4,318.4,1273.6,9726.4
12308,2017-02-09,ADMIN,ENCLOXIL 500MG,170,15,2550,,0,170,5.4,918.0000000000001,1632
12309,2017-02-02,ADMIN,JAGAPLEX OB,5,850,4250,,0,7,155,1085,3165
12310,2017-02-02,ADMIN,LIPIVASC,20,1050,21000,,0,20,287.5,5750,15250
12310,2017-02-02,ADMIN,PROCARV,9,1000,9000,,0,9,365,3285,5715
12311,2017-02-20,ADMIN,MULTI GROW OB PLUS ,-8,1100,-8800,,0,-8,450,-3600,-5200
12311,2017-02-20,ADMIN,MULTI GROW OB PLUS ,13,1100,14300,,0,13,450,5850,8450
12312,2017-02-20,ADMIN,ANEROCIN 300MG,72,38,2736,,0,72,8.9,640.8000000000001,2095.2
12312,2017-02-20,ADMIN,OB-DILAN 10mg,80,27.5,2200,,0,80,7.96,636.8,1563.2
12312,2017-02-20,ADMIN,CORSTAPH 500MG,67,15,1005,,0,67,4.35,291.45,713.55
12312,2017-02-20,ADMIN,ERGOTEC 125mg,94,20,1880,,0,94,5,470,1410
12313,2017-02-20,ADMIN,APROCARE 150mg,30,750,22500,,0,30,219,6570,15930
12314,2017-02-21,ADMIN,MAXXI-VIT PLUS,5,1200,6000,,0,7,420,2940,3060
12314,2017-02-21,ADMIN,XYNETIN 1500MG,5,950,4750,,0,7,310,2170,2580
12317,2017-02-23,LAGUNA,CETOCIN,400,80,32000,,0,400,12,4800,27200
12317,2017-02-23,LAGUNA,SPASMOSON,300,98,29400,,0,300,28,8400,21000
12317,2017-02-23,LAGUNA,OMCARE 40mg,300,380,114000,,0,300,45,13500,100500
12317,2017-02-23,LAGUNA,EVAPROST 125,50,490,24500,,0,50,187.2,9360,15140
12317,2017-02-23,LAGUNA,EVAPROST 250,50,980,49000,,0,50,357.5,17875,31125
12317,2017-02-23,LAGUNA,MAXIFER,50,490,24500,,0,50,163,8150,16350
12317,2017-02-23,LAGUNA,ACIFOX,100,820,82000,,0,100,298,29800,52200
12318,2017-02-23,LAGUNA,CAPSUGEN FORTE,5,950,4750,,0,5,310,1550,3200
12318,2017-02-23,LAGUNA,ANTIZOAL,500,120,60000,,0,500,25,12500,47500
12318,2017-02-23,LAGUNA,ASTYMIN 120ML,50,250,12500,,0,50,65,3250,9250
12318,2017-02-23,LAGUNA,BRODIX,525,28,14700,,0,525,7.23,3795.75,10904.25
12318,2017-02-23,LAGUNA,METOCLOR,100,60,6000,,0,100,4.5,450,5550
12318,2017-02-23,LAGUNA,EUROXONE,300,380,114000,,0,300,73,21900,92100
12318,2017-02-23,LAGUNA,SODAMPEN 1g IM/IV,50,128,6400,,0,50,45,2250,4150
12318,2017-02-23,LAGUNA,AMSUTAS,50,150,7500,,0,50,45,2250,5250
12319,2017-02-23,ADMIN,LIPIVASC,23,950,21850,,0,23,287.5,6612.5,15237.5
12319,2017-02-23,ADMIN,SPLENDAMET,18,480,8640,,0,18,128,2304,6336
12320,2017-02-23,ADMIN,ENERGEL SOFTGEL,5,1750,8750,,0,7,550,3850,4900
12320,2017-02-23,ADMIN,SURITRAM,5,1750,8750,,0,7,500,3500,5250
12320,2017-02-23,ADMIN,HAVC 500MG,5,125,625,,0,7,35,245,380
12320,2017-02-23,ADMIN,MAXXI-VIT PLUS,5,1200,6000,,0,7,420,2940,3060
12320,2017-02-23,ADMIN,XYNETIN 1500MG,5,950,4750,,0,7,310,2170,2580
12321,2017-02-23,ADMIN,BROXIL-M  30mg,2,670,1340,,0,2,210,420,920
12321,2017-02-23,ADMIN,NERVAPLEX 500mg/50mg/100mg/100mcg,3,1550,4650,,0,3,480.9,1442.6999999999998,3207.3
12351,2017-01-31,QUEZON,PROCARV,5,1100,5500,,0,5,365,1825,3675
12352,2017-02-01,QUEZON,LEXI B FORTE 300mg/100mg/100ug,2,1000,2000,,0,2,323,646,1354
12352,2017-02-01,QUEZON,VITAKIDS 120ml,8,160,1280,,0,8,48.65,389.2,890.8
12352,2017-02-01,QUEZON,MULTI GROW 120ml,8,198,1584,,0,8,75,600,984
12353,2017-02-02,MARINDUQUE,GIAN ZINC 30ml Drops,12,155,1860,,0,12,55,660,1200
12353,2017-02-02,MARINDUQUE,GIAN ZINC Plus C 120ml,12,175,2100,,0,12,75,900,1200
12353,2017-02-02,MARINDUQUE,ERGOTEC 125mg,2,2000,4000,,0,2,500,1000,3000
12354,2017-02-02,MARINDUQUE,GIAN ZINC 120ML,12,175,2100,,0,12,75,900,1200
12355,2017-02-02,EAST,VICEPHRIN 250mg/5ml,50,119,5950,,0,50,48,2400,3550
12355,2017-02-02,EAST,FEXIL 500MG,10,1050,10500,,0,10,535,5350,5150
12356,2017-02-06,QUEZON,VOXOLL 30MG,15,650,9750,,0,15,168,2520,7230
12357,2017-02-07,QUEZON,ENERGEL SOFTGEL,10,1750.22,17502.2,,0,10,550,5500,12002.2
12358,2017-02-07,QUEZON,KLOPIDO,10,1100,11000,,0,10,307,3070,7930
12358,2017-02-07,QUEZON,ATOVAS 20MG,10,750,7500,,0,10,202.5,2025,5475
12359,2017-02-09,MARINDUQUE,ATOVAS 20MG,30,750,22500,,0,30,202.5,6075,16425
12360,2017-02-09,EAST,ROSADOC 20MG,2,1120,2240,,0,2,330,660,1580
12360,2017-02-09,EAST,BERCEF 250mg/5ml,6,450,2700,,0,6,148,888,1812
12360,2017-02-09,EAST,BERCEF 50mg Drops,6,175,1050,,0,6,42,252,798
12360,2017-02-09,EAST,TRIVASC 35mg MR,2,1450,2900,,0,2,445,890,2010
12360,2017-02-09,EAST,ALTOSAR 50mg/12.5mg,2,500,1000,,0,2,158,316,684
12360,2017-02-09,EAST,ATOVAS 20MG,2,750,1500,,0,2,247.2,494.4,1005.6
12360,2017-02-09,EAST,ALLERCEF 1mg,6,250,1500,,0,6,80,480,1020
12361,2017-02-09,MARINDUQUE,TRIVASC 35mg MR,5,1550,7750,,0,5,445,2225,5525
12362,2017-02-16,QUEZON,LIPIVASC,5,950,4750,,0,5,287.5,1437.5,3312.5
12363,2017-02-16,QUEZON,XYNETIN 1500MG,20,950,19000,,0,22,310,6820,12180
12364,2017-02-17,QUEZON,BERCEF 250mg/5ml,10,450,4500,,0,10,148,1480,3020
12364,2017-02-17,QUEZON,BERCEF 50mg Drops,14,175,2450,,0,14,42,588,1862
12364,2017-02-17,QUEZON,TRIVASC 35mg MR,1,1550,1550,,0,1,445,445,1105
12366,2017-02-17,QUEZON,GIAN ZINC Plus C 120ml,5,750,3750,,0,5,219,1095,2655
12366,2017-02-17,QUEZON,GIAN ZINC 30ml Drops,5,750,3750,,0,5,202.5,1012.5,2737.5
12367,2017-02-21,EAST,VOXOLL 30MG,4,650,2600,,0,6,168,1008,1592
12368,2017-02-22,MARINDUQUE,JAGA 300mg/100mg/100mcg,10,600,6000,,0,10,345,3450,2550
12369,2017-02-22,MARINDUQUE,MULTI GROW DROPS,10,190,1900,,0,10,75,750,1150
12369,2017-02-22,MARINDUQUE,CORVI PLUS 1mg/50mg,10,118,1180,,0,10,39,390,790
12370,2017-02-22,MARINDUQUE,CORVI PLUS 1mg/50mg,10,118,1180,,0,10,39,390,790
12370,2017-02-22,MARINDUQUE,BERCEF 250mg/5ml,12,450,5400,,0,12,148,1776,3624
12370,2017-02-22,MARINDUQUE,CALIBRAL 500mg,2,500,1000,,0,2,235,470,530
12370,2017-02-22,MARINDUQUE,ALTOSAR 50mg/12.5mg,5,500,2500,,0,5,158,790,1710
12370,2017-02-22,MARINDUQUE,ATOVAS 20MG,2,750,1500,,0,2,202.5,405,1095
12370,2017-02-22,MARINDUQUE,KLOPIDO,3,1100,3300,,0,3,307,921,2379
12371,2017-02-23,EAST,KLOPIDO,4,975,3900,,0,4,307,1228,2672
12371,2017-02-23,EAST,SPLENDAMET,1,480,480,,0,1,128,128,352
12372,2017-02-24,QUEZON,APROCARE 150mg,5,750,3750,,0,5,219,1095,2655
12372,2017-02-24,QUEZON,ATOVAS 20MG,5,750,3750,,0,5,202.5,1012.5,2737.5
12373,2017-02-22,QUEZON,ATOVAS 20MG,10,750,7500,,0,11,202.5,2227.5,5272.5
12374,2017-02-22,QUEZON,CLOXAKID 250mg,10,210,2100,,0,12,65,780,1320
12401,2017-02-16,BATANGAS,AZECLO 100MG,1,2375,2375,,0,1,595,595,1780
12402,2017-02-16,BATANGAS,AZECLO 100MG,1,2375,2375,,0,1,595,595,1780
12403,2017-02-17,BATANGAS,CEFZIME 750mg IM/IV,10,3000,30000,,0,10,750,7500,22500
12404,2017-02-17,BATANGAS,ZEGECEF 250mg/5ml,12,400,4800,,0,18,139.45,2510.1,2289.9
12405,2017-02-17,BATANGAS,CLAVIC 500mg,2,2700,5400,,0,2,1173.6,2347.2,3052.8
12405,2017-02-17,BATANGAS,CORSTAPH 500MG,1,1500,1500,,0,1,435,435,1065
12406,2017-02-20,BATANGAS,ZEGECEF 250mg/5ml,12,400,4800,,0,18,139.45,2510.1,2289.9
12407,2017-02-20,BATANGAS,LACTAMOX 625MG,1,2700,2700,,0,1,1173.6,1173.6,1526.4
12407,2017-02-20,BATANGAS,ZELEX 200MG,1,2250,2250,,0,1,750,750,1500
12407,2017-02-20,BATANGAS,PUROXEL 40MG,2,1300,2600,,0,2,200,400,2200
12407,2017-02-20,BATANGAS,ALLERCEF 1mg,6,220,1320,,0,6,80,480,840
12407,2017-02-20,BATANGAS,LACTAMOX 156.25mg/5ml,6,180,1080,,0,6,75.6,453.59999999999997,626.4000000000001
12407,2017-02-20,BATANGAS,INTRAPLEM 100mg/5ml,6,100,600,,0,6,26.93,161.57999999999998,438.42
12408,2017-02-20,BATANGAS,PUROXEL 20MG,3,700,2100,,0,3,300,900,1200
12409,2017-02-20,BATANGAS,ZELEX 200MG,1,2250,2250,,0,1,750,750,1500
12410,2017-02-20,BATANGAS,ZEGECEF 250mg/5ml,4,400,1600,,0,4,139.45,557.8,1042.2
12411,2017-02-21,BATANGAS,CLAVIC 125mg/31.25mg/5ml,20,300,6000,,0,20,129.7,2594,3406
12412,2017-02-21,BATANGAS,VOXOLL 15mg/5ml,16,60,960,,0,16,23,368,592
12413,2017-02-21,BATANGAS,ALTOSAR 50mg/12.5mg,5,600,3000,,0,5,158,790,2210
12414,2017-02-21,BATANGAS,LACTAMOX 625MG,2,3360,6720,,0,2,1173.6,2347.2,4372.8
12415,2017-02-21,BATANGAS,ALGICAP 500MG,2,780,1560,,0,2,227.5,455,1105
12416,2017-02-21,BATANGAS,FERGLOBIN FA 60mg/400mcg,2,1078,2156,,0,2,240,480,1676
12417,2017-02-21,BATANGAS,PUROXEL 40MG,5,1300,6500,,0,5,200,1000,5500
12418,2017-02-21,BATANGAS,CELENCE 200MG,1,3360,3360,,0,1,860,860,2500
12419,2017-02-21,BATANGAS,VOXOLL 15mg/5ml,10,72,720,,0,10,23,230,490
12420,2017-02-21,BATANGAS,VICEPHRIN 100mg/ml Drops,7,96,672,,0,7,25,175,497
12421,2017-02-21,BATANGAS,NUTRI Z Drops,10,180,1800,,0,10,48.5,485,1315
12422,2017-02-21,BATANGAS,CEEPRAZOL 20mg,3,1980,5940,,0,3,550,1650,4290
12422,2017-02-21,BATANGAS,CINNABLOC 75MG,5,176,880,,0,5,40,200,680
12422,2017-02-21,BATANGAS,PREDNIMED 20MG,2,825,1650,,0,2,230,460,1190
12423,2017-02-21,BATANGAS,GIAN ZINC 120ML,12,170,2040,,0,12,75,900,1140
12424,2017-02-22,MINDORO,XYNETIN 1500MG,6,573,3438,,0,6,310,1860,1578
12451,2017-02-21,LAGUNA,RENOKET,1,4950,4950,,0,1,1450,1450,3500
12451,2017-02-21,LAGUNA,THROMBICARE 75mg tab,3,990,2970,,0,3,384,1152,1818
12451,2017-02-21,LAGUNA,C ZETTE,10,66,660,,0,10,17,170,490
12451,2017-02-21,LAGUNA,ASTYMIN 120ML,10,400,4000,,0,10,65,650,3350
12452,2017-02-21,LAGUNA,ASTYMIN 120ML,10,400,4000,,0,10,65,650,3350
12453,2017-02-21,LAGUNA,ANTIZOAL,10,157.5,1575,,0,10,25,250,1325
12453,2017-02-21,LAGUNA,UNIDOL 500mg/ml solution for injection IM/IV,49,140,6860,,0,49,25,1225,5635
12454,2017-02-21,LAGUNA,EUROXONE,60,190,11400,,0,60,73,4380,7020
12455,2017-02-21,LAGUNA,APROCARE 150MG,5,525,2625,,0,5,219,1095,1530
12456,2017-02-21,LAGUNA,COZEC,12,640,7680,,0,12,110,1320,6360
10839,2017-03-01,Hospital,CEFZIME 750mg IM/IV,10,3000,30000,,0,10,750,7500,22500
10839,2017-03-01,Hospital,CEPROTRON 500MG,3,1750,5250,,0,3,415,1245,4005
10842,2017-03-08,HOSPITAL,CEFZIME 750mg IM/IV,5,3000,15000,,0,5,750,3750,11250
10843,2017-03-08,HOSPITAL,XYNETIN 1500mg,2,800,1600,,0,2,310,620,980
10844,2017-11-03,HOSPITAL,AZECLO 100MG,2,1900,3800,,0,2,595,1190,2610
10844,2017-11-03,HOSPITAL,CALIBRAL 500MG,2,700,1400,,0,2,235,470,930
10844,2017-11-03,HOSPITAL,CEPROTRON 500MG,4,1750,7000,,0,4,415,1660,5340
10844,2017-11-03,HOSPITAL,LACTAMOX 156.25mg/5ml,4,2800,11200,,0,4,1173.6,4694.4,6505.6
10844,2017-11-03,HOSPITAL,NERVAPLEX 500mg/50mg/100mg/100mcg,3,1550,4650,,0,3,480.9,1442.6999999999998,3207.3
10844,2017-11-03,HOSPITAL,QUALRAN 25mg/2ml,10,800,8000,,0,10,100,1000,7000
10844,2017-11-03,HOSPITAL,SODAMPEN 1g IM/IV,100,128,12800,,0,100,45,4500,8300
