model_code,model_version,evaluation_start_period,evaluation_end_period,mae,rmse,mape,review_status,limitations
SEASONAL_NAIVE_BASELINE,sales_only_v1,2023-01,2025-12,24752.5816,38435.5701,2.525518,validated,2025 remains partial; use rolling validation context and do not treat missing 2025 months as zero demand.
