product,quantity,revenue,gross_margin,row_count,active_months,rank,revenue_share,cumulative_revenue_share,abc_class,model_code,model_version,review_status
FERGLOBIN 250MG CAP,567.0,184275.0,119440.49,87,25,197,0.001065,0.702535,A,ABC_PARETO,sales_only_v1,draft
"EPOKINE 10,000IU/1ML",100.0,182000.0,384500.0,1,1,198,0.001052,0.703587,A,ABC_PARETO,sales_only_v1,draft
CIUMADE TAB,402.0,180900.0,164578.27,86,22,199,0.001046,0.704632,A,ABC_PARETO,sales_only_v1,draft
RIBER 500 MG TABLET,2005.0,180450.0,179878.8,7,4,200,0.001043,0.705675,A,ABC_PARETO,sales_only_v1,draft
ELECTAB 600MG,493.33,180066.67,20800.83,5,2,201,0.001041,0.706716,A,ABC_PARETO,sales_only_v1,draft
SYVIR 200MG,25.0,180000.0,190000.0,1,1,202,0.00104,0.707756,A,ABC_PARETO,sales_only_v1,draft
SHARJVAX 3000 I.U. / 0.95ML,150.0,180000.0,247500.0,1,1,203,0.00104,0.708797,A,ABC_PARETO,sales_only_v1,draft
DALINC 150MG/ML (600MG/4ML) 4ML,720.0,180000.0,250992.0,4,2,204,0.00104,0.709837,A,ABC_PARETO,sales_only_v1,draft
CORPILYN 250MG,15220.0,179596.0,220279.1,13,6,205,0.001038,0.710875,A,ABC_PARETO,sales_only_v1,draft
JAGA 300MG/100MG/100MCG CAP,338.0,179140.0,285262.5,127,25,206,0.001035,0.71191,A,ABC_PARETO,sales_only_v1,draft
ZELEX 200MG CAP,193.0,178525.0,334725.0,70,24,207,0.001032,0.712942,A,ABC_PARETO,sales_only_v1,draft
AMTRIX WITH DILUENT 1G,6850.0,178100.0,169195.0,3,2,208,0.001029,0.713971,A,ABC_PARETO,sales_only_v1,draft
GREEN CROSS ALCOHOL 500ML,2387.0,177698.79,88638.21,6,3,209,0.001027,0.714998,A,ABC_PARETO,sales_only_v1,draft
CLOVAS 75MG,508.7873,177542.19,447983.82,29,19,210,0.001026,0.716025,A,ABC_PARETO,sales_only_v1,draft
AFENAX 100MG,296.46,176393.7,355099.5,78,31,211,0.001019,0.717044,A,ABC_PARETO,sales_only_v1,draft
NITRILE EXAMINATION GLOVES LARGE,705.0,176250.0,168350.0,5,3,212,0.001019,0.718063,A,ABC_PARETO,sales_only_v1,draft
LAZICARE 10MG/ML (20MG/2ML) 2ML,3186.0,175080.0,98450.0,15,7,213,0.001012,0.719075,A,ABC_PARETO,sales_only_v1,draft
AEROVENT 1MG/ML,678.34,173033.34,148941.66,12,10,214,0.001,0.720075,A,ABC_PARETO,sales_only_v1,draft
BLOOD GLUCOSE TEST STRIPS (EASYTOUCH),217.0,172450.0,22289.0,2,2,215,0.000997,0.721071,A,ABC_PARETO,sales_only_v1,draft
PHYTOMEN 10MG/ML IV,394.3314,171994.68,330773.77,33,16,216,0.000994,0.722066,A,ABC_PARETO,sales_only_v1,draft
DULXATIVE 10MG,472.0,171336.0,139684.0,10,5,217,0.00099,0.723056,A,ABC_PARETO,sales_only_v1,draft
GITOR-40 40MG,195.0,170625.0,528975.0,9,9,218,0.000986,0.724042,A,ABC_PARETO,sales_only_v1,draft
EQUIRAB 200IU/ML (1000IU/5ML) 5ML,100.0,170000.0,49500.0,1,1,219,0.000983,0.725024,A,ABC_PARETO,sales_only_v1,draft
LINDELL 50MG/ML (5%),600.0,169800.0,100.0,2,1,220,0.000981,0.726006,A,ABC_PARETO,sales_only_v1,draft
SOLUTION FOR IV INFUSION LACTATED RINGERS SOLUTION,240.0,168000.0,151440.0,1,1,221,0.000971,0.726977,A,ABC_PARETO,sales_only_v1,draft
POVIDONE IODINE 10% 120ML (ZETADONE),2400.0,168000.0,28800.0,1,1,222,0.000971,0.727948,A,ABC_PARETO,sales_only_v1,draft
ECG MACHINE 3 CHANNEL (MEDX),3.0,165000.0,131100.0,2,2,223,0.000954,0.728901,A,ABC_PARETO,sales_only_v1,draft
CLINDATEC 150MG/ML (300MG/2ML) 2ML,3000.0,165000.0,96960.0,1,1,224,0.000954,0.729855,A,ABC_PARETO,sales_only_v1,draft
VELON 6.25MG,2290.13,164890.08,252073.08,15,7,225,0.000953,0.730808,A,ABC_PARETO,sales_only_v1,draft
RECORMON 5000IU/0.3ML,20.0,164500.0,75500.0,1,1,226,0.000951,0.731759,A,ABC_PARETO,sales_only_v1,draft
IMATET 40IU/0.5ML,293.6,163604.0,192553.2,10,8,227,0.000946,0.732704,A,ABC_PARETO,sales_only_v1,draft
DIFLOSID 75MG/3ML,586.3338,162890.78,215472.02,29,20,228,0.000941,0.733646,A,ABC_PARETO,sales_only_v1,draft
PHOTOCOPIER (TASKALFA 32121),1.0,160020.0,88980.0,1,1,229,0.000925,0.734571,A,ABC_PARETO,sales_only_v1,draft
PPE - ALCOLUXX,1000.0,160000.0,490000.0,1,1,230,0.000925,0.735495,A,ABC_PARETO,sales_only_v1,draft
EMZART-80 80MG,605.0,159720.0,361298.0,65,23,231,0.000923,0.736419,A,ABC_PARETO,sales_only_v1,draft
APCELAC 500MG HERBAL FOOD SUPPLEMENT,397.6,159040.0,102725.2,45,26,232,0.000919,0.737338,A,ABC_PARETO,sales_only_v1,draft
SPASMOCIN 20MG/1ML AMP,1059.0,158850.0,201210.0,5,4,233,0.000918,0.738256,A,ABC_PARETO,sales_only_v1,draft
LED LAMP,100.6029,158253.22,66039.53,4,2,234,0.000915,0.739171,A,ABC_PARETO,sales_only_v1,draft
IRBIN 150MG,713.0,156448.65,503775.79,49,24,235,0.000904,0.740075,A,ABC_PARETO,sales_only_v1,draft
"SONOTRAX BASIC A, ULTRASOUND POCKET DOPPLER",12.0,156000.0,664850.0,3,2,236,0.000902,0.740976,A,ABC_PARETO,sales_only_v1,draft
MINOR SURGERY SET 37'S (OLTEN),10.0,155070.0,154930.0,1,1,237,0.000896,0.741873,A,ABC_PARETO,sales_only_v1,draft
PORFEVER 150MG/ML (300MG/2ML) 2ML,1439.0353,152389.12,44234.33,12,5,238,0.000881,0.742753,A,ABC_PARETO,sales_only_v1,draft
BIO TT 40IU,223.5,151460.0,117534.15,10,6,239,0.000875,0.743629,A,ABC_PARETO,sales_only_v1,draft
VICRYL 1-0 ROUND NEEDLE ETHICON,32.0,150528.0,44982.0,2,2,240,0.00087,0.744499,A,ABC_PARETO,sales_only_v1,draft
COVID-19 AG STANDARD Q BIOSENSOR TEST KIT,10.0,150000.0,12500.0,1,1,241,0.000867,0.745366,A,ABC_PARETO,sales_only_v1,draft
BLOOD PRESSURE W/WHEELS / ROLL BY - BAXTEL SPHYGMOMANOMETER,20.0,150000.0,90100.0,1,1,242,0.000867,0.746233,A,ABC_PARETO,sales_only_v1,draft
CHLORINE - SUPER CHLOR,13.6223,149023.18,95350.26,5,5,243,0.000861,0.747094,A,ABC_PARETO,sales_only_v1,draft
BLESOFOXITIN 1G IV,1150.0,148450.0,120620.0,6,6,244,0.000858,0.747952,A,ABC_PARETO,sales_only_v1,draft
MUCOLIFAR 500MG,164.0,147760.0,410040.0,62,25,245,0.000854,0.748806,A,ABC_PARETO,sales_only_v1,draft
MATTRESS 2X36X75,200.1659,147392.05,268735.05,2,2,246,0.000852,0.749658,A,ABC_PARETO,sales_only_v1,draft
SOLVAPRINE 10MG,990.5,147383.0,515991.55,110,34,247,0.000852,0.75051,A,ABC_PARETO,sales_only_v1,draft
BIOLAC 3.33G/5ML,1400.0,147000.0,22582.0,7,3,248,0.00085,0.751359,A,ABC_PARETO,sales_only_v1,draft
BIOGIC 100MG DROPS,914.2877,146725.98,172971.88,19,13,249,0.000848,0.752207,A,ABC_PARETO,sales_only_v1,draft
HAIXONNE 1G POWDER,4080.0,145880.0,245740.0,3,3,250,0.000843,0.75305,A,ABC_PARETO,sales_only_v1,draft
FLUCYSTEINE 200MG 30'S,318.5188,145325.83,95285.76,11,5,251,0.00084,0.75389,A,ABC_PARETO,sales_only_v1,draft
ALCOHOL - VELVETCARE ISOPROPYL 70%,480.0,144000.0,240000.0,1,1,252,0.000832,0.754723,A,ABC_PARETO,sales_only_v1,draft
AGYNAPIN 1MG/ML,239.0,143400.0,83152.1,2,1,253,0.000829,0.755551,A,ABC_PARETO,sales_only_v1,draft
CENDALEX 500MG,498.0,143175.0,380170.0,107,25,254,0.000828,0.756379,A,ABC_PARETO,sales_only_v1,draft
CLINDASAPH 600 150MG/ML (600MG/4ML) 4ML,220.0,142780.0,120604.0,2,1,255,0.000825,0.757204,A,ABC_PARETO,sales_only_v1,draft
MUCOLIFAR 500MG TAB,125.1777,142060.25,275556.03,52,18,256,0.000821,0.758025,A,ABC_PARETO,sales_only_v1,draft
ENCLOXIL 500MG,174.05,140015.0,104290.26,33,20,257,0.000809,0.758834,A,ABC_PARETO,sales_only_v1,draft
AMINOSOL 25MG/ML,786.0,136716.8,141477.2,31,20,258,0.00079,0.759625,A,ABC_PARETO,sales_only_v1,draft
IVERMECTIN15MG DR ZENS,52.8,135459.0,57100.0,19,12,259,0.000783,0.760407,A,ABC_PARETO,sales_only_v1,draft
VICRYL 4-0 CUTTING,30.0,135000.0,15150.0,1,1,260,0.00078,0.761188,A,ABC_PARETO,sales_only_v1,draft
GEMICEF 750MG VIAL W/ DILUENT,3540.0,134520.0,99200.0,3,3,261,0.000777,0.761965,A,ABC_PARETO,sales_only_v1,draft
BENERVA FORTE 300MG/100MG/100MCG,256.0,134400.0,167060.5,47,14,262,0.000777,0.762742,A,ABC_PARETO,sales_only_v1,draft
ENDOPROST 125MCG/ML,123.1236,133527.78,130747.7,23,6,263,0.000772,0.763514,A,ABC_PARETO,sales_only_v1,draft
CIPROGYL 2MG/ML (200MG/100ML),5080.0,132080.0,56307.2,9,5,264,0.000763,0.764277,A,ABC_PARETO,sales_only_v1,draft
ACIFOX 1G,107.0,131870.0,140098.0,7,7,265,0.000762,0.765039,A,ABC_PARETO,sales_only_v1,draft
LOSAAR 100MG,517.0,129250.0,356030.0,14,8,266,0.000747,0.765786,A,ABC_PARETO,sales_only_v1,draft
DOPAMET 250MG,662.5,129187.5,183125.0,28,14,267,0.000747,0.766533,A,ABC_PARETO,sales_only_v1,draft
GLOVES STERILE LATEX (6.5) SURE-GUARD,170.0,129000.0,76240.0,5,4,268,0.000746,0.767279,A,ABC_PARETO,sales_only_v1,draft
TOSYLAM 750MG TAB,91.0,128435.0,209952.5,26,14,269,0.000742,0.768021,A,ABC_PARETO,sales_only_v1,draft
BP APPARATUS STAND TYPE,3.54,127943.82,108193.57,4,2,270,0.000739,0.76876,A,ABC_PARETO,sales_only_v1,draft
DIGITAL THERMOMETER - ADVAN,2056.0,127048.0,360872.0,14,11,271,0.000734,0.769495,A,ABC_PARETO,sales_only_v1,draft
CARDOWIN 1MG/ML 10ML,1410.0,126900.0,106223.4,5,3,272,0.000733,0.770228,A,ABC_PARETO,sales_only_v1,draft
PULSE OXIMTER ADULT (CHOICEMMED),108.0,126480.0,284886.0,4,4,273,0.000731,0.770959,A,ABC_PARETO,sales_only_v1,draft
DOPABAS 40MG/ML,301.0,126420.0,504462.0,2,2,274,0.000731,0.77169,A,ABC_PARETO,sales_only_v1,draft
DEXAMAK 4MG/ML (8MG/2ML),331.0,126020.0,145500.36,10,7,275,0.000728,0.772418,A,ABC_PARETO,sales_only_v1,draft
TAZACIN 4G/500MG IV,840.0844,124924.78,470459.45,16,14,276,0.000722,0.77314,A,ABC_PARETO,sales_only_v1,draft
DALAMYCIN 150 MG,115.0,124583.0,383552.9,9,7,277,0.00072,0.77386,A,ABC_PARETO,sales_only_v1,draft
AMINOSTERIL INFANT 6% 100ML,250.0,123200.0,34447.5,2,1,278,0.000712,0.774572,A,ABC_PARETO,sales_only_v1,draft
TRAXAN 100MG,611.0,122200.0,251225.0,20,9,279,0.000706,0.775278,A,ABC_PARETO,sales_only_v1,draft
INSULIN SYRINGE WITH NEEDLE 1/2CC 29GX1/2 (TERUMO),162.0,121500.0,72414.0,7,4,280,0.000702,0.775981,A,ABC_PARETO,sales_only_v1,draft
FENTIN 10MG/ML,135.0,121350.0,57970.0,6,4,281,0.000701,0.776682,A,ABC_PARETO,sales_only_v1,draft
APCELAC 500MG,302.6,121040.0,79795.0,41,17,282,0.0007,0.777382,A,ABC_PARETO,sales_only_v1,draft
SURGICAL GLOVES 7.5 INDOPLAS,160.0,120000.0,100340.0,5,3,283,0.000694,0.778075,A,ABC_PARETO,sales_only_v1,draft
GLOVES MEDIUM LATEX NONSTERILE (SURGITECH),600.0,120000.0,49200.0,4,2,284,0.000694,0.778769,A,ABC_PARETO,sales_only_v1,draft
AMBIDOL 50MG/ML (100MG/2ML),554.8758,119981.21,366980.3,58,31,285,0.000693,0.779462,A,ABC_PARETO,sales_only_v1,draft
ZILTEM 25MG,78.0,119599.9,196805.1,23,13,286,0.000691,0.780153,A,ABC_PARETO,sales_only_v1,draft
ANEROCIN 300MG,122.0,119438.0,265017.5,44,27,287,0.00069,0.780844,A,ABC_PARETO,sales_only_v1,draft
AIDEX 5LITRES,89.0,119220.0,153560.0,8,4,288,0.000689,0.781533,A,ABC_PARETO,sales_only_v1,draft
ANMUM MATERNA PLAIN 180G X 24,624.0,119184.0,55224.0,1,1,289,0.000689,0.782222,A,ABC_PARETO,sales_only_v1,draft
RUCEF,103.0,118443.2,152575.03,12,11,290,0.000685,0.782906,A,ABC_PARETO,sales_only_v1,draft
TRIZEF 200MG TAB,74.0,118400.0,563506.25,38,22,291,0.000684,0.78359,A,ABC_PARETO,sales_only_v1,draft
OMEFREE,2510.0,117970.0,208530.0,3,3,292,0.000682,0.784272,A,ABC_PARETO,sales_only_v1,draft
SPASBASCINE 20MG/ML,537.1381,117837.5,88695.22,15,12,293,0.000681,0.784953,A,ABC_PARETO,sales_only_v1,draft
GLOVES STERILE LATEX (7.5) SURE-GUARD,147.0,117600.0,72972.0,7,5,294,0.00068,0.785633,A,ABC_PARETO,sales_only_v1,draft
BP APPARATUS STAND TYPE JAPAN,4.3959,116712.06,73106.07,3,3,295,0.000675,0.786308,A,ABC_PARETO,sales_only_v1,draft
SOLVAPRINE 10MG TAB,774.5,116175.0,447057.29,84,20,296,0.000671,0.786979,A,ABC_PARETO,sales_only_v1,draft
TRANSPORE 1 ICNH 3M CLEAR,150.0,115500.0,14150.0,4,4,297,0.000668,0.787647,A,ABC_PARETO,sales_only_v1,draft
FOLACID 5MG,442.1826,115334.39,127444.43,106,39,298,0.000667,0.788313,A,ABC_PARETO,sales_only_v1,draft
AZCORE 500MG TAB,348.3949,115225.28,301951.15,25,15,299,0.000666,0.788979,A,ABC_PARETO,sales_only_v1,draft
LYCORTIS 100MG,214.0,113206.0,41026.0,6,4,300,0.000654,0.789633,A,ABC_PARETO,sales_only_v1,draft
BENERVA PLUS TAB,201.1365,112341.4,133062.8,39,24,301,0.000649,0.790283,A,ABC_PARETO,sales_only_v1,draft
EPIX 1MG/ML IV,616.1346,111774.75,328743.67,45,22,302,0.000646,0.790929,A,ABC_PARETO,sales_only_v1,draft
MERGOT 125MCG,104.2639,111519.27,176806.01,40,14,303,0.000645,0.791573,A,ABC_PARETO,sales_only_v1,draft
CLOVAS 75MG TAB,305.0,110772.6,311735.4,15,11,304,0.00064,0.792214,A,ABC_PARETO,sales_only_v1,draft
STOPPER HEPLOCK -FIRST AID,201.0,110550.0,103450.0,2,2,305,0.000639,0.792852,A,ABC_PARETO,sales_only_v1,draft
MUPIDERM,1425.0,110291.38,146252.92,10,7,306,0.000637,0.79349,A,ABC_PARETO,sales_only_v1,draft
NOVASARTAN 50MG,2000.0,110000.0,700000.0,2,2,307,0.000636,0.794126,A,ABC_PARETO,sales_only_v1,draft
AMLOTHIN 10MG TAB,65.3851,109379.65,63854.09,6,1,308,0.000632,0.794758,A,ABC_PARETO,sales_only_v1,draft
BABY WASH 100ML (JOHNSON),585.2446,109243.5,46788.84,21,14,309,0.000631,0.795389,A,ABC_PARETO,sales_only_v1,draft
CEPROTRON 500MG,197.0,108350.0,246125.0,61,20,310,0.000626,0.796015,A,ABC_PARETO,sales_only_v1,draft
FIRSTMED VITAMIN B COMPLEX 100MG/5MG/50MCG,1269.0,107865.0,112096.0,10,5,311,0.000623,0.796639,A,ABC_PARETO,sales_only_v1,draft
SAMPLE VESSELS 120ML WITH SODIUM THIOSULFATE,11.0,107800.0,89340.0,3,3,312,0.000623,0.797262,A,ABC_PARETO,sales_only_v1,draft
DANOXIME 750MG,3525.0,107512.5,679167.5,9,7,313,0.000621,0.797883,A,ABC_PARETO,sales_only_v1,draft
TRIZINE SYRUP,534.0,105420.0,61470.0,13,8,314,0.000609,0.798493,A,ABC_PARETO,sales_only_v1,draft
HYOSAPH 20MG/ML,615.0,104550.0,105062.5,3,2,315,0.000604,0.799097,A,ABC_PARETO,sales_only_v1,draft
"MAIN BOARD; PN,02,03203119014",2.0,104000.0,78000.0,2,2,316,0.000601,0.799698,A,ABC_PARETO,sales_only_v1,draft
EMZART-40 40MG,665.0,103740.0,238274.3,64,22,317,0.0006,0.800298,B,ABC_PARETO,sales_only_v1,draft
ZELEX 200MG,133.0,103600.0,210470.0,47,21,318,0.000599,0.800896,B,ABC_PARETO,sales_only_v1,draft
RESPI-SAPH 250MCG/ML (500MCG/2ML) 2ML,96.2672,102919.3,188005.3,13,10,319,0.000595,0.801491,B,ABC_PARETO,sales_only_v1,draft
SQCEF 250MG/5ML,703.1157,101790.86,64401.88,8,7,320,0.000588,0.802079,B,ABC_PARETO,sales_only_v1,draft
GLOVES BLUE VINYL/NITRILE BLEND (XL),362.0,101360.0,132333.12,4,3,321,0.000586,0.802665,B,ABC_PARETO,sales_only_v1,draft
POVIDONE IODINE 75MG/ML (7.5% W/V) 120ML (ZETADONE),1440.0,100800.0,71784.0,1,1,322,0.000583,0.803248,B,ABC_PARETO,sales_only_v1,draft
UNDERPADS ANTIBACTERIAL LARGE (HEXACARE),964.0,100725.0,101533.0,14,9,323,0.000582,0.80383,B,ABC_PARETO,sales_only_v1,draft
XRAY FILM 14X17 (FUJI),17.1971,100108.46,37280.73,7,3,324,0.000579,0.804409,B,ABC_PARETO,sales_only_v1,draft
GLOVES MEDIUM VINYL NONSTERILE (SUREGUARD),500.0,100000.0,95000.0,1,1,325,0.000578,0.804987,B,ABC_PARETO,sales_only_v1,draft
ACER ASPIRE DESKTOP TC1650,2.0,99980.0,33109.98,1,1,326,0.000578,0.805564,B,ABC_PARETO,sales_only_v1,draft
NOPHLEGM 200MG,620.0,99200.0,18600.0,3,3,327,0.000573,0.806138,B,ABC_PARETO,sales_only_v1,draft
DROPLIGHT GOOSE NECK EXAMINATION LAMP,39.0,97500.0,97305.0,1,1,328,0.000564,0.806701,B,ABC_PARETO,sales_only_v1,draft
EQUIRAB,55.0,96250.0,96250.0,2,1,329,0.000556,0.807258,B,ABC_PARETO,sales_only_v1,draft
ENERFLOW 325MG/100MG,600.0,96000.0,-6000.0,1,1,330,0.000555,0.807812,B,ABC_PARETO,sales_only_v1,draft
REPAIRS - HEALFORCE TOPLED 8060,1.0,92900.0,54375.0,1,1,331,0.000537,0.808349,B,ABC_PARETO,sales_only_v1,draft
CORBAL 100MG,442.0,92820.0,410700.0,32,20,332,0.000536,0.808886,B,ABC_PARETO,sales_only_v1,draft
RYTHMA 50MG/ML,53.33,92593.33,84654.69,7,5,333,0.000535,0.809421,B,ABC_PARETO,sales_only_v1,draft
GAUZE PAD STERILE 4X4-8PLY 28X24 MESH (INDOPLAS),384.0,92160.0,32640.0,4,2,334,0.000533,0.809954,B,ABC_PARETO,sales_only_v1,draft
CANDIVA EAR DROPS 15ML,200.0,91820.0,28180.0,1,1,335,0.000531,0.810484,B,ABC_PARETO,sales_only_v1,draft
KING CUP SARDINES,6000.0,91200.0,49800.0,1,1,336,0.000527,0.811011,B,ABC_PARETO,sales_only_v1,draft
GLOVES MEDIUM LATEX NONSTERILE (INDOPLAS),373.2806,90947.13,36144.92,9,6,337,0.000526,0.811537,B,ABC_PARETO,sales_only_v1,draft
ISOLATION GOWN - RHYCOM,1500.0,90000.0,180000.0,1,1,338,0.00052,0.812057,B,ABC_PARETO,sales_only_v1,draft
ECG MACHINE THREE CHANNEL WILCARE,2.0,90000.0,49900.0,1,1,339,0.00052,0.812577,B,ABC_PARETO,sales_only_v1,draft
HIVENT 1MG/2.5ML,310.68,89162.22,85461.45,23,16,340,0.000515,0.813093,B,ABC_PARETO,sales_only_v1,draft
HYCLENS GARGLE (60ML),1367.0,88855.0,73286.14,63,28,341,0.000514,0.813606,B,ABC_PARETO,sales_only_v1,draft
DIANAPRIL-5,410.0,88150.0,89310.0,2,1,342,0.000509,0.814116,B,ABC_PARETO,sales_only_v1,draft
SPEEDA,111.0,88030.0,120568.97,3,3,343,0.000509,0.814624,B,ABC_PARETO,sales_only_v1,draft
ISOPROPHYL ALCOHOL 70% GALLON (DR.J),190.0,87780.0,51060.0,3,2,344,0.000507,0.815132,B,ABC_PARETO,sales_only_v1,draft
ACEFLO 250MCG/1000UNITS/3.5MG 5ML,250.0,87000.0,23000.0,1,1,345,0.000503,0.815635,B,ABC_PARETO,sales_only_v1,draft
ABDOMINAL BINDER,715.0,86650.0,78150.0,5,5,346,0.000501,0.816135,B,ABC_PARETO,sales_only_v1,draft
HEPA B CASSETTE - RIGHT SIGN,64.0,86400.0,52520.0,2,2,347,0.000499,0.816635,B,ABC_PARETO,sales_only_v1,draft
FERN-D 120'S,126.0,85680.0,225796.0,3,3,348,0.000495,0.81713,B,ABC_PARETO,sales_only_v1,draft
ANMUM MATERNA CHOCO 180G X 24,447.0,85377.0,39559.5,1,1,349,0.000493,0.817623,B,ABC_PARETO,sales_only_v1,draft
GENTAM 40MG/ML (80MG/2ML) 2ML,453.1241,85140.46,68984.11,24,8,350,0.000492,0.818116,B,ABC_PARETO,sales_only_v1,draft
LACTAMOX 250MG/62.5MG/5ML,656.0,85083.2,156880.8,33,18,351,0.000492,0.818607,B,ABC_PARETO,sales_only_v1,draft
HYCLENS SKIN CLEANSER 4G/100ML 60ML,750.0,85050.0,120981.6,2,2,352,0.000492,0.819099,B,ABC_PARETO,sales_only_v1,draft
ACTEINSAPH-600 600MG,314.0,84780.0,99811.0,13,10,353,0.00049,0.819589,B,ABC_PARETO,sales_only_v1,draft
ACIPRO 2MG,3343.0,84598.0,376220.6,12,8,354,0.000489,0.820078,B,ABC_PARETO,sales_only_v1,draft
BOUFFANT CAP,564.5,84404.0,73905.2,20,13,355,0.000488,0.820566,B,ABC_PARETO,sales_only_v1,draft
BLOOD CHOLESTEROL TEST STRIPS (EASYTOUCH),67.0,84098.0,30101.0,2,2,356,0.000486,0.821052,B,ABC_PARETO,sales_only_v1,draft
AMBICAL-PLUS 500MG/200IU,561.0,83869.5,70405.5,1,1,357,0.000485,0.821536,B,ABC_PARETO,sales_only_v1,draft
OPTRYL 5MG/G (0.5%) 5G,629.0,83607.5,82224.4,18,12,358,0.000483,0.82202,B,ABC_PARETO,sales_only_v1,draft
VIENA SAUSAGE 260GMS,2000.0,83500.0,26300.0,1,1,359,0.000483,0.822502,B,ABC_PARETO,sales_only_v1,draft
BACTIV 625MG,318.67,82815.96,84876.69,13,11,360,0.000479,0.822981,B,ABC_PARETO,sales_only_v1,draft
FOLACID 5MG CAP,350.0,82687.5,84045.94,48,18,361,0.000478,0.823459,B,ABC_PARETO,sales_only_v1,draft
HIVENT PLUS 500MCG+2.5MG/2.5ML,242.66,82630.0,137283.75,21,14,362,0.000478,0.823936,B,ABC_PARETO,sales_only_v1,draft
SURGICAL GLOVES 7.0 INDOPLAS,110.0,82500.0,69010.0,4,3,363,0.000477,0.824413,B,ABC_PARETO,sales_only_v1,draft
CETHERGO 200MCG/ML IV,55.9447,81458.82,151591.34,39,19,364,0.000471,0.824884,B,ABC_PARETO,sales_only_v1,draft
CAMERA WITH SD CARD AND LENS EOS RP RF24-105MM PRO (CANON),1.0,80897.0,43103.0,1,1,365,0.000468,0.825352,B,ABC_PARETO,sales_only_v1,draft
OLXARIN 4000IU/0.4ML 40MG/0.4ML,183.0,80520.0,322359.0,2,1,366,0.000465,0.825817,B,ABC_PARETO,sales_only_v1,draft
CATAMED 75MCG TAB,196.0,80134.0,337672.1,38,18,367,0.000463,0.82628,B,ABC_PARETO,sales_only_v1,draft
METACORT 4MG/ML (8MG/2ML) 2ML,160.0,80000.0,-31405.0,3,2,368,0.000462,0.826742,B,ABC_PARETO,sales_only_v1,draft
FUSIFRED 20MG/G (2% W/W) 10G,1000.0,80000.0,170000.0,2,1,369,0.000462,0.827205,B,ABC_PARETO,sales_only_v1,draft
RANICLAV 625MG TAB,496.7685,79780.5,117466.04,15,11,370,0.000461,0.827666,B,ABC_PARETO,sales_only_v1,draft
LACTAMOX 250MG/62.5MG/5ML 60ML,610.0,79117.0,144192.0,33,15,371,0.000457,0.828123,B,ABC_PARETO,sales_only_v1,draft
SAPHLOR-50,1149.0827,79064.44,561918.2,17,7,372,0.000457,0.82858,B,ABC_PARETO,sales_only_v1,draft
EPIX 1MG/ML,415.0,78850.0,140010.0,18,7,373,0.000456,0.829036,B,ABC_PARETO,sales_only_v1,draft
NICARDSAPH 1MG/ML 10ML AMP,710.0,78100.0,181100.0,7,4,374,0.000451,0.829487,B,ABC_PARETO,sales_only_v1,draft
IROMAX 20MG/ML (100MG/5ML) 5ML,260.0,78000.0,31863.0,2,2,375,0.000451,0.829938,B,ABC_PARETO,sales_only_v1,draft
MUROPHAR,1266.0,77640.0,187419.0,12,8,376,0.000449,0.830387,B,ABC_PARETO,sales_only_v1,draft
ALCOHOL ISOPROPHYL 70% - ALCORADE,235.0,77550.0,86882.5,2,2,377,0.000448,0.830835,B,ABC_PARETO,sales_only_v1,draft
DENGUE NS1,14.0,77000.0,161990.0,2,2,378,0.000445,0.83128,B,ABC_PARETO,sales_only_v1,draft
BAMBOO TUMBLERS 450ML,300.0,76500.0,28500.0,2,1,379,0.000442,0.831722,B,ABC_PARETO,sales_only_v1,draft
EXECORE 500MG,784.0,76048.0,83778.0,8,3,380,0.00044,0.832162,B,ABC_PARETO,sales_only_v1,draft
INSULIN SYRINGE 1/2 CC G29 TERUMO,94.0,75600.0,68165.9,17,14,381,0.000437,0.832599,B,ABC_PARETO,sales_only_v1,draft
"MICROPORE 2""1530-2 3M",124.0,75200.0,35000.0,17,15,382,0.000435,0.833033,B,ABC_PARETO,sales_only_v1,draft
PRESTIGE ALCOHOL,254.0,75000.0,95390.0,4,4,383,0.000433,0.833467,B,ABC_PARETO,sales_only_v1,draft
NON BREATHING OXYGEN MASK WITH RESERVOIR,500.0,75000.0,5500.0,1,1,384,0.000433,0.8339,B,ABC_PARETO,sales_only_v1,draft
VOLUMETRIC SOLUTION INFUSION SET 150ML (INDOPLAS),1060.0,74800.0,172900.0,3,3,385,0.000432,0.834333,B,ABC_PARETO,sales_only_v1,draft
DOPNAX 40MG,297.0,74730.0,151137.65,20,14,386,0.000432,0.834764,B,ABC_PARETO,sales_only_v1,draft
ANEROCIN 300MG CAP,76.0,74404.0,163151.5,29,15,387,0.00043,0.835194,B,ABC_PARETO,sales_only_v1,draft
CARVIDA 6.25MG,562.0,74184.0,221232.0,16,10,388,0.000429,0.835623,B,ABC_PARETO,sales_only_v1,draft
HYDROGEN PEROXIDE 3% 10VOL 120ML (GREATSTAR),2440.0,73200.0,82702.0,2,2,389,0.000423,0.836046,B,ABC_PARETO,sales_only_v1,draft
ENHAMOX 250MG/62.5MG/5ML 60ML,552.0,73017.9,139722.1,34,11,390,0.000422,0.836468,B,ABC_PARETO,sales_only_v1,draft
GOPAMINE 40MG/ML (200MG/5ML) 5ML,471.0,73005.0,194957.5,16,9,391,0.000422,0.83689,B,ABC_PARETO,sales_only_v1,draft
