period,product,territory,row_count,unique_products,unique_dr_numbers,estimated_rows,quantity,total_trade_price,net_income,net_cost,discount,total_cost
2023-03,FERGLOBIN 250MG,Quezon,1,1,1,0,6.0,1950.0,1250.0,3200.0,1300.0,4500.0
2023-03,GIAN ZINC 120ML SYR,Batangas,1,1,1,0,12.0,1020.0,1224.0,2244.0,0.0,2244.0
2023-03,HISTARIL 1MG/50MG/5ML SYR,Batangas,1,1,1,0,6.0,198.0,378.0,576.0,0.0,576.0
2023-03,HYCLENS GARGLE (120ML),Batangas,1,1,1,0,12.0,1056.0,1260.0,2316.0,0.0,2316.0
2023-03,HYCLENS WOUND SPRAY (60ML),Batangas,2,1,2,0,60.0,6879.6,8120.4,15000.0,0.0,15000.0
2023-03,HYCLENS WOUND SPRAY (60ML),Quezon,3,1,3,0,22.0,2522.52,3021.48,5544.0,616.0,6160.0
2023-03,IRBIN 150MG,Quezon,1,1,1,0,24.0,5472.0,17088.0,22560.0,0.0,22560.0
2023-03,JAGA 300MG/100MG/100MCG,Batangas,2,1,2,0,4.0,2120.0,4240.0,6360.0,0.0,6360.0
2023-03,JAGA 300MG/100MG/100MCG,Quezon,2,1,2,0,5.0,2650.0,2740.0,5390.0,0.0,5390.0
2023-03,LACTAMOX 250MG/62.5MG/5ML,Batangas,1,1,1,0,6.0,778.2,1381.8,2160.0,0.0,2160.0
2023-03,LACTAMOX 500MG/125MG TAB,Batangas,1,1,1,0,3.0,3520.8,5479.2,9000.0,0.0,9000.0
2023-03,LACTAMOX 500MG/125MG TAB,Quezon,1,1,1,0,3.0,3520.8,6379.2,9900.0,0.0,9900.0
2023-03,MUCOLIFAR 500MG,Batangas,1,1,1,0,3.0,3300.0,8250.0,11550.0,0.0,11550.0
2023-03,MULTI GROW 120ML,Quezon,2,1,2,0,35.0,3150.0,4627.5,7777.5,1147.5,8925.0
2023-03,MULTI GROW 30ML DROPS,Quezon,2,1,2,0,35.0,2450.0,3297.5,5747.5,877.5,6625.0
2023-03,OPREX 40MG,Batangas,1,1,1,0,4.0,1000.0,1000.0,2000.0,0.0,2000.0
2023-03,ROVASU10,Quezon,1,1,1,0,2.0,360.0,630.0,990.0,0.0,990.0
2023-03,ROVASU20,Quezon,2,1,2,0,17.0,5457.0,6555.0,12012.0,2574.0,14586.0
2023-03,SANOMAX - FA,Quezon,2,1,2,0,10.0,5600.0,4200.0,9800.0,4200.0,14000.0
2023-03,SOLVAPRINE 10MG,Quezon,1,1,1,0,2.0,300.0,1240.0,1540.0,660.0,2200.0
2023-03,TANAFEN 450MG/35MG TAB,Quezon,1,1,1,0,2.0,350.0,665.0,1015.0,435.0,1450.0
2023-03,TOSYLAM 750MG TAB,Marinduque,1,1,1,0,5.0,7250.0,13325.0,20575.0,0.0,20575.0
2023-03,TRIVASC 35MG MR,Quezon,4,1,4,0,66.0,28875.0,46050.0,74925.0,14175.0,89100.0
2023-03,TRIZEF 100MG,Batangas,2,1,2,0,6.0,8400.0,24000.0,32400.0,0.0,32400.0
2023-03,TRIZINE SYRUP,Marinduque,1,1,1,0,50.0,10500.0,5750.0,16250.0,0.0,16250.0
2023-03,VITACORE 100MG,Marinduque,1,1,1,0,20.0,2300.0,17700.0,20000.0,0.0,20000.0
2023-03,VOXOLL 15MG/5ML SYR,Batangas,1,1,1,0,10.0,300.0,420.0,720.0,0.0,720.0
2023-03,VOXOLL 15MG/5ML SYR,Quezon,1,1,1,0,36.0,1080.0,810.0,1890.0,0.0,1890.0
2023-03,VOXOLL 30MG TAB,Batangas,3,1,3,0,11.0,1848.0,6102.0,7950.0,0.0,7950.0
2023-03,VOXOLL 30MG TAB,Quezon,1,1,1,0,3.0,504.0,1071.0,1575.0,0.0,1575.0
2023-04,AMOLTEX 2MG/5ML,Quezon,1,1,1,0,30.0,750.0,1875.0,2625.0,0.0,2625.0
2023-04,ANEROCIN 300MG,Quezon,2,1,2,0,3.0,2937.0,7323.0,10260.0,1140.0,11400.0
2023-04,ARTAL-H 50MG/12.5MG,Batangas,2,1,2,0,2.0,303.64,5696.36,6000.0,0.0,6000.0
2023-04,BENERVA FORTE CAP,Batangas,4,1,4,0,9.0,4725.0,8775.0,13500.0,0.0,13500.0
2023-04,BENERVA PLUS TAB,Quezon,1,1,1,0,2.0,1100.0,1300.0,2400.0,0.0,2400.0
2023-04,BERCEF 250MG/5ML SUS,Quezon,1,1,1,0,32.0,5248.0,3752.0,9000.0,0.0,9000.0
2023-04,BUFEN 200MG/ML,Quezon,1,1,1,0,12.0,438.0,927.0,1365.0,0.0,1365.0
2023-04,CENDALEX 100MG/ML DROPS,Quezon,1,1,1,0,12.0,428.4,537.6,966.0,414.0,1380.0
2023-04,CENDALEX 250MG/5ML SUS,Quezon,1,1,1,0,10.0,595.0,455.0,1050.0,450.0,1500.0
2023-04,CENDALEX 500MG CAP,Batangas,2,1,2,0,6.0,1725.0,4875.0,6600.0,0.0,6600.0
2023-04,CIUMADE,Batangas,2,1,2,0,8.0,3600.0,4320.0,7920.0,0.0,7920.0
2023-04,CORBAL 250MG,Cavite,1,1,1,0,5.0,2825.0,9675.0,12500.0,0.0,12500.0
2023-04,DOLO JAGA 500MG/50MG/100MG/100MCG,Batangas,2,1,2,0,8.0,4920.0,9480.0,14400.0,0.0,14400.0
2023-04,DOLO JAGA 500MG/50MG/100MG/100MCG,Camarines Sur,1,1,1,0,5.0,3075.0,2425.0,5500.0,0.0,5500.0
2023-04,DOLO JAGA 500MG/50MG/100MG/100MCG,Marinduque,2,1,2,0,12.0,7380.0,12420.0,19800.0,4200.0,24000.0
2023-04,DOLO JAGA 500MG/50MG/100MG/100MCG,Quezon,1,1,1,0,2.0,1230.0,2770.0,4000.0,0.0,4000.0
2023-04,EMLOR PLUS,Batangas,1,1,1,0,5.0,1080.0,1890.0,2970.0,0.0,2970.0
2023-04,FERGLOBIN 250MG,Quezon,1,1,1,0,10.0,3250.0,2000.0,5250.0,2250.0,7500.0
2023-04,FOLACID 5MG,Quezon,1,1,1,0,0.3,70.88,70.88,0.0,0.0,0.0
2023-04,HIVENT PLUS,Cavite,1,1,1,0,2.0,660.0,1500.0,2160.0,0.0,2160.0
2023-04,HYCLENS WOUND SPRAY (60ML),Batangas,1,1,1,0,30.0,3439.8,4060.2,7500.0,0.0,7500.0
2023-04,HYCLENS WOUND SPRAY (60ML),Cavite,1,1,1,0,6.0,687.96,812.04,1500.0,0.0,1500.0
2023-04,HYCLENS WOUND SPRAY (60ML),Marinduque,1,1,1,0,24.0,2751.84,3296.16,6048.0,672.0,6720.0
2023-04,HYCLENS WOUND SPRAY (60ML),Quezon,6,1,6,0,65.0,7452.9,9277.74,16272.0,1008.0,17280.0
2023-04,HYCLENS WOUND SPRAY 2% 60ML,Quezon,1,1,1,0,12.0,1375.92,1648.08,3024.0,0.0,3024.0
2023-04,JAGA 300MG/100MG/100MCG,Batangas,1,1,1,0,3.0,1590.0,3180.0,4770.0,0.0,4770.0
2023-04,JAGA 300MG/100MG/100MCG,Quezon,3,1,3,0,5.0,2650.0,3664.0,6314.0,462.0,6776.0
2023-04,JAGAPLEX TAB,Quezon,1,1,1,0,5.0,1975.0,5275.0,7250.0,0.0,7250.0
2023-04,KIDDIREL ORAL DROPS,Quezon,2,1,2,0,18.0,738.0,1422.0,2160.0,0.0,2160.0
2023-04,LACTAMOX 250MG/62.5MG/5ML,Batangas,1,1,1,0,17.0,2204.9,3915.1,6120.0,0.0,6120.0
2023-04,LACTAMOX 500MG/125MG TAB,Batangas,2,1,2,0,5.0,5868.0,12132.0,18000.0,0.0,18000.0
2023-04,MERAZOL 40MG,Cavite,1,1,1,0,1.0,260.0,1340.0,1600.0,0.0,1600.0
2023-04,MERGOT 125MCG,Quezon,1,1,1,0,5.0,3150.0,4550.0,7700.0,0.0,7700.0
2023-04,METMIC 500MG,Batangas,1,1,1,0,5.0,1137.5,2437.5,3575.0,0.0,3575.0
2023-04,OPREX 40MG,Batangas,1,1,1,0,8.0,2000.0,2000.0,4000.0,0.0,4000.0
2023-04,PHYTOMEN 10MG/ML,Quezon,1,1,1,0,30.0,4260.0,20640.0,24900.0,0.0,24900.0
2023-04,ROVASU10,Quezon,2,1,2,0,30.0,5400.0,10506.0,15906.0,2574.0,18480.0
2023-04,SANOMAX - FA,Quezon,1,1,1,0,5.0,2800.0,2100.0,4900.0,2100.0,7000.0
2023-04,TANAFEN 450MG/35MG TAB,Quezon,1,1,1,0,3.0,525.0,1650.0,2175.0,0.0,2175.0
2023-04,TRIDEN 160MG,Batangas,1,1,1,0,3.0,2160.0,5400.0,7560.0,0.0,7560.0
2023-04,TRIDEN 160MG,Quezon,1,1,1,0,1.0,720.0,1260.0,1980.0,0.0,1980.0
2023-04,TRIVASC 35MG MR,Cavite,1,1,1,0,20.0,8750.0,19750.0,28500.0,0.0,28500.0
2023-04,TRIVASC 35MG MR,Quezon,3,1,3,0,30.0,13125.0,13200.0,26325.0,14175.0,40500.0
2023-04,TRIZEF 100MG,Batangas,2,1,2,0,8.0,11200.0,32000.0,43200.0,0.0,43200.0
2023-04,TRIZINE SYRUP,Marinduque,1,1,1,0,36.0,7560.0,4320.0,11880.0,0.0,11880.0
2023-04,VOXOLL 15MG/5ML SYR,Quezon,5,1,5,0,73.0,2190.0,1642.5,3832.5,1642.5,5475.0
2023-04,VOXOLL 30MG TAB,Batangas,2,1,2,0,5.0,840.0,2735.0,3575.0,0.0,3575.0
2023-04,ZELEX 200MG,Batangas,1,1,1,0,2.0,1850.0,3150.0,5000.0,0.0,5000.0
2023-05,AFENAX 100MG,Batangas,1,1,1,0,2.0,1190.0,2770.0,3960.0,0.0,3960.0
2023-05,BENERVA PLUS TAB,Quezon,2,1,2,0,6.0,3300.0,2700.0,6000.0,0.0,6000.0
2023-05,BERCEF 250MG/5ML SUS,Quezon,1,1,1,0,40.0,6560.0,2440.0,9000.0,0.0,9000.0
2023-05,BUFEN 200MG/ML,Quezon,1,1,1,0,12.0,438.0,927.0,1365.0,0.0,1365.0
2023-05,CENDALEX 250MG/5ML SUS,Quezon,2,1,2,0,17.0,1011.5,983.5,1995.0,855.0,2850.0
2023-05,CENDALEX 500MG CAP,Batangas,3,1,3,0,14.0,4025.0,11375.0,15400.0,0.0,15400.0
2023-05,CENDALEX 500MG CAP,Quezon,2,1,2,0,4.0,1150.0,2070.0,3220.0,1380.0,4600.0
2023-05,CEPROTRON 500MG TAB,Batangas,1,1,1,0,5.0,2750.0,6875.0,9625.0,0.0,9625.0
2023-05,CINNABLOC 25MG,Quezon,1,1,1,0,5.0,1000.0,925.0,1925.0,825.0,2750.0
2023-05,CINNABLOC 25MG TAB,Batangas,1,1,1,0,5.0,1000.0,1750.0,2750.0,0.0,2750.0
2023-05,CINNABLOC 75MG,Batangas,1,1,1,0,5.0,350.0,530.0,880.0,0.0,880.0
2023-05,CINNABLOC 75MG,Quezon,1,1,1,0,7.0,490.0,630.0,1120.0,0.0,1120.0
2023-05,CINNABLOC 75MG CAP,Batangas,1,1,1,0,2.0,140.0,3380.0,3520.0,0.0,3520.0
2023-05,CIUMADE,Quezon,1,1,1,0,1.0,450.0,1000.0,1450.0,0.0,1450.0
2023-05,CLOVAS 75MG,Quezon,1,1,1,0,13.0,4485.0,11715.0,16200.0,0.0,16200.0
2023-05,DOLO JAGA 500MG/50MG/100MG/100MCG,Batangas,2,1,2,0,8.0,4920.0,9480.0,14400.0,0.0,14400.0
2023-05,DOLO-JAGA 500MG/50MG/100MG/100MCG,Batangas,1,1,1,0,5.0,3075.0,5925.0,9000.0,0.0,9000.0
2023-05,DOPAMET 250MG TAB,Quezon,1,1,1,0,20.0,3900.0,10660.0,14560.0,0.0,14560.0
2023-05,EMLOR PLUS,Batangas,3,1,3,0,13.0,2808.0,4914.0,7722.0,0.0,7722.0
2023-05,EMZART 80,Batangas,2,1,2,0,5.0,1320.0,3300.0,4620.0,0.0,4620.0
2023-05,EMZART-40 40MG,Quezon,2,1,2,0,25.0,3900.0,6825.0,10725.0,0.0,10725.0
2023-05,EMZART-80 80MG,Quezon,2,1,2,0,25.0,6600.0,11550.0,18150.0,0.0,18150.0
2023-05,ERGON 125MCG,Quezon,1,1,1,0,3.0,360.0,1640.0,2000.0,0.0,2000.0
2023-05,FERGLOBIN 250MG,Quezon,1,1,1,0,10.0,3250.0,4250.0,7500.0,0.0,7500.0
2023-05,FERGLOBIN 250MG CAP,Quezon,1,1,1,0,5.0,1625.0,650.0,2275.0,0.0,2275.0
2023-05,FLAGEX 500MG,Quezon,1,1,1,0,1.0,85.0,321.0,406.0,174.0,580.0
2023-05,FOLACID 5MG,Quezon,2,1,2,0,4.0,945.0,778.0,1723.0,369.0,2092.0
2023-05,GITOR-40 40MG,Quezon,1,1,1,0,1.0,875.0,2925.0,3800.0,0.0,3800.0
2023-05,HISTARIL 1MG/50MG/5ML SYR,Batangas,1,1,1,0,12.0,396.0,756.0,1152.0,0.0,1152.0
2023-05,HYCLENS GARGLE (120ML),Batangas,1,1,1,0,10.0,880.0,1050.0,1930.0,0.0,1930.0
2023-05,HYCLENS GARGLE (120ML),Quezon,1,1,1,0,12.0,1056.0,1440.0,2496.0,0.0,2496.0
2023-05,HYCLENS WOUND SPRAY (60ML),Batangas,1,1,1,0,12.0,1375.92,2056.08,3432.0,0.0,3432.0
2023-05,HYCLENS WOUND SPRAY (60ML),Quezon,4,1,4,0,81.0,9287.46,11556.54,20844.0,1008.0,21852.0
2023-05,IRBIN 150MG,Quezon,5,1,5,0,90.0,20520.0,62310.8,82830.8,853.2,83684.0
2023-05,JAGA 300MG/100MG/100MCG,Batangas,3,1,3,0,5.0,2650.0,5300.0,7950.0,0.0,7950.0
2023-05,JAGA 300MG/100MG/100MCG,Quezon,5,1,5,0,10.0,5300.0,5480.0,10780.0,1848.0,12628.0
2023-05,JAGA 300MG/100MG/100MCG CAP,Batangas,1,1,1,0,5.0,2650.0,5300.0,7950.0,0.0,7950.0
2023-05,JAGA 300MG/100MG/100MCG CAP,Quezon,1,1,1,0,1.0,530.0,548.0,1078.0,462.0,1540.0
2023-05,JAGAPLEX TAB,Quezon,3,1,3,0,18.0,7110.0,17390.0,24500.0,0.0,24500.0
2023-05,LACTAMOX 250MG/62.5MG/5ML,Batangas,2,1,2,0,36.0,4669.2,8290.8,12960.0,0.0,12960.0
2023-05,LACTAMOX 500MG/125MG,Batangas,1,1,1,0,5.0,5868.0,9132.0,15000.0,0.0,15000.0
2023-05,LACTAMOX 500MG/125MG TAB,Batangas,4,1,4,0,9.0,10562.4,21837.6,32400.0,0.0,32400.0
2023-05,LACTAMOX 500MG/125MG TAB,Quezon,1,1,1,0,6.0,7041.6,15758.4,22800.0,0.0,22800.0
2023-05,MUCOLIFAR 500MG,Batangas,1,1,1,0,3.0,3300.0,8250.0,11550.0,0.0,11550.0
2023-05,MULTI GROW 120ML,Quezon,1,1,1,0,24.0,2160.0,3960.0,6120.0,0.0,6120.0
2023-05,MULTI GROW 30ML DROPS,Quezon,1,1,1,0,12.0,840.0,1500.0,2340.0,0.0,2340.0
2023-05,OPREX 40MG,Batangas,2,1,2,0,12.0,3000.0,3000.0,6000.0,0.0,6000.0
2023-05,PHYTOMEN 10MG/ML,Quezon,1,1,1,0,30.0,4260.0,20640.0,24900.0,0.0,24900.0
2023-05,ROVASU20,Quezon,1,1,1,0,36.0,11556.0,19332.0,30888.0,0.0,30888.0
2023-05,SANOMAX - FA,Quezon,1,1,1,0,5.0,2800.0,2100.0,4900.0,2100.0,7000.0
2023-05,SOLVAPRINE 10MG,Quezon,1,1,1,0,10.0,1500.0,3750.0,5250.0,0.0,5250.0
2023-05,TANAFEN 450MG/35MG,Quezon,1,1,1,0,5.0,875.0,1750.0,2625.0,1125.0,3750.0
2023-05,TANAFEN 450MG/35MG TAB,Quezon,1,1,1,0,3.0,525.0,1725.0,2250.0,0.0,2250.0
2023-05,TERMAGEN 500MG,Batangas,1,1,1,0,3.0,315.0,345.0,660.0,0.0,660.0
2023-05,TERMAGEN 500MG TAB,Batangas,1,1,1,0,5.0,525.0,975.0,1500.0,0.0,1500.0
2023-05,TOSYLAM 750MG TAB,Quezon,1,1,1,0,6.0,8700.0,16200.0,24900.0,0.0,24900.0
2023-05,TRIDEN 160MG,Batangas,2,1,2,0,6.0,4320.0,10800.0,15120.0,0.0,15120.0
2023-05,TRIDEN 160MG TAB,Batangas,1,1,1,0,5.0,3600.0,9200.0,12800.0,0.0,12800.0
2023-05,TRIVASC 35MG MR,Quezon,6,1,6,0,63.0,27562.5,32512.5,60075.0,23625.0,83700.0
2023-05,TRIZEF 100MG,Batangas,2,1,2,0,6.0,8400.0,24000.0,32400.0,0.0,32400.0
2023-05,TRIZEF 200MG TAB,Batangas,1,1,1,0,3.0,4800.0,24450.0,29250.0,0.0,29250.0
2023-05,VOXOLL 15MG/5ML SYR,Quezon,3,1,3,0,61.0,1830.0,1372.5,3202.5,1372.5,4575.0
2023-05,VOXOLL 30MG,Batangas,1,1,1,0,5.0,840.0,2735.0,3575.0,0.0,3575.0
2023-05,VOXOLL 30MG TAB,Batangas,2,1,2,0,8.0,1344.0,4376.0,5720.0,0.0,5720.0
2023-05,ZELEX 200MG,Batangas,2,1,2,0,3.0,2775.0,4725.0,7500.0,0.0,7500.0
2023-05,ZILTEM 25MG,Quezon,2,1,2,0,25.0,38333.33,56541.67,94875.0,0.0,94875.0
2023-06,AFENAX 100MG,Batangas,2,1,2,0,26.0,15470.0,19420.0,9900.0,0.0,9900.0
2023-06,AMINOSOL 25MG/ML,Quezon,1,1,1,0,5.0,900.0,900.0,0.0,0.0,0.0
2023-06,AMPI-1,Camarines Norte,1,1,1,0,2.3,460.0,460.0,0.0,0.0,0.0
2023-06,ANEROCIN 300MG,Batangas,2,1,2,0,27.0,26433.0,29317.0,6800.0,0.0,6800.0
2023-06,ANEROCIN 300MG,Quezon,1,1,1,0,3.0,2937.0,2937.0,0.0,0.0,0.0
2023-06,ANTIZOAL 5MG/ML,Cavite,1,1,1,0,30.0,480.0,480.0,0.0,0.0,0.0
2023-06,ARTAL-H 50MG/12.5MG,Batangas,1,1,1,0,10.0,1518.18,1518.18,0.0,0.0,0.0
2023-06,ARTAL-H 50MG/12.5MG TAB,Batangas,2,1,2,0,2.0,230.0,5770.0,6000.0,0.0,6000.0
2023-06,ATOVAS 20MG,Quezon,1,1,1,0,20.0,3600.0,3600.0,0.0,0.0,0.0
2023-06,ATOVAS 80MG,Quezon,1,1,1,0,20.0,4464.2,4464.2,0.0,0.0,0.0
2023-06,BENERVA FORTE 300MG/100MG/100MCG,Batangas,2,1,2,0,4.0,2100.0,3900.0,6000.0,0.0,6000.0
2023-06,BENERVA FORTE CAP,Batangas,1,1,1,0,10.0,5250.0,5250.0,0.0,0.0,0.0
2023-06,BENERVA FORTE CAP,Marinduque,1,1,1,0,30.0,15750.0,16590.0,32340.0,13860.0,46200.0
2023-06,BENERVA FORTE CAP,Quezon,1,1,1,0,35.0,18375.0,18375.0,0.0,0.0,0.0
2023-06,BERCEF 250MG/5ML,Quezon,1,1,1,0,12.0,2160.0,3240.0,5400.0,0.0,5400.0
2023-06,BERCEF 250MG/5ML SUS,Quezon,2,1,2,0,24.0,3936.0,5156.0,4500.0,0.0,4500.0
2023-06,BROADMETZ 500MG CAP,Camarines Norte,1,1,1,0,1.0,319.0,319.0,0.0,0.0,0.0
2023-06,BROADMETZ 500MG CAP,Camarines Sur,1,1,1,0,1.0,319.0,319.0,0.0,0.0,0.0
2023-06,BUFEN 200MG/ML,Quezon,2,1,2,0,24.0,876.0,1365.0,1365.0,0.0,1365.0
2023-06,BUPIRIGHT AMPULE,Camarines Norte,1,1,1,0,120.0,21600.0,21600.0,0.0,0.0,0.0
2023-06,CATAMED 75MCG TAB,Cavite,1,1,1,0,8.0,3080.0,3080.0,0.0,0.0,0.0
2023-06,CENDALEX 100MG/ML DROPS,Quezon,2,1,2,0,81.0,2891.7,3414.9,1380.0,0.0,1380.0
2023-06,CENDALEX 250MG/5ML SUS,Batangas,1,1,1,0,32.0,1904.0,1904.0,0.0,0.0,0.0
2023-06,CENDALEX 250MG/5ML SUS,Quezon,3,1,3,0,51.0,3034.5,2933.7,2755.2,1180.8,3936.0
2023-06,CENDALEX 500MG,Batangas,1,1,1,0,4.0,1150.0,3250.0,4400.0,0.0,4400.0
2023-06,CENDALEX 500MG CAP,Batangas,7,1,7,0,39.0,11212.5,21712.5,22000.0,0.0,22000.0
2023-06,CENDALEX 500MG CAP,Quezon,3,1,3,0,19.0,5462.5,7302.5,6440.0,2760.0,9200.0
2023-06,CINNABLOC 25MG,Batangas,2,1,2,0,32.0,6400.0,7150.0,2750.0,0.0,2750.0
2023-06,CINNABLOC 25MG,Camarines Norte,1,1,1,0,11.19,2238.0,2238.0,0.0,0.0,0.0
2023-06,CINNABLOC 25MG,Quezon,2,1,2,0,17.0,3400.0,3553.67,4153.67,1346.33,5500.0
2023-06,CINNABLOC 75MG,Batangas,2,1,2,0,52.0,3640.0,3820.0,880.0,0.0,880.0
2023-06,CINNABLOC 75MG,Cavite,1,1,1,0,5.0,350.0,350.0,0.0,0.0,0.0
2023-06,CINNABLOC 75MG,Quezon,1,1,1,0,30.0,2100.0,2100.0,0.0,0.0,0.0
2023-06,CIUMADE,Batangas,1,1,1,0,5.0,2250.0,2250.0,0.0,0.0,0.0
2023-06,CIUMADE TAB,Batangas,1,1,1,0,3.0,1350.0,1620.0,2970.0,0.0,2970.0
2023-06,CIUMADE TAB,Quezon,1,1,1,0,1.0,450.0,565.0,1015.0,435.0,1450.0
2023-06,CORBAL 100MG,Cavite,1,1,1,0,3.0,630.0,630.0,0.0,0.0,0.0
2023-06,CORBAL 250MG,Cavite,1,1,1,0,4.8,2712.0,2712.0,0.0,0.0,0.0
2023-06,DOLO JAGA 500MG/50MG/100MG/100MCG,Batangas,2,1,2,0,8.0,4920.0,7770.0,9000.0,0.0,9000.0
2023-06,DOLO JAGA 500MG/50MG/100MG/100MCG,Camarines Norte,1,1,1,0,9.0,5535.0,5535.0,0.0,0.0,0.0
2023-06,DOLO JAGA 500MG/50MG/100MG/100MCG,Camarines Sur,1,1,1,0,14.0,8610.0,8610.0,0.0,0.0,0.0
2023-06,DOLO JAGA 500MG/50MG/100MG/100MCG,Marinduque,1,1,1,0,10.0,6150.0,7850.0,14000.0,6000.0,20000.0
2023-06,DOLO JAGA 500MG/50MG/100MG/100MCG,Quezon,2,1,2,0,8.0,4920.0,6460.0,4000.0,0.0,4000.0
2023-06,DOLO-JAGA 500MG/50MG/100MG/100MCG,Batangas,1,1,1,0,3.0,1845.0,3555.0,5400.0,0.0,5400.0
2023-06,DOLO-JAGA 500MG/50MG/100MG/100MCG,Quezon,1,1,1,0,1.0,615.0,785.0,1400.0,600.0,2000.0
2023-06,DOPAMET 250MG TAB,Quezon,2,1,2,0,23.0,4485.0,5499.0,2184.0,0.0,2184.0
2023-06,DUOTRAM 325MG/37.5MG,Camarines Sur,1,1,1,0,4.0,2080.0,2080.0,0.0,0.0,0.0
2023-06,EASELAC 3.33G/5ML ORAL SOLUTION,Camarines Norte,1,1,1,0,140.0,12040.0,12040.0,0.0,0.0,0.0
2023-06,EMLOR PLUS,Batangas,3,1,3,0,11.0,2376.0,3672.0,4752.0,0.0,4752.0
2023-06,EMZART 80,Batangas,3,1,3,0,13.0,3432.0,7392.0,9240.0,0.0,9240.0
2023-06,EMZART 80,Quezon,1,1,1,0,2.0,528.0,528.0,0.0,0.0,0.0
2023-06,EMZART-80 80MG,Quezon,1,1,1,0,10.0,2640.0,4620.0,7260.0,0.0,7260.0
2023-06,ERGON 125MCG,Quezon,3,1,3,0,4.0,480.0,3760.0,4000.0,0.0,4000.0
2023-06,EVAPROST 125MCG/ML,Camarines Norte,1,1,1,0,9.0,16848.0,16848.0,0.0,0.0,0.0
2023-06,EVAPROST 250MCG/ML,Camarines Norte,1,1,1,0,18.0,64350.0,64350.0,0.0,0.0,0.0
2023-06,FERGLOBIN 250MG,Marinduque,1,1,1,0,10.0,3250.0,2000.0,5250.0,2250.0,7500.0
2023-06,FERGLOBIN 250MG,Quezon,1,1,1,0,35.0,11375.0,11375.0,0.0,0.0,0.0
2023-06,FERGLOBIN FA 60MG/400MCG,Quezon,1,1,1,0,1.0,325.0,325.0,0.0,0.0,0.0
2023-06,FLAGEX 500MG,Quezon,1,1,1,0,2.0,170.0,170.0,0.0,0.0,0.0
2023-06,FOLACID 5MG,Quezon,1,1,1,0,21.68,5121.9,5121.9,0.0,0.0,0.0
2023-06,FOLACID 5MG CAP,Quezon,1,1,1,0,10.0,2362.5,5137.5,7500.0,0.0,7500.0
2023-06,GIAN ZINC 120ML SYR,Batangas,1,1,1,0,1.0,85.0,85.0,0.0,0.0,0.0
2023-06,GYNE-TOCIN 10IU/ML,Cavite,1,1,1,0,20.0,1800.0,1800.0,0.0,0.0,0.0
2023-06,HISTARIL 1MG/50MG/5ML SYR,Camarines Sur,1,1,1,0,4.0,132.0,132.0,0.0,0.0,0.0
2023-06,HISTARIL 2MG/100MG CAP,Camarines Sur,1,1,1,0,4.0,900.0,900.0,0.0,0.0,0.0
2023-06,HIVENT 1MG/2.5ML,Cavite,1,1,1,0,1.0,287.0,287.0,0.0,0.0,0.0
2023-06,HIVENT PLUS,Cavite,1,1,1,0,4.0,1320.0,1320.0,0.0,0.0,0.0
2023-06,HYCLENS GARGLE (120ML),Batangas,1,1,1,0,2.0,176.0,176.0,0.0,0.0,0.0
2023-06,HYCLENS GARGLE (60ML),Camarines Norte,1,1,1,0,123.0,7995.0,7995.0,0.0,0.0,0.0
2023-06,HYCLENS GARGLE (60ML),Quezon,1,1,1,0,54.0,3510.0,3510.0,0.0,0.0,0.0
2023-06,HYCLENS WOUND SPRAY (60ML),Batangas,5,1,4,0,213.0,24422.58,27046.66,26932.0,0.0,26932.0
2023-06,HYCLENS WOUND SPRAY (60ML),Marinduque,1,1,1,0,12.0,1375.92,1648.08,3024.0,336.0,3360.0
2023-06,HYCLENS WOUND SPRAY (60ML),Quezon,4,1,4,0,244.0,27977.04,29537.64,11880.0,420.0,12300.0
2023-06,HYCLENS WOUND SPRAY 2% 60ML,Batangas,2,1,2,0,58.0,6650.28,7270.68,7500.0,0.0,7500.0
2023-06,HYCLENS WOUND SPRAY 2% 60ML,Quezon,1,1,1,0,20.0,2293.2,2746.8,5040.0,560.0,5600.0
2023-06,HYPHEN 50MG,Camarines Sur,1,1,1,0,4.0,909.09,909.09,0.0,0.0,0.0
2023-06,HYPHEN 50MG,Cavite,1,1,1,0,3.0,681.82,681.82,0.0,0.0,0.0
2023-06,ISORANE 100% V/V 100ML,Camarines Norte,1,1,1,0,55.0,101750.0,101750.0,0.0,0.0,0.0
2023-06,JAGA 300MG/100MG/100MCG,Batangas,4,1,4,0,23.0,12190.0,17490.0,15900.0,0.0,15900.0
2023-06,JAGA 300MG/100MG/100MCG,Camarines Sur,1,1,1,0,1.0,530.0,530.0,0.0,0.0,0.0
2023-06,JAGA 300MG/100MG/100MCG,Quezon,4,1,4,0,20.0,10600.0,10816.0,12936.0,462.0,13398.0
2023-06,JAGA 300MG/100MG/100MCG CAP,Batangas,1,1,1,0,2.0,1060.0,2120.0,3180.0,0.0,3180.0
2023-06,JAGA 300MG/100MG/100MCG CAP,Quezon,1,1,1,0,2.0,1060.0,1096.0,2156.0,924.0,3080.0
2023-06,JAGAPLEX SYR 120ML,Batangas,3,1,2,0,21.0,1130.85,1496.95,1120.0,0.0,1120.0
2023-06,JAGAPLEX TAB,Quezon,2,1,2,0,17.0,6715.0,7755.0,4200.0,0.0,4200.0
2023-06,KIDDIREL ORAL DROPS,Quezon,1,1,1,0,34.0,1394.0,1394.0,0.0,0.0,0.0
