period,product,territory,row_count,unique_products,unique_dr_numbers,estimated_rows,quantity,total_trade_price,net_income,net_cost,discount,total_cost
2021-11,TERMAGEN 500MG,Batangas,1,1,1,0,5.0,525.0,575.0,1100.0,0.0,1100.0
2021-11,TRIVASC 35MG MR,Cavite,1,1,1,0,5.0,2187.5,4937.5,7125.0,0.0,7125.0
2021-11,TRIVASC 35MG MR,Quezon,7,1,7,0,70.0,30625.0,30800.0,61425.0,33075.0,94500.0
2021-11,VITACORE 100MG,Marinduque,1,1,1,0,20.0,2300.0,15700.0,18000.0,0.0,18000.0
2021-11,VOXOLL 30MG TAB,Quezon,1,1,1,0,2.0,336.0,574.0,910.0,390.0,1300.0
2021-12,ACCELAC 3.35G/5ML,Camarines Norte,2,1,2,0,25.0,3162.5,2587.5,5750.0,0.0,5750.0
2021-12,AFENAX 100MG,Batangas,2,1,2,0,10.0,5950.0,13850.0,19800.0,0.0,19800.0
2021-12,ANTIZOAL 5MG/ML,Cavite,1,1,1,0,50.0,1050.0,3450.0,4500.0,0.0,4500.0
2021-12,BROADMETZ 100MG/ML DROPS,Camarines Sur,1,1,1,0,15.0,465.9,1049.1,1515.0,0.0,1515.0
2021-12,BROXIL-M 15MG/5ML SYR,Camarines Sur,1,1,1,0,15.0,465.0,1110.0,1575.0,0.0,1575.0
2021-12,BUPIRIGHT AMPULE,Camarines Norte,3,1,3,0,56.0,10360.0,15640.0,26000.0,0.0,26000.0
2021-12,CENDALEX 100MG/ML DROPS,Quezon,2,1,2,0,24.0,744.0,1602.0,2346.0,414.0,2760.0
2021-12,CEPROTRON 500MG,Batangas,1,1,1,0,5.0,2750.0,6875.0,9625.0,0.0,9625.0
2021-12,CEPROTRON 500MG,Camarines Sur,1,1,1,0,4.0,2200.0,4800.0,7000.0,0.0,7000.0
2021-12,CINNABLOC 75MG,Batangas,1,1,1,0,10.0,400.0,1360.0,1760.0,0.0,1760.0
2021-12,CORBAL 100MG,Cavite,1,1,1,0,5.0,1050.0,7950.0,9000.0,0.0,9000.0
2021-12,DOLO JAGA 500MG/50MG/100MG/100MCG,Batangas,2,1,2,0,10.0,6150.0,11850.0,18000.0,0.0,18000.0
2021-12,DOLO JAGA 500MG/50MG/100MG/100MCG,Camarines Sur,3,1,3,0,15.0,9225.0,9375.0,18600.0,0.0,18600.0
2021-12,DOLO JAGA 500MG/50MG/100MG/100MCG,Quezon,1,1,1,0,5.0,3075.0,6925.0,10000.0,0.0,10000.0
2021-12,EPIX BY 10'S,Cavite,1,1,1,0,10.0,1750.0,6850.0,8600.0,0.0,8600.0
2021-12,EPIX BY 10'S,Quezon,1,1,1,0,30.0,5250.0,15000.0,20250.0,0.0,20250.0
2021-12,EVAPROST 250MCG/ML,Camarines Norte,2,1,2,0,5.0,17875.0,9625.0,27500.0,0.0,27500.0
2021-12,FERGLOBIN 250MG,Quezon,2,1,2,0,12.0,3900.0,2400.0,6300.0,2700.0,9000.0
2021-12,FLUIFORT-M 50MG DROPS,Quezon,2,1,2,0,24.0,720.0,926.4,1646.4,705.6,2352.0
2021-12,GLOVEDOL 6.25MG,Quezon,1,1,1,0,50.0,1850.0,19000.0,20850.0,0.0,20850.0
2021-12,GYNE-TOCIN 10IU/ML,Cavite,1,1,1,0,10.0,740.0,7260.0,8000.0,0.0,8000.0
2021-12,HISTARIL 1MG/50MG/5ML SYR,Camarines Sur,1,1,1,0,12.0,267.6,788.4,1056.0,0.0,1056.0
2021-12,HYCLENS GARGLE (60ML),Camarines Norte,3,1,3,0,99.0,6435.0,2871.0,9306.0,0.0,9306.0
2021-12,HYCLENS WOUND SPRAY (60ML),Quezon,1,1,1,0,26.0,2981.16,3738.84,6720.0,0.0,6720.0
2021-12,HYPHEN 50MG,Cavite,1,1,1,0,5.0,1136.35,2463.65,3600.0,0.0,3600.0
2021-12,INTRAPLEM 500MG,Camarines Sur,1,1,1,0,5.0,1400.0,3500.0,4900.0,0.0,4900.0
2021-12,IRBIN 150MG,Quezon,1,1,1,0,50.0,10363.5,36636.5,47000.0,0.0,47000.0
2021-12,ISORANE 100% V/V 100ML,Camarines Norte,2,1,2,0,8.0,13600.0,30000.0,43600.0,0.0,43600.0
2021-12,JAGA 300MG/100MG/100MCG,Camarines Sur,1,1,1,0,2.0,1060.0,2140.0,3200.0,0.0,3200.0
2021-12,JAGA 300MG/100MG/100MCG,Quezon,1,1,1,0,2.0,1060.0,1096.0,2156.0,924.0,3080.0
2021-12,LACTAMOX 500MG/125MG TAB,Batangas,1,1,1,0,1.0,1047.86,1622.64,2670.5,1144.5,3815.0
2021-12,LACTAMOX 500MG/125MG TAB,Camarines Sur,1,1,1,0,5.0,5239.3,9760.7,15000.0,0.0,15000.0
2021-12,LACTAMOX 500MG/125MG TAB,Quezon,1,1,1,0,2.0,2095.72,3245.28,5341.0,2289.0,7630.0
2021-12,LOCETIN 5MG,Batangas,1,1,1,0,3.0,780.0,7620.0,8400.0,0.0,8400.0
2021-12,MAXXIVIT PLUS,Quezon,1,1,1,0,5.0,2800.0,4200.0,7000.0,0.0,7000.0
2021-12,MECLOP 5MG\ML,Cavite,1,1,1,0,5.0,180.0,1695.0,1875.0,0.0,1875.0
2021-12,METMIC 500MG,Batangas,1,1,1,0,2.0,455.0,975.0,1430.0,0.0,1430.0
2021-12,MULTI GROW 120ML,Quezon,1,1,1,0,20.0,1800.0,120.0,1680.0,720.0,2400.0
2021-12,MULTI GROW 30ML DROPS,Quezon,1,1,1,0,36.0,2520.0,2268.0,4788.0,2052.0,6840.0
2021-12,PHYTOMEN 10MG/ML,Quezon,1,1,1,0,10.0,1450.0,6350.0,7800.0,0.0,7800.0
2021-12,SOLUNATE 84MG/ML (8.4%),Camarines Norte,1,1,1,0,0.6,2760.0,630.0,3390.0,0.0,3390.0
2021-12,TRIVASC 35MG MR,Quezon,3,1,3,0,30.0,13125.0,13200.0,26325.0,14175.0,40500.0
2021-12,TRIZEF 100MG,Batangas,1,1,1,0,5.0,6363.65,20636.35,27000.0,0.0,27000.0
2021-12,XYNETRIX CHEWABLE TABLET,Batangas,1,1,1,0,5.0,2250.0,2700.0,4950.0,0.0,4950.0
2021-12,XYNETRIX CHEWABLE TABLET,Quezon,2,1,2,0,5.0,2250.0,2300.0,4550.0,1950.0,6500.0
2022-01,ACCELAC 3.35G/5ML,Camarines Norte,1,1,1,0,20.0,2530.0,2070.0,4600.0,0.0,4600.0
2022-01,BENERVA FORTE CAP,Marinduque,1,1,1,0,30.0,15750.0,16590.0,32340.0,13860.0,46200.0
2022-01,BERCEF 250MG/5ML SUS,Quezon,1,1,1,0,20.0,3280.0,1220.0,4500.0,0.0,4500.0
2022-01,BUPIRIGHT AMPULE,Camarines Norte,2,1,2,0,78.0,14430.0,37320.0,51750.0,0.0,51750.0
2022-01,CATAMED 75MCG TAB,Cavite,1,1,1,0,3.0,1155.0,1038.75,2193.75,0.0,2193.75
2022-01,CENDALEX 100MG/ML DROPS,Quezon,1,1,1,0,24.0,787.2,1972.8,2760.0,0.0,2760.0
2022-01,CENDALEX 500MG CAP,Batangas,1,1,1,0,4.0,846.6,3113.4,3960.0,0.0,3960.0
2022-01,CEPROTRON 500MG,Batangas,2,1,2,0,10.0,5500.0,13750.0,19250.0,0.0,19250.0
2022-01,CINNABLOC 25MG,Batangas,1,1,1,0,4.0,532.0,1668.0,2200.0,0.0,2200.0
2022-01,CIXTOR-Z 500MG,Quezon,1,1,1,0,1.0,210.0,290.5,500.5,214.5,715.0
2022-01,CORBAL 250MG,Cavite,1,1,1,0,5.0,2825.0,6175.0,9000.0,0.0,9000.0
2022-01,DOLO JAGA 500MG/50MG/100MG/100MCG,Batangas,2,1,2,0,10.0,6150.0,11850.0,18000.0,0.0,18000.0
2022-01,DOLO JAGA 500MG/50MG/100MG/100MCG,Marinduque,1,1,1,0,10.0,6150.0,7850.0,14000.0,6000.0,20000.0
2022-01,EVAPROST 250MCG/ML,Camarines Norte,2,1,2,0,4.0,14300.0,8220.0,22520.0,0.0,22520.0
2022-01,FERGLOBIN 250MG,Marinduque,1,1,1,0,10.0,3250.0,1825.0,5075.0,2175.0,7250.0
2022-01,FLUIFORT-M 50MG DROPS,Quezon,1,1,1,0,24.0,720.0,960.0,1680.0,720.0,2400.0
2022-01,GYNE-TOCIN 10IU/ML,Cavite,1,1,1,0,10.0,600.0,7400.0,8000.0,0.0,8000.0
2022-01,HYCLENS GARGLE (60ML),Camarines Norte,1,1,1,0,30.0,1950.0,870.0,2820.0,0.0,2820.0
2022-01,HYCLENS GARGLE (60ML),Cavite,1,1,1,0,12.0,780.0,1440.0,2220.0,0.0,2220.0
2022-01,HYCLENS WOUND SPRAY (60ML),Batangas,1,1,1,0,12.0,1375.92,2056.08,3432.0,0.0,3432.0
2022-01,HYCLENS WOUND SPRAY (60ML),Cavite,1,1,1,0,12.0,1375.92,1375.92,2751.84,0.0,2751.84
2022-01,HYCLENS WOUND SPRAY (60ML),Marinduque,1,1,1,0,20.0,2293.2,2746.8,5040.0,560.0,5600.0
2022-01,HYCLENS WOUND SPRAY (60ML),Quezon,1,1,1,0,1.0,114.66,137.34,252.0,28.0,280.0
2022-01,HYCLENS WOUND SPRAY 1GALLON,Cavite,1,1,1,0,1.0,1474.2,1474.2,2948.4,0.0,2948.4
2022-01,HYPHEN 50MG,Cavite,1,1,1,0,3.0,435.0,2377.5,2812.5,0.0,2812.5
2022-01,JAGA 300MG/100MG/100MCG,Batangas,1,1,1,0,5.0,2650.0,5300.0,7950.0,0.0,7950.0
2022-01,JAGA 300MG/100MG/100MCG,Quezon,2,1,2,0,3.0,1590.0,1644.0,3234.0,1386.0,4620.0
2022-01,LACTAMOX 500MG/125MG TAB,Batangas,2,1,2,0,4.0,4694.4,9705.6,14400.0,0.0,14400.0
2022-01,MAXXIVIT PLUS,Quezon,1,1,1,0,10.0,5600.0,8400.0,14000.0,0.0,14000.0
2022-01,METMIC 500MG,Batangas,1,1,1,0,3.0,682.5,1462.5,2145.0,0.0,2145.0
2022-01,SUSTACHLOR 125MG/5ML,Marinduque,2,1,2,0,66.0,3135.0,9075.0,12210.0,0.0,12210.0
2022-01,TERMAGEN 500MG,Batangas,1,1,1,0,10.0,1050.0,1950.0,3000.0,0.0,3000.0
2022-01,TRIVASC 35MG MR,Quezon,2,1,2,0,20.0,8750.0,8800.0,17550.0,9450.0,27000.0
2022-01,TRIZEF 100MG,Batangas,1,1,1,0,3.0,4200.0,12000.0,16200.0,0.0,16200.0
2022-01,VOXOLL 30MG TAB,Batangas,1,1,1,0,5.0,840.0,2735.0,3575.0,0.0,3575.0
2022-01,ZELEX 200MG,Batangas,2,1,2,0,3.0,2250.0,5250.0,7500.0,0.0,7500.0
2022-02,ACCELAC 3.35G/5ML,Camarines Norte,2,1,2,0,30.0,3795.0,3105.0,6900.0,0.0,6900.0
2022-02,AFENAX 100MG,Batangas,1,1,1,0,5.0,2975.0,6925.0,9900.0,0.0,9900.0
2022-02,AMINOSOL 25MG/ML,Quezon,1,1,1,0,5.0,865.0,2460.0,3325.0,0.0,3325.0
2022-02,AMPI-1,Camarines Norte,1,1,1,0,2.0,264.0,236.0,500.0,0.0,500.0
2022-02,ANTIZOAL 5MG/ML,Cavite,1,1,1,0,50.0,775.0,3725.0,4500.0,0.0,4500.0
2022-02,ARTAL-H 50MG/12.5MG,Batangas,2,1,2,0,2.0,303.64,5696.36,6000.0,0.0,6000.0
2022-02,ATOVAS 20MG,Quezon,1,1,1,0,50.0,9000.0,28500.0,37500.0,0.0,37500.0
2022-02,BENERVA PLUS TAB,Quezon,1,1,1,0,10.0,5500.0,8500.0,14000.0,6000.0,20000.0
2022-02,BUFEN 200MG/ML,Quezon,1,1,1,0,24.0,876.0,1854.0,2730.0,0.0,2730.0
2022-02,BUPIRIGHT AMPULE,Camarines Norte,5,1,5,0,130.0,24050.0,54950.0,79000.0,0.0,79000.0
2022-02,CENDALEX 500MG CAP,Batangas,2,1,2,0,4.0,846.6,3553.4,4400.0,0.0,4400.0
2022-02,CEPROTRON 500MG,Batangas,1,1,1,0,5.0,2750.0,6875.0,9625.0,0.0,9625.0
2022-02,CINNABLOC 25MG,Batangas,1,1,1,0,5.0,665.0,2085.0,2750.0,0.0,2750.0
2022-02,CINNABLOC 25MG,Camarines Norte,1,1,1,0,4.0,532.0,1468.0,2000.0,0.0,2000.0
2022-02,CINNABLOC 25MG,Quezon,1,1,1,0,10.0,1330.0,2520.0,3850.0,1650.0,5500.0
2022-02,CINNABLOC 75MG,Quezon,1,1,1,0,10.0,400.0,1200.0,1600.0,0.0,1600.0
2022-02,CLOVAS 75MG,Quezon,1,1,1,0,50.0,17250.0,50250.0,67500.0,0.0,67500.0
2022-02,DOLO JAGA 500MG/50MG/100MG/100MCG,Batangas,3,1,3,0,15.0,9225.0,17775.0,27000.0,0.0,27000.0
2022-02,DOLO JAGA 500MG/50MG/100MG/100MCG,Camarines Norte,1,1,1,0,3.0,1845.0,2955.0,4800.0,0.0,4800.0
2022-02,ERGON 125MCG,Quezon,1,1,1,0,2.0,310.0,1690.0,2000.0,0.0,2000.0
2022-02,EUROXONE 1G,Camarines Sur,1,1,1,0,10.0,730.0,3270.0,4000.0,0.0,4000.0
2022-02,EVAPROST 250MCG/ML,Camarines Norte,3,1,3,0,10.0,35750.0,20550.0,56300.0,0.0,56300.0
2022-02,FERGLOBIN 250MG,Quezon,4,1,4,0,24.0,7800.0,4660.0,12460.0,5340.0,17800.0
2022-02,FLAGEX 500MG,Quezon,1,1,1,0,1.0,78.75,376.25,455.0,195.0,650.0
2022-02,GIAN ZINC 120ML SYR,Batangas,1,1,1,0,6.0,510.0,612.0,1122.0,0.0,1122.0
2022-02,GLOVEDOL 6.25MG,Quezon,1,1,1,0,50.0,2400.0,22450.0,24850.0,0.0,24850.0
2022-02,HEMOBAS 500MG/5ML,Cavite,2,1,2,0,5.0,950.0,2200.0,3150.0,0.0,3150.0
2022-02,HYCLENS GARGLE (120ML),Quezon,1,1,1,0,6.0,528.0,720.0,1248.0,0.0,1248.0
2022-02,HYCLENS GARGLE (60ML),Camarines Norte,4,1,4,0,96.0,6240.0,2784.0,9024.0,0.0,9024.0
2022-02,HYCLENS GARGLE (60ML),Quezon,1,1,1,0,12.0,780.0,1056.0,1836.0,0.0,1836.0
2022-02,HYCLENS WOUND SPRAY (60ML),Cavite,1,1,1,0,12.0,1375.92,1582.08,2958.0,522.0,3480.0
2022-02,HYCLENS WOUND SPRAY (60ML),Quezon,1,1,1,0,24.0,2751.84,3296.16,6048.0,672.0,6720.0
2022-02,HYCLENS WOUND SPRAY 1GALLON,Cavite,1,1,1,0,1.0,1474.2,1825.8,3300.0,0.0,3300.0
2022-02,ISORANE 100% V/V 100ML,Camarines Norte,4,1,4,0,8.0,14800.0,15600.0,30400.0,0.0,30400.0
2022-02,JAGA 300MG/100MG/100MCG,Batangas,2,1,2,0,7.0,3710.0,7420.0,11130.0,0.0,11130.0
2022-02,JAGA 300MG/100MG/100MCG,Quezon,2,1,2,0,7.0,3710.0,3836.0,7546.0,3234.0,10780.0
2022-02,JAGAPLEX TAB,Quezon,2,1,2,0,12.0,4740.0,6225.0,10965.0,1935.0,12900.0
2022-02,LACTAMOX 250MG/62.5MG/5ML,Camarines Sur,2,1,2,0,50.0,6485.0,16015.0,22500.0,0.0,22500.0
2022-02,LACTAMOX 500MG/125MG TAB,Batangas,4,1,4,0,12.0,14083.2,29116.8,43200.0,0.0,43200.0
2022-02,METMIC 500MG,Camarines Norte,1,1,1,0,3.0,682.5,1567.5,2250.0,0.0,2250.0
2022-02,MULTI GROW 120ML,Quezon,1,1,1,0,24.0,2160.0,1872.0,4032.0,1728.0,5760.0
2022-02,MULTI GROW OB PLUS,Quezon,1,1,1,0,1.0,525.0,490.0,1015.0,435.0,1450.0
2022-02,PHYTOMEN 10MG/ML,Quezon,1,1,1,0,30.0,4950.0,18450.0,23400.0,0.0,23400.0
2022-02,SITIXON 1G,Cavite,1,1,1,0,50.0,1800.0,12450.0,14250.0,0.0,14250.0
2022-02,TERMAGEN 500MG,Batangas,1,1,1,0,10.0,1050.0,1950.0,3000.0,0.0,3000.0
2022-02,TRIVASC 35MG MR,Cavite,1,1,1,0,1.0,437.5,434.37,871.87,0.0,871.87
2022-02,TRIVASC 35MG MR,Quezon,5,1,5,0,50.0,21875.0,21950.0,43825.0,23675.0,67500.0
2022-02,TRIZEF 100MG,Batangas,1,1,1,0,5.0,7000.0,20000.0,27000.0,0.0,27000.0
2022-02,XYNETRIX CHEWABLE TABLET,Batangas,1,1,1,0,5.0,2250.0,2700.0,4950.0,0.0,4950.0
2022-02,XYNETRIX CHEWABLE TABLET,Quezon,1,1,1,0,2.0,900.0,920.0,1820.0,780.0,2600.0
2022-02,ZELEX 200MG,Batangas,2,1,2,0,4.0,3000.0,7000.0,10000.0,0.0,10000.0
2022-03,AFENAX 100MG,Batangas,1,1,1,0,5.0,2975.0,6925.0,9900.0,0.0,9900.0
2022-03,ANEROCIN 300MG,Quezon,2,1,2,0,2.0,1958.0,3717.0,5675.0,1140.0,6815.0
2022-03,ANTIZOAL 5MG/ML,Cavite,1,1,1,0,30.0,465.0,2235.0,2700.0,0.0,2700.0
2022-03,ARTAL-H 50MG/12.5MG,Batangas,1,1,1,0,1.0,151.82,2848.18,3000.0,0.0,3000.0
2022-03,ATOVAS 20MG,Quezon,1,1,1,0,50.0,9000.0,28500.0,37500.0,0.0,37500.0
2022-03,BENERVA FORTE CAP,Batangas,2,1,2,0,4.0,2100.0,3900.0,6000.0,0.0,6000.0
2022-03,BENERVA PLUS TAB,Quezon,1,1,1,0,10.0,5500.0,8500.0,14000.0,6000.0,20000.0
2022-03,BROADMETZ 500MG CAP,Camarines Sur,1,1,1,0,2.0,638.0,1502.0,2140.0,0.0,2140.0
2022-03,BROXIL-M 15MG/5ML SYR,Camarines Sur,2,1,2,0,42.0,1302.0,3108.0,4410.0,0.0,4410.0
2022-03,BUPIRIGHT AMPULE,Camarines Norte,6,1,6,0,154.0,28490.0,60110.0,88600.0,4650.0,93250.0
2022-03,CENDALEX 100MG/ML DROPS,Quezon,2,1,2,0,44.0,1443.2,2926.8,4370.0,690.0,5060.0
2022-03,CENDALEX 250MG/5ML SUS,Batangas,1,1,1,0,20.0,1190.0,2730.0,3920.0,0.0,3920.0
2022-03,CENDALEX 500MG CAP,Batangas,2,1,2,0,6.0,1269.9,5330.1,6600.0,0.0,6600.0
2022-03,CEPROTRON 500MG,Batangas,2,1,2,0,6.0,3300.0,8250.0,11550.0,0.0,11550.0
2022-03,CINNABLOC 25MG,Quezon,1,1,1,0,3.0,399.0,1101.0,1500.0,0.0,1500.0
2022-03,CINNABLOC 75MG,Cavite,1,1,1,0,3.0,120.0,360.0,480.0,0.0,480.0
2022-03,CINNABLOC 75MG,Quezon,1,1,1,0,10.0,400.0,1200.0,1600.0,0.0,1600.0
2022-03,COZOLE 200MG/40MG/5ML,Camarines Sur,2,1,2,0,50.0,1829.5,3570.5,5400.0,0.0,5400.0
2022-03,DOLO JAGA 500MG/50MG/100MG/100MCG,Batangas,2,1,2,0,10.0,6150.0,11850.0,18000.0,0.0,18000.0
2022-03,DOLO JAGA 500MG/50MG/100MG/100MCG,Camarines Sur,4,1,4,0,17.0,10455.0,12545.0,23000.0,0.0,23000.0
2022-03,DOLO JAGA 500MG/50MG/100MG/100MCG,Marinduque,1,1,1,0,10.0,6150.0,7850.0,14000.0,6000.0,20000.0
2022-03,DOLO JAGA 500MG/50MG/100MG/100MCG,Quezon,2,1,2,0,4.0,2460.0,4340.0,6800.0,1200.0,8000.0
2022-03,DOPAMET 250MG TAB,Quezon,1,1,1,0,2.0,390.0,590.0,980.0,420.0,1400.0
2022-03,ERGON 125MCG,Quezon,1,1,1,0,3.0,465.0,1535.0,2000.0,0.0,2000.0
2022-03,EUROXONE 1G,Camarines Sur,2,1,2,0,80.0,5840.0,26160.0,32000.0,0.0,32000.0
2022-03,EVAPROST 250MCG/ML,Camarines Norte,3,1,3,0,12.0,42900.0,19850.0,62750.0,5750.0,68500.0
2022-03,FERGLOBIN 250MG,Quezon,3,1,3,0,20.0,6500.0,4000.0,10500.0,4500.0,15000.0
2022-03,FOLACID 5MG,Quezon,2,1,2,0,5.0,1181.25,1020.25,2201.5,943.5,3145.0
2022-03,GLOVEDOL 6.25MG,Quezon,1,1,1,0,50.0,2400.0,22450.0,24850.0,0.0,24850.0
2022-03,HISTARIL 1MG/50MG/5ML SYR,Camarines Sur,3,1,3,0,107.0,3531.0,5885.0,9416.0,0.0,9416.0
2022-03,HYCLENS GARGLE (120ML),Batangas,1,1,1,0,12.0,1056.0,1224.0,2280.0,0.0,2280.0
2022-03,HYCLENS GARGLE (120ML),Quezon,2,1,2,0,13.0,1144.0,1604.0,2748.0,28.0,2776.0
2022-03,HYCLENS GARGLE (60ML),Camarines Norte,1,1,1,0,24.0,1560.0,696.0,2256.0,0.0,2256.0
2022-03,HYCLENS WOUND SPRAY (60ML),Batangas,2,1,2,0,24.0,2751.84,4112.16,6864.0,0.0,6864.0
2022-03,HYCLENS WOUND SPRAY (60ML),Quezon,4,1,4,0,35.0,4013.1,5142.9,9156.0,644.0,9800.0
2022-03,HYPHEN 50MG,Camarines Sur,1,1,1,0,2.0,290.0,2110.0,2400.0,0.0,2400.0
2022-03,IRBIN 150MG,Quezon,1,1,1,0,50.0,11400.0,35600.0,47000.0,0.0,47000.0
2022-03,JAGA 300MG/100MG/100MCG,Batangas,3,1,3,0,8.0,4240.0,8480.0,12720.0,0.0,12720.0
2022-03,JAGA 300MG/100MG/100MCG,Camarines Sur,2,1,2,0,7.0,3710.0,7490.0,11200.0,0.0,11200.0
2022-03,JAGA 300MG/100MG/100MCG,Quezon,3,1,3,0,10.0,5300.0,5480.0,10780.0,1848.0,12628.0
2022-03,JAGAPLEX SYR 120ML,Batangas,1,1,1,0,12.0,646.2,1465.8,2112.0,0.0,2112.0
2022-03,KIDDIREL ORAL DROPS,Quezon,1,1,1,0,6.0,246.0,474.0,720.0,0.0,720.0
2022-03,KIDDIREL SYRUP W ZINC,Quezon,1,1,1,0,6.0,408.0,912.0,1320.0,0.0,1320.0
2022-03,LACTAMOX 125MG/31.25MG/5ML,Camarines Sur,1,1,1,0,12.0,1556.4,2163.6,3720.0,0.0,3720.0
2022-03,LACTAMOX 250MG/62.5MG/5ML,Camarines Sur,2,1,2,0,36.0,4669.2,11530.8,16200.0,0.0,16200.0
2022-03,LACTAMOX 500MG/125MG TAB,Batangas,4,1,4,0,10.0,11736.0,24264.0,36000.0,0.0,36000.0
2022-03,LACTAMOX 500MG/125MG TAB,Camarines Sur,3,1,3,0,8.0,9388.8,17111.2,26500.0,0.0,26500.0
2022-03,MECLOP 5MG\ML,Cavite,1,1,1,0,5.0,160.0,1715.0,1875.0,0.0,1875.0
2022-03,METMIC 500MG,Camarines Sur,1,1,1,0,4.0,910.0,1290.0,2200.0,0.0,2200.0
2022-03,MUCOLIFAR 500MG,Batangas,1,1,1,0,2.0,1560.0,6140.0,7700.0,0.0,7700.0
2022-03,MULTI GROW 30ML DROPS,Camarines Norte,1,1,1,0,28.0,1960.0,2450.0,4410.0,490.0,4900.0
2022-03,PHYTOMEN 10MG/ML,Quezon,1,1,1,0,30.0,4950.0,18450.0,23400.0,0.0,23400.0
2022-03,SANOMAX - FA,Quezon,2,1,2,0,8.0,4480.0,6720.0,11200.0,0.0,11200.0
2022-03,SOLVAPRINE 10MG,Quezon,1,1,1,0,2.0,300.0,1100.0,1400.0,600.0,2000.0
2022-03,SUSTACHLOR 125MG/5ML,Marinduque,1,1,1,0,12.0,570.0,1650.0,2220.0,0.0,2220.0
2022-03,TRIVASC 35MG MR,Quezon,9,1,9,0,110.0,48125.0,62575.0,110700.0,37800.0,148500.0
2022-03,TRIZEF 100MG,Batangas,1,1,1,0,5.0,7000.0,20000.0,27000.0,0.0,27000.0
2022-03,VOXOLL 15MG/5ML SYR,Quezon,1,1,1,0,20.0,600.0,450.0,1050.0,450.0,1500.0
2022-03,XYNETRIX CHEWABLE TABLET,Batangas,1,1,1,0,3.0,1350.0,1620.0,2970.0,0.0,2970.0
2022-04,AFENAX 100MG,Batangas,1,1,1,0,5.0,2975.0,6925.0,9900.0,0.0,9900.0
2022-04,ANEROCIN 300MG,Batangas,1,1,1,0,3.0,2937.0,7263.0,10200.0,0.0,10200.0
2022-04,ATOVAS 20MG,Quezon,2,1,2,0,63.0,11340.0,35160.0,46500.0,0.0,46500.0
2022-04,ATOVAS 80MG,Quezon,1,1,1,0,10.0,2232.1,6767.9,9000.0,0.0,9000.0
2022-04,BENERVA FORTE CAP,Batangas,1,1,1,0,2.0,1050.0,1950.0,3000.0,0.0,3000.0
2022-04,BENERVA FORTE CAP,Quezon,1,1,1,0,5.0,2625.0,3375.0,6000.0,0.0,6000.0
2022-04,BROADMETZ 100MG/ML DROPS,Camarines Sur,1,1,1,0,12.0,372.72,839.28,1212.0,0.0,1212.0
2022-04,BROADMETZ 500MG CAP,Camarines Norte,1,1,1,0,2.0,638.0,1502.0,2140.0,0.0,2140.0
2022-04,BROXIL-M 15MG/5ML SYR,Camarines Sur,1,1,1,0,24.0,744.0,1776.0,2520.0,0.0,2520.0
2022-04,BUPIRIGHT AMPULE,Camarines Norte,6,1,6,0,166.0,30710.0,72790.0,103500.0,7750.0,111250.0
2022-04,CEFUSAPH,Laguna,1,1,1,0,10.0,780.0,2020.0,2800.0,0.0,2800.0
2022-04,CENDALEX 100MG/ML DROPS,Quezon,1,1,1,0,12.0,393.6,986.4,1380.0,0.0,1380.0
2022-04,CEPROTRON 500MG,Batangas,1,1,1,0,1.0,550.0,1375.0,1925.0,0.0,1925.0
2022-04,CINNABLOC 75MG,Quezon,1,1,1,0,20.0,800.0,1440.0,2240.0,960.0,3200.0
2022-04,CORBAL 100MG,Cavite,2,1,2,0,12.0,2520.0,8280.0,10800.0,0.0,10800.0
2022-04,COZOLE 200MG/40MG/5ML,Camarines Sur,2,1,2,0,36.0,1317.24,3086.76,4404.0,0.0,4404.0
2022-04,DOLO JAGA 500MG/50MG/100MG/100MCG,Batangas,2,1,2,0,10.0,6150.0,11850.0,18000.0,0.0,18000.0
2022-04,DOLO JAGA 500MG/50MG/100MG/100MCG,Camarines Norte,1,1,1,0,1.0,615.0,985.0,1600.0,0.0,1600.0
2022-04,DOLO JAGA 500MG/50MG/100MG/100MCG,Camarines Sur,1,1,1,0,10.0,6150.0,4850.0,11000.0,0.0,11000.0
2022-04,DOLO JAGA 500MG/50MG/100MG/100MCG,Quezon,2,1,2,0,3.0,1845.0,2955.0,4800.0,1200.0,6000.0
2022-04,DOPAMET 250MG TAB,Quezon,1,1,1,0,2.0,390.0,590.0,980.0,420.0,1400.0
2022-04,EPIX BY 10'S,Quezon,1,1,1,0,30.0,5850.0,17550.0,23400.0,0.0,23400.0
2022-04,EUROXONE 1G,Camarines Sur,1,1,1,0,10.0,730.0,3270.0,4000.0,0.0,4000.0
2022-04,EVAPROST 125MCG/ML,Camarines Norte,1,1,1,0,1.0,1872.0,1008.0,2880.0,0.0,2880.0
2022-04,EVAPROST 250MCG/ML,Camarines Norte,2,1,2,0,4.0,14300.0,7700.0,22000.0,0.0,22000.0
2022-04,FERGLOBIN 250MG,Quezon,3,1,3,0,15.0,4875.0,3450.0,8325.0,2925.0,11250.0
2022-04,FOLACID 5MG,Quezon,2,1,2,0,5.0,1181.25,1340.25,2521.5,553.5,3075.0
2022-04,GIAN ZINC 120ML SYR,Batangas,1,1,1,0,12.0,1020.0,1224.0,2244.0,0.0,2244.0
2022-04,GLOVEDOL 6.25MG,Quezon,2,1,2,0,63.0,3024.0,27790.0,30814.0,0.0,30814.0
