period,product,row_count,unique_products,unique_dr_numbers,estimated_rows,quantity,total_trade_price,net_income,net_cost,discount,total_cost
2019-04,HYCLENS 0.2% WOUND CARE SOLUTION,2,1,2,0,2.0,0.0,4176.9,0.0,0.0,4176.9
2019-04,HYCLENS 0.2% WOUND CARE SOLUTION 7.5ML,1,1,1,0,6.0,113.4,113.4,0.0,0.0,226.8
2019-04,HYCLENS 0.2% WOUND SPRAY 1L,1,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0
2019-04,HYCLENS 0.2% WOUND SPRAY 60ML,11,1,11,0,54.0,6955.0,9697.44,0.0,40.47,15364.44
2019-04,HYCLENS OB 1% ANTISEPTIC,2,1,2,0,20.0,2772.0,3700.0,0.0,0.0,6472.0
2019-04,HYDROBET 250MG,2,1,2,0,6.0,3154.44,11085.56,0.0,960.0,14240.0
2019-04,HYPRO 10MG/20ML,2,1,2,0,70.0,12950.0,35400.0,0.0,0.0,48350.0
2019-04,IMATET,1,1,1,0,51.0,26010.0,34170.0,0.0,0.0,60180.0
2019-04,INDUSTRIAL GOGGLES,1,1,1,0,3.0,150.0,900.0,0.0,0.0,1050.0
2019-04,INFAMIX 50MG/5ML,1,1,1,0,16.0,0.0,8800.0,0.0,0.0,8800.0
2019-04,INFUSION SET W/ BURETTE 100CC - B BRAUN,2,1,2,0,0.8,0.0,3200.0,0.0,0.0,3200.0
2019-04,INFUSION SET W/ BURETTE 100CC - UNIMEX,2,1,2,0,30.0,3529.5,1270.5,0.0,0.0,4800.0
2019-04,INHIBITA 40MG,2,1,2,0,8.0,680.0,5400.0,0.0,0.0,6080.0
2019-04,INSULINE SYRINGE SIMPLEX,1,1,1,0,3.0,857.13,717.87,0.0,1575.0,1575.0
2019-04,INTRAPLEM 100MG/5ML,1,1,1,0,12.0,369.12,770.88,0.0,0.0,1140.0
2019-04,INTRAPLEM 500MG,4,1,4,0,5.0,1400.0,3300.0,0.0,1080.0,4700.0
2019-04,INTRAPLEM 50MG/ML - DROPS,2,1,2,0,28.0,838.6,1225.4,0.0,0.0,2064.0
2019-04,ISOPRINE 10MG,4,1,4,0,33.0,7095.0,17205.0,0.0,0.0,24300.0
2019-04,ISORANE 100% V/V 100ML,3,1,3,0,6.0,7500.0,10500.0,0.0,0.0,18000.0
2019-04,IV CANNULA G20 - CATHULA,1,1,1,0,1.0,1800.0,4300.0,0.0,0.0,6100.0
2019-04,JACKSON PRATT 100ML,1,1,1,0,5.0,4500.0,2750.0,0.0,0.0,7250.0
2019-04,JAGA 300MG/100MG/100MCG,11,1,11,0,39.0,20670.0,26557.5,0.0,8692.5,47227.5
2019-04,JAGAPLEX SYR 120ML,2,1,2,0,18.0,969.3,2180.7,0.0,0.0,3150.0
2019-04,JAGAPLEX TAB,7,1,7,0,17.28,4550.4,15630.5,0.0,0.0,20180.9
2019-04,JOHNVASC 5MG,1,1,1,0,2.0,90.0,45.0,0.0,0.0,135.0
2019-04,JOSILVITE,1,1,1,0,10.0,3500.0,8000.0,0.0,0.0,11500.0
2019-04,K-LYTE 600MG - DELTE,2,1,2,0,12.0,10230.0,21770.0,0.0,0.0,32000.0
2019-04,KETOROBAS 30MG,4,1,4,0,110.0,0.0,129750.0,0.0,0.0,129750.0
2019-04,KLARITHIX 500MG TAB,1,1,1,0,16.67,3750.75,24249.25,0.0,0.0,28000.0
2019-04,LACTAMOX 125MG/31.25MG/5ML,6,1,5,0,43.0,4413.95,10716.05,0.0,0.0,15130.0
2019-04,LACTAMOX 250MG/62.5MG/5ML,8,1,7,0,56.0,7263.2,15245.9,0.0,389.1,22509.1
2019-04,LACTAMOX 500MG/125MG TAB,13,1,13,0,36.67,43017.33,69106.27,0.0,0.0,112123.6
2019-04,LEIVICLOX 250MG SUS,7,1,7,0,68.46,4450.34,19149.66,0.0,0.0,23600.0
2019-04,LIFERZIN 250MG,4,1,4,0,152.0,18240.0,90795.0,0.0,0.0,109035.0
2019-04,LOPIDEX 25MG,1,1,1,0,40.0,0.0,25800.0,0.0,0.0,25800.0
2019-04,LOZAK 100MG TAB,1,1,1,0,46.0,227.7,31972.3,0.0,0.0,32200.0
2019-04,LUBRICATING JELLY 150G,1,1,1,0,50.0,7500.0,5650.0,0.0,0.0,13150.0
2019-04,LUBRICATING JELLY 50G,1,1,1,0,2.0,0.0,780.0,0.0,0.0,780.0
2019-04,LYVIFAM 250MG,1,1,1,0,122.0,0.0,25620.0,0.0,0.0,25620.0
2019-04,MACROSET - ADULT (INFUSION SET)- TUDOR,1,1,1,0,10.0,180.0,2670.0,0.0,0.0,2850.0
2019-04,MAXIFER 20MG/ML,2,1,2,0,5.0,4756.91,7493.09,0.0,0.0,12250.0
2019-04,MAXXIVIT PLUS,4,1,4,0,26.0,11440.0,13560.0,0.0,0.0,25000.0
2019-04,MEDRIZINE 2.5MG/ML,1,1,1,0,50.0,1132.5,6767.5,0.0,0.0,7900.0
2019-04,METMIC 500MG,3,1,3,0,7.0,1592.5,3657.5,0.0,0.0,5250.0
2019-04,METOCLOR 10MG/2ML AMP,1,1,1,0,20.0,442.47,4557.53,0.0,0.0,5000.0
2019-04,"MICROPORE 1"" - 3M",2,1,2,0,20.0,7600.0,11115.0,0.0,0.0,18715.0
2019-04,MICROPORE 1IN X 10YRDS 3M,1,1,1,0,1.0,0.0,540.0,0.0,0.0,540.0
2019-04,MICROSCOT 20MG/G,5,1,5,0,335.0,26465.0,57635.0,0.0,0.0,84100.0
2019-04,MONILIASOL 125MG/5ML,12,1,11,0,186.0,6886.66,8955.0,0.0,2274.36,15841.64
2019-04,MONILIASOL 500MG,8,1,8,0,11.12,2668.8,7042.2,0.0,225.0,9711.0
2019-04,MONOWEL 1G,2,1,2,0,53.0,22578.18,38971.82,0.0,0.0,61550.0
2019-04,MOXYLOR 250/5ML,1,1,1,0,805.0,13282.5,9257.5,0.0,0.0,22540.0
2019-04,MULTI GROW 120ML,3,1,3,0,42.0,3360.0,6465.0,0.0,225.0,9825.0
2019-04,MULTI GROW 30ML DROPS,2,1,2,0,24.0,1440.0,2820.0,0.0,0.0,4260.0
2019-04,MULTI GROW OB PLUS,5,1,5,0,16.0,7200.0,14790.0,0.0,435.0,21990.0
2019-04,MULTILEM 120ML,1,1,1,0,144.0,7848.0,4248.0,0.0,0.0,12096.0
2019-04,MULTILEM CAP,1,1,1,0,1.44,37.44,11914.56,0.0,0.0,11952.0
2019-04,MULTIVITA,2,1,1,0,1754.0,0.0,180196.0,0.0,0.0,180196.0
2019-04,MYRENTYL 10MG,1,1,1,0,0.72,7.56,4600.44,0.0,0.0,4608.0
2019-04,MYRENTYL 60ML,1,1,1,0,50.0,0.0,3250.0,0.0,0.0,3250.0
2019-04,MYREVIT 100MG 60ML SYRU[,1,1,1,0,525.0,6825.0,16275.0,0.0,0.0,23100.0
2019-04,NEBULIZER KIT W/ MOUTH PC - ORMED,1,1,1,0,300.0,0.0,28800.0,0.0,0.0,28800.0
2019-04,NERVAMIN PLUS 500MG/50MG/100MG/100MCG,4,1,4,0,15.0,3660.0,18881.2,0.0,1024.8,22541.2
2019-04,NERVITA 100MG/5MG/50MCG,1,1,1,0,1.0,0.0,1000.0,0.0,0.0,1000.0
2019-04,NGT F.16,2,1,2,0,50.0,0.0,11050.0,0.0,0.0,11050.0
2019-04,NITROFURANTOIN 100MG CAP,1,1,1,0,0.21,39.9,19.95,0.0,59.85,59.85
2019-04,NOBUTOL 2MG SYR,1,1,1,0,22.0,264.0,1276.0,0.0,0.0,1540.0
2019-04,NOVACEE 100MG,2,1,2,0,328.0,0.0,46040.0,0.0,0.0,46040.0
2019-04,NOVAMOL 100MG,1,1,1,0,250.0,3125.0,1875.0,0.0,0.0,5000.0
2019-04,NOVAMOL 250MG,2,1,2,0,516.0,6708.0,4612.0,0.0,0.0,11320.0
2019-04,OMCARE 40MG,1,1,1,0,5.0,1956.5,7043.5,0.0,0.0,9000.0
2019-04,OMRAZ 40MG,3,1,3,0,100.0,5182.0,19218.0,0.0,0.0,24400.0
2019-04,ONZET 2MG,1,1,1,0,30.0,88440.0,100620.0,0.0,0.0,189060.0
2019-04,OSTEO-PRO 750MG/10IU/10MG,4,1,4,0,8.0,3598.48,7651.52,0.0,0.0,11250.0
2019-04,PARADOX TAB,1,1,1,0,10.0,2300.0,5200.0,0.0,0.0,7500.0
2019-04,PARASAPH 500MG,3,1,3,0,121.0,4719.0,10081.0,0.0,0.0,14800.0
2019-04,PENCHLOR 1MG/800MCG,1,1,1,0,2.0,0.0,156.0,0.0,0.0,156.0
2019-04,PHILSTAT 10MG,1,1,1,0,1.0,27.0,323.0,0.0,0.0,350.0
2019-04,PHILSTAT 20MG,1,1,1,0,6.0,576.0,2424.0,0.0,0.0,3000.0
2019-04,PHILVASC 10MG,2,1,2,0,2.0,44.0,1203.0,0.0,147.0,1247.0
2019-04,PHYTOMEN 10MG/ML,2,1,2,0,50.0,9500.0,31900.0,0.0,0.0,41400.0
2019-04,PLAZIMIDE,1,1,1,0,14.0,539.0,7861.0,0.0,0.0,8400.0
2019-04,POVIDONE IODINE 10% 1GAL,1,1,1,0,12.0,0.0,15828.0,0.0,0.0,15828.0
2019-04,PRAZABLOC 40MG,1,1,1,0,100.0,8636.0,24614.0,0.0,0.0,33250.0
2019-04,PROFUREX 750MG,1,1,1,0,2000.0,397390.4,357489.6,0.0,0.0,754880.0
2019-04,PROPHALAN,1,1,1,0,2.0,730.0,970.0,0.0,0.0,1700.0
2019-04,PUROXEL 40MG,2,1,2,0,4.0,0.0,5940.0,0.0,0.0,5940.0
2019-04,PYRAMIN 250MG SYR,1,1,1,0,64.0,0.0,8320.0,0.0,0.0,8320.0
2019-04,RABAMYCIN 600MG,1,1,1,0,9.0,0.0,18000.0,0.0,0.0,18000.0
2019-04,RANIREX 25MG/ML,2,1,2,0,13.0,520.0,3550.0,0.0,0.0,4070.0
2019-04,RAPICLAV 625MG,4,1,4,0,101.62,0.0,123448.0,0.0,0.0,123448.0
2019-04,RED CANE VINEGAR 950,1,1,1,0,24.0,0.0,3000.0,0.0,0.0,3000.0
2019-04,RENOKET 600MG,1,1,1,0,3.0,9138.0,5262.0,0.0,0.0,14400.0
2019-04,RESPINAL 125MG/5ML,1,1,1,0,12.0,483.12,956.88,0.0,0.0,1440.0
2019-04,RESPINAL 500MG,2,1,2,0,5.0,2132.8,5367.2,0.0,0.0,7500.0
2019-04,REVITAPLEX TAB,1,1,1,0,20.0,2100.0,5380.0,0.0,0.0,7480.0
2019-04,ROCIN 150,3,1,3,0,18.0,11880.0,23220.0,0.0,0.0,35100.0
2019-04,ROSULIP 20MG,1,1,1,0,5.0,1300.0,5450.0,0.0,0.0,6750.0
2019-04,SALMOGEN 500MG,1,1,1,0,3.0,990.0,1350.0,0.0,1260.0,2340.0
2019-04,SALRESP,5,1,5,0,71.29,33861.39,115808.61,0.0,0.0,149670.0
2019-04,"SANITARY NAPKIN, NON WING SINGLE PACK 16'",1,1,1,0,8.0,0.0,1080.0,0.0,0.0,1080.0
2019-04,SANITEX,1,1,1,0,100.0,0.0,14300.0,0.0,0.0,14300.0
2019-04,SAPHFEN 400MG,1,1,1,0,50.0,0.0,9000.0,0.0,0.0,9000.0
2019-04,SAPHLECOX 200MG,1,1,1,0,0.32,53.76,35.52,0.0,0.0,89.28
2019-04,SAPHLOPID 75MG,2,1,2,0,3.0,285.0,872.5,0.0,157.5,1157.5
2019-04,SAPHTRAM 50MG,1,1,1,0,40.0,0.0,14000.0,0.0,0.0,14000.0
2019-04,SITIXON 1G,5,1,5,0,330.0,8250.0,70170.0,0.0,0.0,78420.0
2019-04,SODIUM HYPOCHLORIDE 5.25% ORIGINAL,1,1,1,0,24.0,0.0,3600.0,0.0,0.0,3600.0
2019-04,SOLUNATE 84MG/ML (8.4%),5,1,5,0,2.2,11701.8,12438.2,0.0,0.0,24140.0
2019-04,SOLVASC 5MG,4,1,4,0,5.0,1919.65,1779.35,0.0,2691.0,3699.0
2019-04,SORBANCE-5MG,1,1,1,0,2.0,190.0,590.0,0.0,0.0,780.0
2019-04,SORBIFER 310MG,1,1,1,0,100.0,88850.0,74850.0,0.0,0.0,14000.0
2019-04,SPASCLOMIN 10MG/5ML,1,1,1,0,12.0,480.0,1020.0,0.0,0.0,1500.0
2019-04,SPASMOSON 20MG,1,1,1,0,6.0,0.0,5880.0,0.0,0.0,5880.0
2019-04,SPEEDA,6,1,6,0,110.6,92904.0,677817.0,0.0,0.0,770721.0
2019-04,STALPRIL-10 10MG,1,1,1,0,4.0,2920.0,200.0,0.0,0.0,2720.0
2019-04,STERIL WATER 50ML,1,1,1,0,4.0,0.0,5440.0,0.0,0.0,5440.0
2019-04,STERILE WATER 50ML PARENTERAL,2,1,2,0,60.0,1650.0,2370.0,0.0,0.0,4020.0
2019-04,SUMPILIN 500MG,1,1,1,0,415.0,0.0,21580.0,0.0,0.0,21580.0
2019-04,SUSTACHLOR 125MG/5ML,3,1,3,0,49.0,2292.71,2501.09,0.0,1090.2,4793.8
2019-04,SYLVITE 2MEQ/ML,1,1,1,0,4.0,1127.2,2672.8,0.0,0.0,3800.0
2019-04,SYNERMED 200MG/40MG/5ML,1,1,1,0,12.0,388.8,871.2,0.0,0.0,1260.0
2019-04,SYNERMED 800MG/160MG,1,1,1,0,1.0,95.0,605.0,0.0,300.0,700.0
2019-04,SYRINGE W/ NEEDLE 3CC - INDOPLAS,1,1,1,0,65.0,19500.0,45175.0,0.0,0.0,64675.0
2019-04,TEGUTECT 2% CHG DIGLUCONATE W/70% ALCOHOL 1GL,1,1,1,0,1.0,2345.0,2345.0,0.0,0.0,4690.0
2019-04,TEGUTECT 2% CHG DIGLUCONATE W/70% ALCOHOL 60ML,2,1,2,0,2.0,280.0,280.0,0.0,0.0,0.0
2019-04,TERMAGEN 100MG/ML,1,1,1,0,30.0,875.4,1262.1,0.0,712.5,2137.5
2019-04,TERMAGEN 250MG/5ML,4,1,4,0,62.0,1453.9,3556.1,0.0,500.0,5010.0
2019-04,TERMAGEN 500MG,4,1,4,0,5.26,550.09,990.47,0.0,40.56,1540.56
2019-04,THERMAL BLANKET,1,1,1,0,25.0,0.0,4925.0,0.0,0.0,4925.0
2019-04,TOILET TISSUE PAPAER 12 ROLLS 2PLY SHEETS,1,1,1,0,4.0,0.0,720.0,0.0,0.0,720.0
2019-04,TOMRACIN EYE DROPS,2,1,2,0,80.0,0.0,20200.0,0.0,0.0,20200.0
2019-04,TOSYLAM 750MG TAB,5,1,5,0,15.34,19405.1,22990.05,0.0,0.0,42395.15
2019-04,TRAMAN 50MG/ML,3,1,3,0,5.0,1100.0,5300.0,0.0,0.0,6400.0
2019-04,TRANCE 500MG,2,1,2,0,4.0,500.0,1100.0,0.0,0.0,1600.0
2019-04,TRANEXT 500MG,3,1,3,0,6.0,0.0,8940.0,0.0,1260.0,8940.0
2019-04,TRIANGULAR BANDAGE,1,1,1,0,150.0,0.0,21750.0,0.0,0.0,21750.0
2019-04,TRIVASC 35MG MR,5,1,5,0,6.4,3136.0,5093.0,0.0,735.0,8229.0
2019-04,TRIZINE FORTE TAB,2,1,2,0,4.0,2990.0,9010.0,0.0,0.0,12000.0
2019-04,TRIZINE SYR,2,1,2,0,86.0,16770.0,9030.0,0.0,0.0,25800.0
2019-04,TROPIN 1MG/ML,1,1,1,0,10.0,1100.0,3700.0,0.0,0.0,4800.0
2019-04,ULCIN 25MG/ML,1,1,1,0,300.0,173250.0,137970.0,0.0,0.0,35280.0
2019-04,ULTREINAC - 600,4,1,4,0,14.9,0.0,8940.0,0.0,0.0,8940.0
2019-04,UNIDOL 50MG/ML,3,1,3,0,4.0,5200.0,18800.0,0.0,0.0,24000.0
2019-04,VERTIKIND,3,1,2,0,39.5,20638.75,56836.25,0.0,0.0,77475.0
2019-04,VICEPHRIN 100MG/ML,2,1,2,0,24.0,821.28,1698.72,0.0,0.0,2520.0
2019-04,VICEPHRIN 250MG/5ML,4,1,4,0,51.0,2704.28,6700.73,0.0,0.0,9405.0
2019-04,VICOLAX 100MG/2MG TAB,5,1,5,0,39.0,8775.0,22335.0,0.0,0.0,24360.0
2019-04,VICOLAX 50MG/1MG/5ML SYR,4,1,4,0,42.0,1544.76,2151.24,0.0,0.0,3696.0
2019-04,VISTREP 100MG/ML,1,1,1,0,15.0,466.8,1033.2,0.0,0.0,1500.0
2019-04,VISTREP 250MG/5ML,1,1,1,0,12.0,478.56,781.44,0.0,0.0,1260.0
2019-04,VITACORE 100MG,1,1,1,0,20.0,4000.0,20000.0,0.0,0.0,24000.0
2019-04,VITAFER OB,1,1,1,0,3.0,465.0,1485.0,0.0,0.0,1950.0
2019-04,VITASTRONG SOFTGEL,1,1,1,0,1.0,890.0,1610.0,0.0,0.0,2500.0
2019-04,VN2,1,1,1,0,1351.0,0.0,27020.0,0.0,0.0,27020.0
2019-04,VONWELT 25MG CINNARIZINE,1,1,1,0,15.0,0.0,4500.0,0.0,0.0,4500.0
2019-04,VONWELT ASCORBIC ACID (GENERICS) 500MG,1,1,1,0,7.0,413.0,537.0,0.0,0.0,950.0
2019-04,VONWELT PREDNISONE 10MG,1,1,1,0,1.0,0.0,156.0,0.0,0.0,156.0
2019-04,VONWELT PREDNISONE 5MG TAB,1,1,1,0,15.0,0.0,3000.0,0.0,0.0,3000.0
2019-04,VOXOLL 15MG/5ML SYR,3,1,3,0,48.0,1104.0,2496.0,0.0,0.0,3600.0
2019-04,VOXOLL 30MG TAB,6,1,6,0,26.52,4455.36,6725.68,0.0,0.0,11181.04
2019-04,"WOODEN APPLICATOR 6""",1,1,1,0,2.0,350.0,350.0,0.0,0.0,700.0
2019-04,XELOR 125MG/5ML SUS,1,1,1,0,6.0,555.48,494.52,0.0,0.0,1050.0
2019-04,XOPRAZOLE 40MG,1,1,1,0,10.0,2350.0,15050.0,0.0,0.0,17400.0
2019-04,XYNETRIX CHEWABLE TABLET,5,1,5,0,25.0,9375.0,9675.0,0.0,0.0,19050.0
2019-04,ZAFEX 500MG,1,1,1,0,2.0,2000.0,4000.0,0.0,0.0,6000.0
2019-04,ZANTRACID 25MG/ML,1,1,1,0,20.0,700.0,2640.0,0.0,0.0,3340.0
2019-04,ZEFTACARE 1G,6,1,6,0,320.0,12480.0,137320.0,0.0,0.0,149800.0
2019-04,ZEFXON 40MG,3,1,3,0,450.0,123530.91,123489.09,0.0,0.0,247020.0
2019-04,ZEGECEF 250MG/5ML SUS,2,1,2,0,28.0,3904.6,7295.4,0.0,0.0,11200.0
2019-04,ZELECTA 200MG,1,1,1,0,2.0,0.0,4500.0,0.0,0.0,4500.0
2019-04,ZELEX 200MG,7,1,7,0,9.14,6855.0,14902.5,0.0,0.0,21757.5
2019-04,ZETIFEN 100MG/ML DROPS,3,1,3,0,36.0,1050.48,1421.52,0.0,0.0,2472.0
2019-04,ZETIFEN 125MG/5ML SYR,4,1,4,0,30.0,987.0,1497.0,0.0,0.0,2484.0
2019-04,ZETIFEN 250MG/5ML SYR,4,1,4,0,34.0,1193.91,2222.09,0.0,0.0,3416.0
2019-04,ZETIFEN 500MG,2,1,2,0,4.0,416.64,1103.36,0.0,180.0,1520.0
2019-04,ZINACARE 750MG WITH DILUENT,3,1,3,0,150.0,3300.0,6450.0,0.0,0.0,9750.0
2019-04,ZINCAVIT 27.5MG/ML,1,1,1,0,50.0,2250.0,2025.0,0.0,0.0,4275.0
2019-04,ZIPHANOL 2MG/ML,1,1,1,0,2.0,900.0,12600.0,0.0,0.0,13500.0
2019-04,ZOLBACH 400MG,1,1,1,0,250.0,0.0,7500.0,0.0,0.0,7500.0
2019-04,ZOLBACH 800MG,1,1,1,0,50.0,0.0,10500.0,0.0,0.0,10500.0
2019-04,ZUDEM 200MG,1,1,1,0,3.0,4800.0,12600.0,0.0,0.0,17400.0
2019-04,ZUDEM 50MG/5ML,1,1,1,0,20.0,3560.0,4440.0,0.0,0.0,8000.0
2019-04,ZURENIX 500MG TAB,1,1,1,0,100.0,0.0,59400.0,0.0,0.0,59400.0
2019-04,ZYROVA,1,1,1,0,2.0,0.0,4000.0,0.0,0.0,4000.0
2019-05,ACIPRO 2MG,1,1,1,0,80.0,1676.0,68724.0,0.0,0.0,70400.0
2019-05,ACIURTECT DISINFECTANT SOLUTION 1L,1,1,1,0,1.0,547.31,822.69,0.0,0.0,1370.0
2019-05,ACLAV 1.2G,1,1,1,0,50.0,4000.0,11000.0,0.0,0.0,15000.0
2019-05,AFENAX 100MG,3,1,2,0,30.0,17850.0,16125.0,0.0,0.0,33975.0
2019-05,AFFORVIT,1,1,1,0,3.0,609.0,966.0,0.0,525.0,1575.0
2019-05,ALAMIN 500ML,1,1,1,0,15.0,5250.0,15000.0,0.0,0.0,20250.0
2019-05,ALCOHOL ISOPROPHYL 500ML,1,1,1,0,300.0,0.0,35700.0,0.0,0.0,35700.0
2019-05,ALGESIC FORTE 325MG+400MG,2,1,2,0,8.0,1860.0,2882.0,0.0,693.0,4742.0
2019-05,ALGICAP 500MG CAP,7,1,7,0,13.0,2957.5,6577.5,0.0,0.0,9535.0
2019-05,ALGICAP 50MG/5ML SUS,1,1,1,0,7.0,172.27,165.13,0.0,0.0,337.4
2019-05,ALKALINSE 1.080G,2,1,2,0,50.0,8643.0,13107.0,0.0,0.0,21750.0
2019-05,ALLECUR 10MG,2,1,2,0,7.0,0.0,3584.0,0.0,0.0,3584.0
2019-05,ALLUJEN 100MG TAB,1,1,1,0,2.0,150.0,450.0,0.0,0.0,600.0
2019-05,ALLUJEN 300MG,2,1,2,0,4.0,600.0,1988.0,0.0,0.0,2588.0
2019-05,ALVICA TRAUMA RECOVERY GEL ICE,1,1,1,0,4.0,394.16,1257.57,0.0,183.52,1651.73
2019-05,AMBOXIL 500MG,1,1,1,0,50.0,0.0,72575.0,0.0,0.0,72575.0
2019-05,AMCETAM 150MG,1,1,1,0,100.0,0.0,4700.0,0.0,0.0,4700.0
2019-05,AMICARE 125MG/ML (250MG/2ML),1,1,1,0,14.0,3220.0,10780.0,0.0,0.0,14000.0
2019-05,AMLOVIN 10MG,2,1,2,0,1.9,0.0,2340.0,0.0,450.0,2340.0
2019-05,AMOLTEX 2MG/5ML SYR,2,1,2,0,174.0,3596.0,3544.0,0.0,0.0,7140.0
2019-05,AMPI-1,3,1,3,0,70.0,4294.5,4210.5,0.0,675.0,8505.0
2019-05,AMPICELO 500MG,1,1,1,0,800.0,94000.0,44000.0,0.0,0.0,50000.0
2019-05,ANEROCIN 300MG,3,1,3,0,3.0,2670.0,5050.0,0.0,2280.0,7720.0
2019-05,ANIFER 190MG,1,1,1,0,13.0,845.0,884.0,0.0,0.0,1729.0
2019-05,ANTIZOAL 5MG/ML,7,1,7,0,940.0,14068.67,88131.33,0.0,0.0,102200.0
2019-05,APREZAL 20MG/ML AMP,1,1,1,0,5.0,5415.83,14084.17,0.0,0.0,19500.0
2019-05,APROCARE 150MG,2,1,2,0,3.0,657.0,1953.0,0.0,0.0,2610.0
2019-05,ATORSAPH 20MG TAB,2,1,2,0,41.0,1414.5,905.5,0.0,0.0,1320.0
2019-05,ATOVAS 20MG,5,1,5,0,50.0,8724.83,26026.46,0.0,3408.71,34751.29
2019-05,AZICARE,2,1,2,0,4.0,0.0,11280.0,0.0,0.0,11280.0
2019-05,AZICARE 500MG TAB,1,1,1,0,1.0,350.0,475.0,0.0,0.0,825.0
2019-05,BACTREX 800MG TAB,1,1,1,0,38.0,0.0,7904.0,0.0,0.0,7904.0
2019-05,BENERVA PLUS TAB,1,1,1,0,10.0,5500.0,6500.0,0.0,0.0,12000.0
2019-05,BERCEF 250MG/5ML SUS,3,1,3,0,33.0,4884.0,10956.0,0.0,0.0,15840.0
2019-05,BERCEF 50MG/ML DROPS,4,1,4,0,43.0,1806.0,5719.0,0.0,0.0,7525.0
2019-05,BIOGIC 500MG,2,1,2,0,108.0,3726.0,9549.0,0.0,0.0,13275.0
2019-05,BIOXOL 30 MG,1,1,1,0,2.0,66.0,872.0,0.0,402.0,938.0
2019-05,BLOOD PRESSURE W/WHEELS / ROLL BY - BAXTEL SPHYGMOMANOMETER,1,1,1,0,2.0,15000.0,29000.0,0.0,0.0,44000.0
2019-05,BLOODSET COSMED,2,1,2,0,40.0,0.0,3400.0,0.0,0.0,3400.0
2019-05,BRITAMOX 500MG CAP,2,1,2,0,78.0,9984.0,9486.0,0.0,0.0,19470.0
2019-05,BROADMETZ 100MG/ML,2,1,2,0,27.0,840.24,1049.76,0.0,0.0,1890.0
2019-05,BROADMETZ 125MG/5ML,1,1,1,0,6.0,216.0,354.0,0.0,0.0,570.0
2019-05,BROADMETZ 250MG/5ML,2,1,2,0,36.0,1435.68,2308.32,0.0,936.0,3744.0
2019-05,BROADMETZ 500MG,1,1,1,0,1.0,319.0,81.0,0.0,0.0,400.0
2019-05,BRODIX 2.5/2.5ML NEB,1,1,1,0,60.0,14400.0,14400.0,0.0,0.0,28800.0
2019-05,BUDESON 250MCG/ML (500MCG/2ML),2,1,2,0,5.0,2258.33,16991.67,0.0,0.0,19250.0
2019-05,BUFEN 200MG/ML,1,1,1,0,20.0,700.0,1575.0,0.0,0.0,2275.0
2019-05,BUPIRIGHT 1'S VIALS,3,1,3,0,39.0,7176.0,11324.0,0.0,0.0,18500.0
2019-05,BUPIRIGHT 5MG/ML,6,1,6,0,34.6,0.0,64750.0,0.0,0.0,64750.0
2019-05,BUTADIL 2MG/5ML,1,1,1,0,24.0,603.24,1196.76,0.0,0.0,1800.0
2019-05,CARDOWIN 1MG,2,1,2,0,95.0,25175.0,87400.0,0.0,0.0,112575.0
2019-05,CEFEXIL 250MG/5ML,2,1,2,0,16.0,1040.0,2110.0,0.0,0.0,3150.0
2019-05,CEFIXSAPH 100MG,2,1,2,0,90.0,5130.0,18040.0,0.0,0.0,23170.0
2019-05,CEFOPTI 750MG,3,1,3,0,88.0,13640.0,96395.0,0.0,0.0,110035.0
2019-05,CEFUSAPH,10,1,10,0,89.0,8455.0,39532.0,0.0,4818.0,47987.0
2019-05,CEFZIME 750MG,6,1,6,0,27.1,20731.5,65668.5,0.0,0.0,86400.0
2019-05,CENDALEX 125MG/5ML,1,1,1,0,10.0,350.0,650.0,0.0,0.0,1000.0
2019-05,CENDALEX 250MG/5ML,1,1,1,0,10.0,597.0,653.0,0.0,0.0,1250.0
2019-05,CENDALEX 500MG,3,1,3,0,6.0,1269.9,4730.1,0.0,1500.0,6000.0
2019-05,CEPROTRON 500MG,5,1,5,0,8.0,4000.0,7950.0,0.0,1050.0,11950.0
2019-05,CIMEX 500MG,2,1,2,0,80.0,88000.0,144000.0,0.0,0.0,232000.0
2019-05,CINNABLOC 25MG,2,1,2,0,11.0,1463.0,2586.5,0.0,1650.0,4049.5
2019-05,CINNABLOC 75MG,3,1,3,0,23.0,920.0,8180.0,0.0,0.0,9100.0
2019-05,CLODIN 75MG TAB,1,1,1,0,1.0,600.0,900.0,0.0,0.0,1500.0
2019-05,CLOMEP 75MG TAB,2,1,2,0,20.0,2240.0,14115.0,0.0,0.0,16355.0
2019-05,CLOPIDA 75MG,4,1,4,0,13.33,435.6,21094.4,0.0,0.0,21530.0
2019-05,CLOVAS 75MG,4,1,4,0,44.0,17740.8,36599.92,0.0,4339.28,54340.72
2019-05,CLOXANE 500MG CAP,3,1,3,0,58.0,11455.0,20195.0,0.0,0.0,31650.0
2019-05,CO-AMOXICARE 500MG/125MG TAB,2,1,2,0,52.0,6335.01,73038.99,0.0,0.0,79374.0
2019-05,COFMED 50MG TAB,2,1,2,0,10.0,4850.0,6320.0,0.0,0.0,11170.0
2019-05,COFMED 7.5MG,2,1,2,0,50.0,4250.0,3310.0,0.0,0.0,7560.0
2019-05,CORBAL 100MG,5,1,5,0,39.0,1950.0,43950.0,0.0,900.0,45900.0
