product_name,total_transactions,total_quantity,total_net_sales,total_gross_margin,gross_margin_pct,first_year,last_year
MULTI GROW 30ML DROPS,117,1792.00,273309.84,160171.84,58.60,2018,2023
JVAX,2,350.00,273000.00,0.00,0.00,2018,2018
ISOLATION GOWN - RHYCOM,1,1500.00,270000.00,180000.00,66.67,2021,2021
BLESOFOXITIN 1G IV,6,1150.00,269070.00,120620.00,44.83,2024,2025
BIO TT 40IU,10,223.50,268994.15,117534.15,43.69,2021,2023
MONILIASOL 500MG,181,529.47,268447.67,182383.67,67.94,2017,2021
BUNNY SUIT MICROFIBER,2,600.00,268200.00,103200.00,38.48,2022,2023
GOPAMINE 40MG/ML (200MG/5ML) 5ML,16,471.00,267962.50,194957.50,72.76,2024,2025
"QMC # 268,031",1,1.00,267875.00,122995.00,45.92,2025,2025
IV CANNULA 20G - HEXACARE,5,95.00,267615.00,205865.00,76.93,2025,2025
RESPINAL 500MG,53,181.00,266969.68,192912.90,72.26,2017,2023
DEXAMAK 4MG/ML (8MG/2ML),11,361.00,265970.36,115650.36,43.48,2021,2025
SEZUVIN 100MG/ML (500MG/5ML),2,236.00,265915.36,205735.36,77.37,2025,2025
HEMOSTAP 500MG,45,170.00,264785.00,198959.99,75.14,2020,2023
N95 FACE MASK PARTICULATE RESPIRATOR SURGICAL MASK (3M),6,81.60,263824.00,232894.00,88.28,2022,2023
CLINDASAPH 600 150MG/ML (600MG/4ML) 4ML,2,220.00,263384.00,120604.00,45.79,2025,2025
METRICIDE,22,131.00,262800.00,105835.72,40.27,2018,2021
CLINDATEC 150MG/ML (300MG/2ML) 2ML,1,3000.00,261960.00,96960.00,37.01,2025,2025
DISPOSABLE SYRINGE 3CC - COSMED,4,260.00,261600.00,196600.00,75.15,2020,2023
EROXIME 750MG,21,147.00,260230.00,226522.00,87.05,2022,2023
APCELAC 500MG HERBAL FOOD SUPPLEMENT,46,397.60,259365.20,101525.20,39.14,2021,2025
BIOGIC 250MG SUS,33,2982.00,259356.60,47115.20,18.17,2019,2023
"WHEELCHAIR, MAGS",1,20.00,259000.00,0.00,0.00,2019,2019
HEMOBAS 500MG/5ML,38,382.00,256376.57,172871.32,67.43,2019,2023
IMATET 40IU/0.5ML,8,208.60,255257.20,138103.20,54.10,2022,2023
PUROXEL 40MG,76,200.42,254266.00,113870.00,44.78,2017,2019
ANTIZOAL,15,2000.00,254250.00,203225.00,79.93,2017,2020
ZEGECEF 250MG/5ML,36,592.00,254144.00,160933.00,63.32,2017,2018
"MARINDUQUE # 253,607.00",1,1.00,253607.00,89749.00,35.39,2025,2025
MUPIDERM,10,1425.00,253184.30,144572.92,57.10,2021,2023
"MICROPORE 1"" - 3M",37,307.74,252802.14,130412.24,51.59,2018,2020
NICARDSAPH 1MG/ML 10ML AMP,7,710.00,250840.00,176920.00,70.53,2023,2023
SUCROSAPH 20MG/ML (100MG/5ML) 5ML,17,106.00,250650.00,216942.00,86.55,2024,2025
FUSIFRED 20MG/G (2% W/W) 10G,2,1000.00,250000.00,170000.00,68.00,2025,2025
SAPHIXIME 200MG,15,209.99,249038.61,174196.50,69.95,2019,2023
PHOTOCOPIER (TASKALFA 32121),1,1.00,249000.00,88980.00,35.73,2023,2023
"MARINDUQUE # 250,000.00",1,1.00,248500.00,83392.00,33.56,2025,2025
VOLUMETRIC SOLUTION INFUSION SET 150ML (INDOPLAS),3,1060.00,247700.00,172900.00,69.80,2023,2024
SHARJVAX 1500IU,2,320.00,247000.00,0.00,0.00,2019,2019
ROSEMIDE 10MG,27,747.00,246972.00,91978.80,37.24,2018,2019
EVAPROST 125,12,370.00,246296.00,143336.00,58.20,2017,2020
ASTYMIN 120ML,25,533.00,245800.00,160100.00,65.13,2017,2017
GLOVES (M) - GLOMED,21,513.00,245135.00,122387.83,49.93,2019,2023
PULSE OXIMETER,7,52.00,244610.00,179810.00,73.51,2020,2023
NITRILE EXAMINATION GLOVES LARGE,5,505.00,244600.00,118350.00,48.39,2023,2023
HISTARIL 1MG/50MG/5ML SYR,204,3153.00,244032.10,166183.18,68.10,2018,2025
"QMC # 243,780",1,1.00,243380.00,131195.00,53.91,2025,2025
RECORMON 5000IU/0.3ML,1,20.00,240000.00,75500.00,31.46,2025,2025
SAMSUNG 2HP INVERTER AIRCON,1,2.00,239990.00,151000.00,62.92,2022,2022
ECG MACHINE EDAN SINGLE CHANNEL,2,2.00,239500.00,191500.00,79.96,2019,2021
INHIBITA 40MG,60,347.95,239332.10,208783.81,87.24,2018,2023
"PAGBILAO # 240,000.00 LOT 12",1,1.00,239000.00,127300.00,53.26,2024,2024
CINNABLOC 25MG,166,549.35,238456.07,163573.99,68.60,2017,2023
ANEROCIN 300MG CAP,29,76.00,237555.50,163151.50,68.68,2023,2025
MICROPORE 1X10 2.5CMX9.1M (3M),19,296.00,236926.60,90546.60,38.22,2023,2025
CLAVIC 250MG/62.5MG/5ML,45,606.00,236794.49,54671.03,23.09,2017,2019
DOLOGESIC 325MG/37.5MG TAB,52,224.00,236492.00,176012.00,74.43,2024,2025
FLACOXTO 200MG,24,104.00,235732.10,213009.10,90.36,2018,2021
NERVAPLEX 500MG,94,188.23,234737.10,143947.95,61.32,2018,2020
FENTIN 10MG/ML,8,157.00,234440.00,100070.00,42.68,2020,2023
FUROSE 10MG/ML,45,545.10,234110.00,116365.67,49.71,2018,2021
GEMICEF 750MG VIAL W/ DILUENT,3,3540.00,233720.00,99200.00,42.44,2023,2023
GLOVES BLUE VINYL/NITRILE BLEND (XL),4,362.00,233693.12,132333.12,56.63,2021,2022
CORTIREX,9,365.00,233165.00,172940.00,74.17,2022,2023
CARDOWIN 1MG/ML 10ML,5,1410.00,233123.40,106223.40,45.57,2025,2025
AHBAY-TOX 40IU/0.5ML IM,7,264.00,232222.50,79102.50,34.06,2024,2024
EURYTHMIC 50MG/ML (150MG/3ML),11,46.00,232155.95,161545.95,69.59,2024,2025
JAGAPLEX,83,241.50,231491.40,148969.90,64.35,2017,2024
ENDOPROST 125MCG/ML,22,123.00,231165.00,115545.00,49.98,2025,2025
"PAGBILAO # 231,000.00 LOT 9",1,1.00,230250.00,74250.00,32.25,2024,2024
HIVENT 1MG/2.5ML,45,382.18,230144.67,97111.56,42.20,2018,2023
"PAGBILAO # 230,400.00",1,1.00,229860.00,78612.12,34.20,2025,2025
AUTOCLAVE MACHINE - 50 LTRS,1,1.00,229500.00,164500.00,71.68,2020,2020
VELON 6.25MG TAB,20,546.00,229107.82,197071.82,86.02,2023,2025
SHOE COVER,10,335.00,227843.23,156748.23,68.80,2021,2023
BUVA HEAVY 5MG,1,33.50,227800.00,224617.50,98.60,2022,2022
UNIDOL 50MG/ML,37,41.00,227765.00,176259.00,77.39,2018,2020
MEGYXAN 500MG CAP,17,244.00,227583.50,208696.25,91.70,2019,2023
AGYNAPIN 1MG/ML,2,239.00,226552.10,83152.10,36.70,2022,2022
NATRASOL 100MG,8,202.00,226499.78,27881.45,12.31,2019,2020
EUROXIME 250MG/5ML,64,614.00,225877.54,142533.04,63.10,2017,2020
DENGUE 1GG/1GM 25 TEST+1,2,10.00,225000.00,-12500.00,-5.56,2018,2018
TRIZINE SYRUP,20,718.00,223380.00,82080.00,36.74,2020,2023
LACTAMOX 250MG/62.5MG/5ML 60ML,33,610.00,223309.00,144192.00,64.57,2023,2024
"PAGBILAO # 222,500",1,1.00,222100.00,208150.00,93.72,2025,2025
DIGITAL THERMOMETER - SURGITECH,38,2083.00,221786.00,106236.00,47.90,2018,2023
STEEL FILING CABINET - PO G2680,2,15.00,221125.00,101140.00,45.74,2020,2021
AMSUTAS,12,840.00,220260.00,181460.00,82.38,2017,2020
CO-AMOXICARE 500MG/125MG TAB,7,184.67,219955.98,2140.70,0.97,2019,2019
HIVENT PLUS 500MCG+2.5MG/2.5ML,21,242.66,219913.75,113492.75,51.61,2023,2025
EQUIRAB 200IU/ML (1000IU/5ML) 5ML,1,100.00,219500.00,49500.00,22.55,2024,2024
UV LIGHT GERMICIDAL BULB T530WG13UV LANDLITE,10,56.00,218683.53,162697.53,74.40,2021,2022
BUPIRIGHT,2,170.00,218170.00,191820.00,87.92,2018,2018
MECLOP 5MG\ML,34,689.00,217883.00,195107.00,89.55,2021,2023
DOPNAX 40MG,22,307.00,217060.15,149890.15,69.05,2020,2023
AXIMEED 200MG,4,49.34,215864.28,30643.00,14.20,2020,2020
COMXICLA 625MG TAB,4,230.50,215863.59,176678.59,81.85,2021,2021
FACE MASK N95 PARTICULATE RESPIRATOR,4,130.00,212762.50,186317.50,87.57,2020,2023
ENHAMOX 250MG/62.5MG/5ML 60ML,34,552.00,212740.00,139722.10,65.68,2024,2025
"QMC # 213,400",1,1.00,212546.40,84506.40,39.76,2025,2025
MEDRIZINE 5MG/5ML SYRUP,14,1431.00,212402.00,179119.50,84.33,2020,2023
MICROSCOT 20MG,16,874.00,211983.73,3819.50,1.80,2020,2021
ACIFOX,5,304.10,211447.00,109640.00,51.85,2017,2019
CETHERGO 200MCG/ML,22,466.80,211115.00,107795.00,51.06,2023,2023
FEXIL 500MG,30,1116.00,210900.00,98220.00,46.57,2017,2018
DUOTRAM 325MG,58,147.22,210812.42,84972.50,40.31,2018,2019
XITHROM 150MG,19,48.00,210600.00,131025.00,62.22,2017,2018
"PAGBILAO # 411,290",2,2.00,209990.00,-216634.00,-103.16,2024,2025
TRIZINE SYR,18,696.00,209814.00,74094.00,35.31,2018,2019
HYOSAPH 20MG/ML,3,615.00,209612.50,105062.50,50.12,2025,2025
SPINAL NEEDLE G25 X89MM (ORMED),5,1407.00,207039.00,150759.00,72.82,2025,2025
"QMC # 206,923.50",1,1.00,206820.00,88578.00,42.83,2025,2025
FERGLOBIN FA 60MG/400MCG,91,257.31,206267.64,135004.65,65.45,2017,2024
SPINAL NEEDLE G.25 - TOP,15,160.75,206199.00,67171.27,32.58,2018,2023
HYCLENS SKIN CLEANSER 4G/100ML 60ML,2,750.00,206031.60,120981.60,58.72,2023,2025
RAXIDINE,16,253.00,204760.00,166885.00,81.50,2022,2023
"QMC # 213,200",1,1.00,204480.75,127475.75,62.34,2025,2025
"PAGBILAO # 298,999.7",1,1.00,203319.80,68620.44,33.75,2024,2024
CORTIREX 100MG,11,166.00,202800.00,171335.00,84.48,2018,2019
SOLVASC 5MG,43,172.03,202604.08,140769.89,69.48,2018,2023
UNDERPADS ANTIBACTERIAL LARGE (HEXACARE),14,964.00,202258.00,101533.00,50.20,2023,2025
PHYTOBAS 10MG/ML,19,321.00,201890.00,156705.00,77.62,2020,2023
RESPI-SAPH 250MCG/ML (500MCG/2ML) 2ML,11,95.96,201740.30,75495.30,37.42,2023,2024
HYCLENS SKIN CLEANSER 60ML,1,720.00,201600.00,119952.00,59.50,2020,2020
ELECTAB 600MG,5,493.33,200867.50,11392.50,5.67,2025,2025
"QMC # 201,300.00",1,1.00,200780.00,43580.00,21.71,2024,2024
PAPER TOWEL - JADE,3,2100.00,200620.00,107070.00,53.37,2021,2023
FENTIN 50MG/ML 2ML,18,59.00,200410.50,147271.50,73.48,2023,2025
"PAGBILAO # 200,000.00",1,1.00,199800.00,67432.50,33.75,2024,2024
HBSAG MD 100T,3,253.00,199287.85,105902.85,53.14,2018,2019
MEDRIZINE 2.5MG/ML DROPS,13,1282.00,199219.78,165193.41,82.92,2020,2023
POLO SHIRT BC,1,444.00,199134.00,110334.00,55.41,2022,2022
"PAGBILAO # 200,000",1,1.00,199100.00,68092.20,34.20,2025,2025
HYPOSOL,5,1248.00,199032.00,101688.00,51.09,2019,2021
FOCID 5MG,76,1700.00,198787.56,70275.03,35.35,2017,2019
SPASBASCINE 20MG/ML,14,537.00,198035.00,85789.00,43.32,2023,2025
APCELAC 500MG,41,302.60,197955.00,76915.00,38.85,2023,2025
SAMPLE VESSELS 120ML WITH SODIUM THIOSULFATE,3,11.00,197140.00,89340.00,45.32,2024,2025
POVIDONE IODINE 10% 120ML (ZETADONE),1,2400.00,196800.00,28800.00,14.63,2024,2024
RUCEF,12,83.00,196778.23,115455.03,58.67,2021,2024
STRETCHER CONVERTABLE INTO WHEELCHAIR,1,2.00,196540.00,129540.00,65.91,2025,2025
ANIFER 190MG,25,436.79,195457.00,164078.28,83.95,2019,2023
"PAGBILAO # 196,000",1,1.00,195437.50,66987.67,34.28,2025,2025
DROPLIGHT GOOSE NECK EXAMINATION LAMP,1,39.00,194805.00,97305.00,49.95,2025,2025
BLOOD GLUCOSE TEST STRIPS (EASYTOUCH),2,217.00,194739.00,22289.00,11.45,2023,2024
VONWELT TRANEXAMIC ACID,59,120.00,194426.00,156026.00,80.25,2018,2020
INSULIN SYRINGE WITH NEEDLE 1/2CC 29GX1/2 (TERUMO),7,162.00,193914.00,72414.00,37.34,2025,2025
MERGOT 125MCG,38,104.00,193254.00,122784.00,63.54,2023,2025
VOXOLL 30MG TAB,104,316.52,192682.93,140222.57,72.77,2018,2023
CETHERGO 200MCG/ML IV,37,55.70,192495.80,128929.00,66.98,2023,2025
FORTIPLEX,84,199.00,192169.50,121107.95,63.02,2018,2020
CLOXANE 500MG,16,443.00,190973.75,77446.75,40.55,2018,2025
"PAGBILAO # 288,255.00",1,1.00,190265.00,932.08,0.49,2025,2025
"PPDC # 190,296.00",1,1.00,189600.00,73620.00,38.83,2025,2025
ALAMIN 500ML,18,142.00,188400.00,138700.00,73.62,2018,2019
CIPROGYL 2MG/ML (200MG/100ML),10,5080.00,188387.20,56307.20,29.89,2025,2025
CETHERGO 200MCG,26,45.00,188350.00,136580.00,72.51,2020,2022
CYFROX 500MG,34,204.00,187830.80,111789.93,59.52,2018,2025
BETZINE 16MG TAB,6,166.00,187637.00,149457.00,79.65,2025,2025
KLOPIDO,26,1287.00,187203.00,106309.50,56.79,2017,2017
BRODIX 2.5/2.5ML NEB,32,383.65,186713.51,86591.50,46.38,2019,2021
"PAGBILAO # 187,000",1,1.00,186600.00,45350.00,24.30,2025,2025
CLOPEGEN 75MG,6,133.00,186378.75,179420.75,96.27,2023,2025
BETZINE 8MG,10,112.00,185745.00,142875.00,76.92,2021,2023
ACTEINSAPH-600 600MG,13,314.00,184591.00,99811.00,54.07,2023,2024
TERMAGEN 500MG,83,1449.26,183801.35,118039.42,64.22,2017,2023
AMICARE 125MG/ML (250MG/2ML),11,214.80,183775.00,134018.40,72.93,2018,2020
ACIFOX 1G,7,107.00,183468.00,51598.00,28.12,2023,2025
BP APPARATUS ANEROID SPHYGMOMANOMETER (BAXTEL),4,85.00,181953.00,-1005.00,-0.55,2023,2025
AMCETAM 150MG/ML 2ML,23,1944.00,181116.90,99468.90,54.92,2024,2025
PLASTIC CHAIR - PO G2680,3,290.00,180450.00,77420.00,42.90,2020,2022
KN95 FACEMASK - CHRISTINE,2,1100.00,180000.00,172300.00,95.72,2021,2021
"BENEHEART R3, ECG MACHINE",1,1.00,180000.00,120000.00,66.67,2020,2020
DOXYPERL,1,200.00,179800.00,152980.00,85.08,2022,2022
KETOPANE,12,249.00,179285.05,120245.05,67.07,2022,2023
HISTARIL 100MG/2MG,59,445.00,178808.00,119126.65,66.62,2017,2025
GAUZE PAD 4X4X8 PLY 24X28 MESH,2,500.00,178600.00,0.00,0.00,2023,2023
"PAGBILAO # 569,792.00",1,1.00,177660.00,-196463.01,-110.58,2025,2025
ZURENIX 500MG,11,313.00,176935.00,148936.00,84.18,2019,2020
BROADMETZ 500MG,69,675.80,176743.50,127926.93,72.38,2017,2020
ALL SILICONE DUODENAL TUBE F.16 - UNIMEX,32,796.00,175916.00,18011.00,10.24,2018,2021
GLOVES STERILE LATEX (6.5) SURE-GUARD,5,170.00,175840.00,46840.00,26.64,2021,2023
SURGICAL GLOVES 7.5 INDOPLAS,5,130.00,175340.00,77840.00,44.39,2023,2023
TOBRAMYZIN 3MG/ML (0.3% W/V) 5ML,1,500.00,175000.00,102500.00,58.57,2025,2025
"PAGBILAO # 175,000",1,1.00,174500.00,62000.00,35.53,2025,2025
ANMUM MATERNA PLAIN 180G X 24,1,624.00,174408.00,55224.00,31.66,2021,2021
CLOPINOVA,9,122.00,173490.00,162514.00,93.67,2023,2023
POVIDONE IODINE 75MG/ML (7.5% W/V) 120ML (ZETADONE),1,1440.00,172584.00,71784.00,41.59,2024,2024
SOLUSET UNIMEX,3,600.00,172400.00,112400.00,65.20,2020,2023
BOUFFANT CAP,22,603.50,171409.20,81955.20,47.81,2019,2023
"PAGBILAO # 171,550.00",1,1.00,171111.75,77384.25,45.22,2025,2025
COZEC,15,302.00,170580.00,140110.00,82.14,2017,2017
MICROSCOT 20MG 5G,10,1470.00,170455.00,131335.00,77.05,2024,2025
PRESTIGE ALCOHOL,4,254.00,170390.00,95390.00,55.98,2022,2023
DALAMYCIN 150MG,3,45.00,170000.00,163250.00,96.03,2018,2018
LINDELL 50MG/ML (5%),2,600.00,169900.00,100.00,0.06,2025,2025
"PAGBILAO # 170,200",1,1.00,169845.00,58086.99,34.20,2025,2025
BIOLAC 3.33G/5ML,7,1400.00,169582.00,22582.00,13.32,2025,2025
GLOVES MEDIUM LATEX NONSTERILE (SURGITECH),4,600.00,169200.00,49200.00,29.08,2024,2025
CENDALEX 500MG CAP,61,180.90,169020.00,130014.10,76.92,2020,2023
LUPINSULIN R,6,440.00,168625.50,55015.50,32.63,2022,2023
GLYCINORM 80MG TAB,21,275.22,167957.30,132455.47,78.86,2019,2023
RANICLAV 625MG TAB,14,496.57,167616.60,82331.86,49.12,2023,2025
NURAMINE FORTE 100MG/100MG/1MG SOL FOR I.V,4,185.30,166770.00,148610.60,89.11,2021,2022
FOLACID 5MG CAP,48,350.00,166733.44,84045.94,50.41,2023,2025
"PAGBILAO # 417,149.00-2",1,1.00,165800.00,10371.00,6.26,2025,2025
"PAGBILAO # 417,149.00-1",1,1.00,165800.00,10371.00,6.26,2025,2025
BENERVA FORTE,25,143.00,165241.00,90166.00,54.57,2019,2020
"QMC # 165,000",1,1.00,164780.00,76780.00,46.60,2025,2025
ALCOHOL ISOPROPHYL 70% - ALCORADE,2,235.00,164432.50,86882.50,52.84,2022,2023
"AUTOCLAVE TAPE 3/4""",9,203.00,164100.00,125660.00,76.58,2019,2023
"PPDC # 164,420",1,1.00,164052.00,56105.78,34.20,2025,2025
(M) DISPOSABLE GLOVES VINYL AIEL,1,250.00,162500.00,92500.00,56.92,2021,2021
COVID-19 AG STANDARD Q BIOSENSOR TEST KIT,1,10.00,162500.00,12500.00,7.69,2021,2021
HEMOTRAN 500MG,41,86.00,162475.50,88628.00,54.55,2017,2019
MASOLEV 100MG/ML (500MG/5ML),2,144.00,162253.44,119773.44,73.82,2025,2025
PLAZIMIDE 5MG/ML (10MG/2ML),19,1122.00,162185.50,94865.50,58.49,2024,2025
"QMC # 162,922.00",1,1.00,161999.80,69779.80,43.07,2024,2024
SAPHLOPID 75MG,31,120.80,161187.63,118142.23,73.29,2019,2023
AZECLO 100MG,52,84.00,160785.00,80827.00,50.27,2017,2019
CEEPRAZOL 20MG,54,279.21,160589.06,105617.86,65.77,2017,2021
"PAGBILAO # 160,000",1,1.00,159600.00,67607.00,42.36,2025,2025
NICARSAPH 1MG/ML 10ML,8,640.00,159432.00,98832.00,61.99,2023,2025
COMPUTER SET,1,2.00,159000.00,90350.00,56.82,2022,2022
LIPIVASC 40MG,14,174.00,158562.50,54225.25,34.20,2018,2018
OPTRYL 5MG/G (0.5%) 5G,18,629.00,158495.10,74887.60,47.25,2023,2025
MIROCID 5G,13,853.00,158400.00,113490.00,71.65,2020,2023
AXALAV 500MG/125MG (625MG),3,154.95,158054.00,91324.50,57.78,2024,2025
AMINOSTERIL INFANT 6% 100ML,2,250.00,157647.50,34447.50,21.85,2025,2025
GLOVEDOL 6.25MG TAB,3,1500.00,157500.00,90750.00,57.62,2025,2025
ROSVA 20-20MG,26,150.00,156931.20,118165.20,75.30,2024,2025
HISTARIL 2MG/100MG CAP,95,213.40,156823.42,111881.92,71.34,2018,2023
INSULIN SYRINGE 1/2 CC G29 TERUMO,20,103.00,156715.90,74915.90,47.80,2020,2023
AMPI-1,56,404.40,156296.75,106923.07,68.41,2018,2023
HYDROGEN PEROXIDE 3% 10VOL 120ML (GREATSTAR),2,2440.00,155902.00,82702.00,53.05,2024,2025
AMBIMOX 500MG,19,314.00,155885.50,33196.84,21.30,2018,2023
CORPILYN 1G,11,5200.00,155675.50,82875.50,53.24,2025,2025
AXMEL 500MG,28,423.00,155405.50,84352.50,54.28,2019,2023
"PAGBILAO # 155,000",1,1.00,154660.00,93660.00,60.56,2025,2025
EUROGYL 500MG,8,1120.00,154500.00,128740.00,83.33,2017,2017
AMBICAL-PLUS 500MG/200IU,1,561.00,154275.00,70405.50,45.64,2025,2025
DISPOSABLE SYRINGE 5CC - SUREGUARD,4,160.00,154242.00,120482.00,78.11,2020,2023
AMCETAM,8,790.30,154167.44,121211.93,78.62,2018,2018
VICRYL 1-0 ROUND NEEDLE ETHICON,2,32.00,152970.00,2442.00,1.60,2023,2023
XELIC 400MG,1,34.00,152286.00,131036.00,86.05,2021,2021
