source_workbook,source_sheet,source_row_number,date_delivered,area,product,quantity,unit_cost,total_cost,discount,net_cost,trade_price_unit,total_trade_price,net_income,margin_pct,quality_status,quality_notes
2025s.csv,2025-12-20,3702,2025-12-20,Government,"PPDC # 120,000",1,119400,119400,0,119400,78565.2,78565.2,40834.8,0.34,valid,
2025s.csv,2025-12-20,3705,2025-12-20,Government,"PPDC # 20,800",1,20750,20750,0,20750,13653.5,13653.5,7096.5,0.34,valid,
2025s.csv,2025-12-20,3707,2025-12-20,Government,"PPDC # 25,000",1,24910,24910,0,24910,16390.78,16390.78,8519.22,0.34,valid,
2025s.csv,2025-12-20,3706,2025-12-20,Government,"PPDC # 33,000",1,32824,32824,0,32824,21598.19,21598.19,11225.81,0.34,valid,
2025s.csv,2025-12-20,3708,2025-12-20,Government,"PPDC # 50,000",1,49820,49820,0,49820,32781.56,32781.56,17038.44,0.34,valid,
2025s.csv,2025-12-20,3701,2025-12-20,Government,"PPDC # 62,500",1,61550,61550,0,61550,40499.9,40499.9,21050.1,0.34,valid,
2025s.csv,2025-12-20,3703,2025-12-20,Government,"PPDC # 76,160",1,65240,65240,0,65240,49744.8,49744.8,15495.2,0.24,valid,
2025s.csv,2025-12-20,3710,2025-12-20,Hospital,"QMC # 542,292.50",1,541545,541545,0,541545,372262.25,372262.25,169282.75,0.31,valid,
2025s.csv,2025-12-27,3798,2025-12-27,Government,"PHO # 56,500",1,54918,54918,0,54918,36136.04,36136.04,18781.96,0.34,valid,
2025s.csv,2025-12-27,3799,2025-12-27,Government,"PHO # 56,500-1",1,55935,55935,0,55935,36805.23,36805.23,19129.77,0.34,valid,
2025s.csv,2025-12-27,3801,2025-12-27,Government,"PPDC # 15,000",1,14958.75,14958.75,0,14958.75,9842.86,9842.86,5115.89,0.34,valid,
2025s.csv,2025-12-27,3802,2025-12-27,Government,"PPDC # 30,000",1,29850,29850,0,29850,19641.3,19641.3,10208.7,0.34,valid,
2025s.csv,2025-12-27,3718,2025-12-27,Government,"PPOC # 116,890",1,116500,116500,0,116500,64000,64000,52500,0.45,valid,
2025s.csv,2025-12-27,3800,2025-12-27,Government,"TOURISM # 40,000",1,39900,39900,0,39900,20254.2,20254.2,19645.8,0.49,valid,
2025s.csv,2025-12-31,4107,2025-12-31,Government,"ABOITIZ # 68,307.69",1,68307.69,68307.69,0,68307.69,44400,44400,23907.69,0.35,valid,
2025s.csv,2025-12-31,3955,2025-12-31,Government,"PAGBILAO # 1,100,000",1,1044525,1044525,0,1044525,132250,132250,912275,0.87,valid,
2025s.csv,2025-12-31,3249,2025-12-31,Government,"PAGBILAO # 253,100.00",1,135120,135120,0,135120,166307.1,166307.1,-31187.1,-0.23,valid,
2025s.csv,2025-12-31,3956,2025-12-31,Government,"PAGBILAO # 57,540",1,57330,57330,0,57330,37729.72,37729.72,19600.28,0.34,valid,
2025s.csv,2025-12-31,3958,2025-12-31,Government,"PAGBILAO # 63,250",1,62716.75,62716.75,0,62716.75,41467.16,41467.16,21249.59,0.34,valid,
2025s.csv,2025-12-31,3957,2025-12-31,Government,"PAGBILAO # 64,165",1,63541,63541,0,63541,42108.71,42108.71,21432.29,0.34,valid,
2025s.csv,2025-12-31,4134,2025-12-31,Government,"PAGBILAO # 921,080-1",1,676000,676000,0,676000,494210.64,494210.64,181789.36,0.27,valid,
2025s.csv,2025-12-31,4133,2025-12-31,Government,"PAGBILAO # 921,080.00",1,160780,160780,0,160780,105793.24,105793.24,54986.76,0.34,valid,
2025s.csv,2025-12-31,4132,2025-12-31,Government,"PHO # 56,500",1,55935,55935,0,55935,36136.04,36136.04,19798.96,0.35,valid,
2025s.csv,2025-12-31,4125,2025-12-31,Government,"PPDC # 150,000",1,149250,149250,0,149250,98206.5,98206.5,51043.5,0.34,valid,
2025s.csv,2025-12-31,3959,2025-12-31,Government,"TOURISM # 356,000",1,355300,355300,0,355300,233787.4,233787.4,121512.6,0.34,valid,
2025s.csv,2025-12-31,3951,2025-12-31,Hospital,"QMC # 122,723",1,122500,122500,0,122500,69200,69200,53300,0.44,valid,
2025s.csv,2025-12-31,3960,2025-12-31,Hospital,"QMC # 127,722.50",1,127471.75,127471.75,0,127471.75,80882.35,80882.35,46589.4,0.37,valid,
2025s.csv,2025-12-31,3952,2025-12-31,Hospital,"QMC # 213,200",1,204480.75,204480.75,0,204480.75,77005,77005,127475.75,0.62,valid,
2025s.csv,2025-12-31,4123,2025-12-31,Hospital,"QMC # 243,780",1,243380,243380,0,243380,112185,112185,131195,0.54,valid,
2025s.csv,2025-12-31,4106,2025-12-31,Hospital,"QMC # 268,031",1,267875,267875,0,267875,144880,144880,122995,0.46,valid,
2025s.csv,2025-12-31,4124,2025-12-31,Hospital,"QMC # 306,000",1,305400,305400,0,305400,119970,119970,185430,0.61,valid,
2025s.csv,2025-12-31,3961,2025-12-31,Hospital,"QMC # 597,322",1,596440.8,596440.8,0,596440.8,274638.39,274638.39,321802.41,0.54,valid,
2025s.csv,2025-12-31,4108,2025-12-31,Hospital,"QMC # 609,629.50",1,608638,608638,0,608638,302701.2,302701.2,305936.8,0.5,valid,
2025s.csv,2025-12-31,3954,2025-12-31,Hospital,"QMC # 700,000",1,699500,699500,0,699500,530000,530000,169500,0.24,valid,
2025s.csv,CSV,3165,,Government,"PAGBILAO # 1,302,640",1,1002250,1002250,0,1002250,532280.5,532280.5,469969.5,0.47,rejected,invalid or missing delivery date
2025s.csv,CSV,895,,Government,"PAGBILAO # 10,000.00-4",1,9875,9875,0,9875,6497.75,6497.75,3377.25,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,3156,,Government,"PAGBILAO # 10,150.00",1,10098,10098,0,10098,4125.66,4125.66,5972.34,0.59,rejected,invalid or missing delivery date
2025s.csv,CSV,1631,,Government,"PAGBILAO # 11,000.00",1,10794,10794,0,10794,7102.45,7102.45,3691.55,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,3225,,Government,"PAGBILAO # 12,120.00",1,12074,12074,0,12074,7916,7916,4158,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,234,,Government,"PAGBILAO # 13,500,000",1,11567580,11567580,0,11567580,4229349.44,4229349.44,7338230.56,0.63,rejected,invalid or missing delivery date
2025s.csv,CSV,1717,,Government,"PAGBILAO # 13,500,000",1,13230000,13230000,0,13230000,4229349.44,4229349.44,9000650.56,0.68,rejected,invalid or missing delivery date
2025s.csv,CSV,2583,,Government,"PAGBILAO # 135,160.00",1,134840,134840,0,134840,88724.72,88724.72,46115.28,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,3180,,Government,"PAGBILAO # 14,000",1,13965,13965,0,13965,8876,8876,5089,0.36,rejected,invalid or missing delivery date
2025s.csv,CSV,3186,,Government,"PAGBILAO # 145,973",1,145745,145745,0,145745,73797,73797,71948,0.49,rejected,invalid or missing delivery date
2025s.csv,CSV,2055,,Government,"PAGBILAO # 147,528.00",1,42944,42944,0,42944,96695,96695,-53751,-1.25,rejected,invalid or missing delivery date; margin percentage is outside the expected range
2025s.csv,CSV,3174,,Government,"PAGBILAO # 15,750",1,15666,15666,0,15666,10335.66,10335.66,5330.34,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,2970,,Government,"PAGBILAO # 153,057.00",1,32861,32861,0,32861,100184.45,100184.45,-67323.45,-0.0205,rejected,invalid or missing delivery date
2025s.csv,CSV,3194,,Government,"PAGBILAO # 16,000-1",1,15922,15922,0,15922,10476.68,10476.68,5445.32,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,2059,,Government,"PAGBILAO # 16,000.00-1",1,15800,15800,0,15800,10396.4,10396.4,5403.6,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,3188,,Government,"PAGBILAO # 160,000",1,159600,159600,0,159600,91993,91993,67607,0.42,rejected,invalid or missing delivery date
2025s.csv,CSV,1719,,Government,"PAGBILAO # 17,070.00",1,16726.5,16726.5,0,16726.5,8244.69,8244.69,8481.81,0.51,rejected,invalid or missing delivery date
2025s.csv,CSV,3168,,Government,"PAGBILAO # 170,200",1,169845,169845,0,169845,111758.01,111758.01,58086.99,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,3226,,Government,"PAGBILAO # 171,550.00",1,171111.75,171111.75,0,171111.75,93727.5,93727.5,77384.25,0.45,rejected,invalid or missing delivery date
2025s.csv,CSV,3164,,Government,"PAGBILAO # 18,900",1,18798,18798,0,18798,12405.66,12405.66,6392.34,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,1191,,Government,"PAGBILAO # 187,000",1,186600,186600,0,186600,141250,141250,45350,0.24,rejected,invalid or missing delivery date
2025s.csv,CSV,1370,,Government,"PAGBILAO # 19,000.00-1",1,18840,18840,0,18840,12396.72,12396.72,6443.28,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,2632,,Government,"PAGBILAO # 19,000.00-2",1,18840,18840,0,18840,12396.72,12396.72,6443.28,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,3169,,Government,"PAGBILAO # 196,000",1,195437.5,195437.5,0,195437.5,128449.83,128449.83,66987.67,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,10,,Government,"PAGBILAO # 2,070,000",1,2069000,2069000,0,2069000,1374000,1374000,695000,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,3155,,Government,"PAGBILAO # 2,166,450",1,1669225,1669225,0,1669225,906572.26,906572.26,762652.74,0.46,rejected,invalid or missing delivery date
2025s.csv,CSV,3227,,Government,"PAGBILAO # 2,490.00",1,2481,2481,0,2481,1279,1279,1202,0.48,rejected,invalid or missing delivery date
2025s.csv,CSV,1095,,Government,"PAGBILAO # 2,511,299.00",1,1431072,1431072,0,1431072,1188562.51,1188562.51,242509.49,0.17,rejected,invalid or missing delivery date
2025s.csv,CSV,3179,,Government,"PAGBILAO # 2,568,250",1,2566250,2566250,0,2566250,936864,936864,1629386,0.63,rejected,invalid or missing delivery date
2025s.csv,CSV,3181,,Government,"PAGBILAO # 20,000",1,19800,19800,0,19800,9999,9999,9801,0.5,rejected,invalid or missing delivery date
2025s.csv,CSV,3198,,Government,"PAGBILAO # 20,000-1",1,19950,19950,0,19950,9999,9999,9951,0.5,rejected,invalid or missing delivery date
2025s.csv,CSV,3172,,Government,"PAGBILAO # 200,000",1,199100,199100,0,199100,131007.8,131007.8,68092.2,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,3215,,Government,"PAGBILAO # 21,000",1,20820,20820,0,20820,15000,15000,5820,0.28,rejected,invalid or missing delivery date
2025s.csv,CSV,3210,,Government,"PAGBILAO # 22,500",1,22451,22451,0,22451,3493,3493,18958,0.84,rejected,invalid or missing delivery date
2025s.csv,CSV,3196,,Government,"PAGBILAO # 222,500",1,222100,222100,0,222100,13950,13950,208150,0.94,rejected,invalid or missing delivery date
2025s.csv,CSV,1493,,Government,"PAGBILAO # 230,400.00",1,229860,229860,0,229860,151247.88,151247.88,78612.12,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,3193,,Government,"PAGBILAO # 26,000",1,25985,25985,0,25985,17098.13,17098.13,8886.87,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,1434,,Government,"PAGBILAO # 28,000.00",1,27760,27760,0,27760,18266.08,18266.08,9493.92,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,1982,,Government,"PAGBILAO # 288,255.00",1,190265,190265,0,190265,189332.92,189332.92,932.08,0,rejected,invalid or missing delivery date
2025s.csv,CSV,3183,,Government,"PAGBILAO # 29,156",1,28952,28952,0,28952,15247.63,15247.63,13704.37,0.47,rejected,invalid or missing delivery date
2025s.csv,CSV,1383,,Government,"PAGBILAO # 3,000.00",1,2985,2985,0,2985,2464,2464,521,0.17,rejected,invalid or missing delivery date
2025s.csv,CSV,1097,,Government,"PAGBILAO # 3,072,944",1,2173450,2173450,0,2173450,1512820.96,1512820.96,660629.04,0.3,rejected,invalid or missing delivery date
2025s.csv,CSV,3173,,Government,"PAGBILAO # 3,150",1,2913.75,2913.75,0,2913.75,1917.25,1917.25,996.5,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,1092,,Government,"PAGBILAO # 3,273,976",1,2062128,2062128,0,2062128,1530222.43,1530222.43,531905.57,0.26,rejected,invalid or missing delivery date
2025s.csv,CSV,1688,,Government,"PAGBILAO # 3,500.00",1,3444,3444,0,3444,1624,1624,1820,0.53,rejected,invalid or missing delivery date
2025s.csv,CSV,13,,Government,"PAGBILAO # 3,658,000",1,764600,764600,0,764600,2618955.96,2618955.96,-1854355.96,-0.0243,rejected,invalid or missing delivery date
2025s.csv,CSV,3190,,Government,"PAGBILAO # 31,075",1,30875.75,30875.75,0,30875.75,21715,21715,9160.75,0.3,rejected,invalid or missing delivery date
2025s.csv,CSV,1739,,Government,"PAGBILAO # 31,800.00",1,31724,31724,0,31724,23120,23120,8604,0.27,rejected,invalid or missing delivery date
2025s.csv,CSV,1768,,Government,"PAGBILAO # 327,050.00",1,289362.5,289362.5,0,289362.5,231484,231484,57878.5,0.2,rejected,invalid or missing delivery date
2025s.csv,CSV,3185,,Government,"PAGBILAO # 33,750",1,33547.5,33547.5,0,33547.5,18900,18900,14647.5,0.44,rejected,invalid or missing delivery date
2025s.csv,CSV,3197,,Government,"PAGBILAO # 335,000",1,334320,334320,0,334320,163500,163500,170820,0.51,rejected,invalid or missing delivery date
2025s.csv,CSV,3228,,Government,"PAGBILAO # 35,130.00",1,35040,35040,0,35040,18245,18245,16795,0.48,rejected,invalid or missing delivery date
2025s.csv,CSV,1936,,Government,"PAGBILAO # 36,000.00-1",1,35845,35845,0,35845,28113.91,28113.91,7731.09,0.22,rejected,invalid or missing delivery date
2025s.csv,CSV,3167,,Government,"PAGBILAO # 37,040.00",1,36735,36735,0,36735,24171.63,24171.63,12563.37,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,3170,,Government,"PAGBILAO # 373,500",1,275500,275500,0,275500,244447,244447,31053,0.11,rejected,invalid or missing delivery date
2025s.csv,CSV,1495,,Government,"PAGBILAO # 404,280.00",1,300820,300820,0,300820,197939.56,197939.56,102880.44,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,3182,,Government,"PAGBILAO # 41,000",1,40650,40650,0,40650,26747.7,26747.7,13902.3,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,3166,,Government,"PAGBILAO # 411,000",1,409780,409780,0,409780,269635.24,269635.24,140144.76,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,7,,Government,"PAGBILAO # 411,290",1,104995,104995,0,104995,213312,213312,-108317,-1.03,rejected,invalid or missing delivery date; margin percentage is outside the expected range
2025s.csv,CSV,3175,,Government,"PAGBILAO # 415,593",1,119086,119086,0,119086,133504.14,133504.14,-14418.14,-0.12,rejected,invalid or missing delivery date
2025s.csv,CSV,1988,,Government,"PAGBILAO # 417,149.00-1",1,165800,165800,0,165800,155429,155429,10371,0.06,rejected,invalid or missing delivery date
2025s.csv,CSV,1992,,Government,"PAGBILAO # 417,149.00-2",1,165800,165800,0,165800,155429,155429,10371,0.06,rejected,invalid or missing delivery date
2025s.csv,CSV,12,,Government,"PAGBILAO # 474,160",1,469000,469000,0,469000,415000,415000,54000,0.12,rejected,invalid or missing delivery date
2025s.csv,CSV,3191,,Government,"PAGBILAO # 48,000",1,47928,47928,0,47928,31536.62,31536.62,16391.38,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,3189,,Government,"PAGBILAO # 49,290",1,49120,49120,0,49120,33847.54,33847.54,15272.46,0.31,rejected,invalid or missing delivery date
2025s.csv,CSV,3205,,Government,"PAGBILAO # 49,960",1,49624.5,49624.5,0,49624.5,27779.5,27779.5,21845,0.44,rejected,invalid or missing delivery date
2025s.csv,CSV,2755,,Government,"PAGBILAO # 50,000",1,49810,49810,0,49810,32774.98,32774.98,17035.02,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,1435,,Government,"PAGBILAO # 51,675.00",1,51428,51428,0,51428,33839.62,33839.62,17588.38,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,2060,,Government,"PAGBILAO # 52,500.00",1,52312.5,52312.5,0,52312.5,34421.63,34421.63,17890.87,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,1369,,Government,"PAGBILAO # 54,000.00",1,53595,53595,0,53595,36730,36730,16865,0.31,rejected,invalid or missing delivery date
2025s.csv,CSV,3178,,Government,"PAGBILAO # 56,239",1,55768,55768,0,55768,36695.34,36695.34,19072.66,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,2889,,Government,"PAGBILAO # 569,792.00",1,177660,177660,0,177660,374123.01,374123.01,-196463.01,-1.11,rejected,invalid or missing delivery date; margin percentage is outside the expected range
2025s.csv,CSV,3161,,Government,"PAGBILAO # 588,760.90",1,315000,315000,0,315000,384930,384930,-69930,-0.22,rejected,invalid or missing delivery date
2025s.csv,CSV,3192,,Government,"PAGBILAO # 6,000",1,5985,5985,0,5985,3938.13,3938.13,2046.87,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,11,,Government,"PAGBILAO # 6,334,470",1,6333000,6333000,0,6333000,2916065.28,2916065.28,3416934.72,0.54,rejected,invalid or missing delivery date
2025s.csv,CSV,3184,,Government,"PAGBILAO # 61,000",1,60908,60908,0,60908,51286.71,51286.71,9621.29,0.16,rejected,invalid or missing delivery date
2025s.csv,CSV,3229,,Government,"PAGBILAO # 66,000",1,65895,65895,0,65895,43495,43495,22400,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,1009,,Government,"PAGBILAO # 66,000.00",1,65670,65670,0,65670,44918.57,44918.57,20751.43,0.32,rejected,invalid or missing delivery date
2025s.csv,CSV,1718,,Government,"PAGBILAO # 7,000.00",1,6930,6930,0,6930,5638.31,5638.31,1291.69,0.19,rejected,invalid or missing delivery date
2025s.csv,CSV,3195,,Government,"PAGBILAO # 71,000",1,46945,46945,0,46945,30889.81,30889.81,16055.19,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,1996,,Government,"PAGBILAO # 730,670.00",1,726100,726100,0,726100,233760,233760,492340,0.68,rejected,invalid or missing delivery date
2025s.csv,CSV,3187,,Government,"PAGBILAO # 75,000",1,74500,74500,0,74500,42500,42500,32000,0.43,rejected,invalid or missing delivery date
2025s.csv,CSV,3230,,Government,"PAGBILAO # 8,000",1,7980,7980,0,7980,5332,5332,2648,0.33,rejected,invalid or missing delivery date
2025s.csv,CSV,1689,,Government,"PAGBILAO # 833,154.00",1,605700,605700,0,605700,398550.6,398550.6,207149.4,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,3154,,Government,"PAGBILAO # 879,800",1,876090,876090,0,876090,576467.22,576467.22,299622.78,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,1494,,Government,"PAGBILAO # 891,530.00",1,650192.2,650192.2,0,650192.2,427826.47,427826.47,222365.73,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,1192,,Government,"PAGBILAO # 9,000.00",1,8900,8900,0,8900,4500,4500,4400,0.49,rejected,invalid or missing delivery date
2025s.csv,CSV,1027,,Government,"PAGBILAO # 9,093.00",1,9030,9030,0,9030,5941.74,5941.74,3088.26,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,3157,,Government,"PAGBILAO # 921,080.00",1,676000,676000,0,676000,105793.24,105793.24,570206.76,0.84,rejected,invalid or missing delivery date
2025s.csv,CSV,3153,,Government,"PAGBILAO # 985,190",1,984626,984626,0,984626,647883.91,647883.91,336742.09,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,1368,,Government,"PESO # 18,000.00",1,17670,17670,0,17670,11626.86,11626.86,6043.14,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,1367,,Government,"PESO # 55,000.00",1,55350,55350,0,55350,36420.3,36420.3,18929.7,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,917,,Government,"PESO PROVINCIAL # 101,500.00",1,101350,101350,0,101350,66369.17,66369.17,34980.83,0.35,rejected,invalid or missing delivery date
2025s.csv,CSV,914,,Government,"PESO PROVINCIAL # 19,864.00",1,9820,9820,0,9820,13044.85,13044.85,-3224.85,-0.33,rejected,invalid or missing delivery date
2025s.csv,CSV,916,,Government,"PESO PROVINCIAL # 960,000.00",1,959400,959400,0,959400,631285.2,631285.2,328114.8,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,2581,,Government,"PPDC # 190,296.00",1,189600,189600,0,189600,115980,115980,73620,0.39,rejected,invalid or missing delivery date
2025s.csv,CSV,1058,,Government,"PROVINCIAL TOURISM OFFICE # 125,000.00",1,124750,124750,0,124750,82085.5,82085.5,42664.5,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,1059,,Government,"PROVINCIAL TOURISM OFFICE # 21,780.00",1,21470,21470,0,21470,14127.26,14127.26,7342.74,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,2061,,Government,"TOURISM # 19,540.00",1,19460,19460,0,19460,5572,5572,13888,0.71,rejected,invalid or missing delivery date
2025s.csv,CSV,2579,,Government,"TOURISM # 300,000.00",1,299200,299200,0,299200,196873.6,196873.6,102326.4,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,2582,,Government,"TOURISM # 368,000.00",1,367680,367680,0,367680,241933.44,241933.44,125746.56,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,2058,,Government,"TOURISM # 5,720.00",1,5680,5680,0,5680,4240,4240,1440,0.25,rejected,invalid or missing delivery date
2025s.csv,CSV,2062,,Government,"TOURISM # 89,100.00",1,88600,88600,0,88600,58300,58300,30300,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,2633,,Hospital,"QMC # 102,275.00",1,102150,102150,0,102150,53318,53318,48832,0.48,rejected,invalid or missing delivery date
2025s.csv,CSV,1491,,Hospital,"QMC # 107,178.00",1,66274,66274,0,66274,62550,62550,3724,0.06,rejected,invalid or missing delivery date
2025s.csv,CSV,1714,,Hospital,"QMC # 108,598.62",1,102045,102045,0,102045,78571.25,78571.25,23473.75,0.23,rejected,invalid or missing delivery date
2025s.csv,CSV,1184,,Hospital,"QMC # 111,696.00",1,111430,111430,0,111430,56520,56520,54910,0.49,rejected,invalid or missing delivery date
2025s.csv,CSV,1165,,Hospital,"QMC # 112,996.00",1,112569.6,112569.6,0,112569.6,63960,63960,48609.6,0.43,rejected,invalid or missing delivery date
2025s.csv,CSV,1079,,Hospital,"QMC # 126,251.00",1,126150,126150,0,126150,66047,66047,60103,0.48,rejected,invalid or missing delivery date
2025s.csv,CSV,1436,,Hospital,"QMC # 130,994.00",1,48262,48262,0,48262,92829,92829,-44567,-0.92,rejected,invalid or missing delivery date
2025s.csv,CSV,2787,,Hospital,"QMC # 132,000.00",1,131700,131700,0,131700,25834,25834,105866,0.8,rejected,invalid or missing delivery date
2025s.csv,CSV,2778,,Hospital,"QMC # 144,740.00",1,144300,144300,0,144300,82180,82180,62120,0.43,rejected,invalid or missing delivery date
2025s.csv,CSV,1998,,Hospital,"QMC # 157,565.00",1,87970,87970,0,87970,107440,107440,-19470,-0.22,rejected,invalid or missing delivery date
2025s.csv,CSV,2756,,Hospital,"QMC # 165,000",1,164780,164780,0,164780,88000,88000,76780,0.47,rejected,invalid or missing delivery date
2025s.csv,CSV,1997,,Hospital,"QMC # 206,923.50",1,206820,206820,0,206820,118242,118242,88578,0.43,rejected,invalid or missing delivery date
2025s.csv,CSV,2757,,Hospital,"QMC # 213,400",1,212546.4,212546.4,0,212546.4,128040,128040,84506.4,0.4,rejected,invalid or missing delivery date
2025s.csv,CSV,2634,,Hospital,"QMC # 23,686.00",1,23560,23560,0,23560,13490,13490,10070,0.43,rejected,invalid or missing delivery date
2025s.csv,CSV,2777,,Hospital,"QMC # 24,970.00",1,24820,24820,0,24820,15260,15260,9560,0.39,rejected,invalid or missing delivery date
2025s.csv,CSV,2776,,Hospital,"QMC # 281,480.00",1,280900,280900,0,280900,105502,105502,175398,0.62,rejected,invalid or missing delivery date
2025s.csv,CSV,3152,,Hospital,"QMC # 31,500",1,31350,31350,0,31350,13485,13485,17865,0.57,rejected,invalid or missing delivery date
2025s.csv,CSV,2526,,Hospital,"QMC # 31,500.00",1,30750,30750,0,30750,10335,10335,20415,0.66,rejected,invalid or missing delivery date
2025s.csv,CSV,2630,,Hospital,"QMC # 407,373.75",1,406885,406885,0,406885,249688.65,249688.65,157196.35,0.39,rejected,invalid or missing delivery date
2025s.csv,CSV,2779,,Hospital,"QMC # 409,770.00",1,357420,357420,0,357420,174098.06,174098.06,183321.94,0.51,rejected,invalid or missing delivery date
2025s.csv,CSV,1193,,Hospital,"QMC # 42,400.00",1,42240,42240,0,42240,24000,24000,18240,0.43,rejected,invalid or missing delivery date
2025s.csv,CSV,584,,Hospital,"QMC # 559,400.00",1,424760,424760,0,424760,279700,279700,145060,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,1712,,Hospital,"QMC # 605,550.00",1,586630.5,586630.5,0,586630.5,306004.6,306004.6,280625.9,0.48,rejected,invalid or missing delivery date
2025s.csv,CSV,2580,,Hospital,"QMC # 61,900.00",1,61850,61850,0,61850,30995,30995,30855,0.5,rejected,invalid or missing delivery date
2025s.csv,CSV,2788,,Hospital,"QMC # 79,770.00",1,79600,79600,0,79600,39546,39546,40054,0.5,rejected,invalid or missing delivery date
2025s.csv,CSV,2635,,Hospital,"QMC # 83,732.50",1,83565,83565,0,83565,53118,53118,30447,0.36,rejected,invalid or missing delivery date
2025s.csv,CSV,1114,,Hospital,"QMC # 845,260.00",1,643500,643500,0,643500,420899.35,420899.35,222600.65,0.35,rejected,invalid or missing delivery date
2025s.csv,CSV,1716,,Hospital,"QMC # 981,828.00",1,980842.5,980842.5,0,980842.5,682233.1,682233.1,298609.4,0.3,rejected,invalid or missing delivery date
2025s.csv,CSV,2629,,Hospital,"QMC # 985,170.00",1,981300,981300,0,981300,667900,667900,313400,0.32,rejected,invalid or missing delivery date
2025s.csv,CSV,1626,,Marinduque,"MARINDUQUE # 250,000.00",1,248500,248500,0,248500,165108,165108,83392,0.34,rejected,invalid or missing delivery date
2025s.csv,CSV,2631,,Marinduque,"MARINDUQUE # 253,607.00",1,253607,253607,0,253607,163858,163858,89749,0.35,rejected,invalid or missing delivery date
2025s.csv,CSV,1630,,Marinduque,"MARINDUQUE # 363,494.00",1,363300,363300,0,363300,190990,190990,172310,0.47,rejected,invalid or missing delivery date
2025s.csv,CSV,1627,,Marinduque,"MARINDUQUE # 450,000.00",1,379600,379600,0,379600,303736.8,303736.8,75863.2,0.2,rejected,invalid or missing delivery date
2025s.csv,CSV,1556,,Quezon,"GULANG GULANG # 26,250.00",1,26250,26250,0,26250,13125,13125,13125,0.5,rejected,invalid or missing delivery date
2025s.csv,CSV,690,,Quezon,"GULANG GULANG # 44,080.00",1,44080,44080,0,44080,34676,34676,9404,0.21,rejected,invalid or missing delivery date
2025s.csv,CSV,1014,,Quezon,"GULANG GULANG # 48,525.00",1,48525,48525,0,48525,32350,32350,16175,0.33,rejected,invalid or missing delivery date
