source_workbook,source_sheet,source_row_number,date_delivered,area,product,quantity,unit_cost,total_cost,discount,net_cost,trade_price_unit,total_trade_price,net_income,margin_pct,quality_status,quality_notes
2024s.csv,2024-06-25,2653,2024-06-25,Government,"PAGBILAO # 102,060.00",1,101750,101750,0,101750,60566.2,60566.2,41183.8,0.4,valid,
2024s.csv,2024-07-05,2593,2024-07-05,Government,"PAGBILAO # 37,143.00 LOT 6",1,23621,23621,0,23621,20506.25,20506.25,3114.75,0.13,valid,
2024s.csv,2024-07-05,2592,2024-07-05,Government,"PAGBILAO # 5,511 LOT 5",1,5441,5441,0,5441,2210.25,2210.25,3230.75,0.59,valid,
2024s.csv,2024-07-05,2586,2024-07-05,Government,"PAGBILAO # 55,000 LOT 2",1,39800,39800,0,39800,22400,22400,17400,0.44,valid,
2024s.csv,2024-07-05,2596,2024-07-05,Government,"PAGBILAO # 731,538.00 LOT 7",1,726900,726900,0,726900,232232.6,232232.6,494667.4,0.68,valid,
2024s.csv,2024-07-05,2588,2024-07-05,Government,"PAGBILAO # 88,528.00 LOT 3",1,47751,47751,0,47751,48330.5,48330.5,579.5,-0.01,valid,
2024s.csv,2024-07-08,2689,2024-07-08,Government,"PAGBILAO # 16,620.00 -1",1,16551,16551,0,16551,13077,13077,3474,0.21,valid,
2024s.csv,2024-07-10,2766,2024-07-10,Government,"PAGBILAO # 10,000.00 -0.3",1,9900,9900,0,9900,5890.5,5890.5,4009.5,0.41,valid,
2024s.csv,2024-07-16,2661,2024-07-16,Government,"PAGBILAO # 5,166.00",1,5125.75,5125.75,0,5125.75,2952.98,2952.98,2172.77,0.42,valid,
2024s.csv,2024-07-22,2658,2024-07-22,Government,"PAGBILAO # 16,223.00",1,13363,13363,0,13363,5530,5530,7833,0.59,valid,
2024s.csv,2024-07-22,2663,2024-07-22,Government,"PAGBILAO # 35,796.00",1,35645.25,35645.25,0,35645.25,29219.25,29219.25,6426,0.18,valid,
2024s.csv,2024-07-29,2690,2024-07-29,Government,"PROVINCIAL TOURISM OFFICE # 769,210.00",1,313390,313390,0,313390,509462.5,509462.5,196072.5,-0.63,valid,
