data_layer,source_workbook,source_sheet,source_row_number,source_header_row_number,Area,DR Number,Date Delivered,Product,Qty,CP,Total CP,Disc,Net CP,TP/UNIT,TOTAL TP,Net Income,%
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,7,6,Admin,DR 023184,2021-12-20,XYNETRIX CHEWABLE TABLET,7,678.57,4749.99,0,4749.99,450,3150,1599.9899999999998,0.33684070913833497
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,8,6,Admin,DR 023184,2021-12-20,MAXXIVIT PLUS,7,857.14,6000,0,6000,560,3920,2080,0.3466666666666667
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,9,6,Admin,DR 023184,2021-12-20,FERGLOBIN 250MG,7,517.86,3625,0,3625,325,2275,1350,0.3724137931034483
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,10,6,Admin,DR 023184,2021-12-20,CIXTOR-Z 500mg,7,450,3150,0,3150,210,1470,1680,0.5333333333333333
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,11,6,Admin,DR 023183,2021-12-14,FERGLOBIN 250MG,7,517.86,3625.02,0,3625.02,325,2275,1350.02,0.37241725562893446
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,12,6,Admin,DR 023183,2021-12-14,SOLVAPRINE 10MG,14,671.43,9400.02,0,9400.02,146.8,2055.2000000000003,7344.82,0.7813621673145376
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,13,6,Admin,DR 023183,2021-12-14,CIXTOR-Z 500mg,14,630,8820,0,8820,210,2940,5880,0.6666666666666666
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,14,6,Admin,DR 023183,2021-12-14,HEMOSTAP 500mg,3,2100,6300,0,6300,420,1260,5040,0.8
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,15,6,Admin,DR 023178,2021-12-13,XYNETRIX CHEWABLE TABLET,7,678.57,4749.99,0,4749.99,450,3150,1599.9899999999998,0.33684070913833497
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,16,6,Admin,DR 023178,2021-12-13,FOLACID 5MG,7,464.29,3250.03,0,3250.03,196.88,1378.1599999999999,1871.8700000000003,0.5759546834952294
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,17,6,Admin,DR 023178,2021-12-13,EVENING PRIMEROSE OIL 1000mg,7,1000,7000,0,7000,357,2499,4501,0.643
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,18,6,Admin,DR 023178,2021-12-13,GLOVES (M),3,450,1350,0,1350,600,1800,-450,-0.3333333333333333
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,19,6,Admin,DR 023178,2021-12-13,HYCLENS WOUND SPRAY (60ML),10,229.32,2293.2,0,2293.2,114.66,1146.6,1146.6,0.5
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,20,6,Admin,DR MS 001090,2021-12-05,LEVEFLOX 500MG,0.1,1500,150,0,150,724,72.4,77.6,0.5173333333333333
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,21,6,Admin,DR MS 001090,2021-12-05,CEFUSAPH,0.1,2200,220,0,220,112,11.200000000000001,208.8,0.9490909090909091
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,22,6,Admin,DR MS 001090,2021-12-05,FUROSE 10MG/ML,0.1,1000,100,0,100,80,8,92,0.92
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,23,6,Admin,DR 023310,2021-11-29,XYNETRIX CHEWABLE TABLET,7,678.57,4750,0,4750,450,3150,1600,0.3368421052631579
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,24,6,Admin,DR 023310,2021-11-29,MAXXIVIT PLUS,7,857.14,6000,0,6000,560,3920,2080,0.3466666666666667
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,25,6,Admin,DR 023310,2021-11-29,SOLVAPRINE 10MG,14,671.43,9400,0,9400,146.8,2055.2000000000003,7344.799999999999,0.7813617021276595
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,26,6,Admin,DR 023309,2021-11-24,CIXTOR-Z 500mg,14,450,6300,0,6300,210,2940,3360,0.5333333333333333
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,27,6,Admin,DR 023309,2021-11-24,APCELAC 500MG HERBAL FOOD SUPPLEMENT,10,655,6550,0,6550,400,4000,2550,0.3893129770992366
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,28,6,Admin,DR 023309,2021-11-24,MAXXIVIT PLUS,7,857.14,6000,0,6000,560,3920,2080,0.3466666666666667
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,29,6,Admin,DR 023309,2021-11-24,XYNETRIX CHEWABLE TABLET,7,678.57,4750,0,4750,450,3150,1600,0.3368421052631579
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,30,6,Admin,DR 023309,2021-11-24,SOLVAPRINE 10MG,7,671.43,4700,0,4700,146.8,1027.6000000000001,3672.3999999999996,0.7813617021276595
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2021,31,6,Admin,DR 023308,2021-11-15,ENCLOXIL 500MG,7,1392.86,9750.02,0,9750.02,780,5460,4290.02,0.4400011487155924
