data_layer,source_workbook,source_sheet,source_row_number,source_header_row_number,DRNumber,DRDate,AREA,Product,Qty,ContractPrice,TOTAL CP,Discount,TotalCP,TransferPrice,Total TP,Net Income,column_13
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4040,5,18066,2018-07-28,Admin,CALCIUM CARBONATE,6,950,5700,1710,3990,,,3990,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4041,5,18066A,2018-10-20,Admin,Calcigard 10mg,1,322.5,322.5,0,322.5,215,215,107.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4042,5,18066A,2018-10-20,Admin,JAGA 300MG/100MG/100MCG,1,795,795,0,795,530,530,265,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4043,5,18066A,2018-10-20,Admin,Insuline Syringe SIMPLEX,4,600,2400,0,2400,285.71,1142.84,1257.16,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4044,5,18066A,2018-10-20,Admin,ACCU CHECK GLUCOSE STRIPS,20,1245,24900,0,24900,845,16900,8000,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4045,5,18066A,2018-10-20,Admin,APROCARE 150mg,2,328.5,657,0,657,219,438,219,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4046,5,18066A,2018-10-20,Admin,SPLENDAMET 500mg,2,172.5,345,0,345,250,500,-155,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4047,5,18066A,2018-10-20,Admin,ZIONEL 100mg,1,180,180,0,180,200,200,-20,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4048,5,18066A,2018-10-20,Admin,BLOOD GLUCOSE STRIP - Uright,1,1275,1275,0,1275,,,1275,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4049,5,18066A,2018-10-20,Admin,PARTEN 50mg,2,232.97,465.94,0,465.94,,,465.94,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4050,5,18067,2018-08-01,Cavite,OMCARE 40mg,3,1580,4740,0,4740,391.3,1173.9,3566.1,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4051,5,18067A,2018-10-25,Hospital,PROFUREX 750mg ,500,377.44,188720,0,188720,198.6952,99347.6,89372.4,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4052,5,18067A,2018-10-25,Hospital,SODAMPEN 1g IM/IV,500,128,64000,0,64000,43,21500,42500,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4053,5,18067A,2018-10-25,Hospital,ZEFXON 40mg,300,533.4,160020,0,160020,274.51311999999996,82353.93599999999,77666.06400000001,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4054,5,18068,2018-08-12,Cavite,ZINACARE 750mg with Diluent,100,60,6000,0,6000,22,2200,3800,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4055,5,18068A,2018-10-25,Hospital,MAXIFER 20mg/ml,30,2450,73500,0,73500,951.382,28541.46,44958.54,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4056,5,18068A,2018-10-25,Hospital,ERGON 125mcg,30,2000,60000,0,60000,90.66600000000001,2719.9800000000005,57280.02,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4057,5,18068A,2018-10-25,Hospital,ANTIZOAL 5mg/ml,500,120,60000,0,60000,14.966666666666667,7483.333333333333,52516.666666666664,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4058,5,18070,2018-10-26,Hospital,Ranirex 25mg/ml,10,800,8000,0,8000,40,400,7600,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4059,5,18070,2018-10-26,Hospital,LACTAMOX 500mg/125mg TAB,3,2800,8400,0,8400,1173.2,3519.6000000000004,4880.4,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4060,5,18070,2018-10-26,Hospital,ERGON 125mcg,2,2000,4000,0,4000,90.66600000000001,181.33200000000002,3818.668,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4061,5,18070,2018-10-26,Hospital,BUPIRIGHT 5mg/ml,7,3100,21700,0,21700,,,21700,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4062,5,18070,2018-10-26,Hospital,ATOVAS 20mg,1,750,750,0,750,174.49666666666667,174.49666666666667,575.5033333333333,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4063,5,18070,2018-10-26,Hospital,DIFLOSID 75mg/3ml,5,750,3750,0,3750,142.25,711.25,3038.75,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4064,5,18070,2018-10-26,Hospital,UNIDOL 50mg/ml,1,6000,6000,0,6000,1300,1300,4700,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4065,5,18070,2018-10-26,Hospital,CEPROTRON 500mg,2,1750,3500,0,3500,500,1000,2500,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4066,5,18070,2018-10-26,Hospital,CEFZIME 750mg,5,3000,15000,0,15000,765,3825,11175,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4067,5,18070,2018-10-26,Hospital,SODAMPEN 1g IM/IV,30,128,3840,0,3840,43,1290,2550,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4068,5,18071,2018-07-31,Hospital,Hyclens 0.2% Wound Spray 60ml,1080,280,302400,0,302400,128.796,139099.68,163300.32,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4069,5,18072,2018-07-31,Hospital,EUROXONE 1g,300,380,114000,0,114000,73,21900,92100,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4070,5,18072A,2018-10-27,Admin,Isoprine 10mg,7,671.428571428,4699.999999996,0,4699.999999996,215,1505,3194.999999996,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4071,5,18072A,2018-10-27,Admin,XYNETIN 1500mg/200iu,7,678.571428571,4749.999999997,0,4749.999999997,310,2170,2579.9999999969996,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4072,5,18072A,2018-10-27,Admin,MAXXIVIT PLUS,7,857.142857142,5999.999999994,0,5999.999999994,440,3080,2919.999999994,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4073,5,18072A,2018-10-27,Admin,CEVIT 500mg,7,135.714285714,949.999999998,0,949.999999998,0,0,949.999999998,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4074,5,18073,2018-08-01,Hospital,Hyclens 0.2% Wound Spray 60ml,1080,280,302400,0,302400,128.796,139099.68,163300.32,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4075,5,18073A,2018-10-27,Admin,COMOX 625mg,3,2800,8400,2520,5880,1173.6,3520.7999999999997,2359.2000000000003,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4076,5,18073A,2018-10-27,Admin,DUOTRAM 325mg,2,1980,3960,1188,2772,,,2772,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4077,5,18073A,2018-10-27,Admin,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,2,1708,3416,1024.8,2391.2,244,488,1903.1999999999998,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4078,5,18073A,2018-10-27,Admin,ZAFEX 500mg,2,3000,6000,1800,4200,1000,2000,2200,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4079,5,18073A,2018-10-27,Admin,ANEROCIN 300mg,1,3800,3800,1140,2660,890,890,1770,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4080,5,18073A,2018-10-27,Admin,CEPROTRON 500mg,2,1750,3500,1050,2450,500,1000,1450,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4081,5,18073A,2018-10-27,Admin,ERGON 125mcg,2,2000,4000,1200,2800,90.66600000000001,181.33200000000002,2618.668,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4082,5,18075,2018-08-01,Hospital,PROFUREX 750mg ,500,377.44,188720,0,188720,198.6952,99347.6,89372.4,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4083,5,18075,2018-08-01,Hospital,BACTIV 625mg,150,529.2,79380,0,79380,291.06,43659,35721,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4084,5,18075A,2018-10-27,Admin,GLOVES (S) - Dr. Choice,2,390,780,0,780,130,260,520,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4085,5,18076,2018-08-01,Hospital,ANTIZOAL 5mg/ml,100,120,12000,0,12000,14.966666666666667,1496.6666666666667,10503.333333333334,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4086,5,18076A,2018-10-29,Quezon,APROCARE 150mg,20,870,17400,0,17400,219,4380,13020,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4087,5,18077,2018-08-02,Hospital,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,3,1550,4650,0,4650,244,732,3918,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4088,5,18077,2018-08-02,Hospital,AXFLAM 25MG,2,750,1500,0,1500,,,1500,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4089,5,18077A,2018-10-29,Admin,JAGA 300MG/100MG/100MCG,1,795,795,0,795,530,530,265,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4090,5,18077A,2018-10-29,Admin,GLOVES (S) - Dr. Choice,2,195,390,0,390,130,260,130,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4091,5,18077A,2018-10-29,Admin,AMETRIS 125mg,10,60,600,0,600,40,400,200,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4092,5,18077A,2018-10-29,Admin,BROXIL-M 15mg/5ml,10,44.21,442.1,0,442.1,29.47,294.7,147.40000000000003,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4093,5,18077A,2018-10-29,Admin,ORNEXIN 325mg/10mg/5mg,10,64.5,645,0,645,53.05,530.5,114.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4094,5,18077A,2018-10-29,Admin,ANGEL-50 50mg,1,135,135,0,135,122,122,13,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4095,5,18077A,2018-10-29,Admin,CORVI PLUS 1mg/50mg,10,58.5,585,0,585,39,390,195,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4096,5,18077A,2018-10-29,Admin,AMLOPURE 10mg,1,135,135,0,135,,,135,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4097,5,18077A,2018-10-29,Admin,DISPOSABLE SYRINGE 5CC TERUMO,1,360,360,0,360,460,460,-100,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4098,5,18077A,2018-10-29,Admin,SYRINGE 3CC - Cosmed,1,345,345,0,345,,,345,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4099,5,18077A,2018-10-29,Admin,LEXI B FORTE 300mg/100mg/100mcg,1,485.5,485.5,0,485.5,,,485.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4100,5,18078,2018-08-03,Admin,D-cal,7,225,1575,0,1575,,,1575,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4101,5,18078A,2018-10-30,Hospital,MAXIFER 20mg/ml,90,2450,220500,0,220500,951.382,85624.37999999999,134875.62,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4102,5,18078A,2018-10-30,Hospital,EVAPROST 125mcg/ml,30,4800,144000,0,144000,1872,56160,87840,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4103,5,18079,2018-08-03,Admin,FERGLOBIN 250mg,7,517.857142857,3624.999999999,0,3624.999999999,215,1505,2119.999999999,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4104,5,18079A,2018-10-30,Hospital,EVAPROST 125mcg/ml,30,4800,144000,0,144000,1872,56160,87840,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4105,5,18080,2018-08-03,Admin,ENCLOXIL 500mg,3,1500,4500,1350,3150,,,3150,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4106,5,18080,2018-08-03,Admin,NITROFURANTOIN 100mg CAP,2,1000,2000,600,1400,190,380,1020,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4107,5,18080A,2018-10-30,Hospital,EVAPROST 250mcg/ml,20,9600,192000,0,192000,3575,71500,120500,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4108,5,18081A,2018-11-05,Admin,XYNETIN 1500mg/200iu,7,678.571428571,4749.999999997,0,4749.999999997,310,2170,2579.9999999969996,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4109,5,18081A,2018-11-05,Admin,MAXXIVIT PLUS,7,857.142857142,5999.999999994,0,5999.999999994,440,3080,2919.999999994,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4110,5,18081A,2018-11-05,Admin,FOCID 5mg,7,464.285714285,3249.999999995,0,3249.999999995,,,3249.999999995,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4111,5,18081A,2018-11-05,Admin,VONWELT TRANEXAMIC ACID,2,2100,4200,0,4200,320,640,3560,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4112,5,18081A,2018-11-05,Admin,Isoprine 10mg,14,671.428571428,9399.999999992,0,9399.999999992,215,3010,6389.999999992,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4113,5,18082,2018-08-04,Admin,D-cal,20,225,4500,0,4500,,,4500,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4114,5,18082A,2018-11-05,Admin,NITROFURANTOIN 100mg CAP,2,1000,2000,600,1400,190,380,1020,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4115,5,18082A,2018-11-05,Admin,DOPACARE 250mg,2,1950,3900,1170,2730,,,2730,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4116,5,18082A,2018-11-05,Admin,BROXIL-M 30mg,2,670,1340,402,938,210,420,518,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4117,5,18083,2018-08-04,Admin,DOLSAPH 325mg/37.5mg,2,1980,3960,1188,2772,170,340,2432,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4118,5,18083,2018-08-04,Admin,AZECLO 100mg,1,1900,1900,570,1330,,,1330,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4119,5,18084 / SI1929,2018-11-06,Hospital,DEXAMAX 4MG,1,750,750,0,750,100,100,650,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4120,5,18084 / SI1929,2018-11-06,Hospital,APROCARE 150mg,2,870,1740,0,1740,219,438,1302,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4121,5,18084 / SI1929,2018-11-06,Hospital,CEFZIME 750mg,5,3000,15000,0,15000,765,3825,11175,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4122,5,18084 / SI1929,2018-11-06,Hospital,CEPROTRON 500mg,2,1750,3500,0,3500,500,1000,2500,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4123,5,18084 / SI1929,2018-11-06,Hospital,DIFLOSID 75mg/3ml,3,750,2250,0,2250,142.25,426.75,1823.25,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4124,5,18084 / SI1929,2018-11-06,Hospital,EVAPROST 250mcg/ml,2,7920,15840,0,15840,3575,7150,8690,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4125,5,18084 / SI1929,2018-11-06,Hospital,EVAPROST 125mcg/ml,1,3960,3960,0,3960,1872,1872,2088,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4126,5,18084 / SI1929,2018-11-06,Hospital,LACTAMOX 500mg/125mg TAB,3,2800,8400,0,8400,1173.2,3519.6000000000004,4880.4,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4127,5,18084 / SI1929,2018-11-06,Hospital,NERVAPLEX 500mg,3,1550,4650,0,4650,615,1845,2805,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4128,5,18085,2018-11-06,Hospital,Hyclens 0.2% Wound Spray 60ml,1080,280,302400,0,302400,128.796,139099.68,163300.32,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4129,5,18086,2018-10-31,Admin,GIAN ZINC 120ml,7,112.5,787.5,0,787.5,75,525,262.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4130,5,18086,2018-10-31,Admin,LODIPEX 5MG TAB,1,43.5,43.5,0,43.5,25,25,18.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4131,5,18086,2018-10-31,Admin,HIVENT 1mg/2.5ml,2,450,900,0,900,250,500,400,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4132,5,18086,2018-10-31,Admin,FERGLOBIN 250mg,1,322.5,322.5,0,322.5,215,215,107.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4133,5,18086,2018-10-31,Admin,ANEROCIN 300mg,1,1335,1335,0,1335,890,890,445,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4134,5,18086,2018-10-31,Admin,C-ZETT 600mg,1,255,255,0,255,,,255,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4135,5,18086,2018-10-31,Admin,Rost 10mg,1,630,630,0,630,,,630,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4136,5,18086,2018-10-31,Admin,ANGEL-50 50mg,1,135,135,0,135,122,122,13,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4137,5,18086,2018-10-31,Admin,HAV C 500mg,1,93,93,0,93,60,60,33,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4138,5,18086,2018-10-31,Admin,CLAXIC 250mg/62.5mg/5ml,7,194.63,1362.4099999999999,0,1362.4099999999999,154.58,1082.0600000000002,280.3499999999997,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4139,5,18087,2018-08-07,Hospital,ANTIZOAL 5mg/ml,500,120,60000,0,60000,14.966666666666667,7483.333333333333,52516.666666666664,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4140,5,18087,2018-08-07,Hospital,ZEFXON 40mg,100,533.4,53340,0,53340,274.51311999999996,27451.311999999994,25888.688000000006,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4141,5,18087,2018-08-07,Hospital,ERGON 125mcg,28,2000,56000,0,56000,90.66600000000001,2538.648,53461.352,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4142,5,18087A,2018-10-31,Admin,AMOLTEX 2mg/5ml SYR,2,30.75,61.5,0,61.5,20.666666666666668,41.333333333333336,20.166666666666664,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4143,5,18087A,2018-10-31,Admin,FOCID 5mg,1,281.25,281.25,0,281.25,,,281.25,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4144,5,18088,2018-08-07,Admin,GLOVES (S) - Dr. Choice,2,390,780,0,780,130,260,520,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4145,5,18088A,2018-10-31,Admin,HIVENT 1mg/2.5ml,2,450,900,0,900,250,500,400,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4146,5,18088A,2018-10-31,Admin,AMLOTEC 5mg,1,49.5,49.5,0,49.5,18,18,31.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4147,5,18088A,2018-10-31,Admin,METMIC 500mg,1,227.5,227.5,0,227.5,227.5,227.5,0,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4148,5,18088A,2018-10-31,Admin,BRODIX Plus,4,666.75,2667,0,2667,,,2667,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4149,5,18088A,2018-10-31,Admin,SOLUNATE 84mg/ml (8.4%),0.02,7125,142.5,0,142.5,5319,106.38,36.120000000000005,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4150,5,18088A,2018-10-31,Admin,Essprin Pedia 20ML,1,430,430,0,430,215,215,215,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4151,5,18089,2018-08-07,Admin,MAXXIVIT PLUS,7,857.142857142,5999.999999994,0,5999.999999994,440,3080,2919.999999994,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4152,5,18089,2018-08-07,Admin,XYNETIN 1500mg/200iu,7,678.571428571,4749.999999997,0,4749.999999997,310,2170,2579.9999999969996,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4153,5,18089A / SI1930,2018-11-07,Hospital,ANTIZOAL 5mg/ml,150,120,18000,0,18000,14.966666666666667,2245,15755,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4154,5,18090,2018-08-07,Admin,AMETRIS 500mg,2,680,1360,408,952,,,952,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4155,5,18090,2018-08-07,Admin,HAV C 500mg,2,190,380,114,266,60,120,146,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4156,5,18090,2018-08-07,Admin,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,2,1708,3416,1024.8,2391.2,244,488,1903.1999999999998,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4157,5,18090A,2018-10-31,Admin,Hyclens 0.2% Wound Spray 60ml,1,229.32,229.32,0,229.32,128.796,128.796,100.524,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4158,5,18091,2018-08-07,Admin,CEPROTRON 500mg,2,1750,3500,1050,2450,500,1000,1450,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4159,5,18091a,2018-10-31,Admin,HYCLENS 4% SKIN CLEASER 1L,1,1102.5,1102.5,0,1102.5,551.25,551.25,551.25,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4160,5,18092,2018-10-31,Admin,CAPSUGEN FORTE,1,903.62,903.62,0,903.62,,,903.62,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4161,5,18092,2018-10-31,Admin,SPLENDAMET 500mg,1,232.97,232.97,0,232.97,250,250,-17.03,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4162,5,18092,2018-10-31,Admin,KLOPIDO 75mg,1,576,576,0,576,,,576,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4163,5,18092,2018-10-31,Admin,PARTEN 50mg,1,172.5,172.5,0,172.5,,,172.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4164,5,18092,2018-10-31,Admin,JAGA 300MG/100MG/100MCG,1,795,795,0,795,530,530,265,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4165,5,18096,2018-08-09,Hospital,BUPIRIGHT 5mg/ml,4,3100,12400,0,12400,,,12400,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4166,5,18096,2018-08-09,Hospital,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,2,1550,3100,0,3100,244,488,2612,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4167,5,18096,2018-08-09,Hospital,CEPROTRON 500mg,3,1750,5250,0,5250,500,1500,3750,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4168,5,18096,2018-08-09,Hospital,CALIBRAL 500mg,1,780,780,0,780,,,780,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4169,5,18096,2018-08-09,Hospital,ATOVAS 20mg,1,750,750,0,750,174.49666666666667,174.49666666666667,575.5033333333333,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4170,5,18096,2018-08-09,Hospital,CEFZIME 750mg,4,3000,12000,0,12000,765,3060,8940,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4171,5,18096,2018-08-09,Hospital,UNIDOL 50mg/ml,1,6000,6000,0,6000,1300,1300,4700,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4172,5,18096,2018-08-09,Hospital,SODAMPEN 1g IM/IV,30,128,3840,0,3840,43,1290,2550,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4173,5,18098,2018-08-10,Hospital,DIFLOSID 75mg/3ml,5,750,3750,0,3750,142.25,711.25,3038.75,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4174,5,18099A,2018-11-16,Admin,AMOLTEX 2mg/5ml SYR,1,127.5,127.5,0,127.5,20.666666666666668,20.666666666666668,106.83333333333333,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4175,5,18099A,2018-11-16,Admin,ARTAL-H 50mg/12.5mg,1,297,297,0,297,94,94,203,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4176,5,18099A,2018-11-16,Admin,AMLOTEC 5mg,1,49.5,49.5,0,49.5,18,18,31.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4177,5,18099A,2018-11-16,Admin,APROCARE 150mg,2,328.5,657,0,657,219,438,219,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4178,5,18099A,2018-11-16,Admin,PHILVASC 10MG,2,147,294,0,294,22,44,250,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4179,5,18099A,2018-11-16,Admin,PARTEN 50mg,2,172.5,345,0,345,,,345,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4180,5,18099A,2018-11-16,Admin,DUOTRAM 325mg,2,412.5,825,0,825,,,825,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4181,5,18100A,2018-11-19,Admin,MULTI GROW 30ml drops,4,82.5,330,0,330,60,240,90,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4182,5,18100A,2018-11-19,Admin,AMLOTEC 5mg,2,49.5,99,0,99,18,36,63,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4183,5,18101,2018-07-25,BATANGAS,DOLO JAGA 500mg/50mg/100mg/100mcg,1,1800,1800,0,1800,615,615,1185,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4184,5,18101,2018-07-25,BATANGAS,SPLENDAMET 500mg,2,550,1100,0,1100,250,500,600,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4185,5,18101,2018-07-25,BATANGAS,TERMAGEN 500mg,2,198,396,0,396,104.58,209.16,186.84,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4186,5,18101,2018-07-25,BATANGAS,VICEPHRIN 100mg/ml,15,88,1320,0,1320,34.22,513.3,806.7,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4187,5,18101,2018-07-25,BATANGAS,LACTAMOX 500mg/125mg TAB,2,2970,5940,0,5940,1173.2,2346.4,3593.6,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4188,5,18101A,2018-11-16,Cam Sur,ZAFEX 500mg,1,3600,3600,1080,2520,1000,1000,1520,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4189,5,18101A,2018-11-16,Cam Sur,LACTAMOX 125mg/31.25mg/5ml,6,310,1860,558,1302,102.64999999999999,615.9,686.1,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,4190,5,18102,2018-08-01,BATANGAS,ALGESIC FORTE 325mg+400mg,5,600,3000,0,3000,232.5,1162.5,1837.5,
