data_layer,source_workbook,source_sheet,source_row_number,source_header_row_number,DRNumber,DRDate,AREA,Product,Qty,ContractPrice,TOTAL CP,Discount,TotalCP,TransferPrice,Total TP,Net Income,column_13
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1250,5,16621,2018-05-16,Cam Sur,CENDALEX 125mg/5ml,6,100,600,0,600,35,210,390,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1251,5,16622,2018-05-16,Cam Sur,PARTEN 50mg,1,750,750,0,750,,,750,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1252,5,16622,2018-05-16,Cam Sur,ENERGEL SOFTGEL,2,1950,3900,0,3900,565.13,1130.26,2769.74,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1253,5,16622,2018-05-16,Cam Sur,BROADMETZ 500mg,2,1050,2100,0,2100,319,638,1462,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1254,5,16622,2018-05-16,Cam Sur,LACTAMOX 500mg/125mg TAB,2,2700,5400,0,5400,1173.2,2346.4,3053.6,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1255,5,16622,2018-05-16,Cam Sur,EUROXIME 500mg,1,3000,3000,0,3000,,,3000,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1256,5,16622,2018-05-16,Cam Sur,CENDALEX 500mg,2,900,1800,0,1800,211.65,423.3,1376.7,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1257,5,16623,2018-05-16,Cam Sur,CIFROX 500mg,1,1750,1750,0,1750,,,1750,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1258,5,16624,2018-05-16,Cam Sur,EUROXIME 500mg,1,3000,3000,0,3000,,,3000,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1259,5,16625,2018-05-16,Cam Sur,LACTAMOX 500mg/125mg TAB,2,2700,5400,0,5400,1173.2,2346.4,3053.6,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1260,5,16626,2018-05-16,Cam Sur,BROADMETZ 100mg/ml,2,1050,2100,420,1680,31.12,62.24,1617.76,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1261,5,16626,2018-05-16,Cam Sur,CINNABLOC 25mg,4,500,2000,400,1600,133,532,1068,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1262,5,16627,2018-05-16,Cam Sur,CIFROX 500mg,1,1750,1750,0,1750,,,1750,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1263,5,16628,2018-05-16,Cam Sur,LACTAMOX 500mg/125mg TAB,2,2700,5400,0,5400,1173.2,2346.4,3053.6,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1264,5,16629,2018-05-16,Cam Sur,CIFROX 500mg,1,1750,1750,0,1750,,,1750,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1265,5,16629,2018-05-16,Cam Sur,LACTAMOX 500mg/125mg TAB,2,2700,5400,0,5400,1173.2,2346.4,3053.6,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1266,5,16630,2018-05-17,Cam Sur,PENCHLOR 1mg/800mcg,12,88,1056,0,1056,,,1056,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1267,5,16631,2018-05-17,Cam Sur,FORTIPLEX,2,1050,2100,0,2100,395,790,1310,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1268,5,16632,2018-05-26,Cam Sur,LACTAMOX 500mg/125mg TAB,1,2700,2700,0,2700,1173.2,1173.2,1526.8,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1269,5,16633,2018-05-23,Cam Sur,LACTAMOX 250mg/62.5mg/5ml,10,310,3100,0,3100,129.7,1297,1803,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1270,5,16634,2018-05-23,Cam Sur,MONILIASOL 125mg/5ml,14,75,1050,0,1050,37.025,518.35,531.65,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1271,5,16635,2018-05-23,Cam Sur,HISTARIL 1mg/50mg/5ml SYR,12,88,1056,0,1056,24.47,293.64,762.36,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1272,5,16636,2018-05-23,Cam Sur,ENERGEL SOFTGEL,2,1770,3540,0,3540,565.13,1130.26,2409.74,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1273,5,16637,2018-05-23,Cam Sur,METMIC 500mg,2,750,1500,0,1500,227.5,455,1045,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1274,5,16638,2018-05-23,Cam Sur,MONILIASOL 500mg,2,750,1500,0,1500,240,480,1020,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1275,5,16639,2018-05-23,Cam Sur,ZETIFEN 125mg/5ml SYR,12,68,816,0,816,32.9,394.79999999999995,421.20000000000005,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1276,5,16640,2018-05-23,Cam Sur,LACTAMOX 125mg/31.25mg/5ml,6,190,1140,0,1140,102.64999999999999,615.9,524.1,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1277,5,16640,2018-05-23,Cam Sur,LACTAMOX 250mg/62.5mg/5ml,4,310,1240,0,1240,129.7,518.8,721.2,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1278,5,16641,2018-05-23,Cam Sur,CENDALEX 125mg/5ml,6,100,600,0,600,35,210,390,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1279,5,16641,2018-05-23,Cam Sur,CENDALEX 250mg/5ml,6,125,750,0,750,59.7,358.20000000000005,391.79999999999995,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1280,5,16642,2018-05-23,Cam Sur,COZOLE 200mg/40mg/5ml,10,98,980,0,980,32.4,324,656,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1281,5,16643,2018-05-23,Cam Sur,EUROGYL 5mg/ml (500mg/100ml),6,120,720,0,720,23,138,582,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1282,5,16643,2018-05-23,Cam Sur,CEFZIME 750mg,1,3800,3800,0,3800,765,765,3035,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1283,5,16644,2018-05-23,Cam Sur,HISTARIL 1mg/50mg/5ml SYR,12,88,1056,0,1056,24.47,293.64,762.36,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1284,5,16645,2018-05-23,Cam Sur,BROADMETZ 100mg/ml,12,60,720,0,720,31.12,373.44,346.56,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1285,5,16645,2018-05-23,Cam Sur,ZETIFEN 250mg/5ml SYR,12,80,960,0,960,35.114999999999995,421.37999999999994,538.6200000000001,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1286,5,16645,2018-05-23,Cam Sur,METMIC 500mg,2,750,1500,0,1500,227.5,455,1045,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1287,5,16645,2018-05-23,Cam Sur,MONILIASOL 500mg,2,750,1500,0,1500,240,480,1020,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1288,5,16646,2018-05-23,Cam Sur,MONILIASOL 125mg/5ml,12,75,900,0,900,37.025,444.29999999999995,455.70000000000005,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1289,5,16647,2018-05-23,Cam Sur,CINNABLOC 25mg,4,500,2000,0,2000,133,532,1468,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1290,5,16648,2018-05-13,Cam Sur,CIFROX 500mg,1,1475,1475,0,1475,,,1475,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1291,5,16649,2018-05-24,Cam Sur,DOLO JAGA 500mg/50mg/100mg/100mcg,1,1600,1600,160,1440,615,615,825,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1292,5,16650,2018-05-24,Cam Sur,TOSYLAM 750mg TAB,3,1833.333333,5499.999999,0,5499.999999,1265,3795,1704.9999989999997,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1293,5,16651,2018-03-28,BATANGAS,VICEPHRIN 250mg/5ml,10,180,1800,0,1800,53.025,530.25,1269.75,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1294,5,16652,2018-04-05,BATANGAS,ZEGECEF 250mg/5ml SUS,10,450,4500,0,4500,139.45,1394.5,3105.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1295,5,16653,2018-04-05,BATANGAS,VICEPHRIN 250mg/5ml,10,180,1800,0,1800,53.025,530.25,1269.75,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1296,5,16654,2018-04-05,BATANGAS,ARTAL-H 50mg/12.5mg,1,3000,3000,0,3000,94,94,2906,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1297,5,16655,2018-04-05,BATANGAS,LACTAMOX 500mg/125mg TAB,1,3360,3360,0,3360,1173.2,1173.2,2186.8,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1298,5,16656,2018-04-05,BATANGAS,COMOX 625mg,2,3360,6720,0,6720,1173.6,2347.2,4372.8,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1299,5,16657,2018-04-05,BATANGAS,COMOX 625mg,2,3360,6720,0,6720,1173.6,2347.2,4372.8,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1300,5,16658,2018-04-05,BATANGAS,COMOX 625mg,2,3360,6720,0,6720,1173.6,2347.2,4372.8,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1301,5,16659,2018-04-05,BATANGAS,HISTARIL 2mg/100mg CAP,1,960,960,0,960,225,225,735,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1302,5,16660,2018-04-05,BATANGAS,ZEGECEF 250mg/5ml SUS,11,450,4950,0,4950,139.45,1533.9499999999998,3416.05,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1303,5,16661,2018-04-05,BATANGAS,PENCHLOR 1mg/800mcg,9,144,1296,0,1296,,,1296,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1304,5,16662,2018-04-05,BATANGAS,JAGAPLEX TAB,2,1026,2052,0,2052,263.3333333333333,526.6666666666666,1525.3333333333335,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1305,5,16663,2018-04-05,BATANGAS,JAGAPLEX TAB,1,1026,1026,0,1026,263.3333333333333,263.3333333333333,762.6666666666667,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1306,5,16664,2018-04-05,BATANGAS,ALGICAP 500mg CAP,1,780,780,0,780,227.5,227.5,552.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1307,5,16665,2018-04-05,BATANGAS,ALGICAP 500mg CAP,1,780,780,0,780,227.5,227.5,552.5,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1308,5,16666,2018-04-05,BATANGAS,TRIVASC 35mg MR,2,1335,2670,0,2670,490,980,1690,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1309,5,16667,2018-04-05,BATANGAS,TRIVASC 35mg MR,2,1335,2670,0,2670,490,980,1690,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1310,5,16668,2018-04-11,BATANGAS,ARTAL-H 50mg/12.5mg,1,3000,3000,0,3000,94,94,2906,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1311,5,16669,2018-04-11,BATANGAS,ARTAL-H 50mg/12.5mg,1,3000,3000,0,3000,94,94,2906,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1312,5,16670,2018-04-11,BATANGAS,CIFROX 500mg,2,1920,3840,0,3840,,,3840,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1313,5,16671,2018-04-11,BATANGAS,AZECLO 100mg,1,2160,2160,0,2160,,,2160,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1314,5,16672,2018-04-11,BATANGAS,JAGAPLEX SYR 120ml,16,160,2560,0,2560,53.85,861.6,1698.4,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1315,5,16673,2018-04-11,BATANGAS,COMOX 625mg,3,3360,10080,0,10080,1173.6,3520.7999999999997,6559.200000000001,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1316,5,16674,2018-04-11,BATANGAS,COMOX 625mg,3,3360,10080,0,10080,1173.6,3520.7999999999997,6559.200000000001,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1317,5,16675,2018-04-11,BATANGAS,VITASTRONG SOFTGEL,5,2530,12650,0,12650,890,4450,8200,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1318,5,16676,2018-04-11,BATANGAS,ALGESIC FORTE 325mg+400mg,2,650,1300,0,1300,232.5,465,835,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1319,5,16677,2018-04-11,BATANGAS,TERMAGEN 500mg,5,220,1100,0,1100,104.58,522.9,577.1,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1320,5,16677,2018-04-11,BATANGAS,LACTAMOX 250mg/62.5mg/5ml,12,330,3960,0,3960,129.7,1556.3999999999999,2403.6000000000004,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1321,5,16677,2018-04-11,BATANGAS,VICEPHRIN 125mg/5ml,10,115,1150,0,1150,,,1150,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1322,5,16679,2018-04-13,BATANGAS,SYLVITE 2meq/ml,19,781.8,14854.199999999999,0,14854.199999999999,281.8,5354.2,9500,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1323,5,16680,2018-04-20,BATANGAS,JAGAPLEX TAB,2,1000,2000,0,2000,263.3333333333333,526.6666666666666,1473.3333333333335,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1324,5,16681,2018-04-20,BATANGAS,JAGAPLEX TAB,1,1000,1000,0,1000,263.3333333333333,263.3333333333333,736.6666666666667,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1325,5,16682,2018-04-20,BATANGAS,MONILIASOL 500mg,2,1080,2160,0,2160,240,480,1680,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1326,5,16683,2018-04-20,BATANGAS,MONILIASOL 500mg,1,1080,1080,0,1080,240,240,840,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1327,5,16684,2018-04-21,BATANGAS,PUROXEL 40mg,3,1300,3900,0,3900,,,3900,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1328,5,16685,2018-04-20,BATANGAS,PUROXEL 40mg,2,1300,2600,0,2600,,,2600,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1329,5,16686,2018-04-20,BATANGAS,VICEPHRIN 250mg/5ml,14,180,2520,0,2520,53.025,742.35,1777.65,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1330,5,16687,2018-04-20,BATANGAS,VICEPHRIN 100mg/ml,16,96,1536,0,1536,34.22,547.52,988.48,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1331,5,16688,2018-04-20,BATANGAS,PENCHLOR 1mg/800mcg,13,144,1872,0,1872,,,1872,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1332,5,16689,2018-04-20,BATANGAS,CENDALEX 500mg,2,900,1800,0,1800,211.65,423.3,1376.7,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1333,5,16690,2018-04-20,BATANGAS,ZELEX 200mg,1,2250,2250,0,2250,750,750,1500,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1334,5,16691,2018-04-20,BATANGAS,ZELEX 200mg,1,2250,2250,0,2250,750,750,1500,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1335,5,16692,2018-04-20,BATANGAS,QUIFLOX 500mg,2,1800,3600,0,3600,,,3600,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1336,5,16693,2018-04-20,BATANGAS,CENDALEX 100mg/ml,12,90,1080,0,1080,31,372,708,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1337,5,16694,2018-04-26,BATANGAS,VITASTRONG SOFTGEL,4,2530,10120,0,10120,890,3560,6560,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1338,5,16695,2018-04-26,BATANGAS,SPLENDAMET 500mg,5,550,2750,0,2750,250,1250,1500,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1339,5,16695,2018-04-26,BATANGAS,TERMAGEN 500mg,3,198,594,0,594,104.58,313.74,280.26,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1340,5,16695,2018-04-26,BATANGAS,LEXI B FORTE 300mg/100mg/100mcg,2,990,1980,0,1980,,,1980,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1341,5,16695,2018-04-26,BATANGAS,GIAN ZINC 30ml,10,146,1460,0,1460,60,600,860,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1342,5,16696,2018-04-26,BATANGAS,VICEPHRIN 250mg/5ml,12,180,2160,0,2160,53.025,636.3,1523.7,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1343,5,16697,2018-04-26,BATANGAS,VICEPHRIN 100mg/ml,12,96,1152,0,1152,34.22,410.64,741.36,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1344,5,16698,2018-04-26,BATANGAS,HISTARIL 1mg/50mg/5ml SYR,12,96,1152,0,1152,24.47,293.64,858.36,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1345,5,16701,2018-04-05,Admin,ISORANE 100% V/V 100ml,12,916.66,10999.92,0,10999.92,1250,15000,-4000.08,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1346,5,16708,2018-04-12,Hospital,Hyclens 0.2% Wound Spray 60ml,2016,280,564480,0,564480,128.796,259652.73599999998,304827.264,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1347,5,16709,2018-04-12,Admin,JAGAPLEX OB,7,464.285714285,3249.999999995,0,3249.999999995,165,1155,2094.999999995,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1348,5,16709,2018-04-12,Admin,FERGLOBIN 250mg,7,517.857142857,3624.999999999,0,3624.999999999,215,1505,2119.999999999,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1349,5,16709,2018-04-12,Admin,XYNETIN 1500mg/200iu,7,678.571428571,4749.999999997,0,4749.999999997,310,2170,2579.9999999969996,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1350,5,16709,2018-04-12,Admin,Isoprine 10mg,14,785.714285714,10999.999999996,0,10999.999999996,215,3010,7989.999999996,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1351,5,16709,2018-04-12,Admin,FOCID 5mg,7,464.285714285,3249.999999995,0,3249.999999995,,,3249.999999995,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1352,5,16709,2018-04-12,Admin,MAXXIVIT PLUS,7,857.142857142,5999.999999994,0,5999.999999994,440,3080,2919.999999994,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1353,5,16710,2018-04-12,Admin,"Cotton Applicator (Sterile, Small Head)",1,400,400,0,400,,,400,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1354,5,16710,2018-04-12,Admin,"Cotton Applicator (Sterile, Big Head)",1,300,300,0,300,,,300,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1355,5,16710,2018-04-12,Admin,"MICROPORE 1"" - 3M",1,700,700,0,700,380,380,320,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1356,5,16710,2018-04-12,Admin,Ultrasound Gel (Gallon),1,1100,1100,0,1100,,,1100,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1357,5,16710,2018-04-12,Admin,Pregnancy Test,2,1000,2000,0,2000,,,2000,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1358,5,16710,2018-04-12,Admin,GLOVES (S) - Dr. Choice,10,260,2600,0,2600,130,1300,1300,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1359,5,16710,2018-04-12,Admin,Lubricating Jelly 150g,3,440,1320,0,1320,150,450,870,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1360,5,16710,2018-04-12,Admin,POVIDONE IODINE 60ML,12,90,1080,0,1080,,,1080,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1361,5,16711,2018-04-16,Hospital,SPASBASCINE,200,750,150000,0,150000,203.33333333333334,40666.66666666667,109333.33333333333,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1362,5,16712,2018-04-16,Hospital,CLAVIC 500mg/125mg,1,2800,2800,0,2800,1189.86,1189.86,1610.14,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1363,5,16717,2018-04-18,Admin,MAXXIVIT PLUS,7,857.142857142,5999.999999994,0,5999.999999994,440,3080,2919.999999994,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1364,5,16717,2018-04-18,Admin,XYNETIN 1500mg/200iu,7,685.714285714,4799.999999998,0,4799.999999998,310,2170,2629.999999998,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1365,5,16717,2018-04-18,Admin,Isoprine 10mg,7,785.714285714,5499.999999998,0,5499.999999998,215,1505,3994.999999998,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1366,5,16717,2018-04-18,Admin,CORSTAPH 500mg,3,1500,4500,0,4500,435,1305,3195,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1367,5,16718,2018-04-18,Admin,HEMOTRAN 500mg,2,2100,4200,1260,2940,,,2940,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1368,5,16718,2018-04-18,Admin,ERGON 125mcg,2,1000,2000,600,1400,90.66600000000001,181.33200000000002,1218.668,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1369,5,16718,2018-04-18,Admin,DUOTRAM 325mg,2,1980,3960,1188,2772,,,2772,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1370,5,16718,2018-04-18,Admin,DOPACARE 250mg,2,1950,3900,1170,2730,,,2730,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1371,5,16718,2018-04-18,Admin,CEPROTRON 500mg,1,1750,1750,525,1225,500,500,725,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1372,5,16719,2018-04-18,Hospital,CLAVIC 500mg/125mg,4,2800,11200,0,11200,1189.86,4759.44,6440.56,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1373,5,16723,2018-04-24,Hospital,CEFUREX,20,2324,46480,0,46480,,,46480,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1374,5,16725,2018-04-24,Admin,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,2,1708,3416,1024.8,2391.2,244,488,1903.1999999999998,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1375,5,16725,2018-04-24,Admin,ERGON 125mcg,2,1000,2000,600,1400,90.66600000000001,181.33200000000002,1218.668,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1376,5,16726,2018-04-24,Admin,DUOTRAM 325mg,2,1980,3960,0,3960,,,3960,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1377,5,16726,2018-04-24,Admin,CORSTAPH 500mg,2,1500,3000,0,3000,435,870,2130,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1378,5,16726,2018-04-24,Admin,NITROFURANTOIN 100mg CAP,2,1000,2000,0,2000,190,380,1620,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1379,5,16727,2018-04-25,Hospital,BUPIRIGHT 5mg/ml,4,3100,12400,0,12400,,,12400,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1380,5,16727,2018-04-25,Hospital,EVAPROST 125mcg/ml,2,3960,7920,0,7920,1872,3744,4176,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1381,5,16727,2018-04-25,Hospital,UNIDOL 50mg/ml,1,6000,6000,0,6000,1300,1300,4700,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1382,5,16727,2018-04-25,Hospital,MAXIFER 20mg/ml,1,2450,2450,0,2450,951.382,951.382,1498.618,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1383,5,16727,2018-04-25,Hospital,SODAMPEN 1g IM/IV,15,128,1920,0,1920,43,645,1275,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1384,5,16727,2018-04-25,Hospital,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,4,1550,6200,0,6200,244,976,5224,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1385,5,16727,2018-04-25,Hospital,CLAVIC 500mg/125mg,3,2800,8400,0,8400,1189.86,3569.58,4830.42,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1386,5,16727,2018-04-25,Hospital,ATOVAS 20mg,1,750,750,0,750,174.49666666666667,174.49666666666667,575.5033333333333,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1387,5,16727,2018-04-25,Hospital,AZECLO 100mg,1,1900,1900,0,1900,,,1900,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1388,5,16727,2018-04-25,Hospital,CALIBRAL 500mg,2,700,1400,0,1400,,,1400,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1389,5,16728,2018-04-26,Hospital,EVAPROST 125mcg/ml,30,4800,144000,0,144000,1872,56160,87840,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1390,5,16728,2018-04-26,Hospital,MAXIFER 20mg/ml,40,2450,98000,0,98000,951.382,38055.28,59944.72,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1391,5,16729,2018-04-26,Hospital,SODAMPEN 1g IM/IV,200,128,25600,0,25600,43,8600,17000,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1392,5,16729,2018-04-26,Hospital,PROFUREX 750mg ,500,377.44,188720,0,188720,198.6952,99347.6,89372.4,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1393,5,16729,2018-04-26,Hospital,ZEFXON 40mg,200,533.4,106680,0,106680,274.51311999999996,54902.62399999999,51777.37600000001,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1394,5,16729,2018-04-26,Hospital,EUROXONE 1g,200,380,76000,0,76000,73,14600,61400,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1395,5,16729,2018-04-26,Hospital,BACTIV 625mg,66.66666,529.2,35279.996472,0,35279.996472,291.06,19403.9980596,15875.9984124,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1396,5,16730,2018-04-28,Admin,FERGLOBIN 250mg,7,517.857142857,3624.999999999,0,3624.999999999,215,1505,2119.999999999,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1397,5,16730,2018-04-28,Admin,DM,2,2100,4200,0,4200,,,4200,
raw_sales_report,Medshield (Keith San Miguel).xlsx,sales2019,1398,5,16730,2018-04-28,Admin,XYNETIN 1500mg/200iu,7,678.571428571,4749.999999997,0,4749.999999997,310,2170,2579.9999999969996,
