data_layer,source_workbook,source_sheet,source_row_number,source_header_row_number,Area,DR Number,Date Delivered,Product,Qty,CP,Total CP,Disc,Net CP,TP/UNIT,TOTAL TP,Net Income,%
raw_sales_report,Sales Report.xlsx,2025,7,6,Government,DR RT 0002009,2025-02-21,"PAGBILAO # 411,290",1,104995,104995,0,104995,213312,213312,-108317,-1.031639601885804
raw_sales_report,Sales Report.xlsx,2025,8,6,Government,DR RT 0002010,2025-02-01,,1,148236,148236,0,148236,,,148236,1
raw_sales_report,Sales Report.xlsx,2025,9,6,Government,DR RT 0002011,2025-02-01,,1,59740,59740,0,59740,,,59740,1
raw_sales_report,Sales Report.xlsx,2025,10,6,Government,DR RT 0002003-2004,2025-01-31,"PAGBILAO # 2,070,000",1,2069000,2069000,0,2069000,1374000,1374000,695000,0.3359110681488642
raw_sales_report,Sales Report.xlsx,2025,11,6,Government,DR RT 0002005-2006,2025-05-31,"PAGBILAO # 6,334,470",1,6333000,6333000,0,6333000,2916065.28,2916065.28,3416934.72,0.5395444054950261
raw_sales_report,Sales Report.xlsx,2025,12,6,Government,DR RT 0002007-2008,2025-02-01,"PAGBILAO # 474,160",1,469000,469000,0,469000,415000,415000,54000,0.11513859275053305
raw_sales_report,Sales Report.xlsx,2025,13,6,Government,DR RT 0872,2025-02-21,"PAGBILAO # 3,658,000",1,764600,764600,0,764600,2618955.96,2618955.96,-1854355.96,-2.425262830238033
raw_sales_report,Sales Report.xlsx,2025,14,6,Government,DR RT 0873,2025-02-21,,1,295544.5,295544.5,0,295544.5,,,295544.5,1
raw_sales_report,Sales Report.xlsx,2025,15,6,Government,DR RT 0874,2025-02-21,,1,2595995,2595995,0,2595995,,,2595995,1
raw_sales_report,Sales Report.xlsx,2025,16,6,Admin,DR 025263,2025-01-03,CIUMADE,7,678.57,4749.99,0,4749.99,450,3150,1599.9899999999998,0.33684070913833497
raw_sales_report,Sales Report.xlsx,2025,17,6,Admin,DR 025263,2025-01-03,SANOMAX - FA,7,857.14,5999.98,0,5999.98,560,3920,2079.9799999999996,0.34666448888162954
raw_sales_report,Sales Report.xlsx,2025,18,6,Admin,DR 025263,2025-01-03,LACTAMOX 500MG/125MG,2,2800,5600,0,5600,1115,2230,3370,0.6017857142857143
raw_sales_report,Sales Report.xlsx,2025,19,6,Admin,DR 025263,2025-01-03,MUCOLIFAR 500MG,2,3500,7000,0,7000,1100,2200,4800,0.6857142857142857
raw_sales_report,Sales Report.xlsx,2025,20,6,Admin,DR 025263,2025-01-03,ANEROCIN 300MG,2,3800,7600,0,7600,979,1958,5642,0.7423684210526316
raw_sales_report,Sales Report.xlsx,2025,21,6,Admin,DR 025263,2025-01-03,GLOVES SMALL NITRILE NONSTERILE (SURGITECH),3,450,1350,0,1350,200,600,750,0.5555555555555556
raw_sales_report,Sales Report.xlsx,2025,22,6,Admin,DR 025264,2025-01-08,CIUMADE,7,678.57,4749.99,0,4749.99,450,3150,1599.9899999999998,0.33684070913833497
raw_sales_report,Sales Report.xlsx,2025,23,6,Admin,DR 025264,2025-01-08,FERGLOBIN 250MG CAP,7,517.86,3625.02,0,3625.02,325,2275,1350.02,0.37241725562893446
raw_sales_report,Sales Report.xlsx,2025,24,6,Admin,DR 025264,2025-01-08,APCELAC 500MG HERBAL FOOD SUPPLEMENT,7,655,4585,0,4585,400,2800,1785,0.3893129770992366
raw_sales_report,Sales Report.xlsx,2025,25,6,Admin,DR 025264,2025-01-08,CIXTOR-Z 500mg,7,630,4410,0,4410,210,1470,2940,0.6666666666666666
raw_sales_report,Sales Report.xlsx,2025,26,6,Admin,DR 025264,2025-01-08,TRANEXSAPH 500MG,7,1500,10500,0,10500,365,2555,7945,0.7566666666666667
raw_sales_report,Sales Report.xlsx,2025,27,6,Admin,DR 025264,2025-01-08,ENCLOXIL 500MG,7,1392.86,9750.02,0,9750.02,780,5460,4290.02,0.4400011487155924
raw_sales_report,Sales Report.xlsx,2025,28,6,Quezon,DR 025488,2025-01-02,HYCLENS WOUND SPRAY 2% 120ML BOV,20,550,11000,1100,9900,392,7840,2060,0.18727272727272729
raw_sales_report,Sales Report.xlsx,2025,29,6,Quezon,DR 025489,2025-01-02,BERCEF 250MG/5ML,20,450,9000,0,9000,180,3600,5400,0.6
raw_sales_report,Sales Report.xlsx,2025,30,6,Quezon,DR 025490,2025-01-02,BENERVA PLUS 500MG/50MG/100MG/100MCG,2,1200,2400,0,2400,615,1230,1170,0.4875
raw_sales_report,Sales Report.xlsx,2025,31,6,Quezon,DR 025491,2025-01-03,JAGA 300MG/100MG/100MCG CAP,3,1078,3234,0,3234,530,1590,1644,0.5083487940630798
raw_sales_report,Sales Report.xlsx,2025,32,6,Quezon,DR 025492,2025-01-03,PREHEXA CAPSULE,3,945,2835,850.5,1984.5,243,729,1255.5,0.44285714285714284
raw_sales_report,Sales Report.xlsx,2025,33,6,Quezon,DR 025493,2025-01-03,ROSVA 20-20MG,2,948,1896,568.8,1327.2,273,546,781.2,0.41202531645569623
raw_sales_report,Sales Report.xlsx,2025,34,6,Quezon,DR 025493,2025-01-03,EMZART-40 40MG,2,642.5,1285,385.5,899.5,156,312,587.5,0.4571984435797665
raw_sales_report,Sales Report.xlsx,2025,35,6,Quezon,DR 025494,2025-01-07,FERGLOBIN 250MG CAP,10,800,8000,2400,5600,325,3250,2350,0.29375
raw_sales_report,Sales Report.xlsx,2025,36,6,Quezon,DR 025495,2025-01-07,BUFEN 200MG/5ML,12,115,1380,0,1380,47.5,570,810,0.5869565217391305
raw_sales_report,Sales Report.xlsx,2025,37,6,Quezon,DR 025495,2025-01-07,CENDALEX 100MG/ML,20,125,2500,0,2500,35.7,714,1786,0.7144
raw_sales_report,Sales Report.xlsx,2025,38,6,Quezon,DR 025495,2025-01-07,HYCLENS GARGLE 0.12% 120ML,12,208,2496,0,2496,88,1056,1440,0.5769230769230769
raw_sales_report,Sales Report.xlsx,2025,39,6,Batangas,DR 025521,2025-01-07,LACTAMOX 500MG/125MG,3,3600,10800,540,10260,1115,3345,6915,0.6402777777777777
raw_sales_report,Sales Report.xlsx,2025,40,6,Batangas,DR 025521,2025-01-07,JAGA 300MG/100MG/100MCG CAP,2,1590,3180,159,3021,530,1060,1961,0.6166666666666667
raw_sales_report,Sales Report.xlsx,2025,41,6,Batangas,DR 025521,2025-01-07,VOXOLL 30MG,2,800,1600,80,1520,168,336,1184,0.74
raw_sales_report,Sales Report.xlsx,2025,42,6,Batangas,DR 025521,2025-01-07,EMLOR PLUS 5MG/50MG,7,590,4130,206.5,3923.5,216,1512,2411.5,0.5838983050847457
raw_sales_report,Sales Report.xlsx,2025,43,6,Batangas,DR 025522,2025-01-07,ZELEX 200MG CAP,2,2800,5600,280,5320,925,1850,3470,0.6196428571428572
raw_sales_report,Sales Report.xlsx,2025,44,6,Batangas,DR 025522,2025-01-07,ENHAMOX 250MG/62.5MG/5ML 60ML,30,400,12000,600,11400,136,4080,7320,0.61
raw_sales_report,Sales Report.xlsx,2025,45,6,Batangas,DR 025522,2025-01-07,OPRA-40 40MG,5,1470,7350,367.5,6982.5,454.5,2272.5,4710,0.6408163265306123
raw_sales_report,Sales Report.xlsx,2025,46,6,Batangas,DR 025522,2025-01-07,CENDALEX 500MG,6,1100,6600,330,6270,287.5,1725,4545,0.6886363636363636
