product,quantity,revenue,gross_margin_amount,row_count,active_months,estimated_contract_rows,rank,gross_margin_rate,revenue_share,cumulative_revenue_share,abc_class,method,status
ADULT DIAPER MEDIUM-SURE GUARD,130.0,20800.0,6170.0,2,2,0,918,0.296635,9.4e-05,0.948374,B,ABC/Pareto using total_trade_price revenue,draft
VALERI 1MG/G (0.1% W/W) 10G,650.0,20800.0,24700.0,2,2,0,919,1.1875,9.4e-05,0.948468,B,ABC/Pareto using total_trade_price revenue,draft
VITAMIN B1+B6+B12 FIRSTMED,244.0,20740.0,53722.0,15,10,0,920,2.59026,9.4e-05,0.948562,B,ABC/Pareto using total_trade_price revenue,draft
FLEXIMA APDL PIGTAIL CATHETER FR10,5.0,20700.0,20500.0,1,1,0,921,0.990338,9.4e-05,0.948656,B,ABC/Pareto using total_trade_price revenue,draft
FLEXIMA APDL PIGTAIL CATHETER FR12,5.0,20700.0,20500.0,1,1,0,922,0.990338,9.4e-05,0.948749,B,ABC/Pareto using total_trade_price revenue,draft
RUCEF 500MG,20.0,20600.0,87300.0,2,2,0,923,4.237864,9.3e-05,0.948843,B,ABC/Pareto using total_trade_price revenue,draft
EMZART 80,78.0,20592.0,41382.0,15,7,0,924,2.009615,9.3e-05,0.948936,B,ABC/Pareto using total_trade_price revenue,draft
GAUZE PAD STERILE 4''X8''X8PLY 28X24 MESH (PARTNERS),158.0,20540.0,22830.0,2,2,0,925,1.11149,9.3e-05,0.949029,B,ABC/Pareto using total_trade_price revenue,draft
GLYCINORM 80MG TAB,179.22,20509.58,100347.22,13,10,0,926,4.8927,9.3e-05,0.949122,B,ABC/Pareto using total_trade_price revenue,draft
DISPOSABLE SYRINGE 5CC - SUREGUARD,82.0,20500.0,45674.0,2,2,0,927,2.228,9.3e-05,0.949214,B,ABC/Pareto using total_trade_price revenue,draft
SAPHLOR-100,130.0,20400.0,34400.0,6,5,0,928,1.686275,9.2e-05,0.949307,B,ABC/Pareto using total_trade_price revenue,draft
HIZON,21.0,20370.0,18340.0,4,4,0,929,0.900344,9.2e-05,0.949399,B,ABC/Pareto using total_trade_price revenue,draft
BABY OIL 50ML (JOHNSON),424.0,20203.28,7436.72,15,11,0,930,0.368095,9.1e-05,0.94949,B,ABC/Pareto using total_trade_price revenue,draft
ANIFER 190MG,263.79,20133.72,103834.28,14,11,0,931,5.157233,9.1e-05,0.949582,B,ABC/Pareto using total_trade_price revenue,draft
MALUNGGAY CAPSULE,50.0,20000.0,12500.0,1,1,0,932,0.625,9.1e-05,0.949672,B,ABC/Pareto using total_trade_price revenue,draft
CLEANING AND CALIBRATION/CALIBRATION VERIFCATION,2.0,20000.0,15000.0,2,2,0,933,0.75,9.1e-05,0.949763,B,ABC/Pareto using total_trade_price revenue,draft
IV CANNULALUER LOCK G26 0.6X19MM (BD),5.0,20000.0,30000.0,2,1,0,934,1.5,9.1e-05,0.949853,B,ABC/Pareto using total_trade_price revenue,draft
HEMAQUICK STAIN - MEDIC,5.0,19906.0,19708.0,4,4,0,935,0.990053,9e-05,0.949943,B,ABC/Pareto using total_trade_price revenue,draft
FERGLOBIN FA 60MG/400MCG,61.0,19825.0,31897.04,14,12,0,936,1.60893,9e-05,0.950033,C,ABC/Pareto using total_trade_price revenue,draft
SAPHCLAZIDE 60 GLICLAZIDE TABLET,40.0,19800.0,40600.0,1,1,0,937,2.050505,9e-05,0.950122,C,ABC/Pareto using total_trade_price revenue,draft
KODAK MEDICAL X-RAY FILM ( GEN PURPOSE GREEN ) 11X14IN,6.0,19800.0,5610.0,1,1,0,938,0.283333,9e-05,0.950212,C,ABC/Pareto using total_trade_price revenue,draft
CINNABLOC 75MG,370.0,19780.0,37653.0,38,24,0,939,1.903589,9e-05,0.950302,C,ABC/Pareto using total_trade_price revenue,draft
TORVASTATIN 20MG,200.0,19600.0,110000.0,2,2,0,940,5.612245,8.9e-05,0.95039,C,ABC/Pareto using total_trade_price revenue,draft
MIXCLAV 250MG/62.5MG 5ML,200.0,19600.0,55200.0,1,1,0,941,2.816327,8.9e-05,0.950479,C,ABC/Pareto using total_trade_price revenue,draft
DISPOSABLE SYRINGE/TUBERCULIN 1CC 25GX5/8 (TERUMO),20.0,19600.0,3800.0,1,1,0,942,0.193878,8.9e-05,0.950568,C,ABC/Pareto using total_trade_price revenue,draft
SYRINGE 5CC SURESHOT,100.0,19500.0,61100.0,1,1,0,943,3.133333,8.8e-05,0.950656,C,ABC/Pareto using total_trade_price revenue,draft
CONDOM NATURAL 3'S (TRUST),1000.0,19497.0,60503.0,1,1,0,944,3.103195,8.8e-05,0.950744,C,ABC/Pareto using total_trade_price revenue,draft
NYESECOD 50MG,28.0,19460.0,32515.0,3,2,0,945,1.670863,8.8e-05,0.950832,C,ABC/Pareto using total_trade_price revenue,draft
CENDALEX 250MG/5ML SUS,327.0,19456.5,36122.7,22,11,0,946,1.856588,8.8e-05,0.95092,C,ABC/Pareto using total_trade_price revenue,draft
HISTARIL 2MG/100MG CAP,86.24,19404.0,42884.92,24,10,0,947,2.210107,8.8e-05,0.951008,C,ABC/Pareto using total_trade_price revenue,draft
URINE BAG ADULT 2000ML PARTNERS,875.0,19250.0,6570.0,5,5,0,948,0.341299,8.7e-05,0.951095,C,ABC/Pareto using total_trade_price revenue,draft
CADAVER BAG,50.0,19250.0,21600.0,1,1,0,949,1.122078,8.7e-05,0.951182,C,ABC/Pareto using total_trade_price revenue,draft
HISTARIL 1MG/50MG/5ML SYR,665.0,19227.2,44377.4,40,22,0,950,2.308053,8.7e-05,0.951269,C,ABC/Pareto using total_trade_price revenue,draft
DIGITAL THERMOMETER (SURGITECH),295.0,19175.0,12757.5,7,5,0,951,0.665319,8.7e-05,0.951356,C,ABC/Pareto using total_trade_price revenue,draft
MULTI-GROW 30ML,272.0,19040.0,31316.0,11,9,0,952,1.644748,8.6e-05,0.951442,C,ABC/Pareto using total_trade_price revenue,draft
ECG MACHINE EDAN SINGLE CHANNEL,1.0,19000.0,100500.0,1,1,0,953,5.289474,8.6e-05,0.951528,C,ABC/Pareto using total_trade_price revenue,draft
LUBRICATING JELLY 3G (ORMED),20.0,19000.0,40700.0,1,1,0,954,2.142105,8.6e-05,0.951614,C,ABC/Pareto using total_trade_price revenue,draft
MAYO SCISSOR STRAIGHT SIZE 7'' (OLTEN),40.0,18920.0,14740.0,3,1,0,955,0.77907,8.6e-05,0.9517,C,ABC/Pareto using total_trade_price revenue,draft
INSULIN SYRINGE SIMPLEX,42.0,18900.0,57540.0,1,1,0,956,3.044444,8.6e-05,0.951786,C,ABC/Pareto using total_trade_price revenue,draft
PAPER MULTI PURPOSE (COPY) LEGAL 70GSM HARDCOPY,100.0,18900.0,4200.0,1,1,0,957,0.222222,8.6e-05,0.951871,C,ABC/Pareto using total_trade_price revenue,draft
EUROZYLLIN 1G,900.0,18900.0,7722.0,2,1,0,958,0.408571,8.6e-05,0.951957,C,ABC/Pareto using total_trade_price revenue,draft
CO-AXIAL NEEDLE G17 X 9.6CM (CURWAY),2.0,18880.0,18700.0,1,1,0,959,0.990466,8.5e-05,0.952042,C,ABC/Pareto using total_trade_price revenue,draft
DULXATIVE,52.0,18876.0,6182.0,6,4,0,960,0.327506,8.5e-05,0.952127,C,ABC/Pareto using total_trade_price revenue,draft
AMBISOR,50.0,18850.0,28570.0,4,3,0,961,1.51565,8.5e-05,0.952213,C,ABC/Pareto using total_trade_price revenue,draft
LUBRICATING JELLY 150G,143.0,18780.0,9111.2,4,4,0,962,0.485154,8.5e-05,0.952298,C,ABC/Pareto using total_trade_price revenue,draft
ROSVA 10-10MG,75.0,18750.0,36405.0,14,6,0,963,1.9416,8.5e-05,0.952383,C,ABC/Pareto using total_trade_price revenue,draft
ISOLYTE 30MG TAB,76.0,18720.0,24965.25,9,5,0,964,1.333614,8.5e-05,0.952467,C,ABC/Pareto using total_trade_price revenue,draft
ASTHAVERT-250 25MCG/250MCG,72.0,18720.0,16992.0,2,1,0,965,0.907692,8.5e-05,0.952552,C,ABC/Pareto using total_trade_price revenue,draft
B-LACT,170.0,18700.0,20500.0,3,2,0,966,1.096257,8.5e-05,0.952637,C,ABC/Pareto using total_trade_price revenue,draft
CIXTOR-Z MAX 500MG/10MG/1000IU,42.0,18690.0,50699.9,17,12,0,967,2.712675,8.5e-05,0.952721,C,ABC/Pareto using total_trade_price revenue,draft
TORVASTATIN 40MG,120.0,18600.0,35400.0,3,1,0,968,1.903226,8.4e-05,0.952805,C,ABC/Pareto using total_trade_price revenue,draft
DEVELOPER SHARP AR 5618,2.0,18580.0,15465.0,2,2,0,969,0.832347,8.4e-05,0.95289,C,ABC/Pareto using total_trade_price revenue,draft
KOXIB 200MG CAP,20.0,18500.0,37500.0,4,3,0,970,2.027027,8.4e-05,0.952973,C,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA 26G - HEXACARE,23.0,18400.0,46391.0,3,2,0,971,2.52125,8.3e-05,0.953057,C,ABC/Pareto using total_trade_price revenue,draft
CENDALEX 100MG/ML,514.0,18349.8,42949.2,30,19,0,972,2.340581,8.3e-05,0.95314,C,ABC/Pareto using total_trade_price revenue,draft
SAPHLECOX 400,40.5,18225.0,101836.75,4,4,0,973,5.58775,8.2e-05,0.953222,C,ABC/Pareto using total_trade_price revenue,draft
NURAMINE FORTE 100MG/100MG/1MG SOL FOR I.V,185.3,18159.4,148610.6,4,3,0,974,8.183673,8.2e-05,0.953304,C,ABC/Pareto using total_trade_price revenue,draft
BATTERY AA,181.1485,18090.41,11599.8,5,4,1,975,0.641213,8.2e-05,0.953386,C,ABC/Pareto using total_trade_price revenue,draft
"YANKAUER W/ CONNECTING TUBE 1/4"" X 2.0M",139.0,18070.0,18070.0,6,6,0,976,1.0,8.2e-05,0.953468,C,ABC/Pareto using total_trade_price revenue,draft
DIADIPINE 5MG,328.0,18040.0,295200.0,1,1,0,977,16.363636,8.2e-05,0.95355,C,ABC/Pareto using total_trade_price revenue,draft
D5LR 1000ML,300.0,18000.0,24000.0,1,1,0,978,1.333333,8.1e-05,0.953631,C,ABC/Pareto using total_trade_price revenue,draft
NON VENTED MASK SMALL (EASEFIT),4.0,18000.0,10700.0,3,3,0,979,0.594444,8.1e-05,0.953712,C,ABC/Pareto using total_trade_price revenue,draft
KODAK MEDICAL X-RAY FILM 10X12,6.0,18000.0,2148.0,1,1,0,980,0.119333,8.1e-05,0.953794,C,ABC/Pareto using total_trade_price revenue,draft
SURRMED MEDICAL REGULATOR OXYGEN,20.0,18000.0,13400.0,1,1,0,981,0.744444,8.1e-05,0.953875,C,ABC/Pareto using total_trade_price revenue,draft
ARMY NAVY 8''X1/2''X1/4'',20.0,17960.0,10760.0,2,1,0,982,0.599109,8.1e-05,0.953957,C,ABC/Pareto using total_trade_price revenue,draft
CLODIN 75MCG,46.0,17948.0,23764.5,7,5,0,983,1.324075,8.1e-05,0.954038,C,ABC/Pareto using total_trade_price revenue,draft
KETOROBAS 30MG/ML,97.0,17890.0,22004.5,10,8,0,984,1.229989,8.1e-05,0.954119,C,ABC/Pareto using total_trade_price revenue,draft
ALVICA INTENSE 70ML,76.0,17860.0,20679.96,7,5,0,985,1.157892,8.1e-05,0.9542,C,ABC/Pareto using total_trade_price revenue,draft
RESPINAL 500MG,42.0,17850.0,41940.0,12,9,0,986,2.34958,8.1e-05,0.954281,C,ABC/Pareto using total_trade_price revenue,draft
SANOVIZ OB PLUS,34.0,17850.0,37661.0,6,5,0,987,2.10986,8.1e-05,0.954361,C,ABC/Pareto using total_trade_price revenue,draft
FEROLEM 150MG,944.0,17836.0,12456.0,8,6,0,988,0.698363,8.1e-05,0.954442,C,ABC/Pareto using total_trade_price revenue,draft
BUFEN 200MG/5ML,372.0,17670.0,25434.85,25,17,0,989,1.439437,8e-05,0.954522,C,ABC/Pareto using total_trade_price revenue,draft
FENTIN 50MG/ML,14.0,17640.0,27720.0,3,2,0,990,1.571429,8e-05,0.954602,C,ABC/Pareto using total_trade_price revenue,draft
FACEMASK BLUE,294.0,17640.0,39878.0,10,4,0,991,2.260658,8e-05,0.954682,C,ABC/Pareto using total_trade_price revenue,draft
FR 16 FOLEY BALLOON CATHETER SILKY GOLD (RIBBEL STERILE),440.0,17600.0,90000.0,2,2,0,992,5.113636,8e-05,0.954761,C,ABC/Pareto using total_trade_price revenue,draft
"IV CANNULA G.24 WINGED G24 X 1/4"" - B BRAUN",8.0,17600.0,37600.0,1,1,0,993,2.136364,8e-05,0.954841,C,ABC/Pareto using total_trade_price revenue,draft
SANITREX MATERNITY PAD,200.0,17600.0,2800.0,1,1,0,994,0.159091,8e-05,0.954921,C,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA 24G - HEXACARE,22.0,17600.0,25784.0,3,2,0,995,1.465,8e-05,0.955,C,ABC/Pareto using total_trade_price revenue,draft
AMBU BAG ADULT (PRIMAPLUS),13.0,17550.0,11910.0,3,1,0,996,0.678632,7.9e-05,0.95508,C,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA 22G - HEXACARE,25.0,17500.0,31800.0,3,2,0,997,1.817143,7.9e-05,0.955159,C,ABC/Pareto using total_trade_price revenue,draft
SAPHIXIME 400MG,100.0,17500.0,600.0,1,1,0,998,0.034286,7.9e-05,0.955238,C,ABC/Pareto using total_trade_price revenue,draft
MIROCID 5G,333.0,17430.0,25170.0,9,6,0,999,1.444062,7.9e-05,0.955317,C,ABC/Pareto using total_trade_price revenue,draft
STABUFOST 40MG,40.0,17400.0,54600.0,2,2,0,1000,3.137931,7.9e-05,0.955396,C,ABC/Pareto using total_trade_price revenue,draft
"XYLODENT 20MG/ML (2%)/1: 100,000 1.8ML",20.0,17400.0,12208.0,4,3,0,1001,0.701609,7.9e-05,0.955474,C,ABC/Pareto using total_trade_price revenue,draft
LPG GAS REFILL,12.0,17378.0,6082.0,1,1,0,1002,0.349983,7.9e-05,0.955553,C,ABC/Pareto using total_trade_price revenue,draft
BUFEN 200MG/ML,479.0,17294.5,35826.14,26,19,0,1003,2.071534,7.8e-05,0.955631,C,ABC/Pareto using total_trade_price revenue,draft
CYFROX 500MG,112.62,17255.8,69275.2,16,13,0,1004,4.014604,7.8e-05,0.955709,C,ABC/Pareto using total_trade_price revenue,draft
STRAIGHT KELLY 7'',40.0,17240.0,-17240.0,2,1,0,1005,-1.0,7.8e-05,0.955788,C,ABC/Pareto using total_trade_price revenue,draft
DISPOSABLE SYRINGE WITHOUT NEEDLE 50CC/ML (TERUMO),28.0,17200.0,15300.0,5,5,0,1006,0.889535,7.8e-05,0.955865,C,ABC/Pareto using total_trade_price revenue,draft
MULTIVITA,307.0,17114.0,168488.4,14,8,0,1007,9.845063,7.7e-05,0.955943,C,ABC/Pareto using total_trade_price revenue,draft
OFPLEMED 300MG SYRUP 60ML,652.0,17059.0,44143.0,12,9,0,1008,2.587666,7.7e-05,0.95602,C,ABC/Pareto using total_trade_price revenue,draft
ALCOHOL ISOPROPHYL 70% - ANGEL,42.0,17010.0,13510.0,2,2,0,1009,0.794239,7.7e-05,0.956097,C,ABC/Pareto using total_trade_price revenue,draft
GLOVES 7.5 ( STERILE / POWDERED) - DR. CARE,20.0,17000.0,30940.0,1,1,0,1010,1.82,7.7e-05,0.956174,C,ABC/Pareto using total_trade_price revenue,draft
REFRIGERATOR THERMOMETER,68.0,17000.0,10516.5,2,2,0,1011,0.618618,7.7e-05,0.956251,C,ABC/Pareto using total_trade_price revenue,draft
GANG CHAIR 5 SEATER,2.0,17000.0,33000.0,1,1,0,1012,1.941176,7.7e-05,0.956328,C,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA G.24 INTROCAN B BRAUN,4.0,17000.0,6400.0,1,1,0,1013,0.376471,7.7e-05,0.956405,C,ABC/Pareto using total_trade_price revenue,draft
STETHOSCOPE CLASSIC III ADULT (LITTMAN),2.0,17000.0,16990.0,1,1,0,1014,0.999412,7.7e-05,0.956482,C,ABC/Pareto using total_trade_price revenue,draft
EMERGENCY CART STAINLESS WITH DRAWER,1.0,17000.0,600.0,1,1,0,1015,0.035294,7.7e-05,0.956559,C,ABC/Pareto using total_trade_price revenue,draft
MICROTAINER LAVENDER TOP 0.5ML,32.0,16960.0,22096.0,2,2,0,1016,1.30283,7.7e-05,0.956635,C,ABC/Pareto using total_trade_price revenue,draft
AMOLTEX 2MG/5ML,611.0,16958.0,41150.0,24,15,0,1017,2.426583,7.7e-05,0.956712,C,ABC/Pareto using total_trade_price revenue,draft
PAPER MULTI PURPOSE (COPY) A4 70GSM HARDCOPY,100.0,16900.0,10100.0,1,1,0,1018,0.597633,7.6e-05,0.956789,C,ABC/Pareto using total_trade_price revenue,draft
COMPUTER INK #664 EPSON,64.0,16832.0,13158.0,3,3,0,1019,0.781725,7.6e-05,0.956865,C,ABC/Pareto using total_trade_price revenue,draft
AWANAY FORTE 500MG,59.0,16825.0,20425.0,6,3,0,1020,1.213967,7.6e-05,0.956941,C,ABC/Pareto using total_trade_price revenue,draft
OPRA-40 40MG,37.0,16816.5,37579.5,9,6,0,1021,2.23468,7.6e-05,0.957017,C,ABC/Pareto using total_trade_price revenue,draft
DISPOSABLE SYRINGE 5CC - TERUMO,28.0,16800.0,16156.0,1,1,0,1022,0.961667,7.6e-05,0.957093,C,ABC/Pareto using total_trade_price revenue,draft
ALCOHOL ADAMSON ISOPROPYL 70%,400.0,16800.0,18000.0,1,1,0,1023,1.071429,7.6e-05,0.957169,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADE #20 SURGITECH,60.0,16800.0,14674.0,5,3,0,1024,0.873452,7.6e-05,0.957245,C,ABC/Pareto using total_trade_price revenue,draft
DEXTROSE PLAIN LACTATED RINGERS PLR 1000ML (EUROMED),240.0,16800.0,5510.4,1,1,0,1025,0.328,7.6e-05,0.957321,C,ABC/Pareto using total_trade_price revenue,draft
AUTOMATIC BIOPSY NEEDLE G14 X 10CM (CURWAY) 5'S,1.0,16791.0,16699.0,1,1,0,1026,0.994521,7.6e-05,0.957397,C,ABC/Pareto using total_trade_price revenue,draft
EUROZINE 20MG,88.0,16720.0,34380.0,10,7,0,1027,2.05622,7.6e-05,0.957473,C,ABC/Pareto using total_trade_price revenue,draft
IMATET,25.0,16675.0,26325.0,3,3,0,1028,1.578711,7.5e-05,0.957548,C,ABC/Pareto using total_trade_price revenue,draft
GREAT GLOVE - LARGE,52.0,16640.0,8320.0,1,1,0,1029,0.5,7.5e-05,0.957624,C,ABC/Pareto using total_trade_price revenue,draft
REPAIRS - RESPICARE (TOCO SENSOR),1.0,16573.66,7926.34,1,1,0,1030,0.478249,7.5e-05,0.957699,C,ABC/Pareto using total_trade_price revenue,draft
RESPI-SAPH 250MCG,23.0,16560.0,25390.0,2,2,0,1031,1.533213,7.5e-05,0.957774,C,ABC/Pareto using total_trade_price revenue,draft
NEEDLE TERUMO AGANI - 25G X 5/8 (16MM),57.0,16530.0,19578.0,2,1,0,1032,1.184392,7.5e-05,0.957848,C,ABC/Pareto using total_trade_price revenue,draft
VAZI2R 80MG,56.0,16520.0,13367.0,7,4,0,1033,0.80914,7.5e-05,0.957923,C,ABC/Pareto using total_trade_price revenue,draft
ACETYLCYSTEINE 600MG (CYSAPHTEINE),130.0,16510.0,15190.0,3,2,0,1034,0.920048,7.5e-05,0.957998,C,ABC/Pareto using total_trade_price revenue,draft
CONCRETE BUGGY,3.0,16500.0,10965.0,1,1,0,1035,0.664545,7.5e-05,0.958073,C,ABC/Pareto using total_trade_price revenue,draft
TROPIN 1MG/ML IM/IV/SC,78.5,16485.0,50755.0,14,4,0,1036,3.07886,7.5e-05,0.958147,C,ABC/Pareto using total_trade_price revenue,draft
CATAMED 75MCG,42.0,16448.0,40186.0,8,7,0,1037,2.443215,7.4e-05,0.958222,C,ABC/Pareto using total_trade_price revenue,draft
DULAX 3.35MG,173.0,16435.0,26854.3,8,4,0,1038,1.63397,7.4e-05,0.958296,C,ABC/Pareto using total_trade_price revenue,draft
ATORSAPH - 10MG,657.0,16425.0,99447.5,15,11,0,1039,6.054642,7.4e-05,0.95837,C,ABC/Pareto using total_trade_price revenue,draft
SALMONELA TYPHI,2.0,16400.0,16400.0,1,1,0,1040,1.0,7.4e-05,0.958445,C,ABC/Pareto using total_trade_price revenue,draft
RANITEIN 150MG,134.6,16397.4,70398.51,17,9,0,1041,4.293273,7.4e-05,0.958519,C,ABC/Pareto using total_trade_price revenue,draft
FEBULAS 40-40MG,78.0,16380.0,98936.3,6,4,0,1042,6.040067,7.4e-05,0.958593,C,ABC/Pareto using total_trade_price revenue,draft
JAGAPLEX SYR 120ML,304.0,16370.4,25058.8,20,11,0,1043,1.530738,7.4e-05,0.958667,C,ABC/Pareto using total_trade_price revenue,draft
COTTON ROLL 400G (TENDERSOFT),109.0,16350.0,14415.0,4,3,0,1044,0.881651,7.4e-05,0.958741,C,ABC/Pareto using total_trade_price revenue,draft
GIOCILLIN 1G,52.0,16342.04,35017.96,5,3,0,1045,2.142814,7.4e-05,0.958815,C,ABC/Pareto using total_trade_price revenue,draft
HAVIDONE - POVIDONE IODINE - 10%,34.0,16320.0,37656.0,4,4,0,1046,2.307353,7.4e-05,0.958889,C,ABC/Pareto using total_trade_price revenue,draft
BANDAGE SCISSOR SIZE 7'' (OLTEN),30.0,16320.0,12900.0,1,1,0,1047,0.790441,7.4e-05,0.958963,C,ABC/Pareto using total_trade_price revenue,draft
CINNABLOC 25MG TAB,81.19,16238.0,27733.0,23,15,0,1048,1.707907,7.3e-05,0.959036,C,ABC/Pareto using total_trade_price revenue,draft
TONER SHARP AR 5618,2.0,16230.0,5140.0,2,2,0,1049,0.316697,7.3e-05,0.95911,C,ABC/Pareto using total_trade_price revenue,draft
PARASAPH 500MG,231.0,16208.0,43598.6,24,12,0,1050,2.689943,7.3e-05,0.959183,C,ABC/Pareto using total_trade_price revenue,draft
TYPING SERA,18.0,16200.0,16246.0,3,3,0,1051,1.00284,7.3e-05,0.959256,C,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA G24-CATHULA,9.0,16200.0,8100.0,1,1,0,1052,0.5,7.3e-05,0.95933,C,ABC/Pareto using total_trade_price revenue,draft
OXYGEN MASK PEDIA (SURGITECH),450.0,16200.0,14224.5,4,2,0,1053,0.878056,7.3e-05,0.959403,C,ABC/Pareto using total_trade_price revenue,draft
TRASH BAG MEDIUM BLACK,61.3684,16126.06,7217.86,5,3,3,1054,0.44759,7.3e-05,0.959476,C,ABC/Pareto using total_trade_price revenue,draft
GAUZE PAD 4X4X8 PLY 28X24 MESH,64.0,16000.0,26240.0,1,1,0,1055,1.64,7.2e-05,0.959548,C,ABC/Pareto using total_trade_price revenue,draft
MORNEM 1G,100.0,16000.0,54000.0,1,1,0,1056,3.375,7.2e-05,0.959621,C,ABC/Pareto using total_trade_price revenue,draft
FORMET 500MG,213.0,15987.0,79472.5,21,14,0,1057,4.97107,7.2e-05,0.959693,C,ABC/Pareto using total_trade_price revenue,draft
ALVICA INTENSE SPRAY 70ML,68.0,15980.0,16572.07,8,5,0,1058,1.037051,7.2e-05,0.959765,C,ABC/Pareto using total_trade_price revenue,draft
SYRINGE 10CC G23X1 PRIME,55.0,15950.0,51205.0,4,3,0,1059,3.210345,7.2e-05,0.959838,C,ABC/Pareto using total_trade_price revenue,draft
ZINCBOS 60ML,880.0,15944.0,45217.2,8,6,0,1060,2.836001,7.2e-05,0.95991,C,ABC/Pareto using total_trade_price revenue,draft
AMINOLEBAN,10.0,15930.0,15930.0,1,1,0,1061,1.0,7.2e-05,0.959982,C,ABC/Pareto using total_trade_price revenue,draft
NOREPHIMED 1MG/ML,26.0,15910.0,13090.0,3,3,0,1062,0.822753,7.2e-05,0.960054,C,ABC/Pareto using total_trade_price revenue,draft
EPICARE 1MG/ML IV,137.0,15755.0,23912.5,10,6,0,1063,1.517772,7.1e-05,0.960125,C,ABC/Pareto using total_trade_price revenue,draft
TOWEL CLIPS 5 1/2'',44.0,15752.0,9788.0,3,2,0,1064,0.621381,7.1e-05,0.960196,C,ABC/Pareto using total_trade_price revenue,draft
NEBULIZER MASK ADULT,350.0,15750.0,42000.0,1,1,0,1065,2.666667,7.1e-05,0.960268,C,ABC/Pareto using total_trade_price revenue,draft
SILK 2-0 STRANDS TUDOR,56.0,15680.0,19580.0,2,2,0,1066,1.248724,7.1e-05,0.960339,C,ABC/Pareto using total_trade_price revenue,draft
GLOVES (M) - GLOMED,91.0,15643.0,100677.0,6,6,0,1067,6.435914,7.1e-05,0.960409,C,ABC/Pareto using total_trade_price revenue,draft
NEEDLE HOLDER SIZE 7'' (OLTEN),32.0,15616.0,20384.0,4,1,0,1068,1.305328,7.1e-05,0.96048,C,ABC/Pareto using total_trade_price revenue,draft
5% DEXTROSE IN LACTATED RINGERS SOLUTION,363.0,15609.0,9636.0,2,2,0,1069,0.617336,7.1e-05,0.960551,C,ABC/Pareto using total_trade_price revenue,draft
POVIDONE IODINE 10% - SOLUTION,24.0,15600.0,14400.0,2,2,0,1070,0.923077,7.1e-05,0.960621,C,ABC/Pareto using total_trade_price revenue,draft
KLEVRA 500MG,80.0,15600.0,15504.0,1,1,0,1071,0.993846,7.1e-05,0.960692,C,ABC/Pareto using total_trade_price revenue,draft
DISPOSABLE INFUSION SET ADULT 20MACRODROPS/ML (HEXACARE),1850.0,15540.0,36574.5,7,3,0,1072,2.353571,7e-05,0.960762,C,ABC/Pareto using total_trade_price revenue,draft
OPIGESIC 125MG,30.0,15510.0,16140.0,1,1,0,1073,1.040619,7e-05,0.960832,C,ABC/Pareto using total_trade_price revenue,draft
INFUSION SET MICROSET HEXACARE,1100.0,15400.0,83400.0,2,2,0,1074,5.415584,7e-05,0.960902,C,ABC/Pareto using total_trade_price revenue,draft
TRIZEF 100MG TAB,11.0,15400.0,28400.0,6,4,0,1075,1.844156,7e-05,0.960972,C,ABC/Pareto using total_trade_price revenue,draft
FREDTOR 40MG,89.0,15345.0,28241.0,5,4,0,1076,1.840404,6.9e-05,0.961041,C,ABC/Pareto using total_trade_price revenue,draft
HAEMOREX 500MG,39.0,15315.0,57142.0,13,10,0,1077,3.731113,6.9e-05,0.961111,C,ABC/Pareto using total_trade_price revenue,draft
ROVASU10,85.0,15300.0,24253.5,11,6,0,1078,1.585196,6.9e-05,0.96118,C,ABC/Pareto using total_trade_price revenue,draft
NEBULIZER KIT ADULT (AIRLIFE),170.0,15300.0,5100.0,6,3,0,1079,0.333333,6.9e-05,0.961249,C,ABC/Pareto using total_trade_price revenue,draft
FERRICORE 325MG,230.0,15248.5,62611.5,9,8,0,1080,4.106076,6.9e-05,0.961318,C,ABC/Pareto using total_trade_price revenue,draft
ZINLUM 60ML,761.0,15220.0,53406.5,7,5,0,1081,3.508968,6.9e-05,0.961387,C,ABC/Pareto using total_trade_price revenue,draft
SAFEGUARD 130G,413.0,15206.66,6543.34,2,2,0,1082,0.430294,6.9e-05,0.961456,C,ABC/Pareto using total_trade_price revenue,draft
METZ SCISSOR CURVED SIZE 8'' (OLTEN),27.0,15174.0,12926.0,2,2,0,1083,0.851852,6.9e-05,0.961524,C,ABC/Pareto using total_trade_price revenue,draft
TERAZIDINE 35MG,50.0,15150.0,15150.0,1,1,0,1084,1.0,6.9e-05,0.961593,C,ABC/Pareto using total_trade_price revenue,draft
BICARBISAPH 84MG/ML 20ML,1.8,15120.0,14684.4,3,3,0,1085,0.97119,6.8e-05,0.961661,C,ABC/Pareto using total_trade_price revenue,draft
GIAN-ZINC 120ML,168.0,15120.0,24228.0,15,11,0,1086,1.602381,6.8e-05,0.96173,C,ABC/Pareto using total_trade_price revenue,draft
BAYGON - MULTI INSECT KILLER 465G,53.0,15068.2,15486.36,2,2,0,1087,1.027751,6.8e-05,0.961798,C,ABC/Pareto using total_trade_price revenue,draft
