MEDSHIELD PHARMA CORP,,,,,,,,,,,,,,,,,,,
SALES SUMMARY REPORT,,,,,,,,,,,,,,,,,,,
AS OF DECEMBER 2018,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
DRNumber,DRDate,SalesRep,Product,Qty, CP/UNIT , TOTAL CP , Discount , NET CP , TP/UNIT , Total TP , Net Income ,,,,,,,,
17316,22-Aug-18,Admin,Gloves (Non Sterile),2,390.00, 780.00 ,0.00,780.00,130.00,260.00,520.00,,,,,,,,
17317,22-Aug-18,Admin,Isoprine 10mg,6,940.00," 5,640.00 ","1,692.00","3,948.00",235.00,"1,410.00","2,538.00",,,,,,,,
17317,22-Aug-18,Admin,NITROFURANTOIN 100mg,3,"1,000.00"," 3,000.00 ",900.00,"2,100.00",175.00,525.00,"1,575.00",,,,,,,,
17317,22-Aug-18,Admin,DUOTRAM 325MG,2,"1,980.00"," 3,960.00 ","1,188.00","2,772.00",275.00,550.00,"2,222.00",,,,,,,,
17318,22-Aug-18,Admin,XYNETIN 1500mg/200iu,7,678.57," 4,750.00 ",0.00,"4,750.00",310.00,"2,170.00","2,580.00",,,,,,,,
17318,22-Aug-18,Admin,MAXXIVIT PLUS,7,857.14," 6,000.00 ",0.00,"6,000.00",420.00,"2,940.00","3,060.00",,,,,,,,
17318,22-Aug-18,Admin,FERGLOBIN 250mg,7,517.86," 3,625.00 ",0.00,"3,625.00",215.00,"1,505.00","2,120.00",,,,,,,,
17319,23-Aug-18,Admin,Calcigard 10mg,1,322.50, 322.50 ,0.00,322.50,215.00,215.00,107.50,,,,,,,,
17319,23-Aug-18,Admin,Calcigard 5mg,1,240.00, 240.00 ,0.00,240.00,160.00,160.00,80.00,,,,,,,,
17329,28-Aug-18,Admin,Isoprine 10mg,5,940.00," 4,700.00 ","1,410.00","3,290.00",235.00,"1,175.00","2,115.00",,,,,,,,
17330,28-Aug-18,Admin,VONWELT/GENERIC TRANEXAMIC ACID,2,"2,100.00"," 4,200.00 ",0.00,"4,200.00",330.00,660.00,"3,540.00",,,,,,,,
17330,28-Aug-18,Admin,MAXXIVIT PLUS,7,857.14," 6,000.00 ",0.00,"6,000.00",420.00,"2,940.00","3,060.00",,,,,,,,
17330,28-Aug-18,Admin,XYNETIN 1500mg/200iu,7,678.57," 4,750.00 ",0.00,"4,750.00",310.00,"2,170.00","2,580.00",,,,,,,,
17330,28-Aug-18,Admin,HAV C 500mg,7,135.71, 950.00 ,0.00,950.00,35.00,245.00,705.00,,,,,,,,
17331,28-Aug-18,Admin,ZETIFEN 250mg/5ml,10,52.85, 528.50 ,0.00,528.50,23.00,230.00,298.50,,,,,,,,
17331,28-Aug-18,Admin,PARTEN 50mg,2,172.50, 345.00 ,0.00,345.00,115.00,230.00,115.00,,,,,,,,
17331,28-Aug-18,Admin,TERMAGEN 250MG,10,45.35, 453.50 ,0.00,453.50,23.00,230.00,223.50,,,,,,,,
17341,01-Sep-18,Admin,XYNETIN 1500mg/200iu,7,678.57," 4,750.00 ",0.00,"4,750.00",310.00,"2,170.00","2,580.00",,,,,,,,
17341,01-Sep-18,Admin,FOCID 5mg,7,464.29," 3,250.00 ",0.00,"3,250.00",188.00,"1,316.00","1,934.00",,,,,,,,
17341,01-Sep-18,Admin,Isoprine 10mg,14,671.43," 9,400.00 ",0.00,"9,400.00",235.00,"3,290.00","6,110.00",,,,,,,,
17341,01-Sep-18,Admin,VONWELT/GENERIC TRANEXAMIC ACID,2,"2,100.00"," 4,200.00 ",0.00,"4,200.00",330.00,660.00,"3,540.00",,,,,,,,
17342,01-Sep-18,Admin,CLAXIC 500mg/125mg,2,"2,800.00"," 5,600.00 ","1,680.00","3,920.00","1,174.00","2,348.00","1,572.00",,,,,,,,
17342,01-Sep-18,Admin,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,2,"1,708.00"," 3,416.00 ","1,024.80","2,391.20",488.00,976.00,"1,415.20",,,,,,,,
17348,03-Sep-18,Admin,JAGAPLEX OB,7,607.14," 4,250.00 ",0.00,"4,250.00",155.00,"1,085.00","3,165.00",,,,,,,,
17577,26-Sep-18,Admin,CLOVAS 75MG,10,975.00," 9,750.00 ",0.00,"9,750.00",384.00,"3,840.00","5,910.00",,,,,,,,
17585,02-Oct-18,Admin,LOWAS 5mg,6,270.00," 1,620.00 ",0.00,"1,620.00",165.00,990.00,630.00,,,,,,,,
17601,03-Sep-18,Admin,"Micropore 1"" / 1/2""",2,525.00," 1,050.00 ",0.00,"1,050.00",380.00,760.00,290.00,,,,,,,,
17601,03-Sep-18,Admin,FERGLOBIN 250mg,2,322.50, 645.00 ,0.00,645.00,215.00,430.00,215.00,,,,,,,,
17601,03-Sep-18,Admin,Amorex 100mg/ml drops,6,15.75, 94.50 ,0.00,94.50,13.00,78.00,16.50,,,,,,,,
17601,03-Sep-18,Admin,gloves (medium),2,195.00, 390.00 ,0.00,390.00,130.00,260.00,130.00,,,,,,,,
17601,03-Sep-18,Admin,CIFROX 500mg,1,675.00, 675.00 ,0.00,675.00,450.00,450.00,225.00,,,,,,,,
17601,03-Sep-18,Admin,ALGICAP 500mg,1,341.25, 341.25 ,0.00,341.25,228.00,228.00,113.25,,,,,,,,
17601,03-Sep-18,Admin,FERGLOBIN FA 60mg/400mcg,2,360.00, 720.00 ,0.00,720.00,240.00,480.00,240.00,,,,,,,,
17601,03-Sep-18,Admin,JAGA 300mg/100mg/100mcg,1,795.00, 795.00 ,0.00,795.00,345.00,345.00,450.00,,,,,,,,
17601,03-Sep-18,Admin,MULTI GROW OB PLUS,2,675.00," 1,350.00 ",0.00,"1,350.00",450.00,900.00,450.00,,,,,,,,
17607,06-Sep-18,Admin,MAXXIVIT PLUS,7,857.14," 6,000.00 ",0.00,"6,000.00",420.00,"2,940.00","3,060.00",,,,,,,,
17607,06-Sep-18,Admin,XYNETIN 1500mg/200iu,7,678.57," 4,750.00 ",0.00,"4,750.00",310.00,"2,170.00","2,580.00",,,,,,,,
17607,06-Sep-18,Admin,VONWELT/GENERIC TRANEXAMIC ACID,2,"2,100.00"," 4,200.00 ",0.00,"4,200.00",330.00,660.00,"3,540.00",,,,,,,,
17608,06-Sep-18,Admin,NITROFURANTOIN 100mg,2,"1,000.00"," 2,000.00 ",600.00,"1,400.00",175.00,350.00,"1,050.00",,,,,,,,
17608,06-Sep-18,Admin,DUOTRAM 325mg,2,"1,980.00"," 3,960.00 ","1,188.00","2,772.00",275.00,550.00,"2,222.00",,,,,,,,
17608,06-Sep-18,Admin,CEPROTRON 500mg,2,"1,750.00"," 3,500.00 ","1,050.00","2,450.00",415.00,830.00,"1,620.00",,,,,,,,
17608,06-Sep-18,Admin,DOPACARE 250mg,2,"1,950.00"," 3,900.00 ","1,170.00","2,730.00",590.00,"1,180.00","1,550.00",,,,,,,,
17608,06-Sep-18,Admin,Philclox 500mg,2,"1,500.00"," 3,000.00 ",900.00,"2,100.00",240.00,480.00,"1,620.00",,,,,,,,
17609,06-Sep-18,Admin,Multicaps,2,172.50, 345.00 ,0.00,345.00,115.00,230.00,115.00,,,,,,,,
17609,06-Sep-18,Admin,RESPINAL 500mg,1,600.00, 600.00 ,0.00,600.00,400.00,400.00,200.00,,,,,,,,
17609,06-Sep-18,Admin,Philclox 500mg,1,360.00, 360.00 ,0.00,360.00,240.00,240.00,120.00,,,,,,,,
17609,06-Sep-18,Admin,CIFROX 500mg,1,675.00, 675.00 ,0.00,675.00,450.00,450.00,225.00,,,,,,,,
17618,10-Sep-18,Admin,MAXXIVIT PLUS,7,857.14," 6,000.00 ",0.00,"6,000.00",420.00,"2,940.00","3,060.00",,,,,,,,
17618,10-Sep-18,Admin,XYNETIN 1500mg/200iu,7,678.57," 4,750.00 ",0.00,"4,750.00",310.00,"2,170.00","2,580.00",,,,,,,,
17618,10-Sep-18,Admin,HAV C 500mg,7,135.71, 950.00 ,0.00,950.00,35.00,245.00,705.00,,,,,,,,
17618,10-Sep-18,Admin,FERGLOBIN 250mg,7,517.86," 3,625.00 ",0.00,"3,625.00",215.00,"1,505.00","2,120.00",,,,,,,,
17619,10-Sep-18,Admin,"Micropore 1"" / 1/2""",1,"1,050.00"," 1,050.00 ",0.00,"1,050.00",380.00,380.00,670.00,,,,,,,,
17619,10-Sep-18,Admin,Gloves (Non Sterile),2,390.00, 780.00 ,0.00,780.00,130.00,260.00,520.00,,,,,,,,
17621,11-Sep-18,Admin,ZAFEX 500mg,3,"3,000.00"," 9,000.00 ","2,700.00","6,300.00","1,450.00","4,350.00","1,950.00",,,,,,,,
17621,11-Sep-18,Admin,PHILCLOX 500mg,3,"1,500.00"," 4,500.00 ","1,350.00","3,150.00",182.00,546.00,"2,604.00",,,,,,,,
17621,11-Sep-18,Admin,ERGON 125mcg,2,"2,000.00"," 4,000.00 ","1,200.00","2,800.00",128.00,256.00,"2,544.00",,,,,,,,
17628,15-Sep-18,Admin,FOCID 5mg,7,464.29," 3,250.00 ",0.00,"3,250.00",188.00,"1,316.00","1,934.00",,,,,,,,
17628,15-Sep-18,Admin,FERGLOBIN 250mg,7,517.86," 3,625.00 ",0.00,"3,625.00",215.00,"1,505.00","2,120.00",,,,,,,,
17628,15-Sep-18,Admin,Isoprine 10mg,14,671.43," 9,400.00 ",0.00,"9,400.00",235.00,"3,290.00","6,110.00",,,,,,,,
17628,15-Sep-18,Admin,MAXXIVIT PLUS,7,857.14," 6,000.00 ",0.00,"6,000.00",420.00,"2,940.00","3,060.00",,,,,,,,
17628,15-Sep-18,Admin,XYNETIN 1500mg/200iu,7,678.57," 4,750.00 ",0.00,"4,750.00",310.00,"2,170.00","2,580.00",,,,,,,,
17629,15-Sep-18,Admin,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,2,"1,708.00"," 3,416.00 ","1,024.80","2,391.20",488.00,976.00,"1,415.20",,,,,,,,
17629,15-Sep-18,Admin,DUOTRAM 325MG,2,"1,980.00"," 3,960.00 ","1,188.00","2,772.00",275.00,550.00,"2,222.00",,,,,,,,
17636,20-Sep-18,Admin,Isoprine 10mg,14,671.43," 9,400.00 ",0.00,"9,400.00",235.00,"3,290.00","6,110.00",,,,,,,,
17636,20-Sep-18,Admin,VONWELT/GENERIC TRANEXAMIC ACID,2,"2,100.00"," 4,200.00 ",0.00,"4,200.00",330.00,660.00,"3,540.00",,,,,,,,
17637,20-Sep-18,Admin,ANEROCIN 300mg ,2,"3,800.00"," 7,600.00 ","2,280.00","5,320.00",890.00,"1,780.00","3,540.00",,,,,,,,
17637,20-Sep-18,Admin,NITROFURANTOIN 100mg,4,"1,000.00"," 4,000.00 ","1,200.00","2,800.00",175.00,700.00,"2,100.00",,,,,,,,
17637,20-Sep-18,Admin,CEPROTRON 500mg,2,"1,750.00"," 3,500.00 ","1,050.00","2,450.00",415.00,830.00,"1,620.00",,,,,,,,
17642,24-Sep-18,Admin,DUOTRAM 325mg,2,"1,980.00"," 3,960.00 ","1,188.00","2,772.00",275.00,550.00,"2,222.00",,,,,,,,
17642,24-Sep-18,Admin,BROXIL-M 30mg,2,670.00," 1,340.00 ",402.00,938.00,210.00,420.00,518.00,,,,,,,,
17643,24-Sep-18,Admin,MAXXIVIT PLUS,7,857.14," 6,000.00 ",0.00,"6,000.00",420.00,"2,940.00","3,060.00",,,,,,,,
17643,24-Sep-18,Admin,XYNETIN 1500mg/200iu,7,678.57," 4,750.00 ",0.00,"4,750.00",310.00,"2,170.00","2,580.00",,,,,,,,
17644,25-Sep-18,Admin,ATOVAS 20mg,36,750.00," 27,000.00 ",0.00,"27,000.00",202.00,"7,272.00","19,728.00",,,,,,,,
17703,17-Nov-18,Admin,DOPAMET 250MG,20,239.20," 4,784.00 ",0.00,"4,784.00",208.00,"4,160.00",624.00,,,,,,,,
17706,19-Nov-18,Admin,Nervin 300mg,1,900.00, 900.00 ,0.00,900.00,600.00,600.00,300.00,,,,,,,,
17706,19-Nov-18,Admin,AMLOVIN 10mg,1,225.00, 225.00 ,0.00,225.00,150.00,150.00,75.00,,,,,,,,
17706,19-Nov-18,Admin,FEZILIC,1,315.00, 315.00 ,0.00,315.00,210.00,210.00,105.00,,,,,,,,
17706,19-Nov-18,Admin,Nervin Plus,1,885.00, 885.00 ,0.00,885.00,590.00,590.00,295.00,,,,,,,,
17710,21-Nov-18,Admin,SPLENDAMET 500mg,10,480.00," 4,800.00 ",0.00,"4,800.00",128.00,"1,280.00","3,520.00",,,,,,,,
17713,21-Nov-18,Admin,MAXXIVIT PLUS,7,857.14," 6,000.00 ",0.00,"6,000.00",420.00,"2,940.00","3,060.00",,,,,,,,
17713,21-Nov-18,Admin,FERGLOBIN 250mg,7,517.86," 3,625.00 ",0.00,"3,625.00",215.00,"1,505.00","2,120.00",,,,,,,,
17713,21-Nov-18,Admin,XYNETIN 1500mg/200iu,7,678.57," 4,750.00 ",0.00,"4,750.00",310.00,"2,170.00","2,580.00",,,,,,,,
17713,21-Nov-18,Admin,Isoprine 10mg,7,671.43," 4,700.00 ",0.00,"4,700.00",235.00,"1,645.00","3,055.00",,,,,,,,
17714,21-Nov-18,Admin,ERGON 125mcg,2,"2,000.00"," 4,000.00 ","1,200.00","2,800.00",128.00,256.00,"2,544.00",,,,,,,,
17714,21-Nov-18,Admin,NITROFURANTOIN 100mg,2,"1,000.00"," 2,000.00 ",600.00,"1,400.00",175.00,350.00,"1,050.00",,,,,,,,
17733,28-Nov-18,Admin,MAXXIVIT PLUS,7,857.14," 6,000.00 ",0.00,"6,000.00",420.00,"2,940.00","3,060.00",,,,,,,,
17733,28-Nov-18,Admin,XYNETIN 1500mg/200iu,7,678.57," 4,750.00 ",0.00,"4,750.00",310.00,"2,170.00","2,580.00",,,,,,,,
17733,28-Nov-18,Admin,Isoprine 10mg,14,671.43," 9,400.00 ",0.00,"9,400.00",235.00,"3,290.00","6,110.00",,,,,,,,
17734,28-Nov-18,Admin,ZAFEX 500mg,2,"3,000.00"," 6,000.00 ","1,800.00","4,200.00","1,450.00","2,900.00","1,300.00",,,,,,,,
17734,28-Nov-18,Admin,NITROFURANTOIN 100mg,2,"1,000.00"," 2,000.00 ",600.00,"1,400.00",175.00,350.00,"1,050.00",,,,,,,,
17734,28-Nov-18,Admin,Philclox 500mg,2,"1,500.00"," 3,000.00 ",900.00,"2,100.00",240.00,480.00,"1,620.00",,,,,,,,
17734,28-Nov-18,Admin,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,2,"1,708.00"," 3,416.00 ","1,024.80","2,391.20",488.00,976.00,"1,415.20",,,,,,,,
17735,28-Nov-18,Admin,Hyclens 0.2% Wound Spray,20,229.32," 4,586.40 ",0.00,"4,586.40",115.00,"2,300.00","2,286.40",,,,,,,,
17743,30-Nov-18,Admin,FERGLOBIN 250mg,7,517.86," 3,625.00 ",0.00,"3,625.00",215.00,"1,505.00","2,120.00",,,,,,,,
17744,30-Nov-18,Admin,CEPROTRON 500mg,3,"1,750.00"," 5,250.00 ","1,575.00","3,675.00",415.00,"1,245.00","2,430.00",,,,,,,,
17744,30-Nov-18,Admin,Philclox 500mg,2,"1,500.00"," 3,000.00 ",900.00,"2,100.00",240.00,480.00,"1,620.00",,,,,,,,
17744,30-Nov-18,Admin,DOPACARE 250mg,2,"1,950.00"," 3,900.00 ","1,170.00","2,730.00",590.00,"1,180.00","1,550.00",,,,,,,,
17754,29-Sep-18,Admin,XYNETIN 1500mg/200iu,7,678.57," 4,750.00 ",0.00,"4,750.00",310.00,"2,170.00","2,580.00",,,,,,,,
17754,29-Sep-18,Admin,MAXXIVIT PLUS,7,857.14," 6,000.00 ",0.00,"6,000.00",420.00,"2,940.00","3,060.00",,,,,,,,
17754,29-Sep-18,Admin,FERGLOBIN 250mg,7,517.86," 3,625.00 ",0.00,"3,625.00",215.00,"1,505.00","2,120.00",,,,,,,,
17755,29-Sep-18,Admin,ERGON 125mcg,1,"2,000.00"," 2,000.00 ",600.00,"1,400.00",128.00,128.00,"1,272.00",,,,,,,,
17755,29-Sep-18,Admin,Philclox 500mg,3,"1,500.00"," 4,500.00 ","1,350.00","3,150.00",240.00,720.00,"2,430.00",,,,,,,,
17755,29-Sep-18,Admin,DOPACARE 250mg,2,"1,950.00"," 3,900.00 ","1,170.00","2,730.00",590.00,"1,180.00","1,550.00",,,,,,,,
17755,29-Sep-18,Admin,Isoprine 10mg,3,940.00," 2,820.00 ",846.00,"1,974.00",235.00,705.00,"1,269.00",,,,,,,,
17756A,29-Sep-18,Admin,Gloves (Non Sterile),3,390.00," 1,170.00 ",0.00,"1,170.00",130.00,390.00,780.00,,,,,,,,
17762A,03-Oct-18,Admin,ZAFEX 500mg,2,"3,000.00"," 6,000.00 ","1,800.00","4,200.00","1,450.00","2,900.00","1,300.00",,,,,,,,
17762A,03-Oct-18,Admin,DUOTRAM 325mg,2,"1,980.00"," 3,960.00 ","1,188.00","2,772.00",275.00,550.00,"2,222.00",,,,,,,,
17762A,03-Oct-18,Admin,Philclox 500mg,2,"1,500.00"," 3,000.00 ",900.00,"2,100.00",240.00,480.00,"1,620.00",,,,,,,,
17762A,03-Oct-18,Admin,NITROFURANTOIN 100mg,2,"1,000.00"," 2,000.00 ",600.00,"1,400.00",175.00,350.00,"1,050.00",,,,,,,,
17763,03-Oct-18,Admin,Isoprine 10mg,14,671.43," 9,400.00 ",0.00,"9,400.00",235.00,"3,290.00","6,110.00",,,,,,,,
17763,03-Oct-18,Admin,VONWELT/GENERIC TRANEXAMIC ACID,2,"2,100.00"," 4,200.00 ",0.00,"4,200.00",330.00,660.00,"3,540.00",,,,,,,,
17773,04-Oct-18,Admin,CEPROTRON 500mg,2,"1,750.00"," 3,500.00 ","1,050.00","2,450.00",415.00,830.00,"1,620.00",,,,,,,,
17773,04-Oct-18,Admin,FOCID 5mg,7,464.29," 3,250.00 ",0.00,"3,250.00",188.00,"1,316.00","1,934.00",,,,,,,,
17773,04-Oct-18,Admin,MAXXIVIT PLUS,7,857.14," 6,000.00 ",0.00,"6,000.00",420.00,"2,940.00","3,060.00",,,,,,,,
17773,04-Oct-18,Admin,XYNETIN 1500mg/200iu,7,678.57," 4,750.00 ",0.00,"4,750.00",310.00,"2,170.00","2,580.00",,,,,,,,
17773,04-Oct-18,Admin,FERGLOBIN 250mg,7,518.00," 3,626.00 ",0.00,"3,626.00",215.00,"1,505.00","2,121.00",,,,,,,,
17773,04-Oct-18,Admin,ERGON 125mcg,2,"2,000.00"," 4,000.00 ","1,200.00","2,800.00",128.00,256.00,"2,544.00",,,,,,,,
17777,09-Oct-18,Admin,Isoprine 10mg,14,671.43," 9,400.00 ",0.00,"9,400.00",235.00,"3,290.00","6,110.00",,,,,,,,
17777,09-Oct-18,Admin,VONWELT/GENERIC TRANEXAMIC ACID,3,"2,100.00"," 6,300.00 ",0.00,"6,300.00",330.00,990.00,"5,310.00",,,,,,,,
17777,09-Oct-18,Admin,JAGAPLEX OB,7,607.14," 4,249.98 ",0.00,"4,249.98",155.00,"1,085.00","3,164.98",,,,,,,,
17778A,09-Oct-18,Admin,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,2,"1,708.00"," 3,416.00 ","1,024.80","2,391.20",488.00,976.00,"1,415.20",,,,,,,,
17781,09-Oct-18,Admin,FOCID 5mg,2,281.25, 562.50 ,0.00,562.50,188.00,376.00,186.50,,,,,,,,
17781,09-Oct-18,Admin,OMEPHIL,1,168.00, 168.00 ,0.00,168.00,112.00,112.00,56.00,,,,,,,,
17781,09-Oct-18,Admin,PARTEN 50mg,1,172.50, 172.50 ,0.00,172.50,115.00,115.00,57.50,,,,,,,,
17781,09-Oct-18,Admin,ALGICAP 50mg/5ml,15,48.20, 723.00 ,0.00,723.00,24.00,360.00,363.00,,,,,,,,
17781,09-Oct-18,Admin,Nebulizer Kit,10,75.00, 750.00 ,0.00,750.00,50.00,500.00,250.00,,,,,,,,
17781,09-Oct-18,Admin,FACE MASK SURGITECH,4,75.00, 300.00 ,0.00,300.00,45.00,180.00,120.00,,,,,,,,
17781,09-Oct-18,Admin,Pregnancy test,100,22.50," 2,250.00 ",0.00,"2,250.00",10.00,"1,000.00","1,250.00",,,,,,,,
17784,10-Oct-18,Admin,PHILTAM 4g/500mg,0.8,"2,360.00"," 1,888.00 ",0.00,"1,888.00","1,300.00","1,040.00",848.00,,,,,,,,
17788,15-Oct-18,Admin,XYNETIN 1500mg/200iu,7,678.57," 4,750.00 ",0.00,"4,750.00",310.00,"2,170.00","2,580.00",,,,,,,,
17788,15-Oct-18,Admin,MAXXIVIT PLUS,7,857.14," 6,000.00 ",0.00,"6,000.00",420.00,"2,940.00","3,060.00",,,,,,,,
17788,15-Oct-18,Admin,FERGLOBIN 250mg,7,517.86," 3,625.00 ",0.00,"3,625.00",215.00,"1,505.00","2,120.00",,,,,,,,
17789,15-Oct-18,Admin,DUOTRAM 325mg,2,"1,980.00"," 3,960.00 ","1,188.00","2,772.00",275.00,550.00,"2,222.00",,,,,,,,
17789,15-Oct-18,Admin,NITROFURANTOIN 100mg,3,"1,000.00"," 3,000.00 ",900.00,"2,100.00",175.00,525.00,"1,575.00",,,,,,,,
17789,15-Oct-18,Admin,CEPROTRON 500mg,2,"1,750.00"," 3,500.00 ","1,050.00","2,450.00",415.00,830.00,"1,620.00",,,,,,,,
17789,15-Oct-18,Admin,Philclox 500mg,2,"1,500.00"," 3,000.00 ",900.00,"2,100.00",240.00,480.00,"1,620.00",,,,,,,,
17789,15-Oct-18,Admin,ZAFEX 500mg,2,"3,000.00"," 6,000.00 ","1,800.00","4,200.00","1,450.00","2,900.00","1,300.00",,,,,,,,
17790,15-Oct-18,Admin,Gloves (Non Sterile),2,390.00, 780.00 ,0.00,780.00,130.00,260.00,520.00,,,,,,,,
17791,15-Oct-18,Admin,Hyclens 0.2% Wound Spray,20,229.32," 4,586.40 ",0.00,"4,586.40",115.00,"2,300.00","2,286.40",,,,,,,,
17792,16-Oct-18,Admin,ATOVAS 20mg,1,342.50, 342.50 ,0.00,342.50,202.00,202.00,140.50,,,,,,,,
17792,16-Oct-18,Admin,EUROXONE 1g,1,190.00, 190.00 ,0.00,190.00,73.00,73.00,117.00,,,,,,,,
17792,16-Oct-18,Admin,NITROFIX SR 30mg,1,920.00, 920.00 ,0.00,920.00,500.00,500.00,420.00,,,,,,,,
17792,16-Oct-18,Admin,OMCARE 40mg,0.2,782.60, 156.52 ,0.00,156.52,450.00,90.00,66.52,,,,,,,,
17792,16-Oct-18,Admin,TRIVASC 35mg MR,1,787.50, 787.50 ,0.00,787.50,445.00,445.00,342.50,,,,,,,,
17792,16-Oct-18,Admin,CLOVAS 75MG,1,675.00, 675.00 ,0.00,675.00,384.00,384.00,291.00,,,,,,,,
17792,16-Oct-18,Admin,SYRINGE 3CC,1,345.00, 345.00 ,0.00,345.00,230.00,230.00,115.00,,,,,,,,
17792,16-Oct-18,Admin,AEROVENT 1mg/ml,0.166666,580.00, 96.67 ,0.00,96.67,275.00,45.83,50.83,,,,,,,,
17792,16-Oct-18,Admin,Gloves (Non Sterile),2,149.50, 299.00 ,0.00,299.00,130.00,260.00,39.00,,,,,,,,
17792,16-Oct-18,Admin,Adult Diaper (L),1,300.00, 300.00 ,0.00,300.00,200.00,200.00,100.00,,,,,,,,
17792,16-Oct-18,Admin,Suction Catheter,8,15.00, 120.00 ,0.00,120.00,10.00,80.00,40.00,,,,,,,,
17843,24-Jul-18,Admin,CIFROX 500mg,1,"1,750.00"," 1,750.00 ",0.00,"1,750.00",450.00,450.00,"1,300.00",,,,,,,,
17843,24-Jul-18,Admin,HISTARIL 1mg/50mg/5ml,6,88.00, 528.00 ,0.00,528.00,24.47,146.82,381.18,,,,,,,,
17843,24-Jul-18,Admin,FORTIPLEX,1,"1,000.00"," 1,000.00 ",0.00,"1,000.00",270.00,270.00,730.00,,,,,,,,
17843,24-Jul-18,Admin,LACTAMOX 250mg/62.5mg/5ml,2,250.00, 500.00 ,0.00,500.00,130.00,260.00,240.00,,,,,,,,
17843,24-Jul-18,Admin,EUROXIME 250mg/5ml,3,380.00," 1,140.00 ",0.00,"1,140.00",139.00,417.00,723.00,,,,,,,,
17859A,18-Oct-18,Admin,APROCARE 150mg,24,870.00," 20,880.00 ",0.00,"20,880.00",219.00,"5,256.00","15,624.00",,,,,,,,
17860,02-Jul-18,Admin,KLOPIDO 75mg,3,975.00," 2,925.00 ",0.00,"2,925.00",384.00,"1,152.00","1,773.00",,,,,,,,
17860,02-Jul-18,Admin,ATOVAS 20mg,20,650.00," 13,000.00 ",0.00,"13,000.00",202.00,"4,040.00","8,960.00",,,,,,,,
17860,02-Jul-18,Admin,APROCARE 150mg,20,870.00," 17,400.00 ",0.00,"17,400.00",219.00,"4,380.00","13,020.00",,,,,,,,
17860A,19-Oct-18,Admin,ATOVAS 20mg,10,750.00," 7,500.00 ",0.00,"7,500.00",202.00,"2,020.00","5,480.00",,,,,,,,
17870A,23-Oct-18,Admin,ATOVAS 20mg,10,750.00," 7,500.00 ",0.00,"7,500.00",202.00,"2,020.00","5,480.00",,,,,,,,
17890,25-Jul-18,Admin,APROCARE 150mg,11,870.00," 9,570.00 ",0.00,"9,570.00",219.00,"2,409.00","7,161.00",,,,,,,,
17890,25-Jul-18,Admin,ATOVAS 20mg,20,650.00," 13,000.00 ",0.00,"13,000.00",202.00,"4,040.00","8,960.00",,,,,,,,
17954,04-Jul-18,Admin,CIFROX 500mg,2,"1,750.00"," 3,500.00 ","1,050.00","2,450.00",450.00,900.00,"1,550.00",,,,,,,,
17954,04-Jul-18,Admin,ERGON 125mcg,2,"2,000.00"," 4,000.00 ","1,200.00","2,800.00",128.00,256.00,"2,544.00",,,,,,,,
17954,04-Jul-18,Admin,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,2,"1,708.00"," 3,416.00 ","1,024.80","2,391.20",488.00,976.00,"1,415.20",,,,,,,,
17954,04-Jul-18,Admin,ZAFEX 500mg,2,"3,000.00"," 6,000.00 ","1,800.00","4,200.00","1,450.00","2,900.00","1,300.00",,,,,,,,
17954,04-Jul-18,Admin,VONWELT/GENERIC TRANEXAMIC ACID,2,"2,100.00"," 4,200.00 ","1,260.00","2,940.00",330.00,660.00,"2,280.00",,,,,,,,
17955,04-Jul-18,Admin,HAV C 500mg,7,135.71, 950.00 ,0.00,950.00,35.00,245.00,705.00,,,,,,,,
17959,06-Jul-18,Admin,DUOTRAM 325MG,2,"1,980.00"," 3,960.00 ","1,188.00","2,772.00",275.00,550.00,"2,222.00",,,,,,,,
17959,06-Jul-18,Admin,ENCLOXIL 500mg,2,"1,500.00"," 3,000.00 ",900.00,"2,100.00",540.00,"1,080.00","1,020.00",,,,,,,,
17959,06-Jul-18,Admin,CORSTAPH 500mg,1,"1,500.00"," 1,500.00 ",450.00,"1,050.00",435.00,435.00,615.00,,,,,,,,
17959,06-Jul-18,Admin,NITROFURANTOIN 100mg,3,"1,000.00"," 3,000.00 ",900.00,"2,100.00",175.00,525.00,"1,575.00",,,,,,,,
17960,06-Jul-18,Admin,Floxa 200,2,"3,000.00"," 6,000.00 ",900.00,"5,100.00",195.00,390.00,"4,710.00",,,,,,,,
17960,06-Jul-18,Admin,XYNETIN 1500mg/200iu,7,678.57," 4,750.00 ",0.00,"4,750.00",310.00,"2,170.00","2,580.00",,,,,,,,
17960,06-Jul-18,Admin,MAXXIVIT PLUS,7,857.14," 6,000.00 ",0.00,"6,000.00",420.00,"2,940.00","3,060.00",,,,,,,,
17961,06-Jul-18,Admin,ELBOW GLOVES,1,300.00, 300.00 ,0.00,300.00,150.00,150.00,150.00,,,,,,,,
17968,11-Jul-18,Admin,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,2,"1,708.00"," 3,416.00 ","1,024.80","2,391.20",488.00,976.00,"1,415.20",,,,,,,,
