MEDSHIELD PHARMA CORP,,,,,,,,,,,,,,,,,,,
SALES SUMMARY REPORT,,,,,,,,,,,,,,,,,,,
AS OF DECEMBER 2018,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
DRNumber,DRDate,SalesRep,Product,Qty, CP/UNIT , TOTAL CP , Discount , NET CP , TP/UNIT , Total TP , Net Income ,,,,,,,,
15464,01-Mar-18,Albay,VITACORE 100mg,5,"1,500.00"," 7,500.00 ",0.00,"7,500.00",200.00,"1,000.00","6,500.00",,,,,,,,
15465,02-Mar-18,Albay,Alvica Trauma Recovery Gel Ice,2,368.00, 736.00 ,0.00,736.00,195.00,390.00,346.00,,,,,,,,
15466,06-Mar-18,Albay,MULTI GROW 120ml,10,288.00," 2,880.00 ",0.00,"2,880.00",75.00,750.00,"2,130.00",,,,,,,,
15467,07-Mar-18,Albay,XYNETIN 1500mg/200iu,6,325.00," 1,950.00 ",0.00,"1,950.00",310.00,"1,860.00",90.00,,,,,,,,
15472,22-Mar-18,Albay,SUSTACHLOR 125mg/5ml,6,117.60, 705.60 ,0.00,705.60,29.00,174.00,531.60,,,,,,,,
15474,03-Apr-18,Albay,OMEBLOC-20 20mg,2,290.00, 580.00 ,0.00,580.00,93.00,186.00,394.00,,,,,,,,
15475,06-Apr-18,Albay,OMEBLOC-20 20mg,3,290.00, 870.00 ,0.00,870.00,93.00,279.00,591.00,,,,,,,,
15478,03-Apr-18,Albay,SUPMAC 500mg,5,108.00, 540.00 ,0.00,540.00,34.00,170.00,370.00,,,,,,,,
15479,03-Apr-18,Albay,SUPMAC 500mg,10,108.00," 1,080.00 ",0.00,"1,080.00",34.00,340.00,740.00,,,,,,,,
15479,03-Apr-18,Albay,CINNARIGO 25MG,2,198.00, 396.00 ,0.00,396.00,266.00,532.00,-136.00,,,,,,,,
15480,04-Apr-18,Albay,CLAXIC 500mg/125mg,2,"1,674.00"," 3,348.00 ",0.00,"3,348.00","1,174.00","2,348.00","1,000.00",,,,,,,,
15480,04-Apr-18,Albay,LOWAS 10MG,4,325.00," 1,300.00 ",0.00,"1,300.00",165.00,660.00,640.00,,,,,,,,
15480,04-Apr-18,Albay,LEXI B FORTE 300mg/100mg/100mcg,10,600.00," 6,000.00 ",0.00,"6,000.00",323.00,"3,230.00","2,770.00",,,,,,,,
15480,04-Apr-18,Albay,INHIBITA 40mg,10,600.00," 6,000.00 ",0.00,"6,000.00",90.00,900.00,"5,100.00",,,,,,,,
15481,06-Apr-18,Albay,PHILSTAT 20mg,3,206.67, 620.00 ,0.00,620.00,70.00,210.00,410.00,,,,,,,,
15481,06-Apr-18,Albay,FORMET 500mg,3,132.00, 396.00 ,0.00,396.00,59.00,177.00,219.00,,,,,,,,
15482,10-Apr-18,Albay,AMETRIS 500mg,4,390.00," 1,560.00 ",0.00,"1,560.00",170.00,680.00,880.00,,,,,,,,
15483,11-Apr-18,Albay,METMIC 500mg,5,750.00," 3,750.00 ",0.00,"3,750.00",228.00,"1,140.00","2,610.00",,,,,,,,
15484,11-Apr-18,Albay,CEEPRAZOL 20mg,2,"1,800.00"," 3,600.00 ",0.00,"3,600.00",550.00,"1,100.00","2,500.00",,,,,,,,
15485,11-Apr-18,Albay,PHILSTAT 20mg,2,310.00, 620.00 ,0.00,620.00,70.00,140.00,480.00,,,,,,,,
15486,11-Apr-18,Albay,Alvica Trauma Recovery Gel Kids,3,368.00," 1,104.00 ",0.00,"1,104.00",195.00,585.00,519.00,,,,,,,,
15487,11-Apr-18,Albay,Alvica Trauma Recovery Gel Ice,3,368.00," 1,104.00 ",0.00,"1,104.00",224.00,672.00,432.00,,,,,,,,
15488,11-Apr-18,Albay,FORMET 500mg,2,198.00, 396.00 ,0.00,396.00,59.00,118.00,278.00,,,,,,,,
15489,12-Apr-18,Albay,AMETRIS 125mg,12,67.20, 806.40 ,0.00,806.40,35.00,420.00,386.40,,,,,,,,
15490,12-Apr-18,Albay,CLAXIC 250mg/62.5mg/5ml,7,221.43," 1,549.98 ",0.00,"1,549.98",130.00,910.00,639.98,,,,,,,,
15491,12-Apr-18,Albay,CLAXIC 125mg/31.25mg/5ml,7,135.71, 950.00 ,0.00,950.00,76.00,532.00,418.00,,,,,,,,
15492,13-Apr-18,Albay,BROXIL-M 30mg,3,804.00," 2,412.00 ",0.00,"2,412.00",210.00,630.00,"1,782.00",,,,,,,,
15493,14-Apr-18,Albay,FEBSAN,10,325.00," 3,250.00 ",0.00,"3,250.00",155.00,"1,550.00","1,700.00",,,,,,,,
15494,16-Apr-18,Albay,MULTI GROW 120ml,40,144.00," 5,760.00 ",0.00,"5,760.00",75.00,"3,000.00","2,760.00",,,,,,,,
15495,16-Apr-18,Albay,SAPHROXOL 30mg,2,781.00," 1,562.00 ",0.00,"1,562.00",30.00,60.00,"1,502.00",,,,,,,,
15496,17-Apr-18,Albay,CLAXIC 500mg/125mg,2,"1,650.00"," 3,300.00 ",0.00,"3,300.00","1,174.00","2,348.00",952.00,,,,,,,,
15497,17-Apr-18,Albay,AMETRIS 500mg,2,390.00, 780.00 ,0.00,780.00,170.00,340.00,440.00,,,,,,,,
15498,17-Apr-18,Albay,AMETRIS 125mg,8,67.20, 537.60 ,0.00,537.60,35.00,280.00,257.60,,,,,,,,
15499,17-Apr-18,Albay,Alvica Trauma Recovery Gel Kids,3,368.00," 1,104.00 ",0.00,"1,104.00",195.00,585.00,519.00,,,,,,,,
15499,17-Apr-18,Albay,Alvica Trauma Recovery Gel Ice,3,368.00," 1,104.00 ",0.00,"1,104.00",195.00,585.00,519.00,,,,,,,,
15500,19-Apr-18,Albay,SUSTACHLOR 500mg,1,"1,500.00"," 1,500.00 ",0.00,"1,500.00",330.00,330.00,"1,170.00",,,,,,,,
16051,26-Apr-18,Albay,Alvica Trauma Recovery Gel Ice,5,408.00," 2,040.00 ",0.00,"2,040.00",195.00,975.00,"1,065.00",,,,,,,,
16052,26-Apr-18,Albay,Alvica Trauma Recovery Gel Kids,5,408.00," 2,040.00 ",0.00,"2,040.00",195.00,975.00,"1,065.00",,,,,,,,
16053,26-Apr-18,Albay,BROADMETZ 500mg,2,685.00," 1,370.00 ",0.00,"1,370.00",319.00,638.00,732.00,,,,,,,,
16054,27-Apr-18,Albay,SODAMPEN 1g IM/IV,36,108.33," 3,900.00 ",0.00,"3,900.00",40.00,"1,440.00","2,460.00",,,,,,,,
16055,02-May-18,Albay,ROSULIP 20mg,4,750.00," 3,000.00 ",0.00,"3,000.00",270.00,"1,080.00","1,920.00",,,,,,,,
16056,04-May-18,Albay,OMEBLOC-20 20mg,3,290.00, 870.00 ,0.00,870.00,93.00,279.00,591.00,,,,,,,,
16059,10-May-18,Albay,BROADMETZ 500mg,10,535.00," 5,350.00 ",0.00,"5,350.00",319.00,"3,190.00","2,160.00",,,,,,,,
16060,11-May-18,Albay,CLAXIC 500mg/125mg,1,"2,790.00"," 2,790.00 ",0.00,"2,790.00","1,174.00","1,174.00","1,616.00",,,,,,,,
16061,11-May-18,Albay,Alvica Trauma Recovery Gel Ice,3,368.00," 1,104.00 ",0.00,"1,104.00",195.00,585.00,519.00,,,,,,,,
16062,11-May-18,Albay,Alvica Trauma Recovery Gel Kids,3,368.00," 1,104.00 ",0.00,"1,104.00",195.00,585.00,519.00,,,,,,,,
16063,22-May-18,Albay,SUSTACHLOR 125mg/5ml,10,67.40, 674.00 ,0.00,674.00,29.00,290.00,384.00,,,,,,,,
16064,22-May-18,Albay,CLAXIC 125mg/31.25mg/5ml,6,158.33, 950.00 ,0.00,950.00,76.00,456.00,494.00,,,,,,,,
16065,22-May-18,Albay,BROADMETZ 500mg,2,"1,070.00"," 2,140.00 ",428.00,"1,712.00",319.00,638.00,"1,074.00",,,,,,,,
16066,22-May-18,Albay,Alvica Trauma Recovery Gel Ice,1,368.00, 368.00 ,0.00,368.00,195.00,195.00,173.00,,,,,,,,
16067,25-May-18,Albay,Aciurtect Disinfectant Solution,1,"1,368.00"," 1,368.00 ",0.00,"1,368.00",684.00,684.00,684.00,,,,,,,,
16068,25-May-18,Albay,Alvica Trauma Recovery Gel Kids,2,473.60, 947.20 ,0.00,947.20,195.00,390.00,557.20,,,,,,,,
16068,25-May-18,Albay,Alvica Trauma Recovery Gel Ice,6,473.60," 2,841.60 ",0.00,"2,841.60",195.00,"1,170.00","1,671.60",,,,,,,,
16069,21-May-18,Albay,Aciurtect Disinfectant Solution,1,"1,365.00"," 1,365.00 ",0.00,"1,365.00",684.00,684.00,681.00,,,,,,,,
16070,28-May-18,Albay,Alvica Trauma Recovery Gel Kids,3,368.00," 1,104.00 ",0.00,"1,104.00",195.00,585.00,519.00,,,,,,,,
16071,28-May-18,Albay,SAPHROXOL 30mg,8,781.00," 6,248.00 ",0.00,"6,248.00",30.00,240.00,"6,008.00",,,,,,,,
16072,30-May-18,Albay,OMEBLOC-20 20mg,2,290.00, 580.00 ,0.00,580.00,93.00,186.00,394.00,,,,,,,,
16073,30-May-18,Albay,Alvica Trauma Recovery Gel Ice,4,473.60," 1,894.40 ",0.00,"1,894.40",224.00,896.00,998.40,,,,,,,,
16074,11-Jun-18,Albay,Alvica Trauma Recovery Gel Ice,3,368.00," 1,104.00 ",0.00,"1,104.00",224.00,672.00,432.00,,,,,,,,
16075,13-Jun-18,Albay,OMEBLOC-20 20mg,5,290.00," 1,450.00 ",0.00,"1,450.00",93.00,465.00,985.00,,,,,,,,
16076,14-Jun-18,Albay,C-ZETT 600mg,10,768.00," 7,680.00 ","3,840.00","3,840.00",170.00,"1,700.00","2,140.00",,,,,,,,
16079,20-Jul-18,Albay,MULTI GROW 120ml,40,144.00," 5,760.00 ",0.00,"5,760.00",75.00,"3,000.00","2,760.00",,,,,,,,
16080,30-Oct-18,Albay,Aciurtect Disinfectant Solution,4,"2,752.30"," 11,009.20 ",0.00,"11,009.20","1,376.00","5,504.00","5,505.20",,,,,,,,
15882,07-Mar-18,Laguna,EUROXONE 1g,50,190.00," 9,500.00 ",0.00,"9,500.00",73.00,"3,650.00","5,850.00",,,,,,,,
15882,07-Mar-18,Laguna,EUROXIME 500mg,2,"2,100.00"," 4,200.00 ",0.00,"4,200.00","1,450.00","2,900.00","1,300.00",,,,,,,,
15893,02-Mar-18,Laguna,TRIVASC 35mg MR,2,"1,500.00"," 3,000.00 ",0.00,"3,000.00",445.00,890.00,"2,110.00",,,,,,,,
15893,02-Mar-18,Laguna,MULTIMEEDS,3,200.00, 600.00 ,0.00,600.00,69.00,207.00,393.00,,,,,,,,
15893,02-Mar-18,Laguna,EUROXONE 1g,50,264.00," 13,200.00 ",0.00,"13,200.00",73.00,"3,650.00","9,550.00",,,,,,,,
15893,02-Mar-18,Laguna,LACTAMOX 500mg/125mg,2,"2,820.00"," 5,640.00 ",0.00,"5,640.00","1,173.60","2,347.20","3,292.80",,,,,,,,
15893,02-Mar-18,Laguna,FERGLOBIN 250mg,1,300.00, 300.00 ,0.00,300.00,215.00,215.00,85.00,,,,,,,,
15894,05-Mar-18,Laguna,COLCHICINE 500mcg ,2,300.00, 600.00 ,0.00,600.00,141.00,282.00,318.00,,,,,,,,
15894,05-Mar-18,Laguna,EUROXONE 1g,80,264.00," 21,120.00 ",0.00,"21,120.00",73.00,"5,840.00","15,280.00",,,,,,,,
15894,05-Mar-18,Laguna,CORBAL 100mg,3,"1,200.00"," 3,600.00 ",0.00,"3,600.00",265.00,795.00,"2,805.00",,,,,,,,
15894,05-Mar-18,Laguna,MEFECOD 50mg,0.2,"38,000.00"," 7,600.00 ",0.00,"7,600.00","1,035.00",207.00,"7,393.00",,,,,,,,
15894,05-Mar-18,Laguna,CALCIUM CARBONATE,2,300.00, 600.00 ,0.00,600.00,68.00,136.00,464.00,,,,,,,,
15894,05-Mar-18,Laguna,MAROZEL 40mg,0.5,"1,500.00", 750.00 ,0.00,750.00,220.00,110.00,640.00,,,,,,,,
15894,05-Mar-18,Laguna,FEBUNAZ 40MG,1,"2,600.00"," 2,600.00 ",0.00,"2,600.00",190.00,190.00,"2,410.00",,,,,,,,
15894,05-Mar-18,Laguna,NATURALLE,3,"1,440.00"," 4,320.00 ",0.00,"4,320.00",869.00,"2,607.00","1,713.00",,,,,,,,
15894,05-Mar-18,Laguna,NITROFIX SR 30mg,2,"1,300.00"," 2,600.00 ",0.00,"2,600.00",500.00,"1,000.00","1,600.00",,,,,,,,
15894,05-Mar-18,Laguna,DOXOFAR 400mg,3,960.00," 2,880.00 ",0.00,"2,880.00",240.00,720.00,"2,160.00",,,,,,,,
15894,05-Mar-18,Laguna,ZINCAVIT 55mg/ml,5,88.00, 440.00 ,0.00,440.00,25.00,125.00,315.00,,,,,,,,
15894,05-Mar-18,Laguna,BRISOFER 250mg,3,300.00, 900.00 ,0.00,900.00,110.00,330.00,570.00,,,,,,,,
15894,05-Mar-18,Laguna,ERCEFLORA 5ml,10,"1,200.00"," 12,000.00 ",0.00,"12,000.00",332.00,"3,320.00","8,680.00",,,,,,,,
15895,06-Mar-18,Laguna,FEXIL 250mg/5ml,10,198.00," 1,980.00 ",0.00,"1,980.00",65.00,650.00,"1,330.00",,,,,,,,
15895,06-Mar-18,Laguna,NICTRAM 50mg/ml,1,"1,400.00"," 1,400.00 ",0.00,"1,400.00",90.00,90.00,"1,310.00",,,,,,,,
15896,06-Mar-18,Laguna,OMCARE 40mg,1,"2,550.00"," 2,550.00 ",0.00,"2,550.00",390.00,390.00,"2,160.00",,,,,,,,
15897,06-Mar-18,Laguna,OMCARE 40mg,14,"3,800.00"," 53,200.00 ",0.00,"53,200.00",390.00,"5,460.00","47,740.00",,,,,,,,
15897,06-Mar-18,Laguna,ONDEX 4mg/ml,10,740.00," 7,400.00 ",0.00,"7,400.00",110.00,"1,100.00","6,300.00",,,,,,,,
15897,06-Mar-18,Laguna,CEFAZIN 1g,100,170.00," 17,000.00 ",0.00,"17,000.00",20.00,"2,000.00","15,000.00",,,,,,,,
15897,06-Mar-18,Laguna,EUROXONE 1g,150,264.00," 39,600.00 ",0.00,"39,600.00",73.00,"10,950.00","28,650.00",,,,,,,,
15897,06-Mar-18,Laguna,MAXIFER 20mg/ml,5,490.00," 2,450.00 ",0.00,"2,450.00",818.00,"4,090.00","-1,640.00",,,,,,,,
15897,06-Mar-18,Laguna,DUOTRAM 325mg,3,"2,000.00"," 6,000.00 ",0.00,"6,000.00",275.00,825.00,"5,175.00",,,,,,,,
15897,06-Mar-18,Laguna,ANTIZOAL 5mg/ml,40,90.00," 3,600.00 ",0.00,"3,600.00",22.00,880.00,"2,720.00",,,,,,,,
15897,06-Mar-18,Laguna,HYPHEN 50mg,10,"1,200.00"," 12,000.00 ",0.00,"12,000.00",320.00,"3,200.00","8,800.00",,,,,,,,
15897,06-Mar-18,Laguna,HYDRA ZL 20mg/ml,1,"2,400.00"," 2,400.00 ",0.00,"2,400.00",,,"2,400.00",,,,,,,,
15897,06-Mar-18,Laguna,K-LYTE 600mg,3,"1,500.00"," 4,500.00 ",0.00,"4,500.00",795.00,"2,385.00","2,115.00",,,,,,,,
15897,06-Mar-18,Laguna,LACTAMOX 500mg/125mg,3,"2,820.00"," 8,460.00 ",0.00,"8,460.00","1,173.60","3,520.80","4,939.20",,,,,,,,
15898,08-Mar-18,Laguna,CLAVIC 500mg/125mg,1,"2,790.00"," 2,790.00 ",0.00,"2,790.00","1,174.00","1,174.00","1,616.00",,,,,,,,
15898,08-Mar-18,Laguna,APROCARE 150mg,3,870.00," 2,610.00 ",0.00,"2,610.00",219.00,657.00,"1,953.00",,,,,,,,
15898,08-Mar-18,Laguna,CLAVIC 250mg/62.5mg/5ml,10,320.00," 3,200.00 ",0.00,"3,200.00",130.00,"1,300.00","1,900.00",,,,,,,,
15898,08-Mar-18,Laguna,CLAVIC 125mg/31.25mg/5ml,10,190.00," 1,900.00 ",0.00,"1,900.00",76.00,760.00,"1,140.00",,,,,,,,
15899,08-Mar-18,Laguna,KETOLOG 600mg,2,"6,800.00"," 13,600.00 ",0.00,"13,600.00","1,800.00","3,600.00","10,000.00",,,,,,,,
15899,08-Mar-18,Laguna,LANTIDIN 50mg,2,"18,000.00"," 36,000.00 ",0.00,"36,000.00","3,682.00","7,364.00","28,636.00",,,,,,,,
15899,08-Mar-18,Laguna,QUIX 200mg,8,"2,200.00"," 17,600.00 ",0.00,"17,600.00",670.00,"5,360.00","12,240.00",,,,,,,,
15899,08-Mar-18,Laguna,GLOVEDOL 6.25MG,10,390.00," 3,900.00 ",0.00,"3,900.00",142.00,"1,420.00","2,480.00",,,,,,,,
15899,08-Mar-18,Laguna,PHYTOMEN 10mg/ml,5,480.00," 2,400.00 ",0.00,"2,400.00",270.00,"1,350.00","1,050.00",,,,,,,,
15899,08-Mar-18,Laguna,DEHYDROSOL 250ml,3,250.00, 750.00 ,0.00,750.00,58.00,174.00,576.00,,,,,,,,
15899,08-Mar-18,Laguna,PHILTAM 4g/500mg,1,"6,500.00"," 6,500.00 ",0.00,"6,500.00","1,300.00","1,300.00","5,200.00",,,,,,,,
15899,08-Mar-18,Laguna,TERMAGEN 250mg/5ml,10,37.00, 370.00 ,0.00,370.00,23.00,230.00,140.00,,,,,,,,
15899,08-Mar-18,Laguna,CARDOWIN 1MG,20,"1,380.00"," 27,600.00 ",0.00,"27,600.00",265.00,"5,300.00","22,300.00",,,,,,,,
15899,08-Mar-18,Laguna,METOCLOR 5mg/ml,1,300.00, 300.00 ,0.00,300.00,22.00,22.00,278.00,,,,,,,,
15899,08-Mar-18,Laguna,INHIBITA 40mg,3,760.00," 2,280.00 ",0.00,"2,280.00",90.00,270.00,"2,010.00",,,,,,,,
15900,12-Mar-18,Laguna,CORBAL 100mg,5,"1,200.00"," 6,000.00 ",0.00,"6,000.00",265.00,"1,325.00","4,675.00",,,,,,,,
15900,12-Mar-18,Laguna,AROPOTIN 4000IU,1,"22,000.00"," 22,000.00 ",0.00,"22,000.00","4,700.00","4,700.00","17,300.00",,,,,,,,
15900,12-Mar-18,Laguna,MAXIFER 20mg/ml,2,"2,450.00"," 4,900.00 ",0.00,"4,900.00",818.00,"1,636.00","3,264.00",,,,,,,,
15900,12-Mar-18,Laguna,DULAX 3.35mg,20,320.00," 6,400.00 ",0.00,"6,400.00",125.00,"2,500.00","3,900.00",,,,,,,,
15900,12-Mar-18,Laguna,OMCARE 40mg,1,"3,800.00"," 3,800.00 ",0.00,"3,800.00",390.00,390.00,"3,410.00",,,,,,,,
15900,12-Mar-18,Laguna,ACLAV 1.2g,4,"4,200.00"," 16,800.00 ",0.00,"16,800.00",80.00,320.00,"16,480.00",,,,,,,,
15900,12-Mar-18,Laguna,LANTIDIN 50mg,1.5,"18,000.00"," 27,000.00 ",0.00,"27,000.00","3,682.00","5,523.00","21,477.00",,,,,,,,
15900,12-Mar-18,Laguna,EUROXONE 1g,200,264.00," 52,800.00 ",0.00,"52,800.00",73.00,"14,600.00","38,200.00",,,,,,,,
15900,12-Mar-18,Laguna,CORBAL 250mg,5,"2,600.00"," 13,000.00 ",0.00,"13,000.00",682.00,"3,410.00","9,590.00",,,,,,,,
15900,12-Mar-18,Laguna,MAROZEL 20MG,1,750.00, 750.00 ,0.00,750.00,180.00,180.00,570.00,,,,,,,,
16401,14-Mar-18,Laguna,MAXIFER 20mg/ml,2,"2,450.00"," 4,900.00 ",0.00,"4,900.00",818.00,"1,636.00","3,264.00",,,,,,,,
16401,14-Mar-18,Laguna,ZINCAVIT 55mg/ml,6,88.00, 528.00 ,0.00,528.00,25.00,150.00,378.00,,,,,,,,
16401,14-Mar-18,Laguna,BACTROFAR 20mg,10,285.00," 2,850.00 ",0.00,"2,850.00",85.00,850.00,"2,000.00",,,,,,,,
16401,14-Mar-18,Laguna,DOXOFAR 400mg,0.6,"3,200.00"," 1,920.00 ",0.00,"1,920.00",340.00,204.00,"1,716.00",,,,,,,,
16401,14-Mar-18,Laguna,DALAMYCIN 150mg,30,"4,000.00"," 120,000.00 ",0.00,"120,000.00",150.00,"4,500.00","115,500.00",,,,,,,,
16401,14-Mar-18,Laguna,OMCARE 40mg,50,380.00," 19,000.00 ",0.00,"19,000.00",390.00,"19,500.00",-500.00,,,,,,,,
16401,14-Mar-18,Laguna,KETOLOG 600mg,2,"6,800.00"," 13,600.00 ",0.00,"13,600.00","1,800.00","3,600.00","10,000.00",,,,,,,,
16401,14-Mar-18,Laguna,ZEFTACARE 1g,30,480.00," 14,400.00 ",0.00,"14,400.00",45.00,"1,350.00","13,050.00",,,,,,,,
16401,14-Mar-18,Laguna,EUROXONE 1g,50,264.00," 13,200.00 ",0.00,"13,200.00",73.00,"3,650.00","9,550.00",,,,,,,,
16402,15-Mar-18,Laguna,CLAXIC 250mg/62.5mg/5ml,10,240.00," 2,400.00 ",0.00,"2,400.00",130.00,"1,300.00","1,100.00",,,,,,,,
16403,15-Mar-18,Laguna,ENCLOXIL 500mg,2,"1,800.00"," 3,600.00 ",0.00,"3,600.00",540.00,"1,080.00","2,520.00",,,,,,,,
16404,15-Mar-18,Laguna,CLAVIC 250mg/62.5mg/5ml,10,320.00," 3,200.00 ",0.00,"3,200.00",130.00,"1,300.00","1,900.00",,,,,,,,
16404,15-Mar-18,Laguna,APROCARE 150mg,6,870.00," 5,220.00 ",0.00,"5,220.00",219.00,"1,314.00","3,906.00",,,,,,,,
16404,15-Mar-18,Laguna,CLAVIC 125mg/31.25mg/5ml,2,190.00, 380.00 ,0.00,380.00,76.00,152.00,228.00,,,,,,,,
16415,03-Apr-18,Laguna,OXAN 500mg,6,875.00," 5,250.00 ",0.00,"5,250.00",158.00,948.00,"4,302.00",,,,,,,,
16415,03-Apr-18,Laguna,MONOWEL 1g,100,880.00," 88,000.00 ",0.00,"88,000.00",459.00,"45,900.00","42,100.00",,,,,,,,
16415,03-Apr-18,Laguna,AMSUTAS 500mg/250mg,50,150.00," 7,500.00 ",0.00,"7,500.00",55.00,"2,750.00","4,750.00",,,,,,,,
16415,03-Apr-18,Laguna,EUROXONE 1g,200,264.00," 52,800.00 ",0.00,"52,800.00",73.00,"14,600.00","38,200.00",,,,,,,,
16415,03-Apr-18,Laguna,ANTIZOAL 5mg/ml,40,90.00," 3,600.00 ",0.00,"3,600.00",22.00,880.00,"2,720.00",,,,,,,,
16415,03-Apr-18,Laguna,ALAMIN 500ml,5,"1,350.00"," 6,750.00 ",0.00,"6,750.00",350.00,"1,750.00","5,000.00",,,,,,,,
16415,03-Apr-18,Laguna,Hyclens 0.2% Wound Spray,9,290.00," 2,610.00 ",0.00,"2,610.00",135.00,"1,215.00","1,395.00",,,,,,,,
16416,04-Apr-18,Laguna,MAXIFER 20mg/ml,6,"2,450.00"," 14,700.00 ",0.00,"14,700.00",818.00,"4,908.00","9,792.00",,,,,,,,
16416,04-Apr-18,Laguna,ENERZINC ,6,85.00, 510.00 ,0.00,510.00,28.00,168.00,342.00,,,,,,,,
16416,04-Apr-18,Laguna,HYPHEN 50mg,5,"1,200.00"," 6,000.00 ",0.00,"6,000.00",320.00,"1,600.00","4,400.00",,,,,,,,
16416,04-Apr-18,Laguna,C-ZETT 600mg,4,600.00," 2,400.00 ",0.00,"2,400.00",170.00,680.00,"1,720.00",,,,,,,,
16416,04-Apr-18,Laguna,ATOVAS 20mg,4,660.00," 2,640.00 ",0.00,"2,640.00",202.00,808.00,"1,832.00",,,,,,,,
16416,04-Apr-18,Laguna,ANTIZOAL 5mg/ml,50,90.00," 4,500.00 ",0.00,"4,500.00",22.00,"1,100.00","3,400.00",,,,,,,,
16416,04-Apr-18,Laguna,CEFZIME 750mg,10,"1,560.00"," 15,600.00 ",0.00,"15,600.00",750.00,"7,500.00","8,100.00",,,,,,,,
16416,04-Apr-18,Laguna,DULAX 3.35mg,12,320.00," 3,840.00 ",0.00,"3,840.00",125.00,"1,500.00","2,340.00",,,,,,,,
16416,04-Apr-18,Laguna,KETERO 30MG,40,500.00," 20,000.00 ",0.00,"20,000.00",80.00,"3,200.00","16,800.00",,,,,,,,
16416,04-Apr-18,Laguna,SPLENDAMET 500mg,1,500.00, 500.00 ,0.00,500.00,128.00,128.00,372.00,,,,,,,,
16416,04-Apr-18,Laguna,FERGLOBIN 250mg,1,300.00, 300.00 ,0.00,300.00,215.00,215.00,85.00,,,,,,,,
16416,04-Apr-18,Laguna,AZILIFE 500MG,1.3,"2,820.00"," 3,666.00 ",0.00,"3,666.00",45.00,58.50,"3,607.50",,,,,,,,
16417,05-Apr-18,Laguna,APROCARE 150mg,5,870.00," 4,350.00 ",0.00,"4,350.00",219.00,"1,095.00","3,255.00",,,,,,,,
16417,05-Apr-18,Laguna,CLAVIC 500mg/125mg,2,"2,790.00"," 5,580.00 ",0.00,"5,580.00","1,174.00","2,348.00","3,232.00",,,,,,,,
16418,11-Apr-18,Laguna,EUROXONE 1g,40,190.00," 7,600.00 ",0.00,"7,600.00",73.00,"2,920.00","4,680.00",,,,,,,,
16418,11-Apr-18,Laguna,EUROXIME 500mg,2,"2,100.00"," 4,200.00 ",0.00,"4,200.00","1,450.00","2,900.00","1,300.00",,,,,,,,
16419,13-Apr-18,Laguna,EUROXIME 500mg,1,"2,100.00"," 2,100.00 ",0.00,"2,100.00","1,450.00","1,450.00",650.00,,,,,,,,
16419,13-Apr-18,Laguna,EUROXONE 1g,40,190.00," 7,600.00 ",0.00,"7,600.00",73.00,"2,920.00","4,680.00",,,,,,,,
16420,16-Apr-18,Laguna,BRISOFER 250mg,5,300.00," 1,500.00 ",0.00,"1,500.00",110.00,550.00,950.00,,,,,,,,
16420,16-Apr-18,Laguna,XOPRAZOLE 40MG,1,"2,128.00"," 2,128.00 ",0.00,"2,128.00",334.00,334.00,"1,794.00",,,,,,,,
16421,17-Apr-18,Laguna,CEPROTRON 500mg,2,"1,225.00"," 2,450.00 ",0.00,"2,450.00",415.00,830.00,"1,620.00",,,,,,,,
16421,17-Apr-18,Laguna,EUROXONE 1g,40,190.00," 7,600.00 ",0.00,"7,600.00",73.00,"2,920.00","4,680.00",,,,,,,,
16421,17-Apr-18,Laguna,EUROXIME 500mg,2,"2,100.00"," 4,200.00 ",0.00,"4,200.00","1,450.00","2,900.00","1,300.00",,,,,,,,
16422,17-Apr-18,Laguna,NICTRAM 50mg/ml,1,"1,400.00"," 1,400.00 ",0.00,"1,400.00",90.00,90.00,"1,310.00",,,,,,,,
16422,17-Apr-18,Laguna,OMCARE 40mg,1,"2,550.00"," 2,550.00 ",0.00,"2,550.00",450.00,450.00,"2,100.00",,,,,,,,
16423,17-Apr-18,Laguna,ATOVAS 20mg,2,682.20," 1,364.40 ",0.00,"1,364.40",202.00,404.00,960.40,,,,,,,,
16424,18-Apr-18,Laguna,Hyclens 0.2% Wound Spray,5,290.00," 1,450.00 ",0.00,"1,450.00",115.00,575.00,875.00,,,,,,,,
16424,18-Apr-18,Laguna,TRANMED,9,400.00," 3,600.00 ",0.00,"3,600.00",92.00,828.00,"2,772.00",,,,,,,,
16424,18-Apr-18,Laguna,ERCEFLORA 5ml,5,"1,200.00"," 6,000.00 ",0.00,"6,000.00",332.00,"1,660.00","4,340.00",,,,,,,,
16424,18-Apr-18,Laguna,NATURALLE,2,"1,440.00"," 2,880.00 ",0.00,"2,880.00",869.00,"1,738.00","1,142.00",,,,,,,,
16424,18-Apr-18,Laguna,MEFECOD 50mg,2,"3,800.00"," 7,600.00 ",0.00,"7,600.00","1,035.00","2,070.00","5,530.00",,,,,,,,
16424,18-Apr-18,Laguna,AROPOTIN 4000IU,3,"22,000.00"," 66,000.00 ",0.00,"66,000.00","4,700.00","14,100.00","51,900.00",,,,,,,,
16424,18-Apr-18,Laguna,PIMAX,2,"2,400.00"," 4,800.00 ",0.00,"4,800.00",550.00,"1,100.00","3,700.00",,,,,,,,
