MEDSHIELD PHARMA CORP,,,,,,,,,,,,
SALES SUMMARY REPORT,,,,,,,,,,,,
AS OF DECEMBER 2019,,,,,,,,,,,,
,,,,,,,,,,,,
DRNumber,DRDate,AREA,Product, Qty , ContractPrice , TOTAL CP , Discount , TotalCP , TransferPrice , Total TP , Net Income ,
17484,26-Sep-18,Cam Sur,HISTARIL 1mg/50mg/5ml SYR, 10.00 , 88.00 , 880.00 , -   , 880.00 , 24.47 , 244.70 , 635.30 ,
17485,26-Sep-18,Cam Sur,CAPSUGEN FORTE, 1.00 ," 1,600.00 "," 1,600.00 ", -   ," 1,600.00 ",,," 1,600.00 ",
17486,26-Sep-18,Cam Sur,DOLO JAGA 500mg/50mg/100mg/100mcg, 1.00 ," 1,100.00 "," 1,100.00 ", -   ," 1,100.00 ", 615.00 , 615.00 , 485.00 ,
17486,26-Sep-18,Cam Sur,CAPSUGEN FORTE, 1.00 , 600.00 , 600.00 , -   , 600.00 ,,, 600.00 ,
17487,28-Sep-18,Cam Sur,PARTEN 50mg, 2.00 , 750.00 ," 1,500.00 ", -   ," 1,500.00 ",,," 1,500.00 ",
17487,28-Sep-18,Cam Sur,ENERGEL SOFTGEL, 1.00 ," 1,950.00 "," 1,950.00 ", -   ," 1,950.00 ", 565.13 , 565.13 ," 1,384.87 ",
17488,28-Sep-18,Cam Sur,LACTAMOX 250mg/62.5mg/5ml, 10.00 , 490.00 ," 4,900.00 ", -   ," 4,900.00 ", 129.70 ," 1,297.00 "," 3,603.00 ",
17489,28-Sep-18,Cam Sur,ENCLOXIL 500mg, 2.00 ," 1,800.00 "," 3,600.00 ", -   ," 3,600.00 ",,," 3,600.00 ",
17490,02-Oct-18,Cam Sur,DRILOZOLE DS 800mg, 2.00 ," 1,000.00 "," 2,000.00 ", -   ," 2,000.00 ",,," 2,000.00 ",
17490,02-Oct-18,Cam Sur,HISTARIL 1mg/50mg/5ml SYR, 10.00 , 88.00 , 880.00 , -   , 880.00 , 24.47 , 244.70 , 635.30 ,
17490,02-Oct-18,Cam Sur,AMOLTEX 2mg/5ml SYR, 10.00 , 68.00 , 680.00 , -   , 680.00 , 20.67 , 206.67 , 473.33 ,
17491,02-Oct-18,Cam Sur,MONILIASOL 500mg, 1.00 , 750.00 , 750.00 , -   , 750.00 , 240.00 , 240.00 , 510.00 ,
17491,02-Oct-18,Cam Sur,HISTARIL 1mg/50mg/5ml SYR, 6.00 , 88.00 , 528.00 , -   , 528.00 , 24.47 , 146.82 , 381.18 ,
17492,02-Oct-18,Cam Sur,LACTAMOX 250mg/62.5mg/5ml, 6.00 , 450.00 ," 2,700.00 ", -   ," 2,700.00 ", 129.70 , 778.20 ," 1,921.80 ",
17493,02-Oct-18,Cam Sur,MONILIASOL 500mg, 1.00 , 750.00 , 750.00 , -   , 750.00 , 240.00 , 240.00 , 510.00 ,
17494,04-Oct-18,Cam Sur,LACTAMOX 500mg/125mg TAB, 2.00 ," 2,880.00 "," 5,760.00 "," 1,728.00 "," 4,032.00 "," 1,173.20 "," 2,346.40 "," 1,685.60 ",
17495,04-Oct-18,Cam Sur,LACTAMOX 500mg/125mg TAB, 1.00 ," 2,880.00 "," 2,880.00 ", -   ," 2,880.00 "," 1,173.20 "," 1,173.20 "," 1,706.80 ",
17496,04-Oct-18,Cam Sur,LACTAMOX 500mg/125mg TAB, 1.00 ," 2,880.00 "," 2,880.00 ", -   ," 2,880.00 "," 1,173.20 "," 1,173.20 "," 1,706.80 ",
17497,03-Oct-18,Cam Sur,DOLO JAGA 500mg/50mg/100mg/100mcg, 2.00 ," 1,100.00 "," 2,200.00 ", -   ," 2,200.00 ", 615.00 ," 1,230.00 ", 970.00 ,
17498,05-Oct-18,Cam Sur,CAPSUGEN FORTE, 4.00 , 600.00 ," 2,400.00 ", -   ," 2,400.00 ",,," 2,400.00 ",
17498,05-Oct-18,Cam Sur,JAGA 300MG/100MG/100MCG, 2.00 , 800.00 ," 1,600.00 ", -   ," 1,600.00 ", 530.00 ," 1,060.00 ", 540.00 ,
17499,05-Oct-18,Cam Sur,DOLO JAGA 500mg/50mg/100mg/100mcg, 1.00 ," 1,600.00 "," 1,600.00 ", -   ," 1,600.00 ", 615.00 , 615.00 , 985.00 ,
17500,11-Oct-18,Cam Sur,SPEEDA, 27.40 ," 6,750.00 "," 184,950.00 ", -   ," 184,950.00 ", 840.00 ," 23,016.00 "," 161,934.00 ",
17501,28-Aug-18,BATANGAS,ZEGECEF 250mg/5ml SUS, 6.00 , 400.00 ," 2,400.00 ", -   ," 2,400.00 ", 139.45 , 836.70 ," 1,563.30 ",
17501,28-Aug-18,BATANGAS,LACTAMOX 250mg/62.5mg/5ml, 6.00 , 300.00 ," 1,800.00 ", -   ," 1,800.00 ", 129.70 , 778.20 ," 1,021.80 ",
17502,28-Aug-18,BATANGAS,ZEGECEF 250mg/5ml SUS, 15.00 , 266.67 ," 4,000.00 ", -   ," 4,000.00 ", 139.45 ," 2,091.75 "," 1,908.25 ",
17503,29-Aug-18,BATANGAS,CEPROTRON 500mg, 4.00 ," 1,925.00 "," 7,700.00 ", -   ," 7,700.00 ", 500.00 ," 2,000.00 "," 5,700.00 ",
17503,29-Aug-18,BATANGAS,VITASTRONG SOFTGEL, 5.00 ," 2,530.00 "," 12,650.00 ", -   ," 12,650.00 ", 890.00 ," 4,450.00 "," 8,200.00 ",
17504,29-Aug-18,BATANGAS,CENDALEX 500mg, 6.00 , 990.00 ," 5,940.00 ", -   ," 5,940.00 ", 211.65 ," 1,269.90 "," 4,670.10 ",
17504,29-Aug-18,BATANGAS,ROCIN 150, 6.00 ," 1,950.00 "," 11,700.00 ", -   ," 11,700.00 ", 660.00 ," 3,960.00 "," 7,740.00 ",
17505,29-Aug-18,BATANGAS,DOLO JAGA 500mg/50mg/100mg/100mcg, 5.00 ," 1,800.00 "," 9,000.00 ", -   ," 9,000.00 ", 615.00 ," 3,075.00 "," 5,925.00 ",
17505,29-Aug-18,BATANGAS,LEXI B FORTE 300mg/100mg/100mcg, 1.00 , 990.00 , 990.00 , -   , 990.00 ,,, 990.00 ,
17505,29-Aug-18,BATANGAS,TERMAGEN 250mg/5ml, 12.00 , 74.00 , 888.00 , -   , 888.00 , 23.45 , 281.40 , 606.60 ,
17505,29-Aug-18,BATANGAS,CINNABLOC 25mg, 2.00 , 550.00 ," 1,100.00 ", -   ," 1,100.00 ", 133.00 , 266.00 , 834.00 ,
17506,29-Aug-18,BATANGAS,GIAN ZINC 120ml, 15.00 , 187.00 ," 2,805.00 ", -   ," 2,805.00 ", 75.00 ," 1,125.00 "," 1,680.00 ",
17506,29-Aug-18,BATANGAS,ZAFEX 500mg, 4.00 ," 3,300.00 "," 13,200.00 ", -   ," 13,200.00 "," 1,000.00 "," 4,000.00 "," 9,200.00 ",
17507,29-Aug-18,BATANGAS,ACIFOX, 2.00 ," 3,000.00 "," 6,000.00 ", -   ," 6,000.00 ",,," 6,000.00 ",
17508,29-Aug-18,BATANGAS,VOXOLL 15mg/5ml SYR, 12.00 , 60.00 , 720.00 , -   , 720.00 , 23.00 , 276.00 , 444.00 ,
17509,29-Aug-18,BATANGAS,BERCEF 50mg/ml DROPS, 10.00 , 150.00 ," 1,500.00 ", -   ," 1,500.00 ", 42.00 , 420.00 ," 1,080.00 ",
17510,04-Sep-18,BATANGAS,DECSON 8MG/2ML, 58.00 , 600.00 ," 34,800.00 ", -   ," 34,800.00 ", 100.00 ," 5,800.00 "," 29,000.00 ",
17510,04-Sep-18,BATANGAS,EUROXONE 1g, 700.00 , 292.00 ," 204,400.00 ", -   ," 204,400.00 ", 73.00 ," 51,100.00 "," 153,300.00 ",
17510,04-Sep-18,BATANGAS,AMCETAM  150MG/2ML, 312.00 , 186.80 ," 58,281.60 ", -   ," 58,281.60 ", 40.00 ," 12,480.00 "," 45,801.60 ",
17511,05-Sep-18,BATANGAS,CENDALEX 500mg, 5.00 , 900.00 ," 4,500.00 ", -   ," 4,500.00 ", 211.65 ," 1,058.25 "," 3,441.75 ",
17512,05-Sep-18,BATANGAS,JAGA 300MG/100MG/100MCG, 1.00 ," 1,590.00 "," 1,590.00 ", -   ," 1,590.00 ", 530.00 , 530.00 ," 1,060.00 ",
17513,05-Sep-18,BATANGAS,LACTAMOX 500mg/125mg TAB, 3.00 ," 3,360.00 "," 10,080.00 ", -   ," 10,080.00 "," 1,173.20 "," 3,519.60 "," 6,560.40 ",
17514,05-Sep-18,BATANGAS,LACTAMOX 500mg/125mg TAB, 2.00 ," 3,360.00 "," 6,720.00 ", -   ," 6,720.00 "," 1,173.20 "," 2,346.40 "," 4,373.60 ",
17515,05-Sep-18,BATANGAS,LACTAMOX 500mg/125mg TAB, 2.00 ," 3,360.00 "," 6,720.00 ", -   ," 6,720.00 "," 1,173.20 "," 2,346.40 "," 4,373.60 ",
17516,05-Sep-18,BATANGAS,VOXOLL 15mg/5ml SYR, 6.00 , 72.00 , 432.00 , -   , 432.00 , 23.00 , 138.00 , 294.00 ,
17517,05-Sep-18,BATANGAS,MONILIASOL 125mg/5ml, 11.00 , 84.00 , 924.00 , -   , 924.00 , 37.03 , 407.28 , 516.73 ,
17518,05-Sep-18,BATANGAS,VICEPHRIN 250mg/5ml, 15.00 , 180.00 ," 2,700.00 ", -   ," 2,700.00 ", 53.03 , 795.38 ," 1,904.63 ",
17519,05-Sep-18,BATANGAS,VOXOLL 30mg TAB, 2.00 , 800.00 ," 1,600.00 ", -   ," 1,600.00 ", 168.00 , 336.00 ," 1,264.00 ",
17520,05-Sep-18,BATANGAS,VOXOLL 30mg TAB, 1.00 , 800.00 , 800.00 , -   , 800.00 , 168.00 , 168.00 , 632.00 ,
17521,05-Sep-18,BATANGAS,BERCEF 250mg/5ml SUS, 15.00 , 350.00 ," 5,250.00 ", -   ," 5,250.00 ", 148.00 ," 2,220.00 "," 3,030.00 ",
17522,05-Sep-18,BATANGAS,CLAVIC 125mg/31.25mg/5ml, 12.00 , 190.00 ," 2,280.00 ", -   ," 2,280.00 ", 75.60 , 907.20 ," 1,372.80 ",
17523,05-Sep-18,BATANGAS,ALGICAP 50mg/5ml SUS, 12.00 , 84.00 ," 1,008.00 ", -   ," 1,008.00 ", 24.61 , 295.32 , 712.68 ,
17524,05-Sep-18,BATANGAS,TRIVASC 35mg MR, 2.00 ," 1,335.00 "," 2,670.00 ", -   ," 2,670.00 ", 490.00 , 980.00 ," 1,690.00 ",
17525,05-Sep-18,BATANGAS,TRIVASC 35mg MR, 2.00 ," 1,335.00 "," 2,670.00 ", -   ," 2,670.00 ", 490.00 , 980.00 ," 1,690.00 ",
17526,05-Sep-18,BATANGAS,ZELEX 200mg, 1.00 ," 2,250.00 "," 2,250.00 ", -   ," 2,250.00 ", 750.00 , 750.00 ," 1,500.00 ",
17527,05-Sep-18,BATANGAS,SPLENDAMET 500mg, 1.00 , 550.00 , 550.00 , -   , 550.00 , 250.00 , 250.00 , 300.00 ,
17528,05-Sep-18,BATANGAS,VOXOLL 15mg/5ml SYR, 3.00 , 72.00 , 216.00 , -   , 216.00 , 23.00 , 69.00 , 147.00 ,
17529,05-Sep-18,BATANGAS,LACTAMOX 250mg/62.5mg/5ml, 10.00 , 330.00 ," 3,300.00 ", -   ," 3,300.00 ", 129.70 ," 1,297.00 "," 2,003.00 ",
17530,10-Sep-18,BATANGAS,Bicotex, 298.00 , 264.00 ," 78,672.00 ", -   ," 78,672.00 ", 125.00 ," 37,250.00 "," 41,422.00 ",
17530,10-Sep-18,BATANGAS,HYPRO 10mg/20ml, 115.00 , 396.00 ," 45,540.00 ", -   ," 45,540.00 ", 185.00 ," 21,275.00 "," 24,265.00 ",
17531,12-Sep-18,BATANGAS,JAGAPLEX SYR 120ml, 11.00 , 160.00 ," 1,760.00 ", -   ," 1,760.00 ", 53.85 , 592.35 ," 1,167.65 ",
17532,12-Sep-18,BATANGAS,HISTARIL 1mg/50mg/5ml SYR, 15.00 , 96.00 ," 1,440.00 ", -   ," 1,440.00 ", 24.47 , 367.05 ," 1,072.95 ",
17533,12-Sep-18,BATANGAS,AFFORVIT, 2.00 ," 1,000.00 "," 2,000.00 ", -   ," 2,000.00 ", 203.00 , 406.00 ," 1,594.00 ",
17534,12-Sep-18,BATANGAS,AFFORVIT, 2.00 ," 1,000.00 "," 2,000.00 ", -   ," 2,000.00 ", 203.00 , 406.00 ," 1,594.00 ",
17535A,12-Sep-18,BATANGAS,ZELEX 200mg, 2.00 ," 2,250.00 "," 4,500.00 ", -   ," 4,500.00 ", 750.00 ," 1,500.00 "," 3,000.00 ",
17536,12-Sep-18,BATANGAS,ZELEX 200mg, 1.00 ," 2,250.00 "," 2,250.00 ", -   ," 2,250.00 ", 750.00 , 750.00 ," 1,500.00 ",
17537,12-Sep-18,BATANGAS,CIFROX 500mg, 2.00 ," 1,920.00 "," 3,840.00 ", -   ," 3,840.00 ",,," 3,840.00 ",
17538,12-Sep-18,BATANGAS,CIFROX 500mg, 1.00 ," 1,920.00 "," 1,920.00 ", -   ," 1,920.00 ",,," 1,920.00 ",
17539,12-Sep-18,BATANGAS,CENDALEX 500mg, 3.00 , 900.00 ," 2,700.00 ", -   ," 2,700.00 ", 211.65 , 634.95 ," 2,065.05 ",
17540,12-Sep-18,BATANGAS,CENDALEX 500mg, 2.00 , 900.00 ," 1,800.00 ", -   ," 1,800.00 ", 211.65 , 423.30 ," 1,376.70 ",
17541,12-Sep-18,BATANGAS,CEPROTRON 500mg, 2.00 ," 1,600.00 "," 3,200.00 ", -   ," 3,200.00 ", 500.00 ," 1,000.00 "," 2,200.00 ",
17542,12-Sep-18,BATANGAS,CIFROX 500mg, 2.00 ," 1,600.00 "," 3,200.00 ", -   ," 3,200.00 ",,," 3,200.00 ",
17543,12-Sep-18,BATANGAS,TOSYLAM 750mg TAB, 2.00 ," 2,750.00 "," 5,500.00 ", -   ," 5,500.00 "," 1,265.00 "," 2,530.00 "," 2,970.00 ",
17544,12-Sep-18,BATANGAS,ZAFEX 500mg, 2.00 ," 3,000.00 "," 6,000.00 ", -   ," 6,000.00 "," 1,000.00 "," 2,000.00 "," 4,000.00 ",
17545,12-Sep-18,BATANGAS,VITASTRONG SOFTGEL, 5.00 ," 2,530.00 "," 12,650.00 ", -   ," 12,650.00 ", 890.00 ," 4,450.00 "," 8,200.00 ",
17546,12-Sep-18,BATANGAS,ROCIN 150, 6.00 ," 1,950.00 "," 11,700.00 ", -   ," 11,700.00 ", 660.00 ," 3,960.00 "," 7,740.00 ",
17547,12-Sep-18,BATANGAS,NERVCARE 1g, 5.00 ," 3,300.00 "," 16,500.00 ", -   ," 16,500.00 ",,," 16,500.00 ",
17548,26-Sep-18,BATANGAS,CINNABLOC 75mg, 10.00 , 160.00 ," 1,600.00 ", -   ," 1,600.00 ", 40.00 , 400.00 ," 1,200.00 ",
17548,26-Sep-18,BATANGAS,DOLO JAGA 500mg/50mg/100mg/100mcg, 3.00 ," 1,800.00 "," 5,400.00 ", -   ," 5,400.00 ", 615.00 ," 1,845.00 "," 3,555.00 ",
17548,26-Sep-18,BATANGAS,SPLENDAMET 500mg, 10.00 , 550.00 ," 5,500.00 ", -   ," 5,500.00 ", 250.00 ," 2,500.00 "," 3,000.00 ",
17549,26-Sep-18,BATANGAS,ZUDEM 200MG, 1.00 ," 6,300.00 "," 6,300.00 ", -   ," 6,300.00 "," 1,600.00 "," 1,600.00 "," 4,700.00 ",
17549,26-Sep-18,BATANGAS,XYNETIN 1500mg/200iu, 2.00 , 950.00 ," 1,900.00 ", -   ," 1,900.00 ", 310.00 , 620.00 ," 1,280.00 ",
17549,26-Sep-18,BATANGAS,ALGICAP 50mg/5ml SUS, 12.00 , 77.00 , 924.00 , -   , 924.00 , 24.61 , 295.32 , 628.68 ,
17550,26-Sep-18,BATANGAS,AFENAX 100MG, 5.00 ," 1,980.00 "," 9,900.00 ", -   ," 9,900.00 ", 595.00 ," 2,975.00 "," 6,925.00 ",
17551,03-Sep-18,Quezon,APROCARE 150mg, 20.00 , 870.00 ," 17,400.00 ", -   ," 17,400.00 ", 219.00 ," 4,380.00 "," 13,020.00 ",
17552,04-Sep-18,Quezon,CEEPRAZOL 20mg, 2.00 ," 1,800.00 "," 3,600.00 ", -   ," 3,600.00 ", 550.00 ," 1,100.00 "," 2,500.00 ",
17553,04-Sep-18,Quezon,VISTREP 250mg/5ml, 12.00 , 105.00 ," 1,260.00 ", 378.00 , 882.00 , 39.88 , 478.56 , 403.44 ,
17554,05-Sep-18,Quezon,ALGICAP 50mg/5ml SUS, 12.00 , 80.00 , 960.00 , 288.00 , 672.00 , 24.61 , 295.32 , 376.68 ,
17555,05-Sep-18,Quezon,CAPSUGEN FORTE, 6.00 ," 1,026.67 "," 6,160.00 ", -   ," 6,160.00 ",,," 6,160.00 ",
17555,05-Sep-18,Quezon,SALMOGEN 500mg, 3.00 , 800.00 ," 2,400.00 ", -   ," 2,400.00 ", 330.00 , 990.00 ," 1,410.00 ",
17556,05-Sep-18,Quezon,XYNETIN 1500mg/200iu, 10.00 ," 1,050.00 "," 10,500.00 ", -   ," 10,500.00 ", 310.00 ," 3,100.00 "," 7,400.00 ",
17557,18-Sep-18,Quezon,MONILIASOL 125mg/5ml, 12.00 , 75.00 , 900.00 , -   , 900.00 , 37.03 , 444.30 , 455.70 ,
17557,18-Sep-18,Quezon,TURBOLAX 2mg/5ml, 8.00 , 69.00 , 552.00 , -   , 552.00 ,,, 552.00 ,
17557,18-Sep-18,Quezon,GIAN ZINC 120ml, 10.00 , 175.00 ," 1,750.00 ", -   ," 1,750.00 ", 75.00 , 750.00 ," 1,000.00 ",
17558,19-Sep-18,Quezon,FEXIL 100mg/ml, 24.00 , 170.00 ," 4,080.00 "," 1,224.00 "," 2,856.00 ",,," 2,856.00 ",
17559,20-Sep-18,Quezon,Hyclens 0.2% Wound Spray 60ml, 24.00 , 269.79 ," 6,474.96 "," 1,294.99 "," 5,179.97 ", 128.80 ," 3,091.10 "," 2,088.87 ",
17560,24-Sep-18,Quezon,JAGA 300MG/100MG/100MCG, 10.00 ," 1,540.00 "," 15,400.00 "," 4,620.00 "," 10,780.00 ", 530.00 ," 5,300.00 "," 5,480.00 ",
17561,24-Sep-18,Quezon,CAPSUGEN FORTE, 2.00 ," 1,540.00 "," 3,080.00 ", -   ," 3,080.00 ",,," 3,080.00 ",
17561,24-Sep-18,Quezon,SYNERMED 200mg/40mg/5ml, 12.00 , 90.00 ," 1,080.00 ", -   ," 1,080.00 ", 32.40 , 388.80 , 691.20 ,
17561,24-Sep-18,Quezon,INTRAPLEM 100mg/5ml, 12.00 , 92.00 ," 1,104.00 ", -   ," 1,104.00 ", 30.76 , 369.12 , 734.88 ,
17561,24-Sep-18,Quezon,VOXOLL 15mg/5ml SYR, 2.00 , 74.00 , 148.00 , -   , 148.00 , 23.00 , 46.00 , 102.00 ,
17561,24-Sep-18,Quezon,VICOLAX 100mg/2mg TAB, 1.00 , 800.00 , 800.00 , -   , 800.00 , 225.00 , 225.00 , 575.00 ,
17561,24-Sep-18,Quezon,FEXIL 100mg/ml, 12.00 , 170.00 ," 2,040.00 ", -   ," 2,040.00 ",,," 2,040.00 ",
17561,24-Sep-18,Quezon,INTRAPLEM 50mg/ml - Drops, 12.00 , 78.00 , 936.00 , -   , 936.00 , 29.95 , 359.40 , 576.60 ,
17562,10-Sep-18,Quezon,ZUDEM 50mg/5ml, 15.00 , 618.67 ," 9,280.00 ", -   ," 9,280.00 ", 178.00 ," 2,670.00 "," 6,610.00 ",
17563,11-Sep-18,Quezon,JAGA 300MG/100MG/100MCG, 1.00 ," 1,540.00 "," 1,540.00 ", 462.00 ," 1,078.00 ", 530.00 , 530.00 , 548.00 ,
17563,11-Sep-18,Quezon,INTRAPLEM 500mg, 1.00 , 980.00 , 980.00 , 294.00 , 686.00 , 280.00 , 280.00 , 406.00 ,
17564,12-Sep-18,Marinduque,MONILIASOL 125mg/5ml, 24.00 , 75.00 ," 1,800.00 ", -   ," 1,800.00 ", 37.03 , 888.60 , 911.40 ,
17564,12-Sep-18,Marinduque,ANEROCIN 300mg, 5.00 ," 3,800.00 "," 19,000.00 ", -   ," 19,000.00 ", 890.00 ," 4,450.00 "," 14,550.00 ",
17564,12-Sep-18,Marinduque,TRIZINE FORTE TAB, 5.00 ," 2,900.00 "," 14,500.00 ", -   ," 14,500.00 ", 747.50 ," 3,737.50 "," 10,762.50 ",
17564,12-Sep-18,Marinduque,DOLO JAGA 500mg/50mg/100mg/100mcg, 2.00 ," 1,650.00 "," 3,300.00 ", -   ," 3,300.00 ", 615.00 ," 1,230.00 "," 2,070.00 ",
17565,12-Sep-18,Marinduque,TOSYLAM 750mg TAB, 3.00 ," 2,750.00 "," 8,250.00 ", -   ," 8,250.00 "," 1,265.00 "," 3,795.00 "," 4,455.00 ",
17565,12-Sep-18,Marinduque,JAGA 300MG/100MG/100MCG, 3.00 ," 1,540.00 "," 4,620.00 ", -   ," 4,620.00 ", 530.00 ," 1,590.00 "," 3,030.00 ",
17565,12-Sep-18,Marinduque,DOLO JAGA 500mg/50mg/100mg/100mcg, 1.00 ," 1,650.00 "," 1,650.00 ", -   ," 1,650.00 ", 615.00 , 615.00 ," 1,035.00 ",
17565,12-Sep-18,Marinduque,VICOLAX 50mg/1mg/5ml SYR, 12.00 , 80.00 , 960.00 , -   , 960.00 , 36.78 , 441.36 , 518.64 ,
17566,12-Sep-18,Marinduque,FERGLOBIN FA 60mg/400mcg, 3.00 , 725.00 ," 2,175.00 ", -   ," 2,175.00 ", 250.00 , 750.00 ," 1,425.00 ",
17566,12-Sep-18,Marinduque,VICOLAX 100mg/2mg TAB, 3.00 , 800.00 ," 2,400.00 ", -   ," 2,400.00 ", 225.00 , 675.00 ," 1,725.00 ",
17566,12-Sep-18,Marinduque,INTRAPLEM 100mg/5ml, 20.00 , 78.00 ," 1,560.00 ", -   ," 1,560.00 ", 30.76 , 615.20 , 944.80 ,
17567,12-Sep-18,Marinduque,CLAVIC 500mg/125mg, 10.00 ," 2,790.00 "," 27,900.00 "," 8,955.40 "," 18,944.60 "," 1,189.86 "," 11,898.60 "," 7,046.00 ",
17568,12-Sep-18,Marinduque,INTRAPLEM 100mg/5ml, 14.00 , 78.00 ," 1,092.00 ", -   ," 1,092.00 ", 30.76 , 430.64 , 661.36 ,
17569,17-Sep-18,Quezon,APROCARE 150mg, 20.00 , 870.00 ," 17,400.00 ", -   ," 17,400.00 ", 219.00 ," 4,380.00 "," 13,020.00 ",
17570,17-Sep-18,Quezon,JAGA 300MG/100MG/100MCG, 3.00 ," 1,540.00 "," 4,620.00 "," 1,155.00 "," 3,465.00 ", 530.00 ," 1,590.00 "," 1,875.00 ",
17570,17-Sep-18,Quezon,DOLO JAGA 500mg/50mg/100mg/100mcg, 1.00 ," 1,650.00 "," 1,650.00 ", 412.50 ," 1,237.50 ", 615.00 , 615.00 , 622.50 ,
17571,24-Sep-18,Quezon,CINNABLOC 75mg, 2.00 , 160.00 , 320.00 , -   , 320.00 , 40.00 , 80.00 , 240.00 ,
17571,24-Sep-18,Quezon,NERVAPLEX 500mg, 2.00 ," 1,650.00 "," 3,300.00 ", -   ," 3,300.00 ", 615.00 ," 1,230.00 "," 2,070.00 ",
17572,24-Sep-18,Quezon,SUPMAC 500mg, 20.00 , 285.00 ," 5,700.00 "," 1,995.00 "," 3,705.00 ",,," 3,705.00 ",
17573,25-Sep-18,Quezon,PENCHLOR 1mg/800mcg, 20.00 , 98.00 ," 1,960.00 ", -   ," 1,960.00 ",,," 1,960.00 ",
17573,25-Sep-18,Quezon,MULTI GROW 120ml, 18.00 , 240.00 ," 4,320.00 ", -   ," 4,320.00 ", 80.00 ," 1,440.00 "," 2,880.00 ",
17573,25-Sep-18,Quezon,AMOLTEX 2mg/5ml SYR, 20.00 , 69.00 ," 1,380.00 ", -   ," 1,380.00 ", 20.67 , 413.33 , 966.67 ,
17574,25-Sep-18,Quezon,CAPSUGEN FORTE, 4.00 ," 1,155.00 "," 4,620.00 ", -   ," 4,620.00 ",,," 4,620.00 ",
17574,25-Sep-18,Quezon,VOXOLL 30mg TAB, 4.00 , 585.00 ," 2,340.00 ", -   ," 2,340.00 ", 168.00 , 672.00 ," 1,668.00 ",
17574,25-Sep-18,Quezon,CLAVIC 500mg/125mg, 4.00 ," 2,092.50 "," 8,370.00 ", -   ," 8,370.00 "," 1,189.86 "," 4,759.44 "," 3,610.56 ",
17575,26-Sep-18,Quezon,VICOLAX 50mg/1mg/5ml SYR, 20.00 , 80.00 ," 1,600.00 ", -   ," 1,600.00 ", 36.78 , 735.60 , 864.40 ,
17575,26-Sep-18,Quezon,AMOLTEX 2mg/5ml SYR, 20.00 , 69.00 ," 1,380.00 ", -   ," 1,380.00 ", 20.67 , 413.33 , 966.67 ,
17576,26-Sep-18,Quezon,MULTI GROW OB PLUS, 3.00 ," 1,300.00 "," 3,900.00 "," 1,170.00 "," 2,730.00 ", 450.00 ," 1,350.00 "," 1,380.00 ",
17577,26-Sep-18,Admin,CLOVAS 75MG, 10.00 , 975.00 ," 9,750.00 ", -   ," 9,750.00 ", 403.20 ," 4,032.00 "," 5,718.00 ",
17578,27-Sep-18,Quezon,FEXIL 500MG, 5.00 ," 1,800.00 "," 9,000.00 ", -   ," 9,000.00 ",,," 9,000.00 ",
17581,30-Oct-18,Quezon,Hyclens 0.2% Wound Spray 60ml, 8.00 , 270.00 ," 2,160.00 ", -   ," 2,160.00 ", 128.80 ," 1,030.37 "," 1,129.63 ",
17582,30-Oct-18,Quezon,Isoprine 10mg, 4.00 , 825.00 ," 3,300.00 ", -   ," 3,300.00 ", 215.00 , 860.00 ," 2,440.00 ",
17583,30-Oct-18,Quezon,HISTARIL 1mg/50mg/5ml SYR, 3.00 , 80.00 , 240.00 , -   , 240.00 , 24.47 , 73.41 , 166.59 ,
17583,30-Oct-18,Quezon,INTRAPLEM 100mg/5ml, 3.00 , 78.00 , 234.00 , -   , 234.00 , 30.76 , 92.28 , 141.72 ,
17583,30-Oct-18,Quezon,SYNERMED 200mg/40mg/5ml, 6.00 , 90.00 , 540.00 , -   , 540.00 , 32.40 , 194.40 , 345.60 ,
17583,30-Oct-18,Quezon,FEXIL 100mg/ml, 3.00 , 170.00 , 510.00 , -   , 510.00 ,,, 510.00 ,
17583,30-Oct-18,Quezon,CORVI PLUS 1mg/50mg, 6.00 , 118.00 , 708.00 , -   , 708.00 , 39.00 , 234.00 , 474.00 ,
17583,30-Oct-18,Quezon,VICOLAX 100mg/2mg TAB, 1.00 , 800.00 , 800.00 , -   , 800.00 , 225.00 , 225.00 , 575.00 ,
17583,30-Oct-18,Quezon,FEXIL 250mg/5ml, 5.00 , 198.00 , 990.00 , -   , 990.00 ,,, 990.00 ,
17584 / SI1925,06-Nov-18,Quezon,ATOVAS 20mg, 20.00 , 750.00 ," 15,000.00 ", -   ," 15,000.00 ", 174.50 ," 3,489.93 "," 11,510.07 ",
17585,02-Oct-18,Admin,LOWAS 5mg, 6.00 , 270.00 ," 1,620.00 ", -   ," 1,620.00 ",,," 1,620.00 ",
17586,03-Oct-18,Quezon,XYNETIN 1500mg/200iu, 5.00 , 840.00 ," 4,200.00 ", -   ," 4,200.00 ", 310.00 ," 1,550.00 "," 2,650.00 ",
17586,03-Oct-18,Quezon,MULTI GROW OB PLUS, 5.00 ," 1,040.00 "," 5,200.00 ", -   ," 5,200.00 ", 450.00 ," 2,250.00 "," 2,950.00 ",
17587,03-Oct-18,Quezon,TERMAGEN 250mg/5ml, 24.00 , 80.00 ," 1,920.00 ", -   ," 1,920.00 ", 23.45 , 562.80 ," 1,357.20 ",
