source_workbook,source_sheet,source_row_number,date_delivered,area,product,quantity,unit_cost,total_cost,discount,net_cost,trade_price_unit,total_trade_price,net_income,margin_pct,quality_status,quality_notes,allocation_status,allocation_confidence,allocation_method,allocation_profile_level,allocation_profile_rows,allocation_profile_products,allocation_weight,allocation_child_number,allocation_child_count,original_area,original_product,embedded_area_amount,allocated_embedded_area_amount,parent_source_hash,estimated
2024s.csv,2024-02-07,2662,2024-02-07,Pagbilao,CLEAR BOOK LEGAL/LONG,0.206429,10997.001390308531,2270.1,0,2270.1,6455.003899645883,1332.5,937.6,0.4130214527994362,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.20642927435290614,1,5,Government,"PAGBILAO # 11,077.00",11077,2286.62,e965b4a95c1fb745e5595577833bf9f42b8d8af7ed05d25710688c639a50436f,true
2024s.csv,2024-02-07,2662,2024-02-07,Pagbilao,INK EPSON #003 BLACK,0.243718,10996.971910158461,2680.16,0,2680.16,6454.960240934195,1573.19,1106.96,0.41302011820189843,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.24371757011216108,2,5,Government,"PAGBILAO # 11,077.00",11077,2699.66,e965b4a95c1fb745e5595577833bf9f42b8d8af7ed05d25710688c639a50436f,true
2024s.csv,2024-02-07,2662,2024-02-07,Pagbilao,RECORD BOOK 500PAGES (VALIANT),0.273194,10996.983828341765,3004.31,0,3004.31,6455.009992898819,1763.47,1240.85,0.4130232898735483,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.2731939605211663,3,5,Government,"PAGBILAO # 11,077.00",11077,3026.17,e965b4a95c1fb745e5595577833bf9f42b8d8af7ed05d25710688c639a50436f,true
2024s.csv,2024-02-07,2662,2024-02-07,Pagbilao,FLASH DRIVE 32GB (KINGSTON),0.125623,10997.030798500273,1381.48,0,1381.48,6455.028139751478,810.9,570.58,0.4130208182528882,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.1256230702576882,4,5,Government,"PAGBILAO # 11,077.00",11077,1391.52,e965b4a95c1fb745e5595577833bf9f42b8d8af7ed05d25710688c639a50436f,true
2024s.csv,2024-02-07,2662,2024-02-07,Pagbilao,TRASH BAG - BLACK - MEDIUM,0.151036,10997.04706162769,1660.95,0,1660.95,6455.017346857703,974.94,686.01,0.4130226677503838,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.15103612475607825,5,5,Government,"PAGBILAO # 11,077.00",11077,1673.03,e965b4a95c1fb745e5595577833bf9f42b8d8af7ed05d25710688c639a50436f,true
2024s.csv,2024-02-07,2654,2024-02-07,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,0.293912,31230.02803560249,9178.88,0,9178.88,15649.207926181985,4599.49,4579.39,0.4989050951750105,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.2939123668611109,1,5,Government,"PAGBILAO # 31,350.00",31350,9214.15,2ea654c8615577c4afe3c8e6d32960012b336ebee2fa1b6734824a5f1307a0e6,true
2024s.csv,2024-02-07,2654,2024-02-07,Pagbilao,HARD COPY SUB#20 A4,0.253793,31230.057566599553,7925.97,0,7925.97,15649.210183101977,3971.66,3954.3,0.4989042350652349,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.2537932975615191,2,5,Government,"PAGBILAO # 31,350.00",31350,7956.42,2ea654c8615577c4afe3c8e6d32960012b336ebee2fa1b6734824a5f1307a0e6,true
2024s.csv,2024-02-07,2654,2024-02-07,Pagbilao,TRASH BAG MEDIUM BLACK,0.110656,31229.8474551764,3455.77,0,3455.77,15649.128831694621,1731.67,1724.1,0.49890473034953137,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.11065553807293173,3,5,Government,"PAGBILAO # 31,350.00",31350,3469.05,2ea654c8615577c4afe3c8e6d32960012b336ebee2fa1b6734824a5f1307a0e6,true
2024s.csv,2024-02-07,2654,2024-02-07,Pagbilao,INK EPSON #003 MAGENTA,0.17082,31229.891113452755,5334.69,0,5334.69,15649.162861491628,2673.19,2661.51,0.4989062157313734,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.17081939875221921,4,5,Government,"PAGBILAO # 31,350.00",31350,5355.19,2ea654c8615577c4afe3c8e6d32960012b336ebee2fa1b6734824a5f1307a0e6,true
2024s.csv,2024-02-07,2654,2024-02-07,Pagbilao,INK EPSON #003 CYAN,0.170819,31230.073937910885,5334.69,0,5334.69,15649.25447403392,2673.19,2661.5,0.4989043412082052,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.17081939875221921,5,5,Government,"PAGBILAO # 31,350.00",31350,5355.19,2ea654c8615577c4afe3c8e6d32960012b336ebee2fa1b6734824a5f1307a0e6,true
2024s.csv,2024-02-07,2652,2024-02-07,Pagbilao,MASKING TAPE 1INCH,0.189489,8830.01124075804,1673.19,0,1673.19,4810.991667062468,911.63,761.56,0.4551545251884125,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.18948854978045201,1,5,Government,"PAGBILAO # 8,930.00",8930,1692.13,92119e120ac136edd058ec26f339c17186a2683433db5ad34c826ddf039b5477,true
2024s.csv,2024-02-07,2652,2024-02-07,Pagbilao,HARD COPY SUB#20 A4,0.350783,8829.988910523029,3097.41,0,3097.41,4811.008515235914,1687.62,1409.8,0.4551544677650037,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.350782729420407,2,5,Government,"PAGBILAO # 8,930.00",8930,3132.49,92119e120ac136edd058ec26f339c17186a2683433db5ad34c826ddf039b5477,true
2024s.csv,2024-02-07,2652,2024-02-07,Pagbilao,BATTERY AA,0.148495,8829.994275901547,1311.21,0,1311.21,4811.003737499579,714.41,596.8,0.4551521114085463,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.14849513175966939,3,5,Government,"PAGBILAO # 8,930.00",8930,1326.06,92119e120ac136edd058ec26f339c17186a2683433db5ad34c826ddf039b5477,true
2024s.csv,2024-02-07,2652,2024-02-07,Pagbilao,BOND PAPER A4 (HARDCOPY),0.148871,8829.993752980768,1314.53,0,1314.53,4811.010875187243,716.22,598.31,0.45515127079640627,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.14887126103824275,4,5,Government,"PAGBILAO # 8,930.00",8930,1329.42,92119e120ac136edd058ec26f339c17186a2683433db5ad34c826ddf039b5477,true
2024s.csv,2024-02-07,2652,2024-02-07,Pagbilao,CORRECTION TAPE 20MM,0.162362,8830.021803131274,1433.66,0,1433.66,4810.977938187507,781.12,652.53,0.45514975656710793,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.16236232800122893,5,5,Government,"PAGBILAO # 8,930.00",8930,1449.9,92119e120ac136edd058ec26f339c17186a2683433db5ad34c826ddf039b5477,true
2024s.csv,2024-02-08,2676,2024-02-08,Pagbilao,T SHIRT WITH PRINT,0.435501,43790.02574046902,19070.6,0,19070.6,25501.73248741105,11106.03,7964.57,0.4176360471091628,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.4355012414348436,1,5,Government,"PAGBILAO # 43,790.00",43790,19070.6,21065e38c910ee8595fc7aaf0b48f5433edeb32966b32cec335abd29fbb7cb0b,true
2024s.csv,2024-02-08,2676,2024-02-08,Pagbilao,BOND PAPER LEGAL 80GSM (DOUBLE A),0.115159,43789.89049922281,5042.8,0,5042.8,25501.697652810464,2936.75,2106.06,0.4176370270484651,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.11515885154185236,2,5,Government,"PAGBILAO # 43,790.00",43790,5042.8,21065e38c910ee8595fc7aaf0b48f5433edeb32966b32cec335abd29fbb7cb0b,true
2024s.csv,2024-02-08,2676,2024-02-08,Pagbilao,CORRECTION TAPE JOY,0.208017,43790.07484965171,9109.08,0,9109.08,25501.76187523135,5304.8,3804.28,0.4176360291050249,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.2080172723012167,3,5,Government,"PAGBILAO # 43,790.00",43790,9109.08,21065e38c910ee8595fc7aaf0b48f5433edeb32966b32cec335abd29fbb7cb0b,true
2024s.csv,2024-02-08,2676,2024-02-08,Pagbilao,BOND PAPER LONG (HARDCOPY),0.132537,43790.03598994998,5803.8,0,5803.8,25501.708956744158,3379.92,2423.87,0.41763499776008817,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.13253704871167285,4,5,Government,"PAGBILAO # 43,790.00",43790,5803.8,21065e38c910ee8595fc7aaf0b48f5433edeb32966b32cec335abd29fbb7cb0b,true
2024s.csv,2024-02-08,2676,2024-02-08,Pagbilao,FLASH DRIVE 32GB (KINGSTON),0.108786,43789.825896714654,4763.72,0,4763.72,25501.627047598035,2774.22,1989.5,0.41763579723409433,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.1087855860104145,5,5,Government,"PAGBILAO # 43,790.00",43790,4763.72,21065e38c910ee8595fc7aaf0b48f5433edeb32966b32cec335abd29fbb7cb0b,true
2024s.csv,2024-02-08,2679,2024-02-08,Pagbilao,CLEAR BOOK LEGAL/LONG,0.236491,14690.199627047117,3474.1,0,3474.1,30935.934137028467,7316.07,3841.97,1.1058892950692265,warning,margin percentage is outside the expected range,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.23649056859093817,1,5,Government,"PAGBILAO # 46,930.00",46930,11098.5,a6739922d83fa7a70222b61d992216f552bc63e784323122b3c9e87e5e3d20ec,true
2024s.csv,2024-02-08,2679,2024-02-08,Pagbilao,MASKING TAPE 1INCH,0.181247,14690.284528847376,2662.57,0,2662.57,30936.015492670227,5607.06,2944.5,1.1058864180096672,warning,margin percentage is outside the expected range,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.18124716698071536,2,5,Government,"PAGBILAO # 46,930.00",46930,8505.93,a6739922d83fa7a70222b61d992216f552bc63e784323122b3c9e87e5e3d20ec,true
2024s.csv,2024-02-08,2679,2024-02-08,Pagbilao,INK EPSON #003 BLACK,0.279209,14690.249956126056,4101.65,0,4101.65,30936.001346661466,8637.61,4535.96,1.1058866553703999,warning,margin percentage is outside the expected range,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.2792089780487832,3,5,Government,"PAGBILAO # 46,930.00",46930,13103.28,a6739922d83fa7a70222b61d992216f552bc63e784323122b3c9e87e5e3d20ec,true
2024s.csv,2024-02-08,2679,2024-02-08,Pagbilao,STAPLER STANDARD TYPE (JOY),0.160732,14690.291914491201,2361.2,0,2361.2,30936.030162008807,4972.41,2611.21,1.1058826020667458,warning,margin percentage is outside the expected range,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.16073218967402547,4,5,Government,"PAGBILAO # 46,930.00",46930,7543.16,a6739922d83fa7a70222b61d992216f552bc63e784323122b3c9e87e5e3d20ec,true
2024s.csv,2024-02-08,2679,2024-02-08,Pagbilao,TOOTHBRUSH KIDDIE COLGATE,0.142321,14690.242480027544,2090.73,0,2090.73,30936.053006935028,4402.85,2312.11,1.1058864607098957,warning,margin percentage is outside the expected range,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.1423210967055377,5,5,Government,"PAGBILAO # 46,930.00",46930,6679.13,a6739922d83fa7a70222b61d992216f552bc63e784323122b3c9e87e5e3d20ec,true
2024s.csv,2024-02-10,2765,2024-02-10,Pagbilao,DISINFECTANT SPRAY 170G 227ML (LYSOL),0.140058,21790.972311470963,3052,0,3052,14324.922532093848,2006.32,1045.67,0.3426179554390564,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.1400576383414546,1,5,Government,"PAGBILAO # 21,950.00",21950,3074.26,48e57a90e758274bff5639e4c6b20aca19570ddbfba027e239113f575e21d40f,true
2024s.csv,2024-02-10,2765,2024-02-10,Pagbilao,INK EPSON #003 BLACK,0.262875,21791.00332857822,5728.31,0,5728.31,14325.021398002851,3765.69,1962.63,0.3426193763954814,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.2628751271445377,2,5,Government,"PAGBILAO # 21,950.00",21950,5770.11,48e57a90e758274bff5639e4c6b20aca19570ddbfba027e239113f575e21d40f,true
2024s.csv,2024-02-10,2765,2024-02-10,Pagbilao,BOND PAPER LEGAL 80GSM (DOUBLE A),0.143436,21790.97297749519,3125.61,0,3125.61,14324.99511977467,2054.72,1070.89,0.34261792098182436,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.14343595497415593,3,5,Government,"PAGBILAO # 21,950.00",21950,3148.42,48e57a90e758274bff5639e4c6b20aca19570ddbfba027e239113f575e21d40f,true
2024s.csv,2024-02-10,2765,2024-02-10,Pagbilao,HARD COPY SUB#20 A4,0.315898,21790.98949660966,6883.73,0,6883.73,14325.003640415576,4525.24,2358.49,0.34261802830732757,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.31589778057885304,4,5,Government,"PAGBILAO # 21,950.00",21950,6933.96,48e57a90e758274bff5639e4c6b20aca19570ddbfba027e239113f575e21d40f,true
2024s.csv,2024-02-10,2765,2024-02-10,Pagbilao,TRASH BAG MEDIUM BLACK,0.137733,21791.074034545098,3001.35,0,3001.35,14325.034668525335,1973.03,1028.32,0.3426191547137121,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.13773349896099865,5,5,Government,"PAGBILAO # 21,950.00",21950,3023.25,48e57a90e758274bff5639e4c6b20aca19570ddbfba027e239113f575e21d40f,true
2024s.csv,2024-02-10,2764,2024-02-10,Pagbilao,CORRECTION TAPE 20MM,0.134895,84849.92030838801,11445.83,0,11445.83,22999.962934133957,3102.58,8343.25,0.728933594156125,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.13489487532944155,1,5,Government,"PAGBILAO # 85,000.00",85000,11466.06,6ba4ffd74634eceeedd440019dace36ac3b58186714b522e6335a4df58a59867,true
2024s.csv,2024-02-10,2764,2024-02-10,Pagbilao,HARD COPY SUB#20 A4,0.291439,84850.14016655285,24728.64,0,24728.64,23000.04460624693,6703.11,18025.53,0.7289333339803563,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.2914394806689941,2,5,Government,"PAGBILAO # 85,000.00",85000,24772.36,6ba4ffd74634eceeedd440019dace36ac3b58186714b522e6335a4df58a59867,true
2024s.csv,2024-02-10,2764,2024-02-10,Pagbilao,CLEAR BOOK LEGAL/LONG,0.205417,84849.89071011651,17429.61,0,17429.61,22999.946450391155,4724.58,12705.02,0.7289331201329232,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.20541670179302446,3,5,Government,"PAGBILAO # 85,000.00",85000,17460.42,6ba4ffd74634eceeedd440019dace36ac3b58186714b522e6335a4df58a59867,true
2024s.csv,2024-02-10,2764,2024-02-10,Pagbilao,CORRECTION TAPE JOY,0.239035,84850.08471562741,20282.14,0,20282.14,23000.02091743887,5497.81,14784.33,0.7289334360180928,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.23903522849658046,4,5,Government,"PAGBILAO # 85,000.00",85000,20317.99,6ba4ffd74634eceeedd440019dace36ac3b58186714b522e6335a4df58a59867,true
2024s.csv,2024-02-10,2764,2024-02-10,Pagbilao,DISINFECTANT SPRAY 170G 227ML (LYSOL),0.129214,84849.78407912455,10963.78,0,10963.78,22999.984521801045,2971.92,7991.87,0.7289338166216396,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,594,373,0.12921371371195953,5,5,Government,"PAGBILAO # 85,000.00",85000,10983.17,6ba4ffd74634eceeedd440019dace36ac3b58186714b522e6335a4df58a59867,true
2024s.csv,2024-02-10,2389,2024-02-10,QMC,HIVENT PLUS,0.098334,161999.81695039355,15930.09,0,15930.09,92219.98494925458,9068.36,6861.73,0.4307401904195142,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_prior_3y,1962,400,0.09833400758769639,1,5,Hospital,"QMC # 162,922.00",162922,16020.78,c6c0ceca03475544472bb83cd2967965eb4a9d12a66828aa12b0fe1fbe8be85d,true
2024s.csv,2024-02-10,2389,2024-02-10,QMC,LACTAMOX 500MG/125MG,0.210337,162000.0285256517,34074.6,0,34074.6,92220.1514712105,19397.31,14677.29,0.4307399059710166,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_prior_3y,1962,400,0.2103372855041343,2,5,Hospital,"QMC # 162,922.00",162922,34268.57,c6c0ceca03475544472bb83cd2967965eb4a9d12a66828aa12b0fe1fbe8be85d,true
2024s.csv,2024-02-10,2389,2024-02-10,QMC,EVAPROST 125MCG/0.5ML,0.174228,161999.67858208786,28224.88,0,28224.88,92219.90724797393,16067.29,12157.59,0.4307401838378055,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_prior_3y,1962,400,0.17422785643469593,3,5,Hospital,"QMC # 162,922.00",162922,28385.55,c6c0ceca03475544472bb83cd2967965eb4a9d12a66828aa12b0fe1fbe8be85d,true
2024s.csv,2024-02-10,2389,2024-02-10,QMC,LACTAMOX 500MG/125MG TAB,0.206749,161999.86457008257,33493.31,0,33493.31,92220.03492157158,19066.4,14426.91,0.4307400492814834,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_prior_3y,1962,400,0.20674907461405173,4,5,Hospital,"QMC # 162,922.00",162922,33683.97,c6c0ceca03475544472bb83cd2967965eb4a9d12a66828aa12b0fe1fbe8be85d,true
2024s.csv,2024-02-10,2389,2024-02-10,QMC,EVAPROST 250MCG/ML,0.310352,161999.66489663348,50276.92,0,50276.92,92219.93091715213,28620.64,21656.28,0.4307399896413702,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_prior_3y,1962,400,0.3103517758594217,5,5,Hospital,"QMC # 162,922.00",162922,50563.13,c6c0ceca03475544472bb83cd2967965eb4a9d12a66828aa12b0fe1fbe8be85d,true
2024s.csv,2024-04-26,2591,2024-04-26,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,0.321053,79967.54429953934,25673.82,0,25673.82,47295.026054888134,15184.21,10489.61,0.40857223428379574,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,638,404,0.32105321839236123,1,5,Government,"PAGBILAO # 80,216.00 LOT 4",80216,25753.61,79841189e9b59236437d73055409fda4b556ffe4d18ccb51b67f62bc0e4b1389,true
2024s.csv,2024-04-26,2591,2024-04-26,Pagbilao,BOND PAPER A4 (HARDCOPY),0.212472,79967.38393764826,16990.83,0,16990.83,47294.93768590685,10048.85,6941.98,0.4085721533321208,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,638,404,0.21247167823849678,2,5,Government,"PAGBILAO # 80,216.00 LOT 4",80216,17043.63,79841189e9b59236437d73055409fda4b556ffe4d18ccb51b67f62bc0e4b1389,true
2024s.csv,2024-04-26,2591,2024-04-26,Pagbilao,STAPLER STANDARD TYPE (JOY),0.132766,79967.68751035657,10616.99,0,10616.99,47295.090610547886,6279.18,4337.81,0.4085724861754603,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,638,404,0.1327662927651047,3,5,Government,"PAGBILAO # 80,216.00 LOT 4",80216,10649.98,79841189e9b59236437d73055409fda4b556ffe4d18ccb51b67f62bc0e4b1389,true
2024s.csv,2024-04-26,2591,2024-04-26,Pagbilao,INK CARTRIDGE TRI COLOR (HP680),0.138309,79967.17494884643,11060.18,0,11060.18,47294.825354821456,6541.3,4518.88,0.4085720123903951,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,638,404,0.13830848116631417,4,5,Government,"PAGBILAO # 80,216.00 LOT 4",80216,11094.55,79841189e9b59236437d73055409fda4b556ffe4d18ccb51b67f62bc0e4b1389,true
2024s.csv,2024-04-26,2591,2024-04-26,Pagbilao,HBW BLACK BALLPEN,0.1954,79967.65609007166,15625.68,0,15625.68,47295.08700102354,9241.46,6384.22,0.4085722989335504,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,638,404,0.1954003294377232,5,5,Government,"PAGBILAO # 80,216.00 LOT 4",80216,15674.23,79841189e9b59236437d73055409fda4b556ffe4d18ccb51b67f62bc0e4b1389,true
2024s.csv,2024-05-06,2623,2024-05-06,Pagbilao,HARD COPY SUB#20 A4,0.25642,24500.077997036115,6282.31,0,6282.31,128294.36081428906,32897.24,26614.93,4.236487852398242,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,638,404,0.2564207442399215,1,5,Government,"PAGBILAO #246,628.00",246628,63240.54,0c89a8c640292c9d085a36e3bc8d2d8b26bde881760a78c2a06a4750470b184e,true
2024s.csv,2024-05-06,2623,2024-05-06,Pagbilao,INK EPSON #003 MAGENTA,0.172604,24499.95365113207,4228.79,0,4228.79,128293.84023545224,22144.03,17915.24,4.236493181264618,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,638,404,0.17260377266314056,2,5,Government,"PAGBILAO #246,628.00",246628,42568.92,0c89a8c640292c9d085a36e3bc8d2d8b26bde881760a78c2a06a4750470b184e,true
2024s.csv,2024-05-06,2623,2024-05-06,Pagbilao,INK EPSON #003 YELLOW,0.172604,24499.95365113207,4228.79,0,4228.79,128293.84023545224,22144.03,17915.23,4.236490816521984,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,638,404,0.17260377266314056,3,5,Government,"PAGBILAO #246,628.00",246628,42568.92,0c89a8c640292c9d085a36e3bc8d2d8b26bde881760a78c2a06a4750470b184e,true
2024s.csv,2024-05-06,2623,2024-05-06,Pagbilao,RECORD BOOK 500PAGES (VALIANT),0.239128,24500.016727443042,5858.64,0,5858.64,128293.96808403867,30678.68,24820.05,4.236486624882225,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,638,404,0.2391279525216169,4,5,Government,"PAGBILAO #246,628.00",246628,58975.65,0c89a8c640292c9d085a36e3bc8d2d8b26bde881760a78c2a06a4750470b184e,true
2024s.csv,2024-05-06,2623,2024-05-06,Pagbilao,ELECTRICAL WIRE #14,0.159244,24499.949762628417,3901.47,0,3901.47,128293.81326768984,20430.02,16528.55,4.236492911646123,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,638,404,0.15924375791218046,5,5,Government,"PAGBILAO #246,628.00",246628,39273.97,0c89a8c640292c9d085a36e3bc8d2d8b26bde881760a78c2a06a4750470b184e,true
2024s.csv,2024-05-07,2655,2024-05-07,Pagbilao,CORRECTION TAPE 20MM,0.289759,35889.96372847781,10399.44,0,10399.44,22177.98239226392,6426.27,3973.17,0.3820561491772634,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,638,404,0.2897587211653271,1,5,Government,"PAGBILAO # 34,405.00",34405,9969.15,abf438f8c1800b2e1f273552d2cb6b93d7c9221680eb299d77d4d53831f0f7f9,true
2024s.csv,2024-05-07,2655,2024-05-07,Pagbilao,TRASH BAG MEDIUM BLACK,0.12,35890,4306.8,0,4306.8,22178.000000000004,2661.36,1645.44,0.3820562830872109,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,638,404,0.11999990102549778,2,5,Government,"PAGBILAO # 34,405.00",34405,4128.6,abf438f8c1800b2e1f273552d2cb6b93d7c9221680eb299d77d4d53831f0f7f9,true
2024s.csv,2024-05-07,2655,2024-05-07,Pagbilao,INK EPSON #003 YELLOW,0.185274,35889.92519187798,6649.47,0,6649.47,22177.963448729988,4109,2540.47,0.38205601348678914,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,638,404,0.18527376229154496,3,5,Government,"PAGBILAO # 34,405.00",34405,6374.34,abf438f8c1800b2e1f273552d2cb6b93d7c9221680eb299d77d4d53831f0f7f9,true
2024s.csv,2024-05-07,2655,2024-05-07,Pagbilao,BOND PAPER LONG (HARDCOPY),0.234034,35890.08434671885,8399.5,0,8399.5,22178.059598178043,5190.42,3209.08,0.3820560747663551,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,638,404,0.23403456061034217,4,5,Government,"PAGBILAO # 34,405.00",34405,8051.96,abf438f8c1800b2e1f273552d2cb6b93d7c9221680eb299d77d4d53831f0f7f9,true
2024s.csv,2024-05-07,2655,2024-05-07,Pagbilao,ELECTRICAL WIRE #14,0.170933,35890.027086636284,6134.79,0,6134.79,22177.987866591004,3790.95,2343.84,0.3820570875286685,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,638,404,0.17093305490728797,5,5,Government,"PAGBILAO # 34,405.00",34405,5880.95,abf438f8c1800b2e1f273552d2cb6b93d7c9221680eb299d77d4d53831f0f7f9,true
2024s.csv,2024-05-08,2675,2024-05-08,Pagbilao,STAPLE WIRE #35,0.174685,42651.05761799811,7450.5,0,7450.5,20550.018604917423,3589.78,3860.72,0.5181826723038722,valid,,estimated_backward_allocation,medium,prior_comparable_product_mix_value_frequency_blend,same_area_same_channel_prior_3y,638,404,0.17468520641979948,1,5,Government,"PAGBILAO # 42,960.00",42960,7504.48,5217a260c3a451a5a5a892d4909a002e06673e15308e434ac6b9c38f0bb43800,true
