data_layer,date_delivered,date_is_estimated,date_estimation_method,original_date_delivered,nearest_dated_source_row_number,date_source_row_distance,year,month,day,dr_number,area,product,quantity,unit_cost,total_cost,discount,net_cost,trade_price_unit,total_trade_price,net_income,margin_pct,quality_status,quality_notes,allocation_status,estimated,original_area,original_product,allocation_method,allocation_confidence,allocation_profile_level,allocation_weight,allocation_child_number,allocation_child_count,embedded_area_amount,allocated_embedded_area_amount,source_workbook,source_sheet,source_row_number,source_hash,business_hash,parent_source_hash,parent_business_hash,input_stage,standardization_applied,duplicate,allocation_profile_rows,allocation_profile_products,sales_acceptance_status,sales_rejection_reason
cleaned_sales,,,,,,,,,,,,,0,0,78734719.48,0,78185569.26,0,27587888.6538,50597680.6062,0.647149,rejected,missing area; invalid or missing delivery date; missing product,,,,,,,,,,,,,Sales_Report.xlsx,2021,4759,dd7ef33099ccaf76e3b252c700e589b0d5eb4eb5fcb9de696a6b36d83b65d26c,59582ff176ac2cb8262c6f356b7a2a93767e2f8a0015b57f2f27e547c29d09be,,,raw_medshield,"['quantity: blank converted to 0', 'unit_cost: blank converted to 0', 'discount: blank converted to 0', 'trade_price_unit: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,,,,0,0,78734719.48,0,78185569.26,0,27587888.6538,50597680.6062,0.647149,rejected,missing area; invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2021,4759,d6474b2c23ec9f2dfbdbe5e63b2fafb6f1aa7e1c20d7e5823d8ce0ed95cb80db,59582ff176ac2cb8262c6f356b7a2a93767e2f8a0015b57f2f27e547c29d09be,,,raw_medshield,"['quantity: blank converted to 0', 'unit_cost: blank converted to 0', 'discount: blank converted to 0', 'trade_price_unit: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,,,,0,0,78734719.48,0,78185569.26,0,27587888.6538,50597680.6062,0.647149,rejected,missing area; invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2021,4759,d6474b2c23ec9f2dfbdbe5e63b2fafb6f1aa7e1c20d7e5823d8ce0ed95cb80db,59582ff176ac2cb8262c6f356b7a2a93767e2f8a0015b57f2f27e547c29d09be,,,raw_medshield,"['quantity: blank converted to 0', 'unit_cost: blank converted to 0', 'discount: blank converted to 0', 'trade_price_unit: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,,,,0,0,78734719.48,0,78185569.26,0,27587888.6538,50597680.6062,0.647149,rejected,missing area; invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2021,4759,d6474b2c23ec9f2dfbdbe5e63b2fafb6f1aa7e1c20d7e5823d8ce0ed95cb80db,59582ff176ac2cb8262c6f356b7a2a93767e2f8a0015b57f2f27e547c29d09be,,,raw_medshield,"['quantity: blank converted to 0', 'unit_cost: blank converted to 0', 'discount: blank converted to 0', 'trade_price_unit: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,,,,0,0,78734719.48,0,78185569.26,0,27587888.6538,50597680.6062,0.647149,rejected,missing area; invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2021,4759,d6474b2c23ec9f2dfbdbe5e63b2fafb6f1aa7e1c20d7e5823d8ce0ed95cb80db,59582ff176ac2cb8262c6f356b7a2a93767e2f8a0015b57f2f27e547c29d09be,,,raw_medshield,"['quantity: blank converted to 0', 'unit_cost: blank converted to 0', 'discount: blank converted to 0', 'trade_price_unit: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,2021-01-11,,,,,,2021,01,11,DR-22041,Cavite,CARDIZAR 50MG,1,350,350,0,350,142.86,142.86,207.14,0.591829,valid,,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2021,1127,3520aa2128fce4a34c8e2b6207dbc581a21bfba36e53e2856cd1a0ff002c5e7a,b5c7cb17828ee5416b29e0eeacc62d66787b9ac85a326eac1f701a85b9f6f922,,,raw_medshield,['dr_number: standardized identifier format'],False,,,accepted_clean_sales,
cleaned_sales,2021-01-11,,,,,,2021,01,11,DR-22035,Cavite,CARDOWIN 1MG,20,970,19400,0,19400,280,5600,13800,0.71134,valid,,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2021,1129,882eb4014bb31016da7a949d0ddd75ca7fae8a83f2d818a4d3530bc2a162fab6,8467fe138d2d9505280399d797043c70cbfa6a2c2cbfc1f7111ad839241fddad,,,raw_medshield,['dr_number: standardized identifier format'],False,,,accepted_clean_sales,
cleaned_sales,2021-01-11,,,,,,2021,01,11,DR-22038,Cavite,CEEPRAZOL 20MG,3,1350,4050,0,4050,610,1830,2220,0.548148,valid,,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2021,1122,085f35dc8a7c611659ea1280e5f8d9085cacc75a0d103ab13bc4795d31248e46,f6ca0c6ff4572688ab98f1d11c3f61ece2edf430142389239c5246ca4c818142,,,raw_medshield,['dr_number: standardized identifier format'],False,,,accepted_clean_sales,
cleaned_sales,2021-01-11,,,,,,2021,01,11,DR-22037,Cavite,EPIX BY 10'S,5,860,4300,0,4300,175,875,3425,0.796512,valid,,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2021,1123,d52b19c7a71f2f5bd6facb569dac18b70e6a8f034329fc3bdd5ed64dc5498920,4a7546194d9192fbd7fec0ef52977e5bfdccc8b862c2233494c9a9768357e11e,,,raw_medshield,['dr_number: standardized identifier format'],False,,,accepted_clean_sales,
cleaned_sales,2021-01-11,,,,,,2021,01,11,DR-22042,Cavite,HYCLENS GARGLE (120ML),12,176,2112,0,2112,88,1056,1056,0.5,valid,,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2021,1126,6feb632c5b87df58e6e08abefa5931bd275f35d4b58fa8281d408198ef7d99aa,e2a7547f9a36f45f580b94be5195c4b6b23e08521d7647c00fdbbf6d878ee4d8,,,raw_medshield,['dr_number: standardized identifier format'],False,,,accepted_clean_sales,
