data_layer,date_delivered,date_is_estimated,date_estimation_method,original_date_delivered,nearest_dated_source_row_number,date_source_row_distance,year,month,day,dr_number,area,product,quantity,unit_cost,total_cost,discount,net_cost,trade_price_unit,total_trade_price,net_income,margin_pct,quality_status,quality_notes,allocation_status,estimated,original_area,original_product,allocation_method,allocation_confidence,allocation_profile_level,allocation_weight,allocation_child_number,allocation_child_count,embedded_area_amount,allocated_embedded_area_amount,source_workbook,source_sheet,source_row_number,source_hash,business_hash,parent_source_hash,parent_business_hash,input_stage,standardization_applied,duplicate,allocation_profile_rows,allocation_profile_products,sales_acceptance_status,sales_rejection_reason
cleaned_sales,,,,,,,,,,,,,0,0,59073341.4,342281.77,58731059.63,0,30506004.5,28225055.13,0.480581,rejected,missing area; invalid or missing delivery date; missing product,,,,,,,,,,,,,Sales_Report.xlsx,2024,5772,a0f8afae4dffea3e0cf46dac99254263b27bdbca0f973f8785985a58db2db8c6,d660118e6492659743965c40c2f81033ac5c73a7d78f51d5cbf4a2ac8a8553b5,,,raw_medshield,"['quantity: blank converted to 0', 'unit_cost: blank converted to 0', 'trade_price_unit: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,,,,0,0,59073341.4,342281.77,58731059.63,0,30506004.5,28225055.13,0.480581,rejected,missing area; invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2024,5772,45a1bf431706bc50a8d523f180e3bc8b0c3e8a0dc3842ee71262d645c8335ad1,d660118e6492659743965c40c2f81033ac5c73a7d78f51d5cbf4a2ac8a8553b5,,,raw_medshield,"['quantity: blank converted to 0', 'unit_cost: blank converted to 0', 'trade_price_unit: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,,,,0,0,59073341.4,342281.77,58731059.63,0,30506004.5,28225055.13,0.480581,rejected,missing area; invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2024,5772,45a1bf431706bc50a8d523f180e3bc8b0c3e8a0dc3842ee71262d645c8335ad1,d660118e6492659743965c40c2f81033ac5c73a7d78f51d5cbf4a2ac8a8553b5,,,raw_medshield,"['quantity: blank converted to 0', 'unit_cost: blank converted to 0', 'trade_price_unit: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,,,,0,0,59073341.4,342281.77,58731059.63,0,30506004.5,28225055.13,0.480581,rejected,missing area; invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2024,5772,45a1bf431706bc50a8d523f180e3bc8b0c3e8a0dc3842ee71262d645c8335ad1,d660118e6492659743965c40c2f81033ac5c73a7d78f51d5cbf4a2ac8a8553b5,,,raw_medshield,"['quantity: blank converted to 0', 'unit_cost: blank converted to 0', 'trade_price_unit: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,,,GLOVES SMALL LATEX NONSTERILE (FUSIONQUANTUM),0,0,0,0,0,0,0,0,0,rejected,missing area; invalid or missing delivery date,,,,,,,,,,,,,Sales_Report.xlsx,2024,2950,4ab32410eb30263a7a3688b9c53b01981d2c5b4ed5de016e78d44833d0d16806,3cdca5b362edc694272c44b56f7bc269ed951483b0bc190344aac0c94c12cec1,,,raw_medshield,"['quantity: blank converted to 0', 'unit_cost: blank converted to 0', 'total_cost: blank converted to 0', 'discount: blank converted to 0', 'trade_price_unit: blank converted to 0', 'total_trade_price: blank converted to 0']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,,,GLOVES SMALL LATEX NONSTERILE (FUSIONQUANTUM),0,0,0,0,0,0,0,0,0,rejected,missing area; invalid or missing delivery date,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2024,2950,e3d5d05382582d501758b9a48afd247b0f10fbfd2cd4b63f1d76694cfd19a598,3cdca5b362edc694272c44b56f7bc269ed951483b0bc190344aac0c94c12cec1,,,raw_medshield,"['quantity: blank converted to 0', 'unit_cost: blank converted to 0', 'total_cost: blank converted to 0', 'discount: blank converted to 0', 'trade_price_unit: blank converted to 0', 'total_trade_price: blank converted to 0']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,,,GLOVES SMALL LATEX NONSTERILE (FUSIONQUANTUM),0,0,0,0,0,0,0,0,0,rejected,missing area; invalid or missing delivery date,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2024,2950,e3d5d05382582d501758b9a48afd247b0f10fbfd2cd4b63f1d76694cfd19a598,3cdca5b362edc694272c44b56f7bc269ed951483b0bc190344aac0c94c12cec1,,,raw_medshield,"['quantity: blank converted to 0', 'unit_cost: blank converted to 0', 'total_cost: blank converted to 0', 'discount: blank converted to 0', 'trade_price_unit: blank converted to 0', 'total_trade_price: blank converted to 0']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,,,GLOVES SMALL LATEX NONSTERILE (FUSIONQUANTUM),0,0,0,0,0,0,0,0,0,rejected,missing area; invalid or missing delivery date,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2024,2950,e3d5d05382582d501758b9a48afd247b0f10fbfd2cd4b63f1d76694cfd19a598,3cdca5b362edc694272c44b56f7bc269ed951483b0bc190344aac0c94c12cec1,,,raw_medshield,"['quantity: blank converted to 0', 'unit_cost: blank converted to 0', 'total_cost: blank converted to 0', 'discount: blank converted to 0', 'trade_price_unit: blank converted to 0', 'total_trade_price: blank converted to 0']",False,,,accepted_clean_sales,
cleaned_sales,2024-01-02,,,,,,2024,01,02,DR-24636,Batangas,AFENAX 100MG TAB,2,1980,3960,0,3960,595,1190,2770,0.699495,valid,,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2024,907,c44a7c09ddc8d39128f3bc8e86592cbba6f2e82df7339830886b69e3c2f9ccc4,d2822f031bb9db12f0f8b2e71cc1b5518673dd7f2f6e5263a528c3b7818cf2e3,,,raw_medshield,['dr_number: standardized identifier format'],False,,,accepted_clean_sales,
cleaned_sales,2024-01-02,,,,,,2024,01,02,DR-24639,Batangas,ARTAL-H 50MG/12.5MG TAB,2,3000,6000,0,6000,115,230,5770,0.961667,valid,,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2024,900,57451f3efdb25f429edc8bcecbc686a8e2d81f6959d3f226e7bff37b7fcb51e4,cea1182dd28ddd3c4ec577074acb22342809915b4be12e4904417ded97149a58,,,raw_medshield,['dr_number: standardized identifier format'],False,,,accepted_clean_sales,
