data_layer,date_delivered,date_is_estimated,date_estimation_method,original_date_delivered,nearest_dated_source_row_number,date_source_row_distance,year,month,day,dr_number,area,product,quantity,unit_cost,total_cost,discount,net_cost,trade_price_unit,total_trade_price,net_income,margin_pct,quality_status,quality_notes,allocation_status,estimated,original_area,original_product,allocation_method,allocation_confidence,allocation_profile_level,allocation_weight,allocation_child_number,allocation_child_count,embedded_area_amount,allocated_embedded_area_amount,source_workbook,source_sheet,source_row_number,source_hash,business_hash,parent_source_hash,parent_business_hash,input_stage,standardization_applied,duplicate,allocation_profile_rows,allocation_profile_products,sales_acceptance_status,sales_rejection_reason
cleaned_sales,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,rejected,missing area; invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2017,6,373468776ab5fc3d4fa77a1d7bd0018ff548208e4f221ff62865e9de28a19080,641e2e75dcbde04dc8a527fd9a4d8d216bc2c95dddbff22ed28c2e512f1a62fc,,,raw_medshield,"['quantity: blank converted to 0', 'unit_cost: blank converted to 0', 'total_cost: blank converted to 0', 'discount: blank converted to 0', 'net_cost: blank converted to 0', 'trade_price_unit: blank converted to 0', 'total_trade_price: blank converted to 0', 'net_income: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,,,,149511.609933,6117998.119276,41767863.547214,0,0,1949665.194667,13024954.798557,28129794.453659,0,rejected,missing area; invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2017,5879,84a75734574dccc6710629cd58401b63ae109f32914d35d189bdf23d608ab082,d4f1192d5f1ccd634282818de406e842c24b05f7c3dbd0392287be3f974831fa,,,raw_medshield,"['discount: blank converted to 0', 'net_cost: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,DR-14050,Admin,,5,750,3750,0,0,170,850,2900,0,rejected,invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2017,2407,53cc4b2f1e464e6686b487e90116cec13ffecd2b51c45e9734d3816a055ea38b,f44fd31ed8fb0f60f6b8b380a53105322ae7e8dd0fe5ad369753739f67ed5220,,,raw_medshield,"['dr_number: standardized identifier format', 'discount: blank converted to 0', 'net_cost: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,DR-14050,Admin,,30,138,4140,0,0,26.25,787.5,3352.5,0,rejected,invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2017,2408,1caf25acfd8f6a0c100017240cb2497a28435521fc5338dd551d58e54297a387,ebd8e45c1f746ac1ae0dbfbd6ab6dcb419422f5a8997e4089a8c6638d5e5dbf2,,,raw_medshield,"['dr_number: standardized identifier format', 'discount: blank converted to 0', 'net_cost: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,DR-14050,Admin,,5,1250,6250,0,0,90,450,5800,0,rejected,invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2017,2409,c45e232c2e5803963c3f4b6bc57ccadd6e2c637a8edf9ca9fc498912dc7b9bbf,d92e3a0191f856987ceefe59393b902416889262348b37278cec2d486427f6f2,,,raw_medshield,"['dr_number: standardized identifier format', 'discount: blank converted to 0', 'net_cost: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,DR-14050,Admin,,5,862,4310,0,0,225,1125,3185,0,rejected,invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2017,2410,3c2c6067fd06f773b50288a41f49daeaef75e749092dd8bc8efeeb48f0d845c7,864c08538d8e887d7a4c48c712ea08651b9ae3daef262dbf5d73e1d8551aa010,,,raw_medshield,"['dr_number: standardized identifier format', 'discount: blank converted to 0', 'net_cost: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,DR-14050,Admin,,5,1725,8625,0,0,435,2175,6450,0,rejected,invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2017,2411,5f3bcc8a896b42935c3c43d471f2b6b3ef6386e1370e874481a91441ea5ad3a6,9c27cef75e1253ae5267c788730b84b6c2a6d8c330d2ef5fdbce98a27c5d3067,,,raw_medshield,"['dr_number: standardized identifier format', 'discount: blank converted to 0', 'net_cost: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,DR-14050,Admin,,5,2020,10100,0,0,450,2250,7850,0,rejected,invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2017,2412,a6eb60663149782e25bcfe0acc7d64279c346fb22e248e1c29f11ff2797c5e8f,a0131a5b7c44c6e2652d36582122b67be7cde6296049c8fa7b517f3b08fe88e4,,,raw_medshield,"['dr_number: standardized identifier format', 'discount: blank converted to 0', 'net_cost: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,DR-14050,Admin,,2,7500,15000,0,0,348,696,14304,0,rejected,invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2017,2413,5406af5020677ee7b48aa5f28532d0bd2815a5c220173e026674e66ae738faec,c24103fa1253fa2d8d5889d1cfcdac9bd0212cdde6aa1df29a38e9f1b4287c3b,,,raw_medshield,"['dr_number: standardized identifier format', 'discount: blank converted to 0', 'net_cost: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,DR-14421,Batangas,,12,400,4800,0,0,139.45,1673.4,3126.6,0,rejected,invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2017,2264,3a858c926f90f93b7fa76b1922f3fc3a64ca2d270ba98d9c551c49006e05e0e7,7428e0e199014cd8269b7936cb5d17825d78e0e2f7c0488a0ccf54375db70ce8,,,raw_medshield,"['dr_number: standardized identifier format', 'discount: blank converted to 0', 'net_cost: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
