data_layer,date_delivered,date_is_estimated,date_estimation_method,original_date_delivered,nearest_dated_source_row_number,date_source_row_distance,year,month,day,dr_number,area,product,quantity,unit_cost,total_cost,discount,net_cost,trade_price_unit,total_trade_price,net_income,margin_pct,quality_status,quality_notes,allocation_status,estimated,original_area,original_product,allocation_method,allocation_confidence,allocation_profile_level,allocation_weight,allocation_child_number,allocation_child_count,embedded_area_amount,allocated_embedded_area_amount,source_workbook,source_sheet,source_row_number,source_hash,business_hash,parent_source_hash,parent_business_hash,input_stage,standardization_applied,duplicate,allocation_profile_rows,allocation_profile_products,sales_acceptance_status,sales_rejection_reason
cleaned_sales,,,,,,,,,,,,,0,0,75427810.67,550754.74,74877055.93,0,29245537.67,45631518.26,0.609419,rejected,missing area; invalid or missing delivery date; missing product,,,,,,,,,,,,,Sales_Report.xlsx,2023,5896,3036384eb7abae77737187cbe7d7d336820402dda46370c68ea89d8483ba5b57,8d6dc8bd8bc28366b2aef2b79a06725a9c90f36b6ffd72a0cd379484768d9b5c,,,raw_medshield,"['quantity: blank converted to 0', 'unit_cost: blank converted to 0', 'trade_price_unit: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,,,,0,0,75427810.67,550754.74,74877055.93,0,29245537.67,45631518.26,0.609419,rejected,missing area; invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2023,5896,be09e957c7ec80ccd4da64bed049f83a1051ebbb88f05b251df5deba4fe53b3f,8d6dc8bd8bc28366b2aef2b79a06725a9c90f36b6ffd72a0cd379484768d9b5c,,,raw_medshield,"['quantity: blank converted to 0', 'unit_cost: blank converted to 0', 'trade_price_unit: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,,,,0,0,75427810.67,550754.74,74877055.93,0,29245537.67,45631518.26,0.609419,rejected,missing area; invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2023,5896,be09e957c7ec80ccd4da64bed049f83a1051ebbb88f05b251df5deba4fe53b3f,8d6dc8bd8bc28366b2aef2b79a06725a9c90f36b6ffd72a0cd379484768d9b5c,,,raw_medshield,"['quantity: blank converted to 0', 'unit_cost: blank converted to 0', 'trade_price_unit: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,,,,0,0,75427810.67,550754.74,74877055.93,0,29245537.67,45631518.26,0.609419,rejected,missing area; invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2023,5896,be09e957c7ec80ccd4da64bed049f83a1051ebbb88f05b251df5deba4fe53b3f,8d6dc8bd8bc28366b2aef2b79a06725a9c90f36b6ffd72a0cd379484768d9b5c,,,raw_medshield,"['quantity: blank converted to 0', 'unit_cost: blank converted to 0', 'trade_price_unit: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,,,,,,,,,,,,,0,0,75427810.67,550754.74,74877055.93,0,29245537.67,45631518.26,0.609419,rejected,missing area; invalid or missing delivery date; missing product,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2023,5896,be09e957c7ec80ccd4da64bed049f83a1051ebbb88f05b251df5deba4fe53b3f,8d6dc8bd8bc28366b2aef2b79a06725a9c90f36b6ffd72a0cd379484768d9b5c,,,raw_medshield,"['quantity: blank converted to 0', 'unit_cost: blank converted to 0', 'trade_price_unit: blank converted to 0', 'margin_pct: derived from net income / net cost']",False,,,accepted_clean_sales,
cleaned_sales,2023-01-07,,,,,,2023,01,07,DR-025204,Batangas,ARTAL-H 50MG/12.5MG,1,3000,3000,0,3000,151.82,151.82,2848.18,0.949393,valid,,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2023,87,33f5fe2f61ecc36ec0401ed0ab4e246ab94f2324a0f8e0ae6e8381079417f575,0461eb85834d2792cd0b76d784644e94dc7b045803ff8df799c9d1e5acbae22b,,,raw_medshield,['dr_number: standardized identifier format'],False,,,accepted_clean_sales,
cleaned_sales,2023-01-07,,,,,,2023,01,07,DR-025205,Batangas,ARTAL-H 50MG/12.5MG,1,3000,3000,0,3000,151.82,151.82,2848.18,0.949393,valid,,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2023,88,2b366dfcefef1fc4c3afdc81d73baace6b914701dad7e6d1ada971d066049e3e,b79bfcad138aeb808a44a697903adeb5c320025d94c5d63285236731a4ef6631,,,raw_medshield,['dr_number: standardized identifier format'],False,,,accepted_clean_sales,
cleaned_sales,2023-01-07,,,,,,2023,01,07,DR-025201,Batangas,BENERVA FORTE CAP,2,1500,3000,0,3000,525,1050,1950,0.65,valid,,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2023,84,bcd017cdcc2ca9af1f18168e15101d5ed8d60464b48811be999d607e105f3339,cc3bd7b6d0168a84230bea51e0f8f51c90d2edf2bbc1d4ce5288d17aa0a11838,,,raw_medshield,['dr_number: standardized identifier format'],False,,,accepted_clean_sales,
cleaned_sales,2023-01-07,,,,,,2023,01,07,DR-025202,Batangas,HISTARIL 1MG/50MG/5ML SYR,10,96,960,0,960,33,330,630,0.65625,valid,,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2023,85,489eaedb23ae5bb4696c4e546ddf88d9bd231150d1c8b3b98b3daa75a5ffeee2,435b6d4f9396a208192b9e6b6626c667f8c51447f48ef35d714aed0031ecf17d,,,raw_medshield,['dr_number: standardized identifier format'],False,,,accepted_clean_sales,
cleaned_sales,2023-01-07,,,,,,2023,01,07,DR-024898,Batangas,HYCLENS WOUND SPRAY (60ML),10,280,2800,0,2800,114.66,1146.6,1653.4,0.5905,valid,,,,,,,,,,,,,,Medshield__Keith_San_Miguel_.xlsx,sales2023,81,ea4709298fbf5ad79577b158914a8a6c376addd79511d4f72ddb08865fe8a722,052c4856d39dc62e61156e49c6b859a9d2c8c800c0643ed664f0f5a7ae6022c4,,,raw_medshield,['dr_number: standardized identifier format'],False,,,accepted_clean_sales,
