product,quantity,revenue,gross_margin_amount,row_count,active_months,estimated_contract_rows,net_income_clean,revenue_clean,rank,gross_margin_rate,revenue_share,cumulative_revenue_share,abc_class,method,status
FERGLOBIN FA 60MG/400MCG,-5.31,131029.19,130209.09,98,45,0,11113.470000000001,13504.17,321,0.822966,0.000562,0.75854,A,ABC/Pareto using total_trade_price revenue,draft
MUCOLIFAR 500MG,148.0,130800.0,130480.0,62,25,0,0.0,0.0,322,0.0,0.000561,0.759101,A,ABC/Pareto using total_trade_price revenue,draft
IVERMECTIN15MG DR ZENS,50.8,130599.0,8530.0,19,10,0,8530.0,84429.0,323,0.101032,0.00056,0.759661,A,ABC/Pareto using total_trade_price revenue,draft
CATAMED 75MCG TAB,299.0,130399.0,124336.25,56,31,0,8064.25,14897.0,324,0.541334,0.000559,0.76022,A,ABC/Pareto using total_trade_price revenue,draft
AMPICARE 500MG/250MG,389.0,129310.0,129310.0,16,11,0,0.0,0.0,325,0.0,0.000555,0.760775,A,ABC/Pareto using total_trade_price revenue,draft
GLOVES STERILE LATEX (6.5) SURE-GUARD,170.0,129000.0,46225.0,5,4,0,22225.0,26250.0,326,0.846667,0.000553,0.761328,A,ABC/Pareto using total_trade_price revenue,draft
CARDOWIN 1MG/ML 10ML,1410.0,126900.0,92303.4,5,3,0,89603.4,124200.0,327,0.721444,0.000544,0.761872,A,ABC/Pareto using total_trade_price revenue,draft
PULSE OXIMTER ADULT (CHOICEMMED),108.0,126480.0,116130.0,4,4,0,22050.0,32400.0,328,0.680556,0.000543,0.762415,A,ABC/Pareto using total_trade_price revenue,draft
DEXAMAK 4MG/ML (8MG/2ML),361.0,126020.0,106174.36,11,8,0,1054.3600000000001,1900.0,329,0.554926,0.000541,0.762956,A,ABC/Pareto using total_trade_price revenue,draft
DENGUE 1GG/1GM 25 TEST+1,10.0,125000.0,0.0,2,1,0,0.0,0.0,330,0.0,0.000536,0.763492,A,ABC/Pareto using total_trade_price revenue,draft
AIDEX 5LITRES,93.0,124020.0,114500.0,10,4,0,41640.0,51160.0,331,0.813917,0.000532,0.764024,A,ABC/Pareto using total_trade_price revenue,draft
CELEKOP 200MG CAP,340.4326,123438.5,72586.74,20,8,3,52582.740000000005,103434.5,332,0.508368,0.000529,0.764553,A,ABC/Pareto using total_trade_price revenue,draft
ZILTEM 25MG,78.114,123287.18,117218.56,24,13,1,6818.650000000001,12887.27,333,0.5291,0.000529,0.765082,A,ABC/Pareto using total_trade_price revenue,draft
AMINOSTERIL INFANT 6% 100ML,250.0,123200.0,34447.5,2,1,0,34447.5,123200.0,334,0.279606,0.000528,0.76561,A,ABC/Pareto using total_trade_price revenue,draft
DIGITAL THERMOMETER - ADVAN,1996.0,122848.0,114628.0,14,12,0,40040.0,50360.0,335,0.795075,0.000527,0.766137,A,ABC/Pareto using total_trade_price revenue,draft
SOLVAPRINE 10MG TAB,774.6836,122539.97,115389.86,85,28,1,3864.86,11014.970000000001,336,0.350873,0.000526,0.766663,A,ABC/Pareto using total_trade_price revenue,draft
TRAXAN 100MG,611.0,122200.0,120185.0,20,8,0,1985.0,4000.0,337,0.49625,0.000524,0.767187,A,ABC/Pareto using total_trade_price revenue,draft
ALCOHOL 70% ISOPROPYL 500ML,1355.0,121950.0,20550.0,8,5,0,20550.0,99450.0,338,0.206637,0.000523,0.76771,A,ABC/Pareto using total_trade_price revenue,draft
INSULIN SYRINGE WITH NEEDLE 1/2CC 29GX1/2 (TERUMO),162.0,121500.0,72414.0,7,4,0,72414.0,121500.0,339,0.596,0.000521,0.768231,A,ABC/Pareto using total_trade_price revenue,draft
BUPIRIGHT 5MG/ML,784.8,121275.0,121275.0,97,16,0,0.0,0.0,340,0.0,0.00052,0.768752,A,ABC/Pareto using total_trade_price revenue,draft
APCELAC 500MG,302.6,121040.0,77155.0,41,25,0,76755.0,120400.0,341,0.6375,0.000519,0.769271,A,ABC/Pareto using total_trade_price revenue,draft
MATTRESS 2X36X75,200.0,120000.0,120000.0,1,1,0,0.0,0.0,342,0.0,0.000515,0.769786,A,ABC/Pareto using total_trade_price revenue,draft
STEEL FILING CABINET - PO G2680,15.0,119985.0,101140.0,2,2,0,101140.0,119985.0,343,0.842939,0.000515,0.7703,A,ABC/Pareto using total_trade_price revenue,draft
CLOXANE 500MG,443.1587,119952.95,67292.93,17,7,1,46662.93,99322.95,344,0.46981,0.000515,0.770815,A,ABC/Pareto using total_trade_price revenue,draft
ANMUM MATERNA PLAIN 180G X 24,624.0,119184.0,55224.0,1,1,0,55224.0,119184.0,345,0.463351,0.000511,0.771326,A,ABC/Pareto using total_trade_price revenue,draft
JAGAPLEX TAB,369.28,119149.81,108629.6433,136,44,0,276.5,790.0,346,0.35,0.000511,0.771837,A,ABC/Pareto using total_trade_price revenue,draft
TRIZEF 200MG TAB,74.0,118400.0,118400.0,38,21,0,0.0,0.0,347,0.0,0.000508,0.772345,A,ABC/Pareto using total_trade_price revenue,draft
DOPAMET 250MG TAB,595.1,118122.94,102541.44,63,40,0,3002.0,19344.0,348,0.15519,0.000507,0.772852,A,ABC/Pareto using total_trade_price revenue,draft
AIRCON SPLIT TYPE 2.5HP INVERTER (CARRIER),2.0,117996.0,117996.0,1,1,0,0.0,0.0,349,0.0,0.000506,0.773358,A,ABC/Pareto using total_trade_price revenue,draft
OMEFREE,2510.0,117970.0,117970.0,3,3,0,0.0,0.0,350,0.0,0.000506,0.773864,A,ABC/Pareto using total_trade_price revenue,draft
GLOVES STERILE LATEX (7.5) SURE-GUARD,147.0,117600.0,31312.0,7,4,0,912.0,3200.0,351,0.285,0.000504,0.774368,A,ABC/Pareto using total_trade_price revenue,draft
MONILIASOL 125MG/5ML,3517.9,117598.074,112549.7977,263,43,0,8705.089100000001,14625.025,352,0.595219,0.000504,0.774873,A,ABC/Pareto using total_trade_price revenue,draft
"MICROPORE 1"" - 3M",308.23,117127.3997,93957.1665,40,22,0,21028.833285,42116.66654,353,0.4993,0.000502,0.775375,A,ABC/Pareto using total_trade_price revenue,draft
HYCLENS 0.12% GARGLE 60ML,1794.0,116610.0,114801.5,28,15,0,2546.5,4290.0,354,0.59359,0.0005,0.775875,A,ABC/Pareto using total_trade_price revenue,draft
STOOL CUP,1901.0,116287.0,1250.0,9,6,0,1250.0,2500.0,355,0.5,0.000499,0.776374,A,ABC/Pareto using total_trade_price revenue,draft
DIGITAL THERMOMETER - SURGITECH,2078.0,115955.0,78495.0,37,28,0,27265.0,64045.0,356,0.425716,0.000497,0.776871,A,ABC/Pareto using total_trade_price revenue,draft
TRANSPORE 1 ICNH 3M CLEAR,150.0,115500.0,6450.0,4,4,0,6450.0,107800.0,357,0.059833,0.000495,0.777367,A,ABC/Pareto using total_trade_price revenue,draft
ACCU CHECK GLUCOSE STRIPS,135.96,114856.4,49481.6,13,6,0,49481.6,114856.4,358,0.430813,0.000493,0.777859,A,ABC/Pareto using total_trade_price revenue,draft
EVAPROST 250,257.0,114400.0,114110.0,7,5,0,3285.0,3575.0,359,0.918881,0.000491,0.77835,A,ABC/Pareto using total_trade_price revenue,draft
RELAXSAPH 500MCG+2.5MG/2.5ML,428.33,113808.33,100530.67,5,4,0,40605.67,53883.33,360,0.753585,0.000488,0.778838,A,ABC/Pareto using total_trade_price revenue,draft
SPASBACINE,455.0,113750.0,113750.0,10,7,0,0.0,0.0,361,0.0,0.000488,0.779326,A,ABC/Pareto using total_trade_price revenue,draft
NERVAPLEX 500MG,211.41,113689.15,126895.0,119,24,0,9546.6,11070.0,362,0.862385,0.000488,0.779814,A,ABC/Pareto using total_trade_price revenue,draft
SPASBASCINE 20MG/ML,537.0,112246.0,67286.0,14,12,0,40830.0,85790.0,363,0.47593,0.000481,0.780295,A,ABC/Pareto using total_trade_price revenue,draft
GLOVES LARGE LATEX NONSTERILE (INDOPLAS),143.2331,112170.41,51611.56,10,5,2,51611.56,112170.40999999999,364,0.460117,0.000481,0.780776,A,ABC/Pareto using total_trade_price revenue,draft
DIFLOSID 25MG/ML 3ML,387.2296,112059.64,70074.43,68,27,3,21453.93,23501.31,365,0.912882,0.000481,0.781257,A,ABC/Pareto using total_trade_price revenue,draft
TAZACIN 4G/500MG IV,840.0,111656.0,107035.0,15,11,0,10237.0,14858.0,366,0.688989,0.000479,0.781736,A,ABC/Pareto using total_trade_price revenue,draft
AEROVENT 1MG/ML,459.51,111334.2863,89828.6063,34,22,0,60839.66,103595.34,367,0.587282,0.000478,0.782214,A,ABC/Pareto using total_trade_price revenue,draft
CLOVAS 75MG TAB,305.0,110772.6,110772.6,15,13,0,0.0,0.0,368,0.0,0.000475,0.782689,A,ABC/Pareto using total_trade_price revenue,draft
STOPPER HEPLOCK -FIRST AID,201.0,110550.0,550.0,2,2,0,0.0,0.0,369,0.0,0.000474,0.783163,A,ABC/Pareto using total_trade_price revenue,draft
MUPIDERM,1425.0,110291.38,71099.68,10,6,0,16088.3,53600.0,370,0.300155,0.000473,0.783636,A,ABC/Pareto using total_trade_price revenue,draft
NOVASARTAN 50MG,2000.0,110000.0,55000.0,2,2,0,0.0,0.0,371,0.0,0.000472,0.784108,A,ABC/Pareto using total_trade_price revenue,draft
EXEL 500MG CAP,478.0,109738.1567,95732.0833,24,17,0,56411.963334,69962.036666,372,0.806322,0.000471,0.784579,A,ABC/Pareto using total_trade_price revenue,draft
AMBIDOL 50MG/ML (100MG/2ML),1271.0,109499.0,45328.0,64,32,0,17922.0,89438.0,373,0.200385,0.00047,0.785048,A,ABC/Pareto using total_trade_price revenue,draft
LYCORTIS 100MG,206.0,108974.0,38910.0,6,3,0,38910.0,111090.0,374,0.350257,0.000467,0.785516,A,ABC/Pareto using total_trade_price revenue,draft
LIFERZIN 1G IV,115.6133,108906.54,90189.94,33,19,4,12393.380000000001,31109.98,375,0.398373,0.000467,0.785983,A,ABC/Pareto using total_trade_price revenue,draft
SAMPLE VESSELS 120ML WITH SODIUM THIOSULFATE,11.0,107800.0,89340.0,3,3,0,89340.0,107800.0,376,0.828757,0.000462,0.786445,A,ABC/Pareto using total_trade_price revenue,draft
EMZART-40 40MG,665.119,107590.91,105595.25,65,26,1,2791.25,4786.91,377,0.583101,0.000461,0.786907,A,ABC/Pareto using total_trade_price revenue,draft
TRASH BAG LARGE GREEN,20.4028,106243.68,56586.82,3,2,2,49986.82,99643.68,378,0.501656,0.000456,0.787362,A,ABC/Pareto using total_trade_price revenue,draft
XITHROM 150MG,91.0,104975.0,104975.0,29,11,0,0.0,0.0,379,0.0,0.00045,0.787813,A,ABC/Pareto using total_trade_price revenue,draft
CEFZIME 750MG IM/IV,1920.0,104625.0,104475.0,24,5,0,0.0,0.0,380,0.0,0.000449,0.788261,A,ABC/Pareto using total_trade_price revenue,draft
HYOSAPH 20MG/ML,615.0,104550.0,104550.0,3,3,0,103700.0,103700.0,381,1.0,0.000448,0.78871,A,ABC/Pareto using total_trade_price revenue,draft
CEFZOX 1G VIAL W/ DILUENT,3901.0,104390.0,113210.0,18,13,0,0.0,0.0,382,0.0,0.000448,0.789158,A,ABC/Pareto using total_trade_price revenue,draft
AMBIDOL 50MG/ML (100MG/2ML) 2ML,324.0818,103748.32,94933.82,49,27,5,28756.03,37570.53,383,0.765388,0.000445,0.789603,A,ABC/Pareto using total_trade_price revenue,draft
MEFECOD 50MG,137.4,103311.5,29186.5,12,7,0,0.0,0.0,384,0.0,0.000443,0.790046,A,ABC/Pareto using total_trade_price revenue,draft
PLASTIC CHAIR - PO G2680,290.0,103030.0,65780.0,3,3,0,29900.0,67150.0,385,0.445272,0.000442,0.790488,A,ABC/Pareto using total_trade_price revenue,draft
EVAPROST 125,370.0,102960.0,98892.0,12,4,0,7164.0,11232.0,386,0.637821,0.000442,0.790929,A,ABC/Pareto using total_trade_price revenue,draft
CORSTAPH 500MG,1796.0,102081.45,102066.6,69,28,0,903.0,2175.0,387,0.415172,0.000438,0.791367,A,ABC/Pareto using total_trade_price revenue,draft
AMPICELO 500MG,867.0,101896.75,8020.0,8,6,0,0.0,0.0,388,0.0,0.000437,0.791804,A,ABC/Pareto using total_trade_price revenue,draft
DIPHENPORS 50MG/ML 1ML,429.2458,101720.04,85749.8,20,9,2,20484.99,36455.23,389,0.561922,0.000436,0.792241,A,ABC/Pareto using total_trade_price revenue,draft
GLOVES BLUE VINYL/NITRILE BLEND (XL),362.0,101360.0,100833.12,4,2,0,2833.12,3360.0,390,0.84319,0.000435,0.792675,A,ABC/Pareto using total_trade_price revenue,draft
POVIDONE IODINE 75MG/ML (7.5% W/V) 120ML (ZETADONE),1440.0,100800.0,71784.0,1,1,0,71784.0,100800.0,391,0.712143,0.000432,0.793108,A,ABC/Pareto using total_trade_price revenue,draft
UNDERPADS ANTIBACTERIAL LARGE (HEXACARE),964.0,100725.0,100165.0,14,8,0,9365.0,9925.0,392,0.943577,0.000432,0.79354,A,ABC/Pareto using total_trade_price revenue,draft
SAPHLECOX 200MG,651.66,100521.0,98299.64,74,33,0,3097.9,4818.08,393,0.642974,0.000431,0.793971,A,ABC/Pareto using total_trade_price revenue,draft
GLOVES MEDIUM VINYL NONSTERILE (SUREGUARD),500.0,100000.0,0.0,1,1,0,0.0,0.0,394,0.0,0.000429,0.7944,A,ABC/Pareto using total_trade_price revenue,draft
ACER ASPIRE DESKTOP TC1650,2.0,99980.0,33109.98,1,1,0,33109.98,99980.0,395,0.331166,0.000429,0.794829,A,ABC/Pareto using total_trade_price revenue,draft
MULTI GROW 30ML DROPS,1583.0,99628.0,106435.556,117,47,0,30189.556,36144.0,396,0.835258,0.000427,0.795256,A,ABC/Pareto using total_trade_price revenue,draft
NOPHLEGM 200MG,620.0,99200.0,18600.0,3,3,0,18600.0,99200.0,397,0.1875,0.000426,0.795682,A,ABC/Pareto using total_trade_price revenue,draft
AZICARE 500MG TAB,203.4933,98952.0967,70291.3567,31,18,0,3359.48,9507.220000000001,398,0.353361,0.000424,0.796106,A,ABC/Pareto using total_trade_price revenue,draft
ZEFTACARE 1G,2390.0,98020.0,103190.0,42,23,0,160.0,840.0,399,0.190476,0.00042,0.796527,A,ABC/Pareto using total_trade_price revenue,draft
DROPLIGHT GOOSE NECK EXAMINATION LAMP,39.0,97500.0,97305.0,1,1,0,97305.0,97500.0,400,0.998,0.000418,0.796945,A,ABC/Pareto using total_trade_price revenue,draft
HYPOSOL,1248.0,97344.0,97344.0,5,5,0,0.0,0.0,401,0.0,0.000418,0.797362,A,ABC/Pareto using total_trade_price revenue,draft
GLOVEDOL 6.25MG,1777.33,97302.0433,97739.0933,68,39,0,220.0,476.0,402,0.462185,0.000417,0.79778,A,ABC/Pareto using total_trade_price revenue,draft
EQUIRAB,56.0,96250.0,0.0,4,2,0,0.0,0.0,403,0.0,0.000413,0.798193,A,ABC/Pareto using total_trade_price revenue,draft
ENERFLOW 325MG/100MG,600.0,96000.0,0.0,1,1,0,0.0,0.0,404,0.0,0.000412,0.798604,A,ABC/Pareto using total_trade_price revenue,draft
ACIFOX,304.1,95360.0,87240.0,5,4,0,57440.0,65560.0,405,0.876144,0.000409,0.799013,A,ABC/Pareto using total_trade_price revenue,draft
MUROPHAR,1526.0,94540.0,90365.0,13,10,0,12300.0,15000.0,406,0.82,0.000406,0.799419,A,ABC/Pareto using total_trade_price revenue,draft
NERVAMIN PLUS 500MG/50MG/100MG/100MCG,281.6,94330.4,94574.4,111,18,0,0.0,0.0,407,0.0,0.000405,0.799823,A,ABC/Pareto using total_trade_price revenue,draft
HBSAG MD 100T,253.0,93385.0,16435.0,3,2,0,5275.0,82225.0,408,0.064153,0.000401,0.800224,B,ABC/Pareto using total_trade_price revenue,draft
ZEGECEF 250MG/5ML,670.0,93211.0,90256.799,36,12,0,11397.899,12962.1,409,0.879325,0.0004,0.800624,B,ABC/Pareto using total_trade_price revenue,draft
REPAIRS - HEALFORCE TOPLED 8060,1.0,92900.0,54375.0,1,1,0,54375.0,92900.0,410,0.585307,0.000398,0.801022,B,ABC/Pareto using total_trade_price revenue,draft
JAGAPLEX,310.5,92241.5,91661.5,95,28,0,5535.0,6115.0,411,0.905151,0.000396,0.801418,B,ABC/Pareto using total_trade_price revenue,draft
GAUZE PAD STERILE 4X4-8PLY 28X24 MESH (INDOPLAS),384.0,92160.0,32640.0,4,2,0,32640.0,92160.0,412,0.354167,0.000395,0.801813,B,ABC/Pareto using total_trade_price revenue,draft
CANDIVA EAR DROPS 15ML,200.0,91820.0,28180.0,1,1,0,28180.0,91820.0,413,0.306905,0.000394,0.802207,B,ABC/Pareto using total_trade_price revenue,draft
KING CUP SARDINES,6000.0,91200.0,49800.0,1,1,0,49800.0,91200.0,414,0.546053,0.000391,0.802598,B,ABC/Pareto using total_trade_price revenue,draft
STERILE WATER 10ML PARENTERAL,155.0,90287.5,49397.5,2,1,0,46485.0,87375.0,415,0.532017,0.000387,0.802986,B,ABC/Pareto using total_trade_price revenue,draft
ISOLATION GOWN - RHYCOM,1500.0,90000.0,90000.0,1,1,0,0.0,0.0,416,0.0,0.000386,0.803372,B,ABC/Pareto using total_trade_price revenue,draft
ECG MACHINE THREE CHANNEL WILCARE,2.0,90000.0,49900.0,1,1,0,49900.0,90000.0,417,0.554444,0.000386,0.803758,B,ABC/Pareto using total_trade_price revenue,draft
BOUFFANT CAP,602.5,89304.0,48241.5,22,13,0,30127.5,71340.0,418,0.422309,0.000383,0.804141,B,ABC/Pareto using total_trade_price revenue,draft
SAMSUNG 2HP INVERTER AIRCON,2.0,88990.0,88990.0,1,1,0,0.0,0.0,419,0.0,0.000382,0.804522,B,ABC/Pareto using total_trade_price revenue,draft
POLO SHIRT BC,444.0,88800.0,88800.0,1,1,0,0.0,0.0,420,0.0,0.000381,0.804903,B,ABC/Pareto using total_trade_price revenue,draft
HYCLENS GARGLE (60ML),1363.0,88595.0,49458.5,64,28,0,28593.5,55445.0,421,0.515709,0.00038,0.805283,B,ABC/Pareto using total_trade_price revenue,draft
GLOVES 6.5 PROTEXIS,49.0,88200.0,44076.0,2,2,0,44076.0,88200.0,422,0.499728,0.000378,0.805662,B,ABC/Pareto using total_trade_price revenue,draft
DIANAPRIL-5,410.0,88150.0,860.0,2,1,0,0.0,0.0,423,0.0,0.000378,0.80604,B,ABC/Pareto using total_trade_price revenue,draft
ISOPROPHYL ALCOHOL 70% GALLON (DR.J),190.0,87780.0,51060.0,3,2,0,51060.0,87780.0,424,0.581681,0.000377,0.806416,B,ABC/Pareto using total_trade_price revenue,draft
MONILIASOL 500MG,532.9,87504.0,87749.12,187,36,0,1529.12,2380.8,425,0.642272,0.000375,0.806792,B,ABC/Pareto using total_trade_price revenue,draft
MERGOT 125MCG,104.7036,87495.01,81838.18,42,17,4,12821.76,18478.59,426,0.693871,0.000375,0.807167,B,ABC/Pareto using total_trade_price revenue,draft
ANTIZOAL,3465.0,87025.0,87025.0,20,7,0,0.0,0.0,427,0.0,0.000373,0.80754,B,ABC/Pareto using total_trade_price revenue,draft
ACEFLO 250MCG/1000UNITS/3.5MG 5ML,250.0,87000.0,23000.0,1,1,0,23000.0,87000.0,428,0.264368,0.000373,0.807913,B,ABC/Pareto using total_trade_price revenue,draft
CHLORINE - SUPER CHLOR,13.2079,86402.1,68110.99,4,4,1,57610.99,75902.1,429,0.759017,0.000371,0.808284,B,ABC/Pareto using total_trade_price revenue,draft
HEPA B CASSETTE - RIGHT SIGN,64.0,86400.0,52520.0,2,2,0,52520.0,86400.0,430,0.60787,0.000371,0.808655,B,ABC/Pareto using total_trade_price revenue,draft
SALA SET - 311 SOFA WITH CENTER TABLE,4.0,86000.0,58400.0,1,1,0,58400.0,86000.0,431,0.67907,0.000369,0.809024,B,ABC/Pareto using total_trade_price revenue,draft
FERN-D 120'S,126.0,85680.0,84100.0,3,3,0,460.0,2040.0,432,0.22549,0.000368,0.809391,B,ABC/Pareto using total_trade_price revenue,draft
ANMUM MATERNA CHOCO 180G X 24,447.0,85377.0,39559.5,1,1,0,39559.5,85377.0,433,0.463351,0.000366,0.809757,B,ABC/Pareto using total_trade_price revenue,draft
EUROXIME 250MG/5ML,607.0,85104.5,84283.5392,64,19,0,5723.2891979999995,6544.25,434,0.874552,0.000365,0.810122,B,ABC/Pareto using total_trade_price revenue,draft
HYCLENS SKIN CLEANSER 4G/100ML 60ML,750.0,85050.0,83037.6,2,2,0,1389.6,3402.0,435,0.408466,0.000365,0.810487,B,ABC/Pareto using total_trade_price revenue,draft
PHARMINE,100.0,85000.0,50000.0,2,1,0,50000.0,85000.0,436,0.588235,0.000365,0.810852,B,ABC/Pareto using total_trade_price revenue,draft
GAUZE ROLL 28X24,113.0,84880.0,29980.0,7,6,0,22500.0,34200.0,437,0.657895,0.000364,0.811216,B,ABC/Pareto using total_trade_price revenue,draft
ACTEINSAPH-600 600MG,314.0,84780.0,77970.0,13,8,0,6555.0,13365.0,438,0.49046,0.000364,0.811579,B,ABC/Pareto using total_trade_price revenue,draft
HIVENT 1MG/2.5ML,311.1833,84534.0525,67097.7357,45,25,0,35618.325710000005,67181.6425,439,0.530179,0.000363,0.811942,B,ABC/Pareto using total_trade_price revenue,draft
BLOOD CHOLESTEROL TEST STRIPS (EASYTOUCH),67.0,84098.0,30101.0,2,2,0,30101.0,84098.0,440,0.357928,0.000361,0.812303,B,ABC/Pareto using total_trade_price revenue,draft
AMBICAL-PLUS 500MG/200IU,561.0,83869.5,70405.5,1,1,0,70405.5,83869.5,441,0.839465,0.00036,0.812663,B,ABC/Pareto using total_trade_price revenue,draft
OPTRYL 5MG/G (0.5%) 5G,629.0,83607.5,64141.0,18,13,0,21861.0,37475.5,442,0.583341,0.000359,0.813021,B,ABC/Pareto using total_trade_price revenue,draft
VIENA SAUSAGE 260GMS,2000.0,83500.0,26300.0,1,1,0,26300.0,83500.0,443,0.31497,0.000358,0.813379,B,ABC/Pareto using total_trade_price revenue,draft
TRASH BAG LARGE TRANSPARENT,30.412,83217.3,60794.51,4,3,2,52544.509999999995,73317.3,444,0.716673,0.000357,0.813736,B,ABC/Pareto using total_trade_price revenue,draft
FOLACID 5MG CAP,350.0,82687.5,75410.94,48,25,0,61708.43999999999,68985.0,445,0.89452,0.000355,0.814091,B,ABC/Pareto using total_trade_price revenue,draft
HYCLENS SKIN CLEANSER 60ML,720.0,81648.0,81648.0,1,1,0,0.0,0.0,446,0.0,0.00035,0.814441,B,ABC/Pareto using total_trade_price revenue,draft
ATORBET 40MG,45.1155,81248.89,46227.69,5,5,1,37902.69,72923.89,447,0.519757,0.000349,0.81479,B,ABC/Pareto using total_trade_price revenue,draft
AMBILIN 500,845.0,80900.0,64350.0,16,9,0,4150.0,13500.0,448,0.307407,0.000347,0.815137,B,ABC/Pareto using total_trade_price revenue,draft
XRAY FILM 14X17 (FUJI),17.0,80748.0,19778.0,6,3,0,19778.0,73148.0,449,0.270383,0.000346,0.815483,B,ABC/Pareto using total_trade_price revenue,draft
OLXARIN 4000IU/0.4ML 40MG/0.4ML,183.0,80520.0,80520.0,2,1,0,0.0,0.0,450,0.0,0.000345,0.815828,B,ABC/Pareto using total_trade_price revenue,draft
VICEPHRIN 250MG/5ML,1588.0,80502.54,80481.54,118,32,0,27.0,48.0,451,0.5625,0.000345,0.816174,B,ABC/Pareto using total_trade_price revenue,draft
LIPIVASC,280.0,80500.0,80500.0,25,11,0,0.0,0.0,452,0.0,0.000345,0.816519,B,ABC/Pareto using total_trade_price revenue,draft
INSULIN SYRINGE 1/2 CC G29 TERUMO,101.0,80300.0,51200.0,20,18,0,27950.0,58550.0,453,0.47737,0.000344,0.816863,B,ABC/Pareto using total_trade_price revenue,draft
"IV CANNULA G.22 X 1"" INTROCAN - B BRAUN",13.0,80200.0,11900.0,3,2,0,3200.0,52000.0,454,0.061538,0.000344,0.817207,B,ABC/Pareto using total_trade_price revenue,draft
ZUDEM 200MG,50.0,80000.0,80000.0,18,9,0,0.0,0.0,455,0.0,0.000343,0.817551,B,ABC/Pareto using total_trade_price revenue,draft
METACORT 4MG/ML (8MG/2ML) 2ML,160.0,80000.0,5000.0,3,2,0,0.0,0.0,456,0.0,0.000343,0.817894,B,ABC/Pareto using total_trade_price revenue,draft
FUSIFRED 20MG/G (2% W/W) 10G,1000.0,80000.0,80000.0,2,1,0,0.0,0.0,457,0.0,0.000343,0.818237,B,ABC/Pareto using total_trade_price revenue,draft
HISTARIL 1MG/50MG/5ML SYR,3124.0,79143.03,73617.44,206,50,0,8609.150000000001,13580.85,458,0.633918,0.000339,0.818576,B,ABC/Pareto using total_trade_price revenue,draft
LACTAMOX 250MG/62.5MG/5ML 60ML,610.0,79117.0,79117.0,33,13,0,0.0,0.0,459,0.0,0.000339,0.818916,B,ABC/Pareto using total_trade_price revenue,draft
GOPAMINE 40MG/ML (200MG/5ML) 5ML,508.0,78740.0,64880.0,19,12,0,5670.0,19530.0,460,0.290323,0.000338,0.819254,B,ABC/Pareto using total_trade_price revenue,draft
PHILCLOX 500MG,332.42,78136.91,77085.97,52,26,0,8801.529999999999,9852.470000000001,461,0.893332,0.000335,0.819589,B,ABC/Pareto using total_trade_price revenue,draft
NICARDSAPH 1MG/ML 10ML AMP,710.0,78100.0,73920.0,7,5,0,0.0,0.0,462,0.0,0.000335,0.819924,B,ABC/Pareto using total_trade_price revenue,draft
IROMAX 20MG/ML (100MG/5ML) 5ML,260.0,78000.0,31863.0,2,2,0,31863.0,78000.0,463,0.4085,0.000335,0.820258,B,ABC/Pareto using total_trade_price revenue,draft
AEROVENT 1MG 30'S,293.17,77688.99,38728.72,16,6,0,37801.22,70931.49,464,0.532926,0.000333,0.820591,B,ABC/Pareto using total_trade_price revenue,draft
ALCOHOL ISOPROPHYL 70% - ALCORADE,235.0,77550.0,77550.0,2,2,0,0.0,0.0,465,0.0,0.000333,0.820924,B,ABC/Pareto using total_trade_price revenue,draft
TRASH BAG XXL TRANSPARENT,25.2095,77395.73,26971.55,2,2,1,26971.55,77395.73000000001,466,0.348489,0.000332,0.821256,B,ABC/Pareto using total_trade_price revenue,draft
TRASH BAG XXL YELLOW,25.2095,77395.73,26971.56,2,2,1,26971.559999999998,77395.73000000001,467,0.348489,0.000332,0.821588,B,ABC/Pareto using total_trade_price revenue,draft
ATREX 1MG/ML IV,148.1001,77259.84,54001.75,25,17,1,25131.75,48389.84,468,0.51936,0.000331,0.821919,B,ABC/Pareto using total_trade_price revenue,draft
DENGUE NS1,14.0,77000.0,27500.0,2,2,0,0.0,0.0,469,0.0,0.00033,0.82225,B,ABC/Pareto using total_trade_price revenue,draft
QUADMAX,90.0,76608.0,32838.0,5,5,0,24238.0,68008.0,470,0.356399,0.000329,0.822578,B,ABC/Pareto using total_trade_price revenue,draft
RESPINAL 500MG,181.0,76606.78,73177.1,53,30,0,800.0,1679.6799999999998,471,0.476281,0.000329,0.822907,B,ABC/Pareto using total_trade_price revenue,draft
BAMBOO TUMBLERS 450ML,300.0,76500.0,28500.0,2,1,0,28500.0,76500.0,472,0.372549,0.000328,0.823235,B,ABC/Pareto using total_trade_price revenue,draft
HEMOTRAN 500MG,130.0,76260.0,76260.0,62,16,0,0.0,0.0,473,0.0,0.000327,0.823562,B,ABC/Pareto using total_trade_price revenue,draft
NITRILE EXAMINATION GLOVES LARGE,305.0,76250.0,95550.0,5,3,0,45550.0,76250.0,474,0.597377,0.000327,0.823889,B,ABC/Pareto using total_trade_price revenue,draft
EXEL 100MG,367.0,76242.5,75954.8,23,20,0,74.8,137.5,475,0.544,0.000327,0.824216,B,ABC/Pareto using total_trade_price revenue,draft
HYCLENS OB WASH 1% 100ML,523.1105,76061.08,37891.54,44,19,1,7953.9400000000005,46123.479999999996,476,0.172449,0.000326,0.824543,B,ABC/Pareto using total_trade_price revenue,draft
