product,quantity,revenue,gross_margin_amount,row_count,active_months,estimated_contract_rows,net_income_clean,revenue_clean,rank,gross_margin_rate,revenue_share,cumulative_revenue_share,abc_class,method,status
ELECTRICAL WIRE #14,54.612,766305.4,650202.48,33,15,31,58935.280000000006,104299.34000000003,19,0.565059,0.0207,0.948461,B,ABC/Pareto using total_trade_price revenue,draft
INK EPSON #003 YELLOW,73.3669,491598.7,254864.94,48,19,43,187346.59999999998,363627.37,20,0.515216,0.013279,0.96174,C,ABC/Pareto using total_trade_price revenue,draft
CORRECTION TAPE JOY,267.3852,419313.72,143649.14,46,15,38,132033.94,302237.08999999997,21,0.436856,0.011327,0.973066,C,ABC/Pareto using total_trade_price revenue,draft
TRASH BAG - BLACK - MEDIUM,133.8305,191599.77,33278.86,27,13,21,31858.86,113375.38999999998,22,0.281003,0.005176,0.978242,C,ABC/Pareto using total_trade_price revenue,draft
PAPER TOWEL 175PULL-UPS (FEMME),556.6227,139285.38,124977.88,20,13,4,14246.25,28553.75,23,0.498927,0.003762,0.982004,C,ABC/Pareto using total_trade_price revenue,draft
PAPER TOWEL - JADE,2100.0,94000.0,93550.0,3,3,0,0.0,0.0,24,0.0,0.002539,0.984544,C,ABC/Pareto using total_trade_price revenue,draft
THERMAL PAPER,28.0,78300.0,39250.0,11,8,0,19350.0,40400.0,25,0.47896,0.002115,0.986659,C,ABC/Pareto using total_trade_price revenue,draft
HARD COPY SUB#20 SHORT,405.0,57105.0,24245.0,3,3,0,24245.0,57105.0,26,0.424569,0.001543,0.988201,C,ABC/Pareto using total_trade_price revenue,draft
"AUTOCLAVE TAPE 3/4""",202.0,38340.0,38340.0,8,8,0,11800.0,11800.0,27,1.0,0.001036,0.989237,C,ABC/Pareto using total_trade_price revenue,draft
CARDIPEN 1MG/ML 2ML,10.0,23550.0,950.0,1,1,0,950.0,23550.0,28,0.04034,0.000636,0.989873,C,ABC/Pareto using total_trade_price revenue,draft
STERILE LATEX SURGICAL GLOVES #7,30.0,22500.0,20250.0,2,1,0,9000.0,11250.0,29,0.8,0.000608,0.990481,C,ABC/Pareto using total_trade_price revenue,draft
AUTOCLAVE ORMED TAPE 2CM,100.0,21000.0,15000.0,1,1,0,15000.0,21000.0,30,0.714286,0.000567,0.991048,C,ABC/Pareto using total_trade_price revenue,draft
PAPER MULTI PURPOSE (COPY) LEGAL 70GSM HARDCOPY,100.0,18900.0,4200.0,1,1,0,4200.0,18900.0,31,0.222222,0.000511,0.991559,C,ABC/Pareto using total_trade_price revenue,draft
BOND PAPER LEGAL 80GSM (DOUBLE A),45.1685,17109.84,6063.02,3,2,1,6063.02,15759.84,32,0.384713,0.000462,0.992021,C,ABC/Pareto using total_trade_price revenue,draft
HARBIPEN 1M,116.0,17002.0,16472.0,5,3,0,11395.0,11925.0,33,0.955556,0.000459,0.99248,C,ABC/Pareto using total_trade_price revenue,draft
PAPER MULTI PURPOSE (COPY) A4 70GSM HARDCOPY,100.0,16900.0,10100.0,1,1,0,10100.0,16900.0,34,0.597633,0.000457,0.992937,C,ABC/Pareto using total_trade_price revenue,draft
COMPUTER INK #664 EPSON,64.0,16832.0,4862.0,3,3,0,3810.0,15780.0,35,0.241445,0.000455,0.993391,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADE #20 SURGITECH,60.0,16800.0,7090.0,5,3,0,90.0,3080.0,36,0.029221,0.000454,0.993845,C,ABC/Pareto using total_trade_price revenue,draft
PAPER MULTICOPY 80GSM 216X330 LONG (HARDCOPY),50.0,11000.0,5350.0,1,1,0,5350.0,11000.0,37,0.486364,0.000297,0.994142,C,ABC/Pareto using total_trade_price revenue,draft
PAPER MULTICOPY 80GSM 210X297 A4 (HARDCOPY),50.0,9800.0,3450.0,1,1,0,3450.0,9800.0,38,0.352041,0.000265,0.994407,C,ABC/Pareto using total_trade_price revenue,draft
BOND PAPER A4 80GSM (DOUBLE A),40.0,9600.0,1800.0,1,1,0,1800.0,9600.0,39,0.1875,0.000259,0.994666,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADE #21 SURGITECH,34.0,9520.0,4760.0,2,1,0,0.0,0.0,40,0.0,0.000257,0.994923,C,ABC/Pareto using total_trade_price revenue,draft
GIGIL SAW WIRE #20,10.0,9000.0,9000.0,1,1,0,0.0,0.0,41,0.0,0.000243,0.995167,C,ABC/Pareto using total_trade_price revenue,draft
PENCHLOR 1MG/800MCG,580.0,8680.0,8680.0,41,11,0,0.0,0.0,42,0.0,0.000234,0.995401,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADE #10 SURGITECH,31.0,8680.0,2890.0,4,3,0,90.0,3080.0,43,0.029221,0.000234,0.995635,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADE #11 SURGITECH,30.0,8400.0,4200.0,2,1,0,0.0,0.0,44,0.0,0.000227,0.995862,C,ABC/Pareto using total_trade_price revenue,draft
ECG PAPER 80X20,152.0,7600.0,7350.0,5,5,0,2250.0,2500.0,45,0.9,0.000205,0.996068,C,ABC/Pareto using total_trade_price revenue,draft
CARBON PAPER 8.5X13,10.0,7250.0,1100.0,2,2,0,1100.0,7250.0,46,0.151724,0.000196,0.996263,C,ABC/Pareto using total_trade_price revenue,draft
THERMAL SCANNER WITH AUTOMATIC ALCOHOL DISPENSER,2.0,5400.0,5400.0,1,1,0,0.0,0.0,47,0.0,0.000146,0.996409,C,ABC/Pareto using total_trade_price revenue,draft
SODAMPEN 250MG VIAL,42.0,5040.0,5040.0,9,9,0,0.0,0.0,48,0.0,0.000136,0.996546,C,ABC/Pareto using total_trade_price revenue,draft
BALLPEN BLACK FINE POINT PILOT,200.0,4600.0,950.0,2,1,0,950.0,4600.0,49,0.206522,0.000124,0.99667,C,ABC/Pareto using total_trade_price revenue,draft
MASTER PAPER GESTENER CPMT 15,4.0,4462.08,4462.08,2,2,0,0.0,0.0,50,0.0,0.000121,0.99679,C,ABC/Pareto using total_trade_price revenue,draft
CAUTERY PENCIL (ORMED),18.0,4320.0,1980.0,3,2,0,1980.0,4320.0,51,0.458333,0.000117,0.996907,C,ABC/Pareto using total_trade_price revenue,draft
THERMAL PAPER 110MMX20M (SONY),0.5,4100.0,1550.0,1,1,0,1550.0,4100.0,52,0.378049,0.000111,0.997018,C,ABC/Pareto using total_trade_price revenue,draft
INK CARTRIDGE #303 (CANON),1.0,4070.0,426.0,1,1,0,426.0,4070.0,53,0.104668,0.00011,0.997128,C,ABC/Pareto using total_trade_price revenue,draft
ECG THERMAL PAPER SIMPLEX 80MMX20MM,44.0,3740.0,3740.0,2,2,0,0.0,0.0,54,0.0,0.000101,0.997229,C,ABC/Pareto using total_trade_price revenue,draft
MYRECLOX 250MG SUSPENSION 60ML,144.0,3312.0,3312.0,1,1,0,0.0,0.0,55,0.0,8.9e-05,0.997318,C,ABC/Pareto using total_trade_price revenue,draft
DOUBLE SIDED TAPE,105.0,3150.0,1880.0,3,3,0,1880.0,3150.0,56,0.596825,8.5e-05,0.997403,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADE #15 SURGITECH,11.0,3080.0,1410.0,3,2,0,10.0,280.0,57,0.035714,8.3e-05,0.997486,C,ABC/Pareto using total_trade_price revenue,draft
ABDOPEN,25.0,2800.0,2912.0,4,3,0,0.0,0.0,58,0.0,7.6e-05,0.997562,C,ABC/Pareto using total_trade_price revenue,draft
ZINC OXIDE TAPE: 2.5CM X 5CM FUJI,24.0,2640.0,2640.0,1,1,0,0.0,0.0,59,0.0,7.1e-05,0.997633,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADE SURGITECH # 22,9.0,2520.0,0.0,1,1,0,0.0,0.0,60,0.0,6.8e-05,0.997701,C,ABC/Pareto using total_trade_price revenue,draft
SIGN PEN LIQUID GEL (DONG A),100.0,2400.0,2400.0,1,1,0,0.0,0.0,61,0.0,6.5e-05,0.997766,C,ABC/Pareto using total_trade_price revenue,draft
FOLDER W/ TAB LEGAL 100'S/PACK,5.0,2350.0,0.0,1,1,0,0.0,0.0,62,0.0,6.3e-05,0.99783,C,ABC/Pareto using total_trade_price revenue,draft
PAPER CLIP SMALL,22.0,2310.0,210.0,2,2,0,0.0,0.0,63,0.0,6.2e-05,0.997892,C,ABC/Pareto using total_trade_price revenue,draft
FOLDER 14PTS LONG,7.0,2275.0,1625.0,4,3,0,975.0,1625.0,64,0.6,6.1e-05,0.997954,C,ABC/Pareto using total_trade_price revenue,draft
CARBON PAPER LONG,3.0,2115.0,0.0,2,2,0,0.0,0.0,65,0.0,5.7e-05,0.998011,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADE #20 100'S PARTNERS,6.0,2016.0,1584.0,3,2,0,240.0,336.0,66,0.714286,5.4e-05,0.998065,C,ABC/Pareto using total_trade_price revenue,draft
BALLPEN RETRACTABLE BLACK 50'S (MATRIX),10.0,1900.0,900.0,1,1,0,900.0,1900.0,67,0.473684,5.1e-05,0.998117,C,ABC/Pareto using total_trade_price revenue,draft
SUPRAFIX DS 100MG/5ML SUSPENSION,20.0,1880.0,440.0,1,1,0,440.0,1880.0,68,0.234043,5.1e-05,0.998167,C,ABC/Pareto using total_trade_price revenue,draft
FANCY FOLDER LEGAL,4.0,1800.0,355.0,3,2,0,355.0,1800.0,69,0.197222,4.9e-05,0.998216,C,ABC/Pareto using total_trade_price revenue,draft
PENLIGHT (KINGMED),16.0,1800.0,680.0,2,2,0,80.0,1200.0,70,0.066667,4.9e-05,0.998265,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADES #20,6.0,1758.0,1734.0,2,2,0,816.0,840.0,71,0.971429,4.7e-05,0.998312,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL TAPE 1'' 12'S SUREGUARD,7.0,1750.0,1750.0,2,1,0,0.0,0.0,72,0.0,4.7e-05,0.998359,C,ABC/Pareto using total_trade_price revenue,draft
SUCTION CATHETER - SURGITECH - FR#8,130.0,1740.0,1111.0,2,2,0,1111.0,1740.0,73,0.638506,4.7e-05,0.998406,C,ABC/Pareto using total_trade_price revenue,draft
SQFEN 200MG/5ML SUSPENSION,50.0,1600.0,1600.0,1,1,0,0.0,0.0,74,0.0,4.3e-05,0.99845,C,ABC/Pareto using total_trade_price revenue,draft
CAUTERY PENCIL (ELECTRO SURGICAL PRODUCTS),4.0,1600.0,600.0,1,1,0,600.0,1600.0,75,0.375,4.3e-05,0.998493,C,ABC/Pareto using total_trade_price revenue,draft
PAPER CUPS 50'S,42.0,1596.0,1596.0,1,1,0,0.0,0.0,76,0.0,4.3e-05,0.998536,C,ABC/Pareto using total_trade_price revenue,draft
ZOEY PHOTO PAPER A-4 180GSM,30.0,1500.0,900.0,1,1,0,900.0,1500.0,77,0.6,4.1e-05,0.998576,C,ABC/Pareto using total_trade_price revenue,draft
PENCIL,16.0,1431.0,6.0,4,3,0,0.0,0.0,78,0.0,3.9e-05,0.998615,C,ABC/Pareto using total_trade_price revenue,draft
PANDA BALLPEN,13.0,1430.0,0.0,1,1,0,0.0,0.0,79,0.0,3.9e-05,0.998654,C,ABC/Pareto using total_trade_price revenue,draft
FOLDER 14PTS SHORT,5.0,1375.0,881.0,4,3,0,606.0,1100.0,80,0.550909,3.7e-05,0.998691,C,ABC/Pareto using total_trade_price revenue,draft
SIGN PEN,52.0,1300.0,1300.0,3,2,0,450.0,450.0,81,1.0,3.5e-05,0.998726,C,ABC/Pareto using total_trade_price revenue,draft
SCOTCH TAPE 24X50,100.0,1300.0,1300.0,2,2,0,0.0,0.0,82,0.0,3.5e-05,0.998761,C,ABC/Pareto using total_trade_price revenue,draft
ECG PAPER 63X30,20.0,1300.0,900.0,1,1,0,900.0,1300.0,83,0.692308,3.5e-05,0.998796,C,ABC/Pareto using total_trade_price revenue,draft
BALLPEN G-TECH 0.3 BLACK (PILOT),20.0,1300.0,0.0,1,1,0,0.0,0.0,84,0.0,3.5e-05,0.998831,C,ABC/Pareto using total_trade_price revenue,draft
PAPER FASTERNER PLASTIC,40.0,1280.0,720.0,2,2,0,720.0,1280.0,85,0.5625,3.5e-05,0.998866,C,ABC/Pareto using total_trade_price revenue,draft
"AUTOCLAVE TAPE 1""",5.0,1250.0,1250.0,1,1,0,0.0,0.0,86,0.0,3.4e-05,0.9989,C,ABC/Pareto using total_trade_price revenue,draft
BALLPEN ORDINARY FINE POINT 0.5 BLACK (FLEXSTICK),185.0,1202.5,752.5,2,2,0,525.0,975.0,87,0.538462,3.2e-05,0.998932,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADES #10,3.0,1200.0,800.0,3,3,0,0.0,0.0,88,0.0,3.2e-05,0.998965,C,ABC/Pareto using total_trade_price revenue,draft
TISSUE PAPER,14.0,1171.28,1488.58,6,6,0,492.0,558.0,89,0.88172,3.2e-05,0.998996,C,ABC/Pareto using total_trade_price revenue,draft
UMBILICAL CATHETER SIZE#5 (BICAKCILAS),10.0,1100.0,750.0,1,1,0,750.0,1100.0,90,0.681818,3e-05,0.999026,C,ABC/Pareto using total_trade_price revenue,draft
INK #003 CYAN (EPSON),4.0,1100.0,1100.0,1,1,0,0.0,0.0,91,0.0,3e-05,0.999056,C,ABC/Pareto using total_trade_price revenue,draft
INK #003 MAGENTA (EPSON),4.0,1100.0,1100.0,1,1,0,0.0,0.0,92,0.0,3e-05,0.999085,C,ABC/Pareto using total_trade_price revenue,draft
INK #003 YELLOW (EPSON),4.0,1100.0,1100.0,1,1,0,0.0,0.0,93,0.0,3e-05,0.999115,C,ABC/Pareto using total_trade_price revenue,draft
PENLIGHT,5.0,1050.0,0.0,1,1,0,0.0,0.0,94,0.0,2.8e-05,0.999143,C,ABC/Pareto using total_trade_price revenue,draft
INK #003 BLACK (EPSON),4.0,1040.0,1040.0,1,1,0,0.0,0.0,95,0.0,2.8e-05,0.999171,C,ABC/Pareto using total_trade_price revenue,draft
"BLADE HOLDER SIZE #4, 5 1/4",8.0,1040.0,1040.0,1,1,0,1040.0,1040.0,96,1.0,2.8e-05,0.9992,C,ABC/Pareto using total_trade_price revenue,draft
PENCIL LEAD W/ ERASER 12'S/BXS (MONGOL),10.0,1020.0,0.0,1,1,0,0.0,0.0,97,0.0,2.8e-05,0.999227,C,ABC/Pareto using total_trade_price revenue,draft
TISSUE PAPER 2PLY (FEMME),100.0,910.0,490.0,1,1,0,490.0,910.0,98,0.538462,2.5e-05,0.999252,C,ABC/Pareto using total_trade_price revenue,draft
BOND PAPER A4 (HOKKAIDO),5.0,845.0,505.0,1,1,0,505.0,845.0,99,0.597633,2.3e-05,0.999275,C,ABC/Pareto using total_trade_price revenue,draft
HARD COPY SUB#20 LONG,5.0,840.0,315.0,1,1,0,315.0,840.0,100,0.375,2.3e-05,0.999297,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADE #12 SURGITECH,3.0,840.0,0.0,1,1,0,0.0,0.0,101,0.0,2.3e-05,0.99932,C,ABC/Pareto using total_trade_price revenue,draft
INK CARTRIDGE #664 CYAN (EPSON),3.0,825.0,825.0,1,1,0,0.0,0.0,102,0.0,2.2e-05,0.999342,C,ABC/Pareto using total_trade_price revenue,draft
INK CARTRIDGE #664 MAGENTA (EPSON),3.0,825.0,825.0,1,1,0,0.0,0.0,103,0.0,2.2e-05,0.999364,C,ABC/Pareto using total_trade_price revenue,draft
INK CARTRIDGE #664 YELLOW (EPSON),3.0,825.0,825.0,1,1,0,0.0,0.0,104,0.0,2.2e-05,0.999387,C,ABC/Pareto using total_trade_price revenue,draft
EXPANDABLE FOLDER LONG GREEN,50.0,800.0,175.0,1,1,0,175.0,800.0,105,0.21875,2.2e-05,0.999408,C,ABC/Pareto using total_trade_price revenue,draft
INK CARTRIDGE #664 BLACK (EPSON),3.0,780.0,780.0,1,1,0,0.0,0.0,106,0.0,2.1e-05,0.999429,C,ABC/Pareto using total_trade_price revenue,draft
NYLON #300,2.0,760.0,760.0,1,1,0,0.0,0.0,107,0.0,2.1e-05,0.99945,C,ABC/Pareto using total_trade_price revenue,draft
"PAPER ,MULTICOPY LEGAL SIZE (HARDCOPY)",4.0,756.0,568.0,1,1,0,568.0,756.0,108,0.751323,2e-05,0.99947,C,ABC/Pareto using total_trade_price revenue,draft
ZOEY STAPLER W/ STAPLE REMOVER #35,5.0,750.0,411.0,2,2,0,111.0,450.0,109,0.246667,2e-05,0.999491,C,ABC/Pareto using total_trade_price revenue,draft
MASKING TAPE 2'' (CROCO),8.0,680.0,300.0,2,2,0,300.0,425.0,110,0.705882,1.8e-05,0.999509,C,ABC/Pareto using total_trade_price revenue,draft
PAPER TOWEL 175PULL-UPS 200MMX200MM (BONUS),15.0,671.25,671.25,1,1,0,0.0,0.0,111,0.0,1.8e-05,0.999527,C,ABC/Pareto using total_trade_price revenue,draft
BALLPEN BLUE FINE POINT PILOT,30.0,660.0,180.0,1,1,0,180.0,660.0,112,0.272727,1.8e-05,0.999545,C,ABC/Pareto using total_trade_price revenue,draft
BALLPEN RED FINE POINT PILOT,30.0,660.0,150.0,1,1,0,150.0,660.0,113,0.227273,1.8e-05,0.999563,C,ABC/Pareto using total_trade_price revenue,draft
BALLPEN G-TECH 0.3 BLUE (PILOT),10.0,650.0,0.0,1,1,0,0.0,0.0,114,0.0,1.8e-05,0.99958,C,ABC/Pareto using total_trade_price revenue,draft
HBW BLUE BALLPEN,4.0,600.0,600.0,2,2,0,0.0,0.0,115,0.0,1.6e-05,0.999597,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADE #11,2.0,560.0,115.0,2,2,0,115.0,560.0,116,0.205357,1.5e-05,0.999612,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADES SURGITECH #20,2.0,560.0,385.0,2,2,0,105.0,280.0,117,0.375,1.5e-05,0.999627,C,ABC/Pareto using total_trade_price revenue,draft
SIGNPEN G-TECH 1.0 V10 BLACK (PILOT),10.0,554.17,245.83,1,1,0,245.83,554.17,118,0.4436,1.5e-05,0.999642,C,ABC/Pareto using total_trade_price revenue,draft
PAPER CLIP BIG,23.0,552.0,272.0,3,3,0,224.0,504.0,119,0.444444,1.5e-05,0.999657,C,ABC/Pareto using total_trade_price revenue,draft
FOLDER A4,53.0,530.0,483.0,3,3,0,453.0,500.0,120,0.906,1.4e-05,0.999671,C,ABC/Pareto using total_trade_price revenue,draft
SHARPENER METAL HEAVY DUTY,2.0,530.0,470.0,1,1,0,470.0,530.0,121,0.886792,1.4e-05,0.999685,C,ABC/Pareto using total_trade_price revenue,draft
ECG THERMAL PAPER 80MMX20M (SIMPLEX),1.2,510.0,390.0,1,1,0,390.0,510.0,122,0.764706,1.4e-05,0.999699,C,ABC/Pareto using total_trade_price revenue,draft
STICKER PAPER MATTE A4 (VECO),10.0,500.0,0.0,1,1,0,0.0,0.0,123,0.0,1.4e-05,0.999713,C,ABC/Pareto using total_trade_price revenue,draft
SYSTEM FOLDER LONG 14PTS,1.0,470.0,330.0,1,1,0,330.0,470.0,124,0.702128,1.3e-05,0.999725,C,ABC/Pareto using total_trade_price revenue,draft
"DATA FOLDER, MADE OF CHIPBOARD TAGILA LOCK",4.0,460.0,76.0,1,1,0,76.0,460.0,125,0.165217,1.2e-05,0.999738,C,ABC/Pareto using total_trade_price revenue,draft
BALLPEN FINEPOINT BLACK (PILOT),20.0,450.0,90.0,1,1,0,90.0,450.0,126,0.2,1.2e-05,0.99975,C,ABC/Pareto using total_trade_price revenue,draft
SIGNPEN 0.4 (MYGEL),15.0,435.0,0.0,1,1,0,0.0,0.0,127,0.0,1.2e-05,0.999762,C,ABC/Pareto using total_trade_price revenue,draft
MASKING TAPE 1'',10.0,410.0,30.0,1,1,0,30.0,410.0,128,0.073171,1.1e-05,0.999773,C,ABC/Pareto using total_trade_price revenue,draft
BALLPEN 0.5 BLACK (MYGEL),15.0,405.0,405.0,1,1,0,0.0,0.0,129,0.0,1.1e-05,0.999784,C,ABC/Pareto using total_trade_price revenue,draft
GUEDEL AIRWAY 80MM SIZE #2 GREEN (ORMED),10.0,380.0,270.0,1,1,0,270.0,380.0,130,0.710526,1e-05,0.999794,C,ABC/Pareto using total_trade_price revenue,draft
GUEDEL AIRWAY 90MM SIZE #3 YELLOW (ORMED),10.0,380.0,270.0,1,1,0,270.0,380.0,131,0.710526,1e-05,0.999804,C,ABC/Pareto using total_trade_price revenue,draft
GUEDEL AIRWAY 60MM SIZE #0 BLACK (ORMED),10.0,380.0,380.0,1,1,0,0.0,0.0,132,0.0,1e-05,0.999814,C,ABC/Pareto using total_trade_price revenue,draft
TAPE TRANSPARENT 1'',16.0,368.0,0.0,1,1,0,0.0,0.0,133,0.0,1e-05,0.999824,C,ABC/Pareto using total_trade_price revenue,draft
ORMED NEOTAPE,60.0,330.0,330.0,2,1,0,0.0,0.0,134,0.0,9e-06,0.999833,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADES PARTNERS #15,1.0,310.0,75.0,1,1,0,75.0,310.0,135,0.241935,8e-06,0.999842,C,ABC/Pareto using total_trade_price revenue,draft
FABER CASTELL BALLPEN,30.0,300.0,300.0,1,1,0,0.0,0.0,136,0.0,8e-06,0.99985,C,ABC/Pareto using total_trade_price revenue,draft
PENCIL MONGOL NO.2,3.0,285.0,32.0,2,2,0,32.0,190.0,137,0.168421,8e-06,0.999858,C,ABC/Pareto using total_trade_price revenue,draft
COLORED FOLDER DIVIDER LEGAL,10.0,280.0,224.0,2,2,0,0.0,0.0,138,0.0,8e-06,0.999865,C,ABC/Pareto using total_trade_price revenue,draft
PAPER CLIP BIG 50MM (PRINCE),13.0,266.5,28.5,2,2,0,28.5,61.5,139,0.463415,7e-06,0.999872,C,ABC/Pareto using total_trade_price revenue,draft
BLADE HOLDER #4 5 1/2,2.0,260.0,0.0,1,1,0,0.0,0.0,140,0.0,7e-06,0.999879,C,ABC/Pareto using total_trade_price revenue,draft
PAPER CLIP VINYL 55MM 100'S 120GRAMS JOY,10.0,240.0,60.0,1,1,0,60.0,240.0,141,0.25,6e-06,0.999886,C,ABC/Pareto using total_trade_price revenue,draft
"ELECTRIC TAPE BLACK ,VINYL 0.16MMX19MMX16M",6.0,240.0,106.0,2,2,0,106.0,240.0,142,0.441667,6e-06,0.999892,C,ABC/Pareto using total_trade_price revenue,draft
FC FINE PEN BLACK 0.5,20.0,230.0,230.0,1,1,0,0.0,0.0,143,0.0,6e-06,0.999898,C,ABC/Pareto using total_trade_price revenue,draft
HARBIPEN 5M,10.0,215.0,215.0,1,1,0,0.0,0.0,144,0.0,6e-06,0.999904,C,ABC/Pareto using total_trade_price revenue,draft
FLEXSTICK BALLPEN,30.0,210.0,210.0,2,2,0,0.0,0.0,145,0.0,6e-06,0.99991,C,ABC/Pareto using total_trade_price revenue,draft
STAPLE WIRE STANDARD #35 (PRINCE),4.0,208.0,64.0,1,1,0,64.0,208.0,146,0.307692,6e-06,0.999916,C,ABC/Pareto using total_trade_price revenue,draft
ELECTRICAL TAPE,5.0,190.0,175.0,1,1,0,175.0,190.0,147,0.921053,5e-06,0.999921,C,ABC/Pareto using total_trade_price revenue,draft
WRAPPING PAPER LIGHT BROWN 9.5X9 5'' 115GSM,2.0,183.0,183.0,1,1,0,0.0,0.0,148,0.0,5e-06,0.999926,C,ABC/Pareto using total_trade_price revenue,draft
ELECTRIC TAPE PVC 0.155MMX19MMX16MM,4.0,160.0,20.0,1,1,0,20.0,160.0,149,0.125,4e-06,0.99993,C,ABC/Pareto using total_trade_price revenue,draft
SUCTION CATHETER - SURGITECH - FR#5,10.0,150.0,100.0,1,1,0,100.0,150.0,150,0.666667,4e-06,0.999934,C,ABC/Pareto using total_trade_price revenue,draft
GUEDEL AIRWAY ORMED RED #4 SIZE 100MM,2.0,150.0,20.0,1,1,0,20.0,150.0,151,0.133333,4e-06,0.999938,C,ABC/Pareto using total_trade_price revenue,draft
GUEDEL AIRWAY SEDASENZ GREEN # 2 1-SM-GAIR02,2.0,150.0,20.0,1,1,0,20.0,150.0,152,0.133333,4e-06,0.999942,C,ABC/Pareto using total_trade_price revenue,draft
GUEDEL AIRWAY SEDASENZ YELLOW # 3 1-SM-GAIR03,2.0,150.0,20.0,1,1,0,20.0,150.0,153,0.133333,4e-06,0.999946,C,ABC/Pareto using total_trade_price revenue,draft
