period,area,product,row_count,estimated_contract_rows,estimated_date_rows,unique_products,unique_dr_numbers,quantity,total_trade_price,net_income,net_cost,discount,total_cost,gross_margin_rate
2024-10,QMC,PHYTOMEN 10MG/ML IV,1,1,0,1,1,0.1824,6136.4,2240.17,8376.57,0.0,8376.57,0.365063
2024-10,QMC,TAZACIN 4G/500MG IV,1,1,0,1,1,0.0844,13268.78,3678.45,16947.23,0.0,16947.23,0.277226
2024-11,Pagbilao,AIRCON SPLIT TYPE 2HP INVERTER (CARRIER),1,1,0,1,1,0.1863,12496.79,8506.22,21003.0,0.0,21003.0,0.680672
2024-11,Pagbilao,AMBILIN 500,1,1,0,1,1,0.237,14145.49,7206.19,21351.69,0.0,21351.69,0.509434
2024-11,Pagbilao,BALLPEN FINEPOINT,2,2,0,1,2,0.3122,3199.68,2196.4,5396.08,0.0,5396.08,0.686444
2024-11,Pagbilao,BATHROOM TISSUE 2PLY 12'S (FEMME),3,3,0,1,3,0.5027,22509.27,13042.98,35552.25,0.0,35552.25,0.579449
2024-11,Pagbilao,BOND PAPER A4 (HARDCOPY),1,1,0,1,1,0.196,2705.43,1364.48,4069.9,0.0,4069.9,0.504349
2024-11,Pagbilao,BOND PAPER LEGAL 80GSM (DOUBLE A),1,1,0,1,1,0.1397,1552.31,1056.61,2608.92,0.0,2608.92,0.680669
2024-11,Pagbilao,BOND PAPER LONG (HARDCOPY),5,5,0,1,5,1.0438,33575.82,20294.84,53870.66,0.0,53870.66,0.604448
2024-11,Pagbilao,BP APPARATUS ANEROID SPHYGMOMANOMETER (BAXTEL),2,2,0,1,2,0.2738,9929.84,6773.0,16702.84,0.0,16702.84,0.682086
2024-11,Pagbilao,BUPIRIGHT AMPULE,1,1,0,1,1,0.2168,12942.6,6593.4,19536.0,0.0,19536.0,0.509434
2024-11,Pagbilao,CLEAR BOOK LEGAL/LONG,3,3,0,1,3,0.7592,7513.1,4183.12,11696.22,0.0,11696.22,0.556777
2024-11,Pagbilao,CORRECTION TAPE 20MM,3,3,0,1,3,0.816,7815.11,5767.76,13582.88,0.0,13582.88,0.738027
2024-11,Pagbilao,CORRECTION TAPE JOY,4,4,0,1,4,0.905,27419.64,19407.33,46826.98,0.0,46826.98,0.707789
2024-11,Pagbilao,FOLDER ORDINARY WHITE LONG 100'S,2,2,0,1,2,0.4536,19193.55,13088.71,32282.25,0.0,32282.25,0.681933
2024-11,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,2,2,0,1,2,0.5547,7926.96,5167.89,13094.85,0.0,13094.85,0.651938
2024-11,Pagbilao,HARD COPY SUB#20 A4,3,3,0,1,3,0.6737,24645.58,14246.97,38892.56,0.0,38892.56,0.578074
2024-11,Pagbilao,HBW BLACK BALLPEN,3,3,0,1,3,0.5635,10426.68,6739.95,17166.63,0.0,17166.63,0.646414
2024-11,Pagbilao,INK EPSON #003 BLACK,3,3,0,1,3,0.5902,57469.22,31858.19,89327.41,0.0,89327.41,0.554352
2024-11,Pagbilao,INK EPSON #003 CYAN,2,2,0,1,2,0.3511,43715.05,23885.45,67600.5,0.0,67600.5,0.54639
2024-11,Pagbilao,INK EPSON #003 MAGENTA,3,3,0,1,3,0.4877,17119.4,9554.48,26673.89,0.0,26673.89,0.558108
2024-11,Pagbilao,INK EPSON #003 YELLOW,3,3,0,1,3,0.574,15290.33,9967.4,25257.73,0.0,25257.73,0.651876
2024-11,Pagbilao,KETOROBAS 30MG,1,1,0,1,1,0.1734,10347.86,5271.55,15619.41,0.0,15619.41,0.509434
2024-11,Pagbilao,MARKER BLACK (PILOT),2,2,0,1,2,0.3224,3860.52,2042.21,5902.73,0.0,5902.73,0.528999
2024-11,Pagbilao,MASKING TAPE 1INCH,1,1,0,1,1,0.1634,10960.32,7460.38,18420.7,0.0,18420.7,0.680672
2024-11,Pagbilao,MECLOP 5MG\ML,1,1,0,1,1,0.1731,10334.74,5264.87,15599.61,0.0,15599.61,0.509434
2024-11,Pagbilao,MYGEL BLACK,2,2,0,1,2,0.2924,9395.92,6380.0,15775.92,0.0,15775.92,0.679018
2024-11,Pagbilao,RECORD BOOK 500PAGES (VALIANT),3,3,0,1,3,0.6547,65525.72,36001.53,101527.25,0.0,101527.25,0.549426
2024-11,Pagbilao,REFRIGERATOR 22CU.FT TWO DOOR UPRIGHT CHILLER (FUJIDENZO),2,2,0,1,2,0.3383,6620.54,4772.4,11392.93,0.0,11392.93,0.720848
2024-11,Pagbilao,SCOTCH TAPE 1'',2,2,0,1,2,0.3029,13725.08,8848.61,22573.69,0.0,22573.69,0.644704
2024-11,Pagbilao,SITIXON 1G,1,1,0,1,1,0.1997,11920.56,6072.74,17993.29,0.0,17993.29,0.509434
2024-11,Pagbilao,STAPLER STANDARD TYPE (JOY),2,2,0,1,2,0.2455,2950.58,1992.28,4942.86,0.0,4942.86,0.675216
2024-11,Pagbilao,T SHIRT WITH PRINT,3,3,0,1,3,1.0715,134650.43,71562.39,206212.82,0.0,206212.82,0.531468
2024-11,Pagbilao,TRASH BAG - BLACK - MEDIUM,2,2,0,1,2,0.2255,33438.67,18482.88,51921.55,0.0,51921.55,0.55274
2024-12,Pagbilao,AIRCON SPLIT TYPE 2HP INVERTER (CARRIER),3,3,0,1,3,0.5205,86682.14,57524.09,30292.38,0.0,30292.38,0.663621
2024-12,Pagbilao,BALLPEN FINEPOINT,1,1,0,1,1,0.1771,435585.56,300185.68,135399.88,0.0,135399.88,0.689154
2024-12,Pagbilao,BATHROOM TISSUE 2PLY 12'S (FEMME),3,3,0,1,3,0.5067,733183.96,458710.3,535437.67,0.0,535437.67,0.625641
2024-12,Pagbilao,BOND PAPER A4 (HARDCOPY),4,4,0,1,4,0.8424,879775.23,552528.95,644837.65,0.0,644837.65,0.628034
2024-12,Pagbilao,BOND PAPER LEGAL 80GSM (DOUBLE A),1,1,0,1,1,0.1456,6459.3,5404.39,1054.91,0.0,1054.91,0.836684
2024-12,Pagbilao,BOND PAPER LONG (HARDCOPY),3,3,0,1,3,0.6333,4427.34,2837.08,5882.38,0.0,5882.38,0.640809
2024-12,Pagbilao,CLEAR BOOK LEGAL/LONG,5,5,0,1,5,1.1324,1101894.63,856100.43,1957995.05,0.0,1957995.05,0.776935
2024-12,Pagbilao,CORRECTION TAPE 20MM,8,8,0,1,8,1.9025,523073.71,152966.89,598133.37,0.0,598133.37,0.292438
2024-12,Pagbilao,CORRECTION TAPE JOY,5,5,0,1,5,1.1374,628999.32,439840.38,206571.97,0.0,206571.97,0.69927
2024-12,Pagbilao,ELECTRICAL WIRE #14,4,4,0,1,4,0.6782,46067.53,27989.39,31670.45,0.0,31670.45,0.607573
2024-12,Pagbilao,FOLDER ORDINARY WHITE LONG 100'S,4,4,0,1,4,0.8274,9556.78,13228.53,22785.31,0.0,22785.31,1.384204
2024-12,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,7,7,0,1,7,1.9094,929093.28,927531.19,1854742.52,0.0,1854742.52,0.998319
2024-12,Pagbilao,HARD COPY SUB#20 A4,5,5,0,1,5,1.2295,421739.5,144957.18,494336.68,0.0,494336.68,0.343713
2024-12,Pagbilao,HBW BLACK BALLPEN,5,5,0,1,5,0.9168,293334.27,150207.06,442395.7,0.0,442395.7,0.512068
2024-12,Pagbilao,INK CARTRIDGE TRI COLOR (HP680),6,6,0,1,6,0.7745,36146.39,29197.3,17365.89,0.0,17365.89,0.807751
2024-12,Pagbilao,INK EPSON #003 BLACK,6,6,0,1,6,1.2276,453912.55,212271.84,605977.74,0.0,605977.74,0.467649
2024-12,Pagbilao,INK EPSON #003 CYAN,4,4,0,1,4,0.6714,82554.41,19556.19,86089.23,0.0,86089.23,0.236888
2024-12,Pagbilao,INK EPSON #003 MAGENTA,5,5,0,1,5,0.947,606935.03,585289.33,1081576.2,0.0,1081576.2,0.964336
2024-12,Pagbilao,INK EPSON #003 YELLOW,4,4,0,1,4,0.7382,117893.33,75683.69,69039.78,0.0,69039.78,0.641968
2024-12,Pagbilao,MARKER BLACK (PILOT),4,4,0,1,4,0.6833,111764.31,51493.13,89226.9,0.0,89226.9,0.46073
2024-12,Pagbilao,MYGEL BLACK,4,4,0,1,4,0.5261,384558.93,263503.83,144019.74,0.0,144019.74,0.685211
2024-12,Pagbilao,NUTRIBOARD WITHOUT BAG,3,3,0,1,3,0.6042,373972.01,133790.89,402930.24,0.0,402930.24,0.357756
2024-12,Pagbilao,RECORD BOOK 500PAGES (VALIANT),8,8,0,1,8,1.8228,519695.11,173512.65,584240.48,0.0,584240.48,0.333874
2024-12,Pagbilao,REFRIGERATOR 22CU.FT TWO DOOR UPRIGHT CHILLER (FUJIDENZO),4,4,0,1,4,0.6778,50492.42,31175.71,41281.78,0.0,41281.78,0.617433
2024-12,Pagbilao,SCOTCH TAPE 1'',3,3,0,1,3,0.4337,422528.57,424816.05,847344.62,0.0,847344.62,1.005414
2024-12,Pagbilao,STAPLE WIRE #35,5,5,0,1,5,0.8934,579656.04,573550.11,1153206.17,0.0,1153206.17,0.989466
2024-12,Pagbilao,STAPLER STANDARD TYPE (JOY),1,1,0,1,1,0.1072,477.58,208.51,686.09,0.0,686.09,0.436597
2024-12,Pagbilao,T SHIRT WITH PRINT,3,3,0,1,3,1.0492,11985.38,7740.44,19725.8,0.0,19725.8,0.645823
2024-12,Pagbilao,TRASH BAG - BLACK - MEDIUM,2,2,0,1,2,0.2842,205649.48,104393.29,310042.77,0.0,310042.77,0.507627
2024-12,QMC,CORRECTION TAPE 20MM,1,1,0,1,1,0.2406,14741.96,8656.51,23398.47,0.0,23398.47,0.587202
2024-12,QMC,CORRECTION TAPE JOY,1,1,0,1,1,0.1874,11483.39,6743.07,18226.47,0.0,18226.47,0.587202
2024-12,QMC,HARD COPY SUB#20 (8 1/2X13) LONG,1,1,0,1,1,0.2646,16212.75,9520.16,25732.91,0.0,25732.91,0.587202
2024-12,QMC,HBW BLACK BALLPEN,1,1,0,1,1,0.2137,3589.77,2819.77,6409.53,0.0,6409.53,0.785502
2024-12,QMC,INK EPSON #003 CYAN,1,1,0,1,1,0.1538,9422.29,5532.79,14955.08,0.0,14955.08,0.587202
2024-12,QMC,INK EPSON #003 MAGENTA,1,1,0,1,1,0.204,3427.05,2691.95,6119.0,0.0,6119.0,0.785501
2024-12,QMC,INK EPSON #003 YELLOW,1,1,0,1,1,0.1538,9422.29,5532.79,14955.07,0.0,14955.07,0.587202
2024-12,QMC,MYGEL BLACK,1,1,0,1,1,0.1484,2494.14,1959.15,4453.29,0.0,4453.29,0.785501
2024-12,QMC,NUTRIBOARD WITHOUT BAG,1,1,0,1,1,0.272,4570.18,3589.89,8160.07,0.0,8160.07,0.785503
2024-12,QMC,SCOTCH TAPE 1'',1,1,0,1,1,0.1619,2720.86,2137.24,4858.11,0.0,4858.11,0.785502
2025-02,Pagbilao,CLEAR BOOK LEGAL/LONG,2,2,2,1,2,0.3464,759809.1,741870.82,1501679.92,0.0,1501679.92,0.976391
2025-02,Pagbilao,CORRECTION TAPE JOY,1,1,1,1,1,0.33,1395848.6,2421899.39,3817747.98,0.0,3817747.98,1.735073
2025-02,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,3,3,3,1,3,0.9294,959608.56,-550799.49,408809.09,0.0,408809.09,-0.573984
2025-02,Pagbilao,HARD COPY SUB#20 A4,1,1,1,1,1,0.2943,858139.51,1005535.33,1863674.84,0.0,1863674.84,1.171762
2025-02,Pagbilao,HARD COPY SUB#20 SHORT,3,3,3,1,3,0.4072,1102936.17,1634541.09,2737477.26,0.0,2737477.26,1.481991
2025-02,Pagbilao,HBW BLACK BALLPEN,2,2,2,1,2,0.3924,860805.78,840483.1,1701288.88,0.0,1701288.88,0.976391
2025-02,Pagbilao,HBW MARKER,1,1,1,1,1,0.0933,244375.04,-173030.14,71344.9,0.0,71344.9,-0.708052
2025-02,Pagbilao,HBW SCISSORS,1,1,1,1,1,0.1071,280500.38,-198608.74,81891.63,0.0,81891.63,-0.708052
2025-02,Pagbilao,INK CARTRIDGE TRI COLOR (HP680),1,1,1,1,1,0.1019,21735.25,-11036.87,10698.38,0.0,10698.38,-0.507787
2025-02,Pagbilao,INK EPSON #003 BLACK,2,2,2,1,2,0.4739,150597.3,-11481.25,139116.05,0.0,139116.05,-0.076238
2025-02,Pagbilao,INK EPSON #003 CYAN,1,1,1,1,1,0.192,559875.3,656040.65,1215915.95,0.0,1215915.95,1.171762
2025-02,Pagbilao,INK EPSON #003 MAGENTA,1,1,1,1,1,0.1692,232449.38,117578.11,350027.49,0.0,350027.49,0.505822
2025-02,Pagbilao,INK EPSON #003 YELLOW,2,2,2,1,2,0.3445,473881.28,-327926.07,145955.2,0.0,145955.2,-0.692
2025-02,Pagbilao,JACKIE DISINFECT SPRAY 500ML,1,1,1,1,1,0.1469,621435.45,1078235.95,1699671.4,0.0,1699671.4,1.735073
2025-02,Pagbilao,RECORD BOOK 300PP,2,2,2,1,2,0.2568,673173.96,1095892.11,1769066.07,0.0,1769066.07,1.627948
2025-02,Pagbilao,RECORD BOOK 500PAGES (VALIANT),1,1,1,1,1,0.1829,39007.07,-19807.27,19199.8,0.0,19199.8,-0.507787
2025-02,Pagbilao,STAPLE WIRE #35,1,1,1,1,1,0.1937,80370.79,10457.89,90828.68,0.0,90828.68,0.130121
2025-02,Pagbilao,T SHIRT WITH PRINT,2,2,2,1,2,0.6946,1383305.07,-395446.52,987858.55,0.0,987858.55,-0.285871
2025-02,Pagbilao,TRASH BAG - BLACK - MEDIUM,2,2,2,1,2,0.3436,1068828.69,1627094.23,2695922.93,0.0,2695922.93,1.522315
2025-02,QMC,BUPIRIGHT AMPULE,1,1,1,1,1,0.2346,65608.07,34026.13,99634.2,0.0,99634.2,0.518627
2025-02,QMC,DIFLOSID 25MG/ML 3ML,1,1,1,1,1,0.1597,44660.61,23162.2,67822.81,0.0,67822.81,0.518627
2025-02,QMC,DOLO JAGA 500MG/50MG/100MG/100MCG,1,1,1,1,1,0.1847,51649.33,26786.74,78436.07,0.0,78436.07,0.518627
2025-02,QMC,EROXIME 750MG IV,1,1,1,1,1,0.127,35514.11,18418.58,53932.69,0.0,53932.69,0.518627
2025-02,QMC,EVAPROST 125MCG/ML,1,1,1,1,1,0.2941,82267.88,42666.35,124934.23,0.0,124934.23,0.518627
2025-05,Gulang Gulang,CIXTOR-Z 500MG,1,1,1,1,1,0.0768,2663.81,722.42,3386.23,0.0,3386.23,0.271198
2025-05,Gulang Gulang,FOLACID 5MG,1,1,1,1,1,0.2325,8060.96,2186.1,10247.06,0.0,10247.06,0.271196
2025-05,Gulang Gulang,HYCLENS WOUND SPRAY (60ML),1,1,1,1,1,0.3942,13670.96,3707.51,17378.47,0.0,17378.47,0.271196
2025-05,Gulang Gulang,KZIDINE 35MG,1,1,1,1,1,0.086,2983.76,809.18,3792.95,0.0,3792.95,0.271195
2025-05,Gulang Gulang,TRIVASC 35MG,1,1,1,1,1,0.2104,7296.51,1978.79,9275.29,0.0,9275.29,0.271197
2025-06,Gulang Gulang,ATOVAS 20MG,1,1,1,1,1,0.226,2965.74,2965.74,5931.49,0.0,5931.49,1.0
2025-06,Gulang Gulang,BENERVA PLUS TAB,1,1,1,1,1,0.1365,1791.4,1791.4,3582.81,0.0,3582.81,1.0
2025-06,Gulang Gulang,CLOVAS 75MG,1,1,1,1,1,0.1573,2064.84,2064.84,4129.67,0.0,4129.67,1.0
2025-06,Gulang Gulang,FOLACID 5MG,1,1,1,1,1,0.3503,4597.58,4597.58,9195.15,0.0,9195.15,1.0
2025-06,Gulang Gulang,HYCLENS WOUND SPRAY 2% 60ML,1,1,1,1,1,0.1299,1705.44,1705.44,3410.88,0.0,3410.88,1.0
2025-06,Marinduque,BP APPARATUS STAND TYPE,3,3,3,1,3,0.54,119543.82,62593.57,182137.38,0.0,182137.38,0.523604
2025-06,Marinduque,BP APPARATUS STAND TYPE JAPAN,1,1,1,1,1,0.2153,41118.79,37097.12,78215.91,0.0,78215.91,0.902194
2025-06,Marinduque,CHLORINE - SUPER CHLOR,1,1,1,1,1,0.2821,46581.15,23527.0,70108.15,0.0,70108.15,0.505076
2025-06,Marinduque,DEL FABRIC,1,1,1,1,1,0.1837,35089.49,31657.52,66747.02,0.0,66747.02,0.902194
2025-06,Marinduque,INSECTICIDE 5GRAMS / 100'S,1,1,1,1,1,0.1659,50380.06,12583.24,62963.3,0.0,62963.3,0.249766
2025-06,Marinduque,LED LAMP,2,2,2,1,2,0.6029,145353.22,47789.53,193142.74,0.0,193142.74,0.328782
2025-06,Marinduque,MATTRESS 2X36X75,1,1,1,1,1,0.1659,27392.05,13835.05,41227.11,0.0,41227.11,0.505075
2025-06,Marinduque,MURIATIC ACID,1,1,1,1,1,0.1628,49450.52,12351.07,61801.6,0.0,61801.6,0.249766
2025-06,Marinduque,THERMAL SCANNER WITH AUTOMATIC ALCOHOL DISPENSER,1,1,1,1,1,0.1614,49038.07,12248.05,61286.12,0.0,61286.12,0.249766
2025-06,Marinduque,TRASH BAG LARGE TRANSPARENT,1,1,1,1,1,0.1975,37724.03,34034.39,71758.42,0.0,71758.42,0.902194
2025-06,Marinduque,ZIPLOCK PLASTIC BAG 6X9,1,1,1,1,1,0.1316,21721.93,10971.21,32693.14,0.0,32693.14,0.505075
2025-06,Marinduque,ZIPLOCK PLASTIC BAG 7X10,1,1,1,1,1,0.1908,36441.67,32877.45,69319.11,0.0,69319.11,0.902194
2025-06,PESO,BOND PAPER A4 (HARDCOPY),1,1,1,1,1,0.1,1163.21,604.59,1767.8,0.0,1767.8,0.51976
2025-06,PESO,CORRECTION TAPE JOY,1,1,1,1,1,0.2851,10382.01,5396.12,15778.13,0.0,15778.13,0.519757
2025-06,PESO,HARD COPY SUB#20 (8 1/2X13) LONG,1,1,1,1,1,0.3102,3606.38,1874.44,5480.82,0.0,5480.82,0.519757
2025-06,PESO,INK CARTRIDGE TRI COLOR (HP680),1,1,1,1,1,0.1023,1189.98,618.5,1808.49,0.0,1808.49,0.519757
2025-06,PESO,INK EPSON #003 YELLOW,1,1,1,1,1,0.2268,8260.19,4293.29,12553.49,0.0,12553.49,0.519757
2025-06,PESO,JACKIE DISINFECT SPRAY 500ML,1,1,1,1,1,0.1269,4622.1,2402.37,7024.46,0.0,7024.46,0.519757
2025-06,PESO,LETTER ENVELOPE LONG,1,1,1,1,1,0.1173,1363.4,708.64,2072.03,0.0,2072.03,0.519759
2025-06,PESO,RECORD BOOK 300PP,1,1,1,1,1,0.1283,4672.72,2428.68,7101.4,0.0,7101.4,0.519757
2025-06,PESO,RECORD BOOK 500PAGES (VALIANT),1,1,1,1,1,0.2329,8483.28,4409.24,12892.52,0.0,12892.52,0.519757
2025-06,PESO,T SHIRT WITH PRINT,1,1,1,1,1,0.3702,4303.89,2236.97,6540.86,0.0,6540.86,0.519755
2025-06,Pagbilao,AHBAY-TOX 40IU/0.5ML IM,1,1,0,1,1,0.3038,22416.44,21831.74,44248.18,0.0,44248.18,0.973916
2025-06,Pagbilao,BALLPEN FINEPOINT,7,7,7,1,7,1.1309,844308.65,1616876.69,2461185.33,0.0,2461185.33,1.91503
2025-06,Pagbilao,BOND PAPER A4 (HARDCOPY),2,2,2,1,2,0.2041,4961.47,2578.77,7540.24,0.0,7540.24,0.519759
2025-06,Pagbilao,BOND PAPER LONG (HARDCOPY),2,2,2,1,2,0.2714,29588.61,15173.23,44761.84,0.0,44761.84,0.512806
2025-06,Pagbilao,BUPIRIGHT AMPULE,1,1,0,1,1,0.156,11514.48,11214.14,22728.61,0.0,22728.61,0.973916
2025-06,Pagbilao,CLEAR BOOK LEGAL/LONG,1,1,1,1,1,0.1742,3181.83,1653.78,4835.6,0.0,4835.6,0.519757
2025-06,Pagbilao,CORRECTION TAPE 20MM,5,5,5,1,5,0.714,635092.7,1319193.47,1954286.18,0.0,1954286.18,2.077167
2025-06,Pagbilao,CORRECTION TAPE JOY,3,3,3,1,3,0.6553,1137692.01,2321534.86,3459226.87,0.0,3459226.87,2.040565
2025-06,Pagbilao,FLASH DRIVE 16GB CAPACITY 1 PIECE INVIDUAL BLISTER PACK KINGSTON,2,2,2,1,2,0.2427,23651.51,12293.03,35944.53,0.0,35944.53,0.519757
2025-06,Pagbilao,FOLDER 14PTS LONG,3,3,3,1,3,0.4356,3170.86,2111.03,5281.87,0.0,5281.87,0.665759
2025-06,Pagbilao,FOLDER 14PTS SHORT,1,1,1,1,1,0.0943,777.78,800.15,1577.93,0.0,1577.93,1.028761
2025-06,Pagbilao,GLOVES MEDIUM LATEX NONSTERILE (INDOPLAS),1,1,0,1,1,0.1641,12113.27,11797.31,23910.59,0.0,23910.59,0.973916
2025-06,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,6,6,6,1,6,1.8363,269287.94,140816.89,410104.84,0.0,410104.84,0.522923
2025-06,Pagbilao,HARD COPY SUB#20 A4,9,9,9,1,9,2.3442,104933.14,47080.54,152013.68,0.0,152013.68,0.448672
2025-06,Pagbilao,HARD COPY SUB#20 SHORT,3,3,3,1,3,0.4229,118243.88,60967.62,179211.51,0.0,179211.51,0.515609
2025-06,Pagbilao,HBW BLACK BALLPEN,4,4,4,1,4,0.9135,935384.75,1986518.78,2921903.53,0.0,2921903.53,2.123745
2025-06,Pagbilao,HBW MARKER,4,4,4,1,4,0.5022,60836.57,30645.21,91481.78,0.0,91481.78,0.50373
2025-06,Pagbilao,HIVENT PLUS,1,1,0,1,1,0.2446,18048.5,17577.72,35626.22,0.0,35626.22,0.973916
2025-06,Pagbilao,INK EPSON #003 BLACK,8,8,8,1,8,1.885,307445.3,145616.65,453061.95,0.0,453061.95,0.473634
2025-06,Pagbilao,INK EPSON #003 CYAN,2,2,2,1,2,0.3268,26386.74,8245.44,34632.18,0.0,34632.18,0.312484
2025-06,Pagbilao,INK EPSON #003 MAGENTA,4,4,4,1,4,0.8854,49678.73,26062.31,75741.04,0.0,75741.04,0.524617
2025-06,Pagbilao,INK EPSON #003 YELLOW,2,2,2,1,2,0.4065,2627.41,1075.15,3702.57,0.0,3702.57,0.409205
2025-06,Pagbilao,JACKIE DISINFECT SPRAY 500ML,3,3,3,1,3,0.3388,9536.16,3848.22,13384.38,0.0,13384.38,0.40354
2025-06,Pagbilao,LETTER ENVELOPE LONG,2,2,2,1,2,0.2204,42265.32,15017.05,57282.38,0.0,57282.38,0.355304
2025-06,Pagbilao,MASKING TAPE 1INCH,1,1,1,1,1,0.1451,33590.14,8398.62,41988.77,0.0,41988.77,0.250032
2025-06,Pagbilao,MECID 500MG,1,1,0,1,1,0.1315,9704.31,9451.19,19155.5,0.0,19155.5,0.973917
2025-06,Pagbilao,MYGEL BLACK,1,1,1,1,1,0.1384,20933.05,10880.1,31813.14,0.0,31813.14,0.519757
2025-06,Pagbilao,NOTEBOOK 50 LEAVES,3,3,3,1,3,0.3439,103999.78,53984.92,157984.7,0.0,157984.7,0.519087
2025-06,Pagbilao,RECORD BOOK 300PP,2,2,2,1,2,0.2505,3528.91,1644.48,5173.39,0.0,5173.39,0.466002
2025-06,Pagbilao,RECORD BOOK 500PAGES (VALIANT),4,4,4,1,4,0.8005,147556.07,65919.95,213476.02,0.0,213476.02,0.446745
2025-06,Pagbilao,STAPLE WIRE #35,2,2,2,1,2,0.3847,869738.17,1849004.96,2718743.14,0.0,2718743.14,2.125933
2025-06,Pagbilao,T SHIRT WITH PRINT,8,8,8,1,8,2.8137,166932.58,51875.7,218808.26,0.0,218808.26,0.310758
2025-06,Pagbilao,TRASH BAG - BLACK - MEDIUM,1,1,1,1,1,0.1186,4357.67,2000.87,6358.55,0.0,6358.55,0.459161
2025-06,QMC,AMBIDOL 50MG/ML (100MG/2ML),2,2,2,1,2,0.3394,13613.55,12356.16,25969.72,0.0,25969.72,0.907637
2025-06,QMC,AMBIDOL 50MG/ML (100MG/2ML) 2ML,1,1,1,1,1,0.1443,9025.41,537.34,9562.75,0.0,9562.75,0.059536
2025-06,QMC,ANTIZOAL 5MG/ML,3,3,3,1,3,1.0393,165725.48,131366.74,297092.21,0.0,297092.21,0.792677
2025-06,QMC,ANTIZOAL 5MG/ML (500MG/100ML) 100ML,3,3,3,1,3,0.6172,49519.54,2244.37,51763.9,0.0,51763.9,0.045323
2025-06,QMC,BUPIRIGHT 5MG/ML 0.5% IN 8% 4ML,1,1,1,1,1,0.0866,5537.31,4208.36,9745.67,0.0,9745.67,0.760001
2025-06,QMC,BUPIRIGHT AMPULE,2,2,2,1,2,0.4613,32232.23,5883.28,38115.51,0.0,38115.51,0.182528
2025-06,QMC,DIFLOSID 25MG/ML 3ML,2,2,2,1,2,0.3166,61910.79,35500.97,97411.76,0.0,97411.76,0.573421
2025-06,QMC,DIFLOSID 75MG/3ML,2,2,2,1,2,0.2484,112963.1,48420.92,161384.02,0.0,161384.02,0.428644
2025-06,QMC,DOLO JAGA 500MG/50MG/100MG/100MCG,1,1,1,1,1,0.1977,11172.8,10854.54,22027.34,0.0,22027.34,0.971515
2025-06,QMC,DOLO-JAGA 500MG/50MG/100MG/100MCG,2,2,2,1,2,0.341,14685.35,3771.66,18457.01,0.0,18457.01,0.256831
2025-06,QMC,ERGON 125MCG,1,1,1,1,1,0.124,37937.49,34791.12,72728.62,0.0,72728.62,0.917064
2025-06,QMC,EUROXONE 1G,2,2,2,1,2,0.4388,33961.37,-8757.98,25203.39,0.0,25203.39,-0.257881
2025-06,QMC,EVAPROST 125MCG/0.5ML,2,2,2,1,2,0.337,65909.17,37793.73,103702.9,0.0,103702.9,0.573421
2025-06,QMC,EVAPROST 125MCG/ML,2,2,2,1,2,0.5221,31049.39,27361.69,58411.08,0.0,58411.08,0.881231
2025-06,QMC,EVAPROST 250MCG/ML,1,1,1,1,1,0.2548,16299.14,12387.35,28686.49,0.0,28686.49,0.76
2025-06,QMC,EVAPROST 250MCG/ML IV,1,1,1,1,1,0.1193,9375.12,2800.89,12176.01,0.0,12176.01,0.298758
2025-06,QMC,HYCLENS WOUND SPRAY 2% 60ML,2,2,2,1,2,0.2996,125913.98,58897.01,184810.98,0.0,184810.98,0.467756
2025-06,QMC,LACTAMOX 500MG/125MG,3,3,3,1,3,0.7149,234804.99,80256.55,315061.54,0.0,315061.54,0.341801
2025-06,QMC,LACTAMOX 500MG/125MG TAB,1,1,1,1,1,0.2719,6525.48,4959.36,11484.84,0.0,11484.84,0.759999
2025-06,QMC,MAXIFER 20MG/ML,3,3,3,1,3,0.5645,68649.58,62808.08,131457.67,0.0,131457.67,0.914908
2025-06,QMC,PHYTOMEN 10MG/ML,1,1,1,1,1,0.2253,153734.67,67288.76,221023.43,0.0,221023.43,0.437694
2025-06,QMC,PHYTOMEN 10MG/ML IV,1,1,1,1,1,0.149,101636.28,44485.6,146121.88,0.0,146121.88,0.437694
2025-06,QMC,SODAMPEN 1G IM/IV,1,1,1,1,1,0.1869,4485.73,3409.15,7894.88,0.0,7894.88,0.759999
2025-09,Marinduque,BP APPARATUS STAND TYPE JAPAN,1,1,1,1,1,0.1806,29593.27,16208.95,45802.23,0.0,45802.23,0.547724
2025-09,Marinduque,CHLORINE - SUPER CHLOR,1,1,1,1,1,0.3402,55742.03,30531.26,86273.28,0.0,86273.28,0.547724
2025-09,Marinduque,THERMAL SCANNER WITH AUTOMATIC ALCOHOL DISPENSER,1,1,1,1,1,0.1605,26301.7,14406.08,40707.77,0.0,40707.77,0.547724
2025-09,Marinduque,ZIPLOCK PLASTIC BAG 6X9,1,1,1,1,1,0.1586,25993.86,14237.47,40231.34,0.0,40231.34,0.547724
2025-09,Marinduque,ZIPLOCK PLASTIC BAG 7X10,1,1,1,1,1,0.1601,26227.14,14365.24,40592.38,0.0,40592.38,0.547724
