product,quantity,revenue,gross_margin_amount,row_count,active_months,estimated_contract_rows,rank,gross_margin_rate,revenue_share,cumulative_revenue_share,abc_class,method,status
EUROMED MAGNESIUM SULFATE 250MG/ML (25%) 20ML,1300.0,72870.0,22440.0,18,9,0,409,0.307946,0.000397,0.839831,B,ABC/Pareto using total_trade_price revenue,draft
CORPILYN 1G,5200.0,72800.0,82875.5,11,4,0,410,1.1384,0.000397,0.840228,B,ABC/Pareto using total_trade_price revenue,draft
NEUROBE 100MG AMP,551.0,72512.0,266812.0,7,7,0,411,3.679556,0.000395,0.840624,B,ABC/Pareto using total_trade_price revenue,draft
TOBRAMYZIN 3MG/ML (0.3% W/V) 5ML,500.0,72500.0,102500.0,1,1,0,412,1.413793,0.000395,0.841019,B,ABC/Pareto using total_trade_price revenue,draft
HYCLENS OB WASH 1% 100ML,523.0,72487.8,40849.86,43,12,0,413,0.563541,0.000395,0.841415,B,ABC/Pareto using total_trade_price revenue,draft
DIXIN 250MCG/ML 2ML,68.0,72330.0,75728.5,9,5,0,414,1.046986,0.000394,0.841809,B,ABC/Pareto using total_trade_price revenue,draft
CIPULOX 2MG/ML,3132.0,72036.0,99618.4,8,7,0,415,1.382897,0.000393,0.842202,B,ABC/Pareto using total_trade_price revenue,draft
NON VENTED MASK LARGE (EASEFIT),16.0,72000.0,28500.0,10,6,0,416,0.395833,0.000393,0.842595,B,ABC/Pareto using total_trade_price revenue,draft
NON VENTED MASK MEDIUM (EASEFIT),16.0,72000.0,35000.0,8,8,0,417,0.486111,0.000393,0.842987,B,ABC/Pareto using total_trade_price revenue,draft
NEBULIZER KIT ADULT (SURGITECH),2000.0,72000.0,6880.0,5,3,0,418,0.095556,0.000393,0.84338,B,ABC/Pareto using total_trade_price revenue,draft
"IV CANNULA G.22 X 1"" INTROCAN - B BRAUN",11.0,71500.0,5150.0,2,1,0,419,0.072028,0.00039,0.84377,B,ABC/Pareto using total_trade_price revenue,draft
SHOE COVER,336.0,71280.0,156933.23,10,7,0,420,2.201645,0.000389,0.844158,B,ABC/Pareto using total_trade_price revenue,draft
NATRAVOX 228.5MG,300.0,71100.0,57900.0,1,1,0,421,0.814346,0.000388,0.844546,B,ABC/Pareto using total_trade_price revenue,draft
LYSOL 510G,141.0,70659.3,80291.54,5,5,0,422,1.136319,0.000385,0.844932,B,ABC/Pareto using total_trade_price revenue,draft
EURYTHMIC 50MG/ML (150MG/3ML),46.0,70610.0,161545.95,11,7,0,423,2.287862,0.000385,0.845317,B,ABC/Pareto using total_trade_price revenue,draft
DISPOSABLE DIAPER ADULT LARGE (SURGITECH),281.0,70250.0,6519.2,1,1,0,424,0.0928,0.000383,0.8457,B,ABC/Pareto using total_trade_price revenue,draft
(M) DISPOSABLE GLOVES VINYL AIEL,250.0,70000.0,92500.0,1,1,0,425,1.321429,0.000382,0.846081,B,ABC/Pareto using total_trade_price revenue,draft
GREAT GLOVES - MEDIUM,218.0,69760.0,66280.0,5,5,0,426,0.950115,0.00038,0.846462,B,ABC/Pareto using total_trade_price revenue,draft
NEBULIZER KIT WITH MASK PEDIA (PARTNERS),2300.0,69000.0,21712.0,7,3,0,427,0.314667,0.000376,0.846838,B,ABC/Pareto using total_trade_price revenue,draft
COMPUTER SET,2.0,68650.0,90350.0,1,1,0,428,1.316096,0.000374,0.847212,B,ABC/Pareto using total_trade_price revenue,draft
DUOMAX 150MG/75MG,96.0,68510.4,25139.6,2,2,0,429,0.366946,0.000374,0.847586,B,ABC/Pareto using total_trade_price revenue,draft
CORTIREX,415.0,68475.0,181190.0,9,7,0,430,2.646075,0.000373,0.84796,B,ABC/Pareto using total_trade_price revenue,draft
GREAT GLOVES - SMALL,213.0,68160.0,65760.0,3,3,0,431,0.964789,0.000372,0.848331,B,ABC/Pareto using total_trade_price revenue,draft
MEDICAL GRADE HEPA MACHINE 38SQM 7410I (BLUEAIR),2.0,67754.0,58226.0,1,1,0,432,0.859374,0.000369,0.848701,B,ABC/Pareto using total_trade_price revenue,draft
SURGICAL GLOVES STERILE 8,90.0,67500.0,54840.0,3,3,0,433,0.812444,0.000368,0.849069,B,ABC/Pareto using total_trade_price revenue,draft
BERCEF 250MG/5ML SUS,433.0,67489.69,89314.81,23,17,0,434,1.323385,0.000368,0.849437,B,ABC/Pareto using total_trade_price revenue,draft
LODIPEX - 10MG,861.2803,67476.66,321604.27,26,15,2,435,4.766156,0.000368,0.849805,B,ABC/Pareto using total_trade_price revenue,draft
PLAZIMIDE 5MG/ML (10MG/2ML),1122.0,67320.0,94865.5,19,7,0,436,1.409173,0.000367,0.850172,B,ABC/Pareto using total_trade_price revenue,draft
CEFZOX 1G VIAL W/ DILUENT,2150.0,67220.0,354374.2,4,4,0,437,5.271857,0.000367,0.850539,B,ABC/Pareto using total_trade_price revenue,draft
ZIPLOCK PLASTIC BAG 7X10,35.3509,67218.81,53157.69,3,3,2,438,0.790816,0.000367,0.850905,B,ABC/Pareto using total_trade_price revenue,draft
PLASTIC CHAIR - PO G2680,170.0,67150.0,29900.0,2,2,0,439,0.445272,0.000366,0.851271,B,ABC/Pareto using total_trade_price revenue,draft
STRETCHER CONVERTABLE INTO WHEELCHAIR,2.0,67000.0,129540.0,1,1,0,440,1.933433,0.000365,0.851637,B,ABC/Pareto using total_trade_price revenue,draft
GLOVEDOL 6.25MG TAB,1500.0,66750.0,90750.0,3,1,0,441,1.359551,0.000364,0.852001,B,ABC/Pareto using total_trade_price revenue,draft
COTTON ROLL 400G - TENDERSOFT,461.0,66546.0,71172.0,9,8,0,442,1.069516,0.000363,0.852364,B,ABC/Pareto using total_trade_price revenue,draft
UV LIGHT GERMICIDAL STERILIZER - TROLLEY,13.0,66447.0,413053.0,2,2,0,443,6.216278,0.000362,0.852726,B,ABC/Pareto using total_trade_price revenue,draft
CARRIER A/C FP53CEP024302,1.0,65998.0,83502.0,1,1,0,444,1.26522,0.00036,0.853086,B,ABC/Pareto using total_trade_price revenue,draft
DIACYSTEINE 600MG,351.0,65637.0,69299.5,19,15,0,445,1.055799,0.000358,0.853444,B,ABC/Pareto using total_trade_price revenue,draft
RESPOSAL-1,261.4,65350.0,232839.4,6,5,0,446,3.562959,0.000356,0.8538,B,ABC/Pareto using total_trade_price revenue,draft
GAUZE ROLL 28X24,91.0,65080.0,43820.0,4,3,0,447,0.673325,0.000355,0.854155,B,ABC/Pareto using total_trade_price revenue,draft
FOLEY CATHETER FR. 16 PARTNERS,1710.0,64980.0,32854.0,6,4,0,448,0.505602,0.000354,0.854509,B,ABC/Pareto using total_trade_price revenue,draft
BLOOD COLLECTION BAGS 450ML SINGLE,30.0,64680.0,118110.0,2,2,0,449,1.826067,0.000353,0.854862,B,ABC/Pareto using total_trade_price revenue,draft
(S) DISPOSABLE GLOVES VINYL AIEL,230.0,64400.0,85100.0,1,1,0,450,1.321429,0.000351,0.855213,B,ABC/Pareto using total_trade_price revenue,draft
DENGUE 1G/1GM,14.0,64400.0,69194.0,2,2,0,451,1.074441,0.000351,0.855565,B,ABC/Pareto using total_trade_price revenue,draft
SAPHIXIME-200 200MG,246.67,63626.66,-4777.16,8,5,0,452,-0.075081,0.000347,0.855912,B,ABC/Pareto using total_trade_price revenue,draft
VAGCLR-M,40.0,63600.0,27680.0,1,1,0,453,0.43522,0.000347,0.856258,B,ABC/Pareto using total_trade_price revenue,draft
CLOXANE 500MG CAP,275.0,63181.5,170457.48,32,16,0,454,2.697902,0.000345,0.856603,B,ABC/Pareto using total_trade_price revenue,draft
ZINACARE 750MG W/O DILUENT,4202.0,63030.0,499420.0,24,15,0,455,7.923528,0.000344,0.856947,B,ABC/Pareto using total_trade_price revenue,draft
IV WRIST SPLINT ADULT LARGE (INDOPLAS),1050.0,63000.0,33050.0,2,2,0,456,0.524603,0.000344,0.85729,B,ABC/Pareto using total_trade_price revenue,draft
ANESTIN 20MG/ML,125.2196,62900.62,57347.81,12,7,2,457,0.911721,0.000343,0.857633,B,ABC/Pareto using total_trade_price revenue,draft
PORBACT 500MG/250MG,2980.0,62580.0,46547.6,5,2,0,458,0.74381,0.000341,0.857975,B,ABC/Pareto using total_trade_price revenue,draft
STERILE LATEX SURGICAL GLOVES 6.5,80.0,62400.0,57600.0,1,1,0,459,0.923077,0.00034,0.858315,B,ABC/Pareto using total_trade_price revenue,draft
PPE - LARGE (GDR),400.0,62000.0,61847.56,1,1,0,460,0.997541,0.000338,0.858653,B,ABC/Pareto using total_trade_price revenue,draft
PPE - MEDIUM (GDR),400.0,62000.0,61847.56,1,1,0,461,0.997541,0.000338,0.858991,B,ABC/Pareto using total_trade_price revenue,draft
PPE - XTRA LARGE (GDR),400.0,62000.0,61847.56,1,1,0,462,0.997541,0.000338,0.859329,B,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA 20G - HEXACARE,95.0,61750.0,205865.0,5,4,0,463,3.333846,0.000337,0.859666,B,ABC/Pareto using total_trade_price revenue,draft
AMSUNEX 500MG/250MG,2800.0,61600.0,40936.0,1,1,0,464,0.664545,0.000336,0.860002,B,ABC/Pareto using total_trade_price revenue,draft
KETOPANE,256.0,61440.0,126965.05,12,8,0,465,2.066488,0.000335,0.860337,B,ABC/Pareto using total_trade_price revenue,draft
NICARSAPH 1MG/ML 10ML,640.0,60600.0,98832.0,8,6,0,466,1.630891,0.00033,0.860667,B,ABC/Pareto using total_trade_price revenue,draft
DOLOGESIC 325MG/37.5MG TAB,224.0,60480.0,176012.0,52,16,0,467,2.910251,0.00033,0.860997,B,ABC/Pareto using total_trade_price revenue,draft
GLOVEDOL 6.25MG,1367.33,60458.21,486274.77,44,22,0,468,8.043155,0.00033,0.861327,B,ABC/Pareto using total_trade_price revenue,draft
COMOX 625MG,57.0,60353.6,88942.4,21,14,0,469,1.473688,0.000329,0.861656,B,ABC/Pareto using total_trade_price revenue,draft
SEZUVIN 100MG/ML (500MG/5ML),236.0,60180.0,205735.36,2,1,0,470,3.418667,0.000328,0.861984,B,ABC/Pareto using total_trade_price revenue,draft
DIPHENPORS 50MG/ML 1ML,429.0,60170.0,87084.5,18,7,0,471,1.447308,0.000328,0.862312,B,ABC/Pareto using total_trade_price revenue,draft
FERGLOBIN FA 60MG/400MCG CAP,184.84,60073.0,65507.4,29,9,0,472,1.090463,0.000328,0.86264,B,ABC/Pareto using total_trade_price revenue,draft
PPE (S) WEI BANG,300.0,60000.0,59852.49,1,1,0,473,0.997541,0.000327,0.862967,B,ABC/Pareto using total_trade_price revenue,draft
ARCH FILE LONG 3INCHES,500.0,60000.0,14800.0,1,1,0,474,0.246667,0.000327,0.863294,B,ABC/Pareto using total_trade_price revenue,draft
EZYMUC 600MG,600.0,60000.0,37200.0,3,1,0,475,0.62,0.000327,0.863622,B,ABC/Pareto using total_trade_price revenue,draft
DISINFECTANT SPRAY 170G 227ML (LYSOL),4.755,59921.5,42377.72,9,5,6,476,0.707221,0.000327,0.863948,B,ABC/Pareto using total_trade_price revenue,draft
QUADMAX,68.0,58480.0,61986.0,3,3,0,477,1.059952,0.000319,0.864267,B,ABC/Pareto using total_trade_price revenue,draft
MURIATIC ACID,120.1628,57556.84,19144.75,3,3,1,478,0.332623,0.000314,0.864581,B,ABC/Pareto using total_trade_price revenue,draft
VOXOLL 30MG,342.0,57456.0,181278.0,83,26,0,479,3.155075,0.000313,0.864894,B,ABC/Pareto using total_trade_price revenue,draft
UNAZEUS 500MG/250MG,216.8,56788.0,54542.0,7,7,0,480,0.960449,0.00031,0.865204,B,ABC/Pareto using total_trade_price revenue,draft
SPINAL NEEDLE G25 X89MM (ORMED),1407.0,56280.0,150759.0,5,2,0,481,2.678731,0.000307,0.865511,B,ABC/Pareto using total_trade_price revenue,draft
UV LIGHT GERMICIDAL BULB T530WG13UV LANDLITE,56.0,55986.0,162697.53,10,7,0,482,2.90604,0.000305,0.865816,B,ABC/Pareto using total_trade_price revenue,draft
GAUZE ROLL 28 X 24 PRO HEALTH CARE,71.0,55840.0,78024.0,5,5,0,483,1.397278,0.000305,0.866121,B,ABC/Pareto using total_trade_price revenue,draft
SPINAL NEEDLE G.25 - TOP,39.0,55600.0,82950.0,4,3,0,484,1.491906,0.000303,0.866424,B,ABC/Pareto using total_trade_price revenue,draft
LUPINSULIN R 100IU/ML 10ML,122.0,55144.0,21916.0,4,4,0,485,0.397432,0.000301,0.866725,B,ABC/Pareto using total_trade_price revenue,draft
XOPRAZOLE PLUS 40MG,172.0,55040.0,27048.0,8,3,0,486,0.491424,0.0003,0.867025,B,ABC/Pareto using total_trade_price revenue,draft
MICROSCOT 20MG 15G,610.0,54900.0,14375.0,3,3,0,487,0.26184,0.000299,0.867324,B,ABC/Pareto using total_trade_price revenue,draft
HEMOSTAP 500MG,131.0,54810.0,168725.0,35,21,0,488,3.078362,0.000299,0.867623,B,ABC/Pareto using total_trade_price revenue,draft
MULTI GROW 120ML,609.0,54810.0,68583.5,29,20,0,489,1.251295,0.000299,0.867922,B,ABC/Pareto using total_trade_price revenue,draft
DEXTAR-S 4MG/ML 2ML,130.0,54600.0,-7357.0,4,3,0,490,-0.134744,0.000298,0.86822,B,ABC/Pareto using total_trade_price revenue,draft
JAGAPLEX TAB,138.0,54510.0,87303.5,28,17,0,491,1.601605,0.000297,0.868517,B,ABC/Pareto using total_trade_price revenue,draft
DIAPER LARGE - ADULT,302.5,54450.0,53605.0,5,4,0,492,0.984481,0.000297,0.868814,B,ABC/Pareto using total_trade_price revenue,draft
ALL SILICONE DUODENAL TUBE F.16 - UNIMEX,270.0,54000.0,5670.0,10,8,0,493,0.105,0.000294,0.869109,B,ABC/Pareto using total_trade_price revenue,draft
MULTI GROW 30ML DROPS,771.0,53970.0,64500.0,31,19,0,494,1.195108,0.000294,0.869403,B,ABC/Pareto using total_trade_price revenue,draft
COCINE 250MG/ML (500MG/2ML),93.0,53940.0,-4277.5,4,3,0,495,-0.079301,0.000294,0.869697,B,ABC/Pareto using total_trade_price revenue,draft
HYCORT 250MG VIAL,91.0,53740.0,65590.0,9,7,0,496,1.220506,0.000293,0.86999,B,ABC/Pareto using total_trade_price revenue,draft
QUADMAX 150MG/75MG/400MG/275MG,60.0,53395.2,17104.8,1,1,0,497,0.320343,0.000291,0.870281,B,ABC/Pareto using total_trade_price revenue,draft
GYNE-TOCIN 10IU/ML IV,314.4122,53173.09,104473.74,30,15,4,498,1.964786,0.00029,0.870571,B,ABC/Pareto using total_trade_price revenue,draft
FENTIN 50MG/ML 2ML,59.0,53139.0,147271.5,18,10,0,499,2.771439,0.00029,0.870861,B,ABC/Pareto using total_trade_price revenue,draft
TRANSPORE 1X10 2.5CMX9.1M (3M),69.0,53130.0,22795.0,7,6,0,500,0.429042,0.00029,0.871151,B,ABC/Pareto using total_trade_price revenue,draft
AMADOL 150MG/ML 2ML,490.2248,52764.05,113239.14,26,17,2,501,2.146142,0.000288,0.871439,B,ABC/Pareto using total_trade_price revenue,draft
"ALLIS TEETH 5X6, 7 1/2''",108.0,52704.0,40896.0,4,1,0,502,0.775956,0.000287,0.871726,B,ABC/Pareto using total_trade_price revenue,draft
APREZAL 20MG/ML AMP,61.0,52592.12,93186.44,14,11,0,503,1.771871,0.000287,0.872013,B,ABC/Pareto using total_trade_price revenue,draft
CALCI-MAX 600- 1500MG/200IU,150.0,52500.0,51392.65,22,4,0,504,0.978908,0.000286,0.872299,B,ABC/Pareto using total_trade_price revenue,draft
GAUZE ROLL 24X28/36X100 (PROHEALTH),70.0,52450.0,32190.0,6,5,0,505,0.613727,0.000286,0.872585,B,ABC/Pareto using total_trade_price revenue,draft
ACIPRO 2MG/ML (200MG/100ML) 100ML,2316.0,52038.0,37508.0,5,5,0,506,0.720781,0.000284,0.872869,B,ABC/Pareto using total_trade_price revenue,draft
ZIPLOCK PLASTIC BAG 6X9,37.2902,51600.79,30536.68,3,3,2,507,0.591787,0.000281,0.87315,B,ABC/Pareto using total_trade_price revenue,draft
SOLUTION FOR IV INFUSION 900MG/100ML,1140.0,51420.0,35640.0,2,2,0,508,0.693116,0.00028,0.873431,B,ABC/Pareto using total_trade_price revenue,draft
PERISPA 50MG,70.0,50820.0,10607.0,6,4,0,509,0.208717,0.000277,0.873708,B,ABC/Pareto using total_trade_price revenue,draft
PNSS 1LITER 0.9%,870.0,50750.0,24623.34,4,4,0,510,0.485189,0.000277,0.873985,B,ABC/Pareto using total_trade_price revenue,draft
INSECTICIDE 5GRAMS / 100'S,0.1659,50380.06,12583.24,1,1,1,511,0.249766,0.000275,0.874259,B,ABC/Pareto using total_trade_price revenue,draft
EXEL 500MG CAP,216.0,50148.0,94967.0,14,12,0,512,1.893735,0.000273,0.874533,B,ABC/Pareto using total_trade_price revenue,draft
SOLUSET UNIMEX,500.0,50000.0,97400.0,2,2,0,513,1.948,0.000273,0.874805,B,ABC/Pareto using total_trade_price revenue,draft
EROXENE 5MG/G (0.5% W/W),500.0,50000.0,27500.0,1,1,0,514,0.55,0.000273,0.875078,B,ABC/Pareto using total_trade_price revenue,draft
REPAIR FOR IM70 MONITOR,1.0,49900.0,14100.0,1,1,0,515,0.282565,0.000272,0.87535,B,ABC/Pareto using total_trade_price revenue,draft
IRBEQ 150 150MG,123.0,49619.0,132811.0,7,6,0,516,2.676616,0.000271,0.875621,B,ABC/Pareto using total_trade_price revenue,draft
GLOVES S7.5 LATEX STERILE (INDOPLAS),62.0,49600.0,14136.0,2,1,0,517,0.285,0.00027,0.875891,B,ABC/Pareto using total_trade_price revenue,draft
LAMINATING MACHINE,11.0,49500.0,20900.0,1,1,0,518,0.422222,0.00027,0.876161,B,ABC/Pareto using total_trade_price revenue,draft
SYLVITE 2MEQ/ML,222.8,49438.14,25103.86,7,7,0,519,0.507783,0.00027,0.876431,B,ABC/Pareto using total_trade_price revenue,draft
ENCLOXIL 500MG CAP,63.0,49140.0,38610.18,9,6,0,520,0.785718,0.000268,0.876699,B,ABC/Pareto using total_trade_price revenue,draft
OMEPRAZOLE 40MG VIAL W/ DILUENT (ZOLFREE),1400.0,49000.0,93800.0,2,2,0,521,1.914286,0.000267,0.876966,B,ABC/Pareto using total_trade_price revenue,draft
KURT 10MG/G (1% W/W) 15G,500.0,49000.0,89500.0,1,1,0,522,1.826531,0.000267,0.877233,B,ABC/Pareto using total_trade_price revenue,draft
LACTATED RINGERS SOLUTION EUROMED,840.0,48999.98,8960.02,3,2,0,523,0.182858,0.000267,0.8775,B,ABC/Pareto using total_trade_price revenue,draft
KETOROBAS 30MG,198.1734,47627.86,168390.33,16,10,1,524,3.535543,0.00026,0.87776,B,ABC/Pareto using total_trade_price revenue,draft
IV INFUSION SET ADULT (PRIME),1900.0,47500.0,19600.0,3,2,0,525,0.412632,0.000259,0.878019,B,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA LUER LOCK WITHOUT INJECTION VALVE G.26,10.0,47500.0,29400.0,2,1,0,526,0.618947,0.000259,0.878278,B,ABC/Pareto using total_trade_price revenue,draft
CINNABLOC 25MG,315.38,47331.0,85733.67,56,24,0,527,1.811364,0.000258,0.878536,B,ABC/Pareto using total_trade_price revenue,draft
NASAL OXYGEN CANNULA (ADULT) - SURGITECH,1884.0,47100.0,32748.0,5,4,0,528,0.695287,0.000257,0.878793,B,ABC/Pareto using total_trade_price revenue,draft
PULSE OXIMETER PROBE ADULT FOR EDAN IM70,5.0,47000.0,18700.0,5,5,0,529,0.397872,0.000256,0.87905,B,ABC/Pareto using total_trade_price revenue,draft
VENTACT 1MG/ML (2.5MG/2.5ML),206.8534,46942.68,82177.15,5,2,1,530,1.750585,0.000256,0.879306,B,ABC/Pareto using total_trade_price revenue,draft
SUCROSAPH 20MG/ML (100MG/5ML) 5ML,106.1177,46914.96,232386.91,18,9,1,531,4.953365,0.000256,0.879561,B,ABC/Pareto using total_trade_price revenue,draft
CARESEF 750MG WITH DILUENT,1340.0,46900.0,28232.0,3,3,0,532,0.601962,0.000256,0.879817,B,ABC/Pareto using total_trade_price revenue,draft
SURGICAL GLOVES 8.0 INDOPLAS,62.0,46500.0,39370.0,2,1,0,533,0.846667,0.000254,0.880071,B,ABC/Pareto using total_trade_price revenue,draft
MEOXICLAV-DS 457MG/5ML 70ML,148.2199,46444.49,33774.11,9,4,1,534,0.727193,0.000253,0.880324,B,ABC/Pareto using total_trade_price revenue,draft
ZACZIN 20MG/ML,886.0,46094.0,242729.0,15,11,0,535,5.265957,0.000251,0.880575,B,ABC/Pareto using total_trade_price revenue,draft
SPIRODEN 25MG,79.0,45820.0,58590.0,8,4,0,536,1.278699,0.00025,0.880825,B,ABC/Pareto using total_trade_price revenue,draft
HYDROCORTIBAS 100MG,130.0,45500.0,54863.0,4,3,0,537,1.20578,0.000248,0.881073,B,ABC/Pareto using total_trade_price revenue,draft
SI2NORM 50MG,143.0,45496.0,96128.0,7,6,0,538,2.112889,0.000248,0.881322,B,ABC/Pareto using total_trade_price revenue,draft
MAXIFER 20MG/ML (100MG/5ML) 5ML,43.0,45454.87,61615.13,10,7,0,539,1.355523,0.000248,0.881569,B,ABC/Pareto using total_trade_price revenue,draft
LUPINSULIN 30:70 (30IU/70IU/ML) 10ML,100.0,45200.0,9800.0,1,1,0,540,0.216814,0.000246,0.881816,B,ABC/Pareto using total_trade_price revenue,draft
RAHMACIN 250MG/5ML,200.0,45000.0,48400.0,1,1,0,541,1.075556,0.000245,0.882061,B,ABC/Pareto using total_trade_price revenue,draft
PIDCLIN 100MG,300.0,45000.0,7500.0,1,1,0,542,0.166667,0.000245,0.882307,B,ABC/Pareto using total_trade_price revenue,draft
HEMOBAS 500MG/5ML,225.2,44858.0,132748.57,25,17,0,543,2.959306,0.000245,0.882551,B,ABC/Pareto using total_trade_price revenue,draft
PHYTOBAS 10MG/ML,319.0,44745.0,152465.0,18,12,0,544,3.40742,0.000244,0.882795,B,ABC/Pareto using total_trade_price revenue,draft
EASELAC 3.33G/5ML ORAL SOLUTION,520.0,44720.0,63560.0,10,10,0,545,1.421288,0.000244,0.883039,B,ABC/Pareto using total_trade_price revenue,draft
SOLVASC 5MG,121.0,44710.53,115146.63,6,5,0,546,2.575381,0.000244,0.883283,B,ABC/Pareto using total_trade_price revenue,draft
CELEKOP 200MG CAP,340.0,44704.0,233105.0,17,7,0,547,5.21441,0.000244,0.883527,B,ABC/Pareto using total_trade_price revenue,draft
HYCLENS GARGLE (120ML),506.0,44528.0,48236.06,40,24,0,548,1.083275,0.000243,0.88377,B,ABC/Pareto using total_trade_price revenue,draft
CEFUROX 250MG/5ML 50ML,408.0,44064.0,16275.12,3,2,0,549,0.369352,0.00024,0.88401,B,ABC/Pareto using total_trade_price revenue,draft
SUCTION BOTTLES 3 LITERS,2.0,44000.0,22000.0,1,1,0,550,0.5,0.00024,0.88425,B,ABC/Pareto using total_trade_price revenue,draft
HISTARIL 100MG/2MG,150.0,43875.0,78075.0,27,17,0,551,1.779487,0.000239,0.884489,B,ABC/Pareto using total_trade_price revenue,draft
TROPONIN 1,5.0,43750.0,35685.0,2,2,0,552,0.815657,0.000239,0.884728,B,ABC/Pareto using total_trade_price revenue,draft
HYCLENS GARGLE 0.12% 120ML,495.0,43560.0,56013.6,43,23,0,553,1.285895,0.000238,0.884965,B,ABC/Pareto using total_trade_price revenue,draft
"LAPTOP TMP2 214-530-554U 1, FDH (1920X1080)-ACER",1.0,43500.0,22300.0,1,1,0,554,0.512644,0.000237,0.885203,B,ABC/Pareto using total_trade_price revenue,draft
MUPORS 20MG/G (2%) 5G,1100.0,43500.0,102275.0,2,2,0,555,2.351149,0.000237,0.88544,B,ABC/Pareto using total_trade_price revenue,draft
BREAD,2174.0,43480.0,32066.5,1,1,0,556,0.7375,0.000237,0.885677,B,ABC/Pareto using total_trade_price revenue,draft
EXEL 500MG,178.0,43284.0,74041.0,8,4,0,557,1.710586,0.000236,0.885913,B,ABC/Pareto using total_trade_price revenue,draft
BETZINE 8MG,112.0,43250.0,143255.0,10,7,0,558,3.312254,0.000236,0.886149,B,ABC/Pareto using total_trade_price revenue,draft
DIACYSTEINE 600- 600MG,376.0,43240.0,40805.0,23,11,0,559,0.943686,0.000236,0.886385,B,ABC/Pareto using total_trade_price revenue,draft
DOPAMET 250MG TAB,220.1,42919.5,108157.5,28,17,0,560,2.520008,0.000234,0.886619,B,ABC/Pareto using total_trade_price revenue,draft
MASOLEV 100MG/ML (500MG/5ML),144.0,42480.0,119773.44,1,1,0,561,2.819525,0.000232,0.88685,B,ABC/Pareto using total_trade_price revenue,draft
SALRESP,116.28,42327.99,111722.87,13,10,0,562,2.639456,0.000231,0.887081,B,ABC/Pareto using total_trade_price revenue,draft
SEMI AUTOMATIC BIOPSY GUN G18 X 13CM,2.0,42120.0,41860.0,1,1,0,563,0.993827,0.00023,0.887311,B,ABC/Pareto using total_trade_price revenue,draft
AROFLO 250,103.0,42024.0,31518.0,2,1,0,564,0.75,0.000229,0.88754,B,ABC/Pareto using total_trade_price revenue,draft
VOXOLL 15MG/5ML,1301.0,42018.0,39484.7,88,23,0,565,0.939709,0.000229,0.887769,B,ABC/Pareto using total_trade_price revenue,draft
BLOOD COLLECTION BAGS 450ML DOUBLE,12.0,42000.0,59994.0,2,2,0,566,1.428429,0.000229,0.887998,B,ABC/Pareto using total_trade_price revenue,draft
INFANT CPR MANNEQUIN,2.0,42000.0,18000.0,1,1,0,567,0.428571,0.000229,0.888227,B,ABC/Pareto using total_trade_price revenue,draft
HYCLENS WOUND SPRAY 2% 120ML BOV,107.0,41944.0,12286.0,7,7,0,568,0.292914,0.000229,0.888456,B,ABC/Pareto using total_trade_price revenue,draft
CM SERIES FLUORESCENCE ANALYSIS VIEWING CABINET,1.0,41800.0,-1300.0,1,1,0,569,-0.0311,0.000228,0.888684,B,ABC/Pareto using total_trade_price revenue,draft
TRIDEN 160MG,58.0,41760.0,82260.0,14,7,0,570,1.969828,0.000228,0.888912,B,ABC/Pareto using total_trade_price revenue,draft
RAXIDINE,278.0,41625.0,170635.0,16,9,0,571,4.099339,0.000227,0.889139,B,ABC/Pareto using total_trade_price revenue,draft
CIXTOR-Z 97.5MG /9MG/5ML SYRUP,1169.0,41499.5,40057.13,2,2,0,572,0.965244,0.000226,0.889365,B,ABC/Pareto using total_trade_price revenue,draft
EVENING PRIMEROSE OIL 1000MG,116.0,41412.0,78818.0,18,14,0,573,1.903265,0.000226,0.889591,B,ABC/Pareto using total_trade_price revenue,draft
NGT FR.14 PARTNERS,252.0,41328.0,37011.5,2,1,0,574,0.895555,0.000225,0.889816,B,ABC/Pareto using total_trade_price revenue,draft
GLOVES (L) - GLOMED,221.0,41250.0,34695.0,3,3,0,575,0.841091,0.000225,0.890041,B,ABC/Pareto using total_trade_price revenue,draft
IV WRIST SPLINT PEDIA MEDIUM (INDOPLAS),825.0,41250.0,34240.0,2,2,0,576,0.830061,0.000225,0.890266,B,ABC/Pareto using total_trade_price revenue,draft
DEL FABRIC,50.1837,41088.39,31808.62,2,2,1,577,0.774151,0.000224,0.89049,B,ABC/Pareto using total_trade_price revenue,draft
DISPOSABLE DIAPER ADULT LARGE (HEXACARE),210.0,40740.0,9968.8,3,3,0,578,0.244693,0.000222,0.890712,B,ABC/Pareto using total_trade_price revenue,draft
ALCOHOL 70% ISOPROPYL 500ML,450.0,40500.0,3050.0,3,3,0,579,0.075309,0.000221,0.890933,B,ABC/Pareto using total_trade_price revenue,draft
BACTIGRAS,500.0,40500.0,19500.0,1,1,0,580,0.481481,0.000221,0.891154,B,ABC/Pareto using total_trade_price revenue,draft
TOOTHPASTE CLOSE UP RED 50ML,700.0,40381.25,11418.75,1,1,0,581,0.282774,0.00022,0.891374,B,ABC/Pareto using total_trade_price revenue,draft
DIALIX 1MG/ML,434.3947,40162.62,47213.94,7,2,2,582,1.175569,0.000219,0.891593,B,ABC/Pareto using total_trade_price revenue,draft
